,parentId,authorDisplayName,replyComment,publishedAt,likeCount
0,UgwOirik89bzNfgePdB4AaABAg,Mauricio Cameron,I guess it is pretty off topic but do anybody know a good website to watch new series online ?,2021-06-28T17:16:32Z,0
1,UgwOirik89bzNfgePdB4AaABAg,Felicia Widger,@Violet Joy ⅔,2020-11-03T22:36:36Z,0
2,UgwOirik89bzNfgePdB4AaABAg,Michelle white,You should address Ellen Degeneres controversy,2020-10-20T16:48:24Z,2
3,UgwOirik89bzNfgePdB4AaABAg,RhomanysRealm,"I would love to hear your thoughts on how much she's changed over the last couple of years and virtually morphed into Scarlet Johanssen. Everything from her looks, her style of red carpet dress and even her voice has changed. In this recordings, there are several times where she actually sounds like Scarlet in Black Widow. It's creepy.",2020-09-28T19:23:58Z,0
4,UgwOirik89bzNfgePdB4AaABAg,Violet Joy,"@gaysy1st Yes, it does seem like that's exactly what happened.",2020-08-21T07:25:24Z,1
5,UgyMm67NtwSGo_3Umht4AaABAg,Live Abuse Free,Thank you! 😊,2021-11-01T11:18:22Z,0
6,Ugyn-ly84_4YtWlCS7B4AaABAg,Live Abuse Free,"Almost 40 percent of people with one of these disorders also have the other, according to the NIH study (Grant et al. 2008; Stinson et al. 2008).",2021-02-12T13:20:38Z,1
7,Ugzo0PODYLbYlk4JAjN4AaABAg,LaraCroftEyes1,"No, she didn't.",2021-02-23T00:53:10Z,0
8,Ugzo0PODYLbYlk4JAjN4AaABAg,IGOR PODEMSKI,@LaraCroftEyes1 She basically won. The Sun won so she won too.,2021-02-19T07:08:10Z,1
9,Ugzo0PODYLbYlk4JAjN4AaABAg,LaraCroftEyes1,Amber didn't win.,2021-02-18T23:47:36Z,0
10,UgwEQhkwOTui8O6LRGx4AaABAg,Michelle Johnsen,@LaraCroftEyes1 do you know why he isn't with the mother of his children then?,2021-01-09T23:31:55Z,0
11,UgwEQhkwOTui8O6LRGx4AaABAg,LaraCroftEyes1,Johnny didn't leave the mother of his two children for Amber.,2021-01-09T22:43:57Z,0
12,UgyZCIJzoXP3ITwzmER4AaABAg,LaraCroftEyes1,W,2021-01-09T22:45:03Z,0
