kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height
youtube#video,Wetsf20aGBITYdb6HVqdGI92VNU,7yo7p4rXzGE,2019-10-02T21:10:30Z,UCBu0KdNokE4MqdkacvH37_A,WATCH: Jury delivers sentence for Amber Guyger in murder trial,A jury sentenced Amber Guyger to 10 years in prison on Wednesday afternoon.,https://i.ytimg.com/vi/7yo7p4rXzGE/default.jpg,120,90,https://i.ytimg.com/vi/7yo7p4rXzGE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7yo7p4rXzGE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7yo7p4rXzGE/sddefault.jpg,640.0,480.0,WFAA,"['botham-jean', 'local', 'news', 'special-reports']",25,none,en,WATCH: Jury delivers sentence for Amber Guyger in murder trial,A jury sentenced Amber Guyger to 10 years in prison on Wednesday afternoon.,en,PT4M43S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,78169,533,0,504,,,
youtube#video,QN82Y3gRbuvphDnYT2AjFPS8L4g,AsNAUjPdidc,2019-10-02T23:38:21Z,UCxMXl9L79X1Mq_4iwCOyPFg,Dallas Police Chief Renee Hall Reacts After Former DPD Officer Amber Guyger Sentance For Murder,"“Dallas today is different than it was yesterday and definitely different than it was a year ago,” Chief Hall said.",https://i.ytimg.com/vi/AsNAUjPdidc/default.jpg,120,90,https://i.ytimg.com/vi/AsNAUjPdidc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AsNAUjPdidc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/AsNAUjPdidc/sddefault.jpg,640.0,480.0,CBSDFW,"['CBS 11 News Evening', 'Amber Guyger', 'Amber Guyger Trial', 'Chief Renee Hall', 'Criminal Justice System', 'Dallas Mayor', 'Dallas Police Chief', 'DFW News', 'former Dallas Police officer', 'guilty verdict', 'Mayor Eric Johnson', 'prison sentence']",25,none,en,Dallas Police Chief Renee Hall Reacts After Former DPD Officer Amber Guyger Sentance For Murder,"“Dallas today is different than it was yesterday and definitely different than it was a year ago,” Chief Hall said.",en,PT9M41S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,41047,373,0,742,https://i.ytimg.com/vi/AsNAUjPdidc/maxresdefault.jpg,1280.0,720.0
youtube#video,bjrbYCOhRYvFwI0_hnllNqX02K8,BPE8pWbOhZo,2021-12-28T16:08:53Z,UCPflSo6Ek811AEfhcdVefiw,The Dive Evening Edition 12/27/21,"Amber, Chanda & Oz 
 https://www.youtube.com/channel/UCD5ZsXiIFlrWrbOCM6rEDKQ
 Please help us continue to mess up your day =) https://linktr.ee/BeautyandTheBoomer
Community partner "" JoeysCoffeeRoaster ""
On-demand Coffee Bean Roasting in Small Batches
https://www.etsy.com/shop/JoeysCoffeeRoaster


FAILURE of the  ""Fourth Estate""  press and news media both in explicit capacity of advocacy and implicit ability to frame political issues. How todays journalist have devolved into stenographers for the powers who rule our nation.  roarmedialive@gmail.com Thank YOU!",https://i.ytimg.com/vi/BPE8pWbOhZo/default.jpg,120,90,https://i.ytimg.com/vi/BPE8pWbOhZo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BPE8pWbOhZo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/BPE8pWbOhZo/sddefault.jpg,640.0,480.0,ROAR MEDIA LIVE,,24,none,,The Dive Evening Edition 12/27/21,"Amber, Chanda & Oz 
 https://www.youtube.com/channel/UCD5ZsXiIFlrWrbOCM6rEDKQ
 Please help us continue to mess up your day =) https://linktr.ee/BeautyandTheBoomer
Community partner "" JoeysCoffeeRoaster ""
On-demand Coffee Bean Roasting in Small Batches
https://www.etsy.com/shop/JoeysCoffeeRoaster


FAILURE of the  ""Fourth Estate""  press and news media both in explicit capacity of advocacy and implicit ability to frame political issues. How todays journalist have devolved into stenographers for the powers who rule our nation.  roarmedialive@gmail.com Thank YOU!",,PT1H3M26S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,124,34,0,1,https://i.ytimg.com/vi/BPE8pWbOhZo/maxresdefault.jpg,1280.0,720.0
youtube#video,XIm5414qK4qTOfzqPp5icja4RRg,DNcyQnHo5aU,2019-10-02T23:07:53Z,UCKgAB8lqTbqbwXC-e6_9lhQ,Watch: Aftermath of Amber Guyger sentencing,Former Dallas police officer Amber Guyger was sentenced to 10 years for the murder of Botham Jean. Here’s live coverage from WFAA of the reaction to the verdict.,https://i.ytimg.com/vi/DNcyQnHo5aU/default.jpg,120,90,https://i.ytimg.com/vi/DNcyQnHo5aU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DNcyQnHo5aU/hqdefault.jpg,480,360,,,,KGW News,"['Amber Guyger trial', 'Amber Guyger trial sentencing', 'KGW', 'Dallas Police', 'Botham Jean', 'Verdict', '10 years', 'murder']",25,none,,Watch: Aftermath of Amber Guyger sentencing,Former Dallas police officer Amber Guyger was sentenced to 10 years for the murder of Botham Jean. Here’s live coverage from WFAA of the reaction to the verdict.,en-US,PT1H11M22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,43290,242,0,205,,,
youtube#video,wIgsJaW8PENFXgUExHS0QQIiqNs,G1GTt65s-HA,2019-10-02T11:00:02Z,UCBi2mrWuNuyYy4gbM6fU18Q,Former officer convicted of murder in wrong-apartment killing | Nightline,"Amber Guyger was charged with murder after she says she mistakenly entered neighbor Botham Jean’s apartment and fatally shot him. Her defense said she made “reasonable” mistakes.

WATCH NIGHTLINE EPISODES:
https://abc.go.com/shows/nightline 

ALSO AVAILABLE ON HULU: https://hulu.tv/2wSmSrZ

#Nightline #Dallas #AmberGuyger #BothamJean #WrongApartment",https://i.ytimg.com/vi/G1GTt65s-HA/default.jpg,120,90,https://i.ytimg.com/vi/G1GTt65s-HA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/G1GTt65s-HA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/G1GTt65s-HA/sddefault.jpg,640.0,480.0,ABC News,"['Dallas', 'Amber', 'Guyger', 'Botham', 'Jean', 'Former', 'officer', 'convicted', 'of', 'murder', 'police', 'mistakenly', 'entered', 'wrong', 'apartment', 'killing', 'us', 'abc', 'abcnews']",24,none,,Former officer convicted of murder in wrong-apartment killing | Nightline,"Amber Guyger was charged with murder after she says she mistakenly entered neighbor Botham Jean’s apartment and fatally shot him. Her defense said she made “reasonable” mistakes.

WATCH NIGHTLINE EPISODES:
https://abc.go.com/shows/nightline 

ALSO AVAILABLE ON HULU: https://hulu.tv/2wSmSrZ

#Nightline #Dallas #AmberGuyger #BothamJean #WrongApartment",,PT9M20S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,797386,10192,0,5662,https://i.ytimg.com/vi/G1GTt65s-HA/maxresdefault.jpg,1280.0,720.0
youtube#video,-UK8Sz4GpeD1YSrGtCNC6DAd_R8,gHGGynoRV9Q,2015-02-04T21:53:00Z,UCda1wjNf7JaYgx9ukXRqgIQ,Hubble at 25 & the James Webb Space Telescope: Dr. Amber Straughn,"NASA Astrophysicist Dr. Amber Straughn discusses the 25th anniversary of the Hubble telescope's launch as well as the construction and plans for the James Webb Space Telescope, scheduled to launch in 2018.

Presented on January 7, 2015 at the Museum of Flight.

Content Disclaimer
The views and opinions expressed in this video are those of the presenters and do not necessarily reflect the views and opinions held by the Museum of Flight. The Museum of Flight oversees and hosts guest presentations but should not be held accountable for the information or content that may be found therein.

Fair Use & Copyright Disclaimer
This video contains materials presented by guest speakers at the Museum of Flight. Presenters have signed agreements indicating they own the copyright or have permissions for the use of this content, and grant the Museum of Flight permission to disseminate this video for educational use. 
Included within this video may be copyrighted material(s), the use of which has not always been specifically authorized by its owner. The Museum of Flight is making such material available as part of our efforts to advance understanding of matters significant to aviation and aerospace education. We believe this constitutes a ‘fair use’ of any such copyrighted material as provided for in section 107 of the US Copyright Law. In accordance with Title 17 U.S.C. Section 107, this video is distributed without profit to those who have expressed a prior interest in receiving the included information for research and educational purposes.",https://i.ytimg.com/vi/gHGGynoRV9Q/default.jpg,120,90,https://i.ytimg.com/vi/gHGGynoRV9Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gHGGynoRV9Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gHGGynoRV9Q/sddefault.jpg,640.0,480.0,The Museum of Flight,"['Museum', 'Flight', 'Hubble Space Telescope (Satellite)', 'James Webb Space Telescope (Telescope)', 'NASA (Spacecraft Manufacturer)']",27,none,,Hubble at 25 & the James Webb Space Telescope: Dr. Amber Straughn,"NASA Astrophysicist Dr. Amber Straughn discusses the 25th anniversary of the Hubble telescope's launch as well as the construction and plans for the James Webb Space Telescope, scheduled to launch in 2018.

Presented on January 7, 2015 at the Museum of Flight.

Content Disclaimer
The views and opinions expressed in this video are those of the presenters and do not necessarily reflect the views and opinions held by the Museum of Flight. The Museum of Flight oversees and hosts guest presentations but should not be held accountable for the information or content that may be found therein.

Fair Use & Copyright Disclaimer
This video contains materials presented by guest speakers at the Museum of Flight. Presenters have signed agreements indicating they own the copyright or have permissions for the use of this content, and grant the Museum of Flight permission to disseminate this video for educational use. 
Included within this video may be copyrighted material(s), the use of which has not always been specifically authorized by its owner. The Museum of Flight is making such material available as part of our efforts to advance understanding of matters significant to aviation and aerospace education. We believe this constitutes a ‘fair use’ of any such copyrighted material as provided for in section 107 of the US Copyright Law. In accordance with Title 17 U.S.C. Section 107, this video is distributed without profit to those who have expressed a prior interest in receiving the included information for research and educational purposes.",,PT1H6M44S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,48719,327,0,,https://i.ytimg.com/vi/gHGGynoRV9Q/maxresdefault.jpg,1280.0,720.0
youtube#video,TRTLKR86ZrSfoMTRRPU8BuUIUfw,HsQ0lo1jWOI,2021-12-27T18:31:47Z,UCRmt3Q8K1nsVD1CAT1dj2CA,Proof That Your Name Was Never Mentioned Amber #johnyates #theamberchannel,Playing back the video in question from my live last night. #johnyates #theamberchannel,https://i.ytimg.com/vi/HsQ0lo1jWOI/default.jpg,120,90,https://i.ytimg.com/vi/HsQ0lo1jWOI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HsQ0lo1jWOI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/HsQ0lo1jWOI/sddefault.jpg,640.0,480.0,90 Days On Blast,,24,none,,Proof That Your Name Was Never Mentioned Amber #johnyates #theamberchannel,Playing back the video in question from my live last night. #johnyates #theamberchannel,,PT1H3M39S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,948,88,0,18,https://i.ytimg.com/vi/HsQ0lo1jWOI/maxresdefault.jpg,1280.0,720.0
youtube#video,kVihrAcBv0uXYclkwOcXuqoyE0A,Jsh79uOQOSI,2020-07-07T22:32:42Z,UCc5dpUKLcZQQaDxMB_nYi5g,Broadway.com #LiveatFive Hosted by Michael James Scott,"Broadway stars Adrienne Warren, Nikki Renée Daniels and Amber Iman join ""Aladdin""'s Michael James Scott for a roundtable discussion on being leading ladies of theater, how they ""found their power"" and the change they want to see on Broadway.

Daniels is set to star as Jenny in the Marianne Elliott-helmed ""Company"" revival that was forced to go on hiatus before opening due to the COVID-19 pandemic. Previously, Daniels has starred on Broadway in ""The Book of Mormon,"" ""The Gershwins' Porgy and Bess,"" ""Anything Goes,"" ""Aida"" and more. She recently played Angelica Schuyler in the Chicago production of ""Hamilton"". 

Iman was most-recently seen on Broadway in ""Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed"" and made her debut in ""Soul Doctor"". She also appeared as Peggy Schuyler/Maria Reynolds in the ""Hamilton"" national tour. Iman is a co-founder of the Broadway Advocacy Coalition and Black Women On Broadway.

Scott has been with ""Aladdin"" since the show premiered on Broadway in 2014. He was originally acting as a standby on Broadway and went on to lead the Australian, national tour and Broadway productions. He was also a Broadway.com vlogger. His other Broadway credits include ""Something Rotten,"" ""The Book of Mormon,"" ""Hair,"" ""Mamma Mia"" and more.

Warren has been playing the title role in ""Tina: The Tina Turner Musical"" since it made its debut in the West End; her powerhouse performance earned her a 2019 Olivier nomination. Her Broadway credits include ""Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed,"" which earned her a Tony nomination, and ""Bring It On."" Warren is also a co-founder of the Broadway Advocacy Coalition.",https://i.ytimg.com/vi/Jsh79uOQOSI/default.jpg,120,90,https://i.ytimg.com/vi/Jsh79uOQOSI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Jsh79uOQOSI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Jsh79uOQOSI/sddefault.jpg,640.0,480.0,Broadwaycom,"['Michael James Scott', 'Adrienne Warren', 'Amber Iman', 'Broadway', 'Nikki Renee Daniels']",24,none,,Broadway.com #LiveatFive Hosted by Michael James Scott,"Broadway stars Adrienne Warren, Nikki Renée Daniels and Amber Iman join ""Aladdin""'s Michael James Scott for a roundtable discussion on being leading ladies of theater, how they ""found their power"" and the change they want to see on Broadway.

Daniels is set to star as Jenny in the Marianne Elliott-helmed ""Company"" revival that was forced to go on hiatus before opening due to the COVID-19 pandemic. Previously, Daniels has starred on Broadway in ""The Book of Mormon,"" ""The Gershwins' Porgy and Bess,"" ""Anything Goes,"" ""Aida"" and more. She recently played Angelica Schuyler in the Chicago production of ""Hamilton"". 

Iman was most-recently seen on Broadway in ""Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed"" and made her debut in ""Soul Doctor"". She also appeared as Peggy Schuyler/Maria Reynolds in the ""Hamilton"" national tour. Iman is a co-founder of the Broadway Advocacy Coalition and Black Women On Broadway.

Scott has been with ""Aladdin"" since the show premiered on Broadway in 2014. He was originally acting as a standby on Broadway and went on to lead the Australian, national tour and Broadway productions. He was also a Broadway.com vlogger. His other Broadway credits include ""Something Rotten,"" ""The Book of Mormon,"" ""Hair,"" ""Mamma Mia"" and more.

Warren has been playing the title role in ""Tina: The Tina Turner Musical"" since it made its debut in the West End; her powerhouse performance earned her a 2019 Olivier nomination. Her Broadway credits include ""Shuffle Along, Or The Making of the Musical Sensation of 1921 and All That Followed,"" which earned her a Tony nomination, and ""Bring It On."" Warren is also a co-founder of the Broadway Advocacy Coalition.",en,PT1H15M52S,2d,hd,true,False,rectangular,processed,public,youtube,True,True,False,3148,66,0,5,https://i.ytimg.com/vi/Jsh79uOQOSI/maxresdefault.jpg,1280.0,720.0
youtube#video,SDzu8Yf9ESUyhPka64RxIVng-EY,KiL6ECmzP-E,2015-02-07T00:00:00Z,UC-zHEEpySHfZj9ffTmvV0ZQ,NIGHT NIGHT NANCY - Short Horror Film,"Directed by Lewis Farinella
Music by Jacob Cadmus
Starring Amber Collins, Leah Farinella & Mandrin Borrero
Executive Produced by Joseph Mckeel 

Facebook: https://www.facebook.com/wreckroompro
https://www.facebook.com/LewisFarinellaFilmmaker

Sound Cloud: https://soundcloud.com/jacobcadmus",https://i.ytimg.com/vi/KiL6ECmzP-E/default.jpg,120,90,https://i.ytimg.com/vi/KiL6ECmzP-E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KiL6ECmzP-E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/KiL6ECmzP-E/sddefault.jpg,640.0,480.0,Lewis Farinella,"['Short Film', 'Horror (Film Genre)', '4k', 'halloween', 'panasonic gh4', 'cinematic']",1,none,,NIGHT NIGHT NANCY - Short Horror Film,"Directed by Lewis Farinella
Music by Jacob Cadmus
Starring Amber Collins, Leah Farinella & Mandrin Borrero
Executive Produced by Joseph Mckeel 

Facebook: https://www.facebook.com/wreckroompro
https://www.facebook.com/LewisFarinellaFilmmaker

Sound Cloud: https://soundcloud.com/jacobcadmus",,PT4M56S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,7185379,47678,0,3058,https://i.ytimg.com/vi/KiL6ECmzP-E/maxresdefault.jpg,1280.0,720.0
youtube#video,2TM-lBuspdWDtoWoQ4pqT5cJmK0,LNTzo7dJfrI,2012-03-15T20:50:16Z,UC327M9im1ba32Pv32LR118w,"Amber Prince, Elisabeth Ormandy, Laura Janara, Michael McDonald - Governance of Nonhuman Animals","Webcast sponsored by Irving K. Barber Learning Centre and hosted by Green College.This event will explore issues of practical wisdom and deliberation, including the problem of how, in the context of democratic deliberation and inclusive democracy, humans might attend to the needs and standpoints of nonhuman animals.  On each panel, each speaker will speak for 15 minutes followed by 30 minutes of discussion.",https://i.ytimg.com/vi/LNTzo7dJfrI/default.jpg,120,90,https://i.ytimg.com/vi/LNTzo7dJfrI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LNTzo7dJfrI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/LNTzo7dJfrI/sddefault.jpg,640.0,480.0,The University of British Columbia,"['IKBLC', 'Zoology', 'Green College']",27,none,,"Amber Prince, Elisabeth Ormandy, Laura Janara, Michael McDonald - Governance of Nonhuman Animals","Webcast sponsored by Irving K. Barber Learning Centre and hosted by Green College.This event will explore issues of practical wisdom and deliberation, including the problem of how, in the context of democratic deliberation and inclusive democracy, humans might attend to the needs and standpoints of nonhuman animals.  On each panel, each speaker will speak for 15 minutes followed by 30 minutes of discussion.",,PT1H58M9S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,709,5,0,0,https://i.ytimg.com/vi/LNTzo7dJfrI/maxresdefault.jpg,1280.0,720.0
