kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultLanguage,snippet.defaultAudioLanguage
youtube#video,1lQerpScAS4HcDNsgs6Sz8w7asU,0dkyD4NbudM,2014-01-22T21:57:02Z,UCTk00uAUJ207tinKFB7pIUA,Amber Riley and Derek Hough   Charleston   Dancing with the Stars   Season 17   Week 3,,https://i.ytimg.com/vi/0dkyD4NbudM/default.jpg,120,90,https://i.ytimg.com/vi/0dkyD4NbudM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0dkyD4NbudM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0dkyD4NbudM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0dkyD4NbudM/maxresdefault.jpg,1280.0,720.0,Dancing with the Stars,22,none,Amber Riley and Derek Hough   Charleston   Dancing with the Stars   Season 17   Week 3,,PT1M31S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,83794,715,0,12,,,
youtube#video,n4ME1ZGYr3aOucuFVMTi_bUov6I,0PBkBTT6WM0,2021-02-28T16:00:00Z,UCuaPvJb5UwS1jlGshEyTJPw,Der BESTE AMBER DUFT!? 🤤🤤 | Xerjoff AMBER STAR Rezension | Nischenduft,"➡ GRATIS Parfum-Workshop: https://kaiporten.de/pages/gratis-workshop-2021

➡ Twitch: https://twitch.tv/kaiporten
➡ Instagram: https://instagram.com/tuyau_de
➡ Podcast: https://podcasts.apple.com/de/podcast/barthelden/id1397531677
➡ Mein Bart-Trimmer: http://amzn.to/2gXiClO *

➡ Website: https://www.kaiporten.de

✖✖✖ Musik in diesem Video ✖✖✖

➡ Lakey Inspired: https://soundcloud.com/lakeyinspired

Mit * gekennzeichnete Links in der Videobeschreibung sind Affiliate-Links. Wenn ihr über die Links etwas kauft, bekomme ich eine kleine Provision, ohne dass sich der Preis für euch ändert. Danke für den netten Support!",https://i.ytimg.com/vi/0PBkBTT6WM0/default.jpg,120,90,https://i.ytimg.com/vi/0PBkBTT6WM0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0PBkBTT6WM0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0PBkBTT6WM0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0PBkBTT6WM0/maxresdefault.jpg,1280.0,720.0,Kai Porten,26,none,Der BESTE AMBER DUFT!? 🤤🤤 | Xerjoff AMBER STAR Rezension | Nischenduft,"➡ GRATIS Parfum-Workshop: https://kaiporten.de/pages/gratis-workshop-2021

➡ Twitch: https://twitch.tv/kaiporten
➡ Instagram: https://instagram.com/tuyau_de
➡ Podcast: https://podcasts.apple.com/de/podcast/barthelden/id1397531677
➡ Mein Bart-Trimmer: http://amzn.to/2gXiClO *

➡ Website: https://www.kaiporten.de

✖✖✖ Musik in diesem Video ✖✖✖

➡ Lakey Inspired: https://soundcloud.com/lakeyinspired

Mit * gekennzeichnete Links in der Videobeschreibung sind Affiliate-Links. Wenn ihr über die Links etwas kauft, bekomme ich eine kleine Provision, ohne dass sich der Preis für euch ändert. Danke für den netten Support!",PT6M14S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,3389,131,0,22,"['xerjoff', 'amber star', 'rezension', 'star musk', 'shooting stars', 'orientalisch', 'nische', 'nischenparfum', 'parfüm', 'duft', 'düfte', 'nischendüfte', 'beast mode', 'marc gebauer', 'herbert stricker']",de,de
youtube#video,OgoQUOGfaJIovK67cfvAw-p2N1Y,3LuWKKICavI,2021-04-02T19:20:03Z,UCC4hnr0VpuFg_pUOPR6IejQ,Amber Heard : sa photo avant/après très spéciale qui tourne définitivement la page Johnny Depp,"Actu Star 9: Merci beaucoup d'avoir regardé!
Si vous souhaitez plus de nouvelles, abonnez-vous à la chaîne!
CLIQUEZ ICI POUR INSCRIRE: https://goo.gl/qfDm1x

Amber Heard : sa photo avant/après très spéciale qui tourne définitivement la page Johnny Depp",https://i.ytimg.com/vi/3LuWKKICavI/default.jpg,120,90,https://i.ytimg.com/vi/3LuWKKICavI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3LuWKKICavI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3LuWKKICavI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3LuWKKICavI/maxresdefault.jpg,1280.0,720.0,Actu Star 9,24,none,Amber Heard : sa photo avant/après très spéciale qui tourne définitivement la page Johnny Depp,"Actu Star 9: Merci beaucoup d'avoir regardé!
Si vous souhaitez plus de nouvelles, abonnez-vous à la chaîne!
CLIQUEZ ICI POUR INSCRIRE: https://goo.gl/qfDm1x

Amber Heard : sa photo avant/après très spéciale qui tourne définitivement la page Johnny Depp",PT3M15S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,45,0,0,0,[''],,fr
youtube#video,0C_dvDxr65g5f1gRMfOCFJEYeBU,5sBlVKLhvWw,2018-03-21T01:39:04Z,UCqODWexcz724Jb06K-vIGjA,[Lets Review] Old Warriors OC: Amberstar,"So I'd set this up to have a little character talking for me, but I couldn't decide on one to stick with so it's just kind of blank. I know the formatting seems odd and some points sound weird (and so do I bc I can't talk unscripted to save my kercheeny), but I unnecessarily put twelve whole hours just about into editing this and I'll be bamboozled if I don't take some pride in it. 

O boi. So yeah I figured I'd do something artsy to revive this ded channel. Lotsa  coughs n sniffles. 

DeviantART: http://espeonumbreonlover.deviantart.com/

Link to speedpaint in the back: (to be uploaded)
__________________________________________
Buncha legal stuff so oof:
Warriors belongs to the Erin Hunter team.
Character and art belong to me. (other than that casual intruding Graystripe... nosy little hoe)
The music is definitally not mine. I used like three different sources and I lost like two of the links so plz dont sue me 
a href=""http://www.hooksounds.com"" - Music by HookSounds
https://www.youtube.com/watch?v=UFbTmZfEvgw
https://www.youtube.com/watch?v=rIVG1TGpMsE
https://www.youtube.com/watch?v=F4JyuNLiVmQ

I take no claim to the music whatsoever and I tried to get all copyright free. 
Audio Library is one source
Mitch Music is another.",https://i.ytimg.com/vi/5sBlVKLhvWw/default.jpg,120,90,https://i.ytimg.com/vi/5sBlVKLhvWw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5sBlVKLhvWw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5sBlVKLhvWw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/5sBlVKLhvWw/maxresdefault.jpg,1280.0,720.0,vixelzzz,24,none,[Lets Review] Old Warriors OC: Amberstar,"So I'd set this up to have a little character talking for me, but I couldn't decide on one to stick with so it's just kind of blank. I know the formatting seems odd and some points sound weird (and so do I bc I can't talk unscripted to save my kercheeny), but I unnecessarily put twelve whole hours just about into editing this and I'll be bamboozled if I don't take some pride in it. 

O boi. So yeah I figured I'd do something artsy to revive this ded channel. Lotsa  coughs n sniffles. 

DeviantART: http://espeonumbreonlover.deviantart.com/

Link to speedpaint in the back: (to be uploaded)
__________________________________________
Buncha legal stuff so oof:
Warriors belongs to the Erin Hunter team.
Character and art belong to me. (other than that casual intruding Graystripe... nosy little hoe)
The music is definitally not mine. I used like three different sources and I lost like two of the links so plz dont sue me 
a href=""http://www.hooksounds.com"" - Music by HookSounds
https://www.youtube.com/watch?v=UFbTmZfEvgw
https://www.youtube.com/watch?v=rIVG1TGpMsE
https://www.youtube.com/watch?v=F4JyuNLiVmQ

I take no claim to the music whatsoever and I tried to get all copyright free. 
Audio Library is one source
Mitch Music is another.",PT11M43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,81424,2928,0,232,"['warrior cats', 'Warriors', 'Old', 'oc', 'review', 'oof', 'old art', 'redraw']",,
youtube#video,1i_0lTka-CtkR5PkO-0xXQSyRCA,6dvrc7BddkY,2021-03-26T00:00:22Z,UC-rh-6z4qUNtAr8l8_8t2hg,Xerjoff Star Musk and Amber Star Review | Beauty meow,"Salutations friends! Today I am reviewing this luxurious set of fragrances from Xerjoff... Star Musk and Amber Star! These 2 have been on my must buy Wishlist for quite some time!

Shooting Stars Set- 
https://www.pntrs.com/t/TUJGRktFTUJGSk5JR0tCRkpNTktF?url=https%3A%2F%2Fwww.maxaroma.com%2Ffragrance%2Fniche-fragrances%2Fxerjoff-amber-star-star-musk-unisex%2Fpid%2F25653%2F2

Star Musk First impressions- 
https://youtu.be/cnaHyOSIGOA


🛒✨🖤 Support My Channel! 🖤✨🛒

***SHIRTS AND MERCH***

I designed and illustrated some cool stuff! Check it out here
https://www.teepublic.com/user/beautymeow

***Favorite Products on Amazon***

I compiled a little list of my favorite fragrances, skincare and beauty products on Amazon (my shirts are listed there too)!

https://www.amazon.com/shop/beautymeow

This IS an affiliate shop, I do make a commission from sales there. So if you are uncomfortable with that, feel free to ignore!

***Other Videos***

Touring my 600 fragrances
https://youtu.be/g6tSMPxoxA0

Top 5 Fragrances in My Collection
https://youtu.be/3h8eRa4-67k

Top 10 Chocolate Fragrances
https://youtu.be/HyAFfbKq6q8

**What's on my face!**

-Primer- Tatcha The Silk Canvas Primer- https://go.magik.ly/ml/15xoa/
-Foundation- By Terry CC Cream- https://go.magik.ly/ml/12aku/
-Concealer- Nars Radiant Creamy Concealer- https://go.magik.ly/ml/15orp/
-Powder-  Beauty Bakerie Setting Powder- https://go.magik.ly/ml/10je2/
-Contour-  KVD Vegan Beauty Shade and Light Palette- https://go.magik.ly/ml/13z5f/
-Bronzer-Physicians Formula Butter Bronzer- https://go.magik.ly/ml/10kcz/
-Blush - Benefit, Dallas- https://go.magik.ly/ml/1607a/
-Finishing Powder- Too Faced Turn Up the Light Palette- https://go.magik.ly/ml/15qsu/
-Highlighter- Too Faced Turn Up the Light Palette- https://go.magik.ly/ml/15qsu/
-Lipstick- Bite Beauty Lip Crayon Nonino- https://go.magik.ly/ml/16075/
-Eyes- Hourglass Scattered Light- https://go.magik.ly/ml/161j3/
-Eyeliner - Sugar Cosmetics Wingman Eyeliner, https://amzn.to/318yzdm
-Mascara- Clinique High Impact Mascara- https://go.magik.ly/ml/15qsx/
-Brows- NYX Brow Pencil- https://go.magik.ly/ml/15mpd/

✔Scent of The Day | SOTD - Xerjoff, Star Musk

******************************************************************

SEND ME LETTERS AND POSTCARDS!

Kristin West
c/o Beauty Meow
PO Box 141497 
Gainesville FL 32614

******************************************************************

Also if you enjoyed this video and want to see more SUBSCRIBE! It's free and I put out new videos Monday-Friday and sometimes on the weekends!

Thanks again, and see you soon!
XO- Kristin

*******************************************************************

✔My Email/Business Contact
BeautyMeowReviews@Gmail.com

✔My Blog!
http://www.Beautymeow.com
✔My Facebook!
https://www.facebook.com/BeautyMeow23/
✔My Instagram
http://instagram.com/Beauty_Meow_
✔My Twitter
http://twitter.com/#!/Beauty_Meow_

***Affiliate codes and disclaimer***

My Amazon links and Magic Links are affiliate links. if you are UNCOMFORTABLE WITH USING affiliate links PLEASE feel free to ignore them!!!
My other product links are not affiliate links at all!

#BeautyMeow #fragrancereview #luxuryfragrance",https://i.ytimg.com/vi/6dvrc7BddkY/default.jpg,120,90,https://i.ytimg.com/vi/6dvrc7BddkY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6dvrc7BddkY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6dvrc7BddkY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/6dvrc7BddkY/maxresdefault.jpg,1280.0,720.0,Beauty Meow,26,none,Xerjoff Star Musk and Amber Star Review | Beauty meow,"Salutations friends! Today I am reviewing this luxurious set of fragrances from Xerjoff... Star Musk and Amber Star! These 2 have been on my must buy Wishlist for quite some time!

Shooting Stars Set- 
https://www.pntrs.com/t/TUJGRktFTUJGSk5JR0tCRkpNTktF?url=https%3A%2F%2Fwww.maxaroma.com%2Ffragrance%2Fniche-fragrances%2Fxerjoff-amber-star-star-musk-unisex%2Fpid%2F25653%2F2

Star Musk First impressions- 
https://youtu.be/cnaHyOSIGOA


🛒✨🖤 Support My Channel! 🖤✨🛒

***SHIRTS AND MERCH***

I designed and illustrated some cool stuff! Check it out here
https://www.teepublic.com/user/beautymeow

***Favorite Products on Amazon***

I compiled a little list of my favorite fragrances, skincare and beauty products on Amazon (my shirts are listed there too)!

https://www.amazon.com/shop/beautymeow

This IS an affiliate shop, I do make a commission from sales there. So if you are uncomfortable with that, feel free to ignore!

***Other Videos***

Touring my 600 fragrances
https://youtu.be/g6tSMPxoxA0

Top 5 Fragrances in My Collection
https://youtu.be/3h8eRa4-67k

Top 10 Chocolate Fragrances
https://youtu.be/HyAFfbKq6q8

**What's on my face!**

-Primer- Tatcha The Silk Canvas Primer- https://go.magik.ly/ml/15xoa/
-Foundation- By Terry CC Cream- https://go.magik.ly/ml/12aku/
-Concealer- Nars Radiant Creamy Concealer- https://go.magik.ly/ml/15orp/
-Powder-  Beauty Bakerie Setting Powder- https://go.magik.ly/ml/10je2/
-Contour-  KVD Vegan Beauty Shade and Light Palette- https://go.magik.ly/ml/13z5f/
-Bronzer-Physicians Formula Butter Bronzer- https://go.magik.ly/ml/10kcz/
-Blush - Benefit, Dallas- https://go.magik.ly/ml/1607a/
-Finishing Powder- Too Faced Turn Up the Light Palette- https://go.magik.ly/ml/15qsu/
-Highlighter- Too Faced Turn Up the Light Palette- https://go.magik.ly/ml/15qsu/
-Lipstick- Bite Beauty Lip Crayon Nonino- https://go.magik.ly/ml/16075/
-Eyes- Hourglass Scattered Light- https://go.magik.ly/ml/161j3/
-Eyeliner - Sugar Cosmetics Wingman Eyeliner, https://amzn.to/318yzdm
-Mascara- Clinique High Impact Mascara- https://go.magik.ly/ml/15qsx/
-Brows- NYX Brow Pencil- https://go.magik.ly/ml/15mpd/

✔Scent of The Day | SOTD - Xerjoff, Star Musk

******************************************************************

SEND ME LETTERS AND POSTCARDS!

Kristin West
c/o Beauty Meow
PO Box 141497 
Gainesville FL 32614

******************************************************************

Also if you enjoyed this video and want to see more SUBSCRIBE! It's free and I put out new videos Monday-Friday and sometimes on the weekends!

Thanks again, and see you soon!
XO- Kristin

*******************************************************************

✔My Email/Business Contact
BeautyMeowReviews@Gmail.com

✔My Blog!
http://www.Beautymeow.com
✔My Facebook!
https://www.facebook.com/BeautyMeow23/
✔My Instagram
http://instagram.com/Beauty_Meow_
✔My Twitter
http://twitter.com/#!/Beauty_Meow_

***Affiliate codes and disclaimer***

My Amazon links and Magic Links are affiliate links. if you are UNCOMFORTABLE WITH USING affiliate links PLEASE feel free to ignore them!!!
My other product links are not affiliate links at all!

#BeautyMeow #fragrancereview #luxuryfragrance",PT11M14S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1240,83,0,16,"['xerjoff', 'xerjoff review', 'sexy fragrance', 'sexy fragrance for men', 'sexy fragrance for women', 'xerjoff perfume', 'perfume review', 'niche fragrance', 'star musk', 'amber star', 'star musk review', 'sexy perfume']",,
youtube#video,qEI5koNmW4bUgO4E6LBjHHxXxOw,6Dwn8Awyb2I,2021-11-05T18:54:08Z,UCC4hnr0VpuFg_pUOPR6IejQ,Johnny Depp va pouvoir farfouiller légalement dans le téléphone d'Amber Heard,"Actu Star 9: Merci beaucoup d'avoir regardé!
Si vous souhaitez plus de nouvelles, abonnez-vous à la chaîne!
CLIQUEZ ICI POUR INSCRIRE: https://goo.gl/qfDm1x

Johnny Depp va pouvoir farfouiller légalement dans le téléphone d'Amber Heard

Musique est protégé des droits d'auteur par: https://www.ntmediastudio.com/
Musique de fond utilisée dans vidéo de cette chaîne: https://www.youtube.com/channel/UCIZ8_Xpxgn_lONAp32IEJqA",https://i.ytimg.com/vi/6Dwn8Awyb2I/default.jpg,120,90,https://i.ytimg.com/vi/6Dwn8Awyb2I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6Dwn8Awyb2I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6Dwn8Awyb2I/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/6Dwn8Awyb2I/maxresdefault.jpg,1280.0,720.0,Actu Star 9,24,none,Johnny Depp va pouvoir farfouiller légalement dans le téléphone d'Amber Heard,"Actu Star 9: Merci beaucoup d'avoir regardé!
Si vous souhaitez plus de nouvelles, abonnez-vous à la chaîne!
CLIQUEZ ICI POUR INSCRIRE: https://goo.gl/qfDm1x

Johnny Depp va pouvoir farfouiller légalement dans le téléphone d'Amber Heard

Musique est protégé des droits d'auteur par: https://www.ntmediastudio.com/
Musique de fond utilisée dans vidéo de cette chaîne: https://www.youtube.com/channel/UCIZ8_Xpxgn_lONAp32IEJqA",PT3M10S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,72,0,0,0,,,fr
youtube#video,TXg5XdinQHwYcn06AVdpAGxYA_E,6s6KCbXDx1Q,2018-05-21T20:58:10Z,UCvTrxVYt8O-OwVgz8tcHnIA,Amber a reçu le prix Shining Star du Maui Film Festival,"Amber a reçu le prix Shining Star du Maui Film Festival 
Amber Heard will receive this year’s shining star award at the 19th annual Maui Film Festival. “We are thrilled to add Amber Heard to this year’s collection of highlights as the recipient of the Maui ...",https://i.ytimg.com/vi/6s6KCbXDx1Q/default.jpg,120,90,https://i.ytimg.com/vi/6s6KCbXDx1Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6s6KCbXDx1Q/hqdefault.jpg,480,360,,,,,,,CK NEWS,24,none,Amber a reçu le prix Shining Star du Maui Film Festival,"Amber a reçu le prix Shining Star du Maui Film Festival 
Amber Heard will receive this year’s shining star award at the 19th annual Maui Film Festival. “We are thrilled to add Amber Heard to this year’s collection of highlights as the recipient of the Maui ...",PT1M38S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,4,0,0,0,"['Amber Heard to', 'Heard to Receive', 'to Receive Maui', 'Receive Maui Film', 'Maui Film Festivals', 'Film Festivals Shining', 'Festivals Shining Star']",,en
youtube#video,5Kl1XHj4MxI0eRCLfaAGC_Ln73Y,6VeYkptcHY0,2021-03-23T21:58:25Z,UCAVgFwnRKj2Ny8M2emfYm9w,Amber Heard stories,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/6VeYkptcHY0/default.jpg,120,90,https://i.ytimg.com/vi/6VeYkptcHY0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6VeYkptcHY0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6VeYkptcHY0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/6VeYkptcHY0/maxresdefault.jpg,1280.0,720.0,Celebrity Scoop,24,none,Amber Heard stories,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT31S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,771,,0,36,"['entretenimientos', 'celebridades . farandula', 'estrenos', 'criticas', 'cine']",,es
youtube#video,nW5usPwkRogQR95BPIbW1Z6XBAQ,7GVpv6P8gDg,2020-11-21T10:16:44Z,UCi0HEAr5QuEk80X9J8ka2cQ,Amber heard whatsapp status new full screen,,https://i.ytimg.com/vi/7GVpv6P8gDg/default.jpg,120,90,https://i.ytimg.com/vi/7GVpv6P8gDg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7GVpv6P8gDg/hqdefault.jpg,480,360,,,,,,,Trance Star,29,none,Amber heard whatsapp status new full screen,,PT44S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,69105,4942,0,37,,,
youtube#video,zOu2E7yOC_KuVcA2blfjfgCu1y0,aWHZ4e5ItKs,2018-08-08T14:21:53Z,UC8nZEEBWm5HU8N1IZdBY0Ug,Oups ! Amber Heard dévoile accidentellement sa poitrine dans sa robe d'été très échancrée,"Avec une telle robe, il fallait s'y attendre.
Le 26 juillet dernier, Amber Heard a eu un petit accident vestimentaire qui n'a pas échappé aux photographes.
Tandis qu'elle regardait quelques vêtement dans une fr",https://i.ytimg.com/vi/aWHZ4e5ItKs/default.jpg,120,90,https://i.ytimg.com/vi/aWHZ4e5ItKs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aWHZ4e5ItKs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/aWHZ4e5ItKs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/aWHZ4e5ItKs/maxresdefault.jpg,1280.0,720.0,Closer,22,none,Oups ! Amber Heard dévoile accidentellement sa poitrine dans sa robe d'été très échancrée,"Avec une telle robe, il fallait s'y attendre.
Le 26 juillet dernier, Amber Heard a eu un petit accident vestimentaire qui n'a pas échappé aux photographes.
Tandis qu'elle regardait quelques vêtement dans une fr",PT1M8S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,116061,72,0,5,"['yt', 'closer', 'royautés']",,en-US
