kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultAudioLanguage,snippet.defaultLanguage
youtube#video,ETuKYi8Kl9QSexvaR6UlAFmkQ2o,0zl39ZMK7eE,2020-11-23T10:13:17Z,UCh8_nqbA2Wfpwv5ozy9I5GQ,Bruises Lyrics || Amber Leigh Irish,"Bruises accoustic - Amber Leigh Irish
https://youtu.be/yb8Zah5kvh8

Thanks for watching 😉",https://i.ytimg.com/vi/0zl39ZMK7eE/default.jpg,120,90,https://i.ytimg.com/vi/0zl39ZMK7eE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0zl39ZMK7eE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0zl39ZMK7eE/sddefault.jpg,640.0,480.0,Mustactic Lyrics,"['Bruises', 'Bruises Lyrics', 'Amber Leigh Irish', 'Mustactic', 'Acoustic', 'amber leigh irish songs', 'acoustic songs 2021', 'bruises lyrics', 'bruises amber lyrics', 'morning drive', 'Unwind']",10,none,Bruises Lyrics || Amber Leigh Irish,"Bruises accoustic - Amber Leigh Irish
https://youtu.be/yb8Zah5kvh8

Thanks for watching 😉",PT2M52S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1958,28,0,3,,,,,
youtube#video,O-NY2VYZFa3JkbeHh6ftPB_5Clg,2LcnFVxh8nI,2019-05-21T21:47:52Z,UCXqKpS1qme10OzhsB8hau1g,Johnny Depp Believes Amber Heard Faked Her Bruises,"They're in a heated legal battle. 

Subscribe for more celebrity news: http://bit.ly/CelebrityWire

Celebrity Wire is the ultimate in entertainment news from around the world. We bring you the best and hottest celebrity updates, daily news, hollywood red carpet interviews, chats with the hottest superstars and much more.

Like us on Facebook: https://www.facebook.com/CelebrityWireNews/?fref=ts 
Visit our Website: http://www.celebritywire.com/",https://i.ytimg.com/vi/2LcnFVxh8nI/default.jpg,120,90,https://i.ytimg.com/vi/2LcnFVxh8nI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2LcnFVxh8nI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2LcnFVxh8nI/sddefault.jpg,640.0,480.0,Celebrity Wire,"['celebrity', 'celebrity wire', 'celebrity wire entertainment news', 'entertainment news', 'arts and entertainment', 'bb-celebritywire', 'aa - celebrity wire news', 'celebrity news', 'johnny depp', 'amber heard', 'johnny depp and amber heard', 'hollywood news', 'johnny depp news', 'amber heard movie', 'divorce', 'celebrity divorce', 'celebrity rumors', 'bb-cwchannel', 'celebrity reports', 'drama news', 'hollywood rumors', 'johnny depp story', 'hollywood reports', 'amber heard and johnny depp', 'amber heard lawsuit']",24,none,Johnny Depp Believes Amber Heard Faked Her Bruises,"They're in a heated legal battle. 

Subscribe for more celebrity news: http://bit.ly/CelebrityWire

Celebrity Wire is the ultimate in entertainment news from around the world. We bring you the best and hottest celebrity updates, daily news, hollywood red carpet interviews, chats with the hottest superstars and much more.

Like us on Facebook: https://www.facebook.com/CelebrityWireNews/?fref=ts 
Visit our Website: http://www.celebritywire.com/",PT1M29S,2d,hd,false,False,rectangular,processed,public,youtube,False,True,False,48,2,0,0,https://i.ytimg.com/vi/2LcnFVxh8nI/maxresdefault.jpg,1280.0,720.0,,
youtube#video,GXC_wRexjMUQCiUHRhBu8oB0o6s,496mZ4we5tE,2020-07-22T08:55:39Z,UCMSEHE8dTE7RtiXMEqr9UcQ,"Amber Heard's Old Pic Proves She Lied About Bruises, Johnny's Lawyer Claims","Amber Heard's Old Pic Proves She Lied About Bruises, Johnny's Lawyer Claims.
Subscribe:
https://www.youtube.com/channel/UCOaOtI428dOmr-XG1B6DXjQ
Facebook Page Links:
https://www.facebook.com/rstudioofficial/
https://www.facebook.com/bikinishoparena/
https://www.facebook.com/Blackfridayshoppingstore/",https://i.ytimg.com/vi/496mZ4we5tE/default.jpg,120,90,https://i.ytimg.com/vi/496mZ4we5tE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/496mZ4we5tE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/496mZ4we5tE/sddefault.jpg,640.0,480.0,R STUDIO,"['entertainment news', 'celeb news', 'celebrity news', 'latest news', 'r studio', 'amber heard', 'johnny depp', 'johnny depp court', 'johnny depp court case', 'johnny depp court 2020', 'amber heard johnny depp', 'johnny depp amber heard', 'amber heard old photo', 'amber heard bruises', 'entertainment', 'latest entertainment news', 'pirates of the caribbean', 'aquaman 2']",25,none,"Amber Heard's Old Pic Proves She Lied About Bruises, Johnny's Lawyer Claims","Amber Heard's Old Pic Proves She Lied About Bruises, Johnny's Lawyer Claims.
Subscribe:
https://www.youtube.com/channel/UCOaOtI428dOmr-XG1B6DXjQ
Facebook Page Links:
https://www.facebook.com/rstudioofficial/
https://www.facebook.com/bikinishoparena/
https://www.facebook.com/Blackfridayshoppingstore/",PT2M17S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,33,0,0,0,https://i.ytimg.com/vi/496mZ4we5tE/maxresdefault.jpg,1280.0,720.0,en,
youtube#video,9hJP5GSMojoHjgZZAhjRyuslTQA,8Aa2PVueQnU,2015-03-02T16:39:59Z,UC5ujvySyX2svDmsle_--dpA,Heartland's Amber Marshall Swims with Horses | Heartland | CBC,"Go behind-the-scenes of Heartland with Amber Marshall, who talks about her past experience swimming with horses, and how Heartland attempted to portray that in season 8, episode 12. Subscribe: http://bit.ly/CBCSubscribe
Watch Full Episodes of Heartland: http://bit.ly/FullEpisodesCBC 

About Heartland: Heartland is a family drama on CBC TV about a family dealing with the highs and lows of life on a horse ranch in the stunning the foothills of Alberta.

Stay Connected: 
Visit Heartland: http://bit.ly/CBCHeartland
Twitter: http://bit.ly/CBCHeartlandTwitter
Facebook: http://bit.ly/CBCHeartlandFacebook
Vine: http://bit.ly/CBCHeartlandVine

About CBC: Welcome to the official YouTube channel for CBC, Canada’s public broadcaster. CBC is dedicated to creating content with original voices that inspire and entertain. Watch sneak peeks and trailers, behind the scenes footage, original web series, digital-exclusives and more.

Connect with CBC Online:
Twitter: http://bit.ly/CBCTwitter
Facebook: http://bit.ly/CBCFacebook 
Instagram: http://bit.ly/CBCInstagram 

Amber Marshall Swims with Horses | Heartland | CBC
https://www.youtube.com/user/CBCTV",https://i.ytimg.com/vi/8Aa2PVueQnU/default.jpg,120,90,https://i.ytimg.com/vi/8Aa2PVueQnU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8Aa2PVueQnU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8Aa2PVueQnU/sddefault.jpg,640.0,480.0,CBC,"['CBC', 'CBC Canada', 'Canadian Broadcasting Corporation', 'CBC public broadcaster', 'cbc tv', 'cbc television', 'Heartland', 'heart land', 'Amber Marshall', 'Graham Wardle', 'Michelle Morgan', 'Saun Johnston', 'Amy Felming']",24,none,Heartland's Amber Marshall Swims with Horses | Heartland | CBC,"Go behind-the-scenes of Heartland with Amber Marshall, who talks about her past experience swimming with horses, and how Heartland attempted to portray that in season 8, episode 12. Subscribe: http://bit.ly/CBCSubscribe
Watch Full Episodes of Heartland: http://bit.ly/FullEpisodesCBC 

About Heartland: Heartland is a family drama on CBC TV about a family dealing with the highs and lows of life on a horse ranch in the stunning the foothills of Alberta.

Stay Connected: 
Visit Heartland: http://bit.ly/CBCHeartland
Twitter: http://bit.ly/CBCHeartlandTwitter
Facebook: http://bit.ly/CBCHeartlandFacebook
Vine: http://bit.ly/CBCHeartlandVine

About CBC: Welcome to the official YouTube channel for CBC, Canada’s public broadcaster. CBC is dedicated to creating content with original voices that inspire and entertain. Watch sneak peeks and trailers, behind the scenes footage, original web series, digital-exclusives and more.

Connect with CBC Online:
Twitter: http://bit.ly/CBCTwitter
Facebook: http://bit.ly/CBCFacebook 
Instagram: http://bit.ly/CBCInstagram 

Amber Marshall Swims with Horses | Heartland | CBC
https://www.youtube.com/user/CBCTV",PT2M30S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,326137,3114,0,169,https://i.ytimg.com/vi/8Aa2PVueQnU/maxresdefault.jpg,1280.0,720.0,en,
youtube#video,YUPYABqw9i_RG2jzc8GgbU6lJz4,ABmPVElblMU,2020-07-11T01:02:43Z,UCahnYqEhpJO92Bxnb2YAZcg,Photos Show Amber Heard’s Alleged Bruises After Johnny Depp Reportedly Threw A Phone At Her,"Photos of Amber Heard’s alleged bruises were shown in court Friday during Johnny ’s libel lawsuit against The Sun.  A lawyer for The Sun, Sasha Wass, said the bruises allegedly resulted from a fight that led to  throwing a phone at Heard’s face, according to a report published by the .    “You wound your arm around like someone throwing a baseball and threw the phone and it made contact with Ms. Heard’s face,” Wass said in court, the outlet reported.  “The phone call was still live,” Wass reportedly said. “You said you wanted to see her face where she said she had been hit. You asked how she would like it if you pulled her hair back. Ms. Heard shouted to Mr. Tillett Wright, who was still on the call, to call 911.”   claimed Heard staged the whole incident.    has previously  on Heard’s face in court papers filed in 2019.    “I have denied Ms. Heard’s allegations vehemently since she first made them in May 2016, when she walked into court to obtain a temporary restraining order with painted-on bruises that witnesses and surveillance footage show she did not possess each day of the preceding week,”  said in court papers.",https://i.ytimg.com/vi/ABmPVElblMU/default.jpg,120,90,https://i.ytimg.com/vi/ABmPVElblMU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ABmPVElblMU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ABmPVElblMU/sddefault.jpg,640.0,480.0,Chris Today News,"['Tags : abuse', 'amber heard', 'johnny depp']",22,none,Photos Show Amber Heard’s Alleged Bruises After Johnny Depp Reportedly Threw A Phone At Her,"Photos of Amber Heard’s alleged bruises were shown in court Friday during Johnny ’s libel lawsuit against The Sun.  A lawyer for The Sun, Sasha Wass, said the bruises allegedly resulted from a fight that led to  throwing a phone at Heard’s face, according to a report published by the .    “You wound your arm around like someone throwing a baseball and threw the phone and it made contact with Ms. Heard’s face,” Wass said in court, the outlet reported.  “The phone call was still live,” Wass reportedly said. “You said you wanted to see her face where she said she had been hit. You asked how she would like it if you pulled her hair back. Ms. Heard shouted to Mr. Tillett Wright, who was still on the call, to call 911.”   claimed Heard staged the whole incident.    has previously  on Heard’s face in court papers filed in 2019.    “I have denied Ms. Heard’s allegations vehemently since she first made them in May 2016, when she walked into court to obtain a temporary restraining order with painted-on bruises that witnesses and surveillance footage show she did not possess each day of the preceding week,”  said in court papers.",PT1M52S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,31,0,0,2,,,,,
youtube#video,DY4LP710QdDV_YZRHevnTjR2Euo,AhwcazzELeI,2020-02-17T18:19:37Z,UClx_IR8_yVIKdFVUTdmaZTw,"Johnny Depp's Lawyers Claim Ex Wife Amber Heard, Painted Facial Bruises From ""Alleged"" Abuse!! 🤡","Yeah sorry for pushing the limit with that little special ed joke towardsthe end.... uhhh... Anyways I also scream and yell sometimes. 

I'm about to take a long anticipated 2 day relaxing vacation in Tahoe. Darth News Will Smith return shortly.  God bless 

#AmebrHeard #JusticeForJohnny #Cringe",https://i.ytimg.com/vi/AhwcazzELeI/default.jpg,120,90,https://i.ytimg.com/vi/AhwcazzELeI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AhwcazzELeI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/AhwcazzELeI/sddefault.jpg,640.0,480.0,DarthN3ws,"['domestic violence', 'abuse', 'abused', 'abusive', 'amber heard', 'Johnny Depp', 'media', 'fake news', 'Instagram', 'Ryan Reynolds', 'trump', 'maga', 'Deadpool', 'marvel', 'Disney', 'Joe Rogan', 'cosplay', 'movies', 'actors', 'Hollywood', 'aquaman 2', 'leaked', 'manipulator', 'liar', 'oscar party', 'offensive', 'triggered', 'fandom menace', 'news', 'trending', 'fox news', 'cnn', 'snowflake', 'sjw', 'TMZ', 'Tim Pool', 'the quartering', 'gamer', 'gaming', 'conservative', 'INSTAGRAM', 'models', 'elitists', 'Ben Shapiro', 'Steven Crowder']",24,none,"Johnny Depp's Lawyers Claim Ex Wife Amber Heard, Painted Facial Bruises From ""Alleged"" Abuse!! 🤡","Yeah sorry for pushing the limit with that little special ed joke towardsthe end.... uhhh... Anyways I also scream and yell sometimes. 

I'm about to take a long anticipated 2 day relaxing vacation in Tahoe. Darth News Will Smith return shortly.  God bless 

#AmebrHeard #JusticeForJohnny #Cringe",PT18M58S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,6858,504,0,167,https://i.ytimg.com/vi/AhwcazzELeI/maxresdefault.jpg,1280.0,720.0,,
youtube#video,_96o5nwVrgy8FSCTwa9Zncj2SX4,ao6GgbBp8QU,2021-09-04T11:42:12Z,UCybrwJhhvbh6JIyo0FYb72Q,Larissa Lambert - My All (Mariah Carey FULL COVER) #myall #cover #larissalambert,"For all of those that asked for the full version here you go!

PRODUCTION - Opentilll8

For all enquiries contact : info@larissalambert.com
TikTok: .larissalambert
instagram: larissalambertt",https://i.ytimg.com/vi/ao6GgbBp8QU/default.jpg,120,90,https://i.ytimg.com/vi/ao6GgbBp8QU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ao6GgbBp8QU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ao6GgbBp8QU/sddefault.jpg,640.0,480.0,larissa lambert,"['My all', 'cover', 'Mariah Carey', 'larissa lambert', 'singer', 'weak', 'full cover', 'Paris inc', 'tiktok', 'viral', 'Australia', 'girl singing', 'acoustic', 'Rnb']",10,none,Larissa Lambert - My All (Mariah Carey FULL COVER) #myall #cover #larissalambert,"For all of those that asked for the full version here you go!

PRODUCTION - Opentilll8

For all enquiries contact : info@larissalambert.com
TikTok: .larissalambert
instagram: larissalambertt",PT2M29S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3203065,75226,0,1651,,,,,
youtube#video,eOQRlB7AEVOMWZx5lHH14kc7x9A,CvyA2upBaUI,2016-05-27T21:31:17Z,UCTeNNgOI8SbRSLo5YDHeZfw,Bruised: Johnny Depp hit Amber Heard with his iPhone Amber Heard leaving court clip news,Please Subscribe for clip News and Information around the World. High Definition (HD) Video Uploads and Updates on a Daily Basis.,https://i.ytimg.com/vi/CvyA2upBaUI/default.jpg,120,90,https://i.ytimg.com/vi/CvyA2upBaUI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CvyA2upBaUI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/CvyA2upBaUI/sddefault.jpg,640.0,480.0,Football Lover,['Bruised: Johnny Depp hit Amber Heard with his iPhone Amber Heard leaving court clip news'],25,none,Bruised: Johnny Depp hit Amber Heard with his iPhone Amber Heard leaving court clip news,Please Subscribe for clip News and Information around the World. High Definition (HD) Video Uploads and Updates on a Daily Basis.,PT17S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,69,0,0,0,,,,,
youtube#video,pbinG51Md7sx9rcdEifQITKBbTg,DFLUupXNt5Y,2016-05-30T07:26:42Z,UCvVWoVROH-nfAiXfr4nFuDg,Amber Heard Sports A Bruise While Filing Restraining Order Against Johnny Depp,"Okay, now that looks like some bruise. Amber Heard was leaving a courthouse in downtown Los Angeles following a morning hearing for a restraining order petition against estranged husband Johnny Depp.",https://i.ytimg.com/vi/DFLUupXNt5Y/default.jpg,120,90,https://i.ytimg.com/vi/DFLUupXNt5Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DFLUupXNt5Y/hqdefault.jpg,480,360,,,,HollywoodCIA,"['Amber Heard (Celebrity)', 'Paparazzi (Film Subject)', 'amber heard and johnny depp', 'Johnny Depp (Celebrity)', 'Handbag (Consumer Product)', 'amber heard hot in 3 days to kill', 'amber heard interview 2015', 'amber heard movies 2015', 'amber heard photo shoots 2015', ""Pirates Of The Caribbean: Dead Man's Chest (Award-Winning Work)"", 'pirates of the caribean 5', 'hollywoodcia']",24,none,Amber Heard Sports A Bruise While Filing Restraining Order Against Johnny Depp,"Okay, now that looks like some bruise. Amber Heard was leaving a courthouse in downtown Los Angeles following a morning hearing for a restraining order petition against estranged husband Johnny Depp.",PT1M17S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,4706,30,0,17,,,,,
youtube#video,YVpOU4lIeL1Iez-RBuqcrilx78s,dQBoCivfTfQ,2020-07-14T02:56:58Z,UCyDxgBqN7roi53DS5B81vNQ,Amber Heard's cuts and bruises 'potentially caused by Musk not Depp',"Amber Heard's cuts and bruises to her face she obtained during the end of her relationship with Johnny Depp appeared when she had been ""interacting with"" Elon Musk and not while she was with the Pirates of the Caribbean actor, building staff at Heard and Depp's LA penthouse have claimed in court.  The allegations were made in a sworn video statement made by Trinity Esparza who worked in the exclusive building, which housed Depp and Heard's penthouse.  She said under oath that she saw no injuries to Heard's face after Depp allegedly ""threw a mobile phone at her like a baseball player"" in a row that is claimed to have taken place on May 21.Esparza, who owned the company responsible for the concierge service at the property, told London's High Court that she saw Heard throughout the following week of the alleged incident but saw no bruises or cuts on the actress.She adds that Heard was often not wearing makeup.Esparza said: ""She never wore makeup... Very rarely.    ""She had a beautiful complexion.""Six days after the alleged fight, she says Heard sported ""a red cut underneath her right eye and red marks by her eye"" on May 27, 2016.Esparza went on to allege that two weeks after Depp left the Penthouse on June 4, she saw Heard with more injuries.She claims Heard had a bruise on either side of her neck ""in the shape of fingers and a bruise on her left cheek"".Probed by Depp's legal team as to the location of the defendant during this time, Esparza replied: ""Out of the country.""    Asked as to whom Heard had been ""interacting with"" during this time, she simply added: ""Elon Musk.""Asked if there was anybody else, she replied: ""No.""Two months later (July 2016), Esparza said she saw Elon Musk go to the building to visit Ms Heard.While Musk was there she said she noticed marks on Heard's body – the ""left side"".She may also have seen a ""band aid"".The Sun's QC Wass probed: ""You want to suggest that Elon Musk must have injured her?""    Esparza added: ""I didn't suggest that. I don't know what happened.""  Adam Waldman, Depp's lawyer, said: ""Johnny Depp left the country after Ms Heard's most notorious abuse hoax where she claimed he threw a phone into her right eye. Yet two weeks later, the head concierge at the building testified she saw Ms Heard with a bruise under her other eye, finger shaped bruises on her throat and a bandaged arm.""It was Elon Musk who had been coming up to Mr Depp's penthouse during his two-week absence.""",https://i.ytimg.com/vi/dQBoCivfTfQ/default.jpg,120,90,https://i.ytimg.com/vi/dQBoCivfTfQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dQBoCivfTfQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/dQBoCivfTfQ/sddefault.jpg,640.0,480.0,Entertainment today,"['More OnJohnny Depp', 'Amber Heard', 'Elon Musk']",22,none,Amber Heard's cuts and bruises 'potentially caused by Musk not Depp',"Amber Heard's cuts and bruises to her face she obtained during the end of her relationship with Johnny Depp appeared when she had been ""interacting with"" Elon Musk and not while she was with the Pirates of the Caribbean actor, building staff at Heard and Depp's LA penthouse have claimed in court.  The allegations were made in a sworn video statement made by Trinity Esparza who worked in the exclusive building, which housed Depp and Heard's penthouse.  She said under oath that she saw no injuries to Heard's face after Depp allegedly ""threw a mobile phone at her like a baseball player"" in a row that is claimed to have taken place on May 21.Esparza, who owned the company responsible for the concierge service at the property, told London's High Court that she saw Heard throughout the following week of the alleged incident but saw no bruises or cuts on the actress.She adds that Heard was often not wearing makeup.Esparza said: ""She never wore makeup... Very rarely.    ""She had a beautiful complexion.""Six days after the alleged fight, she says Heard sported ""a red cut underneath her right eye and red marks by her eye"" on May 27, 2016.Esparza went on to allege that two weeks after Depp left the Penthouse on June 4, she saw Heard with more injuries.She claims Heard had a bruise on either side of her neck ""in the shape of fingers and a bruise on her left cheek"".Probed by Depp's legal team as to the location of the defendant during this time, Esparza replied: ""Out of the country.""    Asked as to whom Heard had been ""interacting with"" during this time, she simply added: ""Elon Musk.""Asked if there was anybody else, she replied: ""No.""Two months later (July 2016), Esparza said she saw Elon Musk go to the building to visit Ms Heard.While Musk was there she said she noticed marks on Heard's body – the ""left side"".She may also have seen a ""band aid"".The Sun's QC Wass probed: ""You want to suggest that Elon Musk must have injured her?""    Esparza added: ""I didn't suggest that. I don't know what happened.""  Adam Waldman, Depp's lawyer, said: ""Johnny Depp left the country after Ms Heard's most notorious abuse hoax where she claimed he threw a phone into her right eye. Yet two weeks later, the head concierge at the building testified she saw Ms Heard with a bruise under her other eye, finger shaped bruises on her throat and a bandaged arm.""It was Elon Musk who had been coming up to Mr Depp's penthouse during his two-week absence.""",PT4M30S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,34,1,0,0,https://i.ytimg.com/vi/dQBoCivfTfQ/maxresdefault.jpg,1280.0,720.0,,
