kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,snippet.tags,statistics.commentCount,snippet.defaultAudioLanguage
youtube#video,hNvOaQX3MdVug8k7HlZmwXuXXrk,2LuWvs-DyTw,2021-12-11T18:03:27Z,UCU3noWFOttQ7XWLeFvJx-pg,CATHOLIC GYMKHANA -- CHRISTMAS CAROL NITE 2021,"HOSTED BY ""AMBER PEREIRA""...
FEATURING - A 26, THE SALVATION SINGERS, GLOBAL THERESIAN VOICES, DULY NOTED, CONCHORDS, THE SANTACRUZ ENSEMBLE, C MINORS, THE CHURCH AT POWAI, SHANNON DONALD, SAMANTHA NOELLA & MUSIC FOR CHANGE.
THIS IS A NON COMMERCIAL PERFORMANCE FOR ENTERTAINMENT PURPOSES ONLY. WE HAVE NO INTENTION TO INFRINGE ANY COPYRIGHTS.",https://i.ytimg.com/vi/2LuWvs-DyTw/default.jpg,120,90,https://i.ytimg.com/vi/2LuWvs-DyTw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2LuWvs-DyTw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2LuWvs-DyTw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2LuWvs-DyTw/maxresdefault.jpg,1280.0,720.0,The Catholic Gymkhana Ltd,10,none,CATHOLIC GYMKHANA -- CHRISTMAS CAROL NITE 2021,"HOSTED BY ""AMBER PEREIRA""...
FEATURING - A 26, THE SALVATION SINGERS, GLOBAL THERESIAN VOICES, DULY NOTED, CONCHORDS, THE SANTACRUZ ENSEMBLE, C MINORS, THE CHURCH AT POWAI, SHANNON DONALD, SAMANTHA NOELLA & MUSIC FOR CHANGE.
THIS IS A NON COMMERCIAL PERFORMANCE FOR ENTERTAINMENT PURPOSES ONLY. WE HAVE NO INTENTION TO INFRINGE ANY COPYRIGHTS.",PT3H15M46S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,12978,443,0,,,
youtube#video,Om-FXUXR3DjLGpjp6ZNtQf9UPTw,2xsh9EOeaJI,2014-05-06T12:18:46Z,UC51BF1GF4A8rYupf_OzsYsQ,Amber Heard and Johnny Depp arrive at The Costume Institute Gala 2014,Amber Heard and Johnny Depp arrive at The Costume Institute Gala 2014,https://i.ytimg.com/vi/2xsh9EOeaJI/default.jpg,120,90,https://i.ytimg.com/vi/2xsh9EOeaJI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2xsh9EOeaJI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2xsh9EOeaJI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2xsh9EOeaJI/maxresdefault.jpg,1280.0,720.0,JohnnyDeppRussia,22,none,Amber Heard and Johnny Depp arrive at The Costume Institute Gala 2014,Amber Heard and Johnny Depp arrive at The Costume Institute Gala 2014,PT15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2922,34,0,"['johnny depp', 'amber heard']",2,
youtube#video,9EidZfY-GNYhL5rFld6t-zbCXqc,5sAPtKDBWQg,2018-12-20T18:00:26Z,UCM7j9Fo2_42rB2Y-Z8YSdAA,Amber Heard's Met Gala headband was made of plastic zip,Amber Heard's Met Gala headband was made of plastic zip,https://i.ytimg.com/vi/5sAPtKDBWQg/default.jpg,120,90,https://i.ytimg.com/vi/5sAPtKDBWQg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5sAPtKDBWQg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5sAPtKDBWQg/sddefault.jpg,640.0,480.0,,,,Amber Heard,22,none,Amber Heard's Met Gala headband was made of plastic zip,Amber Heard's Met Gala headband was made of plastic zip,PT16S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,53,0,0,,0,
youtube#video,05TDCcBgYK9_xLCzL01034vqMHM,94LXWr8EE1I,2014-05-06T06:51:26Z,UC10dA5MdODKhVxgT4NYAXvw,"Mr Depp, leans on cane to sexy fiancée Amber Heard,as the Met Gala   night","Mr Depp, 50, leans on cane to squire sexy fiancée Amber Heard, 28, as the Met Gala 2014 turns into one big starry couples' night",https://i.ytimg.com/vi/94LXWr8EE1I/default.jpg,120,90,https://i.ytimg.com/vi/94LXWr8EE1I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/94LXWr8EE1I/hqdefault.jpg,480,360,,,,,,,sanju chandran,24,none,"Mr Depp, leans on cane to sexy fiancée Amber Heard,as the Met Gala   night","Mr Depp, 50, leans on cane to squire sexy fiancée Amber Heard, 28, as the Met Gala 2014 turns into one big starry couples' night",PT1M52S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,89,0,0,"['Johnny Depp (Record Producer)', 'Amber Heard (TV Actor)', 'Television (Invention)', 'Friday', 'Jack', 'Friday (Composition)', 'Met Gala 2014']",0,
youtube#video,T2aV-6O_jE3VrbnxvUTeZo9KIIM,ACTWtk5BDOo,2021-11-09T23:45:00Z,UCGr7BDbgdHTm4zmWbNKYhiw,EXCLUSIVE: Catholic School Teacher Says N-Word in Class & Refuses to Apologize,"In this week’s #NEWSYOUCANUSE we have an exclusive story where we speak to 13-year-old Amiya and her mother, Amber about a verbal racial attack at Amiya’s school in London, Ontario. Amiya was in her grade eight English class when her teacher said the N-word while discussing a novel the class would be reading. Students were then told not to tell their families what the teacher had said, and weeks later Amiya says the teacher still has not apologized. What do you think should happen to the teacher? Let us know in the comments. 

WEBSITE: https://brandongonezshow.com
INSTAGRAM: https://www.instagram.com/brandongone...
FACEBOOK: https://www.facebook.com/brandongonez
TIKTOK: https://www.tiktok.com/@brandongonez",https://i.ytimg.com/vi/ACTWtk5BDOo/default.jpg,120,90,https://i.ytimg.com/vi/ACTWtk5BDOo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ACTWtk5BDOo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ACTWtk5BDOo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ACTWtk5BDOo/maxresdefault.jpg,1280.0,720.0,The Brandon Gonez Show,25,none,EXCLUSIVE: Catholic School Teacher Says N-Word in Class & Refuses to Apologize,"In this week’s #NEWSYOUCANUSE we have an exclusive story where we speak to 13-year-old Amiya and her mother, Amber about a verbal racial attack at Amiya’s school in London, Ontario. Amiya was in her grade eight English class when her teacher said the N-word while discussing a novel the class would be reading. Students were then told not to tell their families what the teacher had said, and weeks later Amiya says the teacher still has not apologized. What do you think should happen to the teacher? Let us know in the comments. 

WEBSITE: https://brandongonezshow.com
INSTAGRAM: https://www.instagram.com/brandongone...
FACEBOOK: https://www.facebook.com/brandongonez
TIKTOK: https://www.tiktok.com/@brandongonez",PT13M7S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1593,158,0,"['London Ontario', 'Racist teacher', 'london ontario teacher says the n word', 'News you can use', 'The Brandon Gonez Show']",44,en-CA
youtube#video,B7efNrqaNtHUENVjpwfxDwI4E8Q,C1HBdTZRlew,2021-10-03T23:26:57Z,UCAyUvFMX_fvoxHydmkXAN5g,J. Cole - She Knows ft. Cults & Amber Coffman (Traducida al Español),"J. Cole - She Knows ft. Cults & Amber Coffman (Traducida al Español)
espero que les haya encantado el vídeo ❤️

⭐️ sigue mi playlist en Spotify: https://open.spotify.com/playlist/56fC0eaKudzJmw0aZZL7qW?si=df74b108cf2c4394

⭐️ sígueme en mis otros canales:
❥Aurealo (canal de respaldo): https://www.youtube.com/channel/UCsfWdNCChvdUJKBEWIHmUmw
❥slowed aureal: https://www.youtube.com/channel/UCCQZj9QcXhjL8fSoZBC_uLg
❥Aureal Sounds: https://www.youtube.com/channel/UCC2NMmBVhJls4UMhz5wMUlA

⭐️ sígueme en Instagram: 
❥cuenta del canal: https://www.instagram.com/aurealyt/
❥cuenta personal: https://www.instagram.com/agustiinmayor/

---------💙---------
📥 promo: aurealytb@gmail.com
---------💙---------

LYRICS
[Intro: J. Cole & Amber Coffman (Sampled)]
She knows
She knows, ayy
Bad things happen to the people you love
And you find yourself praying up to heaven above
But honestly, I've never had much sympathy
'Cause those bad things, I always saw them coming for me
I'm gonna run, run away (Oh, I), run run away, run away (Oh, I-I-I)
Run away and never come back (Well, all right)
Run run away, run run away (Oh, I), run away (Oh, I-I-I)
Show 'em that your color is black (Well, all right)

[Verse 1]
Damned if I do
Damned if I don't
You know I got a girl back home
You got a man what you want, what you want
What these bitches want from a nigga?
On some DMX shit, huh
I know them other niggas love tricking
On some BMX shit, but not me
Now I'm sure you done heard about me
A black star, Mos Def, Kweli
Good so them bad hoes try me, they try me
This is Martin Luther King in the club, getting dubs
With a bad bitch in his ear, sayin' that she down for whatever
In the back of his mind is Coretta

[Chorus]
And she knows, she knows
And I know she knows, and I know she knows
And deep down, she knows, she knows
And I know she knows, and I know she knows

[Refrain]
Well, all right, oh, I, oh, I-I-I
I can't be what you want from me, well, all right
Oh, I, oh, I-I-I
I can't be what you want from me, well, all right

[Verse 2]
Damned if I do, shit
Damned if I don't
I'm passing up on bad hoes
Trying to be the man that she want, what she want?
What she— What she want from a nigga?
To put a ring on it
Got a bitch on my dick right now
And she just want to sing on it
Got me up so high, try and get a piece of that apple pie
I be up so high, try and get a piece of that apple pie
Dancehall vibes with my pants on fire
'Cause I told her I was sleep
'Cause I creep with this pretty young thing that I chose
She could be doing the same thing, I suppose

[Chorus]
And she knows, she knows
And I know she knows, and I know she knows
And deep down, she knows, she knows
And I know she knows, and I know she knows

[Refrain]
Well, all right, oh, I, oh, I-I-I
I can't be what you want from me, well, all right
Oh, I, oh, I-I-I
I can't be what you want from me, well, all right

[Bridge 1]
Niggas say, ""Turn up,"" hoes say, ""Turn up""
Only bad thing 'bout a star is they burn up
Niggas say, ""Turn up,"" hoes say, ""Turn up""
Only bad thing 'bout a star is they burn up
Rest in peace to Aaliyah
Rest in peace to Left Eye (Left Eye)
Michael Jackson, I'll see ya
Just as soon as I die (I die)

[Bridge 2]
Got me up so high, try and get a piece of that apple pie, uh
I be up so high, try and get a piece of that apple pie
Got me up so high, try and get a piece of that apple pie, uh
I be up so high, try and get a piece of that apple pie

[Refrain]
Well, all right, oh, I, oh, I-I-I
I can't be what you want from me, well, all right
Oh, I, oh, I-I-I
I can't be what you want from me, well, all right

[Outro: Amber Coffman (Sampled)]
Run away, run away— Back
Run away, run away— Back
Run away, run away— Back
Run away, run away— Back

#JCole #SheKnows #BornSinner",https://i.ytimg.com/vi/C1HBdTZRlew/default.jpg,120,90,https://i.ytimg.com/vi/C1HBdTZRlew/mqdefault.jpg,320,180,https://i.ytimg.com/vi/C1HBdTZRlew/hqdefault.jpg,480,360,https://i.ytimg.com/vi/C1HBdTZRlew/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/C1HBdTZRlew/maxresdefault.jpg,1280.0,720.0,Aureal,10,none,J. Cole - She Knows ft. Cults & Amber Coffman (Traducida al Español),"J. Cole - She Knows ft. Cults & Amber Coffman (Traducida al Español)
espero que les haya encantado el vídeo ❤️

⭐️ sigue mi playlist en Spotify: https://open.spotify.com/playlist/56fC0eaKudzJmw0aZZL7qW?si=df74b108cf2c4394

⭐️ sígueme en mis otros canales:
❥Aurealo (canal de respaldo): https://www.youtube.com/channel/UCsfWdNCChvdUJKBEWIHmUmw
❥slowed aureal: https://www.youtube.com/channel/UCCQZj9QcXhjL8fSoZBC_uLg
❥Aureal Sounds: https://www.youtube.com/channel/UCC2NMmBVhJls4UMhz5wMUlA

⭐️ sígueme en Instagram: 
❥cuenta del canal: https://www.instagram.com/aurealyt/
❥cuenta personal: https://www.instagram.com/agustiinmayor/

---------💙---------
📥 promo: aurealytb@gmail.com
---------💙---------

LYRICS
[Intro: J. Cole & Amber Coffman (Sampled)]
She knows
She knows, ayy
Bad things happen to the people you love
And you find yourself praying up to heaven above
But honestly, I've never had much sympathy
'Cause those bad things, I always saw them coming for me
I'm gonna run, run away (Oh, I), run run away, run away (Oh, I-I-I)
Run away and never come back (Well, all right)
Run run away, run run away (Oh, I), run away (Oh, I-I-I)
Show 'em that your color is black (Well, all right)

[Verse 1]
Damned if I do
Damned if I don't
You know I got a girl back home
You got a man what you want, what you want
What these bitches want from a nigga?
On some DMX shit, huh
I know them other niggas love tricking
On some BMX shit, but not me
Now I'm sure you done heard about me
A black star, Mos Def, Kweli
Good so them bad hoes try me, they try me
This is Martin Luther King in the club, getting dubs
With a bad bitch in his ear, sayin' that she down for whatever
In the back of his mind is Coretta

[Chorus]
And she knows, she knows
And I know she knows, and I know she knows
And deep down, she knows, she knows
And I know she knows, and I know she knows

[Refrain]
Well, all right, oh, I, oh, I-I-I
I can't be what you want from me, well, all right
Oh, I, oh, I-I-I
I can't be what you want from me, well, all right

[Verse 2]
Damned if I do, shit
Damned if I don't
I'm passing up on bad hoes
Trying to be the man that she want, what she want?
What she— What she want from a nigga?
To put a ring on it
Got a bitch on my dick right now
And she just want to sing on it
Got me up so high, try and get a piece of that apple pie
I be up so high, try and get a piece of that apple pie
Dancehall vibes with my pants on fire
'Cause I told her I was sleep
'Cause I creep with this pretty young thing that I chose
She could be doing the same thing, I suppose

[Chorus]
And she knows, she knows
And I know she knows, and I know she knows
And deep down, she knows, she knows
And I know she knows, and I know she knows

[Refrain]
Well, all right, oh, I, oh, I-I-I
I can't be what you want from me, well, all right
Oh, I, oh, I-I-I
I can't be what you want from me, well, all right

[Bridge 1]
Niggas say, ""Turn up,"" hoes say, ""Turn up""
Only bad thing 'bout a star is they burn up
Niggas say, ""Turn up,"" hoes say, ""Turn up""
Only bad thing 'bout a star is they burn up
Rest in peace to Aaliyah
Rest in peace to Left Eye (Left Eye)
Michael Jackson, I'll see ya
Just as soon as I die (I die)

[Bridge 2]
Got me up so high, try and get a piece of that apple pie, uh
I be up so high, try and get a piece of that apple pie
Got me up so high, try and get a piece of that apple pie, uh
I be up so high, try and get a piece of that apple pie

[Refrain]
Well, all right, oh, I, oh, I-I-I
I can't be what you want from me, well, all right
Oh, I, oh, I-I-I
I can't be what you want from me, well, all right

[Outro: Amber Coffman (Sampled)]
Run away, run away— Back
Run away, run away— Back
Run away, run away— Back
Run away, run away— Back

#JCole #SheKnows #BornSinner",PT5M10S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,86856,4405,0,"['aesthetic', 'traducción', 'traducciones', 'español', 'subtitulada', 'subtitulados', 'subtitulación', 'subtitulos', 'subtitulo', 'subtitula', 'traducida', 'subtitulada al español', 'al', 'en', 'aureal', 'tumblr', 'canciones', 'cancion', 'letra', 'lyrics', 'tristes', 'amor', 'canciones tristes', 'nf', 'melanie martinez', 'canciones de amor', 'canciones felices', 'feliz', 'felices', 'j. cole', 'tiktok', 'tik tok', 'she knows', 'she knows and i know she knows']",79,
youtube#video,N74sK52OHtFsLNt0iJrRxgcQ0H0,Cj5rDq1T-Ms,2014-08-26T00:23:24Z,UCOqsxZ0JvatqxXwcGblpR9w,Amber Heard 2011 Art Of Elysium Heaven Gala,,https://i.ytimg.com/vi/Cj5rDq1T-Ms/default.jpg,120,90,https://i.ytimg.com/vi/Cj5rDq1T-Ms/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Cj5rDq1T-Ms/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Cj5rDq1T-Ms/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Cj5rDq1T-Ms/maxresdefault.jpg,1280.0,720.0,MsCelebrityy,24,none,Amber Heard 2011 Art Of Elysium Heaven Gala,,PT1M31S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,43,0,0,,0,
youtube#video,DWdUIVaRB_znT0rYyGO3O-AEVT8,EBbXukqTw-M,2013-11-30T08:21:08Z,UC5BWGrzTOpFyj0uT2bJtBCg,Amber Heard at 'PUNK: Chaos To Couture' Costume Institute...,"Amber Heard at 'PUNK: Chaos To Couture' Costume Institute Gala at Metropolitan Museum of Art on May 06, 2013 in New York, New York 

Thanks for watching this video!

Video Credit: Getty Images",https://i.ytimg.com/vi/EBbXukqTw-M/default.jpg,120,90,https://i.ytimg.com/vi/EBbXukqTw-M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EBbXukqTw-M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EBbXukqTw-M/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/EBbXukqTw-M/maxresdefault.jpg,1280.0,720.0,SuperPopVIP,24,none,Amber Heard at 'PUNK: Chaos To Couture' Costume Institute...,"Amber Heard at 'PUNK: Chaos To Couture' Costume Institute Gala at Metropolitan Museum of Art on May 06, 2013 in New York, New York 

Thanks for watching this video!

Video Credit: Getty Images",PT13S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,88,0,0,"['Amber Heard', 'Dressing Up', 'Art Museum', 'Fashion', 'Arts Culture and Entertainment', 'Gala', 'Celebrities', 'Raw', 'B-roll']",0,
youtube#video,eft50Ue_OrVsWAsH1kerbNUqnns,fxXEBaXCvps,2021-05-06T01:52:12Z,UCAVgFwnRKj2Ny8M2emfYm9w,Amber Heard stories,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/fxXEBaXCvps/default.jpg,120,90,https://i.ytimg.com/vi/fxXEBaXCvps/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fxXEBaXCvps/hqdefault.jpg,480,360,https://i.ytimg.com/vi/fxXEBaXCvps/sddefault.jpg,640.0,480.0,,,,Celebrity Scoop,24,none,Amber Heard stories,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT9S,2d,sd,false,True,rectangular,processed,public,youtube,True,False,False,572,,0,"['entretenimientos', 'celebridades . farandula', 'estrenos', 'criticas', 'cine']",1,es
youtube#video,WBtwfZLk1D9SRN9nH198QSwc0YM,hJcc2SH31EQ,2020-08-18T00:51:49Z,UChjDtGelMNkllI5S22oO_aA,Amber Heard Hits Back Following Backlash Over 'Disrespectful' Mosque Outfit,"Amber Heard Hits Back Following Backlash Over 'Disrespectful' Mosque Outfit..
https://www.youtube.com/channel/UChjDtGelMNkllI5S22oO_aA?sub_confirmation=1
 The 'Aquaman' actress fires back at the internet critics finding fault with the outfit she donned during a recent visit to the Muslim religious place in Istanbul.   Aug 18, 2020   AceShowbiz - Amber Heard fired back at social media critics who took aim at the star over an outfit she wore during a mosque visit.    The 34-year-old ""Aquaman"" star is currently in Istanbul, following her appearance in court in London earlier this month (Aug20) amid ex-husband Johnny Depp's libel trial against The Sun newspaper.         During the trip, the actress took to Twitter on Saturday (16Aug20) to share a photo of what she wore while visiting the religious venue, alongside the caption, ""Spent the day wandering around the magic of Istanbul's mosques and couldn't be more in love with this gorgeous city…""    In her photo, Amber is wearing a white blouse with an open button-down shirt on top while also wearing a pink headscarf. However, shortly after sharing the post, fans took to Twitter to slam Amber  ...",https://i.ytimg.com/vi/hJcc2SH31EQ/default.jpg,120,90,https://i.ytimg.com/vi/hJcc2SH31EQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hJcc2SH31EQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/hJcc2SH31EQ/sddefault.jpg,640.0,480.0,,,,Myra Lamb,22,none,Amber Heard Hits Back Following Backlash Over 'Disrespectful' Mosque Outfit,"Amber Heard Hits Back Following Backlash Over 'Disrespectful' Mosque Outfit..
https://www.youtube.com/channel/UChjDtGelMNkllI5S22oO_aA?sub_confirmation=1
 The 'Aquaman' actress fires back at the internet critics finding fault with the outfit she donned during a recent visit to the Muslim religious place in Istanbul.   Aug 18, 2020   AceShowbiz - Amber Heard fired back at social media critics who took aim at the star over an outfit she wore during a mosque visit.    The 34-year-old ""Aquaman"" star is currently in Istanbul, following her appearance in court in London earlier this month (Aug20) amid ex-husband Johnny Depp's libel trial against The Sun newspaper.         During the trip, the actress took to Twitter on Saturday (16Aug20) to share a photo of what she wore while visiting the religious venue, alongside the caption, ""Spent the day wandering around the magic of Istanbul's mosques and couldn't be more in love with this gorgeous city…""    In her photo, Amber is wearing a white blouse with an open button-down shirt on top while also wearing a pink headscarf. However, shortly after sharing the post, fans took to Twitter to slam Amber  ...",PT3M44S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,61,,0,"['Amber Heard', 'Backlash', 'Mosque Outfit', 'Response']",0,
