kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height
youtube#video,knwbR_FBlc_eRiXkB3iGG3ffOjM,3fbXBx2CAcA,2021-08-14T12:45:01Z,UCAmaiEYnoTgj-dmjp8DpepQ,Amber Heard CAUGHT FAKING EVIDENCE In HUGE Johnny Depp Reveal | The Gossipy,"Amber Heard CAUGHT FAKING EVIDENCE In HUGE Johnny Depp Reveal | The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#AmberHeard #JohnnyDepp #JusticeForJohnny
--------------------------------------------------------------------------------------------------------------------------

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/3fbXBx2CAcA/default.jpg,120,90,https://i.ytimg.com/vi/3fbXBx2CAcA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3fbXBx2CAcA/hqdefault.jpg,480,360,The Gossipy,"['The Gossipy', 'Amber Heard CAUGHT FAKING EVIDENCE In HUGE Johnny Depp Reveal', 'celebrity craze', 'celebrity', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'umbrella guy', 'thatumbrellaguy', 'hollywood life', 'justice for johnny depp', 'celeb gossips', 'celeb news']",24,none,en-US,Amber Heard CAUGHT FAKING EVIDENCE In HUGE Johnny Depp Reveal | The Gossipy,"Amber Heard CAUGHT FAKING EVIDENCE In HUGE Johnny Depp Reveal | The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#AmberHeard #JohnnyDepp #JusticeForJohnny
--------------------------------------------------------------------------------------------------------------------------

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",en-US,PT8M3S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1289,50,0,10,,,,,,
youtube#video,4L7No1a9QUa9MJj7VnCxdkUjLDw,5R_JBKoXlBg,2020-02-18T12:50:21Z,UCeooMl4PFAM9kLPHvavt2KQ,Amber Heard WRECKED By Old Evidence Surfacing!,"Past Evidence Surfaces to HAUNT Amber Heard! 

My Twitter @EnterHacker
My Mail campsmithmedia@gmail.com
Christhead album: https://christhead.bandcamp.com/album/modernism-blues",https://i.ytimg.com/vi/5R_JBKoXlBg/default.jpg,120,90,https://i.ytimg.com/vi/5R_JBKoXlBg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5R_JBKoXlBg/hqdefault.jpg,480,360,eHacker,"['amber heard', 'amber heard johnny depp', 'amber heard vs johnny depp', 'amber heard aquaman 2', 'johnny depp', 'aquaman 2 amber heard', 'justice for johnny', 'amber heard johnny depp audio', 'amber heard johnny depp fight video', 'amber heard audio', 'amber heard instagram', 'amber heard movie']",24,none,,Amber Heard WRECKED By Old Evidence Surfacing!,"Past Evidence Surfaces to HAUNT Amber Heard! 

My Twitter @EnterHacker
My Mail campsmithmedia@gmail.com
Christhead album: https://christhead.bandcamp.com/album/modernism-blues",,PT5M2S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1830,134,0,87,https://i.ytimg.com/vi/5R_JBKoXlBg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/5R_JBKoXlBg/maxresdefault.jpg,1280.0,720.0
youtube#video,im8guOzlMMSbK23IeFWMsCvbcGA,8LeUf067tl8,2021-01-31T08:46:09Z,UCOEFSWsktdvCps-zDNSD1yA,Proof Johnny Depp Is Violent For Berchy Zgb Amber Heard Playlist!!,,https://i.ytimg.com/vi/8LeUf067tl8/default.jpg,120,90,https://i.ytimg.com/vi/8LeUf067tl8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8LeUf067tl8/hqdefault.jpg,480,360,The Amber Heard Playlist!!Johnny Depp es racista,,22,none,,Proof Johnny Depp Is Violent For Berchy Zgb Amber Heard Playlist!!,,,PT2M47S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,45,0,0,,https://i.ytimg.com/vi/8LeUf067tl8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/8LeUf067tl8/maxresdefault.jpg,1280.0,720.0
youtube#video,XiIT9l9i0D8XLw_xJKe6UHWcfTc,9yAOdZPocB0,2021-02-21T01:23:26Z,UCeooMl4PFAM9kLPHvavt2KQ,Amber Heard Wants Evidence Edited-Marilyn Manson-w/ThatUmbrellaGuy,"Amber Heard Wants Evidence Edited-Marilyn Manson-w/ThatUmbrellaGuy

MY TWITTER: https://twitter.com/EnterHacker (@EnterHacker)
MAIL ME articles or topics (with source best!): campsmithmedia@gmail.com
https://christhead.bandcamp.com/releases Christ Head Album Here!

Patreon Channels! CHECK THEM OUT!

Adega's Book: https://www.amazon.com/Evolution-Adega/dp/1645305953/ref=sr_1_1?crid=3GE2MYD9LNPMO&keywords=evolution+by+adega&qid=1584844229&sprefix=Evolution+by+%2Caps%2C247&sr=8-1

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

Wanna support the channel? Check out some merch in the link below!

https://teespring.com/stores/hacker-goods 

For those interested in why I dislike and criticise Disney Star Wars (link below):

https://disneystarwarsisdumb.wordpress.com/",https://i.ytimg.com/vi/9yAOdZPocB0/default.jpg,120,90,https://i.ytimg.com/vi/9yAOdZPocB0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9yAOdZPocB0/hqdefault.jpg,480,360,eHacker,"['amber heard', 'johnny depp', 'amber heard vs megan fox', 'amber heard aquaman 2', 'amber heard mera', 'johnny depp amber heard', 'johnny depp dior', 'amber heard and johnny depp', 'evan rachel wood', 'marilyn manson', 'defamation', 'amber heard instagram', 'johnny depp instagram', 'justice for johnny depp']",24,none,,Amber Heard Wants Evidence Edited-Marilyn Manson-w/ThatUmbrellaGuy,"Amber Heard Wants Evidence Edited-Marilyn Manson-w/ThatUmbrellaGuy

MY TWITTER: https://twitter.com/EnterHacker (@EnterHacker)
MAIL ME articles or topics (with source best!): campsmithmedia@gmail.com
https://christhead.bandcamp.com/releases Christ Head Album Here!

Patreon Channels! CHECK THEM OUT!

Adega's Book: https://www.amazon.com/Evolution-Adega/dp/1645305953/ref=sr_1_1?crid=3GE2MYD9LNPMO&keywords=evolution+by+adega&qid=1584844229&sprefix=Evolution+by+%2Caps%2C247&sr=8-1

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

Wanna support the channel? Check out some merch in the link below!

https://teespring.com/stores/hacker-goods 

For those interested in why I dislike and criticise Disney Star Wars (link below):

https://disneystarwarsisdumb.wordpress.com/",,PT2H35M59S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,5010,572,0,191,https://i.ytimg.com/vi/9yAOdZPocB0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/9yAOdZPocB0/maxresdefault.jpg,1280.0,720.0
youtube#video,qrspO0ReGHzq6PoUtG0Utpu1Mls,9Zlkt63Kqgc,2021-03-17T00:03:15Z,UC_8jm3f8D3sxLerTEz7GBew,Amber Heard DEFENDING Herself On The Phone While Johnny Depp Attacks Her   AUDIO,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",https://i.ytimg.com/vi/9Zlkt63Kqgc/default.jpg,120,90,https://i.ytimg.com/vi/9Zlkt63Kqgc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9Zlkt63Kqgc/hqdefault.jpg,480,360,Amber Heard's Evidence,,22,none,,Amber Heard DEFENDING Herself On The Phone While Johnny Depp Attacks Her   AUDIO,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",,PT1M5S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,10,0,0,0,https://i.ytimg.com/vi/9Zlkt63Kqgc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/9Zlkt63Kqgc/maxresdefault.jpg,1280.0,720.0
youtube#video,ANjph7kKmP6nV32fbeG_m1B8XQ0,aqZ2zSFA-sc,2020-02-07T22:17:04Z,UCDHkaA6SyewPDJLnGRP24VA,[MIRROR] [EVIDENCE] Amber Heard Abused Johnny Depp,"A mirror of evidence that Amber Heard abused Johnny Depp. In case the original videos get shutdown by misandrists, or any other prejudicial degenerates.

Credit goes to Incredibly Average for the original commentary video.",https://i.ytimg.com/vi/aqZ2zSFA-sc/default.jpg,120,90,https://i.ytimg.com/vi/aqZ2zSFA-sc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aqZ2zSFA-sc/hqdefault.jpg,480,360,Kamikaze Seneca Repellent,"['Amber Heard', 'Johnny Depp', 'Violence Against Men', 'Domestic Violence', 'Spousal Abuse', 'Husband Beating', 'Man Beating', 'Misandry', 'Degeneracy']",25,none,,[MIRROR] [EVIDENCE] Amber Heard Abused Johnny Depp,"A mirror of evidence that Amber Heard abused Johnny Depp. In case the original videos get shutdown by misandrists, or any other prejudicial degenerates.

Credit goes to Incredibly Average for the original commentary video.",en-US,PT47M24S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,101,2,0,0,https://i.ytimg.com/vi/aqZ2zSFA-sc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/aqZ2zSFA-sc/maxresdefault.jpg,1280.0,720.0
youtube#video,qfKz-c58bSBr1zBIKjDUrvm5Ceo,BC9V8ji0_hI,2022-01-01T11:48:21Z,UCnBSKquWVuAgqu7qCuXhskw,***THE DELPHI MURDERS - NO AMBER ALERT ISSUED BY LAW ENFORCEMENT. WHY NOT?***,Watch this presentation to find out more.,https://i.ytimg.com/vi/BC9V8ji0_hI/default.jpg,120,90,https://i.ytimg.com/vi/BC9V8ji0_hI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BC9V8ji0_hI/hqdefault.jpg,480,360,A Shattered Mirror,"['the delphi murders solved', 'the delphi murders case', 'the delphi murders audio', 'libby german and abigail williams', 'delphi murders', 'true crime', 'abigail williams', 'liberty german', 'libby german', 'abby williams', 'abby and libby', 'cold case', 'new evidence', 'kelsi german', 'law enforcement', 'delphi indiana', 'lack of blood at the crime scene', 'no blood evidence', 'a lack of blood', 'forensic evidence', ""girls not killed on ron's property"", 'cold cases', 'no amber alert', 'amber alert']",22,none,en,***THE DELPHI MURDERS - NO AMBER ALERT ISSUED BY LAW ENFORCEMENT. WHY NOT?***,Watch this presentation to find out more.,en,PT51M19S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,425,23,0,77,,,,,,
youtube#video,UHu65KgbJVjYITNdpAg4k0aO5Wc,bFjTPbEBqqo,2020-04-26T02:58:38Z,UC8AGq7bm-x4teGcvQonvnPw,Amber Heard Fans Attack! | Johnny Depp Is Guilty? VIDEO Proof?,"Let me know what you think!

💕 Don't Forget to Like & Subscribe! 💕

If you want to support my Channel, please check out my patreon And subscribe star below:

Original Video:
https://youtu.be/dd0jDurWnZw

Patreon:
https://www.patreon.com/user?u=21542407

Subscribe star:
https://www.subscribestar.com/nerdettesnewsstand

#JusticeForJohnnyDepp #AmberHeard #JohnnyDepp",https://i.ytimg.com/vi/bFjTPbEBqqo/default.jpg,120,90,https://i.ytimg.com/vi/bFjTPbEBqqo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bFjTPbEBqqo/hqdefault.jpg,480,360,Nerdette's NewsStand,"['tristen', 'nerdette', ""nerdette's newsstand"", 'entertainment', 'Johnny depp', 'amber heard', 'amber heard abuse', 'amber heard audio recordings', 'amber heard defamation', 'Johnny depp lawsuit', 'amber heard lawsuit', 'Johnny depp abuse', 'Johnny depp defamation', '#JusticeForJohnnyDepp', '#AmberHeard', 'aquaman', 'aquaman 2', 'amber heard news', 'pewdiepie', 'Johnny depp news']",24,none,,Amber Heard Fans Attack! | Johnny Depp Is Guilty? VIDEO Proof?,"Let me know what you think!

💕 Don't Forget to Like & Subscribe! 💕

If you want to support my Channel, please check out my patreon And subscribe star below:

Original Video:
https://youtu.be/dd0jDurWnZw

Patreon:
https://www.patreon.com/user?u=21542407

Subscribe star:
https://www.subscribestar.com/nerdettesnewsstand

#JusticeForJohnnyDepp #AmberHeard #JohnnyDepp",en,PT13M35S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,21391,1131,0,620,https://i.ytimg.com/vi/bFjTPbEBqqo/sddefault.jpg,640.0,480.0,,,
youtube#video,oBodYRzZrQ6Iw0FNlQFqK_9SSso,BqTJibCs6jI,2021-03-17T00:01:57Z,UC_8jm3f8D3sxLerTEz7GBew,PROOF Amber Heard Is Telling The Truth About Johnny Depp   AUDIO,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",https://i.ytimg.com/vi/BqTJibCs6jI/default.jpg,120,90,https://i.ytimg.com/vi/BqTJibCs6jI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BqTJibCs6jI/hqdefault.jpg,480,360,Amber Heard's Evidence,,22,none,,PROOF Amber Heard Is Telling The Truth About Johnny Depp   AUDIO,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",,PT1M53S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,11,0,0,0,https://i.ytimg.com/vi/BqTJibCs6jI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/BqTJibCs6jI/maxresdefault.jpg,1280.0,720.0
youtube#video,cl5gE4HQDrnayu_SFjOdHayyJEA,bW5ZUK1iit4,2021-03-17T00:13:24Z,UC_8jm3f8D3sxLerTEz7GBew,Amber Heard And Johnny Depp Talk The ‘MONSTER’   AUDIO,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",https://i.ytimg.com/vi/bW5ZUK1iit4/default.jpg,120,90,https://i.ytimg.com/vi/bW5ZUK1iit4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bW5ZUK1iit4/hqdefault.jpg,480,360,Amber Heard's Evidence,,22,none,,Amber Heard And Johnny Depp Talk The ‘MONSTER’   AUDIO,"Amber Heard's Supporting Evidence and Humanitarian, Political Work",,PT58S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,25,4,0,0,https://i.ytimg.com/vi/bW5ZUK1iit4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/bW5ZUK1iit4/maxresdefault.jpg,1280.0,720.0
