kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.tags,snippet.defaultAudioLanguage,snippet.defaultLanguage
youtube#video,oEpj1wlMP8rfJePYENUR-T7c4Dw,4G9Q0nNCjMQ,2021-11-02T17:37:09Z,UCtae3ZhSL8pKi1DCsZWhNrw,Amber Heard’s teeth #shorts,,https://i.ytimg.com/vi/4G9Q0nNCjMQ/default.jpg,120,90,https://i.ytimg.com/vi/4G9Q0nNCjMQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4G9Q0nNCjMQ/hqdefault.jpg,480,360,Dr.Orthotokist,22,none,Amber Heard’s teeth #shorts,,PT13S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,91,2,0,0,,,,,,,,,
youtube#video,BcWfHMkDNkd3HcE1KBW96HYPeFM,55AaDW5xcl8,2021-03-22T14:37:53Z,UCJ5q-QA9yLnUQWifnvI1Xkw,JOHNNY DEPP and AMBER HEARD | STATUS,,https://i.ytimg.com/vi/55AaDW5xcl8/default.jpg,120,90,https://i.ytimg.com/vi/55AaDW5xcl8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/55AaDW5xcl8/hqdefault.jpg,480,360,MOViE ARDENT,10,none,JOHNNY DEPP and AMBER HEARD | STATUS,,PT29S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,135,2,0,0,https://i.ytimg.com/vi/55AaDW5xcl8/sddefault.jpg,640.0,480.0,,,,,,
youtube#video,VxeBZbzZ6o46zhENoG5G5KiEYT8,6qrB2uPrp5I,2019-01-07T18:35:32Z,UCRJNKeG_dGauXnLZuHnTjEA,"Amber Heard at 76th Annual Golden Globe Awards | red carpet (January 06, 2019)","Amber is wearing a Monique Lhuillier gown with earrings by Amwaj, Hanut Singh, Marli New York, and Marco Bicego.
------------
Connect with Amber Heard Online:
— Visit the PHOTO GALLERY SOURCE: https://amber-heard.org/photos",https://i.ytimg.com/vi/6qrB2uPrp5I/default.jpg,120,90,https://i.ytimg.com/vi/6qrB2uPrp5I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6qrB2uPrp5I/hqdefault.jpg,480,360,amber heard online,22,none,"Amber Heard at 76th Annual Golden Globe Awards | red carpet (January 06, 2019)","Amber is wearing a Monique Lhuillier gown with earrings by Amwaj, Hanut Singh, Marli New York, and Marco Bicego.
------------
Connect with Amber Heard Online:
— Visit the PHOTO GALLERY SOURCE: https://amber-heard.org/photos",PT29S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1344,23,0,15,https://i.ytimg.com/vi/6qrB2uPrp5I/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/6qrB2uPrp5I/maxresdefault.jpg,1280.0,720.0,"['amber heard', 'golden globes 2019', 'golden globes']",en,
youtube#video,aSk2ucq_xo0jXlcroUpg4TY-hSQ,8Dy8CrIHlOE,2016-08-03T23:40:18Z,UChQglGJIINRDcSQqFXKLFLw,"KCON16LA: Red Carpet with Lee Minho, TTS, BTS, I.O.I, SHINee, Amber, ASTRO, G-friend, TWICE (*CC中字)","Missed out on the stars at KCON in Los Angeles 2016? No worries, Hallyu World made a video on the stars who appeared at the Red Carpet where you can see all your favorites K-pop artists and special guests!

0:07 Lee Min Ho ( https://youtu.be/5ZdcRLClbyQ )
0:33  Amber f(x) ( Exclusive interview: http://bit.ly/2axVwyK)
0:57 I.O.I
1:15 Turbo
1:54 ASTRO (Exclusive interview: https://youtu.be/JWz0nwklDmM)
2:18 TWICE
2:42 SHINee
3:14 DEAN
3:37 Girls' Generation-TTS
4:08 Gfriend
4:27 Eric Nam ( https://youtu.be/3q5XRqhHUfA)
4:51 Davichi
5:05 BTS

KCON playlist:  http://bit.ly/2bcsrJg

=======================
Subscribe NOW to HALLYU WORLD:  http://alturl.com/txwez

Get more Hallyu World (更多資訊):
OFFICIAL SITE:  www.HallyuWorldOfficial.com
FACEBOOK:  www.facebook.com/EstarKR
YOUTUBE: www.youtube.com/HallyuWorldOfficial
=======================
© 2016 Hallyu World. All Rights Reserved.",https://i.ytimg.com/vi/8Dy8CrIHlOE/default.jpg,120,90,https://i.ytimg.com/vi/8Dy8CrIHlOE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8Dy8CrIHlOE/hqdefault.jpg,480,360,HALLYU WORLD OFFICIAL,24,none,"KCON16LA: Red Carpet with Lee Minho, TTS, BTS, I.O.I, SHINee, Amber, ASTRO, G-friend, TWICE (*CC中字)","Missed out on the stars at KCON in Los Angeles 2016? No worries, Hallyu World made a video on the stars who appeared at the Red Carpet where you can see all your favorites K-pop artists and special guests!

0:07 Lee Min Ho ( https://youtu.be/5ZdcRLClbyQ )
0:33  Amber f(x) ( Exclusive interview: http://bit.ly/2axVwyK)
0:57 I.O.I
1:15 Turbo
1:54 ASTRO (Exclusive interview: https://youtu.be/JWz0nwklDmM)
2:18 TWICE
2:42 SHINee
3:14 DEAN
3:37 Girls' Generation-TTS
4:08 Gfriend
4:27 Eric Nam ( https://youtu.be/3q5XRqhHUfA)
4:51 Davichi
5:05 BTS

KCON playlist:  http://bit.ly/2bcsrJg

=======================
Subscribe NOW to HALLYU WORLD:  http://alturl.com/txwez

Get more Hallyu World (更多資訊):
OFFICIAL SITE:  www.HallyuWorldOfficial.com
FACEBOOK:  www.facebook.com/EstarKR
YOUTUBE: www.youtube.com/HallyuWorldOfficial
=======================
© 2016 Hallyu World. All Rights Reserved.",PT6M,2d,hd,true,False,rectangular,processed,public,youtube,True,True,False,21529,320,0,25,https://i.ytimg.com/vi/8Dy8CrIHlOE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/8Dy8CrIHlOE/maxresdefault.jpg,1280.0,720.0,"['hallyu world', '韓流世界', '韩流世界', 'KWave', 'Korean Entertainment', 'kpop', 'K-POP', 'KCON 2016', 'KCON16LA', 'KCON LA 2016', 'K-pop dance', 'K-CON Red Carpet', 'Lee Min Ho', 'Lee Minho', 'BTS', 'TTS', ""Girls' Generation"", 'Amber f(x)', 'I.O.I', 'Turbo', 'ASTRO', 'Twice', 'SHINee', 'Gfriend', 'Eric Nam', 'Davichi', 'Korean celebrities', 'Tiffany TTS', 'SNSD', 'Taeyeon TTS', 'Seohyun TTS', 'TaeTiSeo', 'Chou Tzu-yu', 'DEAN', 'KCON2016LA\u202c', 'KCON USA', 'G-friend', '防彈少年隊', '샤이니', 'シャイニー', '溫流', '鐘鉉', 'KEY', '珉豪', '泰民', '최민호', '少女時代-太蒂徐', ""Girls' Generation-TTS"", '太妍', '蒂芬妮', '徐玄', '여자친구', 'Buddy', '트와이스', '子瑜', '다비치', '아스트로', 'AROHA']",en,
youtube#video,VYlnrUb5j5wkyhO3TuoHe966VO0,8nlxG2acPMg,2021-10-12T13:37:04Z,UCDz6I7-yuYRwqxy12_99oOA,20211012 F(x) Amber Liu OK! Magazine Awards Red Carpet,,https://i.ytimg.com/vi/8nlxG2acPMg/default.jpg,120,90,https://i.ytimg.com/vi/8nlxG2acPMg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8nlxG2acPMg/hqdefault.jpg,480,360,Remember Me💜,22,none,20211012 F(x) Amber Liu OK! Magazine Awards Red Carpet,,PT1M14S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,389,13,0,1,https://i.ytimg.com/vi/8nlxG2acPMg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/8nlxG2acPMg/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,fMV7fH-B_wLuHIgrVxxuhnUpDkU,9QjWcKhX2Ek,2019-01-10T20:19:24Z,UCAVgFwnRKj2Ny8M2emfYm9w,#Repost @jonchapmanhair with @get repost   ・・・   @amberheard greeting fans on the red carpet last ni,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/9QjWcKhX2Ek/default.jpg,120,90,https://i.ytimg.com/vi/9QjWcKhX2Ek/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9QjWcKhX2Ek/hqdefault.jpg,480,360,Celebrity Scoop,24,none,#Repost @jonchapmanhair with @get repost   ・・・   @amberheard greeting fans on the red carpet last ni,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT20S,2d,sd,false,True,rectangular,processed,public,youtube,True,False,False,34,,0,0,https://i.ytimg.com/vi/9QjWcKhX2Ek/sddefault.jpg,640.0,480.0,,,,,,
youtube#video,irS3zwpo85FWLiX4MugGYoeeePE,aw0Vo4gFKT8,2018-11-27T15:51:49Z,UCP1hdrxYHdebGqbQawOMRpQ,Amber Heard wore a swimming cap to the 'Aquaman' premiere | Daily Celebrity News | Splash TV,"The 'Justice League' actress wowed fans in an emerald look from the autumn/winter '19/'19 collection of Pierpaolo Piccioli paired with gold Brian Atwood platform heels. 

SUBSCRIBE NOW : https://goo.gl/JaLP0U

Amber Heard wore a swimming cap to the 'Aquaman' premiere. 

The 32-year-old actress stepped onto the red carpet on in Leicester Square, wearing a Valentino haute couture green outfit with a matching swimming hat. 

The 'Justice League' actress wowed fans in an emerald look from the autumn/winter '19/'19 collection of Pierpaolo Piccioli paired with gold Brian Atwood platform heels. 

The stunning gown was emblazoned with green-and-gold-foil floral detailing and boasted a plunging neckline and trailing skirt with a thigh-high slit which the star paired with a simple gold bangle and a long neck chain. 

Although the blonde beauty channelled her fantasy alter ego for the red carpet, she admitted she constantly felt ""uncomfortable"" being submerged in water for the shoots and felt like she was ""being hugged by baby angels"" when she was allowed to wear a coat during breaks.


CONNECT with SPLASH TV :

Visit SPLASH TV WEBSITE: http://www.splashnewstv.com
Like SPLASH TV on FACEBOOK: https://www.facebook.com/splashnewstv
Follow SPLASH TV on TWITTER: https://twitter.com/splashnews
Follow SPLASH TV on INSTAGRAM: https://www.instagram.com/splashnewstv/",https://i.ytimg.com/vi/aw0Vo4gFKT8/default.jpg,120,90,https://i.ytimg.com/vi/aw0Vo4gFKT8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aw0Vo4gFKT8/hqdefault.jpg,480,360,Splash News,24,none,Amber Heard wore a swimming cap to the 'Aquaman' premiere | Daily Celebrity News | Splash TV,"The 'Justice League' actress wowed fans in an emerald look from the autumn/winter '19/'19 collection of Pierpaolo Piccioli paired with gold Brian Atwood platform heels. 

SUBSCRIBE NOW : https://goo.gl/JaLP0U

Amber Heard wore a swimming cap to the 'Aquaman' premiere. 

The 32-year-old actress stepped onto the red carpet on in Leicester Square, wearing a Valentino haute couture green outfit with a matching swimming hat. 

The 'Justice League' actress wowed fans in an emerald look from the autumn/winter '19/'19 collection of Pierpaolo Piccioli paired with gold Brian Atwood platform heels. 

The stunning gown was emblazoned with green-and-gold-foil floral detailing and boasted a plunging neckline and trailing skirt with a thigh-high slit which the star paired with a simple gold bangle and a long neck chain. 

Although the blonde beauty channelled her fantasy alter ego for the red carpet, she admitted she constantly felt ""uncomfortable"" being submerged in water for the shoots and felt like she was ""being hugged by baby angels"" when she was allowed to wear a coat during breaks.


CONNECT with SPLASH TV :

Visit SPLASH TV WEBSITE: http://www.splashnewstv.com
Like SPLASH TV on FACEBOOK: https://www.facebook.com/splashnewstv
Follow SPLASH TV on TWITTER: https://twitter.com/splashnews
Follow SPLASH TV on INSTAGRAM: https://www.instagram.com/splashnewstv/",PT1M2S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,309,3,0,0,,,,,,,"['celebrity news', 'entertainment news', 'entertainment videos', 'hollywood news', '“celebrity”', '“entertainment”', '“stars”', '“glamour”', 'clevver news', '“clevver”', '“tmz”', '“KUWTK”', 'Kim Kardashian', 'Khloe Kardashian', '“SNTV”', 'Splash News', 'splash news tv', '“gossip”', '“tabloid”', '“Hollywood”', '“famous”', 'Amber Heard', 'Aquaman', 'DC Comics', 'Swimming Cap', 'Pierpaolo Piccioli']",en,en
youtube#video,P9MpiiXvJTQXUzsj5KOd75qTk0k,bMJwsc-LZfM,2014-03-07T22:15:07Z,UCNPRCBzBVT1hCrc8HE8TPKQ,Johnny Depp (2014) Supports Amber Heard at the Texas Film Awards,"Johnny Depp, (2014) Supports Amber Heard, at the Texas Film Awards

johnny depp amber heard texas film awards 05 Johnny Depp joins his fiancee Amber Heard on the red carpet at the 2014 Texas Film Awards hosted by the Austin Film Society on Thursday (March 6) in Austin, Texas

Subscribe To Movies Trailers HD http://ow.ly/teOiQ
LIKE US ON FACEBOOK http://ow.ly/tcaww


""johnny depp 2014"" ""johnny depp"" ""amber heard"" ""johnny depp amber heard"" ""vanessa paradis"" ""amber heard 2014"" ""johnny depp amber heard texas"" ""johnny depp interview 2014"" ""johnny depp interview"" ""amber heard johnny depp 2014"" ""amber heard texas film awards"" ""amber heard and johnny depp 2014"" ""johnny depp girlfriend 2014"" ""texas film awards"" ""johnny depp movies"" ""johnny depp and amber heard"" ""johnny depp in texas"" ""texas film awards 2014"" ""depp 2014"" ""johnny depp and amber heard award"" ""amber heard johnny depp2014"" ""johnny depp and amber heard 2014"" ""jhonny depp 2014"" ""generation award johnny""",https://i.ytimg.com/vi/bMJwsc-LZfM/default.jpg,120,90,https://i.ytimg.com/vi/bMJwsc-LZfM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bMJwsc-LZfM/hqdefault.jpg,480,360,Celebrity News HD,22,none,Johnny Depp (2014) Supports Amber Heard at the Texas Film Awards,"Johnny Depp, (2014) Supports Amber Heard, at the Texas Film Awards

johnny depp amber heard texas film awards 05 Johnny Depp joins his fiancee Amber Heard on the red carpet at the 2014 Texas Film Awards hosted by the Austin Film Society on Thursday (March 6) in Austin, Texas

Subscribe To Movies Trailers HD http://ow.ly/teOiQ
LIKE US ON FACEBOOK http://ow.ly/tcaww


""johnny depp 2014"" ""johnny depp"" ""amber heard"" ""johnny depp amber heard"" ""vanessa paradis"" ""amber heard 2014"" ""johnny depp amber heard texas"" ""johnny depp interview 2014"" ""johnny depp interview"" ""amber heard johnny depp 2014"" ""amber heard texas film awards"" ""amber heard and johnny depp 2014"" ""johnny depp girlfriend 2014"" ""texas film awards"" ""johnny depp movies"" ""johnny depp and amber heard"" ""johnny depp in texas"" ""texas film awards 2014"" ""depp 2014"" ""johnny depp and amber heard award"" ""amber heard johnny depp2014"" ""johnny depp and amber heard 2014"" ""jhonny depp 2014"" ""generation award johnny""",PT57S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,4401,10,0,1,https://i.ytimg.com/vi/bMJwsc-LZfM/sddefault.jpg,640.0,480.0,,,,"['Amber Heard', 'Johnny Depp', 'johnny depp amber heard texas film awards 05', 'Celebrity News', 'Celebrity', 'Celebs', 'Pictures', 'Photos', 'News', 'Tv', 'Movie', 'Gallery', 'Justjared', 'Just Jared', 'Image']",,
youtube#video,wnbYfOdM8sFLOeiYrs8IZuHwD6w,BP_2wVJSQL0,2010-03-01T17:08:50Z,UChA072sQ_baf2RPX28E3R5g,The Joneses at TIFF 2009 in HD - Red Carpet Diary,"David Duchovny, Demi Moore, Amber Heard and Ben Hollingsworth make the perfect family. Looks, clothes, cars and glam- the Joneses have it all. Neighbours try to keep up but the Joneses hold a secret that perfection cant hide.",https://i.ytimg.com/vi/BP_2wVJSQL0/default.jpg,120,90,https://i.ytimg.com/vi/BP_2wVJSQL0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BP_2wVJSQL0/hqdefault.jpg,480,360,mediathinkRCD,1,none,The Joneses at TIFF 2009 in HD - Red Carpet Diary,"David Duchovny, Demi Moore, Amber Heard and Ben Hollingsworth make the perfect family. Looks, clothes, cars and glam- the Joneses have it all. Neighbours try to keep up but the Joneses hold a secret that perfection cant hide.",PT3M26S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,539,1,0,0,https://i.ytimg.com/vi/BP_2wVJSQL0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/BP_2wVJSQL0/maxresdefault.jpg,1280.0,720.0,"['Derrick Borte', 'David Duchovny', 'Demi Moore', 'Amber Heard', 'Ben Hollingsworth', 'consumerism', 'comedy', 'materialism', 'TIFF']",,
youtube#video,wIB6HKHn3ACQ09gJxUD9BJCue-U,bqd8kCBD1EU,2012-02-13T04:57:06Z,UCi_XQVMRd0hrj6Ka0yCnR3A,Wiz Khalifa and Amber Rose on the Grammy Red Carpet,"Wiz Khalifa and girlfriend Amber Rose talk about their excitement over Adele and why they love Mumford & Sons.

Subscribe to the Fuse YouTube channel:
http://www.youtube.com/subscription_center?add_user=fuse

And follow Fuse on:
Twitter: https://twitter.com/#!/fusetv
Facebook: http://www.facebook.com/FuseTV",https://i.ytimg.com/vi/bqd8kCBD1EU/default.jpg,120,90,https://i.ytimg.com/vi/bqd8kCBD1EU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bqd8kCBD1EU/hqdefault.jpg,480,360,Fuse,24,none,Wiz Khalifa and Amber Rose on the Grammy Red Carpet,"Wiz Khalifa and girlfriend Amber Rose talk about their excitement over Adele and why they love Mumford & Sons.

Subscribe to the Fuse YouTube channel:
http://www.youtube.com/subscription_center?add_user=fuse

And follow Fuse on:
Twitter: https://twitter.com/#!/fusetv
Facebook: http://www.facebook.com/FuseTV",PT2M3S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,160539,275,0,171,https://i.ytimg.com/vi/bqd8kCBD1EU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/bqd8kCBD1EU/maxresdefault.jpg,1280.0,720.0,"['Wiz Khalifa', 'Amber Rose', 'Grammys', 'Red Carpet', 'Music', 'Interview', 'Fuse', 'hip-hop', 'Adele', 'Mumford & Sons']",,
youtube#video,rtm8fA-9rutl48ihkgc1CVUh4KY,BV42Dqei1kI,2022-01-07T07:47:11Z,UCx7WQNGnr2oAuxOBF6QEQng,"Amber Heard Lifestyle,Biography,NetWorth @Skyascreation","#amberheard #lifestyle #Biography 
Amber Heard Lifestyle,Biography,NetWorth @Skyascreation",https://i.ytimg.com/vi/BV42Dqei1kI/default.jpg,120,90,https://i.ytimg.com/vi/BV42Dqei1kI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BV42Dqei1kI/hqdefault.jpg,480,360,Sky AS Creation,26,none,"Amber Heard Lifestyle,Biography,NetWorth @Skyascreation","#amberheard #lifestyle #Biography 
Amber Heard Lifestyle,Biography,NetWorth @Skyascreation",PT2M18S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,118,,0,0,,,,,,,"['A-S creation', 'Lifestyle', 'Famous people lifestyle', 'Amber Heard Lifestyle', 'Biography', 'NetWorth @Skyascreation', 'Amber Heard Biography', 'Amberheard height', 'Amberheard nationality American', 'Amber heard weight', 'Amberheard Actress', 'Amberheard born date', 'Amberheard NetWorth']",,
youtube#video,QmFkfChwNLbSB3Bn_QsRmzI38gA,cCF1EoE3BxQ,2014-01-13T20:21:10Z,UCyuVu_pp0qIbE4bHKEIT9pA,The Golden Globes 2014 Red carpet,"Taylor Swift, Reese Witherspoon, Amy Adams, Amber Heard, Adele Exarchopouloson Golden Globes red carpet 12.01.2014",https://i.ytimg.com/vi/cCF1EoE3BxQ/default.jpg,120,90,https://i.ytimg.com/vi/cCF1EoE3BxQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cCF1EoE3BxQ/hqdefault.jpg,480,360,Natalia Loukianova,22,none,The Golden Globes 2014 Red carpet,"Taylor Swift, Reese Witherspoon, Amy Adams, Amber Heard, Adele Exarchopouloson Golden Globes red carpet 12.01.2014",PT4M16S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,486,3,0,1,,,,,,,,,
