kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.favoriteCount,statistics.likeCount,statistics.commentCount,snippet.tags,snippet.defaultAudioLanguage,snippet.defaultLanguage
youtube#video,4kXZenW761Pg4E1641MXOFObaBU,3AymCSf1EF8,2020-12-29T07:17:49Z,UCOEFSWsktdvCps-zDNSD1yA,Johnny Depp's Finger Part Two For Lexa Blake (Amber Heard Playlist!!),,https://i.ytimg.com/vi/3AymCSf1EF8/default.jpg,120,90,https://i.ytimg.com/vi/3AymCSf1EF8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3AymCSf1EF8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3AymCSf1EF8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3AymCSf1EF8/maxresdefault.jpg,1280.0,720.0,The Amber Heard Playlist!!Johnny Depp es racista,22,none,Johnny Depp's Finger Part Two For Lexa Blake (Amber Heard Playlist!!),,PT1M7S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,43,0,,,,,
youtube#video,IdvBS3VwswTIugLgphn7bMdism0,3DmUH6RzICs,2021-04-29T01:00:01Z,UC42ALbhd0knar5QTPCXuvxw,Johnny Depp's injured Finger by Amber Heard,"Johnny Depp's injured Finger by Amber Heard

Disclaimer: The video clips posted on this channel are not owned by the channel itself. 
Disclaimer: I do not take any ownership of the music displayed in this video. Ownership belongs to the respected owner(s). Used under fair use policy.* Music used for entertainment purposes displayed in this video. Ownership belongs to the respected owner(s). Used under fair use policy.* Music used for entertainment purposes only. 

If you are the owner of this video and feel like you haven’t been duly credited please contact me on my Business Email! 

Tags: jimmy fallon,holly wire,technical difficulties,celebrity news,trends,billie eilish,top 10,ariana grande,sharon stone,funny fails,selena gomez,taylor swift,bad acting,ed sheeran,ellen degeneres,lady gaga,fails 2020,harry styles,celeb news,rihanna,katy perry,celebrity,paris hilton,modern family,shawn mendes,mojo,wardrobe malfunction,beyonce,pop culture,worst acting,celebrity scandals,jennifer lopez,try the trend,demi lovato,camila cabello,rumors,jennifer lawrence,iggy azalea,top ten,meghan trainor,sarah hyland,worst movies,vanilla ice,live tv,red carpet looks,gossip,celebrities,entertainment news,worst performances,luke bryan,solange knowles,top 10 list,interviews,ray j,list,reporters,top 10 actors,hollywire tv,celebrity falls,hollywiretv,singers falling on stage,game show fails,celebrities dumbest moments,cardi b wardrobe malfunction,funny family feud,celebrity stage fails,celebs,bet awards 2015,funny celebrity fails,hollywood celebrities,celebrities who ruined their careers,top 10 celebrities,top 10 fails,embarrassing tv moments,blockbuster movies,family feud fails,celebrity comeback fails,funny game shows,singer fails,worst fails,live tv moments,biggest fails,worst game show answers,celeb fails,performance fails,funny tv moments,style trends,celebs falling,hollywire hot minute,bts hollywire,singers messing up,comeback fails,singers throwing up on stage,live television fails,clevver listed,red carpet style,style pop,award show gone wrong,top 10 celebrity fails,actor fails,embarassing celebrity moments,cardi b reveals,awkward on stage moments,top 10 fails 2020,funny singer fails,celeb comebacks,on stage celebrity fails,top 10 biggest celebrity fails of 2020,game show guests,embarrassing celeb fails,celeb game shows,celebrity game show fails,p diddy falls,live tv mess up,coachella 2019 fails,cringey game show moments,worst celebrity comeback attempts,top 10 acting fails,mistakes on live television,cardi b bathrobe,celebrites failing on stage,funny onstage moments,hilarious game show moments,p diddy bet,technical issues on stage,singers bombing on stage,biggest fails of 2020,stylewire,hashtag cringe,performer fails,acting fails,celebs failing,celebs embarrassed,acting comebacks,actor comebacks,celebrity fails celebrity fails,fails,best celebrities fails,celebrity,top 10 celebrity fails,stage celebrity fails,celebrity fails on stage,on stage celebrity fails,celebrity fails funny,celebrity fails moments,celebrity fails compilation,best fails,celebrities fails,celebrity beauty fails,celebrity fails on tv,best celebrities fails 2020,best celebrities fails 2016,celebrity stage fails,funny celebrity fails,celebrity fashion fails,biggest celebrity makeup fails,celebrity game show fails",https://i.ytimg.com/vi/3DmUH6RzICs/default.jpg,120,90,https://i.ytimg.com/vi/3DmUH6RzICs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3DmUH6RzICs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3DmUH6RzICs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3DmUH6RzICs/maxresdefault.jpg,1280.0,720.0,Celebrity Ivy,22,none,Johnny Depp's injured Finger by Amber Heard,"Johnny Depp's injured Finger by Amber Heard

Disclaimer: The video clips posted on this channel are not owned by the channel itself. 
Disclaimer: I do not take any ownership of the music displayed in this video. Ownership belongs to the respected owner(s). Used under fair use policy.* Music used for entertainment purposes displayed in this video. Ownership belongs to the respected owner(s). Used under fair use policy.* Music used for entertainment purposes only. 

If you are the owner of this video and feel like you haven’t been duly credited please contact me on my Business Email! 

Tags: jimmy fallon,holly wire,technical difficulties,celebrity news,trends,billie eilish,top 10,ariana grande,sharon stone,funny fails,selena gomez,taylor swift,bad acting,ed sheeran,ellen degeneres,lady gaga,fails 2020,harry styles,celeb news,rihanna,katy perry,celebrity,paris hilton,modern family,shawn mendes,mojo,wardrobe malfunction,beyonce,pop culture,worst acting,celebrity scandals,jennifer lopez,try the trend,demi lovato,camila cabello,rumors,jennifer lawrence,iggy azalea,top ten,meghan trainor,sarah hyland,worst movies,vanilla ice,live tv,red carpet looks,gossip,celebrities,entertainment news,worst performances,luke bryan,solange knowles,top 10 list,interviews,ray j,list,reporters,top 10 actors,hollywire tv,celebrity falls,hollywiretv,singers falling on stage,game show fails,celebrities dumbest moments,cardi b wardrobe malfunction,funny family feud,celebrity stage fails,celebs,bet awards 2015,funny celebrity fails,hollywood celebrities,celebrities who ruined their careers,top 10 celebrities,top 10 fails,embarrassing tv moments,blockbuster movies,family feud fails,celebrity comeback fails,funny game shows,singer fails,worst fails,live tv moments,biggest fails,worst game show answers,celeb fails,performance fails,funny tv moments,style trends,celebs falling,hollywire hot minute,bts hollywire,singers messing up,comeback fails,singers throwing up on stage,live television fails,clevver listed,red carpet style,style pop,award show gone wrong,top 10 celebrity fails,actor fails,embarassing celebrity moments,cardi b reveals,awkward on stage moments,top 10 fails 2020,funny singer fails,celeb comebacks,on stage celebrity fails,top 10 biggest celebrity fails of 2020,game show guests,embarrassing celeb fails,celeb game shows,celebrity game show fails,p diddy falls,live tv mess up,coachella 2019 fails,cringey game show moments,worst celebrity comeback attempts,top 10 acting fails,mistakes on live television,cardi b bathrobe,celebrites failing on stage,funny onstage moments,hilarious game show moments,p diddy bet,technical issues on stage,singers bombing on stage,biggest fails of 2020,stylewire,hashtag cringe,performer fails,acting fails,celebs failing,celebs embarrassed,acting comebacks,actor comebacks,celebrity fails celebrity fails,fails,best celebrities fails,celebrity,top 10 celebrity fails,stage celebrity fails,celebrity fails on stage,on stage celebrity fails,celebrity fails funny,celebrity fails moments,celebrity fails compilation,best fails,celebrities fails,celebrity beauty fails,celebrity fails on tv,best celebrities fails 2020,best celebrities fails 2016,celebrity stage fails,funny celebrity fails,celebrity fashion fails,biggest celebrity makeup fails,celebrity game show fails",PT21S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,870,0,71,1,,,
youtube#video,yec2pifOd-aipRXgAEvBkIm_Br8,A-7AZ5huxGs,2021-05-07T23:30:00Z,UCG2QYlhnYYxksvv6ve11ijw,Johnny Depp Talks About His Finger Getting Severed.,"Johnny Depp’s Deposition. He talks about getting his finger severed by Amber Heard. 

Hope you enjoyed this video. If you did please to become a member of the channel and join our community. 

Don’t forget to Like, Subscribe, Share and hit the Notification Bell.

Thank you for your support, it means more then you could imagine.

Please check out :

Rob's Rules Store : https://my-store-11481277.preview.teespring.com/listing/rob-s-rules-on-the-go#previewData=U2FsdGVkX199RoZW699ZJ3m8XTfYU19xx5uTV9OfRtLTQDKtnYudTBv7HIV6yyJv
NEW VIDEO FOOTAGE From LAPD Body Cam Proves Amber Heard Is nothing but a Liar. This is the second time the LAPD showed up to Johnny Depp’s LA Penthouse. 


Tammy Tips and Tricks : https://instagram.com/tammy.tipsandtrips?igshid=sk5olemcpdhp

Rob’s Rebellion Star Wars Channel : 

https://youtube.com/channel/UCneEOMqlDbQxHDPdMxaq1Pg

Rob’s Rules Discord :

https://discord.gg/B2R5aubJ

Twitter : @wars_everything

Email : estarwars1977@gmail.com

#JusticeForJohnnyDepp 
#JusticeForDepp

Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",https://i.ytimg.com/vi/A-7AZ5huxGs/default.jpg,120,90,https://i.ytimg.com/vi/A-7AZ5huxGs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/A-7AZ5huxGs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/A-7AZ5huxGs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/A-7AZ5huxGs/maxresdefault.jpg,1280.0,720.0,Rob's Rules,24,none,Johnny Depp Talks About His Finger Getting Severed.,"Johnny Depp’s Deposition. He talks about getting his finger severed by Amber Heard. 

Hope you enjoyed this video. If you did please to become a member of the channel and join our community. 

Don’t forget to Like, Subscribe, Share and hit the Notification Bell.

Thank you for your support, it means more then you could imagine.

Please check out :

Rob's Rules Store : https://my-store-11481277.preview.teespring.com/listing/rob-s-rules-on-the-go#previewData=U2FsdGVkX199RoZW699ZJ3m8XTfYU19xx5uTV9OfRtLTQDKtnYudTBv7HIV6yyJv
NEW VIDEO FOOTAGE From LAPD Body Cam Proves Amber Heard Is nothing but a Liar. This is the second time the LAPD showed up to Johnny Depp’s LA Penthouse. 


Tammy Tips and Tricks : https://instagram.com/tammy.tipsandtrips?igshid=sk5olemcpdhp

Rob’s Rebellion Star Wars Channel : 

https://youtube.com/channel/UCneEOMqlDbQxHDPdMxaq1Pg

Rob’s Rules Discord :

https://discord.gg/B2R5aubJ

Twitter : @wars_everything

Email : estarwars1977@gmail.com

#JusticeForJohnnyDepp 
#JusticeForDepp

Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",PT3M4S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2188,0,165,50,"['Johnny Depp', 'Amber Heard', 'Johnny Depp Amber', 'Johnny Depp Amber Heard', 'Depp Heard', 'Heard Depp']",en,
youtube#video,HwhI7Olrm1lMs-MuZfNpR8blPzY,aJwl1WkTYE8,2015-05-23T21:16:15Z,UCTHzOTVtBNcqmUInn8gSYWQ,Are Johnny Depp and Amber Heard already married Actor seen wearing new gold band on his ring finger,,https://i.ytimg.com/vi/aJwl1WkTYE8/default.jpg,120,90,https://i.ytimg.com/vi/aJwl1WkTYE8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aJwl1WkTYE8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/aJwl1WkTYE8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/aJwl1WkTYE8/maxresdefault.jpg,1280.0,720.0,ART Tv,10,none,Are Johnny Depp and Amber Heard already married Actor seen wearing new gold band on his ring finger,,PT1M32S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,6,0,0,0,,en,
youtube#video,AcGcLqQMaFKL5OXoZElKQO_8OIo,D-9YkqgRCNU,2015-01-23T14:41:44Z,UCpIUUZHGPPz7NIZR-oIa1Kg,Johnny Depp Sparks Amber Heard Wedding Rumors After Spotted With New Ring,"Johnny Depp has sparked marriage rumors with his fiancee Amber Heard. Johnny was spotted wearing a new gold band on his left ring finger when he attended the premiere of his new flick ""Mortdecai"" in Los Angeles on Wednesday, January 21. 

Johnny and Amber were recently rocked by split rumors. However earlier this month, the couple shot the rumors down by sharing an affectionate kiss at the 8th Annual Heaven Gala presented by The Art of Elysium and Samsung in Los Angeles. 

Back in April, Johnny confirmed his engagement to Amber when promoting his movie ""Transcendence"" in Beijing. He said he was wearing a woman's engagement ring on his left ring finger. ""The fact that I'm wearing a chick's ring on my finger is probably a dead giveaway,"" he shared, ""Not very subtle.""",https://i.ytimg.com/vi/D-9YkqgRCNU/default.jpg,120,90,https://i.ytimg.com/vi/D-9YkqgRCNU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/D-9YkqgRCNU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/D-9YkqgRCNU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/D-9YkqgRCNU/maxresdefault.jpg,1280.0,720.0,GyanEntertainment,25,none,Johnny Depp Sparks Amber Heard Wedding Rumors After Spotted With New Ring,"Johnny Depp has sparked marriage rumors with his fiancee Amber Heard. Johnny was spotted wearing a new gold band on his left ring finger when he attended the premiere of his new flick ""Mortdecai"" in Los Angeles on Wednesday, January 21. 

Johnny and Amber were recently rocked by split rumors. However earlier this month, the couple shot the rumors down by sharing an affectionate kiss at the 8th Annual Heaven Gala presented by The Art of Elysium and Samsung in Los Angeles. 

Back in April, Johnny confirmed his engagement to Amber when promoting his movie ""Transcendence"" in Beijing. He said he was wearing a woman's engagement ring on his left ring finger. ""The fact that I'm wearing a chick's ring on my finger is probably a dead giveaway,"" he shared, ""Not very subtle.""",PT1M27S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,187,0,0,0,"['Johnny Depp', 'Sparks', 'Amber Heard', 'Wedding', 'Rumors', 'After', 'Spotted', 'New Ring']",,
youtube#video,fUYig31y30oV4ynOZiIXzqUJskI,dU4pvQ_a_nw,2020-04-08T14:30:02Z,UChs7lcuw4qOCxl3SJRPuidQ,Johnny Depp's bodyguard talks about his madness after 'losing' his finger from Amber Heard,,https://i.ytimg.com/vi/dU4pvQ_a_nw/default.jpg,120,90,https://i.ytimg.com/vi/dU4pvQ_a_nw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dU4pvQ_a_nw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/dU4pvQ_a_nw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/dU4pvQ_a_nw/maxresdefault.jpg,1280.0,720.0,DT Media,24,none,Johnny Depp's bodyguard talks about his madness after 'losing' his finger from Amber Heard,,PT3M49S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,4079,0,43,6,"['DT Media', 'news', 'Johnny Depp', 'bodyguard', 'madness', 'losing', 'finger', 'Amber Heard']",,
youtube#video,jswOUqcD5DDdNBvETUDeGjcCBLM,dYqShhxdPd0,2020-04-09T23:14:03Z,UC4q8XP_c6LUwv_eK3wv1s_Q,Watch Johnny Depp Describe His Finger-Severing Fight With Amber Heard,Watch Johnny Depp Describe His Finger-Severing Fight With Amber Heard,https://i.ytimg.com/vi/dYqShhxdPd0/default.jpg,120,90,https://i.ytimg.com/vi/dYqShhxdPd0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dYqShhxdPd0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/dYqShhxdPd0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/dYqShhxdPd0/maxresdefault.jpg,1280.0,720.0,エンタメニュース,25,none,Watch Johnny Depp Describe His Finger-Severing Fight With Amber Heard,Watch Johnny Depp Describe His Finger-Severing Fight With Amber Heard,PT4M41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,29,0,0,0,"['johnny depp', 'amber heard']",,es
youtube#video,K1HGxm5yiV0ZlPcLDxCQBGEDdQQ,grmLC_QVuWs,2020-04-08T22:59:53Z,UC4q8XP_c6LUwv_eK3wv1s_Q,Watch Johnny Depp Describe His Finger-Severing Fight With Amber Heard,Watch Johnny Depp Describe His Finger-Severing Fight With Amber Heard,https://i.ytimg.com/vi/grmLC_QVuWs/default.jpg,120,90,https://i.ytimg.com/vi/grmLC_QVuWs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/grmLC_QVuWs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/grmLC_QVuWs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/grmLC_QVuWs/maxresdefault.jpg,1280.0,720.0,エンタメニュース,25,none,Watch Johnny Depp Describe His Finger-Severing Fight With Amber Heard,Watch Johnny Depp Describe His Finger-Severing Fight With Amber Heard,PT4M41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,6,0,0,0,"['johnny depp', 'amber heard']",,es
youtube#video,Gy4XSIjwiJf1BYvBzsxuUZ5-7sE,gYshIP3Id8E,2020-11-13T17:25:15Z,UCS3otpN84Vmnhe8rmf0VsdQ,Amber Heard CONFIRMS She's in Aquaman 2 - And Fighting for BIGGER ROLE?,"Amber Heard CONFIRMS She's in Aquaman 2 - And Fighting for BIGGER ROLE?

Amber Heard confirmed in an interview that she's back for Aquaman 2, and she's also giving her haters the finger.

But rumors persist concerning her role in the sequel. One says her role will reduced, but another says it could be bigger.

I discuss in this video, so check it out.

Please subscribe to the channel and leave a comment below!

FOLLOW ME ON TWITTER: https://twitter.com/HiltonCollins
FOLLOW ME ON INSTAGRAM: https://www.instagram.com/hiltoncollins/

#amberheard #aquaman2 #mera",https://i.ytimg.com/vi/gYshIP3Id8E/default.jpg,120,90,https://i.ytimg.com/vi/gYshIP3Id8E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gYshIP3Id8E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gYshIP3Id8E/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gYshIP3Id8E/maxresdefault.jpg,1280.0,720.0,Super Nerd Video,24,none,Amber Heard CONFIRMS She's in Aquaman 2 - And Fighting for BIGGER ROLE?,"Amber Heard CONFIRMS She's in Aquaman 2 - And Fighting for BIGGER ROLE?

Amber Heard confirmed in an interview that she's back for Aquaman 2, and she's also giving her haters the finger.

But rumors persist concerning her role in the sequel. One says her role will reduced, but another says it could be bigger.

I discuss in this video, so check it out.

Please subscribe to the channel and leave a comment below!

FOLLOW ME ON TWITTER: https://twitter.com/HiltonCollins
FOLLOW ME ON INSTAGRAM: https://www.instagram.com/hiltoncollins/

#amberheard #aquaman2 #mera",PT8M1S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,137,0,7,7,"['super nerd video', 'amber heard aquaman', 'amber heard aquaman 2', 'amber heard aquaman 2 role', 'amber heard stays in aquaman 2', 'amber heard not fired from aquaman 2', 'amber heard mera', 'amber heard mera aquaman 2', 'amber heard mera aquaman', 'amber heard vs johnny depp', 'amber heard vs johnny depp court case', 'amber heard vs johnny depp trial', 'aquaman 2 update', 'aquaman 2 news', 'aquaman 2 latest news', 'dceu mera', 'mera', 'amber heard', 'aquaman 2', 'amber heard confirms', 'fighting for bigger role']",en,
youtube#video,YmZTulCZy3W4BlrPM5TZNqzRxbg,hk6gSfBiWOo,2020-04-08T19:28:04Z,UC8AGq7bm-x4teGcvQonvnPw,"Johnny Depp Deposition Describing His Finger As Mount Vesuvius, and Covering for Amber Heard!","Let me know what you think!

💕 Don't Forget to Like & Subscribe! 💕

If you want to support my Channel, please check out my patreon And subscribe star below:

Patreon:
https://www.patreon.com/user?u=21542407

Subscribe star:
https://www.subscribestar.com/nerdettesnewsstand

#JusticeforJohnnyDepp #AmberHeard #JohnnyDepp",https://i.ytimg.com/vi/hk6gSfBiWOo/default.jpg,120,90,https://i.ytimg.com/vi/hk6gSfBiWOo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hk6gSfBiWOo/hqdefault.jpg,480,360,,,,,,,Nerdette's NewsStand,24,none,"Johnny Depp Deposition Describing His Finger As Mount Vesuvius, and Covering for Amber Heard!","Let me know what you think!

💕 Don't Forget to Like & Subscribe! 💕

If you want to support my Channel, please check out my patreon And subscribe star below:

Patreon:
https://www.patreon.com/user?u=21542407

Subscribe star:
https://www.subscribestar.com/nerdettesnewsstand

#JusticeforJohnnyDepp #AmberHeard #JohnnyDepp",PT2M1S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,10916,0,574,158,"['Amber Heard', 'Amber Heard lawsuit', 'Amber Heard audio recordings', 'Johnny Depp', 'justice for Johnny Depp', 'Johnny Depp lawsuit', 'tristen', ""nerdette's newsstand"", 'nerdette', 'news', 'entertainment', 'Johnny Depp news', 'Amber Heard news', 'Johnny Depp Defamation', 'Amber Heard defamation', 'Johnny Depp deposition']",en,
