kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultLanguage
youtube#video,MNSxpm-t5D30xsQ8xQ73dAPzsuI,-h2nFG7fDg8,2016-10-12T22:05:12Z,UCAXR2zenCwvRIyQd9ydtfaA,Mera First Look - MCU vs DCEU Costumes Review!,"Mera First Look today! Amber Heard in Justice League 2017 reaction! Beyond The Trailer's review & breakdown of MCU vs DCEU Costumes!
http://bit.ly/subscribeBTT

Mera First Look today! Amber Heard in Justice League 2017 vs other female costumes from Marvel and DC movies? Beyond The Trailer host Grace Randolph's reaction and review of the best and worst female costumes in Marvel and DCU aka DC movies today! In this breakdown find out where Harley Quinn, Black Widow, Gamora, Nebula, Wonder Woman, Sif, Scarlet Witch, Enchantress, Katana, Wasp and Mera rank! Share your own reaction and review today even though you haven't yet seen Mera in the full movie Justice League 2017!  And be sure to make Beyond The Trailer your first stop for movie and entertainment news here on YouTube today!

CHAPTER TIMES
Intro - 00:00
Criteria for Rankings - 1:18
#11 - 3:01
#10 - 4:00
#9 - 4:58
#8 - 5:49
#7 - 6:54
#6 - 7:55
#5 - 8:59
#4 - 10:40
#3 - 11:37
#2 - 13:32
#1 - 15:16
Conclusion - 17:47

Interact with host & creator Grace Randolph!
Facebook: http://bit.ly/GraceOnFacebook
Twitter: http://bit.ly/GraceOnTwitter
Instagram: http://www.instagram.com/gracerandolphbtt
Google+: http://bit.ly/HQ6kVs",https://i.ytimg.com/vi/-h2nFG7fDg8/default.jpg,120,90,https://i.ytimg.com/vi/-h2nFG7fDg8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-h2nFG7fDg8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-h2nFG7fDg8/sddefault.jpg,640.0,480.0,Beyond The Trailer,"['Mera First Look', 'Mera First Look Reaction', 'Justice League 2017 Mera', 'Justice League 2017 Amber Heard', 'Justice League 2017', 'Mera', 'Amber Heard', 'First Look', 'Costume', 'Today', 'Reaction', 'Review', 'Breakdown', 'MCU', 'DCEU', 'Marvel', 'DC', 'Costumes', 'Beyond The Trailer', 'Grace Randolph', 'Trailer', 'Movie', 'Official', 'Part', 'Full Movie', 'Clip', 'Scene', 'News', 'Update', 'This Week', 'Harley Quinn', 'MCU vs DCEU', 'MCU vs DCU', 'Black Widow', 'Scarlet Witch', 'Wonder Woman', 'Wasp', 'Enchantress', 'Gamora', 'Katana', 'Nebula', 'Sif']",24,none,Mera First Look - MCU vs DCEU Costumes Review!,"Mera First Look today! Amber Heard in Justice League 2017 reaction! Beyond The Trailer's review & breakdown of MCU vs DCEU Costumes!
http://bit.ly/subscribeBTT

Mera First Look today! Amber Heard in Justice League 2017 vs other female costumes from Marvel and DC movies? Beyond The Trailer host Grace Randolph's reaction and review of the best and worst female costumes in Marvel and DCU aka DC movies today! In this breakdown find out where Harley Quinn, Black Widow, Gamora, Nebula, Wonder Woman, Sif, Scarlet Witch, Enchantress, Katana, Wasp and Mera rank! Share your own reaction and review today even though you haven't yet seen Mera in the full movie Justice League 2017!  And be sure to make Beyond The Trailer your first stop for movie and entertainment news here on YouTube today!

CHAPTER TIMES
Intro - 00:00
Criteria for Rankings - 1:18
#11 - 3:01
#10 - 4:00
#9 - 4:58
#8 - 5:49
#7 - 6:54
#6 - 7:55
#5 - 8:59
#4 - 10:40
#3 - 11:37
#2 - 13:32
#1 - 15:16
Conclusion - 17:47

Interact with host & creator Grace Randolph!
Facebook: http://bit.ly/GraceOnFacebook
Twitter: http://bit.ly/GraceOnTwitter
Instagram: http://www.instagram.com/gracerandolphbtt
Google+: http://bit.ly/HQ6kVs",en,PT18M12S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,125694,2619,0,838,,,,
youtube#video,QgcB5xpIMVduPt6-yFfNpTH1aAc,-iGHgMOfrNs,2013-05-17T02:09:01Z,UCCauu8QfE8Z4uvkTS2l9vNw,Johnny Depp Engaged to a Lesbian! | DAILY REHASH | Ora TV,Johnny Depp gets engaged to self proclaimed lesbian and Rum Dairies co-star Amber Heard.,https://i.ytimg.com/vi/-iGHgMOfrNs/default.jpg,120,90,https://i.ytimg.com/vi/-iGHgMOfrNs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-iGHgMOfrNs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-iGHgMOfrNs/sddefault.jpg,640.0,480.0,Daily ReHash,"['#OneBigAccomplishement', 'One Direction', 'Johnny Depp', 'Amber Heard', 'Rum Diaries', 'Johnny Depp Engaged', 'Amber Heard Engaged', 'Amber Heard Gay', 'Amber Heard Lesbian', 'Amber Heard bisexual', 'Amber Alert', 'Edward Scissor Hands', 'Bahamas', 'Hollywood', 'Captain Jack Sparrow', 'Ursula', 'Willy Wonka', 'M&M', 'Tonto', 'Nicki Minaj', 'Harry Styles', 'Ellen Degeneres', 'Daily Rehash', 'Eric Artell']",25,none,Johnny Depp Engaged to a Lesbian! | DAILY REHASH | Ora TV,Johnny Depp gets engaged to self proclaimed lesbian and Rum Dairies co-star Amber Heard.,,PT1M42S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1834,6,0,2,https://i.ytimg.com/vi/-iGHgMOfrNs/maxresdefault.jpg,1280.0,720.0,
youtube#video,TRHe6W0kMJXsFiZALHPaXQbYMT4,-wykL2d-sW0,2017-03-27T08:31:10Z,UCeV9yuksV-F4R6gZyxD1Ccg,Johnny Depp and Amber Heard are finally divorced By lerler,,https://i.ytimg.com/vi/-wykL2d-sW0/default.jpg,120,90,https://i.ytimg.com/vi/-wykL2d-sW0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-wykL2d-sW0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-wykL2d-sW0/sddefault.jpg,640.0,480.0,Top 5 in Phuket,,24,none,Johnny Depp and Amber Heard are finally divorced By lerler,,,PT2M13S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,120,0,0,0,https://i.ytimg.com/vi/-wykL2d-sW0/maxresdefault.jpg,1280.0,720.0,en
youtube#video,fu2m1IcN2f86kBfJGTzL1NvEsNs,0eTs7sQn5rI,2012-02-06T18:58:32Z,UCY28mIo-PA7CP_q8pAp6Jog,"Amber Hikes (I'm From Atlanta, GA)","After coming out to her mom, Amber's mother has a simple (or not) question: Who does she find more attractive? Halle Berry or Denzel Washington?

(Bisexual | Parenting | Coming Out | Mother) [TV-PG]

www.imfromdriftwood.com Is a compilation of true stories by gay people from all over in an attempt to help LGBTQ teens feel not so alone. Please pass the link along to anyone who might benefit from, contribute to, or simply enjoy the site, stories and videos. Thanks!",https://i.ytimg.com/vi/0eTs7sQn5rI/default.jpg,120,90,https://i.ytimg.com/vi/0eTs7sQn5rI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0eTs7sQn5rI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0eTs7sQn5rI/sddefault.jpg,640.0,480.0,ImFromDriftwood,"['Amber Hikes', 'coming out', 'Black Community Spotlight', 'mother', 'bisexual']",29,none,"Amber Hikes (I'm From Atlanta, GA)","After coming out to her mom, Amber's mother has a simple (or not) question: Who does she find more attractive? Halle Berry or Denzel Washington?

(Bisexual | Parenting | Coming Out | Mother) [TV-PG]

www.imfromdriftwood.com Is a compilation of true stories by gay people from all over in an attempt to help LGBTQ teens feel not so alone. Please pass the link along to anyone who might benefit from, contribute to, or simply enjoy the site, stories and videos. Thanks!",,PT5M12S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,12273,281,0,24,https://i.ytimg.com/vi/0eTs7sQn5rI/maxresdefault.jpg,1280.0,720.0,
youtube#video,64hqTEqRG_tzDFPKlRpqPN_DtDw,1AL02_Crmj8,2018-11-02T04:05:21Z,UC3bDaRhDkuRGhBzgEsMvFQg,Amber Hear says her 'taste in women is better than her taste in men',"Amber Hear says her 'taste in women is better than her taste in men':
https://metro.co.uk/2018/11/02/amber-heards-taste-in-women-is-better-than-her-taste-in-men-but-shes-never-been-drawn-to-healthy-people-8098115/.

Thanks for watching, subscribe for more videos:
https://www.youtube.com/channel/UC3bDaRhDkuRGhBzgEsMvFQg?sub_confirmation=1
  Amber Heard just publicly shaded Johnny Depp again.  The actress claimed she’s better at picking female lovers than males, lamenting that her taste isn’t exactly ‘healthy’ individuals.  Speaking to Marie Claire UK, Amber discussed her same-sex romances saying she still had ‘hope’ for a stable relationship.  Asked whether her ‘taste in women’ was better than her taste in men, Amber replied: ‘Hell, yeah. Hell, yeah. Hell, yeah.’  The actress continued: ‘I’m not necessarily drawn to… “healthy”. But I have hope. I hope to find an honest attraction to someone who is healthy. I very much want that.’  Amber famously filed for divorce from Pirates Of The Caribbean actor Johnny in May 2016 amid claims of domestic violence, which he strenuously denies.  Advertisement  Advertisement  The actors were married for 15 months but Amber reportedly also considered herself married to ex-girlfriend Tasya van Ree when they dated for four years in 2008.  Amber continued to the magazine: ‘[My relationships] are a running joke among my small group of friends.  ‘They call me Calamity. With Tasya, they’d say,”That was weird, but it’s not going to get weirder,” and then…’  The actress, who has also dated Elon Musk, Sean Penn and Sean Faris, seemed to be referencing her marriage to Johnny, which did indeed ‘get weirder’ when they settled a dispute over claims he hit her with an iPhone.  In a recent interview GQ, Johnny said the allegations ‘hurt’ as he denied them once again.  Johnny said: [It’s] the last thing I would’ve done. I might look stupid, but I ain’t f******g stupid.’  He added: ‘It hurts. The thing that hurt me is being presented as something that you’re really as far away from as you could possibly get, you know?  ‘But to… To harm someone you love? As a kind of bully? No, it didn’t, it couldn’t even sound like me.’  Amber later got her legal team involved, saying the interview – which ‘blatantly disregarded’ their confidentiality agreement – was an example of the actor’s ‘continued psychological abuse’.  Advertisement  Advertisement      Got a story?    If you've got a story, video or pictures get in touch with the Metro.co.uk Entertainment team by emailing us celebtips@metro.co.uk, calling 020 3615 2145 or by visiting our Submit Stuff page - we'd love to hear from you.   Advertisement  Advertisement  
#AmberHear, #says, #taste, #women, #better, #than, #taste
#AmberHeardJohnnyDepp, #AmberHeardbisexual, #AmberHeardhusband, #AmberHeardex, #AmberHeardlesbian, #AmberHeardgirlfriend, #AmberHearddomesticviolence, #JohnnyDeppexwife",https://i.ytimg.com/vi/1AL02_Crmj8/default.jpg,120,90,https://i.ytimg.com/vi/1AL02_Crmj8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1AL02_Crmj8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1AL02_Crmj8/sddefault.jpg,640.0,480.0,Nicholas Pulliam,"['Amber Heard Johnny Depp', 'Amber Heard bisexual', 'Amber Heard husband', 'Amber Heard ex', 'Amber Heard lesbian', 'Amber Heard girlfriend', 'Amber Heard domestic violence', 'Johnny Depp ex-wife']",25,none,Amber Hear says her 'taste in women is better than her taste in men',"Amber Hear says her 'taste in women is better than her taste in men':
https://metro.co.uk/2018/11/02/amber-heards-taste-in-women-is-better-than-her-taste-in-men-but-shes-never-been-drawn-to-healthy-people-8098115/.

Thanks for watching, subscribe for more videos:
https://www.youtube.com/channel/UC3bDaRhDkuRGhBzgEsMvFQg?sub_confirmation=1
  Amber Heard just publicly shaded Johnny Depp again.  The actress claimed she’s better at picking female lovers than males, lamenting that her taste isn’t exactly ‘healthy’ individuals.  Speaking to Marie Claire UK, Amber discussed her same-sex romances saying she still had ‘hope’ for a stable relationship.  Asked whether her ‘taste in women’ was better than her taste in men, Amber replied: ‘Hell, yeah. Hell, yeah. Hell, yeah.’  The actress continued: ‘I’m not necessarily drawn to… “healthy”. But I have hope. I hope to find an honest attraction to someone who is healthy. I very much want that.’  Amber famously filed for divorce from Pirates Of The Caribbean actor Johnny in May 2016 amid claims of domestic violence, which he strenuously denies.  Advertisement  Advertisement  The actors were married for 15 months but Amber reportedly also considered herself married to ex-girlfriend Tasya van Ree when they dated for four years in 2008.  Amber continued to the magazine: ‘[My relationships] are a running joke among my small group of friends.  ‘They call me Calamity. With Tasya, they’d say,”That was weird, but it’s not going to get weirder,” and then…’  The actress, who has also dated Elon Musk, Sean Penn and Sean Faris, seemed to be referencing her marriage to Johnny, which did indeed ‘get weirder’ when they settled a dispute over claims he hit her with an iPhone.  In a recent interview GQ, Johnny said the allegations ‘hurt’ as he denied them once again.  Johnny said: [It’s] the last thing I would’ve done. I might look stupid, but I ain’t f******g stupid.’  He added: ‘It hurts. The thing that hurt me is being presented as something that you’re really as far away from as you could possibly get, you know?  ‘But to… To harm someone you love? As a kind of bully? No, it didn’t, it couldn’t even sound like me.’  Amber later got her legal team involved, saying the interview – which ‘blatantly disregarded’ their confidentiality agreement – was an example of the actor’s ‘continued psychological abuse’.  Advertisement  Advertisement      Got a story?    If you've got a story, video or pictures get in touch with the Metro.co.uk Entertainment team by emailing us celebtips@metro.co.uk, calling 020 3615 2145 or by visiting our Submit Stuff page - we'd love to hear from you.   Advertisement  Advertisement  
#AmberHear, #says, #taste, #women, #better, #than, #taste
#AmberHeardJohnnyDepp, #AmberHeardbisexual, #AmberHeardhusband, #AmberHeardex, #AmberHeardlesbian, #AmberHeardgirlfriend, #AmberHearddomesticviolence, #JohnnyDeppexwife",,PT4M14S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,17,0,0,0,https://i.ytimg.com/vi/1AL02_Crmj8/maxresdefault.jpg,1280.0,720.0,
youtube#video,_u6bmgaQZnKkTA8UKjhUzpBe3HE,1M_7QrtvBps,2015-12-09T13:23:05Z,UCFtutWOw-ojSmtsyQFmoTSA,Amber Heard se declara inocente,"De ser hallada culpable, Heard afronta una pena máxima de 10 años de prisión o una multa de casi 100.000 dólares.",https://i.ytimg.com/vi/1M_7QrtvBps/default.jpg,120,90,https://i.ytimg.com/vi/1M_7QrtvBps/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1M_7QrtvBps/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1M_7QrtvBps/sddefault.jpg,640.0,480.0,Zoomin Local Heroes Español,"['Amber', 'Inocente', 'Perritos']",24,none,Amber Heard se declara inocente,"De ser hallada culpable, Heard afronta una pena máxima de 10 años de prisión o una multa de casi 100.000 dólares.",,PT57S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,155,0,0,0,https://i.ytimg.com/vi/1M_7QrtvBps/maxresdefault.jpg,1280.0,720.0,
youtube#video,1P77dn55XeCuioUMY20_6o53lrM,1OYOMefyX7c,2016-05-29T02:30:31Z,UCt9__Gdxm9rX4FaOZCV8Hgg,"Bye bi, Amber: Johnny Depp ’driven insane’ over fears his wife had cheated on him with supermodel Ca","Bye bi, Amber: Johnny Depp ’driven insane’ over fears his wife had cheated on him with supermodel Cara Delevingne
https://www.youtube.com/my_videos?o=U
LOVE-SPLIT star Johnny Depp was “driven insane” by his suspicions that wife Amber Heard and model Cara Delevingne were “making a fool of him”, a source close to the movie icon claimed last night.

And his fears cast a huge shadow over their marriage as the actor lost all faith that bisexual Amber, who he wed in February last year, would ever be loyal.

The source said: “Amber’s friendship with Cara, which grew closer and closer over time, brought about the beginning of the end for her marriage to Johnny",https://i.ytimg.com/vi/1OYOMefyX7c/default.jpg,120,90,https://i.ytimg.com/vi/1OYOMefyX7c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1OYOMefyX7c/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1OYOMefyX7c/sddefault.jpg,640.0,480.0,News BBC,"['Star’s suspicions behind split from bisexual actress', 'Bye bi', 'Amber:', 'Johnny Depp ’driven insane’ over fears his wife had cheated on him with supermodel Ca']",22,none,"Bye bi, Amber: Johnny Depp ’driven insane’ over fears his wife had cheated on him with supermodel Ca","Bye bi, Amber: Johnny Depp ’driven insane’ over fears his wife had cheated on him with supermodel Cara Delevingne
https://www.youtube.com/my_videos?o=U
LOVE-SPLIT star Johnny Depp was “driven insane” by his suspicions that wife Amber Heard and model Cara Delevingne were “making a fool of him”, a source close to the movie icon claimed last night.

And his fears cast a huge shadow over their marriage as the actor lost all faith that bisexual Amber, who he wed in February last year, would ever be loyal.

The source said: “Amber’s friendship with Cara, which grew closer and closer over time, brought about the beginning of the end for her marriage to Johnny",,PT3M26S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,452,1,0,0,https://i.ytimg.com/vi/1OYOMefyX7c/maxresdefault.jpg,1280.0,720.0,
youtube#video,TLIx0F4EGJ5pVO6u4tKRxoJ9UJE,2tarBOjneHk,2016-01-26T17:21:26Z,UC91O4EVuY3ZPtReNpTrFVvw,Amber Heard Creates a Pregnancy Buzz After a Few Clues,"Amber Heard hasn’t announced that she’s pregnant, yet… But it’s reported that a few clues have suggested to her inner circle that she’s expecting her first baby with husband, Johnny Depp.",https://i.ytimg.com/vi/2tarBOjneHk/default.jpg,120,90,https://i.ytimg.com/vi/2tarBOjneHk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2tarBOjneHk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2tarBOjneHk/sddefault.jpg,640.0,480.0,SMG Celeb,"['Amber Heard', 'Johnny Depp', 'baby', 'clues', 'buzz', 'pregnant', 'maybe', 'alcohol', 'celebrity', 'Splash News']",22,none,Amber Heard Creates a Pregnancy Buzz After a Few Clues,"Amber Heard hasn’t announced that she’s pregnant, yet… But it’s reported that a few clues have suggested to her inner circle that she’s expecting her first baby with husband, Johnny Depp.",,PT1M9S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1222,10,0,0,https://i.ytimg.com/vi/2tarBOjneHk/maxresdefault.jpg,1280.0,720.0,
youtube#video,YiykuwClDgcy-_z7YsykWRnv8LM,3DQTbS81y2k,2017-03-25T10:01:43Z,UCDwGO7WuHjCQZyhv_S1tTPA,johnny depp and Amber Heard officially divorced,johnny depp and Amber Heard officially divorced,https://i.ytimg.com/vi/3DQTbS81y2k/default.jpg,120,90,https://i.ytimg.com/vi/3DQTbS81y2k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3DQTbS81y2k/hqdefault.jpg,480,360,,,,Tv gossib sembarang chenel,['Artist music gossib selebrity'],22,none,johnny depp and Amber Heard officially divorced,johnny depp and Amber Heard officially divorced,,PT1M36S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,58,0,0,0,,,,
youtube#video,D8ffhbksZU8lcM-2xUP1LVnxBqM,50pxVCrZM0M,2017-03-24T08:41:40Z,UCetuSeSp3vtDhIChKuKpQvg,Amber Heard Advocates for LGBT Rights at Pride & Prejudice Conference,"Amber Heard is all smiles as she speaks on stage during the Pride & Prejudice Summit on Thursday afternoon (March 23) in New York City.

The 30-year-old actress went business chic for the event where she spoke to The Economist magazine’s deputy editor Tom Standage about how film and arts are pushing for the progress on LGBT rights.

PHOTOS: Check out the latest pics of Amber Heard

Amber also shared during the conference that she has decided to make her Instagram account public!

Amber is currently busy filming Marvel’s upcoming superhero film Aquaman alongside Jason Momoa.

10+ pictures inside of Amber Heard on stage during the conference…",https://i.ytimg.com/vi/50pxVCrZM0M/default.jpg,120,90,https://i.ytimg.com/vi/50pxVCrZM0M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/50pxVCrZM0M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/50pxVCrZM0M/sddefault.jpg,640.0,480.0,Blogger Articles Hollywood,"['Amber Heard', 'Pride & Prejudice Summit', 'Tom Standage', 'PHOTOS: Check out the latest pics of Amber Heard', 'Instagram', 'Jason Momoa']",22,none,Amber Heard Advocates for LGBT Rights at Pride & Prejudice Conference,"Amber Heard is all smiles as she speaks on stage during the Pride & Prejudice Summit on Thursday afternoon (March 23) in New York City.

The 30-year-old actress went business chic for the event where she spoke to The Economist magazine’s deputy editor Tom Standage about how film and arts are pushing for the progress on LGBT rights.

PHOTOS: Check out the latest pics of Amber Heard

Amber also shared during the conference that she has decided to make her Instagram account public!

Amber is currently busy filming Marvel’s upcoming superhero film Aquaman alongside Jason Momoa.

10+ pictures inside of Amber Heard on stage during the conference…",,PT2M11S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,109,0,0,1,https://i.ytimg.com/vi/50pxVCrZM0M/maxresdefault.jpg,1280.0,720.0,
