kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount
youtube#video,NypIaiHKv0aOMX0C-ToRPvMRh2g,2Hvv97njPuk,2019-01-11T21:08:24Z,UCPJ9IalVjvkOOFvqAfC-UrA,10 Feminism - How To Be Ava White,"Amber feels that a part of being a good GM is being exposed to different viewpoints and drawing from real experiences in order to create more authentic characters. Because of that, she wanted to try her hand playing a game from the #Feminism  anthology. It’s a collection of nano games written by women that focus on feminist issues. Amber played How to be Ava White by Eva Wei with Kristin and Brandon. This game is about the unrealistic expectations of being a woman. They donned roles of aspects that live in Ava White’s head and debated their fiercely held beliefs. There is a  long debrief after the debate so this episode is about 50% roleplay and 50% talk show.

Disclaimer: The views of the aspects as they are played do not necessarily represent the views of the players.

iTunes: https://itunes.apple.com/us/podcast/shapeshift/id1256535739
Our Website: http://geekspective.com
Patreon: https://www.patreon.com/geekspective
Facebook: https://www.facebook.com/geekspective",https://i.ytimg.com/vi/2Hvv97njPuk/default.jpg,120,90,https://i.ytimg.com/vi/2Hvv97njPuk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2Hvv97njPuk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2Hvv97njPuk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2Hvv97njPuk/maxresdefault.jpg,1280.0,720.0,Geekspective,"['#Feminism', 'RPG', 'Actual Play', 'Podcast']",20,none,10 Feminism - How To Be Ava White,"Amber feels that a part of being a good GM is being exposed to different viewpoints and drawing from real experiences in order to create more authentic characters. Because of that, she wanted to try her hand playing a game from the #Feminism  anthology. It’s a collection of nano games written by women that focus on feminist issues. Amber played How to be Ava White by Eva Wei with Kristin and Brandon. This game is about the unrealistic expectations of being a woman. They donned roles of aspects that live in Ava White’s head and debated their fiercely held beliefs. There is a  long debrief after the debate so this episode is about 50% roleplay and 50% talk show.

Disclaimer: The views of the aspects as they are played do not necessarily represent the views of the players.

iTunes: https://itunes.apple.com/us/podcast/shapeshift/id1256535739
Our Website: http://geekspective.com
Patreon: https://www.patreon.com/geekspective
Facebook: https://www.facebook.com/geekspective",en,PT51M45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2,0,0,0
youtube#video,-UNnMIA4PE82iHEXGywn2srA4ag,958QAnTBYJQ,2020-03-15T22:03:13Z,UCeooMl4PFAM9kLPHvavt2KQ,Amber Heard Used Weaponized Feminism? And Further Words On Winona Ryder!,"Amber Heard Used Weaponized Feminism? And Further Words On Winona Ryder!

Check out Marc’s channel here: https://youtu.be/aFa7kxO_L48

My Patreon! Starting at $1.00! https://www.patreon.com/user?u=11797644

MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!

Sith Lord Felix : https://www.youtube.com/user/Zthr3E

Adega Outlaw Channel : https://www.youtube.com/channel/UC5U65v5_MmwUuM8tWHzYtqQ

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods (Amber Turd GOODS!)",https://i.ytimg.com/vi/958QAnTBYJQ/default.jpg,120,90,https://i.ytimg.com/vi/958QAnTBYJQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/958QAnTBYJQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/958QAnTBYJQ/sddefault.jpg,640.0,480.0,,,,eHacker,"['amber heard', 'amber heard audio', 'amber heard audio tmz', 'amber heard johnny depp fight video', 'amber heard johnny depp', '#justiceforjohnnydepp', 'amber heard aquaman', 'amber heard aquaman 2', 'amber heard vs johnny depp', 'amber heard aquaman 2 petition', 'johnny depp', 'justice for johnny depp', 'amber heard audio reaction', 'amber heard instagram comments', 'amber heard vs megan fox']",24,none,Amber Heard Used Weaponized Feminism? And Further Words On Winona Ryder!,"Amber Heard Used Weaponized Feminism? And Further Words On Winona Ryder!

Check out Marc’s channel here: https://youtu.be/aFa7kxO_L48

My Patreon! Starting at $1.00! https://www.patreon.com/user?u=11797644

MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!

Sith Lord Felix : https://www.youtube.com/user/Zthr3E

Adega Outlaw Channel : https://www.youtube.com/channel/UC5U65v5_MmwUuM8tWHzYtqQ

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods (Amber Turd GOODS!)",en-US,PT6M2S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2238,178,0,72
youtube#video,MojTGy-rWqt3jTGfMuT23mCEUrw,9Hun-ia3lgs,2011-04-21T15:56:20Z,UCbyLTjhSB4XrFPLcQX22pFw,The Truth about Motherhood and Feminism I: Lecture,"Dr. Amber Kinser speaks about feminism's stance on motherhood. Part one.

ETSU Online Programs - http://www.etsu.edu/online",https://i.ytimg.com/vi/9Hun-ia3lgs/default.jpg,120,90,https://i.ytimg.com/vi/9Hun-ia3lgs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9Hun-ia3lgs/hqdefault.jpg,480,360,,,,,,,East Tennessee State University,"['The', 'Truth', 'about', 'Motherhood', 'and', 'Feminism', 'I:', 'Lecture', 'ETSU', 'East', 'Tennessee', 'State', 'University', 'Amber', 'Kinser', 'woman', 'studies', 'feminist']",27,none,The Truth about Motherhood and Feminism I: Lecture,"Dr. Amber Kinser speaks about feminism's stance on motherhood. Part one.

ETSU Online Programs - http://www.etsu.edu/online",,PT56M49S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,4685,44,0,21
youtube#video,L8x_AY_10iB3f0X8H7rbzTfbxrA,9iIMaFFpZEE,2021-03-17T01:07:03Z,UCs-5D5Wcq0R-3t-ydYvItcg,a'21 :: Ignorant Fairies: New Materialist Queer-Feminist Political Ecological App. :: Öznur Karakaş,"a'21 amberNetworkFestival 
Lecture/Workshop
Ignorant Fairies: New Materialist Queer-Feminist Political Ecological Approaches 
by Öznur Karakaş

In this workshop, we will be studying selected new materialist texts and works of art regarding non-human life, nature and matter in this digital era which also intersects with Anthropocene discussion starting from the beginning of 2000s to better confront the growing 'uncertainty' 'unintelligibility' of non human agency. Plant studies of Natasha Myer, the conception of nature in Staicy Alaimo's queer ecology and nature-culture entanglement in the bio-art works of Marta de Menezes will be discussed within the scope of the larger new materialist, post-human queer-feminist theoretical contributions.  The workshop will include a theoretical part to discuss the place of Nature, Matter and Body in Queer theory with a special emphasis on new materialist critics of Judith Butler's conception of body and performativity. Queer feminist theorists like Stacy Alaimo provide us with valuable tools to reconsider our conception of nature, body and matter in the post-digital world we live in which is gradually more construed around the tendency of dematerialization. Yet, recent discussions on Anthropocene and the growing interest towards developing a political ecology to cope with ramped-up uncertainties of a world afflicted with climate change, and unforeseen viral activities point towards the requirement to re-materialize our ties with the earth. The theoretical part of the workshop will thus give us a chance to reconsider what nature, matter and body signify in in the post-digital world with a special emphasis on Natasha Myer's """"becoming sensor"""" project, Stacy Alaimo's queer ecologies and Marta de Menezes' bioart.  It will also include an artistic-practical part where the participants will be instructed to practice Natasha Myer's Sensing Botanical Sensoria: A Kriya For Cultivating Your Inner Plant.

#queerfeminist #ecology #nonhuman 

a'21 amberNetworkFestival 
Post Digital Ignorance
10 March -18 May 2021
https://ambernetworkfestival.org​​​​​​​​


This event is part of  a’21 - Post Digital Ignorance  x Techno Utopia,  #amberNetworkFestival 
The project was financed by Berlin’s Hauptstadtkulturfonds.

a’21 amberNetworkFestival takes place between the 10th of March and 18th of May 2021 at Oyoun in Berlin and in the network nodes amberPlatform (İstanbul), Darağaç (Izmir), New Media society (Tehran), DAH Project (Shiraz), KounAktif (Casablanca), BAAB (Khartoum), Shahraban (Baalbek), Bishkek Contemporary (Bishkek) and ADEF (Cairo, Berlin) currently. 

a’21 amberNetworkFestival is produced by Oyoun Berlin (https://oyoun.de)
and conceived by amberPlatform İstanbul  (https://ambernetworkfestival.org )",https://i.ytimg.com/vi/9iIMaFFpZEE/default.jpg,120,90,https://i.ytimg.com/vi/9iIMaFFpZEE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9iIMaFFpZEE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/9iIMaFFpZEE/sddefault.jpg,640.0,480.0,,,,amberPlatform,,22,none,a'21 :: Ignorant Fairies: New Materialist Queer-Feminist Political Ecological App. :: Öznur Karakaş,"a'21 amberNetworkFestival 
Lecture/Workshop
Ignorant Fairies: New Materialist Queer-Feminist Political Ecological Approaches 
by Öznur Karakaş

In this workshop, we will be studying selected new materialist texts and works of art regarding non-human life, nature and matter in this digital era which also intersects with Anthropocene discussion starting from the beginning of 2000s to better confront the growing 'uncertainty' 'unintelligibility' of non human agency. Plant studies of Natasha Myer, the conception of nature in Staicy Alaimo's queer ecology and nature-culture entanglement in the bio-art works of Marta de Menezes will be discussed within the scope of the larger new materialist, post-human queer-feminist theoretical contributions.  The workshop will include a theoretical part to discuss the place of Nature, Matter and Body in Queer theory with a special emphasis on new materialist critics of Judith Butler's conception of body and performativity. Queer feminist theorists like Stacy Alaimo provide us with valuable tools to reconsider our conception of nature, body and matter in the post-digital world we live in which is gradually more construed around the tendency of dematerialization. Yet, recent discussions on Anthropocene and the growing interest towards developing a political ecology to cope with ramped-up uncertainties of a world afflicted with climate change, and unforeseen viral activities point towards the requirement to re-materialize our ties with the earth. The theoretical part of the workshop will thus give us a chance to reconsider what nature, matter and body signify in in the post-digital world with a special emphasis on Natasha Myer's """"becoming sensor"""" project, Stacy Alaimo's queer ecologies and Marta de Menezes' bioart.  It will also include an artistic-practical part where the participants will be instructed to practice Natasha Myer's Sensing Botanical Sensoria: A Kriya For Cultivating Your Inner Plant.

#queerfeminist #ecology #nonhuman 

a'21 amberNetworkFestival 
Post Digital Ignorance
10 March -18 May 2021
https://ambernetworkfestival.org​​​​​​​​


This event is part of  a’21 - Post Digital Ignorance  x Techno Utopia,  #amberNetworkFestival 
The project was financed by Berlin’s Hauptstadtkulturfonds.

a’21 amberNetworkFestival takes place between the 10th of March and 18th of May 2021 at Oyoun in Berlin and in the network nodes amberPlatform (İstanbul), Darağaç (Izmir), New Media society (Tehran), DAH Project (Shiraz), KounAktif (Casablanca), BAAB (Khartoum), Shahraban (Baalbek), Bishkek Contemporary (Bishkek) and ADEF (Cairo, Berlin) currently. 

a’21 amberNetworkFestival is produced by Oyoun Berlin (https://oyoun.de)
and conceived by amberPlatform İstanbul  (https://ambernetworkfestival.org )",en,PT1H58M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,251,8,0,0
youtube#video,20h3D55-RC6hmOZkhMcWk1k5wkU,B470RcgGu1w,2018-07-12T21:32:18Z,UCTS33XJIjnhNL8IXzBq0cBw,I Was Bullied By SJW Twitter Feminist,"A transgendered feminist named Charolette Clymer bullied me on twitter recently over a tweet about Johnny Depp and Amber Heard. I explain what happened.  The feminist, sjw Charlotte Clymer, has a history of bullying people, including women, back when her name was Charles Clymer.  She also bullied Canadian TV personality Ed The Sock over the same issue.  As he said, this is how the left loses.

Thanks to Man Like Man for doing the voice for part of this, check out his blog here: https://manlikeman123.com/

Subscribe now to join the Zork Army!
https://www.youtube.com/zorkmid123?sub_confirmation=1
I livestream on Twitch and Younow!
Follow me on Twitch:
https://www.twitch.tv/zorkmid123/
Follow me in Younow:
https://www.younow.com/Zorkmid123
Join my discord server!
https://discord.gg/RNPjpGR
Follow me on Twitter:
https://www.twitter.com/zorkmid123
Follow me on Instagram:
https://www.instagram.com/zorkmid123 
My Snapchat:
Zorkmid123",https://i.ytimg.com/vi/B470RcgGu1w/default.jpg,120,90,https://i.ytimg.com/vi/B470RcgGu1w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/B470RcgGu1w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/B470RcgGu1w/sddefault.jpg,640.0,480.0,,,,Zorkmid123,"['feminist', 'charles clymer', 'clymer', 'charles', 'charolette', 'charolotte clymer', 'twitter feminist', 'bullied by feminist', 'feminist bullies me', 'twitter feminist bullies me', 'bullied on twitter', 'zorkmid', 'zorkmid123', 'zorkmid 123', 'johnny depp', 'man like man', 'feminism', 'social justice warrior', 'sjw', 'social justice warriors', 'amber heard', 'ed the sock', 'feminist gets owned', 'sjws', 'transgender', 'transgender feminist', 'radical feminist', 'charolette charles clymer', '#stopclymer']",25,none,I Was Bullied By SJW Twitter Feminist,"A transgendered feminist named Charolette Clymer bullied me on twitter recently over a tweet about Johnny Depp and Amber Heard. I explain what happened.  The feminist, sjw Charlotte Clymer, has a history of bullying people, including women, back when her name was Charles Clymer.  She also bullied Canadian TV personality Ed The Sock over the same issue.  As he said, this is how the left loses.

Thanks to Man Like Man for doing the voice for part of this, check out his blog here: https://manlikeman123.com/

Subscribe now to join the Zork Army!
https://www.youtube.com/zorkmid123?sub_confirmation=1
I livestream on Twitch and Younow!
Follow me on Twitch:
https://www.twitch.tv/zorkmid123/
Follow me in Younow:
https://www.younow.com/Zorkmid123
Join my discord server!
https://discord.gg/RNPjpGR
Follow me on Twitter:
https://www.twitter.com/zorkmid123
Follow me on Instagram:
https://www.instagram.com/zorkmid123 
My Snapchat:
Zorkmid123",en,PT6M47S,2d,hd,false,True,rectangular,processed,public,youtube,False,False,False,1480,86,0,53
youtube#video,i8y3U8b3Nqe2xnL9_Dgk49jxKn0,LSkZvuxktjA,2020-02-07T05:09:09Z,UCVtPy3loqULGCSnPocLaQKg,Amber and Johnny: The Cognitive Dissonance of the Feminist Strag!,"#Strag #AmberHeard #JusticeForJohnnyDepp

I wanted to adding another audio from the Amber Heard/Johnny Depp argument which exposes why it's hard for Men to report abuse and harder to get safe spaces for men! 



Twitter: @Gambit_factor1",https://i.ytimg.com/vi/LSkZvuxktjA/default.jpg,120,90,https://i.ytimg.com/vi/LSkZvuxktjA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LSkZvuxktjA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/LSkZvuxktjA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/LSkZvuxktjA/maxresdefault.jpg,1280.0,720.0,Black Knight Discussions,"['Amber Heard', 'Johnny Depp']",25,none,Amber and Johnny: The Cognitive Dissonance of the Feminist Strag!,"#Strag #AmberHeard #JusticeForJohnnyDepp

I wanted to adding another audio from the Amber Heard/Johnny Depp argument which exposes why it's hard for Men to report abuse and harder to get safe spaces for men! 



Twitter: @Gambit_factor1",en-US,PT30M38S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,52,2,0,0
youtube#video,iF7kK4m2ZApaAYt2L5i_-No_PMQ,l_pV70n4t64,2020-05-02T17:47:24Z,UCMrpRnyBJhgVBy3rm0K4P5w,Johnny Depp attacked for what!? NPC media goes all out to protect Amber Heard!,"After a questionable call recording was released last week, the same NPC media outlets resumed their smear attacks on Johnny Depp!

Upgrade to a Ridge Wallet and get 10% off with free worldwide shipping by using this link. Remember to use the code FLASH
Here is the link: https://www.ridgewallet.com/?utm_source=referral&utm_medium=FLASH

Check out my store! 
https://teespring.com/stores/yellowflash-merch

Check out my Patreon! 
https://www.patreon.com/yellowflashcomics
Check out my Twitch! 
https://www.twitch.tv/yellowflashcomics
Follow me on Twitter!
@yellowflashguy
#justiceforjohnny #johnnydepp #amberheard",https://i.ytimg.com/vi/l_pV70n4t64/default.jpg,120,90,https://i.ytimg.com/vi/l_pV70n4t64/mqdefault.jpg,320,180,https://i.ytimg.com/vi/l_pV70n4t64/hqdefault.jpg,480,360,https://i.ytimg.com/vi/l_pV70n4t64/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/l_pV70n4t64/maxresdefault.jpg,1280.0,720.0,YellowFlash 2,"['marvel comics', 'dc comics', 'The YellowFlash', 'YellowFlash', 'YellowFlash 2', 'Yellow Flash 2', 'YellowFlash2', 'YellowFlashGuy', 'Johnny Depp Amber Heard', 'Amber Heard Johnny Depp', 'Johnny Depp Amber Heard audio', 'Amber Heard Johnny Depp audio', 'Amber Heard Audio', 'Johnny Depp Audio', 'Johnny Depp', 'Amber Heard', 'Amber Heard Johnny Depp fight', 'Johnny Depp Amber Heard fight', 'johnny depp amber heard fight audio', 'Amber Heard Aquaman', 'Amber Heard Aquaman 2', 'Aquaman', 'Aquaman 2', 'amber heard elon musk']",24,none,Johnny Depp attacked for what!? NPC media goes all out to protect Amber Heard!,"After a questionable call recording was released last week, the same NPC media outlets resumed their smear attacks on Johnny Depp!

Upgrade to a Ridge Wallet and get 10% off with free worldwide shipping by using this link. Remember to use the code FLASH
Here is the link: https://www.ridgewallet.com/?utm_source=referral&utm_medium=FLASH

Check out my store! 
https://teespring.com/stores/yellowflash-merch

Check out my Patreon! 
https://www.patreon.com/yellowflashcomics
Check out my Twitch! 
https://www.twitch.tv/yellowflashcomics
Follow me on Twitter!
@yellowflashguy
#justiceforjohnny #johnnydepp #amberheard",,PT13M15S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,60932,2844,0,504
youtube#video,cA2zXEYt5MEf3AOHcXq6EsbxEys,OC65FrSt7Gc,2017-02-09T04:11:09Z,UCXywNnRD18F584bx50CGlqQ,God's Feminist Movement | Interview with Amber Picota,"Would you be shocked, offended or apathetic if I told you I haven&rsquo;t had any female guests on the podcast in over 6 years? Yes that&rsquo;s right, somehow six years have gone by since the last time Fire On Your Head welcomed a female guest. Not because we&rsquo;re sexist, but like as I explained in the introduction, none of the people I&rsquo;ve invited on the podcast in recent years have gotten back to me.

We finally break that streak and welcome author of the forthcoming book, God&rsquo;s Feminist Movement, Amber Picota to the show. We discussed a lot of different things, such as:

-the pros and cons of repurposing blog content into a book,
-the challenges I faced when I published my first Kindle book
-how she scored a book contract with Destiny Image Publishers
-how her time so far in the Welton Academy also led to her going -through the Scripture with a new set of eyes to see things we&rsquo;re oftentimes conditioned to accept without question.
-God&rsquo;s Feminist Movement and what it is. We&rsquo;ve heard a lot of prophetic voices talk about how God is turning the hearts of the fathers to the hearts of the sons, but what about&hellip; the mothers?
-Amber shares her powerful testimony
and a lot more...

Join us this week for an in-depth conversation.

Check out Amber's site at AmberPicota.com, and pre-order a copy of her book on Amazon.

Other books mentioned in the show:

Powerful &amp; Free by Danny Silk 

Fashioned to Reign by Kris Vallotton

Normal Christianity by Jonathan Welton

Playing Second Fiddle: God's Heart for Harmony Regarding Women and the Church by Judi Peers

Detailed blog page for this episode: http://stevebremner.com/2016/03/gods-feminist-movement-interview-with-amber-picota/",https://i.ytimg.com/vi/OC65FrSt7Gc/default.jpg,120,90,https://i.ytimg.com/vi/OC65FrSt7Gc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/OC65FrSt7Gc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/OC65FrSt7Gc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/OC65FrSt7Gc/maxresdefault.jpg,1280.0,720.0,Steve Bremner,"['Amber Picota', ""God's Feminist Movement"", 'Destiny Image Publisher', 'Interview', 'Steve Bremner']",29,none,God's Feminist Movement | Interview with Amber Picota,"Would you be shocked, offended or apathetic if I told you I haven&rsquo;t had any female guests on the podcast in over 6 years? Yes that&rsquo;s right, somehow six years have gone by since the last time Fire On Your Head welcomed a female guest. Not because we&rsquo;re sexist, but like as I explained in the introduction, none of the people I&rsquo;ve invited on the podcast in recent years have gotten back to me.

We finally break that streak and welcome author of the forthcoming book, God&rsquo;s Feminist Movement, Amber Picota to the show. We discussed a lot of different things, such as:

-the pros and cons of repurposing blog content into a book,
-the challenges I faced when I published my first Kindle book
-how she scored a book contract with Destiny Image Publishers
-how her time so far in the Welton Academy also led to her going -through the Scripture with a new set of eyes to see things we&rsquo;re oftentimes conditioned to accept without question.
-God&rsquo;s Feminist Movement and what it is. We&rsquo;ve heard a lot of prophetic voices talk about how God is turning the hearts of the fathers to the hearts of the sons, but what about&hellip; the mothers?
-Amber shares her powerful testimony
and a lot more...

Join us this week for an in-depth conversation.

Check out Amber's site at AmberPicota.com, and pre-order a copy of her book on Amazon.

Other books mentioned in the show:

Powerful &amp; Free by Danny Silk 

Fashioned to Reign by Kris Vallotton

Normal Christianity by Jonathan Welton

Playing Second Fiddle: God's Heart for Harmony Regarding Women and the Church by Judi Peers

Detailed blog page for this episode: http://stevebremner.com/2016/03/gods-feminist-movement-interview-with-amber-picota/",,PT1H48M55S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,29,0,0,0
youtube#video,ExBgPH1_b-7GkeMZTRdLav3qatw,T44lY5pCqIM,2011-10-26T16:54:05Z,UCQlRhZk3WxSLPKxrFUGfUlw,Expanding Feminism: Collaborations for Social Justice,"This plenary session featuring Ai-jen Poo, Sydnie L. Mosley, Amber Hollibaugh, Ana Oliveira, and moderator Janet Jakobsen was recorded on September 23, 2011 at Activism & the Academy: Celebrating 40 Years of Feminist Scholarship & Action, a conference in honor of the 40th anniversary of the Barnard Center for Research on Women.

Help us caption and translate this video on Amara.org: http://www.amara.org/en/v/B0Gi/",https://i.ytimg.com/vi/T44lY5pCqIM/default.jpg,120,90,https://i.ytimg.com/vi/T44lY5pCqIM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/T44lY5pCqIM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/T44lY5pCqIM/sddefault.jpg,640.0,480.0,,,,Barnard Center for Research on Women,"['feminism', 'feminist', 'activism', 'activist', 'domestic work', 'domestic labor', 'organizing', 'dance', 'choreography', 'queer', 'economic justice', 'social justice', 'philanthropy', 'intersectionality']",27,none,Expanding Feminism: Collaborations for Social Justice,"This plenary session featuring Ai-jen Poo, Sydnie L. Mosley, Amber Hollibaugh, Ana Oliveira, and moderator Janet Jakobsen was recorded on September 23, 2011 at Activism & the Academy: Celebrating 40 Years of Feminist Scholarship & Action, a conference in honor of the 40th anniversary of the Barnard Center for Research on Women.

Help us caption and translate this video on Amara.org: http://www.amara.org/en/v/B0Gi/",,PT1H23M13S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,628,4,0,1
youtube#video,5xNGjWswbesezgdVNbo1t0CtUmg,UdHQ5SR5e6k,2018-02-05T23:06:36Z,UCN86jZHc7nFyVSVOYWMcweA,"Online Unboxing! (Amber Scholl, Zaful, Feminist Apparel)","Hey everybody! Thank you so much for watching! 

LINKS-
Amber Scholl's Necklace ($30.00): https://ok1984.com/collections/amberscholl/products/1-million-necklace
DISCOUNT LINK: http://ok1984.refr.cc/dalilaa

ZAFUL:
Coverup/Beach spread ($18.92): https://www.zaful.com/convertible-round-shape-geometric-print-cape-cover-up-p_192209.html
Glasses ($7.76): https://www.zaful.com/transparent-lens-crossover-round-sunglasses-p_258891.html
Mustard Scarf ($4.65): https://www.zaful.com/outdoor-crochet-ribbed-knitting-scarf-p_410341.html
Knee-High Boot Socks ($7.27): https://www.zaful.com/button-embellished-knitted-stockings-p_404747.html
Cropped Hoodie ($26.99): https://www.zaful.com/striped-sleeve-crop-hoodie-p_412193.html
Hat ($8.37): https://www.zaful.com/cc-label-decorated-crochet-knitted-slouchy-beanie-p_437661.html

FEMINIST APPAREL: 
Empowered Women T-Shirt (S) ($29.95): https://www.feministapparel.com/products/empowered-women-empower-women-womens-t-shirt
Self-Care Hat (N/A)
Empowered Women Poster ($19.95): https://www.feministapparel.com/products/empowered-women-empower-eomen-poster

Watch my last video: 
Reacting to INDIA LOVE ""LOCO""
https://youtu.be/Kql4m20WcBc

Please subscribe, like and comment for any questions or ideas for future videos. 

Connect with me on 
Instagram, Snapchat - shesagoddessx
Email for serious inquiries - shesagoddessx@gmail.com

All rights to the song go to Innkeeper Studio Backing Tracks. I do not own any rights to any songs.

#shopping #haul",https://i.ytimg.com/vi/UdHQ5SR5e6k/default.jpg,120,90,https://i.ytimg.com/vi/UdHQ5SR5e6k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UdHQ5SR5e6k/hqdefault.jpg,480,360,https://i.ytimg.com/vi/UdHQ5SR5e6k/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/UdHQ5SR5e6k/maxresdefault.jpg,1280.0,720.0,Dalila,"['new', 'unboxing', 'amber scholl', 'zaful', 'feminist apparel', 'shopping', 'haul', 'winter', 'necklace', 'hoodie', 'hat', 'glasses', 'dad hat', 'cover up', 'poster', 'feminist', 'online', 'clothing', 'clothing haul', 'accessories', 'amber', 'scholl', 'essentials', 'online shopping']",22,none,"Online Unboxing! (Amber Scholl, Zaful, Feminist Apparel)","Hey everybody! Thank you so much for watching! 

LINKS-
Amber Scholl's Necklace ($30.00): https://ok1984.com/collections/amberscholl/products/1-million-necklace
DISCOUNT LINK: http://ok1984.refr.cc/dalilaa

ZAFUL:
Coverup/Beach spread ($18.92): https://www.zaful.com/convertible-round-shape-geometric-print-cape-cover-up-p_192209.html
Glasses ($7.76): https://www.zaful.com/transparent-lens-crossover-round-sunglasses-p_258891.html
Mustard Scarf ($4.65): https://www.zaful.com/outdoor-crochet-ribbed-knitting-scarf-p_410341.html
Knee-High Boot Socks ($7.27): https://www.zaful.com/button-embellished-knitted-stockings-p_404747.html
Cropped Hoodie ($26.99): https://www.zaful.com/striped-sleeve-crop-hoodie-p_412193.html
Hat ($8.37): https://www.zaful.com/cc-label-decorated-crochet-knitted-slouchy-beanie-p_437661.html

FEMINIST APPAREL: 
Empowered Women T-Shirt (S) ($29.95): https://www.feministapparel.com/products/empowered-women-empower-women-womens-t-shirt
Self-Care Hat (N/A)
Empowered Women Poster ($19.95): https://www.feministapparel.com/products/empowered-women-empower-eomen-poster

Watch my last video: 
Reacting to INDIA LOVE ""LOCO""
https://youtu.be/Kql4m20WcBc

Please subscribe, like and comment for any questions or ideas for future videos. 

Connect with me on 
Instagram, Snapchat - shesagoddessx
Email for serious inquiries - shesagoddessx@gmail.com

All rights to the song go to Innkeeper Studio Backing Tracks. I do not own any rights to any songs.

#shopping #haul",,PT10M37S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,177,6,0,10
