kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultAudioLanguage,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,contentDetails.regionRestriction.blocked,snippet.defaultLanguage
youtube#video,dExtQruj6FrUz-4OhsQ0ktMhUx8,-6NUgQy_CEU,2021-04-22T08:50:42Z,UCNPU4tUICBoqF6VuooW8YIA,To Amber Heard on her birthday,,https://i.ytimg.com/vi/-6NUgQy_CEU/default.jpg,120,90,https://i.ytimg.com/vi/-6NUgQy_CEU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-6NUgQy_CEU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-6NUgQy_CEU/sddefault.jpg,640.0,480.0,aslam mak,22,none,To Amber Heard on her birthday,,PT3S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,44,1,0,1,,,,,,,
youtube#video,ZFQDQ-anhbjlea6PPWnEGIWLb5Y,-Po1AXO8lZg,2021-05-06T01:55:43Z,UCAVgFwnRKj2Ny8M2emfYm9w,Amber Heard stories,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/-Po1AXO8lZg/default.jpg,120,90,https://i.ytimg.com/vi/-Po1AXO8lZg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-Po1AXO8lZg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-Po1AXO8lZg/sddefault.jpg,640.0,480.0,Celebrity Scoop,24,none,Amber Heard stories,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT11S,2d,sd,false,True,rectangular,processed,public,youtube,True,False,False,4145,,0,5,"['entretenimientos', 'celebridades . farandula', 'estrenos', 'criticas', 'cine']",es,,,,,
youtube#video,nyDDxb7zsAvj0Zqk0gjsUIXlG0w,-ZIsug8-gGI,2021-06-12T03:39:30Z,UCjTw88v_sAyk3yZNadlaa7A,4k whatsapp status || Amber heard || full screen status || My Dil Goes Mmmm Status || Hollywood,"#amberheard
#amberheardstatus
#amberheardwhatsappstatus
#4kwhatsappstatus
#fullscreenwhatsappstatus
#hollywoodwhatsappstatus
#whatsapp_status
#4kfullscreenwhatsappstatus
#amberheardlovestatus

amber heard whatsapp status
amber heard whatsapp status english
amber heard aquaman whatsapp status 
amber heard full screen whatsapp status
amber heard 4k whatsapp status
hollywood whatsapp status
amber heard whatsapp status tamil
amber heard whatsapp status full screen 
amber heard whatsapp status 4k ultra hd
amber heard 4k full screen status
amber heard whatsapp status 4k full screen 
amber heard 4k hd whatsapp status
amber heard full screen 4k whatsapp status
amber heard hollywood whatsapp status 
4k whatsapp status amber heard
4k full screen amber heard whatsapp status 
4k amber heard whatsapp status english
4k amber heard whatsapp status tamil
4k amber heard whatsapp status hindi
4k amber heard full screen whatsapp status
full screen amber heard whatsapp status
full screen amber heard whatsapp status tamil
full screen amber heard whatsapp status hindi 
full screen amber heard whatsapp status english
full screen amber heard 4k whatsapp status
full screen 4k whatsapp status amber heard
full screen 4k amber heard whatsapp status 
hollywood actress amber heard whatsapp status 
hollywood actress amber heard 4k whatsapp status
amber heard full screen status 
amber heard full screen 4k status
amber heard full screen 4k hd status 
amber heard full hd status 
amber heard 4k full screen status 
amber heard 4k full hd status 
amber heard 4k ultra hd status 
aquaman amber heard whatsapp status 
aquaman amber heard 4k whatsapp status 
aquaman amber heard full screen whatsapp status 
aquaman amber heard hollywood whatsapp status 
aquaman amber heard full screen whatsapp status tamil 
new 4k amber heard whatsapp status 
new 4k full screen amber heard whatsapp status 
new 4k whatsapp status amber heard 
new 4k amber heard full screen whatsapp status 
new full screen amber heard whatsapp status 
new full screen amber heard 4k whatsapp status 
new full screen 4k whatsapp status amber heard 
new amber heard whatsapp status 
new amber heard whatsapp status tamil 
new amber heard full screen whatsapp status 
new amber heard 4k whatsapp status 
new aquaman whatsapp status 
new aquaman whatsapp status tamil 
new aquaman whatsapp status full screen 
new aquaman whatsapp status 4k
new aquaman whatsapp status 4k full screen tamil
my dil goes mmmm whatsapp status
my dil goes mmmm amber heard whatsapp status 
my dil goes mmmm amber heard 
my dil goes mmmm status amber heard 
my dil goes mmmm 4k whatsapp status 
my dil goes mmmm full screen whatsapp status 
my dil goes mmmm amber heard hollywood status 
Creative VDO whatsapp status 
Creative VDO whatsapp status 4k
Creative VDO whatsapp status full screen 

#aquamanamberheardstatus
#aquamanamberheardstatus4k
#4kamberheardwhatsappstatus
#fullscreenamberheardstatus
#amber_heard_whatsapp_status
#hollywoodamberheardstatus
#hollywoodamberheardwhatsappstatus
#newamberheardwhatsappstatus
#CreativeVDOstatus
#AMBERHEARDWHATSAPPSTATUS
#Amber_heard_full_hd_status
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 

PLEASE READ...
I don't own the audio and picture. The credits go to the respective owners. This video is purely fan-made, and will not be used for profit or illegal sharing.

Fair Use:

""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.""

We do not own all the material we're posting on this channel. If you are a copyright owner and want your work to be removed from our channel PLEASE contact us via email (chittoriasachin@gmail.com) or leave us a personal message here and we will remove your material right away. PLEASE do not opt for a youtube strike.
Let us keep each other happy :)

Thank you ☺️",https://i.ytimg.com/vi/-ZIsug8-gGI/default.jpg,120,90,https://i.ytimg.com/vi/-ZIsug8-gGI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-ZIsug8-gGI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-ZIsug8-gGI/sddefault.jpg,640.0,480.0,Creative VDO,24,none,4k whatsapp status || Amber heard || full screen status || My Dil Goes Mmmm Status || Hollywood,"#amberheard
#amberheardstatus
#amberheardwhatsappstatus
#4kwhatsappstatus
#fullscreenwhatsappstatus
#hollywoodwhatsappstatus
#whatsapp_status
#4kfullscreenwhatsappstatus
#amberheardlovestatus

amber heard whatsapp status
amber heard whatsapp status english
amber heard aquaman whatsapp status 
amber heard full screen whatsapp status
amber heard 4k whatsapp status
hollywood whatsapp status
amber heard whatsapp status tamil
amber heard whatsapp status full screen 
amber heard whatsapp status 4k ultra hd
amber heard 4k full screen status
amber heard whatsapp status 4k full screen 
amber heard 4k hd whatsapp status
amber heard full screen 4k whatsapp status
amber heard hollywood whatsapp status 
4k whatsapp status amber heard
4k full screen amber heard whatsapp status 
4k amber heard whatsapp status english
4k amber heard whatsapp status tamil
4k amber heard whatsapp status hindi
4k amber heard full screen whatsapp status
full screen amber heard whatsapp status
full screen amber heard whatsapp status tamil
full screen amber heard whatsapp status hindi 
full screen amber heard whatsapp status english
full screen amber heard 4k whatsapp status
full screen 4k whatsapp status amber heard
full screen 4k amber heard whatsapp status 
hollywood actress amber heard whatsapp status 
hollywood actress amber heard 4k whatsapp status
amber heard full screen status 
amber heard full screen 4k status
amber heard full screen 4k hd status 
amber heard full hd status 
amber heard 4k full screen status 
amber heard 4k full hd status 
amber heard 4k ultra hd status 
aquaman amber heard whatsapp status 
aquaman amber heard 4k whatsapp status 
aquaman amber heard full screen whatsapp status 
aquaman amber heard hollywood whatsapp status 
aquaman amber heard full screen whatsapp status tamil 
new 4k amber heard whatsapp status 
new 4k full screen amber heard whatsapp status 
new 4k whatsapp status amber heard 
new 4k amber heard full screen whatsapp status 
new full screen amber heard whatsapp status 
new full screen amber heard 4k whatsapp status 
new full screen 4k whatsapp status amber heard 
new amber heard whatsapp status 
new amber heard whatsapp status tamil 
new amber heard full screen whatsapp status 
new amber heard 4k whatsapp status 
new aquaman whatsapp status 
new aquaman whatsapp status tamil 
new aquaman whatsapp status full screen 
new aquaman whatsapp status 4k
new aquaman whatsapp status 4k full screen tamil
my dil goes mmmm whatsapp status
my dil goes mmmm amber heard whatsapp status 
my dil goes mmmm amber heard 
my dil goes mmmm status amber heard 
my dil goes mmmm 4k whatsapp status 
my dil goes mmmm full screen whatsapp status 
my dil goes mmmm amber heard hollywood status 
Creative VDO whatsapp status 
Creative VDO whatsapp status 4k
Creative VDO whatsapp status full screen 

#aquamanamberheardstatus
#aquamanamberheardstatus4k
#4kamberheardwhatsappstatus
#fullscreenamberheardstatus
#amber_heard_whatsapp_status
#hollywoodamberheardstatus
#hollywoodamberheardwhatsappstatus
#newamberheardwhatsappstatus
#CreativeVDOstatus
#AMBERHEARDWHATSAPPSTATUS
#Amber_heard_full_hd_status
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 

PLEASE READ...
I don't own the audio and picture. The credits go to the respective owners. This video is purely fan-made, and will not be used for profit or illegal sharing.

Fair Use:

""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.""

We do not own all the material we're posting on this channel. If you are a copyright owner and want your work to be removed from our channel PLEASE contact us via email (chittoriasachin@gmail.com) or leave us a personal message here and we will remove your material right away. PLEASE do not opt for a youtube strike.
Let us keep each other happy :)

Thank you ☺️",PT23S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,456,36,0,0,"['amber heard', 'amber heard whatsapp status', 'amber heard 4k whatsapp status', 'amber heard full screen whatsapp status', 'amber heard 4k full screen status', '4k full screen whatsapp status', '4k hollywood whatsapp status', 'my dil goes mmmm whatsapp status', 'full screen amber heard whatsapp status', 'new amber heard whatsapp status', 'new amber heard aquaman whatsapp status', 'new amber heard whatsapp status tamil', '4k whatsapp status']",,https://i.ytimg.com/vi/-ZIsug8-gGI/maxresdefault.jpg,1280.0,720.0,,
youtube#video,zzkL5BWiKUfPEiDLINSVMzk-zok,2lIx59VO2zw,2021-11-02T06:06:27Z,UCbtRPIf6lLtVo_fvwyoZ8zA,Message to Amber Heard,,https://i.ytimg.com/vi/2lIx59VO2zw/default.jpg,120,90,https://i.ytimg.com/vi/2lIx59VO2zw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2lIx59VO2zw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2lIx59VO2zw/sddefault.jpg,640.0,480.0,greg irish,22,none,Message to Amber Heard,,PT3S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,29,1,0,0,,,https://i.ytimg.com/vi/2lIx59VO2zw/maxresdefault.jpg,1280.0,720.0,,
youtube#video,TMQC-vjX3Wm0rMgWD58LMWmfCFU,40GFEFyLvls,2021-04-22T08:30:57Z,UCeEf92pCk-nlECUgModuBrw,Message to Amber Heard on her birthday,,https://i.ytimg.com/vi/40GFEFyLvls/default.jpg,120,90,https://i.ytimg.com/vi/40GFEFyLvls/mqdefault.jpg,320,180,https://i.ytimg.com/vi/40GFEFyLvls/hqdefault.jpg,480,360,https://i.ytimg.com/vi/40GFEFyLvls/sddefault.jpg,640.0,480.0,Maverick Wallowson,22,none,Message to Amber Heard on her birthday,,PT9S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,18,0,0,0,,,,,,,
youtube#video,TT4ObywsOicWKEf0l-zWyuNCs8g,41UhnXZewwo,2020-07-10T17:21:57Z,UCPXw7YNF1wDZ1-0co4mUIqg,Johnny Depp & Amber Heard: Diese Schock-Bilder hat noch niemand gesehen,"Music in Video :

Beautiful Sea 
Deezer: https://www.deezer.com/album/115329842
Spotify: https://open.spotify.com/album/7A1o9o8AIs47HeRp1JFInn
Apple Music: https://itunes.apple.com/album/id1483786765?app=music
iTunes Store: https://itunes.apple.com/album/id1483786765

Tender Melody
Deezer: https://www.deezer.com/album/114556562
Spotify: https://open.spotify.com/album/5Q7svqa6e3MH5ChaqXwiEV


House and Happiness
Deezer: https://www.deezer.com/album/138648602
Spotify: https://open.spotify.com/album/4wCzuWqGspuCPJc6Zx1tOQ


Happy Home
Deezer: https://www.deezer.com/album/138662522
Spotify: https://open.spotify.com/album/6ZidJtEwOm2QwLckkfBQs6
Apple Music: https://itunes.apple.com/album/id1504992522?app=music
iTunes Store: https://itunes.apple.com/album/id1504992522




Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.",https://i.ytimg.com/vi/41UhnXZewwo/default.jpg,120,90,https://i.ytimg.com/vi/41UhnXZewwo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/41UhnXZewwo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/41UhnXZewwo/sddefault.jpg,640.0,480.0,Latest News Today,22,none,Johnny Depp & Amber Heard: Diese Schock-Bilder hat noch niemand gesehen,"Music in Video :

Beautiful Sea 
Deezer: https://www.deezer.com/album/115329842
Spotify: https://open.spotify.com/album/7A1o9o8AIs47HeRp1JFInn
Apple Music: https://itunes.apple.com/album/id1483786765?app=music
iTunes Store: https://itunes.apple.com/album/id1483786765

Tender Melody
Deezer: https://www.deezer.com/album/114556562
Spotify: https://open.spotify.com/album/5Q7svqa6e3MH5ChaqXwiEV


House and Happiness
Deezer: https://www.deezer.com/album/138648602
Spotify: https://open.spotify.com/album/4wCzuWqGspuCPJc6Zx1tOQ


Happy Home
Deezer: https://www.deezer.com/album/138662522
Spotify: https://open.spotify.com/album/6ZidJtEwOm2QwLckkfBQs6
Apple Music: https://itunes.apple.com/album/id1504992522?app=music
iTunes Store: https://itunes.apple.com/album/id1504992522




Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.",PT2M27S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2,0,0,0,"['Johnny Depp', 'Amber Heard']",,,,,,
youtube#video,Q9EiW_NJXbogIYSn5M659ghsV-8,4b2EJ2oGank,2018-05-03T17:10:35Z,UCeknwta58jWLJEvtA9N3PtQ,PHOTO – Amber Heard  son tendre message pour l’an­ni­ver­saire de son,"PHOTO – Amber Heard  son tendre message pour l’an­ni­ver­saire de son....
Amber Heard et Tasya Van Ree ont vécu une tendre histoire d'amour, au début des années 2000. La comé­dienne et la photo­graphe se sont tant aimées que des rumeurs de mariage ont été évoquées, une céré­mo­nie qui aurait été célé­brée en 2011, peu après la léga­li­sa­tion en Cali­for­nie du mariage entre personnes du même sexe. Amber Heard s'était même fait appe­ler Amber Van Ree, inten­si­fiant davan­tage encore les bruits de couloirs. Leur union a fina­le­ment pris fin dans des circons­tances plutôt sombres : selon TMZ, l'actrice s'était fait arrê­ter pour violence domes­tique envers Tasya Van Ree, après une dispute.

Malgré cela, les deux femmes gardent depuis de bonnes rela­tions. Durant son mariage avec Johnny Depp, Amber Heard fréquen­tait beau­coup son ex-petite amie, ce qui avait de quoi atti­ser la jalou­sie de l'acteur. Amies, la comé­dienne et la photo­graphe sont restées proches. Pour l'anni­ver­saire de Tasya Van Ree, la jolie blonde a posté un cliché et un tendre message sur insta­gram à l'atten­tion de son ex-chérie.

« En l'honneur de la plus belle, la plus talen­tueuse et irides­cente (qui réflé­chit les couleurs de l'arc-en-ciel, NDRL) des femmes que je connaisse, une photo qui date d'il y a dix ans. Le plus bel anni­ver­saire Tasya Van Ree ! Je suis telle­ment chan­ceuse d'avoir vécu ces années d'amour, de vie et d'amitié avec toi », a écrit Amber Heard.",https://i.ytimg.com/vi/4b2EJ2oGank/default.jpg,120,90,https://i.ytimg.com/vi/4b2EJ2oGank/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4b2EJ2oGank/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4b2EJ2oGank/sddefault.jpg,640.0,480.0,News de Stars,24,none,PHOTO – Amber Heard  son tendre message pour l’an­ni­ver­saire de son,"PHOTO – Amber Heard  son tendre message pour l’an­ni­ver­saire de son....
Amber Heard et Tasya Van Ree ont vécu une tendre histoire d'amour, au début des années 2000. La comé­dienne et la photo­graphe se sont tant aimées que des rumeurs de mariage ont été évoquées, une céré­mo­nie qui aurait été célé­brée en 2011, peu après la léga­li­sa­tion en Cali­for­nie du mariage entre personnes du même sexe. Amber Heard s'était même fait appe­ler Amber Van Ree, inten­si­fiant davan­tage encore les bruits de couloirs. Leur union a fina­le­ment pris fin dans des circons­tances plutôt sombres : selon TMZ, l'actrice s'était fait arrê­ter pour violence domes­tique envers Tasya Van Ree, après une dispute.

Malgré cela, les deux femmes gardent depuis de bonnes rela­tions. Durant son mariage avec Johnny Depp, Amber Heard fréquen­tait beau­coup son ex-petite amie, ce qui avait de quoi atti­ser la jalou­sie de l'acteur. Amies, la comé­dienne et la photo­graphe sont restées proches. Pour l'anni­ver­saire de Tasya Van Ree, la jolie blonde a posté un cliché et un tendre message sur insta­gram à l'atten­tion de son ex-chérie.

« En l'honneur de la plus belle, la plus talen­tueuse et irides­cente (qui réflé­chit les couleurs de l'arc-en-ciel, NDRL) des femmes que je connaisse, une photo qui date d'il y a dix ans. Le plus bel anni­ver­saire Tasya Van Ree ! Je suis telle­ment chan­ceuse d'avoir vécu ces années d'amour, de vie et d'amitié avec toi », a écrit Amber Heard.",PT1M40S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,7,0,0,0,"['PHOTO', '–', 'Amber', 'Heard', 'son', 'tendre', 'message', 'pour', 'l’an\xadni\xadver\xadsaire', 'de', 'son...', 'PHOTO – Amber Heard son tendre message pour l’an\xadni\xadver\xadsaire de son...']",zxx,,,,,
youtube#video,Tfa8NikMlECfM_S5wkBZyR3HhFU,4gC527VBCiI,2021-04-22T06:02:58Z,UCK3ZkGMwKV8KEPBwjQZZ2sQ,Amber Heard Portrait/Drawing/Sketch | Black and White | Apr22,Background song link: https://youtu.be/EpRJY-hI6Bs,https://i.ytimg.com/vi/4gC527VBCiI/default.jpg,120,90,https://i.ytimg.com/vi/4gC527VBCiI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4gC527VBCiI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4gC527VBCiI/sddefault.jpg,640.0,480.0,PR Arts,22,none,Amber Heard Portrait/Drawing/Sketch | Black and White | Apr22,Background song link: https://youtu.be/EpRJY-hI6Bs,PT10M6S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,65,16,0,4,,,https://i.ytimg.com/vi/4gC527VBCiI/maxresdefault.jpg,1280.0,720.0,,
youtube#video,54aayem1WiYng11LAw6Qbx1AG1c,5aThf4qMSRU,2020-07-23T00:22:14Z,UCFJ6uYN--i-X3v01iyNXRQA,"Amber Heard: ""Johnny warf etwa 30 Flaschen auf mich""","Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.  Amber Heard: ""Johnny warf etwa 30 Flaschen auf mich""   Aussage gegen Aussage   Amber Heard (34, ""Aquaman"") hat vor Gericht bestritten, für die abgetrennte Fingerspitze von Johnny Depp (57, ""Charlie und die Schokoladenfabrik"") verantwortlich zu sein - und erhebt ihrerseits heftige Vorwürfe gegen den Schauspieler. Demnach soll der Hollywood-Star während eines Streits bis zu 30 Schnapsflaschen ""wie Granaten oder Bomben"" auf sie geworfen haben.   Die Schauspielerin, die Depp wegen körperlicher Misshandlung in mindestens 14 Fällen beschuldigt, wurde an ihrem dritten Tag im Zeugenstand in London zu dem Vorfall im März 2015 in Down Under befragt. Depp hatte zuvor behauptet, Heard hätte ihm die Fingerspitze im Streit mit einer Wodkaflasche abgetrennt. Seine Ex sagt dagegen: ""Ich habe nur Dinge geworfen, um Johnny zu entkommen, als er mich verprügelt hat."" Auch die Behauptung, sie habe ihm eine Zigarette im Gesicht ausgedrückt, wieß Heard von sich: ""Nein, Johnny hat es direkt vor meinen Augen getan. Er tat öfter solche Dinge.""    Depps Anwälte beschuldigten Heard am heutigen Mittwoch, die Anschuldigungen gegen den Schauspieler erfunden zu haben. Dafür wurde ein Video gezeigt, das in der Nacht aufgenommen wurde, in der Depp laut seiner Ex-Frau ihr gegenüber gewalttätig geworden sein soll. Darauf zu sehen ist das Paar, wie es glücklich mit Freunden feiert. Heard sagte dazu, dass die Streits ""normalerweise erst anfingen, wenn alle ins Bett gegangen waren.""",https://i.ytimg.com/vi/5aThf4qMSRU/default.jpg,120,90,https://i.ytimg.com/vi/5aThf4qMSRU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5aThf4qMSRU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5aThf4qMSRU/sddefault.jpg,640.0,480.0,The Daily Best,22,none,"Amber Heard: ""Johnny warf etwa 30 Flaschen auf mich""","Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.  Amber Heard: ""Johnny warf etwa 30 Flaschen auf mich""   Aussage gegen Aussage   Amber Heard (34, ""Aquaman"") hat vor Gericht bestritten, für die abgetrennte Fingerspitze von Johnny Depp (57, ""Charlie und die Schokoladenfabrik"") verantwortlich zu sein - und erhebt ihrerseits heftige Vorwürfe gegen den Schauspieler. Demnach soll der Hollywood-Star während eines Streits bis zu 30 Schnapsflaschen ""wie Granaten oder Bomben"" auf sie geworfen haben.   Die Schauspielerin, die Depp wegen körperlicher Misshandlung in mindestens 14 Fällen beschuldigt, wurde an ihrem dritten Tag im Zeugenstand in London zu dem Vorfall im März 2015 in Down Under befragt. Depp hatte zuvor behauptet, Heard hätte ihm die Fingerspitze im Streit mit einer Wodkaflasche abgetrennt. Seine Ex sagt dagegen: ""Ich habe nur Dinge geworfen, um Johnny zu entkommen, als er mich verprügelt hat."" Auch die Behauptung, sie habe ihm eine Zigarette im Gesicht ausgedrückt, wieß Heard von sich: ""Nein, Johnny hat es direkt vor meinen Augen getan. Er tat öfter solche Dinge.""    Depps Anwälte beschuldigten Heard am heutigen Mittwoch, die Anschuldigungen gegen den Schauspieler erfunden zu haben. Dafür wurde ein Video gezeigt, das in der Nacht aufgenommen wurde, in der Depp laut seiner Ex-Frau ihr gegenüber gewalttätig geworden sein soll. Darauf zu sehen ist das Paar, wie es glücklich mit Freunden feiert. Heard sagte dazu, dass die Streits ""normalerweise erst anfingen, wenn alle ins Bett gegangen waren.""",PT1M42S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1,0,0,0,"['Celebrities', 'Gericht', 'Unterhaltung', 'Johnny Depp', 'Berühmtheiten', 'Entertainment', 'Amber Heard trump today news', 'today in news', 'fox news today', 'fox news', 'breaking news today', 'breaking news', 'usa today', 'usa today news']",,,,,,
youtube#video,6FDBRpAdSSu_f4hiYCRVnTWQ2yo,5eEhY7fqr0U,2018-05-04T06:47:01Z,UCVBZ7bN9BPx3LkMkWSMQL1g,Amber Heard : son tendre message pour l’an­ni­ver­saire de son ex-petite amie,"Pour l'anni­ver­saire de Tasya Van Ree, son ex-petite amie, Amber Heard a posté une photo accom­pa­gnée d'un message plein de tendresse à l'égard de celle qui a été son amou­reuse. 
Source: http://www.gala.fr/l_actu/news_de_stars/photo-amber-heard-son-tendre-message-pour-lanniversaire-de-son-ex-petite-amie_414949 
Subscribe: https://goo.gl/N5Xus5",https://i.ytimg.com/vi/5eEhY7fqr0U/default.jpg,120,90,https://i.ytimg.com/vi/5eEhY7fqr0U/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5eEhY7fqr0U/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5eEhY7fqr0U/sddefault.jpg,640.0,480.0,Celebrity News,24,none,Amber Heard : son tendre message pour l’an­ni­ver­saire de son ex-petite amie,"Pour l'anni­ver­saire de Tasya Van Ree, son ex-petite amie, Amber Heard a posté une photo accom­pa­gnée d'un message plein de tendresse à l'égard de celle qui a été son amou­reuse. 
Source: http://www.gala.fr/l_actu/news_de_stars/photo-amber-heard-son-tendre-message-pour-lanniversaire-de-son-ex-petite-amie_414949 
Subscribe: https://goo.gl/N5Xus5",PT2M34S,2d,hd,true,True,rectangular,processed,public,youtube,True,False,False,42,1,0,0,,fr,https://i.ytimg.com/vi/5eEhY7fqr0U/maxresdefault.jpg,1280.0,720.0,,
