kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultLanguage
youtube#video,xelL3ACSMHA2Qzt1QCl-tzKqWiQ,-_PFl4JZB34,2021-09-02T06:57:16Z,UCdP9pSZEmC1TNJ6P5YUPWmg,Beauty queen from aqaman 4k status#beautiful girl#amber heard,"DISCLAIMER-

Copyright Disclaimer under section 107 of the Copyright Act of 1976, allowance is made for ""fair use"" for purpose such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a use permitted by copyright statute that might otherwise be infringing",https://i.ytimg.com/vi/-_PFl4JZB34/default.jpg,120,90,https://i.ytimg.com/vi/-_PFl4JZB34/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-_PFl4JZB34/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-_PFl4JZB34/sddefault.jpg,640.0,480.0,Hollybolly Movie Shorts,"['girl attitude', 'amber heard', 'aqaman', 'beautiful girl', 'beauty queen']",22,none,Beauty queen from aqaman 4k status#beautiful girl#amber heard,"DISCLAIMER-

Copyright Disclaimer under section 107 of the Copyright Act of 1976, allowance is made for ""fair use"" for purpose such as criticism, comment, news reporting, teaching, scholarship, education and research. Fair use is a use permitted by copyright statute that might otherwise be infringing",PT54S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,58,12,0,23,,,,,
youtube#video,zpaerajSi5Gr6BRbINZyhIkkpls,0fS4l-u7vK0,2021-01-26T17:36:00Z,UCloilZX71LNwsMjSFEoVWfg,Amber heard |WhatsApp status |Beauty |,,https://i.ytimg.com/vi/0fS4l-u7vK0/default.jpg,120,90,https://i.ytimg.com/vi/0fS4l-u7vK0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0fS4l-u7vK0/hqdefault.jpg,480,360,,,,Dreamer 143,"['Amber heard WhatsApp status', 'WhatsApp status videos', 'Elle Fanning status', 'Alexandra Daddario WhatsApp status', 'amber heard videos', 'amber heard status videos', 'WhatsApp status amber heard', 'amber heard music', 'amber heard']",24,none,Amber heard |WhatsApp status |Beauty |,,PT8S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,53,4,0,2,en,,,,
youtube#video,clA4Gcf1JROBJrmaMUFFC_sM_sQ,0FsIKLUpLfQ,2018-09-07T13:30:03Z,UCUA_ouZmcFaIPQE-MtHXqZw,FREE STUFF BEAUTY YOUTUBERS GET - HUGE PR UNBOXING | AMBER HOWE,"Hey Beauties! Welcome back to another PR unboxing. These videos are always highly requested and I love showing you guys what I am lucky to receive!

***
I'm Amber and I make videos about all things beauty, fashion and lifestyle related! . I chat about my latest beauty, makeup and fashion finds in my hauls and reviews. I take you along with me from time to time, showing you my daily life in my vlogs!

I Upload five times a week usually Monday-Friday but this can occasionally differ  ♡ ,

Remember if you enjoy my videos then please subscribe!

Make yourself comfy and enjoy watching! Feel free to leave me a comment, I love chatting with you and try my hardest to reply to everyone! :)

♡ You can also find me here - Don't be shy come say hi ♡ :

Instagram - amberhowexox - https://www.instagram.com/amberhowexox/?hl=en
Twitter - amberhowexox - https://twitter.com/AmberHowexox
Facebook – https://www.facebook.com/AmberHowexox/
Blog - www.amberhowe.co.uk

If you want to get in touch regarding a collaborations and/or PR, please feel free to email me:

amberhowebeauty@gmail.com

This video isn't sponsored and all opinions are my own. I do sometimes get products sent to me to try but this doesn't affect my opinions. Some of the links used may be affiliate links, which basically means I get a small amount of profit if you purchase through them at no additional cost to you.

****
MUSIC USED FOR INTRO:
That Feeling by HookSounds http://www.hooksounds.com/
Creative Commons — Attribution 4.0 International — CC BY 4.0
https://creativecommons.org/licenses/...
Music provided by Audio Library https://youtu.be/nRRDmrJ8YTs

MUSIC USED FOR OUTRO:
Amber by The Loyalist https://soundcloud.com/why_you_look_a...
Creative Commons — Attribution 3.0 Unported— CC BY 3.0 
http://creativecommons.org/licenses/b...
Music provided by Audio Library https://youtu.be/z_18qyu8HfQ

***
IGNORE:
pr parcel,free stuff beauty gurus get,pr unboxing,pr haul,huge pr unboxing,pr unboxing haul,huge makeup haul,free makeup beauty gurus get,pr mail,blogger mail,blogger mail unboxing,free beauty products,uk pr unboxing,uk pr mail,free stuff youtubers get,beauty haul,huge pr haul,massive pr unboxing,pr mail haul,how to get free makeup,pr mail unboxing,makeup unboxing,pr unboxing makeup,pr unboxing haul 2018,unboxing pr packages,pr packages",https://i.ytimg.com/vi/0FsIKLUpLfQ/default.jpg,120,90,https://i.ytimg.com/vi/0FsIKLUpLfQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0FsIKLUpLfQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0FsIKLUpLfQ/sddefault.jpg,640.0,480.0,Amber Howe,"['pr parcel', 'free stuff beauty gurus get', 'pr unboxing', 'pr haul', 'huge pr unboxing', 'pr unboxing haul', 'huge makeup haul', 'free makeup beauty gurus get', 'pr mail', 'blogger mail', 'blogger mail unboxing', 'free beauty products', 'uk pr unboxing', 'uk pr mail', 'free stuff youtubers get', 'beauty haul', 'huge pr haul', 'massive pr unboxing', 'pr mail haul', 'how to get free makeup', 'pr mail unboxing', 'makeup unboxing', 'pr unboxing makeup', 'pr unboxing haul 2018', 'unboxing pr packages', 'pr packages']",22,none,FREE STUFF BEAUTY YOUTUBERS GET - HUGE PR UNBOXING | AMBER HOWE,"Hey Beauties! Welcome back to another PR unboxing. These videos are always highly requested and I love showing you guys what I am lucky to receive!

***
I'm Amber and I make videos about all things beauty, fashion and lifestyle related! . I chat about my latest beauty, makeup and fashion finds in my hauls and reviews. I take you along with me from time to time, showing you my daily life in my vlogs!

I Upload five times a week usually Monday-Friday but this can occasionally differ  ♡ ,

Remember if you enjoy my videos then please subscribe!

Make yourself comfy and enjoy watching! Feel free to leave me a comment, I love chatting with you and try my hardest to reply to everyone! :)

♡ You can also find me here - Don't be shy come say hi ♡ :

Instagram - amberhowexox - https://www.instagram.com/amberhowexox/?hl=en
Twitter - amberhowexox - https://twitter.com/AmberHowexox
Facebook – https://www.facebook.com/AmberHowexox/
Blog - www.amberhowe.co.uk

If you want to get in touch regarding a collaborations and/or PR, please feel free to email me:

amberhowebeauty@gmail.com

This video isn't sponsored and all opinions are my own. I do sometimes get products sent to me to try but this doesn't affect my opinions. Some of the links used may be affiliate links, which basically means I get a small amount of profit if you purchase through them at no additional cost to you.

****
MUSIC USED FOR INTRO:
That Feeling by HookSounds http://www.hooksounds.com/
Creative Commons — Attribution 4.0 International — CC BY 4.0
https://creativecommons.org/licenses/...
Music provided by Audio Library https://youtu.be/nRRDmrJ8YTs

MUSIC USED FOR OUTRO:
Amber by The Loyalist https://soundcloud.com/why_you_look_a...
Creative Commons — Attribution 3.0 Unported— CC BY 3.0 
http://creativecommons.org/licenses/b...
Music provided by Audio Library https://youtu.be/z_18qyu8HfQ

***
IGNORE:
pr parcel,free stuff beauty gurus get,pr unboxing,pr haul,huge pr unboxing,pr unboxing haul,huge makeup haul,free makeup beauty gurus get,pr mail,blogger mail,blogger mail unboxing,free beauty products,uk pr unboxing,uk pr mail,free stuff youtubers get,beauty haul,huge pr haul,massive pr unboxing,pr mail haul,how to get free makeup,pr mail unboxing,makeup unboxing,pr unboxing makeup,pr unboxing haul 2018,unboxing pr packages,pr packages",PT23M44S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,200,19,0,10,,https://i.ytimg.com/vi/0FsIKLUpLfQ/maxresdefault.jpg,1280.0,720.0,
youtube#video,JG8ihIAs9q3MzGZX_A0P7PlaV2M,3-rEcEo4smE,2021-03-03T20:24:31Z,UCUA_ouZmcFaIPQE-MtHXqZw,LATEST IN BEAUTY TELEGRAPH BEAUTY SCHOOL BOX UNBOXING - WORTH £186 | AMBER HOWE,"Hey Babes!
I am back with another beauty box unboxing from Latest in Beauty for you. This box is the Telegraph Beauty School box with a purchase price of £45 but a whopping value of £186

Get your box here:
https://tidd.ly/3kLDwlh

*
*
Come join my family - hit that subscribe button:
https://www.youtube.com/c/AmberHowexox

You can also find me here :
Instagram - amberhowexox - https://www.instagram.com/amberhowexox/?hl=en
Twitter - amberhowexox - https://twitter.com/AmberHowexox
Facebook – https://www.facebook.com/AmberHowexox/
Blog - www.amberhowe.co.uk
TIK TOK - @amberhowexox

If you want to get in touch regarding a collaborations and/or PR, please feel free to email me:

amberhowebeauty@gmail.com

This video isn't sponsored and all opinions are my own. I do sometimes get products sent to me to try but this doesn't affect my opinions. Some of the links used may be affiliate links, which basically means I get a small amount of profit if you purchase through them at no additional cost!

IGNORE:
latest in beauty telegraph beauty school,latest in beauty telegraph,latest in beauty unboxing,latest in beauty,latest in beauty beauty box,latest in beauty box,latest in beauty review,unboxing latest in beauty,latest in beauty subscription box,latest in beauty uk,latest in beauty box review,amber howe,latest in beauty 2021,beauty box unboxing,beauty box unboxing uk,latest in beauty collection boxes,beauty subscription boxes uk,beauty subscription boxes",https://i.ytimg.com/vi/3-rEcEo4smE/default.jpg,120,90,https://i.ytimg.com/vi/3-rEcEo4smE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3-rEcEo4smE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3-rEcEo4smE/sddefault.jpg,640.0,480.0,Amber Howe,"['latest in beauty telegraph beauty school', 'latest in beauty telegraph', 'latest in beauty unboxing', 'latest in beauty', 'latest in beauty beauty box', 'latest in beauty box', 'latest in beauty review', 'unboxing latest in beauty', 'latest in beauty subscription box', 'latest in beauty uk', 'latest in beauty box review', 'amber howe', 'latest in beauty 2021', 'beauty box unboxing', 'beauty box unboxing uk', 'latest in beauty collection boxes', 'beauty subscription boxes uk', 'beauty subscription boxes']",22,none,LATEST IN BEAUTY TELEGRAPH BEAUTY SCHOOL BOX UNBOXING - WORTH £186 | AMBER HOWE,"Hey Babes!
I am back with another beauty box unboxing from Latest in Beauty for you. This box is the Telegraph Beauty School box with a purchase price of £45 but a whopping value of £186

Get your box here:
https://tidd.ly/3kLDwlh

*
*
Come join my family - hit that subscribe button:
https://www.youtube.com/c/AmberHowexox

You can also find me here :
Instagram - amberhowexox - https://www.instagram.com/amberhowexox/?hl=en
Twitter - amberhowexox - https://twitter.com/AmberHowexox
Facebook – https://www.facebook.com/AmberHowexox/
Blog - www.amberhowe.co.uk
TIK TOK - @amberhowexox

If you want to get in touch regarding a collaborations and/or PR, please feel free to email me:

amberhowebeauty@gmail.com

This video isn't sponsored and all opinions are my own. I do sometimes get products sent to me to try but this doesn't affect my opinions. Some of the links used may be affiliate links, which basically means I get a small amount of profit if you purchase through them at no additional cost!

IGNORE:
latest in beauty telegraph beauty school,latest in beauty telegraph,latest in beauty unboxing,latest in beauty,latest in beauty beauty box,latest in beauty box,latest in beauty review,unboxing latest in beauty,latest in beauty subscription box,latest in beauty uk,latest in beauty box review,amber howe,latest in beauty 2021,beauty box unboxing,beauty box unboxing uk,latest in beauty collection boxes,beauty subscription boxes uk,beauty subscription boxes",PT8M19S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,194,17,0,25,,https://i.ytimg.com/vi/3-rEcEo4smE/maxresdefault.jpg,1280.0,720.0,
youtube#video,4Aw-dNF4SzBWc1XYH8ehL_V230c,31Svkwvhu0c,2019-06-17T22:05:07Z,UCUA_ouZmcFaIPQE-MtHXqZw,HUGE ZOELLA BEAUTY HAUL - SUPERDRUG CLEARANCE | AMBER HOWE,"Hey babes! coming back with yet another haul and not just any haul a Superdrug clearance haul. All Zoella beauty was reduced so I had to pick some items up!

*
*
I'm Amber and I make videos about all things beauty, fashion and lifestyle related! . I chat about my latest beauty, makeup and fashion finds in my hauls and reviews. I take you along with me from time to time, showing you my daily life in my vlogs!

I Upload five times a week usually Monday-Friday but this can occasionally differ  ♡ ,

Remember if you enjoy my videos then please subscribe!

Make yourself comfy and enjoy watching! Feel free to leave me a comment, I love chatting with you and try my hardest to reply to everyone! :)

♡ You can also find me here - Don't be shy come say hi ♡ :

Instagram - amberhowexox - https://www.instagram.com/amberhowexox/?hl=en
Twitter - amberhowexox - https://twitter.com/AmberHowexox
Facebook – https://www.facebook.com/AmberHowexox/
Blog - www.amberhowe.co.uk

If you want to get in touch regarding a collaborations and/or PR, please feel free to email me:

amberhowebeauty@gmail.com

This video isn't sponsored and all opinions are my own. I do sometimes get products sent to me to try but this doesn't affect my opinions. Some of the links used may be affiliate links, which basically means I get a small amount of profit if you purchase through them at no additional cost to you.

***
IGNORE:
zoella beauty,zoella beauty haul,zoella beauty superdrug,superdrug 2019,superdrug 2019 haul,superdrug clearance haul,superdrug clearance haul 2019,superdrug haul,superdrug haul 2019,superdrug sale haul,superdrug clearance,superdrug beauty haul,superdrug clearance section,superdrug clearance section 2019,zoella beauty products,zoella beauty collection,zoella beauty review,zoella beauty ending,zoella beauty splash botanics,zoella beauty discontinued,zoella",https://i.ytimg.com/vi/31Svkwvhu0c/default.jpg,120,90,https://i.ytimg.com/vi/31Svkwvhu0c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/31Svkwvhu0c/hqdefault.jpg,480,360,https://i.ytimg.com/vi/31Svkwvhu0c/sddefault.jpg,640.0,480.0,Amber Howe,"['zoella beauty', 'zoella beauty haul', 'zoella beauty superdrug', 'superdrug 2019', 'superdrug 2019 haul', 'superdrug clearance haul', 'superdrug clearance haul 2019', 'superdrug haul', 'superdrug haul 2019', 'superdrug sale haul', 'superdrug clearance', 'superdrug beauty haul', 'superdrug clearance section', 'superdrug clearance section 2019', 'zoella beauty products', 'zoella beauty collection', 'zoella beauty review', 'zoella beauty ending', 'zoella beauty splash botanics', 'zoella beauty discontinued', 'zoella']",22,none,HUGE ZOELLA BEAUTY HAUL - SUPERDRUG CLEARANCE | AMBER HOWE,"Hey babes! coming back with yet another haul and not just any haul a Superdrug clearance haul. All Zoella beauty was reduced so I had to pick some items up!

*
*
I'm Amber and I make videos about all things beauty, fashion and lifestyle related! . I chat about my latest beauty, makeup and fashion finds in my hauls and reviews. I take you along with me from time to time, showing you my daily life in my vlogs!

I Upload five times a week usually Monday-Friday but this can occasionally differ  ♡ ,

Remember if you enjoy my videos then please subscribe!

Make yourself comfy and enjoy watching! Feel free to leave me a comment, I love chatting with you and try my hardest to reply to everyone! :)

♡ You can also find me here - Don't be shy come say hi ♡ :

Instagram - amberhowexox - https://www.instagram.com/amberhowexox/?hl=en
Twitter - amberhowexox - https://twitter.com/AmberHowexox
Facebook – https://www.facebook.com/AmberHowexox/
Blog - www.amberhowe.co.uk

If you want to get in touch regarding a collaborations and/or PR, please feel free to email me:

amberhowebeauty@gmail.com

This video isn't sponsored and all opinions are my own. I do sometimes get products sent to me to try but this doesn't affect my opinions. Some of the links used may be affiliate links, which basically means I get a small amount of profit if you purchase through them at no additional cost to you.

***
IGNORE:
zoella beauty,zoella beauty haul,zoella beauty superdrug,superdrug 2019,superdrug 2019 haul,superdrug clearance haul,superdrug clearance haul 2019,superdrug haul,superdrug haul 2019,superdrug sale haul,superdrug clearance,superdrug beauty haul,superdrug clearance section,superdrug clearance section 2019,zoella beauty products,zoella beauty collection,zoella beauty review,zoella beauty ending,zoella beauty splash botanics,zoella beauty discontinued,zoella",PT8M14S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,403,24,0,22,,https://i.ytimg.com/vi/31Svkwvhu0c/maxresdefault.jpg,1280.0,720.0,
youtube#video,zaRQQv7FGSyxIfqtvWKrBo3UprU,3peSGJkop70,2021-05-31T17:05:49Z,UCyetS8jE1OWJ8vqqhRXvZDQ,Amber heard  | #shorts,,https://i.ytimg.com/vi/3peSGJkop70/default.jpg,120,90,https://i.ytimg.com/vi/3peSGJkop70/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3peSGJkop70/hqdefault.jpg,480,360,,,,Entertainment,"['amber heard', 'aquaman actress video', 'alan walker song', 'amber heard shorts', 'amber heard WhatsApp status', 'alan walker song with amber heard']",22,none,Amber heard  | #shorts,,PT29S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,54,11,0,0,,,,,
youtube#video,Y4i8DDE57_fx-VYRn59vhs93Rgk,4Vgkqin4FrY,2021-03-14T07:48:29Z,UCWNkQtpIrt-At7eS2v4nhPA,Celebration makeup look | GRWM in my Beauty Room | Amber Lykins,"This is LIVE & Total real life. Im getting ready for my brothers birthday celebration at our home and thought I would get cute with you! 
.

#amberlykins. Use on social so I can see your makeup and skin care creations 

🎥  NEW Uploads drop weekly on Tuesday & Saturday at 1:00pm EST 

🎉 🎁 SWAG BAG GIVE-AWAY IS COMING! CHECK OUT THE VIDEO NOW AND GET IN!  https://youtu.be/J21bPUhJGDs
.
.
F O L L O W   M E    O N

Facebook ‣ http://bit.ly/AmberLykinsFACEBOOK
Instagram ‣ http://bit.ly/AmberLykinsINSTAGRAM
A & OH SHOW YT ‣ http://bit.ly/aandohshowyoutube
A & OH SHOW FB ‣ https://www.facebook.com/aandohshow
A & OH Hype Squad ‣ hhttp://bit.ly/aandohhypesquad
LTK ‣ http://Www.liketoknow.it/amberlykins
TIKTOK ‣ https://vm.tiktok.com/JLcjXXy/
Blush Studio Facebook ‣ http://bit.ly/BlushBellezaFB
Blush Studio Instagram ‣ http://bit.ly/BlushBellezaIG
Connect ‣ Amberlykins.com/Instagram

M A K E U P | All Mary Kay Cosmetics & Skin Care 

Lips : Matte Spice of Life (limited)
Eyes : Light Ivory concealer, hazelnut, blossom, cinnabar
Mascara: Lash Intensity, Ultimate, Lash Primer  
Foundation : Luminous Beige N 150 
Brows: dark blonde liner, Brunette Brow Tint 
Contour: Latte  
Highlighters: Glazed, Honey Glow 
Blush: Desert Rose
Whole face & Body : Start to finish skin care, beauty tools & makeup from the Mary Kay cosmetics line! 


S H O P 

💯 SHOP SKIN & MAKEUP PRODUCTS ‣ www.marykay.com/amber.small
PRIVATE BLUSH VIP COMMUNITY ‣ http://bit.ly/AmberLykinsVIPGroup
🎁 SHOP BLUSH BOX : Website ‣ http://bit.ly/AmberLykinsWEBSITE
🛍 SHOP MY AMAZON : https://www.amazon.com/shop/amberlykins

SHOP HANDMADE CLAY JEWELRY :
www.oliviaheyward.com
PROMO CODE : AMBER 
SAVE 10% OFF 

NY&C CLOSET 
try.nyandcompanycloset.com/Amber737
$10 OFF with this code 

SHOP | PROMO CODE :  Blender Eyewear/ Jewelry / Hair Wand  
BLENDER EYE WEAR | Click a link below 
Promo Code: PARTNER10 

Burbank Rose
https://shrsl.com/2b3oz 

Yankee Rose Burbank Rose
https://shrsl.com/2b3p9

University Heights 
https://shrsl.com/2b3pd

Whiskey Shiner 
https://shrsl.com/2b3pf 

Air Wonderful 
https://shrsl.com/2b3pi 

SHOP FINE JEWELRY : 
http://www.analuisa.com/Lykins  
Lykins10 for 10%off

SHOP HAIR TOOL : 
Get 70% off the Duvolle 3 in 1 Curling Wand at the link below. 
Promo Code: LYKINS
https://duvolle.com/trinity-tourmaline-3-in-1-curling-set/

Intro & Outro Music: Song Skyline Artist Ukiyo Album Skyline http://soundcloud.com/ukiyoau/ http://facebook.com/ukiyoau/ http://www.ukiyomusic.com/",https://i.ytimg.com/vi/4Vgkqin4FrY/default.jpg,120,90,https://i.ytimg.com/vi/4Vgkqin4FrY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4Vgkqin4FrY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4Vgkqin4FrY/sddefault.jpg,640.0,480.0,Amber Lykins,"['makeup', 'grwm', 'full face grwm', 'amber lykins', 'girl talk', 'beauty room make over', 'ny&c closet reviews', 'eye makeup tutorial', 'what are the best makeup products']",24,none,Celebration makeup look | GRWM in my Beauty Room | Amber Lykins,"This is LIVE & Total real life. Im getting ready for my brothers birthday celebration at our home and thought I would get cute with you! 
.

#amberlykins. Use on social so I can see your makeup and skin care creations 

🎥  NEW Uploads drop weekly on Tuesday & Saturday at 1:00pm EST 

🎉 🎁 SWAG BAG GIVE-AWAY IS COMING! CHECK OUT THE VIDEO NOW AND GET IN!  https://youtu.be/J21bPUhJGDs
.
.
F O L L O W   M E    O N

Facebook ‣ http://bit.ly/AmberLykinsFACEBOOK
Instagram ‣ http://bit.ly/AmberLykinsINSTAGRAM
A & OH SHOW YT ‣ http://bit.ly/aandohshowyoutube
A & OH SHOW FB ‣ https://www.facebook.com/aandohshow
A & OH Hype Squad ‣ hhttp://bit.ly/aandohhypesquad
LTK ‣ http://Www.liketoknow.it/amberlykins
TIKTOK ‣ https://vm.tiktok.com/JLcjXXy/
Blush Studio Facebook ‣ http://bit.ly/BlushBellezaFB
Blush Studio Instagram ‣ http://bit.ly/BlushBellezaIG
Connect ‣ Amberlykins.com/Instagram

M A K E U P | All Mary Kay Cosmetics & Skin Care 

Lips : Matte Spice of Life (limited)
Eyes : Light Ivory concealer, hazelnut, blossom, cinnabar
Mascara: Lash Intensity, Ultimate, Lash Primer  
Foundation : Luminous Beige N 150 
Brows: dark blonde liner, Brunette Brow Tint 
Contour: Latte  
Highlighters: Glazed, Honey Glow 
Blush: Desert Rose
Whole face & Body : Start to finish skin care, beauty tools & makeup from the Mary Kay cosmetics line! 


S H O P 

💯 SHOP SKIN & MAKEUP PRODUCTS ‣ www.marykay.com/amber.small
PRIVATE BLUSH VIP COMMUNITY ‣ http://bit.ly/AmberLykinsVIPGroup
🎁 SHOP BLUSH BOX : Website ‣ http://bit.ly/AmberLykinsWEBSITE
🛍 SHOP MY AMAZON : https://www.amazon.com/shop/amberlykins

SHOP HANDMADE CLAY JEWELRY :
www.oliviaheyward.com
PROMO CODE : AMBER 
SAVE 10% OFF 

NY&C CLOSET 
try.nyandcompanycloset.com/Amber737
$10 OFF with this code 

SHOP | PROMO CODE :  Blender Eyewear/ Jewelry / Hair Wand  
BLENDER EYE WEAR | Click a link below 
Promo Code: PARTNER10 

Burbank Rose
https://shrsl.com/2b3oz 

Yankee Rose Burbank Rose
https://shrsl.com/2b3p9

University Heights 
https://shrsl.com/2b3pd

Whiskey Shiner 
https://shrsl.com/2b3pf 

Air Wonderful 
https://shrsl.com/2b3pi 

SHOP FINE JEWELRY : 
http://www.analuisa.com/Lykins  
Lykins10 for 10%off

SHOP HAIR TOOL : 
Get 70% off the Duvolle 3 in 1 Curling Wand at the link below. 
Promo Code: LYKINS
https://duvolle.com/trinity-tourmaline-3-in-1-curling-set/

Intro & Outro Music: Song Skyline Artist Ukiyo Album Skyline http://soundcloud.com/ukiyoau/ http://facebook.com/ukiyoau/ http://www.ukiyomusic.com/",PT57M53S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2082,84,0,17,en-US,https://i.ytimg.com/vi/4Vgkqin4FrY/maxresdefault.jpg,1280.0,720.0,en-US
youtube#video,PVwGIP3XjbZ5Zcr0GI3hDDKf_uY,6K1zrjxMIIk,2021-07-11T09:06:00Z,UCNra0hAJZdzV24J3qVTADgA,"✨Amber Heard ✨
✨Aqua Queen 👑",,https://i.ytimg.com/vi/6K1zrjxMIIk/default.jpg,120,90,https://i.ytimg.com/vi/6K1zrjxMIIk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6K1zrjxMIIk/hqdefault.jpg,480,360,,,,Kamran RK,,22,none,"✨Amber Heard ✨
✨Aqua Queen 👑",,PT34S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,True,12,1,0,0,,,,,
youtube#video,dWlNvgKBqdEy9FKNmz31A7RnBHE,7nRoSEaUFhk,2021-09-27T13:57:38Z,UC8K6EoNtbMcUfTfxryz4p4w,amber heard x wife of johnny deppp really beautiful lovestory #shorts,"amber heard x wife of johnny deppp really beautiful lovestory #shorts

#amberheard
#johnnydeppp
#lovestory
#xwifejohnny",https://i.ytimg.com/vi/7nRoSEaUFhk/default.jpg,120,90,https://i.ytimg.com/vi/7nRoSEaUFhk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7nRoSEaUFhk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7nRoSEaUFhk/sddefault.jpg,640.0,480.0,Ruby Beauty Channel,['amber heard x wife of johnny deppp really beautiful lovestory #shorts'],22,none,amber heard x wife of johnny deppp really beautiful lovestory #shorts,"amber heard x wife of johnny deppp really beautiful lovestory #shorts

#amberheard
#johnnydeppp
#lovestory
#xwifejohnny",PT52S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,17,0,0,0,,https://i.ytimg.com/vi/7nRoSEaUFhk/maxresdefault.jpg,1280.0,720.0,
youtube#video,UfCnNvLjMEdI6bQraa70FTODR-Q,7QajKeac9jE,2021-05-11T02:16:14Z,UC3F80Z4BHoVNxJpWzfP23sw,Amber Heard/ Hollywood actress/status,Amber Heard/Hollywood actress/,https://i.ytimg.com/vi/7QajKeac9jE/default.jpg,120,90,https://i.ytimg.com/vi/7QajKeac9jE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7QajKeac9jE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7QajKeac9jE/sddefault.jpg,640.0,480.0,Shubham CHAURSIYA,,24,none,Amber Heard/ Hollywood actress/status,Amber Heard/Hollywood actress/,PT1M,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,46,2,0,0,en-IN,https://i.ytimg.com/vi/7QajKeac9jE/maxresdefault.jpg,1280.0,720.0,
