kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultLanguage
youtube#video,IDbK1gyU-7d6nwpQta0pK21q9wM,0o1HzBn9_sI,2021-01-16T23:05:11Z,UCG2QYlhnYYxksvv6ve11ijw,"🔴 Live Subpoenas, Donations and Elon Musk, oh my !","At 4PM Est We will be talking about Johnny Depp and Amber Heard reguarding, the subpoenas, where is the donation money and Amber Heard meeting with Elon Musk",https://i.ytimg.com/vi/0o1HzBn9_sI/default.jpg,120,90,https://i.ytimg.com/vi/0o1HzBn9_sI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0o1HzBn9_sI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0o1HzBn9_sI/sddefault.jpg,640,480,https://i.ytimg.com/vi/0o1HzBn9_sI/maxresdefault.jpg,1280,720,Rob's Rules,24,none,"🔴 Live Subpoenas, Donations and Elon Musk, oh my !","At 4PM Est We will be talking about Johnny Depp and Amber Heard reguarding, the subpoenas, where is the donation money and Amber Heard meeting with Elon Musk",en,PT1H59M48S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1367,163,0,27,,
youtube#video,U0buw4MURoBdwkufa-oGkrF5z7o,1Ik7Pammxmg,2021-10-10T18:00:00Z,UCsEaTDlh3kfgl17DnaRFW2g,Will Tasya Van Ree Change Her Mind About Amber? Gets Subpoenaed by Depp,"Depp has supbenead Tasya Van Ree, will Tasya Van Ree Change Her Mind About Amber

❤️.   MY 2ND CHANNEL
The Sweet Spot of the Soul. https://www.youtube.com/channel/UCs0P-KpBWZ2VevEtCXCHMlQ

❤️.   THE PODCAST
DISSENT INTO THE WORMHOLE  https://linktr.ee/DissentIntoTheWormhole

Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


➤Twitter
 https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME 
  https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me 
support@empowerandthrive.ca

➤ Instagram 
www.instagram.com/spiritually_empowered/

#justiceforjohnnydepp",https://i.ytimg.com/vi/1Ik7Pammxmg/default.jpg,120,90,https://i.ytimg.com/vi/1Ik7Pammxmg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1Ik7Pammxmg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1Ik7Pammxmg/sddefault.jpg,640,480,https://i.ytimg.com/vi/1Ik7Pammxmg/maxresdefault.jpg,1280,720,SEC,24,none,Will Tasya Van Ree Change Her Mind About Amber? Gets Subpoenaed by Depp,"Depp has supbenead Tasya Van Ree, will Tasya Van Ree Change Her Mind About Amber

❤️.   MY 2ND CHANNEL
The Sweet Spot of the Soul. https://www.youtube.com/channel/UCs0P-KpBWZ2VevEtCXCHMlQ

❤️.   THE PODCAST
DISSENT INTO THE WORMHOLE  https://linktr.ee/DissentIntoTheWormhole

Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


➤Twitter
 https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME 
  https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me 
support@empowerandthrive.ca

➤ Instagram 
www.instagram.com/spiritually_empowered/

#justiceforjohnnydepp",en-CA,PT6M8S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,2526,403,0,103,"['Will Tasya Van Ree Change Her Mind About Amber', 'amber heard', 'johnny depp', 'tasya van ree', 'amber heard and johnny depp', 'justice for johnny depp', 'johnny depp in u.s trial v amber heard', 'Will Tasya Van Ree Change Her Mind About Amber? Gets Subpoenaed by Depp', 'johnny depp amber heard', 'depp news', 'Sec johnny depp']",en-GB
youtube#video,wsZnf5y-2F3L4Bs_GroEB93LFhs,3ATfflPlRMQ,2019-10-01T19:46:49Z,UCaXkIU1QidjPwiAYu6GcHjg,Jury Unanimously Finds Amber Guyger Guilty Of Murder | Craig Melvin | MSNBC,"Former Dallas police officer Amber Guyger was found guilty of murder after fatally shooting her neighbor Botham Jean when she mistakenly entered his apartment. Guyger claimed she believed she was entering her own apartment and Jean was an intruder. Aired on 10/01/19.
» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc

MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.

Connect with MSNBC Online
Visit msnbc.com: http://on.msnbc.com/Readmsnbc
Subscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTube
Find MSNBC on Facebook: http://on.msnbc.com/Likemsnbc
Follow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc
Follow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc

Jury Unanimously Finds Amber Guyger Guilty Of Murder | Craig Melvin | MSNBC",https://i.ytimg.com/vi/3ATfflPlRMQ/default.jpg,120,90,https://i.ytimg.com/vi/3ATfflPlRMQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3ATfflPlRMQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3ATfflPlRMQ/sddefault.jpg,640,480,https://i.ytimg.com/vi/3ATfflPlRMQ/maxresdefault.jpg,1280,720,MSNBC,25,none,Jury Unanimously Finds Amber Guyger Guilty Of Murder | Craig Melvin | MSNBC,"Former Dallas police officer Amber Guyger was found guilty of murder after fatally shooting her neighbor Botham Jean when she mistakenly entered his apartment. Guyger claimed she believed she was entering her own apartment and Jean was an intruder. Aired on 10/01/19.
» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc

MSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, Meet the Press Daily, The Beat with Ari Melber, Deadline: White House with Nicolle Wallace, Hardball, All In, Last Word, 11th Hour, and more.

Connect with MSNBC Online
Visit msnbc.com: http://on.msnbc.com/Readmsnbc
Subscribe to MSNBC Newsletter: http://MSNBC.com/NewslettersYouTube
Find MSNBC on Facebook: http://on.msnbc.com/Likemsnbc
Follow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc
Follow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc

Jury Unanimously Finds Amber Guyger Guilty Of Murder | Craig Melvin | MSNBC",en,PT3M42S,2d,hd,true,True,rectangular,processed,public,youtube,True,False,False,107423,2221,0,906,"['U.S. News', 'Craig Melvin', 'Police Brutality', 'MSNBC', 'NBC News', 'news', 'breaking news', 'us news', 'world news', 'politics', 'current events', 'top stories', 'pop culture', 'business', 'health', 'liberal', 'progressive', 'craig melvin live', 'msnbc live', 'craig melvin msnbc', 'Guyger Guilty', 'Dallas police', 'fatally shooting', 'Botham Jean', 'police racism', 'amber guyer shooting', 'amber guyger guilty', 'amber guyger trial', 'amber guyger verdict', 'botham jean murder', 'amber guyger murderer', 'murder', 'second degree murder']",
youtube#video,7wBfQGE1LoHBpA0eOCbfhOoxHl0,59vfhtTvwBU,2021-09-24T19:00:01Z,UCsEaTDlh3kfgl17DnaRFW2g,Amber Subpoenas the LAPD,"Amber Subpoenas the LAPD and she could be not liking what she finds 

❤️.   MY 2ND CHANNEL
The Sweet Spot of the Soul. https://www.youtube.com/channel/UCs0P-KpBWZ2VevEtCXCHMlQ

❤️.   THE PODCAST
DISSENT INTO THE WORMHOLE  https://linktr.ee/DissentIntoTheWormhole

Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


➤Twitter
 https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME 
  https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me 
support@empowerandthrive.ca

➤ Instagram 
www.instagram.com/spiritually_empowered/

#justiceforjohnnydepp",https://i.ytimg.com/vi/59vfhtTvwBU/default.jpg,120,90,https://i.ytimg.com/vi/59vfhtTvwBU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/59vfhtTvwBU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/59vfhtTvwBU/sddefault.jpg,640,480,https://i.ytimg.com/vi/59vfhtTvwBU/maxresdefault.jpg,1280,720,SEC,24,none,Amber Subpoenas the LAPD,"Amber Subpoenas the LAPD and she could be not liking what she finds 

❤️.   MY 2ND CHANNEL
The Sweet Spot of the Soul. https://www.youtube.com/channel/UCs0P-KpBWZ2VevEtCXCHMlQ

❤️.   THE PODCAST
DISSENT INTO THE WORMHOLE  https://linktr.ee/DissentIntoTheWormhole

Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


➤Twitter
 https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME 
  https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me 
support@empowerandthrive.ca

➤ Instagram 
www.instagram.com/spiritually_empowered/

#justiceforjohnnydepp",en-CA,PT7M39S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,1638,339,0,119,"['Amber Subpoenas the LAPD', 'johnny depp', 'Amber heard johnny depp', 'lapd', 'johnny depp amber heard', 'Sec johnny depp', 'va court']",en-GB
youtube#video,yAPIUEhy8E4mdvnUkrfsrHibVoY,D90KKRkw0D0,2021-10-05T19:56:05Z,UCsEaTDlh3kfgl17DnaRFW2g,Amber Subpoenaed Depps Physician Dr Kipper,"Nobody is safe when it comes to Amber Amber Subpoenaed Depps Physician and she is asking for everything 

find the full document here 
https://www.fairfaxcounty.gov/circuit/sites/circuit/files/assets/documents/pdf/high-profile/depp%20v%20heard/cl-2019-2911-foreign-subp-prep-prod-david-kipper-10-1-2021.pdf

❤️.   MY 2ND CHANNEL
The Sweet Spot of the Soul. https://www.youtube.com/channel/UCs0P-KpBWZ2VevEtCXCHMlQ

❤️.   THE PODCAST
DISSENT INTO THE WORMHOLE  https://linktr.ee/DissentIntoTheWormhole

Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


➤Twitter
 https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME 
  https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me 
support@empowerandthrive.ca

➤ Instagram 
www.instagram.com/spiritually_empowered/

#justiceforjohnnydepp",https://i.ytimg.com/vi/D90KKRkw0D0/default.jpg,120,90,https://i.ytimg.com/vi/D90KKRkw0D0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/D90KKRkw0D0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/D90KKRkw0D0/sddefault.jpg,640,480,https://i.ytimg.com/vi/D90KKRkw0D0/maxresdefault.jpg,1280,720,SEC,24,none,Amber Subpoenaed Depps Physician Dr Kipper,"Nobody is safe when it comes to Amber Amber Subpoenaed Depps Physician and she is asking for everything 

find the full document here 
https://www.fairfaxcounty.gov/circuit/sites/circuit/files/assets/documents/pdf/high-profile/depp%20v%20heard/cl-2019-2911-foreign-subp-prep-prod-david-kipper-10-1-2021.pdf

❤️.   MY 2ND CHANNEL
The Sweet Spot of the Soul. https://www.youtube.com/channel/UCs0P-KpBWZ2VevEtCXCHMlQ

❤️.   THE PODCAST
DISSENT INTO THE WORMHOLE  https://linktr.ee/DissentIntoTheWormhole

Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


➤Twitter
 https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME 
  https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me 
support@empowerandthrive.ca

➤ Instagram 
www.instagram.com/spiritually_empowered/

#justiceforjohnnydepp",en-CA,PT4M38S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,1427,311,0,91,"['Amber Subpoenaed Depps Physician', 'johnny depp', 'johnny depp amber heard', 'johnny depp and amber heard', 'Amber Subpoenaed Depps Physician Dr Kipper', 'sec johnny depp', 'Depp 2021']",en-GB
youtube#video,6VZFNAKXGBFR14O5ur0e8E9eX7w,HKvjC_NGbpQ,2019-07-03T07:32:44Z,UC8nZEEBWm5HU8N1IZdBY0Ug,Johnny Depp accusé de violences par Amber Heard : pourquoi Jam...,"Johnny Depp est prêt à tout pour remporter la bataille judiciaire qui l'oppose à son ex-femme, Amber Heard .
Le héros de Pirates des Caraïbes a assigné James Franco à comparaître.
Et pour cause, sur une vidéo d",https://i.ytimg.com/vi/HKvjC_NGbpQ/default.jpg,120,90,https://i.ytimg.com/vi/HKvjC_NGbpQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HKvjC_NGbpQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/HKvjC_NGbpQ/sddefault.jpg,640,480,https://i.ytimg.com/vi/HKvjC_NGbpQ/maxresdefault.jpg,1280,720,Closer,22,none,Johnny Depp accusé de violences par Amber Heard : pourquoi Jam...,"Johnny Depp est prêt à tout pour remporter la bataille judiciaire qui l'oppose à son ex-femme, Amber Heard .
Le héros de Pirates des Caraïbes a assigné James Franco à comparaître.
Et pour cause, sur une vidéo d",,PT1M25S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,246,3,0,1,"['insolite', 'yt', '6055004960001', 'vécu', 'closer']",
youtube#video,-0tAz-4FaWf4nNpkoIU4ldRsMvQ,JhUhbWjb-OY,2018-11-07T10:00:04Z,UCVTyTA7-g9nopHeHbeuvpRA,"Amber Says What: Midterm Elections, Donald Daters","Late Night writer Amber Ruffin recaps what's happening in pop culture news.
» Subscribe to Late Night: http://bit.ly/LateNightSeth
» Get more Late Night with Seth Meyers: http://www.nbc.com/late-night-with-seth-meyers/
» Watch Late Night with Seth Meyers Weeknights 12:35/11:35c on NBC.

LATE NIGHT ON SOCIAL
Follow Late Night on Twitter: https://twitter.com/LateNightSeth
Like Late Night on Facebook: https://www.facebook.com/LateNightSeth
Find Late Night on Tumblr: http://latenightseth.tumblr.com/
Connect with Late Night on Google+: https://plus.google.com/+LateNightSeth/videos

Late Night with Seth Meyers on YouTube features A-list celebrity guests, memorable comedy, and topical monologue jokes.

NBC ON SOCIAL 
Like NBC: http://Facebook.com/NBC
Follow NBC: http://Twitter.com/NBC
NBC Tumblr: http://NBCtv.tumblr.com/
NBC Pinterest: http://Pinterest.com/NBCtv/
NBC Google+: https://plus.google.com/+NBC
YouTube: http://www.youtube.com/nbc
NBC Instagram: http://instagram.com/nbc

Amber Says What: Midterm Elections, Donald Daters- Late Night with Seth Meyers
https://youtu.be/JhUhbWjb-OY


Late Night with Seth Meyers
http://www.youtube.com/user/latenightseth",https://i.ytimg.com/vi/JhUhbWjb-OY/default.jpg,120,90,https://i.ytimg.com/vi/JhUhbWjb-OY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JhUhbWjb-OY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/JhUhbWjb-OY/sddefault.jpg,640,480,https://i.ytimg.com/vi/JhUhbWjb-OY/maxresdefault.jpg,1280,720,Late Night with Seth Meyers,23,none,"Amber Says What: Midterm Elections, Donald Daters","Late Night writer Amber Ruffin recaps what's happening in pop culture news.
» Subscribe to Late Night: http://bit.ly/LateNightSeth
» Get more Late Night with Seth Meyers: http://www.nbc.com/late-night-with-seth-meyers/
» Watch Late Night with Seth Meyers Weeknights 12:35/11:35c on NBC.

LATE NIGHT ON SOCIAL
Follow Late Night on Twitter: https://twitter.com/LateNightSeth
Like Late Night on Facebook: https://www.facebook.com/LateNightSeth
Find Late Night on Tumblr: http://latenightseth.tumblr.com/
Connect with Late Night on Google+: https://plus.google.com/+LateNightSeth/videos

Late Night with Seth Meyers on YouTube features A-list celebrity guests, memorable comedy, and topical monologue jokes.

NBC ON SOCIAL 
Like NBC: http://Facebook.com/NBC
Follow NBC: http://Twitter.com/NBC
NBC Tumblr: http://NBCtv.tumblr.com/
NBC Pinterest: http://Pinterest.com/NBCtv/
NBC Google+: https://plus.google.com/+NBC
YouTube: http://www.youtube.com/nbc
NBC Instagram: http://instagram.com/nbc

Amber Says What: Midterm Elections, Donald Daters- Late Night with Seth Meyers
https://youtu.be/JhUhbWjb-OY


Late Night with Seth Meyers
http://www.youtube.com/user/latenightseth",en,PT5M11S,2d,hd,true,True,rectangular,processed,public,youtube,True,False,False,640114,15554,0,971,"['Late Night', 'Seth Meyers', 'Amber Says What', 'Midterm Elections', 'Donald Daters', 'NBC', 'NBC TV', 'television', 'funny', 'talk show', 'comedy', 'humor', 'stand-up', 'parody', 'snl seth meyers', 'host', 'promo', 'seth', 'meyers', 'weekend update', 'news satire', 'satire', 'alexandria ocasio-cortez', 'midterms', 'Amber Ruffin', 'Trump Umbrella', 'Donaldaters', 'Kendall Jenner', 'Martin Luther King Jr', 'Oprah', 'stacey abrams', 'Idris Elba', 'Sexiest Man Alive', 'People Magazine', 'Blake Shelton']",
youtube#video,uK1bdMQuOODqRnMlnS9v9Gj-RyE,NstaQsnR3fk,2021-10-23T20:17:22Z,UCsEaTDlh3kfgl17DnaRFW2g,"Johnny Depp Subpoenas Amanda de Cadenet, What Does Ambers EX FRIEND Know?","in this video we look at the subponea that Johnny Depp sent to Amanda de Cadenet

❤️.   MY 2ND CHANNEL
The Sweet Spot of the Soul. https://www.youtube.com/channel/UCs0P-KpBWZ2VevEtCXCHMlQ

❤️.   THE PODCAST
DISSENT INTO THE WORMHOLE  https://linktr.ee/DissentIntoTheWormhole

Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


➤Twitter
 https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME 
  https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me 
support@empowerandthrive.ca

➤ Instagram 
www.instagram.com/spiritually_empowered/

#justiceforjohnnydepp",https://i.ytimg.com/vi/NstaQsnR3fk/default.jpg,120,90,https://i.ytimg.com/vi/NstaQsnR3fk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/NstaQsnR3fk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/NstaQsnR3fk/sddefault.jpg,640,480,https://i.ytimg.com/vi/NstaQsnR3fk/maxresdefault.jpg,1280,720,SEC,24,none,"Johnny Depp Subpoenas Amanda de Cadenet, What Does Ambers EX FRIEND Know?","in this video we look at the subponea that Johnny Depp sent to Amanda de Cadenet

❤️.   MY 2ND CHANNEL
The Sweet Spot of the Soul. https://www.youtube.com/channel/UCs0P-KpBWZ2VevEtCXCHMlQ

❤️.   THE PODCAST
DISSENT INTO THE WORMHOLE  https://linktr.ee/DissentIntoTheWormhole

Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


➤Twitter
 https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME 
  https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me 
support@empowerandthrive.ca

➤ Instagram 
www.instagram.com/spiritually_empowered/

#justiceforjohnnydepp",en-CA,PT3M22S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,2980,,0,44,"['Johnny Depp', 'Johnny depp amber heard', 'Johnny Depp Subpoenas Amanda de Cadenet What Does Ambers EX Friend Know?', 'sec johnny depp', 'johnny depp amber heard audio', 'johnny depp amber heard fight', 'johnny depp amber heard', 'amber heard johnny depp', 'johnny depp and amber heard', 'Johnny depp amber heard court']",en-GB
youtube#video,ARjijUEO_vHxYzRAC1rSSOmodDg,PGExwLs_S9M,2020-11-13T04:42:09Z,UCkWaGQyPzg2aUoMMpEd_T_A,The Hollywood Reward System: Amber Turd Gets a Raise| A New Marvel Milestone| WCBs242,"The Boys are back and this week, we look into the imbalance of the Johnny Depp sitution, talk about Star Wars and Marvel too. Plus, a whole lot more!

#AmberHeard #Mandalorian #Marvel",https://i.ytimg.com/vi/PGExwLs_S9M/default.jpg,120,90,https://i.ytimg.com/vi/PGExwLs_S9M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/PGExwLs_S9M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/PGExwLs_S9M/sddefault.jpg,640,480,https://i.ytimg.com/vi/PGExwLs_S9M/maxresdefault.jpg,1280,720,WorldClassBullshitters,24,none,The Hollywood Reward System: Amber Turd Gets a Raise| A New Marvel Milestone| WCBs242,"The Boys are back and this week, we look into the imbalance of the Johnny Depp sitution, talk about Star Wars and Marvel too. Plus, a whole lot more!

#AmberHeard #Mandalorian #Marvel",,PT2H54M45S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,9933,674,0,19,,
youtube#video,GBAybCq8TR8G8siDYP-Iufm0W5k,tWwQml61ps0,2016-03-04T12:05:24Z,UCR2_AYQ_sNb3NTdXWjC93Cw,"True Deception Official UK trailer - James Franco, Amber Heard","In select cinemas and on demand - April 22nd and on DVD & Digital April 25 2016

Stephen Elliott (James Franco) is enjoying a moment of fame and notoriety after publishing a celebrated memoir charting his difficult childhood at the mercy of a brutalising father (Ed Harriss). Going from busy book signings to sold-out talk-sessions he is riding the crest of a wave that has hitherto been so uncharacteristic of his life s journey so far.

But what goes up must come down and when his estranged father resurfaces in his life, claiming that Stephen fabricated much of the dark childhood that that fuelled his best-selling book, it comes down with a crash. Adrift in the precarious grey area of memory, prescription medication and an onset of serious writers-block Stephen is guided by a new romance with the beautiful and enigmatic Lana (Amber Heard) and the chance to write about an infamous murder trial that reminds him more than a little of his own story.",https://i.ytimg.com/vi/tWwQml61ps0/default.jpg,120,90,https://i.ytimg.com/vi/tWwQml61ps0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tWwQml61ps0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/tWwQml61ps0/sddefault.jpg,640,480,https://i.ytimg.com/vi/tWwQml61ps0/maxresdefault.jpg,1280,720,Arrow Films,1,none,"True Deception Official UK trailer - James Franco, Amber Heard","In select cinemas and on demand - April 22nd and on DVD & Digital April 25 2016

Stephen Elliott (James Franco) is enjoying a moment of fame and notoriety after publishing a celebrated memoir charting his difficult childhood at the mercy of a brutalising father (Ed Harriss). Going from busy book signings to sold-out talk-sessions he is riding the crest of a wave that has hitherto been so uncharacteristic of his life s journey so far.

But what goes up must come down and when his estranged father resurfaces in his life, claiming that Stephen fabricated much of the dark childhood that that fuelled his best-selling book, it comes down with a crash. Adrift in the precarious grey area of memory, prescription medication and an onset of serious writers-block Stephen is guided by a new romance with the beautiful and enigmatic Lana (Amber Heard) and the chance to write about an infamous murder trial that reminds him more than a little of his own story.",,PT1M43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1879,6,0,0,"['James Franco', 'Amber Heard', 'Christian Slater', 'Ed Harris', 'Cynthia Nixon', 'Hans Reiser', 'Pamela Romanowsky', 'The Adderall Diaries', 'Stephen Elliott', 'Arrow Films', 'Thriller', 'True crime', 'False Memory Syndrome', 'Murder trial', 'Memoirs']",
