kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.tags,snippet.defaultAudioLanguage,snippet.defaultLanguage
youtube#video,5EPGFc04yg12S7tUqdxuV4r2g5M,0qC61VxNkms,2021-04-16T23:59:54Z,UCs5aTnqCZunCSZ7nxBBtXCQ,JOHNNY DEPP PROVES WITH BODY CAM FOOTAGE AMBER HEARD LIED! SCAMBER APPLIES FOR  CASE TO BE DISMISSED,"Johnny Depp proves Amber Heard lied in court with bod cam footage from the police, scamber is scared &AMBER HEARD ATTEMPTS TO THROW OUT THE VIRGINIA DEFERMATION case, here we will discuss the newly read the newly released documents and chat about it, 


My social media accounts 👇

Instagram 📷
https://instagram.com/keeleytalks?igshid=jupp6g7y24ck

Twitter 🐦
https://twitter.com/KeeleyTalks?s=09

Facebook 📘
https://m.facebook.com/106164141467069

Discord 💬
https://discord.gg/yck8p9YD",https://i.ytimg.com/vi/0qC61VxNkms/default.jpg,120,90,https://i.ytimg.com/vi/0qC61VxNkms/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0qC61VxNkms/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0qC61VxNkms/sddefault.jpg,640.0,480.0,Keeley Talks,24,none,JOHNNY DEPP PROVES WITH BODY CAM FOOTAGE AMBER HEARD LIED! SCAMBER APPLIES FOR  CASE TO BE DISMISSED,"Johnny Depp proves Amber Heard lied in court with bod cam footage from the police, scamber is scared &AMBER HEARD ATTEMPTS TO THROW OUT THE VIRGINIA DEFERMATION case, here we will discuss the newly read the newly released documents and chat about it, 


My social media accounts 👇

Instagram 📷
https://instagram.com/keeleytalks?igshid=jupp6g7y24ck

Twitter 🐦
https://twitter.com/KeeleyTalks?s=09

Facebook 📘
https://m.facebook.com/106164141467069

Discord 💬
https://discord.gg/yck8p9YD",PT2H6M16S,2d,hd,false,False,rectangular,processed,public,youtube,False,True,False,742,100,0,15,,,,,,
youtube#video,MX8CrEXHi-qXi0hoy3JDrJOK_1c,16ZvVGCBJDo,2020-09-09T19:41:31Z,UCG2QYlhnYYxksvv6ve11ijw,"Amber Heard Opposes Johnny Depp’s Postponement, but why ??",Amber Heard and Her Legal Team Oppose Johnny Depp’s Request To Postpone The Trial Due To His Filming Obligations For Fantastic Beasts 3.,https://i.ytimg.com/vi/16ZvVGCBJDo/default.jpg,120,90,https://i.ytimg.com/vi/16ZvVGCBJDo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/16ZvVGCBJDo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/16ZvVGCBJDo/sddefault.jpg,640.0,480.0,Rob's Rules,24,none,"Amber Heard Opposes Johnny Depp’s Postponement, but why ??",Amber Heard and Her Legal Team Oppose Johnny Depp’s Request To Postpone The Trial Due To His Filming Obligations For Fantastic Beasts 3.,PT10M22S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,943,70,0,62,https://i.ytimg.com/vi/16ZvVGCBJDo/maxresdefault.jpg,1280.0,720.0,"['amber heard', 'amber heard abusive to johnny depp', 'amber heard aquaman', 'amber heard johnny depp', 'amber heard johnny depp court', 'amber heard johnny depp fight', 'amber heard johnny depp trial', 'amber heard vs johnny depp', 'johnny depp', 'johnny depp abuse', 'johnny depp abused by wife', 'johnny depp amber heard', 'johnny depp amber heard court', 'johnny depp amber heard fight', 'johnny depp amber heard trial', 'johnny depp lawsuit', 'justice for johnny depp', 'restraining order']",en,
youtube#video,b4I-00CtedSkqTVGCkYs7e3282Y,1fLkvFBKzec,2020-02-21T17:07:50Z,UChFjkg5w2_zCjn1tEQa62Jg,Amber Heard Once Defecated In Johnny Depp's Bed Because He Was Late To Her Birthday Party,"#Amberheard #johnnydepp's #birthdayparty
Amber Heard Once Defecated In Johnny Depp's Bed Because He Was Late To Her Birthday Party",https://i.ytimg.com/vi/1fLkvFBKzec/default.jpg,120,90,https://i.ytimg.com/vi/1fLkvFBKzec/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1fLkvFBKzec/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1fLkvFBKzec/sddefault.jpg,640.0,480.0,Celebrities world,27,none,Amber Heard Once Defecated In Johnny Depp's Bed Because He Was Late To Her Birthday Party,"#Amberheard #johnnydepp's #birthdayparty
Amber Heard Once Defecated In Johnny Depp's Bed Because He Was Late To Her Birthday Party",PT2M54S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,126,2,0,0,https://i.ytimg.com/vi/1fLkvFBKzec/maxresdefault.jpg,1280.0,720.0,"['double standards', 'Johnny Depp Amber Heard', 'johnny depp amber heard fight', 'johnny depp interview', 'women double standards', 'hong kong', 'talk shows - topic', 'hollywood', 'hollywood undead', 'hollywood undead bullet', 'amber heard johnny depp', 'johnny depp', 'amber heard']",,
youtube#video,wTqVVh--vg_FTBAUBGtdxw3Fp3c,2k8istuZdzs,2020-11-02T05:05:57Z,UC8AGq7bm-x4teGcvQonvnPw,Amber Heard Lectures Johnny Depp Fans on Inner Beauty & Beauty Standards | Lack of Self Awareness,"Let me know what you think!

💕 Don't Forget to Like & Subscribe! 💕

Backup Channel:
https://www.youtube.com/channel/UCt4dtZ67qO3xWQSImQjRnJA

Bitchute Channel:
https://www.bitchute.com/channel/a3WbPaAzRKWN/

Become a member today!!
https://www.youtube.com/channel/UC8AGq7bm-x4teGcvQonvnPw/join

If you want to support my Channel, please check out my patreon And subscribe star below:

Patreon:
https://www.patreon.com/user?u=21542407

Subscribe star:
https://www.subscribestar.com/nerdettesnewsstand

#JusticeForJohnnyDepp #AmberHeard #JohnnyDepp",https://i.ytimg.com/vi/2k8istuZdzs/default.jpg,120,90,https://i.ytimg.com/vi/2k8istuZdzs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2k8istuZdzs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2k8istuZdzs/sddefault.jpg,640.0,480.0,Nerdette's NewsStand,24,none,Amber Heard Lectures Johnny Depp Fans on Inner Beauty & Beauty Standards | Lack of Self Awareness,"Let me know what you think!

💕 Don't Forget to Like & Subscribe! 💕

Backup Channel:
https://www.youtube.com/channel/UCt4dtZ67qO3xWQSImQjRnJA

Bitchute Channel:
https://www.bitchute.com/channel/a3WbPaAzRKWN/

Become a member today!!
https://www.youtube.com/channel/UC8AGq7bm-x4teGcvQonvnPw/join

If you want to support my Channel, please check out my patreon And subscribe star below:

Patreon:
https://www.patreon.com/user?u=21542407

Subscribe star:
https://www.subscribestar.com/nerdettesnewsstand

#JusticeForJohnnyDepp #AmberHeard #JohnnyDepp",PT13M3S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,3061,327,0,273,,,,"['nerdettes newsstand', 'tristen', 'nerdette', 'Johnny depp', 'amber heard', 'Johnny depp lawsuit', 'amber heard lawsuit', 'Johnny depp vs the sun', 'Johnny depp vs amber heard', 'Johnny depp abuse', 'amber heard abuse', 'Johnny depp defamation', 'amber heard defamation', 'Johnny depp libel', 'tristan kirk', 'nick wallis', 'Johnny Depp social media', 'Johnny depp fairfax', 'adam waldman', 'Johnny depp audio', 'amber heard audio', 'Johnny depp movies', 'amber heard news', 'Johnny depp news', 'Amber heard Beauty standard']",en,
youtube#video,U4g1HNFu3vCO5ZGpD-RtlJTQbdw,3rWzk51UeFk,2021-11-08T21:06:54Z,UCeooMl4PFAM9kLPHvavt2KQ,Amber Heard is Camera Shy!? Or Trolling Johnny Fans Again?,"Amber Heard is Camera Shy!? Or Trolling Johnny Fans Again?

Check out Channel Membership if you are keen to support the channel!

Go Fund Me for channel quality improvement: 
http://gofundme.com/f/youtube-e-hacker-channel-needs-funds-for-computer

New members get their names in a video linked below! (Needs an update! Sorry!)

https://www.youtube.com/watch?v=TTcSFqh2MloMembers THANK YOU Video!

MY PATREON: https://www.patreon.com/creator-home
MY TWITTER: https://twitter.com/EnterHacker(@EnterHacker)
MAIL ME articles or topics (with source best!): campsmithmedia@gmail.com
DONATE DIRECT to Support : campsmithmedia@gmail.com (PayPal)

https://christhead.bandcamp.com/releases Christ Head Album Here!

Patreon Channels! CHECK THEM OUT!

Adega's Book: https://www.amazon.com/Evolution-Adega/dp/1645305953/ref=sr_1_1?crid=3GE2MYD9LNPMO&keywords=evolution+by+adega&qid=1584844229&sprefix=Evolution+by+%2Caps%2C247&sr=8-1

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

Wanna support the channel? Check out some merch in the link below!

https://teespring.com/stores/hacker-good",https://i.ytimg.com/vi/3rWzk51UeFk/default.jpg,120,90,https://i.ytimg.com/vi/3rWzk51UeFk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3rWzk51UeFk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3rWzk51UeFk/sddefault.jpg,640.0,480.0,eHacker,24,none,Amber Heard is Camera Shy!? Or Trolling Johnny Fans Again?,"Amber Heard is Camera Shy!? Or Trolling Johnny Fans Again?

Check out Channel Membership if you are keen to support the channel!

Go Fund Me for channel quality improvement: 
http://gofundme.com/f/youtube-e-hacker-channel-needs-funds-for-computer

New members get their names in a video linked below! (Needs an update! Sorry!)

https://www.youtube.com/watch?v=TTcSFqh2MloMembers THANK YOU Video!

MY PATREON: https://www.patreon.com/creator-home
MY TWITTER: https://twitter.com/EnterHacker(@EnterHacker)
MAIL ME articles or topics (with source best!): campsmithmedia@gmail.com
DONATE DIRECT to Support : campsmithmedia@gmail.com (PayPal)

https://christhead.bandcamp.com/releases Christ Head Album Here!

Patreon Channels! CHECK THEM OUT!

Adega's Book: https://www.amazon.com/Evolution-Adega/dp/1645305953/ref=sr_1_1?crid=3GE2MYD9LNPMO&keywords=evolution+by+adega&qid=1584844229&sprefix=Evolution+by+%2Caps%2C247&sr=8-1

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

Wanna support the channel? Check out some merch in the link below!

https://teespring.com/stores/hacker-good",PT5M49S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2590,385,0,137,https://i.ytimg.com/vi/3rWzk51UeFk/maxresdefault.jpg,1280.0,720.0,"['Amber Heard', 'Amber Heard Instagram', 'Amber heard twitter', 'Amber heard Aquaman 2', 'Defamation', 'Celebrity news', 'Celebrity cringe', 'Celebrity fails', 'Amber heard Mera', 'Amber Heard interview', 'Amber Heard Loreal', 'Amber heard Aquaman', 'Amber Heard clips', 'Amber Heard audio']",,
youtube#video,BFoWQ_U7tQnq8lEQj7EXyQHFuuA,3TPCQyPZ8lk,2020-02-22T05:34:35Z,UClGmXjkij__C8wfRKdlFqxQ,Johnny Depp y las demandas de Amber Heard hacia él.,Parodia de las conversaciones entre Johnny Depp y Amber Heard. En las que muestran la posibilidad que él sea la víctima de la violencia doméstica.,https://i.ytimg.com/vi/3TPCQyPZ8lk/default.jpg,120,90,https://i.ytimg.com/vi/3TPCQyPZ8lk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3TPCQyPZ8lk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3TPCQyPZ8lk/sddefault.jpg,640.0,480.0,ANTIVIRALES,24,none,Johnny Depp y las demandas de Amber Heard hacia él.,Parodia de las conversaciones entre Johnny Depp y Amber Heard. En las que muestran la posibilidad que él sea la víctima de la violencia doméstica.,PT3M46S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,69,9,0,1,https://i.ytimg.com/vi/3TPCQyPZ8lk/maxresdefault.jpg,1280.0,720.0,"['Johnny Depp', 'Amber Heard', 'Violencia de Género', 'Violencia Doméstica', 'Parodia']",es-419,es-419
youtube#video,5nTHCGtbMqvZjl3myJw-NWu3Mmw,3zzi8zTvLg8,2021-09-28T12:15:00Z,UC-lZTlG05ETwyjDS1JQCv3w,Amber Heard PANICS AGAIN - WRECKS Her OWN WITNESSES in Johnny Depp's BIG Court WIN | Celebrity Craze,"Amber Heard PANICS AGAIN - WRECKS Her OWN WITNESSES in Johnny Depp's BIG Court WIN | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",https://i.ytimg.com/vi/3zzi8zTvLg8/default.jpg,120,90,https://i.ytimg.com/vi/3zzi8zTvLg8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3zzi8zTvLg8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3zzi8zTvLg8/sddefault.jpg,640.0,480.0,Celebrity Craze,24,none,Amber Heard PANICS AGAIN - WRECKS Her OWN WITNESSES in Johnny Depp's BIG Court WIN | Celebrity Craze,"Amber Heard PANICS AGAIN - WRECKS Her OWN WITNESSES in Johnny Depp's BIG Court WIN | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",PT8M6S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,657,20,0,11,https://i.ytimg.com/vi/3zzi8zTvLg8/maxresdefault.jpg,1280.0,720.0,"['celebrity craze', 'celebrity', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'umbrella guy', 'thatumbrellaguy', 'hollywood life']",en-US,en-US
youtube#video,hshd8ZvCyKI8tH8Swtwfdx91VTc,6EavcoMtf9g,2020-02-21T15:28:13Z,UCeooMl4PFAM9kLPHvavt2KQ,Amber Heard DEFENDED By WOKE Media! #JusticeForJohnnyDepp,"Amber Heard DEFENDED By WOKE Media! #JusticeForJohnnyDepp

My Patreon! Starting at $1.00! https://www.patreon.com/user?u=11797644

MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!

Sith Lord Felix : https://www.youtube.com/user/Zthr3E

Tauriel G Channel: https://www.youtube.com/channel/UCBkH5vfQC7suEWY1rikJeKw

Adega Outlaw Channel : https://www.youtube.com/channel/UC5U65v5_MmwUuM8tWHzYtqQ

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods


Entertainment Hacker Crew: John Bamford on Twitter here: https://twitter.com/BIGDaddio29
                           Sith Lord Felix Channel here: https://www.youtube.com/watch?v=fLaV_5lI-GY&t=13s",https://i.ytimg.com/vi/6EavcoMtf9g/default.jpg,120,90,https://i.ytimg.com/vi/6EavcoMtf9g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6EavcoMtf9g/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6EavcoMtf9g/sddefault.jpg,640.0,480.0,eHacker,24,none,Amber Heard DEFENDED By WOKE Media! #JusticeForJohnnyDepp,"Amber Heard DEFENDED By WOKE Media! #JusticeForJohnnyDepp

My Patreon! Starting at $1.00! https://www.patreon.com/user?u=11797644

MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!

Sith Lord Felix : https://www.youtube.com/user/Zthr3E

Tauriel G Channel: https://www.youtube.com/channel/UCBkH5vfQC7suEWY1rikJeKw

Adega Outlaw Channel : https://www.youtube.com/channel/UC5U65v5_MmwUuM8tWHzYtqQ

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods


Entertainment Hacker Crew: John Bamford on Twitter here: https://twitter.com/BIGDaddio29
                           Sith Lord Felix Channel here: https://www.youtube.com/watch?v=fLaV_5lI-GY&t=13s",PT8M6S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,2857,166,0,129,,,,"['amber heard', 'amber heard audio', 'amber heard audio confession', 'amber heard johnny depp', 'justice for johnny depp', 'justice for johnny depp audio', 'amber heard aquaman 2', 'amber heard instagram', 'amber heard instagram comments', 'amber heard comments', 'amber heard deleting comments', 'johnny depp', 'amber heard vs johnny depp']",,
youtube#video,Uv64BrDke1zU0v4sov6WxFgjH7s,6KI30HaOy_8,2020-02-23T22:15:00Z,UChs7lcuw4qOCxl3SJRPuidQ,Johnny Depp's mother: 'I'm Unhappy about Amber Heard & Johnny's bad relationship',,https://i.ytimg.com/vi/6KI30HaOy_8/default.jpg,120,90,https://i.ytimg.com/vi/6KI30HaOy_8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6KI30HaOy_8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6KI30HaOy_8/sddefault.jpg,640.0,480.0,DT Media,24,none,Johnny Depp's mother: 'I'm Unhappy about Amber Heard & Johnny's bad relationship',,PT2M49S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,2059,29,0,7,https://i.ytimg.com/vi/6KI30HaOy_8/maxresdefault.jpg,1280.0,720.0,"['DT Media', 'news', 'Johnny Depp', 'mother', 'Unhappy', 'Amber Heard', 'bad relationship']",,
youtube#video,1A7aB2kQ6ybe15cs61G7rBANP1g,6ySN6dE1JVM,2021-10-16T15:15:00Z,UC-lZTlG05ETwyjDS1JQCv3w,"Amber Heard BRINGS LAPD Into Legal Battle With Johnny Depp, Subpoenas Cops | Celebrity Craze","Amber Heard BRINGS LAPD Into Legal Battle With Johnny Depp Subpoenas Cops | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD #LAPD
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",https://i.ytimg.com/vi/6ySN6dE1JVM/default.jpg,120,90,https://i.ytimg.com/vi/6ySN6dE1JVM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6ySN6dE1JVM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6ySN6dE1JVM/sddefault.jpg,640.0,480.0,Celebrity Craze,24,none,"Amber Heard BRINGS LAPD Into Legal Battle With Johnny Depp, Subpoenas Cops | Celebrity Craze","Amber Heard BRINGS LAPD Into Legal Battle With Johnny Depp Subpoenas Cops | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD #LAPD
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",PT4M12S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,243,14,0,2,https://i.ytimg.com/vi/6ySN6dE1JVM/maxresdefault.jpg,1280.0,720.0,"['celebrity craze', 'celebrity', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'umbrella guy', 'thatumbrellaguy', 'hollywood life', 'Amber Heard BRINGS LAPD Into Legal Battle With Johnny Depp', 'LAPD', 'amber heard johnny depp audio', 'amber heard johnny depp fight video']",en-US,en-US
