kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultLanguage,snippet.defaultAudioLanguage,statistics.commentCount
youtube#video,JC5sAfWnqQuKldiu89YZh_y_qgI,-xcOaTQyoBE,2018-11-26T19:54:40Z,UC3KEiIZBtsTB6P7278uKuug,AQUAMAN - Światowa Premiera w Londynie,"Zobacz NA ŻYWO, prosto z Londynu, relację ze światowej premiery filmu #AQUAMAN gdzie Jason Momoa, Amber Heard, Patrick Wilson i Dolph Lundgren dołączą do reżysera Jamesa Wana na czerwonym dywanie.",https://i.ytimg.com/vi/-xcOaTQyoBE/default.jpg,120,90,https://i.ytimg.com/vi/-xcOaTQyoBE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-xcOaTQyoBE/hqdefault.jpg,480,360,Warner Bros Polska,"['entertainment', 'film', 'premiere', 'film premiere', 'world premiere', 'Jason Momoa', 'Amber Heard', 'Patrick Wilson', 'Dolph Lundgren', 'James Wan', 'nicole kidman', 'dc', 'aquaman', 'arthur curry', 'dc comics', 'dc universe', 'warner bros polska', 'wbep.pl', 'superbohater', 'superbohaterowie']",1,none,AQUAMAN - Światowa Premiera w Londynie,"Zobacz NA ŻYWO, prosto z Londynu, relację ze światowej premiery filmu #AQUAMAN gdzie Jason Momoa, Amber Heard, Patrick Wilson i Dolph Lundgren dołączą do reżysera Jamesa Wana na czerwonym dywanie.",PT57M55S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,4337,102,0,,,,,,,,,
youtube#video,7PYucRhSsew4K4h2iDJjWS3cDlY,2O2W7FNp-yo,2016-04-22T11:00:00Z,UCyEobXxpYV2yOEmQAa6J4VQ,Dino Skeletal Slime Chamber - Search The Slime Build the Dinosaur,"Dino Skeletal Slime Chamber - Search The Slime Build the Dinosaur!  This was fun to learn about and show on video.

Item provided by Uncle Milton for review.



Lucky Penny Thoughts: Some of my favorite things!  Slime and dinosaurs in one toy.  When you get the set, the dinosaur is in pieces in the slime chamber.  Gather your pieces, build the dino and then put him back in the slime.  Thanks 

Later!
LPS-Dave


▶▶ Skip Times 
0:08 Intro/Box Details
1:06 Parts
2:03 Features
2:50 Assembly
5:25 Building Dinosaur 
7:43 Dino In Case/Time Lapse
9:13 Glow In The Dark


▶▶ Product Info 
Dino Skeletal Slime Chamber - Search The Slime Build the Dinosaur


▶▶ Watch More Videos 
Uncle Milton Toys: https://www.youtube.com/watch?v=LQ_y0hIBeBo&list=PL27_x9U5H26utGQSWZ2HcNE2IQeTQoDLz&index=1










Royalty Free Music by http://audiomicro.com/royalty-free-music
Sound Effects by http://audiomicro.com/sound-effects

This video is not intended as an endorsement of the product shown. We were not paid or provided other non-monetary advantages or incentives to show this product.",https://i.ytimg.com/vi/2O2W7FNp-yo/default.jpg,120,90,https://i.ytimg.com/vi/2O2W7FNp-yo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2O2W7FNp-yo/hqdefault.jpg,480,360,Lucky Penny Shop,"['Build A Dino', 'Slime Kit', 'Uncle Milton', 'Dinosuar', 'Lucky Penny Shop', 'Skeletal Slime Chamber', 'Dinosaur', 'Dino', 'Model Kit', 'Kids Kit', 'Dino Skeletal Slime', 'Slime Build the Dinosaur', 'Skeletal Slime', 'Dino X Team', 'Slime']",24,none,Dino Skeletal Slime Chamber - Search The Slime Build the Dinosaur,"Dino Skeletal Slime Chamber - Search The Slime Build the Dinosaur!  This was fun to learn about and show on video.

Item provided by Uncle Milton for review.



Lucky Penny Thoughts: Some of my favorite things!  Slime and dinosaurs in one toy.  When you get the set, the dinosaur is in pieces in the slime chamber.  Gather your pieces, build the dino and then put him back in the slime.  Thanks 

Later!
LPS-Dave


▶▶ Skip Times 
0:08 Intro/Box Details
1:06 Parts
2:03 Features
2:50 Assembly
5:25 Building Dinosaur 
7:43 Dino In Case/Time Lapse
9:13 Glow In The Dark


▶▶ Product Info 
Dino Skeletal Slime Chamber - Search The Slime Build the Dinosaur


▶▶ Watch More Videos 
Uncle Milton Toys: https://www.youtube.com/watch?v=LQ_y0hIBeBo&list=PL27_x9U5H26utGQSWZ2HcNE2IQeTQoDLz&index=1










Royalty Free Music by http://audiomicro.com/royalty-free-music
Sound Effects by http://audiomicro.com/sound-effects

This video is not intended as an endorsement of the product shown. We were not paid or provided other non-monetary advantages or incentives to show this product.",PT13M37S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1257550,3745,0,https://i.ytimg.com/vi/2O2W7FNp-yo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2O2W7FNp-yo/maxresdefault.jpg,1280.0,720.0,en,en-US,288
youtube#video,2I3mXPIGk-KIbvqT61QqNObbG80,AdvCBEobuQc,2019-11-06T22:00:01Z,UCr-rCvgg21KqfrnGopaQeGw,🚨 Daily life Safety with AMBER | EP19 | Robocar POLI | Kids animation,"🚨 Daily life Safety with AMBER
Ep 19. Safety with Electricity

Super transforming Robocar rescue team is here to save our neighbors and friends from dangers.
There are always accidents and troubles in Broom’s town. 
But, in the every moment of crisis, there is our super Robocar rescue team to save the cars and people from the dangerous situation.
They are Super police car POLI and his team-mate, fire-truck ROY, ambulance AMBER, Helicopter HELLY and operator girl JIN.
Through the rescue process of each episode, children get to know the daily safe tips, and the happiness and preciousness when they help others by POLI and his friends of Broom’s town.

Connect with Robocar POLI:

Visit the Robocar POLI WEBSITE:
http://www.robocarpoli.com

Like Robocar POLI on FACEBOOK:
https://www.facebook.com/robocarpoli.kor

Follow Robocar POLI on INSTAGRAM:
http://instagram.com/robocarpoli.official

Here we go rescue of you!

https://www.youtube.com/robocarpoli

COPYRIGHT ⓒ ROI VISUAL / EBS",https://i.ytimg.com/vi/AdvCBEobuQc/default.jpg,120,90,https://i.ytimg.com/vi/AdvCBEobuQc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AdvCBEobuQc/hqdefault.jpg,480,360,Robocar POLI TV,"['robocarpoli', 'POLI', 'Amber', 'Roy', 'helly', 'Broomstown', '로보카폴리', 'RoiVIsual', '로이비쥬얼', 'police', 'car', 'ambulance', 'fireengine', 'Helicopter', 'car animation', 'policecar', 'rescue team', 'jin']",1,none,🚨 Daily life Safety with AMBER | EP19 | Robocar POLI | Kids animation,"🚨 Daily life Safety with AMBER
Ep 19. Safety with Electricity

Super transforming Robocar rescue team is here to save our neighbors and friends from dangers.
There are always accidents and troubles in Broom’s town. 
But, in the every moment of crisis, there is our super Robocar rescue team to save the cars and people from the dangerous situation.
They are Super police car POLI and his team-mate, fire-truck ROY, ambulance AMBER, Helicopter HELLY and operator girl JIN.
Through the rescue process of each episode, children get to know the daily safe tips, and the happiness and preciousness when they help others by POLI and his friends of Broom’s town.

Connect with Robocar POLI:

Visit the Robocar POLI WEBSITE:
http://www.robocarpoli.com

Like Robocar POLI on FACEBOOK:
https://www.facebook.com/robocarpoli.kor

Follow Robocar POLI on INSTAGRAM:
http://instagram.com/robocarpoli.official

Here we go rescue of you!

https://www.youtube.com/robocarpoli

COPYRIGHT ⓒ ROI VISUAL / EBS",PT6M35S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,True,5248640,14027,0,https://i.ytimg.com/vi/AdvCBEobuQc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/AdvCBEobuQc/maxresdefault.jpg,1280.0,720.0,en,en,0
youtube#video,a19NdPWcXGpTGZKg0cDJey4IEMc,eJRoxq_GCqw,2021-04-20T13:00:18Z,UCcgqJ1blFKqbC2bWGY4Opmg,"Finally, the kinda affordable 7DoF robot arm (Amber B1)","Finally, the affordable 7 axis (better than 6axis!) robotic arm is here! Amber Bionic 1 has really impressive performance. It has the payload of 3kg and the precision of less than 0.5mm. And all this with very affordable price!

The link to the KickStarter campaign: https://bit.ly/3tvuYTc

Special thanks to my special Patrons: Matthew Harrison, RobotDigg Shanghai, Shounak Bhattacharya and Vikas Marwaha!

Please subscribe. This will help me to develop other projects like this, to bring the bright future closer! 

One time donation:
https://www.paypal.me/Skyentific

If you want to help this channel, please support me on Patreon: 
https://www.patreon.com/Skyentific

Instagram: https://www.instagram.com/skyentificinsta/
Facebook: https://www.facebook.com/SkyentificFace
Twitter: https://twitter.com/SkyentificTweet

#robotarm #robotics #robot",https://i.ytimg.com/vi/eJRoxq_GCqw/default.jpg,120,90,https://i.ytimg.com/vi/eJRoxq_GCqw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/eJRoxq_GCqw/hqdefault.jpg,480,360,Skyentific,"['robotic arm', 'robot arm', 'brushless', 'harmonic drive', 'robot', 'robotics']",28,none,"Finally, the kinda affordable 7DoF robot arm (Amber B1)","Finally, the affordable 7 axis (better than 6axis!) robotic arm is here! Amber Bionic 1 has really impressive performance. It has the payload of 3kg and the precision of less than 0.5mm. And all this with very affordable price!

The link to the KickStarter campaign: https://bit.ly/3tvuYTc

Special thanks to my special Patrons: Matthew Harrison, RobotDigg Shanghai, Shounak Bhattacharya and Vikas Marwaha!

Please subscribe. This will help me to develop other projects like this, to bring the bright future closer! 

One time donation:
https://www.paypal.me/Skyentific

If you want to help this channel, please support me on Patreon: 
https://www.patreon.com/Skyentific

Instagram: https://www.instagram.com/skyentificinsta/
Facebook: https://www.facebook.com/SkyentificFace
Twitter: https://twitter.com/SkyentificTweet

#robotarm #robotics #robot",PT20M46S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,83540,2615,0,https://i.ytimg.com/vi/eJRoxq_GCqw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/eJRoxq_GCqw/maxresdefault.jpg,1280.0,720.0,en,en,233
youtube#video,sjQ517GuP-YjxocY_Oiww18vzpM,gD6i34vCciE,2019-06-24T16:26:38Z,UCrMYG6klygqNIovLmuCIwVA,#NABI2019: STEM Challenges as Broader Impacts Programs,"Matt Johnson, Kathleen Hill, Amber Cesare, and Gabe Knowles, Penn State University presented at #NABI2019 on how to use STEM challenges for K–12 students as an excellent format for broader impacts.

They can promote participation in STEM of those populations that are typically underrepresented, can improve STEM education, and can increase public engagement with science and technology. Further, a well-established program that becomes sustainable can be used in broader impacts programs of future proposals in related fields. However, these programs can be difficult to develop, time-consuming to implement, and challenging to attract a large number of participants. The purpose of this session is twofold. First, we will use two examples of STEM challenges we host at the Center for Science and the Schools (CSATS) at Penn State to illustrate some of the obstacles and solutions we have found in the development and implementation of these programs. Second, we will begin to form an affinity group of BI professionals involved or interested in this style of BI program.",https://i.ytimg.com/vi/gD6i34vCciE/default.jpg,120,90,https://i.ytimg.com/vi/gD6i34vCciE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gD6i34vCciE/hqdefault.jpg,480,360,ARIS Impacts,"['Matt Johnson', 'Kathleen Hill', 'Amber Cesare', 'Gabe Knowles', 'Penn State University', 'stem', 'aris', 'research impact', 'broader impacts']",27,none,#NABI2019: STEM Challenges as Broader Impacts Programs,"Matt Johnson, Kathleen Hill, Amber Cesare, and Gabe Knowles, Penn State University presented at #NABI2019 on how to use STEM challenges for K–12 students as an excellent format for broader impacts.

They can promote participation in STEM of those populations that are typically underrepresented, can improve STEM education, and can increase public engagement with science and technology. Further, a well-established program that becomes sustainable can be used in broader impacts programs of future proposals in related fields. However, these programs can be difficult to develop, time-consuming to implement, and challenging to attract a large number of participants. The purpose of this session is twofold. First, we will use two examples of STEM challenges we host at the Center for Science and the Schools (CSATS) at Penn State to illustrate some of the obstacles and solutions we have found in the development and implementation of these programs. Second, we will begin to form an affinity group of BI professionals involved or interested in this style of BI program.",PT44M41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,13,1,0,https://i.ytimg.com/vi/gD6i34vCciE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gD6i34vCciE/maxresdefault.jpg,1280.0,720.0,en,en-US,0
youtube#video,yVk-iZqevyAoWa77jE-s_ynXm44,HRWlxmV_Fs8,2019-03-11T18:19:47Z,UCSWoppsVL0TLxFQ2qP_DLqQ,Two Bit Circus | California Live | NBCLA,"If you love vintage video games, arcades and cutting edge future-tech - our Amber Mesker has the place for you! We explore a brand-new kind of social playspace at the world’s first micro-amusement park, Two Bit Circus.

———

Don’t miss an NBCLA video, subscribe here: https://bit.ly/2NnofFF 
For more, visit NBCLA.COM here: https://bit.ly/2uB6niE 
On Facebook: https://bit.ly/2uFU1px 
On Twitter: https://bit.ly/2JsBm5Y

About NBCLA

The West Coast flagship station of the NBCUniversal Owned Television Stations, serving the vast region since 1949. NBC4 produces 43 hours each week of local news and weather, and the station features the largest award-winning investigative unit in Southern California. NBC4’s news operation has received nearly every industry award bestowed on local news, including numerous Los Angeles Emmy and Golden Mike Awards, two national and two regional Edward R. Murrow Awards, and a Peabody Award. NBC4 news is delivered across the main broadcast on channel 4, at www.nbcla.com, and through multiple interactive social media platforms 24/7. The NBC Owned Television Stations, a division of NBCUniversal, also operates COZI TV (www.cozitv.com), a national network that brings viewers some of America’s most beloved and iconic television shows and movies.

#NBC #NBCLA",https://i.ytimg.com/vi/HRWlxmV_Fs8/default.jpg,120,90,https://i.ytimg.com/vi/HRWlxmV_Fs8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HRWlxmV_Fs8/hqdefault.jpg,480,360,NBCLA,"['news', 'los angeles', 'nbc news', 'nbc la', 'knbc', 'nbc 4', 'nbc4 la', 'los angeles news', 'california', 'callifornia news', 'california live', 'video games', 'arts distrcit', 'two bit circus', 'arcade']",25,none,Two Bit Circus | California Live | NBCLA,"If you love vintage video games, arcades and cutting edge future-tech - our Amber Mesker has the place for you! We explore a brand-new kind of social playspace at the world’s first micro-amusement park, Two Bit Circus.

———

Don’t miss an NBCLA video, subscribe here: https://bit.ly/2NnofFF 
For more, visit NBCLA.COM here: https://bit.ly/2uB6niE 
On Facebook: https://bit.ly/2uFU1px 
On Twitter: https://bit.ly/2JsBm5Y

About NBCLA

The West Coast flagship station of the NBCUniversal Owned Television Stations, serving the vast region since 1949. NBC4 produces 43 hours each week of local news and weather, and the station features the largest award-winning investigative unit in Southern California. NBC4’s news operation has received nearly every industry award bestowed on local news, including numerous Los Angeles Emmy and Golden Mike Awards, two national and two regional Edward R. Murrow Awards, and a Peabody Award. NBC4 news is delivered across the main broadcast on channel 4, at www.nbcla.com, and through multiple interactive social media platforms 24/7. The NBC Owned Television Stations, a division of NBCUniversal, also operates COZI TV (www.cozitv.com), a national network that brings viewers some of America’s most beloved and iconic television shows and movies.

#NBC #NBCLA",PT3M13S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,515,5,0,https://i.ytimg.com/vi/HRWlxmV_Fs8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/HRWlxmV_Fs8/maxresdefault.jpg,1280.0,720.0,,,0
youtube#video,cCM0bT33IH2rR7fIM14STYbAs1Q,L0tvXVE4bjs,2021-12-12T00:20:31Z,UCSeHprDEz_3in9j7loXQJdg,"Fine Amberlynn, you can have A LITTLE attention.",Support the stream: https://streamlabs.com/youngdumbhoneybun,https://i.ytimg.com/vi/L0tvXVE4bjs/default.jpg,120,90,https://i.ytimg.com/vi/L0tvXVE4bjs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/L0tvXVE4bjs/hqdefault.jpg,480,360,Young Dumb Honey Bun,,22,none,"Fine Amberlynn, you can have A LITTLE attention.",Support the stream: https://streamlabs.com/youngdumbhoneybun,PT2H11M27S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,35455,1119,0,,,,,,,,en-US,169
youtube#video,RlhEWJGBHEFJXXXpQJkWmE-JiUQ,mFaX9fB1Jb0,2021-05-13T18:10:46Z,UCcgqJ1blFKqbC2bWGY4Opmg,Building the gripper for the robot arm (Dynamixel + Amber),"Today we have build the gripper for the 7 axis robotic arm (Amber B1). But it should be useful also for other robot arms. The gripper uses torque control and torque based position control, which make this gripper ideal for fragile light objects as well as for heavy objects. All this is possible thanks to Dynamixel servo.

Big thank you to ROBOTIS for the Dynamixel Servo: 
North and South America Region: https://www.robotis.us/dynamixel-xh540-v150-r/
Europe, Asia, Africa, Oceania/Australia Region: http://en.robotis.com/shop_en/item.php?it_id=902-0142-000

The link to the KickStarter campaign of Amber B1: https://bit.ly/3tvuYTc

Special thanks to my special Patrons: Matthew Harrison, RobotDigg Shanghai, Shounak Bhattacharya and Vikas Marwaha!

Please subscribe. This will help me to develop other projects like this, to bring the bright future closer! 

One time donation:
https://www.paypal.me/Skyentific

If you want to help this channel, please support me on Patreon: 
https://www.patreon.com/Skyentific

Instagram: https://www.instagram.com/skyentificinsta/
Facebook: https://www.facebook.com/SkyentificFace
Twitter: https://twitter.com/SkyentificTweet

#robotics #robot #robotarm",https://i.ytimg.com/vi/mFaX9fB1Jb0/default.jpg,120,90,https://i.ytimg.com/vi/mFaX9fB1Jb0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mFaX9fB1Jb0/hqdefault.jpg,480,360,Skyentific,"['robotic arm', 'robot arm', 'brushless', 'harmonic drive', 'robot', 'robotics', 'Dynamixel', 'servo', 'gripper', 'torque', 'robotis']",28,none,Building the gripper for the robot arm (Dynamixel + Amber),"Today we have build the gripper for the 7 axis robotic arm (Amber B1). But it should be useful also for other robot arms. The gripper uses torque control and torque based position control, which make this gripper ideal for fragile light objects as well as for heavy objects. All this is possible thanks to Dynamixel servo.

Big thank you to ROBOTIS for the Dynamixel Servo: 
North and South America Region: https://www.robotis.us/dynamixel-xh540-v150-r/
Europe, Asia, Africa, Oceania/Australia Region: http://en.robotis.com/shop_en/item.php?it_id=902-0142-000

The link to the KickStarter campaign of Amber B1: https://bit.ly/3tvuYTc

Special thanks to my special Patrons: Matthew Harrison, RobotDigg Shanghai, Shounak Bhattacharya and Vikas Marwaha!

Please subscribe. This will help me to develop other projects like this, to bring the bright future closer! 

One time donation:
https://www.paypal.me/Skyentific

If you want to help this channel, please support me on Patreon: 
https://www.patreon.com/Skyentific

Instagram: https://www.instagram.com/skyentificinsta/
Facebook: https://www.facebook.com/SkyentificFace
Twitter: https://twitter.com/SkyentificTweet

#robotics #robot #robotarm",PT15M38S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,13726,757,0,https://i.ytimg.com/vi/mFaX9fB1Jb0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/mFaX9fB1Jb0/maxresdefault.jpg,1280.0,720.0,en,en,67
youtube#video,fw8FjO_rj58SEuPOFJmwdInhAw8,n3I-2mROYjI,2021-01-14T16:49:29Z,UC8X0kkF7HNdWUxTMjAagJxw,"Amber HEART Academy Virtual Launch - January 14, 2021","#Coding #Amber #OPM 
Don't forget to like, share and subscribe.

The  Public Broadcasting Corporation of Jamaica or PBCJ carries as part of its programming: 

Coverage of events of National and Regional Interest 
Dissemination of Balanced News, Current Affairs, Information and Ideas on matters of general public interest.",https://i.ytimg.com/vi/n3I-2mROYjI/default.jpg,120,90,https://i.ytimg.com/vi/n3I-2mROYjI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/n3I-2mROYjI/hqdefault.jpg,480,360,pbcjamaica,"['pbcj', 'pbcjamaica', 'parliament', 'senate', 'politics', 'news', 'pac', 'paac']",25,none,"Amber HEART Academy Virtual Launch - January 14, 2021","#Coding #Amber #OPM 
Don't forget to like, share and subscribe.

The  Public Broadcasting Corporation of Jamaica or PBCJ carries as part of its programming: 

Coverage of events of National and Regional Interest 
Dissemination of Balanced News, Current Affairs, Information and Ideas on matters of general public interest.",PT1H16M36S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2570,44,0,https://i.ytimg.com/vi/n3I-2mROYjI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/n3I-2mROYjI/maxresdefault.jpg,1280.0,720.0,en,en,1
youtube#video,Wn5lSQW2-AaOS-6a2OlY-_6kTac,OYfzRkCLY0c,2018-09-21T17:12:13Z,UCdNtqpHlU1pCaVy2wlzxHKQ,LIVE – Fireside chat with nine Canadian astronauts,"2018-09-21 - Amber Mac leads a discussion on space exploration with nine Canadian astronauts.

Credit: Canadian Space Agency",https://i.ytimg.com/vi/OYfzRkCLY0c/default.jpg,120,90,https://i.ytimg.com/vi/OYfzRkCLY0c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/OYfzRkCLY0c/hqdefault.jpg,480,360,Canadian Space Agency,,28,none,LIVE – Fireside chat with nine Canadian astronauts,"2018-09-21 - Amber Mac leads a discussion on space exploration with nine Canadian astronauts.

Credit: Canadian Space Agency",PT1H2M48S,2d,hd,true,False,rectangular,processed,public,youtube,True,True,False,3603,116,0,https://i.ytimg.com/vi/OYfzRkCLY0c/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/OYfzRkCLY0c/maxresdefault.jpg,1280.0,720.0,,en,11
