kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultLanguage
youtube#video,9QexjW3MrBSJQT5mFzKSdBhJ-ss,-eITzqOx3Jc,2020-12-17T18:15:01Z,UCMAwi5fm2yOSEeKd_Qv0Z2Q,Amber Heard PAID for RUINING Johnny Depp in BOMBSHELL based on LIES!,"Amber Heard PAID for RUINING Johnny Depp in BOMBSHELL based on LIES!

COMIC: https://www.indiegogo.com/projects/another-case-for-the-littlest-umbrella

Tip Jar: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2AAZU385W88GE    Tip Jar

Patreon: https://www.patreon.com/thatumbrellaguy Patreon

Bitcoin address: 1NxxqwYKh16zQoFku64vofrJ1uGXXLWwVX

#johnnydepp #amberheard #thatumbrellaguy",https://i.ytimg.com/vi/-eITzqOx3Jc/default.jpg,120,90,https://i.ytimg.com/vi/-eITzqOx3Jc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-eITzqOx3Jc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-eITzqOx3Jc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-eITzqOx3Jc/maxresdefault.jpg,1280.0,720.0,ThatUmbrellaGuy,"['johnny depp', 'amber heard', 'metoo', 'domestic violence', 'amber heard update', 'amber heard signed', 'prince harry', 'amber heard johnny depp', 'johnny depp update', 'meagan markle', 'price harry amber heard', 'megan markle amber heard', 'amber heard speaking agency', 'depp heard sun', 'amber heard beats depp', 'heard win depp', 'heard paid for ruining depp', 'amber heard the stand', 'heard depp sun', 'heard wins', 'depp wins', 'heard loses', 'depp loses', 'warner bros', 'disney depp']",24,none,Amber Heard PAID for RUINING Johnny Depp in BOMBSHELL based on LIES!,"Amber Heard PAID for RUINING Johnny Depp in BOMBSHELL based on LIES!

COMIC: https://www.indiegogo.com/projects/another-case-for-the-littlest-umbrella

Tip Jar: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2AAZU385W88GE    Tip Jar

Patreon: https://www.patreon.com/thatumbrellaguy Patreon

Bitcoin address: 1NxxqwYKh16zQoFku64vofrJ1uGXXLWwVX

#johnnydepp #amberheard #thatumbrellaguy",en,PT9M10S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,59914,2646,0,689,
youtube#video,XDoBuQ_w1J4ED7f31empQizQWOM,-wOVmpB-e6I,2020-12-19T14:05:48Z,UCeooMl4PFAM9kLPHvavt2KQ,Amber Heard MUST Submit Arrest Records to Virginia Court! BIG WIN for Team Johnny!,"Amber Heard MUST Submit Arrest Records to Virginia Court! BIG WIN for Team Johnny!
Check me out on Twitter at @EnterHacker!
Members can be seen in this video outro! (Updates come about once a week!)",https://i.ytimg.com/vi/-wOVmpB-e6I/default.jpg,120,90,https://i.ytimg.com/vi/-wOVmpB-e6I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-wOVmpB-e6I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-wOVmpB-e6I/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-wOVmpB-e6I/maxresdefault.jpg,1280.0,720.0,eHacker,"['johnny depp', 'amber heard and johnny depp', 'defamation', 'amber heard vs johnny depp', 'johnny depp vs the sun', 'amber heard vs megan fox', 'amber heard instagram', 'amber heard johnny depp audio', 'johnny depp dior', 'johnny depp defamation', 'amber heard twitter', 'amber heard aquaman 2', 'amber heard fired', 'amber heard mera', 'justice for johnny depp']",24,none,Amber Heard MUST Submit Arrest Records to Virginia Court! BIG WIN for Team Johnny!,"Amber Heard MUST Submit Arrest Records to Virginia Court! BIG WIN for Team Johnny!
Check me out on Twitter at @EnterHacker!
Members can be seen in this video outro! (Updates come about once a week!)",,PT9M3S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,11361,1240,0,352,
youtube#video,8e_9_X95hqLtze9qjJAN4JoeAlg,0fsd4I48P4E,2021-08-03T14:42:12Z,UCG2QYlhnYYxksvv6ve11ijw,BIG WIN For Johnny Depp over Amber Heard and The ACLU !!,"The Judge in Virginia ruled in Johnny Depp’s Favor and Now The ACLU has to show What Amber Heard has paid to the charity.

Hope you enjoyed this video. If you did please to a of the channel and join our community. 

Don’t forget to Like, Subscribe, Share and hit the Notification Bell.

Thank you for your support, it means more then you could imagine.

Please check out :

Rob's Rules Store : https://my-store-11481277.preview.teespring.com/listing/rob-s-rules-on-the-go#previewData=U2FsdGVkX199RoZW699ZJ3m8XTfYU19xx5uTV9OfRtLTQDKtnYudTBv7HIV6yyJv
NEW VIDEO FOOTAGE From LAPD Body Cam Proves Amber Heard Is nothing but a Liar. This is the second time the LAPD showed up to Johnny Depp’s LA Penthouse. 


Tammy Tips and Tricks : https://instagram.com/tammy.tipsandtrips?igshid=sk5olemcpdhp

Rob’s Rebellion Star Wars Channel : 

https://youtube.com/channel/UCneEOMqlDbQxHDPdMxaq1Pg

Rob’s Rules Discord :

https://discord.gg/B2R5aubJ

Twitter : @wars_everything

Email : estarwars1977@gmail.com

#JusticeForJohnnyDepp 
#JusticeForDepp

Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",https://i.ytimg.com/vi/0fsd4I48P4E/default.jpg,120,90,https://i.ytimg.com/vi/0fsd4I48P4E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0fsd4I48P4E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0fsd4I48P4E/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0fsd4I48P4E/maxresdefault.jpg,1280.0,720.0,Rob's Rules,"['Johnny Depp Amber', 'Johnny Depp', 'Depp', 'Depp Heard', 'Amber Heard Johnny Depp', 'Amber Heard', 'Heard']",24,none,BIG WIN For Johnny Depp over Amber Heard and The ACLU !!,"The Judge in Virginia ruled in Johnny Depp’s Favor and Now The ACLU has to show What Amber Heard has paid to the charity.

Hope you enjoyed this video. If you did please to a of the channel and join our community. 

Don’t forget to Like, Subscribe, Share and hit the Notification Bell.

Thank you for your support, it means more then you could imagine.

Please check out :

Rob's Rules Store : https://my-store-11481277.preview.teespring.com/listing/rob-s-rules-on-the-go#previewData=U2FsdGVkX199RoZW699ZJ3m8XTfYU19xx5uTV9OfRtLTQDKtnYudTBv7HIV6yyJv
NEW VIDEO FOOTAGE From LAPD Body Cam Proves Amber Heard Is nothing but a Liar. This is the second time the LAPD showed up to Johnny Depp’s LA Penthouse. 


Tammy Tips and Tricks : https://instagram.com/tammy.tipsandtrips?igshid=sk5olemcpdhp

Rob’s Rebellion Star Wars Channel : 

https://youtube.com/channel/UCneEOMqlDbQxHDPdMxaq1Pg

Rob’s Rules Discord :

https://discord.gg/B2R5aubJ

Twitter : @wars_everything

Email : estarwars1977@gmail.com

#JusticeForJohnnyDepp 
#JusticeForDepp

Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",en,PT6M5S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,427,122,0,34,
youtube#video,ptF3_BFllPsfqBWkSW3AQtfDMdU,0TqHCUoJSrA,2021-03-24T15:00:01Z,UC-lZTlG05ETwyjDS1JQCv3w,12 Times Johnny Depp Tried To Warn Us About Amber Heard | Celebrity Craze,"12 Times Johnny Depp Tried To Warn Us About Amber Heard | Celebrity Craze

The Amber Heard vs Johnny Depp saga continues!

Johnny Depp has had a pretty interesting life the last few years. It has been funny, happy, and sad. Likely due to his current  long and rigorous court case with his ex wife. 

This court case is calling Johnny Depp's character into question. He continues to fight for his life and reputation. To show to prove that he isn’t what the media and others make him out to be. 

If you paid attention during certain points in his life during the past few years, he has sent slight warnings on what was happening to him. But you may not have realized it. 

Allow us to break it down for you. Be sure to like the video and subscribe to the channel!

#JohnnyDepp #AmberHeard
--------------------------------------------------------------------------------------------------------------------------
Subscribe Here: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",https://i.ytimg.com/vi/0TqHCUoJSrA/default.jpg,120,90,https://i.ytimg.com/vi/0TqHCUoJSrA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0TqHCUoJSrA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0TqHCUoJSrA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0TqHCUoJSrA/maxresdefault.jpg,1280.0,720.0,Celebrity Craze,"['celebrity craze', 'celebrity', 'johnny depp', 'johnny depp interview', 'johnny depp news', 'informoverload', 'celebrity news', 'inform overload', 'depp heard', 'johnny depp wins', 'johnny depp fired', 'celebrities', 'johnny depp amber heard', 'amber heard johnny depp', 'johnny depp loses case', 'hollywood', 'johnny depp trial', 'johnny depp audio', 'hollywood life', 'pirates of the caribbean', 'johnny depp and amber heard', 'johnny depp amber heard audio', 'amber heard', 'johnny depp amber heard court', 'hollywood fix']",22,none,12 Times Johnny Depp Tried To Warn Us About Amber Heard | Celebrity Craze,"12 Times Johnny Depp Tried To Warn Us About Amber Heard | Celebrity Craze

The Amber Heard vs Johnny Depp saga continues!

Johnny Depp has had a pretty interesting life the last few years. It has been funny, happy, and sad. Likely due to his current  long and rigorous court case with his ex wife. 

This court case is calling Johnny Depp's character into question. He continues to fight for his life and reputation. To show to prove that he isn’t what the media and others make him out to be. 

If you paid attention during certain points in his life during the past few years, he has sent slight warnings on what was happening to him. But you may not have realized it. 

Allow us to break it down for you. Be sure to like the video and subscribe to the channel!

#JohnnyDepp #AmberHeard
--------------------------------------------------------------------------------------------------------------------------
Subscribe Here: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",en-GB,PT8M37S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,94,3,0,0,
youtube#video,doKSHDURAM3txWeG5qnA5XjivJo,3LvU1jD-LjU,2021-09-19T16:30:01Z,UCDFi2RfPHpN3cIrulf3IAUg,AMBER HEARD - LIFESTYLE AND NET WORTH,"In today's video, join us as we show you the lifestyle and net worth of Amber Heard. Behind all the drama and issues she has faced, Amber Heard remains to be one of the highest paid women in Hollywood. Amber Heard is an American actress who is known for playing her role as Mera in the Justice League series. Aside from this, she has also starred in different TV shows, and that is why she has a huge amount of net worth.

Currently, Amber Heard is facing a huge and serious legal battle focusing around her and her ex-husband Johnny Depp’s abuse accusations. But before this, let’s look back at the lifestyle of Amber Heard and how she has earned her current net worth. Make sure to watch the whole video and see the successful life of Amber Heard! In addition, do us a favor and like the video and subscribe and turn on the notification bell. We’ll see you in the next video!

#AmberHeard
#CelebrityLifestyle
#NetWorth

I do not take any ownership of the music displayed in this video. Ownership belongs to the respected owner(s). Used under fair use policy.* Music used for entertainment purposes displayed in this video. Ownership belongs to the respected owner(s). Used under fair use policy.* Music used for entertainment purposes only.",https://i.ytimg.com/vi/3LvU1jD-LjU/default.jpg,120,90,https://i.ytimg.com/vi/3LvU1jD-LjU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3LvU1jD-LjU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3LvU1jD-LjU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3LvU1jD-LjU/maxresdefault.jpg,1280.0,720.0,CelebScoops,,26,none,AMBER HEARD - LIFESTYLE AND NET WORTH,"In today's video, join us as we show you the lifestyle and net worth of Amber Heard. Behind all the drama and issues she has faced, Amber Heard remains to be one of the highest paid women in Hollywood. Amber Heard is an American actress who is known for playing her role as Mera in the Justice League series. Aside from this, she has also starred in different TV shows, and that is why she has a huge amount of net worth.

Currently, Amber Heard is facing a huge and serious legal battle focusing around her and her ex-husband Johnny Depp’s abuse accusations. But before this, let’s look back at the lifestyle of Amber Heard and how she has earned her current net worth. Make sure to watch the whole video and see the successful life of Amber Heard! In addition, do us a favor and like the video and subscribe and turn on the notification bell. We’ll see you in the next video!

#AmberHeard
#CelebrityLifestyle
#NetWorth

I do not take any ownership of the music displayed in this video. Ownership belongs to the respected owner(s). Used under fair use policy.* Music used for entertainment purposes displayed in this video. Ownership belongs to the respected owner(s). Used under fair use policy.* Music used for entertainment purposes only.",,PT9M42S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,5,0,0,0,
youtube#video,yruq1e12SOTpnQhUv0SgXJBW_N0,3VV9X7yDYNA,2020-11-09T13:08:25Z,UCPCDIy3Qi3cdozL9gkZpolg,Drunk girl tries to pull a 'Amber Heard' on man but fails #redpill #mgtow,,https://i.ytimg.com/vi/3VV9X7yDYNA/default.jpg,120,90,https://i.ytimg.com/vi/3VV9X7yDYNA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3VV9X7yDYNA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3VV9X7yDYNA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3VV9X7yDYNA/maxresdefault.jpg,1280.0,720.0,f3mh8r HiDef,,23,none,Drunk girl tries to pull a 'Amber Heard' on man but fails #redpill #mgtow,,en,PT1M,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1168,152,0,32,
youtube#video,NTq_EhYgv0an4ffJZFxMZ1Gg9Ks,5Jp0l8JWv1M,2020-12-17T21:43:52Z,UCxOtWNVhiCMeb3RZf_U41sw,Amber Heard must be stopped,"If you enjoyed the video, please Like and Subscribe!

Watch me live and Follow on Twitch! ►https://www.twitch.tv/madspaceyt
Follow me on Twitter! ► https://twitter.com/zMadSpace
Discord server coming soon! 

#johnnydepp #amberheard #film",https://i.ytimg.com/vi/5Jp0l8JWv1M/default.jpg,120,90,https://i.ytimg.com/vi/5Jp0l8JWv1M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5Jp0l8JWv1M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5Jp0l8JWv1M/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/5Jp0l8JWv1M/maxresdefault.jpg,1280.0,720.0,MadSpace,"['johnny depp', 'amber heard', 'false allegations', 'disney', 'pirates', 'pirates of the Caribbean', 'domestic voilence']",20,none,Amber Heard must be stopped,"If you enjoyed the video, please Like and Subscribe!

Watch me live and Follow on Twitch! ►https://www.twitch.tv/madspaceyt
Follow me on Twitter! ► https://twitter.com/zMadSpace
Discord server coming soon! 

#johnnydepp #amberheard #film",,PT8M6S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,38,0,0,0,
youtube#video,-dImG6xnWl1AAieWQdqOCSBUYC4,7fBcpUB3rg8,2020-10-28T17:15:00Z,UCMAwi5fm2yOSEeKd_Qv0Z2Q,Amber Heard STEALS and GETS BUSTED! HILARIOUSLY wants to PAY IN CLOUT!,"Amber Heard STEALS and GETS BUSTED! HILARIOUSLY wants to PAY IN CLOUT!

COMIC: https://www.indiegogo.com/projects/another-case-for-the-littlest-umbrella

Tip Jar: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2AAZU385W88GE    Tip Jar

Patreon: https://www.patreon.com/thatumbrellaguy Patreon

Bitcoin address: 1NxxqwYKh16zQoFku64vofrJ1uGXXLWwVX
#amberheard #thatumbrellaguy #depp",https://i.ytimg.com/vi/7fBcpUB3rg8/default.jpg,120,90,https://i.ytimg.com/vi/7fBcpUB3rg8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7fBcpUB3rg8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7fBcpUB3rg8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/7fBcpUB3rg8/maxresdefault.jpg,1280.0,720.0,ThatUmbrellaGuy,"['amber heard', 'johnny depp', 'amber heard johnny depp', 'amber heard art', 'amber heard busted', 'amber heard steals', 'amber heard robs', 'Amber Heard STEALS and GETS BUSTED! HILARIOUSLY wants to PAY IN CLOUT!', 'amber heard johnny depp sun', 'heard depp 2021', 'thatumbrellaguy johnny depp', 'that umbrella guy johnny depp', 'that umbrella guy amber heard', 'umbrella guy', 'johnny depp sun', 'amber heard news', 'depp update', 'heard update', 'amber heard fail', 'johnny depp wins', 'johnny depp winning', 'depp sun']",24,none,Amber Heard STEALS and GETS BUSTED! HILARIOUSLY wants to PAY IN CLOUT!,"Amber Heard STEALS and GETS BUSTED! HILARIOUSLY wants to PAY IN CLOUT!

COMIC: https://www.indiegogo.com/projects/another-case-for-the-littlest-umbrella

Tip Jar: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2AAZU385W88GE    Tip Jar

Patreon: https://www.patreon.com/thatumbrellaguy Patreon

Bitcoin address: 1NxxqwYKh16zQoFku64vofrJ1uGXXLWwVX
#amberheard #thatumbrellaguy #depp",en,PT9M50S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,21328,2544,0,390,
youtube#video,qiHf2AKA66GoZscCWPFX0oaamWo,8Xcta_tbT9E,2021-02-18T19:55:19Z,UCsL5JvZEqn1BXdEhIrymzdg,"Amber Heard PAID HER SISTER $10,000 to LIE about Johnny Depp in COURT!",,https://i.ytimg.com/vi/8Xcta_tbT9E/default.jpg,120,90,https://i.ytimg.com/vi/8Xcta_tbT9E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8Xcta_tbT9E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8Xcta_tbT9E/sddefault.jpg,640.0,480.0,,,,Master Of Destruction,,10,none,"Amber Heard PAID HER SISTER $10,000 to LIE about Johnny Depp in COURT!",,,PT10M12S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,70,0,0,0,
youtube#video,a95DAcDPL7vzo2QTGpkBYk4r2T8,Bh7BYJbfPCA,2021-07-09T15:45:01Z,UCAmaiEYnoTgj-dmjp8DpepQ,"""I GOT PAID"" Amber Heard the Highest Paid Actress in Hollywood Part 2 | The Gossipy","""I GOT PAID"" Amber Heard the Highest Paid Actress in Hollywood Part 2 | The Gossipy

Amber Heard knows how to get that money. She remains in the celebrity news and headlines as Aquaman 2 is set to make Amber Heard one of the highest paid actresses in Hollywood today. The Johnny Depp Amber Heard Court case continues and remains at the top of celeb news. 

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#Aquaman2 #AmberHeard #JohnnyDepp #JusticeForJohnny
--------------------------------------------------------------------------------------------------------------------------

Welcome toThe Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/Bh7BYJbfPCA/default.jpg,120,90,https://i.ytimg.com/vi/Bh7BYJbfPCA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Bh7BYJbfPCA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Bh7BYJbfPCA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Bh7BYJbfPCA/maxresdefault.jpg,1280.0,720.0,The Gossipy,"['The Gossipy', 'I GOT PAID Amber Heard the Highest Paid Actress in Hollywood', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'umbrella guy', 'thatumbrellaguy', 'hollywood life', 'justice for johnny depp', 'Aquaman 2', 'Aquaman 2 Amber Heard', 'Amber Heard Aquaman 2']",24,none,"""I GOT PAID"" Amber Heard the Highest Paid Actress in Hollywood Part 2 | The Gossipy","""I GOT PAID"" Amber Heard the Highest Paid Actress in Hollywood Part 2 | The Gossipy

Amber Heard knows how to get that money. She remains in the celebrity news and headlines as Aquaman 2 is set to make Amber Heard one of the highest paid actresses in Hollywood today. The Johnny Depp Amber Heard Court case continues and remains at the top of celeb news. 

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#Aquaman2 #AmberHeard #JohnnyDepp #JusticeForJohnny
--------------------------------------------------------------------------------------------------------------------------

Welcome toThe Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",en-US,PT8M9S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,75,1,0,3,en-US
