kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultAudioLanguage,snippet.defaultLanguage
youtube#video,GQKdW0AbG0sJR68PGyF0lDRy2e0,2tLnakTePbg,2021-05-30T23:20:42Z,UC5uItZ5InfVuqRegsoir_dQ,"✅  Amber Heard's lawyer says the actress is not being investigated by the LAPD. The ""Aquaman"" star's","✅  Amber Heard's lawyer says the actress is not being investigated by the LAPD. The ""Aquaman"" star's lawyer said the Los Angeles Police Department is not looking into if she faked injuries during an alleged altercation between herself and ex-husband Johnny Depp during a hearing in his case against her. RELATED: Amber Heard Is Truly Struggling…
💖 Please Subscribe: https://www.youtube.com/channel/UC5uItZ5InfVuqRegsoir_dQ?sub_confirmation=1
💖 #AmberHeardCelebsJohnnyDeppEntertainmentCelebs

BUITUNGT2
💖 Source: https://etcanada.com/news/786225/amber-heards-lawyer-says-lapd-arent-investigating-her-for-perjury/",https://i.ytimg.com/vi/2tLnakTePbg/default.jpg,120,90,https://i.ytimg.com/vi/2tLnakTePbg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2tLnakTePbg/hqdefault.jpg,480,360,ryanmost,"['Amber Heard', 'Celebs', 'Johnny Depp', 'Entertainment', 'Celebs BUITUNGT2']",22,none,"✅  Amber Heard's lawyer says the actress is not being investigated by the LAPD. The ""Aquaman"" star's","✅  Amber Heard's lawyer says the actress is not being investigated by the LAPD. The ""Aquaman"" star's lawyer said the Los Angeles Police Department is not looking into if she faked injuries during an alleged altercation between herself and ex-husband Johnny Depp during a hearing in his case against her. RELATED: Amber Heard Is Truly Struggling…
💖 Please Subscribe: https://www.youtube.com/channel/UC5uItZ5InfVuqRegsoir_dQ?sub_confirmation=1
💖 #AmberHeardCelebsJohnnyDeppEntertainmentCelebs

BUITUNGT2
💖 Source: https://etcanada.com/news/786225/amber-heards-lawyer-says-lapd-arent-investigating-her-for-perjury/",PT2M44S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,0,0,0,0,,,,,,,,
youtube#video,rL_sdsnqFlUuhqWx6kn20_XdKVI,8eJZvZ5gJBQ,2020-07-22T18:28:33Z,UC5uItZ5InfVuqRegsoir_dQ,✅  Johnny Depp's lawyer is going after Amber Heard's abuse claims. In new reports from Depp's libel,"✅  Johnny Depp's lawyer is going after Amber Heard's abuse claims. In new reports from Depp's libel trial against UK's The Sun for calling him a ""wife-beater,"" the actor's lawyer Eleanor Laws slammed Heard and called her abuse claims a ""set of lies."" According to the Daily Mail, footage from the former couple's Thanksgiving celebration in November…
💖 Please Subscribe: https://www.youtube.com/channel/UC5uItZ5InfVuqRegsoir_dQ?sub_confirmation=1
💖 #AmberHeardCelebsJohnnyDeppTheSunLibelTrialEntertainmentCelebs

Source: https://etcanada.com/news/671250/johnny-depps-lawyers-call-amber-heards-abuse-claims-a-set-of-lies/",https://i.ytimg.com/vi/8eJZvZ5gJBQ/default.jpg,120,90,https://i.ytimg.com/vi/8eJZvZ5gJBQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8eJZvZ5gJBQ/hqdefault.jpg,480,360,ryanmost,"['Amber Heard', 'Celebs', 'Johnny Depp', 'The Sun Libel Trial', 'Entertainment']",22,none,✅  Johnny Depp's lawyer is going after Amber Heard's abuse claims. In new reports from Depp's libel,"✅  Johnny Depp's lawyer is going after Amber Heard's abuse claims. In new reports from Depp's libel trial against UK's The Sun for calling him a ""wife-beater,"" the actor's lawyer Eleanor Laws slammed Heard and called her abuse claims a ""set of lies."" According to the Daily Mail, footage from the former couple's Thanksgiving celebration in November…
💖 Please Subscribe: https://www.youtube.com/channel/UC5uItZ5InfVuqRegsoir_dQ?sub_confirmation=1
💖 #AmberHeardCelebsJohnnyDeppTheSunLibelTrialEntertainmentCelebs

Source: https://etcanada.com/news/671250/johnny-depps-lawyers-call-amber-heards-abuse-claims-a-set-of-lies/",PT5M2S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,30,0,0,0,https://i.ytimg.com/vi/8eJZvZ5gJBQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/8eJZvZ5gJBQ/maxresdefault.jpg,1280.0,720.0,,
youtube#video,8BRyZvJuBdO6ST7yqAxV9gYMTfE,Aw9sk0vhq1c,2020-08-27T14:57:28Z,UCeooMl4PFAM9kLPHvavt2KQ,Johnny Depp’s Lawyer Drops Massive BOMB on Amber and Whitney Heard!,"Johnny Depp’s Lawyer Drops Biggest Truth BOMB Yet on Amber and Whitney Heard! He reveals another very telling letter from Amber's sister's ex-boss and we get even more new and important details about the Heard sisters relationship!

My Patreon! Starting at $1.00! https://www.patreon.com/user?u=11797644

MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!

the Stove Top Ninja: https://www.youtube.com/watch?v=LGLjyJmYCe0

Adega's Book: https://www.amazon.com/Evolution-Adega/dp/1645305953/ref=sr_1_1?crid=3GE2MYD9LNPMO&keywords=evolution+by+adega&qid=1584844229&sprefix=Evolution+by+%2Caps%2C247&sr=8-1

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods",https://i.ytimg.com/vi/Aw9sk0vhq1c/default.jpg,120,90,https://i.ytimg.com/vi/Aw9sk0vhq1c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Aw9sk0vhq1c/hqdefault.jpg,480,360,eHacker,"['amber heard', 'amber heard vs johnny depp', 'johnny depp', 'johnny depp vs the sun', 'amber heard instagram', 'amber heard and johnny depp', 'johnny depp and amber heard', 'amber heard vs megan fox', 'amber heard aquaman 2', 'amber heard fired', 'amber heard abuses johnny depp', 'justice for johnny depp', 'amber johnny court', '#justiceforjohnnydepp', 'amber heard twitter', 'amber heard tmz']",24,none,Johnny Depp’s Lawyer Drops Massive BOMB on Amber and Whitney Heard!,"Johnny Depp’s Lawyer Drops Biggest Truth BOMB Yet on Amber and Whitney Heard! He reveals another very telling letter from Amber's sister's ex-boss and we get even more new and important details about the Heard sisters relationship!

My Patreon! Starting at $1.00! https://www.patreon.com/user?u=11797644

MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!

the Stove Top Ninja: https://www.youtube.com/watch?v=LGLjyJmYCe0

Adega's Book: https://www.amazon.com/Evolution-Adega/dp/1645305953/ref=sr_1_1?crid=3GE2MYD9LNPMO&keywords=evolution+by+adega&qid=1584844229&sprefix=Evolution+by+%2Caps%2C247&sr=8-1

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods",PT11M38S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,48687,1468,0,245,https://i.ytimg.com/vi/Aw9sk0vhq1c/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Aw9sk0vhq1c/maxresdefault.jpg,1280.0,720.0,,
youtube#video,LQQ5QA8BB1nzy_mpQUgcKgX7e0A,BkEQdXZAIDM,2016-06-11T15:28:25Z,UC0ELz8wa32z_VX-7F7dUCxA,Judge Denies Johnny Depp's Lawyer's,"A judge denied Johnny Depp's lawyer's request to depose Amber Heard and neighbor Raquel Pennington on Friday, a week before the June 17 court hearing scheduled to determine whether to extend the temporary restraining order issued against Depp. 

Depp's lawyer, Laura Wasser, filed a request to compel Heard's deposition immediately. But according to sources and court documents obtained by PEOPLE, the Court denied the motion, reasoning that the original notice of deposition failed to give Heard the required 10-day notice.",https://i.ytimg.com/vi/BkEQdXZAIDM/default.jpg,120,90,https://i.ytimg.com/vi/BkEQdXZAIDM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BkEQdXZAIDM/hqdefault.jpg,480,360,vygahere,"['judge denied Johnny', 'neighbor Raquel Pennington', ""Depp's lawyer's"", 'June 17 court hearing', 'temporary restraining order', 'Laura Wasser', ""Heard's deposition immediately"", 'court documents obtained by PEOPLE', 'original notice of deposition failed']",24,none,Judge Denies Johnny Depp's Lawyer's,"A judge denied Johnny Depp's lawyer's request to depose Amber Heard and neighbor Raquel Pennington on Friday, a week before the June 17 court hearing scheduled to determine whether to extend the temporary restraining order issued against Depp. 

Depp's lawyer, Laura Wasser, filed a request to compel Heard's deposition immediately. But according to sources and court documents obtained by PEOPLE, the Court denied the motion, reasoning that the original notice of deposition failed to give Heard the required 10-day notice.",PT4S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,33,0,0,0,,,,,,,,
youtube#video,c2Q1Ts_1UH0-RhxE9YTUSFgHS6g,CIj_onTG5pk,2019-09-06T01:00:00Z,UCG5YJCzWV8ech3Fx4NhSyxg,Amber Heard looked awful in the lawyer's office to sue her ex-husband Johnny Depp for defamation,"----------------------------------------------------------------------------------------------------------- 
Please subscribe HERE: ►https://www.youtube.com/channel/UCG5YJCzWV8ech3Fx4NhSyxg?sub_confirmation=1
G+: ► https://plus.google.com/u/0/b/115602430487417920979/
----------------------------------------------------------------------------------------------------------- 
Subscribe For Daily Content: https://www.youtube.com/channel/UCG5YJCzWV8ech3Fx4NhSyxg?sub_confirmation=1
Help ✦ Engelbert ✦ Reach Goal of 20,000 Subs!! ♡Thanks♡",https://i.ytimg.com/vi/CIj_onTG5pk/default.jpg,120,90,https://i.ytimg.com/vi/CIj_onTG5pk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CIj_onTG5pk/hqdefault.jpg,480,360,Engelbert,"['Engelbert', 'news', 'JAmber Heard', 'awful', 'Johnny Depp', 'husband']",20,none,Amber Heard looked awful in the lawyer's office to sue her ex-husband Johnny Depp for defamation,"----------------------------------------------------------------------------------------------------------- 
Please subscribe HERE: ►https://www.youtube.com/channel/UCG5YJCzWV8ech3Fx4NhSyxg?sub_confirmation=1
G+: ► https://plus.google.com/u/0/b/115602430487417920979/
----------------------------------------------------------------------------------------------------------- 
Subscribe For Daily Content: https://www.youtube.com/channel/UCG5YJCzWV8ech3Fx4NhSyxg?sub_confirmation=1
Help ✦ Engelbert ✦ Reach Goal of 20,000 Subs!! ♡Thanks♡",PT2M5S,2d,hd,false,False,rectangular,processed,public,creativeCommon,True,True,False,636,4,0,1,https://i.ytimg.com/vi/CIj_onTG5pk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/CIj_onTG5pk/maxresdefault.jpg,1280.0,720.0,en-US,
youtube#video,YJBRZBrhieX2cjcuHAskZsUqjtc,Crk9CqPuv-o,2021-12-26T10:21:12Z,UCRmt3Q8K1nsVD1CAT1dj2CA,You Got it all Wrong SIS...LOL,You're a special kind of stupid AMBER,https://i.ytimg.com/vi/Crk9CqPuv-o/default.jpg,120,90,https://i.ytimg.com/vi/Crk9CqPuv-o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Crk9CqPuv-o/hqdefault.jpg,480,360,90 Days On Blast,,24,none,You Got it all Wrong SIS...LOL,You're a special kind of stupid AMBER,PT3H14M53S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1709,98,0,26,https://i.ytimg.com/vi/Crk9CqPuv-o/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Crk9CqPuv-o/maxresdefault.jpg,1280.0,720.0,,
youtube#video,riMQxJZ48CwiLVYjoK6Wz9Q75E0,ex6pfm_TM8Y,2016-11-17T00:17:18Z,UCHTK-2W11Vh1V4uwofOfR4w,Lawyers say Johnny Depp's wife gave statement to police to give updated info about alleged domestic,"(1 Jun 2016) 
AP Entertainment
Los Angeles, 12 Feb. 2014
1. Actors Johnny Depp and Amber Heard pose for photographer on the red carpet at the Hollywood premiere of the film ""3 Days to Kill"" 
2. Photographers
3. Actors Johnny Depp and Amber Heard pose for photographers on the red carpet at the Hollywood premiere of the film ""3 Days to Kill"" 
4. Close-up shot of engagement ring on actress Amber Heard's hand
5 . Actors Johnny Depp and Amber Heard pose for photographers on the red carpet at the Hollywood premiere of the film ""3 Days to Kill"" 
STORYLINE: LAWYERS: DEPP'S ESTRANGED WIFE HEARD HAS MADE A STATEMENT TO POLICE
Johnny Depp's estranged wife has given Los Angeles police a statement to support her account of an alleged domestic violence incident involving the actor, her lawyers said Tuesday.
Attorneys Samantha Spector and Joseph P. Koenig wrote in a statement that model-actress Amber Heard had spoken to Los Angeles police. The statement did not indicate when Heard gave the statement, and the Los Angeles Police Department says it has no information about Heard speaking with officers.
""With her statement Amber hopes to give the LAPD the opportunity to conduct an accurate and complete investigation into the events of that evening and before,"" Heard's lawyers wrote. ""If that occurs, and the truth is revealed, there is no doubt that Amber's claims will be substantiated beyond any doubt, and hopefully Johnny will get the help that he so desperately needs.""
Heard obtained a temporary restraining order against Depp on Friday, alleging the actor threw her cell phone at her face, striking her below the right eye during a fight on May 21.
Los Angeles police have said they responded to the incident but found no evidence of a crime.
Spector and Koenig wrote that Heard did not initially give a statement to police because she was trying to protect Depp's reputation and career.
An email message sent to Depp's publicist was not immediately returned Tuesday.
Heard submitted a photo of her bruised face when she applied for the restraining order. She also wrote that the actor pulled her hair, screamed at her and repeatedly hit her and violently grabbed her face.
She appeared at a Los Angeles court on Friday and had a bruise on her right cheek below the eye.
Heard filed for divorce on May 23, two days after the alleged abuse, citing irreconcilable differences. Depp's lawyer has accused Heard of using the abuse allegations to try to gain an advantage on the actor in divorce proceedings. She is seeking spousal support, but Depp is asking a judge to deny that request.
""Amber is simply a victim of domestic violence, and none of her actions are motivated by money,"" Heard's lawyers wrote. ""Amber is a brave and financially independent woman who is showing the courage of her convictions by doing the right thing against Johnny's relentless army of lawyers and surrogates.""
Heard and Depp met on the set of the 2011 film ""The Rum Diary"" and were married for 15 months before the divorce petition was filed. Heard wrote that May 21, the day of the alleged assault, was the first time she had seen Depp in a month.
The actress reported in a court filing that she has about $10,000 a month in income, but her expenses total nearly $44,000 a month.
Depp is traveling overseas on tour with his band, Hollywood Vampires. His latest film, ""Alice Through the Looking Glass"" bombed at the box office, earning just over $28.1 million in its opening weekend, according to figures released Sunday.

Find out more about AP Archive: http://www.aparchive.com/HowWeWork 
Twitter: https://twitter.com/AP_Archive 
Facebook: https://www.facebook.com/APArchives ​​
Instagram: https://www.instagram.com/APNews/


You can license this story through AP Archive: http://www.aparchive.com/metadata/youtube/48b79721c60f2cbdda57195eb019a76f",https://i.ytimg.com/vi/ex6pfm_TM8Y/default.jpg,120,90,https://i.ytimg.com/vi/ex6pfm_TM8Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ex6pfm_TM8Y/hqdefault.jpg,480,360,AP Archive,"['AP Archive', '4038037', '48b79721c60f2cbdda57195eb019a76f', 'FILE Depp Heard', 'Johnny Depp', 'Amber Heard', 'Los Angeles', 'California', 'United States', 'Arts and entertainment', 'General news', 'Social affairs']",24,none,Lawyers say Johnny Depp's wife gave statement to police to give updated info about alleged domestic,"(1 Jun 2016) 
AP Entertainment
Los Angeles, 12 Feb. 2014
1. Actors Johnny Depp and Amber Heard pose for photographer on the red carpet at the Hollywood premiere of the film ""3 Days to Kill"" 
2. Photographers
3. Actors Johnny Depp and Amber Heard pose for photographers on the red carpet at the Hollywood premiere of the film ""3 Days to Kill"" 
4. Close-up shot of engagement ring on actress Amber Heard's hand
5 . Actors Johnny Depp and Amber Heard pose for photographers on the red carpet at the Hollywood premiere of the film ""3 Days to Kill"" 
STORYLINE: LAWYERS: DEPP'S ESTRANGED WIFE HEARD HAS MADE A STATEMENT TO POLICE
Johnny Depp's estranged wife has given Los Angeles police a statement to support her account of an alleged domestic violence incident involving the actor, her lawyers said Tuesday.
Attorneys Samantha Spector and Joseph P. Koenig wrote in a statement that model-actress Amber Heard had spoken to Los Angeles police. The statement did not indicate when Heard gave the statement, and the Los Angeles Police Department says it has no information about Heard speaking with officers.
""With her statement Amber hopes to give the LAPD the opportunity to conduct an accurate and complete investigation into the events of that evening and before,"" Heard's lawyers wrote. ""If that occurs, and the truth is revealed, there is no doubt that Amber's claims will be substantiated beyond any doubt, and hopefully Johnny will get the help that he so desperately needs.""
Heard obtained a temporary restraining order against Depp on Friday, alleging the actor threw her cell phone at her face, striking her below the right eye during a fight on May 21.
Los Angeles police have said they responded to the incident but found no evidence of a crime.
Spector and Koenig wrote that Heard did not initially give a statement to police because she was trying to protect Depp's reputation and career.
An email message sent to Depp's publicist was not immediately returned Tuesday.
Heard submitted a photo of her bruised face when she applied for the restraining order. She also wrote that the actor pulled her hair, screamed at her and repeatedly hit her and violently grabbed her face.
She appeared at a Los Angeles court on Friday and had a bruise on her right cheek below the eye.
Heard filed for divorce on May 23, two days after the alleged abuse, citing irreconcilable differences. Depp's lawyer has accused Heard of using the abuse allegations to try to gain an advantage on the actor in divorce proceedings. She is seeking spousal support, but Depp is asking a judge to deny that request.
""Amber is simply a victim of domestic violence, and none of her actions are motivated by money,"" Heard's lawyers wrote. ""Amber is a brave and financially independent woman who is showing the courage of her convictions by doing the right thing against Johnny's relentless army of lawyers and surrogates.""
Heard and Depp met on the set of the 2011 film ""The Rum Diary"" and were married for 15 months before the divorce petition was filed. Heard wrote that May 21, the day of the alleged assault, was the first time she had seen Depp in a month.
The actress reported in a court filing that she has about $10,000 a month in income, but her expenses total nearly $44,000 a month.
Depp is traveling overseas on tour with his band, Hollywood Vampires. His latest film, ""Alice Through the Looking Glass"" bombed at the box office, earning just over $28.1 million in its opening weekend, according to figures released Sunday.

Find out more about AP Archive: http://www.aparchive.com/HowWeWork 
Twitter: https://twitter.com/AP_Archive 
Facebook: https://www.facebook.com/APArchives ​​
Instagram: https://www.instagram.com/APNews/


You can license this story through AP Archive: http://www.aparchive.com/metadata/youtube/48b79721c60f2cbdda57195eb019a76f",PT1M20S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,140,1,0,0,https://i.ytimg.com/vi/ex6pfm_TM8Y/sddefault.jpg,640.0,480.0,,,,en-US,
youtube#video,O0RB1LA0fUfsiybidtIN8YTLzuE,fBK-N3T0CDg,2020-09-28T20:02:53Z,UCAk03rcNVtLK1_LlgRTOh2w,AMBER HEARD Files SANCTION Against JOHNNY DEPP's Lawyer For TWEETS,"Amber Heard has filed a sanction in the Virginia trial against Johnny Depp's Lawyer Adam Waldman for tweets!! 
The hypocrisy from Amber Heard and her team is hilarious!

Adam Waldman continues to destroy them with short epic tweets and Johnny Depp must be laughing in the background at how his Lawyer is defending him.

Thanks for watching!!

Hit that Subscribe Button for more News & Entertainment.

Patreon support- https://www.patreon.com/user?u=21166375

Have an awesome day!

Let’s connect:

Instagram – Stevie_j_Raw

Twitter - https://twitter.com/StevieJRaw

Facebook - https://www.facebook.com/steviej.raw.3

Email - steviejraw@gmail.com

THANKS FOR WATCHING!!
#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp",https://i.ytimg.com/vi/fBK-N3T0CDg/default.jpg,120,90,https://i.ytimg.com/vi/fBK-N3T0CDg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fBK-N3T0CDg/hqdefault.jpg,480,360,Stevie J Raw,"['stevie j raw', ""AMBER HEARD Files SANCTION Against JOHNNY DEPP's Lawyer For TWEETS"", 'AMBER HEARD Files SANCTION', 'amber heard', 'johnny depp', 'adam waldman', 'johnny depp amber heard', 'amber heard johnny depp', 'johnny depp defamation', 'amber heard vs johnny depp', 'amber heard sanction', 'depp heard', '#justiceforjohnnydepp', 'johnny depp news', 'depp news', 'amber and johnny', 'johnny depp amber heard audio', 'johnny depp amber heard court', 'johnny depp amber heard case', 'johnny depp amber heard trial', 'new']",24,none,AMBER HEARD Files SANCTION Against JOHNNY DEPP's Lawyer For TWEETS,"Amber Heard has filed a sanction in the Virginia trial against Johnny Depp's Lawyer Adam Waldman for tweets!! 
The hypocrisy from Amber Heard and her team is hilarious!

Adam Waldman continues to destroy them with short epic tweets and Johnny Depp must be laughing in the background at how his Lawyer is defending him.

Thanks for watching!!

Hit that Subscribe Button for more News & Entertainment.

Patreon support- https://www.patreon.com/user?u=21166375

Have an awesome day!

Let’s connect:

Instagram – Stevie_j_Raw

Twitter - https://twitter.com/StevieJRaw

Facebook - https://www.facebook.com/steviej.raw.3

Email - steviejraw@gmail.com

THANKS FOR WATCHING!!
#JohnnyDepp #AmberHeard #JusticeForJohnnyDepp",PT21M17S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,10505,538,0,361,https://i.ytimg.com/vi/fBK-N3T0CDg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/fBK-N3T0CDg/maxresdefault.jpg,1280.0,720.0,en,
youtube#video,8jZGGTynGXHdva0yjCHjTBzqI50,g8sx_8wGzA0,2021-05-31T10:14:38Z,UC5uItZ5InfVuqRegsoir_dQ,"✅  Amber Heard's lawyer says the actress is not being investigated by the LAPD. The ""Aquaman"" star's","✅  Amber Heard's lawyer says the actress is not being investigated by the LAPD. The ""Aquaman"" star's lawyer said the Los Angeles Police Department is not looking into if she faked injuries during an alleged altercation between herself and ex-husband Johnny Depp during a hearing in his case against her. RELATED: Amber Heard Is Truly Struggling…
💖 Please Subscribe: https://www.youtube.com/channel/UC5uItZ5InfVuqRegsoir_dQ?sub_confirmation=1
💖 #AmberHeardCelebsJohnnyDeppEntertainmentCelebs

BUITUNGT2
💖 Source: https://etcanada.com/news/786225/amber-heards-lawyer-says-lapd-arent-investigating-her-for-perjury/",https://i.ytimg.com/vi/g8sx_8wGzA0/default.jpg,120,90,https://i.ytimg.com/vi/g8sx_8wGzA0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/g8sx_8wGzA0/hqdefault.jpg,480,360,ryanmost,"['Amber Heard', 'Celebs', 'Johnny Depp', 'Entertainment', 'Celebs BUITUNGT2']",22,none,"✅  Amber Heard's lawyer says the actress is not being investigated by the LAPD. The ""Aquaman"" star's","✅  Amber Heard's lawyer says the actress is not being investigated by the LAPD. The ""Aquaman"" star's lawyer said the Los Angeles Police Department is not looking into if she faked injuries during an alleged altercation between herself and ex-husband Johnny Depp during a hearing in his case against her. RELATED: Amber Heard Is Truly Struggling…
💖 Please Subscribe: https://www.youtube.com/channel/UC5uItZ5InfVuqRegsoir_dQ?sub_confirmation=1
💖 #AmberHeardCelebsJohnnyDeppEntertainmentCelebs

BUITUNGT2
💖 Source: https://etcanada.com/news/786225/amber-heards-lawyer-says-lapd-arent-investigating-her-for-perjury/",PT2M44S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3,0,0,0,https://i.ytimg.com/vi/g8sx_8wGzA0/sddefault.jpg,640.0,480.0,,,,,
youtube#video,_xD2uKvzpyhVGUv89DZRF2NQA1U,hdrK6OUu17A,2021-04-03T15:00:13Z,UC-lZTlG05ETwyjDS1JQCv3w,Amber Heard’s Lawyer FINALLY EXPOSES Her | Celebrity Craze,"Amber Heard’s Lawyer FINALLY EXPOSES Her | Celebrity Craze

Amber Heard might have finally been exposed! Johnny Depp and Amber Heard’s highly-publicized legal battle has been going on for a few years. There seems to be no end in sight.

However, many people have recently come out and offered evidence in support of Johnny’s version of events.

After nearly having his career ruined and being fired from several big-budget projects, Johnny is now being backed by Disney, who has reportedly rehired him for his role as Captain Jack Sparrow in the upcoming Pirates of the Caribbean movie.

#JohnnyDepp #AmberHeard #JohnnyandAmber
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

Check out our other videos:

The REAL REASON Amber Heard Is Lying: https://youtu.be/jH-hynWLX5Q

12 Times Johnny Depp Tried To Warn Us About Amber Heard: https://youtu.be/0TqHCUoJSrA

Johnny Depp Thanks His Supporters For Defending Him: https://www.youtube.com/watch?v=GWUMe-u9zKE

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",https://i.ytimg.com/vi/hdrK6OUu17A/default.jpg,120,90,https://i.ytimg.com/vi/hdrK6OUu17A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hdrK6OUu17A/hqdefault.jpg,480,360,Celebrity Craze,"['celebrity craze', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'johnny depp interview', 'amber heard interview', 'amber heard channel', 'johnny depp and amber heard', 'justice for johnny depp', 'amber heard interviews', 'johnny depp and amber heard fight', 'johnny depp amber heard fight', 'amber heard deposition', 'amber heard audio', 'sky news amber heard', 'johnny depp wife', 'amber heard y johnny depp', 'joe rogan johnny depp', 'Amber Heard’s Lawyer FINALLY EXPOSES Her']",24,none,Amber Heard’s Lawyer FINALLY EXPOSES Her | Celebrity Craze,"Amber Heard’s Lawyer FINALLY EXPOSES Her | Celebrity Craze

Amber Heard might have finally been exposed! Johnny Depp and Amber Heard’s highly-publicized legal battle has been going on for a few years. There seems to be no end in sight.

However, many people have recently come out and offered evidence in support of Johnny’s version of events.

After nearly having his career ruined and being fired from several big-budget projects, Johnny is now being backed by Disney, who has reportedly rehired him for his role as Captain Jack Sparrow in the upcoming Pirates of the Caribbean movie.

#JohnnyDepp #AmberHeard #JohnnyandAmber
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

Check out our other videos:

The REAL REASON Amber Heard Is Lying: https://youtu.be/jH-hynWLX5Q

12 Times Johnny Depp Tried To Warn Us About Amber Heard: https://youtu.be/0TqHCUoJSrA

Johnny Depp Thanks His Supporters For Defending Him: https://www.youtube.com/watch?v=GWUMe-u9zKE

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",PT9M9S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,169,5,0,0,https://i.ytimg.com/vi/hdrK6OUu17A/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/hdrK6OUu17A/maxresdefault.jpg,1280.0,720.0,en-US,en-US
