kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount
youtube#video,5ZAo1XTuTw4YlXWrcgLZTRGhpEU,aCIutCizt6k,2021-11-02T12:00:00Z,UCr-rCvgg21KqfrnGopaQeGw,Learn Safety Tips with POLI & AMBER | ep8~11 | Cartoon for Kids | Safety Education | Robocar POLI TV,"🌟Search Robocar POLI on Amazon.com now!
→ Visit https://amzn.to/3jwv8Yj to meet Robocar POLI toys!
🌟 Subscribe to Robocar POLI TV here! https://bit.ly/396eoBN
-
Full & Whole Episodes Available on Robocar POLI: Official Video App
☞ Download from Google Play(Android): http://go9.co/P4m  
☞ Download from Appstore(iOS): http://go9.co/P4n
-
Super transforming Robocar rescue team is here to save our neighbors and friends from dangers.
There are always accidents and troubles in Broom’s town. 
But, in every moment of crisis, there is our super Robocar rescue team to save the cars and people from the dangerous situation.
They are Super police car POLI and his team-mate, fire-truck ROY, ambulance AMBER, Helicopter HELLY, and operator girl JIN.
Through the rescue process of each episode, children get to know the daily safe tips, and the happiness and preciousness when they help others by POLI and his friends of Broom’s town.

Connect with Robocar POLI:

Visit the Robocar POLI WEBSITE:
http://www.robocarpoli.com

Like Robocar POLI on FACEBOOK:
https://www.facebook.com/robocarpoli.official

Follow Robocar POLI on INSTAGRAM:
http://instagram.com/robocarpoli.en

Here we go to rescue you!

https://www.youtube.com/robocarpoli

COPYRIGHT ⓒ ROI VISUAL / EBS

#trafficsafetywithPOLI #dailylifesafetywithamber #cartoonforkids #robocarpoli #cartoon #forkids #kidsvideos #youtubecartoon #kidscartoons #kids #kidscartoon #kidsplaying #robocarpoli #poli #amber #robocarpolienglish #robocar",https://i.ytimg.com/vi/aCIutCizt6k/default.jpg,120,90,https://i.ytimg.com/vi/aCIutCizt6k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aCIutCizt6k/hqdefault.jpg,480,360,https://i.ytimg.com/vi/aCIutCizt6k/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/aCIutCizt6k/maxresdefault.jpg,1280.0,720.0,Robocar POLI TV,"['robocarpoli', 'POLI', 'Amber', 'Roy', 'helly', 'Broomstown', '로보카폴리', 'RoiVIsual', '로이비쥬얼', 'police', 'car', 'ambulance', 'fireengine', 'Helicopter', 'car animation', 'policecar', 'rescue team', 'jin']",1,none,en,Learn Safety Tips with POLI & AMBER | ep8~11 | Cartoon for Kids | Safety Education | Robocar POLI TV,"🌟Search Robocar POLI on Amazon.com now!
→ Visit https://amzn.to/3jwv8Yj to meet Robocar POLI toys!
🌟 Subscribe to Robocar POLI TV here! https://bit.ly/396eoBN
-
Full & Whole Episodes Available on Robocar POLI: Official Video App
☞ Download from Google Play(Android): http://go9.co/P4m  
☞ Download from Appstore(iOS): http://go9.co/P4n
-
Super transforming Robocar rescue team is here to save our neighbors and friends from dangers.
There are always accidents and troubles in Broom’s town. 
But, in every moment of crisis, there is our super Robocar rescue team to save the cars and people from the dangerous situation.
They are Super police car POLI and his team-mate, fire-truck ROY, ambulance AMBER, Helicopter HELLY, and operator girl JIN.
Through the rescue process of each episode, children get to know the daily safe tips, and the happiness and preciousness when they help others by POLI and his friends of Broom’s town.

Connect with Robocar POLI:

Visit the Robocar POLI WEBSITE:
http://www.robocarpoli.com

Like Robocar POLI on FACEBOOK:
https://www.facebook.com/robocarpoli.official

Follow Robocar POLI on INSTAGRAM:
http://instagram.com/robocarpoli.en

Here we go to rescue you!

https://www.youtube.com/robocarpoli

COPYRIGHT ⓒ ROI VISUAL / EBS

#trafficsafetywithPOLI #dailylifesafetywithamber #cartoonforkids #robocarpoli #cartoon #forkids #kidsvideos #youtubecartoon #kidscartoons #kids #kidscartoon #kidsplaying #robocarpoli #poli #amber #robocarpolienglish #robocar",en-US,PT41M58S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,True,409234,2032,0,0
youtube#video,SXZmGfQRzYaxoCeun9Fn7FXHMWA,AVqeD7hIoeY,2021-04-02T14:34:00Z,UCRsAJhMH2teFZ0aSchzH36A,Amber Heard in reverse 1,Amber Heard in reverse,https://i.ytimg.com/vi/AVqeD7hIoeY/default.jpg,120,90,https://i.ytimg.com/vi/AVqeD7hIoeY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AVqeD7hIoeY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/AVqeD7hIoeY/sddefault.jpg,640.0,480.0,,,,Ladies in time,,24,none,,Amber Heard in reverse 1,Amber Heard in reverse,,PT2M6S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,55,0,0,0
youtube#video,TKvcRUiU4BgPCgtPlqN7Ozf_69M,CxLiJeDtw6Y,2020-02-10T10:15:00Z,UChs7lcuw4qOCxl3SJRPuidQ,Hollywood shocking news: Johnny Depp accuses Amber Heard of mistreating his children,,https://i.ytimg.com/vi/CxLiJeDtw6Y/default.jpg,120,90,https://i.ytimg.com/vi/CxLiJeDtw6Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CxLiJeDtw6Y/hqdefault.jpg,480,360,https://i.ytimg.com/vi/CxLiJeDtw6Y/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/CxLiJeDtw6Y/maxresdefault.jpg,1280.0,720.0,DT Media,"['DT Media', 'news', 'Johnny Depp', 'shocking news', 'accuses', 'Amber Heard', 'mistreating', 'children']",24,none,,Hollywood shocking news: Johnny Depp accuses Amber Heard of mistreating his children,,,PT2M56S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,1812,17,0,3
youtube#video,pvjwNjjohYAj_B5B6-l1bxP7WY8,EnsnOzP0J3c,2016-11-10T23:08:45Z,UCFm3B1j7-5hg_O74Aw8BgPA,"Amber Heard as Mera, Fantastic Beasts, Star Wars: Rogue One, New SWTOR Expansion",Recorded with http://screencast-o-matic.com,https://i.ytimg.com/vi/EnsnOzP0J3c/default.jpg,120,90,https://i.ytimg.com/vi/EnsnOzP0J3c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EnsnOzP0J3c/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EnsnOzP0J3c/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/EnsnOzP0J3c/maxresdefault.jpg,1280.0,720.0,Adam Butt,"['Adam Butt', 'Fantastic Beasts', 'Where To Find Them', 'Star Wars', 'Rogue One', 'Darth Vader', 'Amber Heard']",24,none,,"Amber Heard as Mera, Fantastic Beasts, Star Wars: Rogue One, New SWTOR Expansion",Recorded with http://screencast-o-matic.com,,PT3M,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,52,1,0,0
youtube#video,ORJ5UQ7lClq7dZzyRezAEsUKgwk,FJGQeStXpdU,2022-01-05T21:44:50Z,UCscaiW6_RlknhL8dpe2VYJA,"Starting Over, Being ‘Right on Time,’ and Practicing Resilience with Amber McCue","This week we are talking about adventure, starting new things, and how to be the CEO of your own life. Amber McCue joins me for this lively conversation! Amber is a business coach, podcast host, and founder of Right on Time Living.  In our conversation, she shares her “right on time,” mantra, being aligned with your values, and building resilience. 

From being a single mom at the age of 18 to owning two companies that allow her to work from anywhere. Today Amber runs her businesses anywhere around the world from Chicago to Africa. Through her books, speaking, and in her coaching programs, Amber partners with business owners around the world who want to get more done, realize their dreams and get freedom for themselves.

In this episode you'll hear:

**Amber moved 15 times in one year. She explains how she did it and some strategies she used to deal with change so often in a one-year timespan. (6:42)
**The ‘right on time,’ mantra. (7:02)
**The way that we act or speak reveals our values. Sometimes it is very clear when we are or not in line with them. (13:38)
**A fresh start doesn’t always mean committing to a drastic new course of action. Amber shares ways you can start and move forward from your new beginning. “A small step can have a big impact.” (18:12)
**Amber’s photography business shut down andgrew during COVID, she explains how that was possible. (27:20)
**The three habits of a Modern CEO to implement into your life. (42:03)

http://andreaowen.com/422",https://i.ytimg.com/vi/FJGQeStXpdU/default.jpg,120,90,https://i.ytimg.com/vi/FJGQeStXpdU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FJGQeStXpdU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FJGQeStXpdU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/FJGQeStXpdU/maxresdefault.jpg,1280.0,720.0,YourKickAssLife,,22,none,,"Starting Over, Being ‘Right on Time,’ and Practicing Resilience with Amber McCue","This week we are talking about adventure, starting new things, and how to be the CEO of your own life. Amber McCue joins me for this lively conversation! Amber is a business coach, podcast host, and founder of Right on Time Living.  In our conversation, she shares her “right on time,” mantra, being aligned with your values, and building resilience. 

From being a single mom at the age of 18 to owning two companies that allow her to work from anywhere. Today Amber runs her businesses anywhere around the world from Chicago to Africa. Through her books, speaking, and in her coaching programs, Amber partners with business owners around the world who want to get more done, realize their dreams and get freedom for themselves.

In this episode you'll hear:

**Amber moved 15 times in one year. She explains how she did it and some strategies she used to deal with change so often in a one-year timespan. (6:42)
**The ‘right on time,’ mantra. (7:02)
**The way that we act or speak reveals our values. Sometimes it is very clear when we are or not in line with them. (13:38)
**A fresh start doesn’t always mean committing to a drastic new course of action. Amber shares ways you can start and move forward from your new beginning. “A small step can have a big impact.” (18:12)
**Amber’s photography business shut down andgrew during COVID, she explains how that was possible. (27:20)
**The three habits of a Modern CEO to implement into your life. (42:03)

http://andreaowen.com/422",,PT49M,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2,0,0,0
youtube#video,7wfUyWvwDKFO4ZEXuVo-8a8QIGY,gG9zPIyGC6w,2020-09-29T11:48:44Z,UCnYET4SAmQmecYSN2Lnuuow,Enchanted Tales of Beauty and the Beast Now Open; Barbarians; Amber Heard; D23 Expo Delayed to 2022,D23 Expo 2022; Enchanted Tales of Beauty and the Beast now open at Disneyland Tokyo; live-action Beauty and the Beast-themed dark ride in development for Magic Kingdom of WDW; Disney+ to debut singalong songs; Amber Heard to return as Mira in the DCEU film series; Netflix's Barbarians launches recent trailer and its starring Naomi Scott; Raptor Escape announcement trailer; PS5 to include external and internal backup storages like Xbox Series X aka Xbox 4K.,https://i.ytimg.com/vi/gG9zPIyGC6w/default.jpg,120,90,https://i.ytimg.com/vi/gG9zPIyGC6w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gG9zPIyGC6w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gG9zPIyGC6w/sddefault.jpg,640.0,480.0,,,,Nathaniel Rego,"['Enchanted Tales', 'of', 'Beauty and the Beast', 'Disneyland Tokyo', 'WDW', 'Theme', 'Parks', 'Magic Kingdom', 'Barbarians', 'Trailers', 'Netflix', 'Amber Heard', 'DCEU', 'D23 Expo', '2022']",24,none,,Enchanted Tales of Beauty and the Beast Now Open; Barbarians; Amber Heard; D23 Expo Delayed to 2022,D23 Expo 2022; Enchanted Tales of Beauty and the Beast now open at Disneyland Tokyo; live-action Beauty and the Beast-themed dark ride in development for Magic Kingdom of WDW; Disney+ to debut singalong songs; Amber Heard to return as Mira in the DCEU film series; Netflix's Barbarians launches recent trailer and its starring Naomi Scott; Raptor Escape announcement trailer; PS5 to include external and internal backup storages like Xbox Series X aka Xbox 4K.,,PT1M23S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,26,0,0,0
youtube#video,q0vT4kLQSLJSofE6K7Ghsqf0E-M,HN8bGgDZMso,2017-12-09T03:08:46Z,UCvyEtXZDwNjqAiWeVQ1AQaw,Amber heard posts cryptic tweet in wake of johnny depp’s ‘fantastic beasts’ casting backlash,"Amber heard posts cryptic tweet in wake of johnny depp’s ‘fantastic beasts’ casting backlash 
 
Like / Share / Comment / Subscribe me. 
 
Pls, contact me or comment here if My  is violated with copyright  
 
Thank you !!",https://i.ytimg.com/vi/HN8bGgDZMso/default.jpg,120,90,https://i.ytimg.com/vi/HN8bGgDZMso/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HN8bGgDZMso/hqdefault.jpg,480,360,https://i.ytimg.com/vi/HN8bGgDZMso/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/HN8bGgDZMso/maxresdefault.jpg,1280.0,720.0,Nguyen Du,"['Amber heard posts', 'heard posts cryptic', 'posts cryptic tweet', 'cryptic tweet in', 'tweet in wake', 'in wake of', 'wake of johnny', 'of johnny depps', 'johnny depps ‘fantastic', 'depps ‘fantastic beasts', '‘fantastic beasts casting']",25,none,,Amber heard posts cryptic tweet in wake of johnny depp’s ‘fantastic beasts’ casting backlash,"Amber heard posts cryptic tweet in wake of johnny depp’s ‘fantastic beasts’ casting backlash 
 
Like / Share / Comment / Subscribe me. 
 
Pls, contact me or comment here if My  is violated with copyright  
 
Thank you !!",en,PT2M58S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1,0,0,0
youtube#video,o_5g3z-PP29kTePGSTGiDrh-i0M,IoZ5O110x3w,2020-04-26T09:37:32Z,UCnIJ-oEW7NMAsOeUss2N-MA,"7 Little Johnstons Amber, Trent & All 5 Children: Age, Dating, College, Job, Etc | Whereabouts 2020","Jonah, Anna, Elizabeth, Emma, and Alex Johnston - real age, relationship status (boyfriend/ girlfriend), college, job, and more! Who are they dating? What are the '7 Little Johnstons' kids doing in 2020? Find out the real age and relationship status of the '7 Little Johnstons' stars Amber and Trent's sons and daughters (Jonah Johnston, Anna Johnston, Elizabeth Johnston, Emma Johnston, and Alex Johnston).


If you could, please help us through PayPal: www.paypal.me/subedipas 
Videos/ pictures are taken from Instagram and Facebook (Fair Use) 
Background pictures: pixabay.com (No attribution required/ Free for Commercial Use)
News Source: Instagram and Twitter

**We don’t steal the work of others. We understand fair use! **


Audio credit: http://bit.ly/2Wxckgm (YouTube Audio Library)

Our social media to keep in touch with us:
-Facebook: 
http://bit.ly/2T3Kfbz

Leave a like, comment, and subscribe to our channel for more great contents!",https://i.ytimg.com/vi/IoZ5O110x3w/default.jpg,120,90,https://i.ytimg.com/vi/IoZ5O110x3w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IoZ5O110x3w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/IoZ5O110x3w/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/IoZ5O110x3w/maxresdefault.jpg,1280.0,720.0,PDQ Briefing,"['7 Little Johnstons', 'Johnstons children', 'Jonah', 'Anna', 'Elizabeth', 'Emma', 'Alex', 'Boyfriend', 'Girlfriend', 'Dating', '2020', 'job', 'Trent and Amber Johnston', '7 Little Johnstons 2020', 'Jonah College', 'Jonah girlfriend', 'Jonah Johnston', 'Anna College', 'Anna boyfriend', 'Anna Johnston', 'Elizabeth new boyfriend 2020', 'Elizabeth Johnston', 'Emma boyfriend', 'Emma Johnston', 'Alex Johnston', 'doing 2020', 'real age']",24,none,,"7 Little Johnstons Amber, Trent & All 5 Children: Age, Dating, College, Job, Etc | Whereabouts 2020","Jonah, Anna, Elizabeth, Emma, and Alex Johnston - real age, relationship status (boyfriend/ girlfriend), college, job, and more! Who are they dating? What are the '7 Little Johnstons' kids doing in 2020? Find out the real age and relationship status of the '7 Little Johnstons' stars Amber and Trent's sons and daughters (Jonah Johnston, Anna Johnston, Elizabeth Johnston, Emma Johnston, and Alex Johnston).


If you could, please help us through PayPal: www.paypal.me/subedipas 
Videos/ pictures are taken from Instagram and Facebook (Fair Use) 
Background pictures: pixabay.com (No attribution required/ Free for Commercial Use)
News Source: Instagram and Twitter

**We don’t steal the work of others. We understand fair use! **


Audio credit: http://bit.ly/2Wxckgm (YouTube Audio Library)

Our social media to keep in touch with us:
-Facebook: 
http://bit.ly/2T3Kfbz

Leave a like, comment, and subscribe to our channel for more great contents!",en,PT3M26S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,922364,10264,0,159
youtube#video,dps4uCKd8zGqsBfmSznsvCMQhBI,J8HsDq93HW8,2021-04-10T00:15:35Z,UCzMhGs5nNRr_x2s0o62Omww,So what are your thoughts on amber heard?,,https://i.ytimg.com/vi/J8HsDq93HW8/default.jpg,120,90,https://i.ytimg.com/vi/J8HsDq93HW8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/J8HsDq93HW8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/J8HsDq93HW8/sddefault.jpg,640.0,480.0,,,,Pumpkineer _,,23,none,,So what are your thoughts on amber heard?,,,PT2S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,28,0,0,0
youtube#video,pRwhZThQOcCAXPYt_DD6Gqi9rPA,jbvlVo8WLOU,2021-06-08T11:21:22Z,UCEbbg_9vg3_ixVaP58SCYWA,Aladdin / Amber Heard (DeepFake) TikTok #Shorts,"Do not click 😎  https://www.youtube.com/c/AnyFaces

With a help of Neural networks, anyone can act in his favorite movies or scenes. 

Email: anyfaces23@gmail.com 

Instagram: Any_Faces





Aladdin / Amber Heard (DeepFake) TikTok #Shorts",https://i.ytimg.com/vi/jbvlVo8WLOU/default.jpg,120,90,https://i.ytimg.com/vi/jbvlVo8WLOU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jbvlVo8WLOU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jbvlVo8WLOU/sddefault.jpg,640.0,480.0,,,,Any_Faces,"['shorts', 'deepfake', 'deep fake', 'ctrl shift face', 'impressions', 'deep', 'fake', 'fakes', 'deep fakes', 'deepfakes', 'face replacement', 'face mask', 'no face', 'shamook', 'any faces', 'any_faces', 'Any_Faces', 'sham00k', 'youtube shorts', 'tiktok', 'how to make youtube shorts', 'how to use youtube shorts', 'deepfake videos', 'youtube shorts beta', 'deepfake aladdin', 'deepfake amber heard', 'aladdin movie', 'minecraft shorts', 'minecraft evi shorts', 'amber heard movie', 'amber heard', 'sock shorts']",1,none,,Aladdin / Amber Heard (DeepFake) TikTok #Shorts,"Do not click 😎  https://www.youtube.com/c/AnyFaces

With a help of Neural networks, anyone can act in his favorite movies or scenes. 

Email: anyfaces23@gmail.com 

Instagram: Any_Faces





Aladdin / Amber Heard (DeepFake) TikTok #Shorts",en,PT24S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1625,1,0,0
