kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,snippet.defaultLanguage,contentDetails.regionRestriction.blocked,contentDetails.contentRating.ytRating
youtube#video,Ow7hNYb8e4BUpzbuc2go9uwybzQ,1G4-tObRp6s,2020-07-16T17:45:56Z,UC5uItZ5InfVuqRegsoir_dQ,✅  Johnny Depp’s security chief alleged that Amber Heard physically abused Depp during the couple’s,"✅  Johnny Depp’s security chief alleged that Amber Heard physically abused Depp during the couple’s tempestuous marriage, giving testimony to support Depp’s libel suit against a British tabloid that accused him of assaulting his former spouse. Depp is suing News Group Newspapers, publisher of The Sun, and the paper’s executive editor, Dan Wootton, over an April…
💖 Please Subscribe: https://www.youtube.com/channel/UC5uItZ5InfVuqRegsoir_dQ?sub_confirmation=1
💖 #AmberHeardCelebsJohnnyDeppEntertainmentCelebs

Source: https://etcanada.com/news/668970/johnny-depps-bodyguard-says-amber-heard-abused-the-hollywood-star/",https://i.ytimg.com/vi/1G4-tObRp6s/default.jpg,120,90,https://i.ytimg.com/vi/1G4-tObRp6s/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1G4-tObRp6s/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1G4-tObRp6s/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/1G4-tObRp6s/maxresdefault.jpg,1280.0,720.0,ryanmost,"['Amber Heard', 'Celebs', 'Johnny Depp', 'Entertainment']",22,none,✅  Johnny Depp’s security chief alleged that Amber Heard physically abused Depp during the couple’s,"✅  Johnny Depp’s security chief alleged that Amber Heard physically abused Depp during the couple’s tempestuous marriage, giving testimony to support Depp’s libel suit against a British tabloid that accused him of assaulting his former spouse. Depp is suing News Group Newspapers, publisher of The Sun, and the paper’s executive editor, Dan Wootton, over an April…
💖 Please Subscribe: https://www.youtube.com/channel/UC5uItZ5InfVuqRegsoir_dQ?sub_confirmation=1
💖 #AmberHeardCelebsJohnnyDeppEntertainmentCelebs

Source: https://etcanada.com/news/668970/johnny-depps-bodyguard-says-amber-heard-abused-the-hollywood-star/",PT6M28S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,73,1,0,0,,,,
youtube#video,e9maYKn2UBWnAur0Ik712kUY1sE,3fluLjYlvfk,2021-05-07T11:00:01Z,UCalkmBusvq3RhRCItgWmAIQ,Lügt die Ex von Johnny DeppJetzt ermittelt die Polizei gegen Amber Heard wegen Meineids DE,"#AmberHeard,#JohnnyDepp",https://i.ytimg.com/vi/3fluLjYlvfk/default.jpg,120,90,https://i.ytimg.com/vi/3fluLjYlvfk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3fluLjYlvfk/hqdefault.jpg,480,360,,,,,,,Nachrichten 24h,"['Amber Heard', 'Johnny Depp']",24,none,Lügt die Ex von Johnny DeppJetzt ermittelt die Polizei gegen Amber Heard wegen Meineids DE,"#AmberHeard,#JohnnyDepp",PT2M13S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,17,0,0,0,de,,,
youtube#video,rAv5eEoEXJq-ZpA7McWufCGJVtM,6tG1X5-VD34,2019-01-23T02:00:01Z,UCVTyTA7-g9nopHeHbeuvpRA,"Amber Says What: Kamala Harris Is Running for President, Beyoncé Shopping at Target","Late Night writer Amber Ruffin recaps what's happening in pop culture news.
» Subscribe to Late Night: http://bit.ly/LateNightSeth
» Get more Late Night with Seth Meyers: http://www.nbc.com/late-night-with-seth-meyers/
» Watch Late Night with Seth Meyers Weeknights 12:35/11:35c on NBC.

LATE NIGHT ON SOCIAL
Follow Late Night on Twitter: https://twitter.com/LateNightSeth
Like Late Night on Facebook: https://www.facebook.com/LateNightSeth
Find Late Night on Tumblr: http://latenightseth.tumblr.com/
Connect with Late Night on Google+: https://plus.google.com/+LateNightSeth/videos

Late Night with Seth Meyers on YouTube features A-list celebrity guests, memorable comedy, and topical monologue jokes.

NBC ON SOCIAL 
Like NBC: http://Facebook.com/NBC
Follow NBC: http://Twitter.com/NBC
NBC Tumblr: http://NBCtv.tumblr.com/
NBC Pinterest: http://Pinterest.com/NBCtv/
NBC Google+: https://plus.google.com/+NBC
YouTube: http://www.youtube.com/nbc
NBC Instagram: http://instagram.com/nbc

Amber Says What: Kamala Harris Is Running for President, Beyoncé Shopping at Target- Late Night with Seth Meyers
https://youtu.be/6tG1X5-VD34


Late Night with Seth Meyers
http://www.youtube.com/user/latenightseth",https://i.ytimg.com/vi/6tG1X5-VD34/default.jpg,120,90,https://i.ytimg.com/vi/6tG1X5-VD34/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6tG1X5-VD34/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6tG1X5-VD34/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/6tG1X5-VD34/maxresdefault.jpg,1280.0,720.0,Late Night with Seth Meyers,"['Late', 'Night', 'with', 'Seth', 'Meyers', 'seth meyers', 'late night with seth meyers', 'amber says what', 'kamala harris', 'president', 'beyonce', 'shopping', 'target', 'NBC', 'NBC TV', 'television', 'funny', 'talk show', 'comedy', 'humor', 'stand-up', 'parody', 'snl seth meyers', 'host', 'promo', 'seth', 'meyers', 'weekend update', 'news satire', 'satire', 'Barack Obama', 'national anthem mic drop', 'Ruth Bader Ginsburg', 'Fox News', 'Elizabeth Warren']",23,none,"Amber Says What: Kamala Harris Is Running for President, Beyoncé Shopping at Target","Late Night writer Amber Ruffin recaps what's happening in pop culture news.
» Subscribe to Late Night: http://bit.ly/LateNightSeth
» Get more Late Night with Seth Meyers: http://www.nbc.com/late-night-with-seth-meyers/
» Watch Late Night with Seth Meyers Weeknights 12:35/11:35c on NBC.

LATE NIGHT ON SOCIAL
Follow Late Night on Twitter: https://twitter.com/LateNightSeth
Like Late Night on Facebook: https://www.facebook.com/LateNightSeth
Find Late Night on Tumblr: http://latenightseth.tumblr.com/
Connect with Late Night on Google+: https://plus.google.com/+LateNightSeth/videos

Late Night with Seth Meyers on YouTube features A-list celebrity guests, memorable comedy, and topical monologue jokes.

NBC ON SOCIAL 
Like NBC: http://Facebook.com/NBC
Follow NBC: http://Twitter.com/NBC
NBC Tumblr: http://NBCtv.tumblr.com/
NBC Pinterest: http://Pinterest.com/NBCtv/
NBC Google+: https://plus.google.com/+NBC
YouTube: http://www.youtube.com/nbc
NBC Instagram: http://instagram.com/nbc

Amber Says What: Kamala Harris Is Running for President, Beyoncé Shopping at Target- Late Night with Seth Meyers
https://youtu.be/6tG1X5-VD34


Late Night with Seth Meyers
http://www.youtube.com/user/latenightseth",PT6M9S,2d,hd,true,True,rectangular,processed,public,youtube,True,False,False,834874,17033,0,1288,en,,,
youtube#video,o1YA2grwa3igBUL14v6mY1pY998,7qQVUjkBpSc,2017-06-09T01:25:00Z,UCj-kdHiZJWV1lZkJgWKhqYQ,Aquaman Movie 2018 Trailer Jason Momoa Amber Heard 👽/💥,"Gênero:  Ficção Científica / Ação. 👽/💥
Aquaman teve inicio de suas gravações em maio de 2017 e tem previsão para lançamento em 21 de dezembro de 2018.",https://i.ytimg.com/vi/7qQVUjkBpSc/default.jpg,120,90,https://i.ytimg.com/vi/7qQVUjkBpSc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7qQVUjkBpSc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7qQVUjkBpSc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/7qQVUjkBpSc/maxresdefault.jpg,1280.0,720.0,Cine Preview,"['Aquaman', 'Aquaman Movie', 'Aquaman Movie 2018', 'Aquaman Trailer', 'Aquaman Clip']",1,none,Aquaman Movie 2018 Trailer Jason Momoa Amber Heard 👽/💥,"Gênero:  Ficção Científica / Ação. 👽/💥
Aquaman teve inicio de suas gravações em maio de 2017 e tem previsão para lançamento em 21 de dezembro de 2018.",PT2M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,23,0,0,0,en-US,pt,,
youtube#video,X7xE1BoLUcpIRMl3UijIDuEe-8Q,8kFEznxdsWE,2021-09-10T07:08:16Z,UC-ADMsNzZ2fOkvZuzMvVyHw,Amber Heard status / Amber Heard,"Amber Heard status / Amber Heard
song- my baby love",https://i.ytimg.com/vi/8kFEznxdsWE/default.jpg,120,90,https://i.ytimg.com/vi/8kFEznxdsWE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8kFEznxdsWE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8kFEznxdsWE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/8kFEznxdsWE/maxresdefault.jpg,1280.0,720.0,HARSHIT MOVIES WORLD,['#VITA'],22,none,Amber Heard status / Amber Heard,"Amber Heard status / Amber Heard
song- my baby love",PT31S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,32,14,0,2,,,,
youtube#video,mPr1JWSq8eQN6vPAkpWeSPFL_68,A0_4KcJgIKg,2021-04-19T16:47:44Z,UCLw6wkB9hUunjyGEMdj2Vqw,Johnny Depp is a CrackHead!! For Rolls Of the pizza (Amber Heard Playlist!!),https://soundcloud.com/zebra404/johnny-depp-is-a-crackhead,https://i.ytimg.com/vi/A0_4KcJgIKg/default.jpg,120,90,https://i.ytimg.com/vi/A0_4KcJgIKg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/A0_4KcJgIKg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/A0_4KcJgIKg/sddefault.jpg,640.0,480.0,,,,Theresa L. Dowling,,1,none,Johnny Depp is a CrackHead!! For Rolls Of the pizza (Amber Heard Playlist!!),https://soundcloud.com/zebra404/johnny-depp-is-a-crackhead,PT4M45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,40,1,0,1,,,,
youtube#video,jAD_eca1PUjpNGR-3hGVVgammeI,aholHjw8f78,2013-12-23T16:22:56Z,UCvAiMgxtOrnNQ6ypKDTQPYg,"3 days to Kill - Trailer 2014 - Kevin Costner, Amber Heard, Hailee Steinfeld",,https://i.ytimg.com/vi/aholHjw8f78/default.jpg,120,90,https://i.ytimg.com/vi/aholHjw8f78/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aholHjw8f78/hqdefault.jpg,480,360,https://i.ytimg.com/vi/aholHjw8f78/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/aholHjw8f78/maxresdefault.jpg,1280.0,720.0,Lido et Des Chutes,,24,none,"3 days to Kill - Trailer 2014 - Kevin Costner, Amber Heard, Hailee Steinfeld",,PT2M32S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,71,1,0,0,,,"['FM', 'MH']",
youtube#video,fX03jvAX5A8xhpaIL8ZApKuhj28,asaX7XUbT7A,2021-04-22T02:48:01Z,UCOcYnACohNG86kowaerwOUQ,Amber heard birthday special,"Amber heard birthday special(April 22)


Amber heard birthday WhatsApp status|Amber heard WhatsApp status|Amber heard Best fight scene.


#skcreationmix
#Amberheard_status
#Amberheard_birthday
#Amberheard

Thanks you for watching",https://i.ytimg.com/vi/asaX7XUbT7A/default.jpg,120,90,https://i.ytimg.com/vi/asaX7XUbT7A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/asaX7XUbT7A/hqdefault.jpg,480,360,https://i.ytimg.com/vi/asaX7XUbT7A/sddefault.jpg,640.0,480.0,,,,Sk creation mix,"['Amber heard birthday special', 'Amber heard birthday', 'Amber heard Whatsapp status', 'Amber heard', 'Amber heard fight scenes', 'sk creation mix']",24,none,Amber heard birthday special,"Amber heard birthday special(April 22)


Amber heard birthday WhatsApp status|Amber heard WhatsApp status|Amber heard Best fight scene.


#skcreationmix
#Amberheard_status
#Amberheard_birthday
#Amberheard

Thanks you for watching",PT54S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,144,4,0,1,,,,
youtube#video,6wlKSjpVRiz_-WeBgO8u-y8h1p4,cQKpG38IOMU,2020-12-29T06:58:44Z,UCtD-2nsKZg6jyUviLNfGnAg,Johnny Depp's Finger Part Two For Lexa Blake (Amber Heard Playlist!!),,https://i.ytimg.com/vi/cQKpG38IOMU/default.jpg,120,90,https://i.ytimg.com/vi/cQKpG38IOMU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cQKpG38IOMU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/cQKpG38IOMU/sddefault.jpg,640.0,480.0,,,,#JohnnyDeppIsRacist,,24,none,Johnny Depp's Finger Part Two For Lexa Blake (Amber Heard Playlist!!),,PT1M7S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,26,1,0,,,,,
youtube#video,fOGmpE3J0zllR2mSrXOkdn2L6KI,D8fZiluMId4,2021-10-11T15:07:43Z,UC2U_gjJjEnIuaBP_5vEpwaw,AMBER HEARD | JASON MOMOA |AQUAMAN,#aquaman #jasonmomoa #amberheard #shortvideo #englishsongs,https://i.ytimg.com/vi/D8fZiluMId4/default.jpg,120,90,https://i.ytimg.com/vi/D8fZiluMId4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/D8fZiluMId4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/D8fZiluMId4/sddefault.jpg,640.0,480.0,,,,CRYSTAL WORLD,"['Amberhead', 'jasonmomoa', 'aquaman', 'English song', 'new reels']",2,none,AMBER HEARD | JASON MOMOA |AQUAMAN,#aquaman #jasonmomoa #amberheard #shortvideo #englishsongs,PT22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,238,11,0,0,,,,
