kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultLanguage,snippet.defaultAudioLanguage,contentDetails.regionRestriction.blocked
youtube#video,gYucqeK33zcdvpqufAlRHZUCl2Y,2PefQXqSZ1g,2016-11-13T14:21:01Z,UCq4hoBva5ed6-XrxyA7c8bw,EXVSFB RX78-2 Gundam wins with Amber PS3 Online Match Aceposter,"Using the Gundam, got a win, Partner is Amber Heard I think.",https://i.ytimg.com/vi/2PefQXqSZ1g/default.jpg,120,90,https://i.ytimg.com/vi/2PefQXqSZ1g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2PefQXqSZ1g/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2PefQXqSZ1g/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2PefQXqSZ1g/maxresdefault.jpg,1280.0,720.0,csiyan,"['EXVSFB', 'Gundam', 'RX78-2', 'PS3', 'Online Match', 'Aceposter']",20,none,EXVSFB RX78-2 Gundam wins with Amber PS3 Online Match Aceposter,"Using the Gundam, got a win, Partner is Amber Heard I think.",PT3M43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,14,0,0,0,,,
youtube#video,rf-B34J59D57ZkICi84egJY4VTQ,3WPatMH0QOY,2021-09-24T15:45:00Z,UCAmaiEYnoTgj-dmjp8DpepQ,Johnny WINS Again As Amber Heard PANICS And BLASTS HER OWN Witness |  The Gossipy,"Johnny WINS Again As Amber Heard PANICS And She BLASTS HER OWN Witness |  The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
----------------------------------------------------------------------------------------------

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/3WPatMH0QOY/default.jpg,120,90,https://i.ytimg.com/vi/3WPatMH0QOY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3WPatMH0QOY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3WPatMH0QOY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3WPatMH0QOY/maxresdefault.jpg,1280.0,720.0,The Gossipy,"['The Gossipy', 'celebrity craze', 'celebrity', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'umbrella guy', 'thatumbrellaguy', 'hollywood life', 'JOHNNY DEPP IS INNOCENT - Celebrities Who Spoke Up Against Amber Heard’s Lies']",24,none,Johnny WINS Again As Amber Heard PANICS And BLASTS HER OWN Witness |  The Gossipy,"Johnny WINS Again As Amber Heard PANICS And She BLASTS HER OWN Witness |  The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
----------------------------------------------------------------------------------------------

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",PT8M6S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2995,54,0,23,en-US,en-US,
youtube#video,WTOqF4t5Declc3DLZPwa1fGkd5w,8R2GBDsSe1g,2020-07-19T17:30:00Z,UCdfcLkw_Bf0RwdW3O5LoByg,Johnny Depp gains a big win from Amber Heard's former personal assistant - Ninja Knight Podcast,This video discusses Johnny Depp's win against Amber Heard as detailed by her former personal assistant.,https://i.ytimg.com/vi/8R2GBDsSe1g/default.jpg,120,90,https://i.ytimg.com/vi/8R2GBDsSe1g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8R2GBDsSe1g/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8R2GBDsSe1g/sddefault.jpg,640.0,480.0,,,,NINJA KNIGHT,"['johnnydepp', 'amberheard', 'piratesofthecaribbean', 'jacksparrow', 'aquaman', 'mera', 'warnerbrothers', 'disney', 'dc', 'dccomics', 'boundingintocomics']",24,none,Johnny Depp gains a big win from Amber Heard's former personal assistant - Ninja Knight Podcast,This video discusses Johnny Depp's win against Amber Heard as detailed by her former personal assistant.,PT13M2S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,50,1,0,0,,,
youtube#video,_qhG9c7mHK1mTAhO4N3Mc9aybaU,a85MNPh5A3E,2020-10-28T08:24:46Z,UCUwneOC8l4m9T0ype97vFIA,ThatUmbrellaGuy: Heard is DESPERATE because Depp is WINNING! LIVE!,"#ThatUmbrellaGuy #JohnnyDepp #AmberHeard
stream from 10/26/2020
Donate to support the channel: https://www.paypal.com/paypalme/777kurono777
Heard is DESPERATE because Depp is WINNING! LIVE!",https://i.ytimg.com/vi/a85MNPh5A3E/default.jpg,120,90,https://i.ytimg.com/vi/a85MNPh5A3E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/a85MNPh5A3E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/a85MNPh5A3E/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/a85MNPh5A3E/maxresdefault.jpg,1280.0,720.0,Kurono,"['Johnny Depp', 'Amber Heard', 'Depp Heard', 'The Sun', 'Umbrella Guy']",22,none,ThatUmbrellaGuy: Heard is DESPERATE because Depp is WINNING! LIVE!,"#ThatUmbrellaGuy #JohnnyDepp #AmberHeard
stream from 10/26/2020
Donate to support the channel: https://www.paypal.com/paypalme/777kurono777
Heard is DESPERATE because Depp is WINNING! LIVE!",PT2H24M9S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1984,159,0,48,,,
youtube#video,A3c8jOcaPAFyk8uyphC4IicFjpo,ARROaxq0_5w,2020-07-28T19:16:24Z,UC7rccpN0lORMROY_UcTJEcQ,Amber Heard is losing - Johnny Depp wins!,"#JohnnyDepp #Pirates #Justice







*I do not have any right over any of the graphics, images, songs used in this video. All rights reserved to the respectful copyright owners.*




*I hope you will enjoy these videos and please support my channel by subscribing, liking my videos and hitting the notification bell button. 


https://urlgeni.us/youtube/channel/hollywood




Thank you 😊. See you on my next video. 😊",https://i.ytimg.com/vi/ARROaxq0_5w/default.jpg,120,90,https://i.ytimg.com/vi/ARROaxq0_5w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ARROaxq0_5w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ARROaxq0_5w/sddefault.jpg,640.0,480.0,,,,Hollywood Showbiz,,22,none,Amber Heard is losing - Johnny Depp wins!,"#JohnnyDepp #Pirates #Justice







*I do not have any right over any of the graphics, images, songs used in this video. All rights reserved to the respectful copyright owners.*




*I hope you will enjoy these videos and please support my channel by subscribing, liking my videos and hitting the notification bell button. 


https://urlgeni.us/youtube/channel/hollywood




Thank you 😊. See you on my next video. 😊",PT2M27S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,35,0,0,0,,,
youtube#video,yL8WJw_Iu2rJwwe58BZtHxfpr6c,c7QDn4HIfzs,2021-08-31T07:26:06Z,UC-cQEwKg_PE1vk8gdQrbvpA,johnny depp wins the court case against lying Amber heard,"Practical Indians – Saksham Grover
Facebook page : https://www.facebook.com/Practical-Indians-101186588606777",https://i.ytimg.com/vi/c7QDn4HIfzs/default.jpg,120,90,https://i.ytimg.com/vi/c7QDn4HIfzs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/c7QDn4HIfzs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/c7QDn4HIfzs/sddefault.jpg,640.0,480.0,,,,Practical Indians,,22,none,johnny depp wins the court case against lying Amber heard,"Practical Indians – Saksham Grover
Facebook page : https://www.facebook.com/Practical-Indians-101186588606777",PT1M21S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,15,0,0,0,,,
youtube#video,sLQuN0z9QB7ybO8vADM6IQnrGpQ,dhC5OUk0tWw,2021-11-05T12:45:02Z,UCAmaiEYnoTgj-dmjp8DpepQ,AMBER REFUSES COURT ORDER and GETS WRECKED BY THE Judge - Johnny Depp KEEPS WINNING | The Gossipy,"AMBER REFUSES COURT ORDER and GETS WRECKED BY THE Judge - Johnny Depp KEEPS WINNING | The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
----------------------------------------------------------------------------------------------

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/dhC5OUk0tWw/default.jpg,120,90,https://i.ytimg.com/vi/dhC5OUk0tWw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dhC5OUk0tWw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/dhC5OUk0tWw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/dhC5OUk0tWw/maxresdefault.jpg,1280.0,720.0,The Gossipy,"['The Gossipy', 'celebrity craze', 'celebrity', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'umbrella guy', 'thatumbrellaguy', 'hollywood life', 'AMBER REFUSES COURT ORDER and GETS WRECKED BY THE Judge - Johnny Depp KEEPS WINNING', 'celeb news', 'hollywood news']",24,none,AMBER REFUSES COURT ORDER and GETS WRECKED BY THE Judge - Johnny Depp KEEPS WINNING | The Gossipy,"AMBER REFUSES COURT ORDER and GETS WRECKED BY THE Judge - Johnny Depp KEEPS WINNING | The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
----------------------------------------------------------------------------------------------

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",PT8M23S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,783,20,0,11,en-US,en-US,
youtube#video,Xh75NFMmDr2YRqVTjI_yFGntz2c,dxhjpXB7CDk,2020-03-30T13:15:02Z,UCMAwi5fm2yOSEeKd_Qv0Z2Q,Amber Heard DENIED as Johnny Depp WINS BIG! This is HUGE!,"Tip Jar: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2AAZU385W88GE    Tip Jar

Patreon: https://www.patreon.com/thatumbrellaguy Patreon

Bitcoin address: 1NxxqwYKh16zQoFku64vofrJ1uGXXLWwVX",https://i.ytimg.com/vi/dxhjpXB7CDk/default.jpg,120,90,https://i.ytimg.com/vi/dxhjpXB7CDk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dxhjpXB7CDk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/dxhjpXB7CDk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/dxhjpXB7CDk/maxresdefault.jpg,1280.0,720.0,ThatUmbrellaGuy,"['amber heard johnny depp', 'johnny depp', 'amber heard', 'breaking news', 'huge news', 'thatumbrellaguy', 'that umbrella guy', 'pirates of the caribbean', 'breaking news today', 'hollywood news', 'johnny depp amber heard fight', 'Amber Heard DENIED as Johnny Depp WINS BIG', 'johnny depp interview', 'johnny depp amber heard', 'johnny depp and winona ryder', 'amber heard audio', 'amber heard elon musk', 'amber heard aquaman', 'justice for johnny depp', 'amber heard vs johnny depp', 'johnny depp lawsuit']",24,none,Amber Heard DENIED as Johnny Depp WINS BIG! This is HUGE!,"Tip Jar: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2AAZU385W88GE    Tip Jar

Patreon: https://www.patreon.com/thatumbrellaguy Patreon

Bitcoin address: 1NxxqwYKh16zQoFku64vofrJ1uGXXLWwVX",PT10M31S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,181769,7513,0,891,,,
youtube#video,oI4efzHhXvVFCBKvQ_ZfUgvsfeg,EkUAT_XtGtc,2021-09-06T18:35:14Z,UCC3lnlFZid2nJsBH434Cwtg,Amber Heard takes daughter for a stroll after Johnny Depp’s legal win,"Amber Heard takes daughter for a stroll after Johnny Depp’s legal win

============= 
Thank for your watching!
#amber heard,celebrity children,celebrity exes,celebrity photos,johnny depp,9/6/21",https://i.ytimg.com/vi/EkUAT_XtGtc/default.jpg,120,90,https://i.ytimg.com/vi/EkUAT_XtGtc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EkUAT_XtGtc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EkUAT_XtGtc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/EkUAT_XtGtc/maxresdefault.jpg,1280.0,720.0,Hollywood News,"['amber heard', 'celebrity children', 'celebrity exes', 'celebrity photos', 'johnny depp', '9/6/21']",22,none,Amber Heard takes daughter for a stroll after Johnny Depp’s legal win,"Amber Heard takes daughter for a stroll after Johnny Depp’s legal win

============= 
Thank for your watching!
#amber heard,celebrity children,celebrity exes,celebrity photos,johnny depp,9/6/21",PT2M33S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,66,,0,3,en-US,en-US,
youtube#video,5ZDAEh_Jxy5P4mSEtjiOTwKChyk,gkB-kLLaQhw,2021-10-13T20:37:35Z,UCG2QYlhnYYxksvv6ve11ijw,ANOTHER BIG WIN FOR JOHNNY DEPP !! Amber Heard ‘s Appeal Is DENIED !!,,https://i.ytimg.com/vi/gkB-kLLaQhw/default.jpg,120,90,https://i.ytimg.com/vi/gkB-kLLaQhw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gkB-kLLaQhw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gkB-kLLaQhw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gkB-kLLaQhw/maxresdefault.jpg,1280.0,720.0,Rob's Rules,"['Amber Heard', 'Amber Heard Johnny Depp', 'Depp', 'Johnny', 'Johnny Depp', 'Johnny Depp Amber Heard', 'amber heard and johnny depp', 'amber heard aquaman', 'amber heard lawsuit', 'depp heard', 'johnny depp amber heard court', 'johnny depp amber heard fight', 'johnny depp and amber heard', 'johnny depp lawsuit', 'johnny depp news', 'johnny depp wife', 'johnny depp win', 'johnny depp wins', 'justice for johnny depp']",24,none,ANOTHER BIG WIN FOR JOHNNY DEPP !! Amber Heard ‘s Appeal Is DENIED !!,,PT3M15S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,458,147,0,77,,en,
