kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount
youtube#video,bDIYO7V2cL1OowbbsvNF2iud2-4,5fXpVUUCAoA,2021-09-17T23:14:31Z,UCC4RIwjtWgIIJzXJRxHwuUQ,Amber Heard CLAPS BACK To HORRIBLE Reviews For Her New Movie!!! | The HollyVibe,"Amber Heard CLAPS BACK To HORRIBLE Reviews For Her New Movie!!! | The HollyVibe
Amber Heard CLAPS BACK To HORRIBLE Reviews For Her New Movie!!! | The HollyVibe
Amber Heard CLAPS BACK To HORRIBLE Reviews For Her New Movie!!! | The HollyVibe

We tell you interesting things about the Hollywood celebrities that you may have never heard before.

Please subscribe to our channel to stay up to date with interesting facts about Hollywood Celebs.

Cheers!",https://i.ytimg.com/vi/5fXpVUUCAoA/default.jpg,120,90,https://i.ytimg.com/vi/5fXpVUUCAoA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5fXpVUUCAoA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5fXpVUUCAoA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/5fXpVUUCAoA/maxresdefault.jpg,1280.0,720.0,The HollyVibe,"['Amber Heard CLAPS BACK To HORRIBLE Reviews For Her New Movie!!! | The HollyVibe', 'johnny depp and amber heard', 'johnny depp and amber heard fight', 'johnny depp amber heard interview']",24,none,en-US,Amber Heard CLAPS BACK To HORRIBLE Reviews For Her New Movie!!! | The HollyVibe,"Amber Heard CLAPS BACK To HORRIBLE Reviews For Her New Movie!!! | The HollyVibe
Amber Heard CLAPS BACK To HORRIBLE Reviews For Her New Movie!!! | The HollyVibe
Amber Heard CLAPS BACK To HORRIBLE Reviews For Her New Movie!!! | The HollyVibe

We tell you interesting things about the Hollywood celebrities that you may have never heard before.

Please subscribe to our channel to stay up to date with interesting facts about Hollywood Celebs.

Cheers!",en-US,PT8M3S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,7,1,0,0
youtube#video,Ex7hFagN8ApLsDgl8ob1_QVIHl8,5Js4tPKPOtg,2019-01-11T18:14:53Z,UCWiXco-RLKe_l5B6JuDFlNQ,10 Facts About Amber Heard That Might SURPRISE You | SHOCKING Facts About Mera From Aquaman Movie |,"Let's Know 10 Interesting Facts about Aquaman Actress Amber Heard, who is known for her character as Mera from the Aquaman movie. With co-star Jason Momoa, she surprised all the critics with record breaking success in the box-office with the movie aquaman.

Subscribe ""3 Minutes Review!"" here: https://goo.gl/LvxQNC 

__",https://i.ytimg.com/vi/5Js4tPKPOtg/default.jpg,120,90,https://i.ytimg.com/vi/5Js4tPKPOtg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5Js4tPKPOtg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5Js4tPKPOtg/sddefault.jpg,640.0,480.0,,,,3 Minutes Review!,"['Amber Heard', 'Amber Heard lifestyle', 'Facts About Amber Heard', 'Facts About Mera', 'Mera From Aquaman', 'Aquaman Actress Amber Heard', 'Aquaman Actress', 'Jason Momoa', 'aquaman movie', 'aquaman facts']",1,none,en,10 Facts About Amber Heard That Might SURPRISE You | SHOCKING Facts About Mera From Aquaman Movie |,"Let's Know 10 Interesting Facts about Aquaman Actress Amber Heard, who is known for her character as Mera from the Aquaman movie. With co-star Jason Momoa, she surprised all the critics with record breaking success in the box-office with the movie aquaman.

Subscribe ""3 Minutes Review!"" here: https://goo.gl/LvxQNC 

__",en,PT3M1S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,132,3,0,3
youtube#video,Dhup1tXpRNYddImZCmSY33u68VI,5ougfVLTZ_4,2016-04-18T02:25:17Z,UCKA5o4rem1Kj-y6M-OASyGg,How Much Taller? - Scarlett Johansson vs Amber Heard!,"We compare Scarlett Johansson and Amber Heard in height, visually and with data, and reveal just how much the difference is between the two actresses!",https://i.ytimg.com/vi/5ougfVLTZ_4/default.jpg,120,90,https://i.ytimg.com/vi/5ougfVLTZ_4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5ougfVLTZ_4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5ougfVLTZ_4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/5ougfVLTZ_4/maxresdefault.jpg,1280.0,720.0,HMT Height Comparisons,"['Height', 'Celebrity', 'Comparison', 'Tall', 'Size', 'Small', 'Difference', 'Feet', 'Inches', 'Metric', 'cm', 'ft', 'body', 'length', 'facts', 'info', 'measurements', 'Scarlett Johansson', 'Amber Heard']",24,none,,How Much Taller? - Scarlett Johansson vs Amber Heard!,"We compare Scarlett Johansson and Amber Heard in height, visually and with data, and reveal just how much the difference is between the two actresses!",,PT42S,2d,sd,false,False,rectangular,processed,public,youtube,True,False,False,2936,11,0,2
youtube#video,ldrb-ErzRW3mjIUZsWHaX5enuC8,68Z_A9J7At4,2021-11-13T21:37:38Z,UCZqp04wYqzpyfpAq5Ze3wrg,AMBER HEARD,,https://i.ytimg.com/vi/68Z_A9J7At4/default.jpg,120,90,https://i.ytimg.com/vi/68Z_A9J7At4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/68Z_A9J7At4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/68Z_A9J7At4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/68Z_A9J7At4/maxresdefault.jpg,1280.0,720.0,Aleksandr Bible,,22,none,,AMBER HEARD,,,PT5S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,54,1,0,0
youtube#video,ScLkiVA649jUMi1w8kYv4MUbFBs,9hFnBJ1PZxM,2021-09-28T08:59:11Z,UC1oAEaH7EdO9NZp3DHqs1Ew,Amber Heard   Killer Looks 🔥 ❤️ Whatsapp Status #Shorts,,https://i.ytimg.com/vi/9hFnBJ1PZxM/default.jpg,120,90,https://i.ytimg.com/vi/9hFnBJ1PZxM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9hFnBJ1PZxM/hqdefault.jpg,480,360,,,,,,,Movies Shorts,,24,none,,Amber Heard   Killer Looks 🔥 ❤️ Whatsapp Status #Shorts,,,PT34S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,83,5,0,0
youtube#video,wZ8bnYdhwbYI7X434AC6l2ExF2Y,AYvltLKdPSY,2021-05-16T22:40:46Z,UCCLFlMy9S9kYbd5CXbDg1LQ,Mera. Amber heard,"𝕸𝖊𝖗𝖆 - 𝕼𝖚𝖊𝖊𝖓 𝖔𝖋 𝖙𝖍𝖊 𝖘𝖊𝖆.
•
🎶 : @Unknown_Brain - Perfect 10
🎥 Editor : @MustafaKhanMSK
🎬 : @AquamanMovie
•
•
•
(ignore tags) #aquaman #aquawoman #ocean #sea #queen #qoutes #amberheard #mera #meraedit #aquarius #warnerbros #batman #justiceleague #wonderwoman #hotmodel #hottie #hottestgirls #model #aqua #aurthor #mustafakhanmsk #water #river #redhair #red #mermaid #lovequotes #reels #atlantis #atlanta",https://i.ytimg.com/vi/AYvltLKdPSY/default.jpg,120,90,https://i.ytimg.com/vi/AYvltLKdPSY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AYvltLKdPSY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/AYvltLKdPSY/sddefault.jpg,640.0,480.0,,,,Musad khan,,22,none,,Mera. Amber heard,"𝕸𝖊𝖗𝖆 - 𝕼𝖚𝖊𝖊𝖓 𝖔𝖋 𝖙𝖍𝖊 𝖘𝖊𝖆.
•
🎶 : @Unknown_Brain - Perfect 10
🎥 Editor : @MustafaKhanMSK
🎬 : @AquamanMovie
•
•
•
(ignore tags) #aquaman #aquawoman #ocean #sea #queen #qoutes #amberheard #mera #meraedit #aquarius #warnerbros #batman #justiceleague #wonderwoman #hotmodel #hottie #hottestgirls #model #aqua #aurthor #mustafakhanmsk #water #river #redhair #red #mermaid #lovequotes #reels #atlantis #atlanta",,PT17S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,487,15,0,0
youtube#video,ORjLk2c_nER_B8P_01CEUK6RnM4,bCVtei_0Y-Y,2019-04-22T05:52:20Z,UClRSv98ZkJxXKHTMwJPZBZA,AMBER HEARD BIRTHDAY SPECIAL | AQUAMAN | JOHNNY DEEP,"#amberheard #JOHNNYDEEP #aquaman

Script and voice over - Sudeep
Editing - Vijay",https://i.ytimg.com/vi/bCVtei_0Y-Y/default.jpg,120,90,https://i.ytimg.com/vi/bCVtei_0Y-Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bCVtei_0Y-Y/hqdefault.jpg,480,360,https://i.ytimg.com/vi/bCVtei_0Y-Y/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/bCVtei_0Y-Y/maxresdefault.jpg,1280.0,720.0,BEARD BIRD STUDIO,"['AMBER HEARD BIRTHDAY SPECIAL', 'aquaman', 'JOHNNYDEEP', 'jack sparrow', 'AMBER HEARD', 'rajini', 'jackiechan', 'arijit singh', 'tony stark', 'avengersendgame', 'oscar']",1,none,,AMBER HEARD BIRTHDAY SPECIAL | AQUAMAN | JOHNNY DEEP,"#amberheard #JOHNNYDEEP #aquaman

Script and voice over - Sudeep
Editing - Vijay",,PT2M53S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,961,30,0,1
youtube#video,7pKm5-meECg6MVd8-iIdSyU_f3Q,Eij_ZyYmWU0,2021-10-29T15:00:07Z,UC-MxoLS478dT4heB2fDglKA,Amber Heard scary moment | #Shorts,"Welcome to Celebrity Island! We post daily videos about celebrity news, celebrity funny moments, celebrity latest news, celebrity fy, celebrities surprising fans, celebrity everyday, celebrity facts, celebrities and more!

We also post videos about your favorite celebrities like Ariana Grande, Billie Eilish, Taylor Swift, Selena Gomez, Jennifer Lawrence, Doja Cat, Dua Lipa, Britney Spears, Rihanna, Beyonce, Jimmy Fallon, Addison Rae, Charli Damelio and more!

Don't forget to subscribe for daily celebrity videos!

#CelebrityIsland #Shorts #Celebrity",https://i.ytimg.com/vi/Eij_ZyYmWU0/default.jpg,120,90,https://i.ytimg.com/vi/Eij_ZyYmWU0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Eij_ZyYmWU0/hqdefault.jpg,480,360,,,,,,,Celebrity Island,"['celebrity news', 'celebrity funny moments', 'celebrity latest news', 'celebrity fy', 'celebrity everyday', 'celebrity facts', 'celebrities', 'ariana grande', 'billie eilish', 'taylor swift', 'selena gomez', 'celebrities surprising fans', 'jennifer lawrence', 'tiktok', 'famous', 'rude celebrities', 'doja cat', 'dua lipa', 'britney spears', 'the weeknd', 'rihanna', 'beyonce', 'jimmy fallon', 'addison rae', 'charli damelio', 'tiktoks', 'celebrity island', 'celebrity island channel', 'celebrity shorts']",24,none,,Amber Heard scary moment | #Shorts,"Welcome to Celebrity Island! We post daily videos about celebrity news, celebrity funny moments, celebrity latest news, celebrity fy, celebrities surprising fans, celebrity everyday, celebrity facts, celebrities and more!

We also post videos about your favorite celebrities like Ariana Grande, Billie Eilish, Taylor Swift, Selena Gomez, Jennifer Lawrence, Doja Cat, Dua Lipa, Britney Spears, Rihanna, Beyonce, Jimmy Fallon, Addison Rae, Charli Damelio and more!

Don't forget to subscribe for daily celebrity videos!

#CelebrityIsland #Shorts #Celebrity",,PT22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,7,0,0,0
youtube#video,Z5Z_hCgqTr3oAalUThOW2_UAmcE,ET8_t4vcWYI,2020-03-07T03:05:21Z,UC8AGq7bm-x4teGcvQonvnPw,Johnny Depp Has Four Days! | Approved Judgements For Amber Heard??,"Let me know what you think!

Johnny Depp Playlist!
https://www.youtube.com/playlist?list=PLI8xGey4a8zmnnZ8ocQVACo788KHgf_DL

If you want to support my Channel, please check out my patreon And subscribe star below:

Patreon:
https://www.patreon.com/user?u=21542407

Subscribe star:
https://www.subscribestar.com/nerdettesnewsstand

#JusticeForJohnnyDepp #AmberHeard #TheSun",https://i.ytimg.com/vi/ET8_t4vcWYI/default.jpg,120,90,https://i.ytimg.com/vi/ET8_t4vcWYI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ET8_t4vcWYI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ET8_t4vcWYI/sddefault.jpg,640.0,480.0,,,,Nerdette's NewsStand,"['Aquaman', 'dceu', 'Amber heard', 'Johnny Depp', 'pirates of the Caribbean', 'fantastic beasts', 'Hollywood news', 'drama', 'controversy', 'entertainment', 'domestic abuse', 'Johnny Depp lawsuit', 'Johnny Depp sues Amber heard', 'Amber heard audio recordings', 'Johnny Depp domestic abuse', '#justiceforjohnnydepp', 'Amber heard petition', ""L'Oreal"", 'Amber heard defamation', 'Roberta Kaplan', ""Johnny Depp's laywer"", 'Amber Heard instagram', 'the sun', 'Johnny Depp Defamation suit', 'Johnny Depp court papers']",24,none,,Johnny Depp Has Four Days! | Approved Judgements For Amber Heard??,"Let me know what you think!

Johnny Depp Playlist!
https://www.youtube.com/playlist?list=PLI8xGey4a8zmnnZ8ocQVACo788KHgf_DL

If you want to support my Channel, please check out my patreon And subscribe star below:

Patreon:
https://www.patreon.com/user?u=21542407

Subscribe star:
https://www.subscribestar.com/nerdettesnewsstand

#JusticeForJohnnyDepp #AmberHeard #TheSun",en,PT11M8S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,29263,839,0,274
youtube#video,GnP_ElV2fBIOjG8HKu0ZP6JVekA,G7WLb_BVZCg,2015-11-04T01:13:03Z,UCO0dMRd66S6uDUan73Lg3Mg,WHO’S RICHER? - Natalie Portman or Amber Heard? - Net Worth Revealed!,Who’s worth more? How much money do Natalie Portman and actress Amber Heard have? We reveal their net worth and see who’s the richest between the two!,https://i.ytimg.com/vi/G7WLb_BVZCg/default.jpg,120,90,https://i.ytimg.com/vi/G7WLb_BVZCg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/G7WLb_BVZCg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/G7WLb_BVZCg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/G7WLb_BVZCg/maxresdefault.jpg,1280.0,720.0,The Real Hollywood,"['Net Worth', 'Networth', 'Wealth', 'Rich', 'Facts', 'Factoids', 'Vs', 'Celebrity', 'Money', 'Fortune', 'Natalie Portman', 'Plunge', 'Gown', 'Hot', 'Shape', 'Amber Heard', 'Ripped Shirt', 'Jeans', 'Long Hair', 'Messy Hair', 'Blonde']",24,none,,WHO’S RICHER? - Natalie Portman or Amber Heard? - Net Worth Revealed!,Who’s worth more? How much money do Natalie Portman and actress Amber Heard have? We reveal their net worth and see who’s the richest between the two!,,PT33S,2d,sd,false,True,rectangular,processed,public,youtube,True,False,False,21,1,0,0
