kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultLanguage,contentDetails.regionRestriction.blocked,contentDetails.contentRating.ytRating
youtube#video,s7hGb1JEuVoyfVNApIL9fZoJzmE,-8Nga-5MvGk,2020-07-22T22:30:00Z,UCMAwi5fm2yOSEeKd_Qv0Z2Q,Amber Heard is LOSING THE CASE by PROVING she CAN'T TELL THE TRUTH!,"COMIC: https://www.indiegogo.com/projects/another-case-for-the-littlest-umbrella/x/18541415#/
Tip Jar: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2AAZU385W88GE    Tip Jar

Patreon: https://www.patreon.com/thatumbrellaguy Patreon
#amberheard #johnnydepp #thesun",https://i.ytimg.com/vi/-8Nga-5MvGk/default.jpg,120,90,https://i.ytimg.com/vi/-8Nga-5MvGk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-8Nga-5MvGk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-8Nga-5MvGk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-8Nga-5MvGk/maxresdefault.jpg,1280.0,720.0,ThatUmbrellaGuy,"['amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp thatumbreallguy', 'johnny depp that umbrella guy', 'amber heard thatumbrellaguy', 'umbrella guy', 'depp heard sun', 'depp trial', 'johnny depp trial', 'johnny depp 2020', 'amber heard deposition', 'amber heard interviews', 'amber heard elon musk', 'amber heard lying under oath', 'amber heard deposition full', 'amber heard court', 'johnny depp ellen', 'johnny depp amber heard', 'johnny depp interview', 'johnny depp abuse']",24,none,Amber Heard is LOSING THE CASE by PROVING she CAN'T TELL THE TRUTH!,"COMIC: https://www.indiegogo.com/projects/another-case-for-the-littlest-umbrella/x/18541415#/
Tip Jar: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2AAZU385W88GE    Tip Jar

Patreon: https://www.patreon.com/thatumbrellaguy Patreon
#amberheard #johnnydepp #thesun",en,PT14M6S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,121553,4849,0,888,,,
youtube#video,rnP50ainq8FKMpwPTHgJyizaPIk,-G0bOLo0_NQ,2020-07-18T15:35:22Z,UCeooMl4PFAM9kLPHvavt2KQ,Amber Heard Steals Sexual Assault Story from Ex-Aide!,"Amber Heard Steals Sexual Assault Story from Ex-Aide!

My Patreon! Starting at $1.00! https://www.patreon.com/user?u=11797644
MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!

the Stove Top Ninja: https://www.youtube.com/watch?v=LGLjyJmYCe0

Adega's Book: https://www.amazon.com/Evolution-Adega/dp/1645305953/ref=sr_1_1?crid=3GE2MYD9LNPMO&keywords=evolution+by+adega&qid=1584844229&sprefix=Evolution+by+%2Caps%2C247&sr=8-1

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods",https://i.ytimg.com/vi/-G0bOLo0_NQ/default.jpg,120,90,https://i.ytimg.com/vi/-G0bOLo0_NQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-G0bOLo0_NQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-G0bOLo0_NQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-G0bOLo0_NQ/maxresdefault.jpg,1280.0,720.0,eHacker,"['amber heard', 'amber herad vs johnny depp', 'justice for johnny depp', 'amber heard and johnny depp', 'amber heard instagram', 'amber heard elon musk', 'johnny depp', 'amber heard fired', 'amber heard aquaman 2', 'johnny depp vs the sun', 'amber heard twitter', 'amber heard interview', 'amber heard vs megan fox']",24,none,Amber Heard Steals Sexual Assault Story from Ex-Aide!,"Amber Heard Steals Sexual Assault Story from Ex-Aide!

My Patreon! Starting at $1.00! https://www.patreon.com/user?u=11797644
MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!

the Stove Top Ninja: https://www.youtube.com/watch?v=LGLjyJmYCe0

Adega's Book: https://www.amazon.com/Evolution-Adega/dp/1645305953/ref=sr_1_1?crid=3GE2MYD9LNPMO&keywords=evolution+by+adega&qid=1584844229&sprefix=Evolution+by+%2Caps%2C247&sr=8-1

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods",,PT6M35S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,11013,540,0,220,,,
youtube#video,M1zYE7zsyeCbAfWoniLVmMQDcyU,-T0E8puG09c,2020-09-26T14:55:39Z,UCeooMl4PFAM9kLPHvavt2KQ,Amber Heard Was CALLED OUT 7 Years Ago! She Never Fooled Anyone!,Amber Heard Was CALLED OUT 7 Years Ago! She Never Fooled Anyone!,https://i.ytimg.com/vi/-T0E8puG09c/default.jpg,120,90,https://i.ytimg.com/vi/-T0E8puG09c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-T0E8puG09c/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-T0E8puG09c/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-T0E8puG09c/maxresdefault.jpg,1280.0,720.0,eHacker,"['amber heard', 'amber heard vs johnny depp', 'johnny depp', 'justice for johnny depp', 'amber heard johnny depp', 'johnny amber court', 'johnny depp vs the sun', 'amber heard twitter', 'amber heard instagram', '#justiceforjohnnydepp', 'amber heard abuses johnny depp', 'johnny depp abused by amber heard', 'amber heard elon musk', 'johnny depp elon musk']",24,none,Amber Heard Was CALLED OUT 7 Years Ago! She Never Fooled Anyone!,Amber Heard Was CALLED OUT 7 Years Ago! She Never Fooled Anyone!,,PT11M,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,10586,642,0,222,,,
youtube#video,V-UxPrNiCBgvBW2cNt1hMb3r9Us,-xRu_F-Qk04,2021-10-16T03:36:18Z,UCcNNgoWBH5qmSUoXhhPWaEg,Judge rejects amber heard for the 4th time,"Subscribe 
Go follow the tiktok acct in the video",https://i.ytimg.com/vi/-xRu_F-Qk04/default.jpg,120,90,https://i.ytimg.com/vi/-xRu_F-Qk04/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-xRu_F-Qk04/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-xRu_F-Qk04/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-xRu_F-Qk04/maxresdefault.jpg,1280.0,720.0,Lord random tiktoks,,24,none,Judge rejects amber heard for the 4th time,"Subscribe 
Go follow the tiktok acct in the video",,PT1M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,12,3,0,2,,,
youtube#video,iSPAd0BvYTXpHP5UaOxFNlZ6HSU,1wA-dHAfHUk,2021-01-08T18:34:14Z,UCJdyxtgOCrq7cJUYxg8tHTQ,#AmberHeardisaLiar  | Charity Money Used for Lawsuits | Amber Heard v Johnny Depp,"#AmberHeardisaLiar #JusticeforJohnnyDepp

#AmberHeardisaLiar is trending as the Johnny Depp team and supporters demand to know whether Amber Heard kept the $7 million divorce settlement she claimed at the time was going to charity.",https://i.ytimg.com/vi/1wA-dHAfHUk/default.jpg,120,90,https://i.ytimg.com/vi/1wA-dHAfHUk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1wA-dHAfHUk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1wA-dHAfHUk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/1wA-dHAfHUk/maxresdefault.jpg,1280.0,720.0,Jayne Theory,"['Amberheardisaliar', 'amber heard', 'johnny depp', 'justiceforjohnnydepp', 'divorce', 'divorce settlement', 'libel case', 'defamation', 'libel', 'defamation suit', 'aclu', ""children's hospital"", 'dialy mail', 'dailymail', 'settlement', 'domestic abuse', 'domestic violence', 'hoax', 'liar']",24,none,#AmberHeardisaLiar  | Charity Money Used for Lawsuits | Amber Heard v Johnny Depp,"#AmberHeardisaLiar #JusticeforJohnnyDepp

#AmberHeardisaLiar is trending as the Johnny Depp team and supporters demand to know whether Amber Heard kept the $7 million divorce settlement she claimed at the time was going to charity.",,PT7M31S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,146,34,0,30,,,
youtube#video,nZ_T3-Khtd1hfzssOjhLDAVim7Y,1xGEeujFD5o,2021-06-17T12:15:01Z,UCAmaiEYnoTgj-dmjp8DpepQ,"""AMBER DID IT"" Why Was Johnny Depp’s Movie Delayed? | The Gossipy","""AMBER DID IT"" Why Was Johnny Depp’s Movie Delayed? | The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

Now it turns out that Amber Heard may have not written the statement or OP ED in accusations against Johnny Depp. This could another case of defamation or fraud. Let's break it down in today's video.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp #AmberHeardJail​ #AmberHeardCourt​ #JusticeForJohnny 

------------------------------------------------------------------------------------------------------------------------------

Welcome toThe Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/1xGEeujFD5o/default.jpg,120,90,https://i.ytimg.com/vi/1xGEeujFD5o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1xGEeujFD5o/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1xGEeujFD5o/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/1xGEeujFD5o/maxresdefault.jpg,1280.0,720.0,The Gossipy,"['The Gossipy', 'celebrity craze', 'celebrity', 'binge watch', 'news', 'celebrity breaking news', 'celeb news', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp interview', 'amber heard johnny depp fight video', 'amber heard interview', 'amber heard channel', 'johnny depp news', 'johnny depp fired', 'johnny depp appeal', 'johnny depp amber heard', 'depp heard', 'amber heard fired', 'justice for johnny depp', 'viral vision', 'the umbrella guy', 'crazed culture', 'reality drama', 'celebrity news']",24,none,"""AMBER DID IT"" Why Was Johnny Depp’s Movie Delayed? | The Gossipy","""AMBER DID IT"" Why Was Johnny Depp’s Movie Delayed? | The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

Now it turns out that Amber Heard may have not written the statement or OP ED in accusations against Johnny Depp. This could another case of defamation or fraud. Let's break it down in today's video.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp #AmberHeardJail​ #AmberHeardCourt​ #JusticeForJohnny 

------------------------------------------------------------------------------------------------------------------------------

Welcome toThe Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",en-US,PT8M2S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,155,5,0,2,en-US,,
youtube#video,ASniqErbCM9e6I0b5Y5Jp-aiJlU,233l-VfBWxQ,2021-06-06T16:45:00Z,UCAmaiEYnoTgj-dmjp8DpepQ,JUDGE THREATENS TO SANCTION AMBER HEARD FOR THIS | The Gossipy,"JUDGE THREATENS TO SANCTION AMBER HEARD FOR THIS | The Gossipy

Welcome toThe Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

Now it turns out that Amber Heard may have not written the statement or OP ED in accusations against Johnny Depp. This could another case of defamation or fraud. Let's break it down in today's video.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp #AmberHeardJail​ #AmberHeardCourt​ #JusticeForJohnny 

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/233l-VfBWxQ/default.jpg,120,90,https://i.ytimg.com/vi/233l-VfBWxQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/233l-VfBWxQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/233l-VfBWxQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/233l-VfBWxQ/maxresdefault.jpg,1280.0,720.0,The Gossipy,"['binge watch', 'bingewatch', 'news', 'celebrity breaking news', 'hollywood life', 'latest celebrity', 'celeb news', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp interview', 'amber heard johnny depp fight video', 'amber heard interview', 'amber heard channel', 'johnny depp news', 'johnny depp fired', 'johnny depp appeal', 'johnny depp amber heard', 'depp heard', 'amber heard fired', 'justice for johnny depp', 'viral vision', 'the umbrella guy', 'crazed culture', 'The Gossipy']",24,none,JUDGE THREATENS TO SANCTION AMBER HEARD FOR THIS | The Gossipy,"JUDGE THREATENS TO SANCTION AMBER HEARD FOR THIS | The Gossipy

Welcome toThe Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

Now it turns out that Amber Heard may have not written the statement or OP ED in accusations against Johnny Depp. This could another case of defamation or fraud. Let's break it down in today's video.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp #AmberHeardJail​ #AmberHeardCourt​ #JusticeForJohnny 

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",en-US,PT8M11S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,420,21,0,2,en-US,,
youtube#video,5mF38PfeMR8iMh9LKUj-_F1IQ3E,2R4rT9-MQKI,2021-06-05T13:51:01Z,UC-lZTlG05ETwyjDS1JQCv3w,"""LIAR"" Amber Heard Accuses Johnny Depp of Trying To Stir Up The Press | Celebrity Craze","""LIAR"" Amber Heard Accuses Johnny Depp of Trying To Stir Up The Press | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp

-----------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",https://i.ytimg.com/vi/2R4rT9-MQKI/default.jpg,120,90,https://i.ytimg.com/vi/2R4rT9-MQKI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2R4rT9-MQKI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2R4rT9-MQKI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2R4rT9-MQKI/maxresdefault.jpg,1280.0,720.0,Celebrity Craze,"['celebrity craze', 'celebrity', 'crazed culture', 'amber heard', 'johnny depp', 'justice for johnny depp', 'johnny depp update', 'johnny depp winning', 'that umbrella guy johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'johnny depp wins', 'depp', 'depp heard', 'johnny depp and amber heard', 'viral vision', 'depp virginia', 'johnny depp lawsuit', 'depp the sun', 'johnny depp interview', 'amber heard apology', 'johnny depp amber heard audio', 'amber heard aquaman', 'amber heard donation', 'umbrellaguy']",24,none,"""LIAR"" Amber Heard Accuses Johnny Depp of Trying To Stir Up The Press | Celebrity Craze","""LIAR"" Amber Heard Accuses Johnny Depp of Trying To Stir Up The Press | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp

-----------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",en-US,PT8M6S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1317,50,0,47,en-US,,
youtube#video,8Djx3uJgl8QszgVuYoj_GbBTS3k,3dqicC2u8pU,2021-10-11T19:38:40Z,UC2I0-uvu2nR3iBe6kNkD5ug,"AQUAMAN 2 2022 Teaser Trailer   Jason Momoa, Amber Heard Fan Made",,https://i.ytimg.com/vi/3dqicC2u8pU/default.jpg,120,90,https://i.ytimg.com/vi/3dqicC2u8pU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3dqicC2u8pU/hqdefault.jpg,480,360,,,,,,,4k TRAILERS & MOVIES,,10,none,"AQUAMAN 2 2022 Teaser Trailer   Jason Momoa, Amber Heard Fan Made",,,PT4M18S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,12,1,0,0,,,
youtube#video,Fjm-GNaXsrYAkRQK4QOAbdczlxw,4bGaw2TwFDw,2021-09-11T15:15:00Z,UC-lZTlG05ETwyjDS1JQCv3w,AMBER'S WOUNDS WERE FAKE - Amber Heard's Friend Reveals SHE FAKED Bruises | Celebrity Craze,"AMBER'S WOUNDS WERE FAKE - Amber Heard's Friend Reveals SHE FAKED Bruises | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#AmberHeard #JohnnyDepp #JusticeForJohnny
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",https://i.ytimg.com/vi/4bGaw2TwFDw/default.jpg,120,90,https://i.ytimg.com/vi/4bGaw2TwFDw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4bGaw2TwFDw/hqdefault.jpg,480,360,,,,,,,Celebrity Craze,"['celebrity craze', 'celebrity', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'umbrella guy', 'thatumbrellaguy', 'hollywood life', ""AMBER'S WOUNDS WERE FAKE - Amber Heard's Friend Reveals SHE FAKED Bruises"", 'justice for johnny depp']",24,none,AMBER'S WOUNDS WERE FAKE - Amber Heard's Friend Reveals SHE FAKED Bruises | Celebrity Craze,"AMBER'S WOUNDS WERE FAKE - Amber Heard's Friend Reveals SHE FAKED Bruises | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#AmberHeard #JohnnyDepp #JusticeForJohnny
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",en-US,PT8M4S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2467,100,0,19,en-US,,
