kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultAudioLanguage
youtube#video,wL6TC3Ju_c65y5o0Lbqtub3QT5w,408dSiRSAbU,2019-07-12T21:15:09Z,UChrzCKS1FQpq0zvhNBgZsvg,"Weam, a SAMS Thalassemia patient in Jordan","During our mission to Jordan with SAMS Goodwill Ambassador Amber Heard this April, we met 12-year-old Weam. Weam is a dialysis patient who suffers from a life-threatening condition called thalassemia. She and 12 other children living in Jordan’s al-Zaatari Refugee Camp have not received needed treatments due to high costs and budget cuts earlier this  year. We followed up with Weam in July to check on her progress and her hopes for the future.",https://i.ytimg.com/vi/408dSiRSAbU/default.jpg,120,90,https://i.ytimg.com/vi/408dSiRSAbU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/408dSiRSAbU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/408dSiRSAbU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/408dSiRSAbU/maxresdefault.jpg,1280.0,720.0,Syrian American Medical Society- SAMS,22,none,"Weam, a SAMS Thalassemia patient in Jordan","During our mission to Jordan with SAMS Goodwill Ambassador Amber Heard this April, we met 12-year-old Weam. Weam is a dialysis patient who suffers from a life-threatening condition called thalassemia. She and 12 other children living in Jordan’s al-Zaatari Refugee Camp have not received needed treatments due to high costs and budget cuts earlier this  year. We followed up with Weam in July to check on her progress and her hopes for the future.",PT1M59S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,True,7,0,0,0,,
youtube#video,O_lQ49smIGorYnEf8fvdYaV2Cg8,6OttCPI8K-g,2021-07-05T14:35:28Z,UCmDXlMO5vd5I90mkqYE7TFA,Aquaman and mera under water scene Jason Momoa and Amber Heard whatsapp status,,https://i.ytimg.com/vi/6OttCPI8K-g/default.jpg,120,90,https://i.ytimg.com/vi/6OttCPI8K-g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6OttCPI8K-g/hqdefault.jpg,480,360,,,,,,,Abhishek Gomango,22,none,Aquaman and mera under water scene Jason Momoa and Amber Heard whatsapp status,,PT58S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,727,26,0,0,,
youtube#video,4LmuO8Nk8_VcZDwBhMUWWIRf3TE,9FPWM_8bsMk,2018-12-16T13:48:29Z,UCZf1mBaAwzVfLNJhNXoPLoQ,GoGoKid and VIPKID Taxes | An Interview with a Tax Professional,"It's time for Taxes 101! Your first year doing taxes as a VIPKID teacher can be so stressful. Amber is a tax professional who is also a VIPKID teacher and she has been a resource to SO MANY teachers. I hope this interview with a tax professional can help you with GoGoKid or VIPKID taxes. My FREE taxes guide can be found here: https://www.cookfamilyresources.com/how-to-treat-your-online-esl-business-as-a-business/

Check out Amber's Website to connect with her. She offers complete Federal and State tax returns starting at $70.
https://www.taxintegrity.org/

Learn about estimated payments
https://www.irs.gov/payments

Get your expenses organized
https://storage.googleapis.com/wzukusers/user-34713868/documents/b8440e6eef81480d8c4b851e9dbef0f2/Online%20Teaching%20Deduction%20Worksheet.pdf

Learn more about that Home Office Deduction
https://www.irs.gov/businesses/small-businesses-self-employed/home-office-deduction

🐧I send out a Ninja Tips Newsletter every Friday to help make your life easier. Sign up for these FREE tips to be the first to know about all things Teacher Janice.
https://www.cookfamilyresources.com/get-an-online-teaching-ninja-tip-emailed-every-friday/

🐧If you need help growing your online ESL business, TPT store, YouTube channel, bookings, and more stop by for a coaching call any time:
https://www.cookfamilyresources.com/coaching-sessions/

🐧Would you like a FREE copy of all of my GoGoKid trial class feedback?
https://www.cookfamilyresources.com/the-ultimate-guide-to-gogokid-trial-classes/

🐧Do you need a TESOL for the highest possible pay offer? Get more info here:
https://www.cookfamilyresources.com/tesol-certificate-for-online-teachers-quick-easy-and-cheap/

🐧Applying to GoGoKid? Fill out your information here  https://teacher.gogokid.com/?channelId=344&referralId=EQ8XJCMA
and then email me for FREE COACHING through the GoGoKid hiring process
teacherjanice06066@gmail.com

🐧Applying to VIPKID? Fill out your information here 
https://www.vipkidteachers.com/mkt/landing/personal?referralToken=9d461f2945e96d4bc66e597405a0b735&refereeId=3772869
and then email me for FREE COACHING through the VIPKID hiring process
teacherjanice06066@gmail.com

🐧My favorite online ESL teacher props, rewards, and classroom decor can be found here:
https://www.teacherspayteachers.com/Store/Cookfamilyresources

🐧All of my other favorite classroom items can be found here:
https://www.cookfamilyresources.com/my-favorite-things/

https://youtu.be/9FPWM_8bsMk",https://i.ytimg.com/vi/9FPWM_8bsMk/default.jpg,120,90,https://i.ytimg.com/vi/9FPWM_8bsMk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9FPWM_8bsMk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/9FPWM_8bsMk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/9FPWM_8bsMk/maxresdefault.jpg,1280.0,720.0,Teacher Janice,27,none,GoGoKid and VIPKID Taxes | An Interview with a Tax Professional,"It's time for Taxes 101! Your first year doing taxes as a VIPKID teacher can be so stressful. Amber is a tax professional who is also a VIPKID teacher and she has been a resource to SO MANY teachers. I hope this interview with a tax professional can help you with GoGoKid or VIPKID taxes. My FREE taxes guide can be found here: https://www.cookfamilyresources.com/how-to-treat-your-online-esl-business-as-a-business/

Check out Amber's Website to connect with her. She offers complete Federal and State tax returns starting at $70.
https://www.taxintegrity.org/

Learn about estimated payments
https://www.irs.gov/payments

Get your expenses organized
https://storage.googleapis.com/wzukusers/user-34713868/documents/b8440e6eef81480d8c4b851e9dbef0f2/Online%20Teaching%20Deduction%20Worksheet.pdf

Learn more about that Home Office Deduction
https://www.irs.gov/businesses/small-businesses-self-employed/home-office-deduction

🐧I send out a Ninja Tips Newsletter every Friday to help make your life easier. Sign up for these FREE tips to be the first to know about all things Teacher Janice.
https://www.cookfamilyresources.com/get-an-online-teaching-ninja-tip-emailed-every-friday/

🐧If you need help growing your online ESL business, TPT store, YouTube channel, bookings, and more stop by for a coaching call any time:
https://www.cookfamilyresources.com/coaching-sessions/

🐧Would you like a FREE copy of all of my GoGoKid trial class feedback?
https://www.cookfamilyresources.com/the-ultimate-guide-to-gogokid-trial-classes/

🐧Do you need a TESOL for the highest possible pay offer? Get more info here:
https://www.cookfamilyresources.com/tesol-certificate-for-online-teachers-quick-easy-and-cheap/

🐧Applying to GoGoKid? Fill out your information here  https://teacher.gogokid.com/?channelId=344&referralId=EQ8XJCMA
and then email me for FREE COACHING through the GoGoKid hiring process
teacherjanice06066@gmail.com

🐧Applying to VIPKID? Fill out your information here 
https://www.vipkidteachers.com/mkt/landing/personal?referralToken=9d461f2945e96d4bc66e597405a0b735&refereeId=3772869
and then email me for FREE COACHING through the VIPKID hiring process
teacherjanice06066@gmail.com

🐧My favorite online ESL teacher props, rewards, and classroom decor can be found here:
https://www.teacherspayteachers.com/Store/Cookfamilyresources

🐧All of my other favorite classroom items can be found here:
https://www.cookfamilyresources.com/my-favorite-things/

https://youtu.be/9FPWM_8bsMk",PT32M18S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,6301,186,0,78,"['gogokid taxes', 'vipkid taxes', 'independent contractor', 'online teacher', 'Teacher Janice', 'gogokid teacher', 'VIPKID', 'independent contractor taxes', 'online teaching', 'Taxes', 'brand contributor', 'brand ambassador', 'esl teacher', 'ESL online', 'online ESL', 'vipkid teacher', 'esl', 'work from home', 'vip kid', 'teaching english online', 'magic ears', 'teaching', 'magicears', 'dadaabc', 'sayabc', 'online esl teaching', 'interview', 'online jobs 2020', 'online jobs that pay through paypal', 'teaching english online tips', 'GoGoKid']",en
youtube#video,zid8pWeqw7azJ9FkfbcXkv4L7ok,BRIulJ8PUU0,2013-11-19T02:23:33Z,UCbCEP_dFaOYhYo-YhzYECBQ,Amber Heard informative speech,Lasik speech,https://i.ytimg.com/vi/BRIulJ8PUU0/default.jpg,120,90,https://i.ytimg.com/vi/BRIulJ8PUU0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BRIulJ8PUU0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/BRIulJ8PUU0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/BRIulJ8PUU0/maxresdefault.jpg,1280.0,720.0,Amber Heard,22,none,Amber Heard informative speech,Lasik speech,PT6M42S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,158,1,0,0,,
youtube#video,Z2EFkvL5NlF0DRCikwbYfcbtQ_c,GqxykaQS38c,2020-06-25T02:57:00Z,UCXLIjQiVj-5SaUqHA8hdwPw,Women with Most Beautiful Faces of 2020 | ToPicks Studio,"Women with Most Beautiful Faces of 2020

10. Gal Gadot
9. Priyanka Chopra
8. Amber Heard
7. Selena Gomez
6. Mai Davika Hoorne
5. Gigi Hadid
4. Catriona Gray
3. Alexandra Daddario
2. Han So Hee
1. Thylane Blondeau

These are the ToPicks for the Most Beautiful Women of the year 2020! If you like this video, please give it a thumbs up and don't forget to subscribe!

Disclaimer! 
Images do not belong to the uploader.

#MostBeautiful
#Top10",https://i.ytimg.com/vi/GqxykaQS38c/default.jpg,120,90,https://i.ytimg.com/vi/GqxykaQS38c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GqxykaQS38c/hqdefault.jpg,480,360,,,,,,,ToPicks Studio,22,none,Women with Most Beautiful Faces of 2020 | ToPicks Studio,"Women with Most Beautiful Faces of 2020

10. Gal Gadot
9. Priyanka Chopra
8. Amber Heard
7. Selena Gomez
6. Mai Davika Hoorne
5. Gigi Hadid
4. Catriona Gray
3. Alexandra Daddario
2. Han So Hee
1. Thylane Blondeau

These are the ToPicks for the Most Beautiful Women of the year 2020! If you like this video, please give it a thumbs up and don't forget to subscribe!

Disclaimer! 
Images do not belong to the uploader.

#MostBeautiful
#Top10",PT3M49S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,399,11,0,0,"['ToPicks Studio', 'Women with Most Beautiful Faces of 2020', 'Most Beautiful', 'Most Beautiful Woman', 'Top 10 Most Beautiful Faces', 'Beauty', 'Woman', 'Girls', 'Actress', 'Model', 'Celebrity', 'Pageant', 'Top 10', 'Top 100', 'Beautiful Faces', 'Faces of 2020', 'Beautiful Woman', 'Gal Gadot', 'Amber Heard', 'Mai Davika Hoorne', 'Gigi Hadid', 'Priyanka Chopra', 'Han So Hee', 'Thylane Blondeau', 'Catriona Gray', 'Selena Gomez', 'Alexandra Daddario', 'The 100 Most Beautiful Woman of 2020', 'Top 10 Most Beautiful Woman in the World']",
youtube#video,Kn6gn6B4IGb5yCntb7SpQGWUcXY,H5ZGDXyNP94,2008-04-10T22:06:56Z,UC5xJYoY8nLd5oz4Z9RlGVEQ,FHM Girls - Amber Arbucci,FHM Promo,https://i.ytimg.com/vi/H5ZGDXyNP94/default.jpg,120,90,https://i.ytimg.com/vi/H5ZGDXyNP94/mqdefault.jpg,320,180,https://i.ytimg.com/vi/H5ZGDXyNP94/hqdefault.jpg,480,360,,,,,,,fastfashiondj,22,none,FHM Girls - Amber Arbucci,FHM Promo,PT55S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,6562,4,0,0,"['Amber', 'Arbucci', 'Vinny', 'FHM', 'Models']",
youtube#video,4ZkNwZxSviT8SbmLD1K8bCwUkR8,l9Le8xsp94Q,2018-08-17T18:10:38Z,UCqLJSayFjBjWmF9KWY4lkMQ,"Weam, a SAMS Thalassemia patient in Jordan","During our mission to Jordan with SAMS Goodwill Ambassador Amber Heard this April, we met 12-year-old Weam. Weam is a dialysis patient who suffers from a life-threatening condition called thalassemia. She and 12 other children living in Jordan’s al-Zaatari Refugee Camp have not received needed treatments due to high costs and budget cuts earlier this  year. We followed up with Weam in July to check on her progress and her hopes for the future.

To learn more and support Weam and other youth with Thalassemia in Zaatari Camp, visit Amber Heard's Crowdrise campaign here:  

http://crowdrise.com/amberheard",https://i.ytimg.com/vi/l9Le8xsp94Q/default.jpg,120,90,https://i.ytimg.com/vi/l9Le8xsp94Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/l9Le8xsp94Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/l9Le8xsp94Q/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/l9Le8xsp94Q/maxresdefault.jpg,1280.0,720.0,SAMS USA,29,none,"Weam, a SAMS Thalassemia patient in Jordan","During our mission to Jordan with SAMS Goodwill Ambassador Amber Heard this April, we met 12-year-old Weam. Weam is a dialysis patient who suffers from a life-threatening condition called thalassemia. She and 12 other children living in Jordan’s al-Zaatari Refugee Camp have not received needed treatments due to high costs and budget cuts earlier this  year. We followed up with Weam in July to check on her progress and her hopes for the future.

To learn more and support Weam and other youth with Thalassemia in Zaatari Camp, visit Amber Heard's Crowdrise campaign here:  

http://crowdrise.com/amberheard",PT1M59S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,141,7,0,,"['refugee', 'syria', 'thalassemia', 'amber heard', 'medical reflief', 'syrian american medical society', 'zaatari', 'jordan', 'syrian refugee', 'blood disorder']",
youtube#video,zut7k9kpX5F6hWJG-LWmJr34mmM,lXDzojNP7Jk,2015-12-23T04:27:03Z,UCINulBxhXJ6Y1fPusbneBfg,How to start your It Works Business. Amber Parker Ambassador Diamond,"Here is a brief description on what we do and how simple this business really is. If you're ready to start your journey feel free to call/text/email me or go to www.amberLparker.com 
We have team all over the globe and would love to be your personal mentor no matter where you live. 

Amber Parker 
Ambassador Diamond with It works 
(801)8227933
Amberparkerworks@gmail.com",https://i.ytimg.com/vi/lXDzojNP7Jk/default.jpg,120,90,https://i.ytimg.com/vi/lXDzojNP7Jk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/lXDzojNP7Jk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/lXDzojNP7Jk/sddefault.jpg,640.0,480.0,,,,Amber Parker,23,none,How to start your It Works Business. Amber Parker Ambassador Diamond,"Here is a brief description on what we do and how simple this business really is. If you're ready to start your journey feel free to call/text/email me or go to www.amberLparker.com 
We have team all over the globe and would love to be your personal mentor no matter where you live. 

Amber Parker 
Ambassador Diamond with It works 
(801)8227933
Amberparkerworks@gmail.com",PT9M37S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,3185,46,0,0,,
youtube#video,6OvPjGnNjaGBvfNiUp3SuTITi-s,N2UupR59Zho,2015-06-17T01:03:21Z,UClBdM5tlHgXTowzjJfHv8Dg,"LEGO Jurassic World How to Unlock Stegosaurus, Amber Brick Location","What's up everybody! :) In this video I'll show you how to unlock Stegosaurus in Lego Jurassic World!

LEGO Jurassic World Indominus Rex Free Roam Gameplay & Ability Showcase
http://youtu.be/SHXudf7tbh8
LEGO Jurassic World Indominus Rex Skeleton Free Roam Gameplay & Ability Showcase
http://youtu.be/Je_7_HY3gYk
LEGO Jurassic World Indominus Rex VS Spinosaurus
http://youtu.be/_hlkEtHnIIY
LEGO Jurassic World Brachiosaurus Skeleton Free Roam Gameplay & Ability Showcase
http://youtu.be/2rdBr9pO6fs

Lego Jurassic World Prologue All Minikit's & Amber brick 100% Guide Jurassic Park
https://youtu.be/_mvrRPdh5jU
Lego Jurassic World Welcome to Jurassic Park All Minikit's & Amber brick 100% Guide Jurassic Park
https://youtu.be/TVj0n4tRep4

Lego Jurassic World Defeat The Final Boss, THE END ""Jurassic Park""
https://youtu.be/3hILMo-OiSM
Lego Jurassic World Defeat The Final Boss, THE END ""Jurassic Park The Lost World""
https://youtu.be/Th6C6kgB2PQ
Lego Jurassic World Defeat The Final Boss, THE END ""Jurassic Park III""
http://youtu.be/Cy8PJIJTK6A
Lego Jurassic World Defeat The Final Boss, THE END ""Jurassic World""
http://youtu.be/Llek7-IOC3U
Lego Jurassic World Velociraptor Boss Fight, Clever Girl!
http://youtu.be/5mf127M24tA
Lego Jurassic World First T-Rex Encounter, Don't Move a Muscle Scene ""Jurassic Park""
http://youtu.be/GdVPDxCTki8
Lego Jurassic World Raptors in the Kitchen Scene ""Jurassic Park""
http://youtu.be/kICHFFQDQ7Y
Lego Jurassic World Tyrannosaurus Rex Pursuit Bonus Level
http://youtu.be/w4_J50HWZ9k
Lego Jurassic World Gallimimus Escape Bonus Level
http://youtu.be/AklRSURDd7k",https://i.ytimg.com/vi/N2UupR59Zho/default.jpg,120,90,https://i.ytimg.com/vi/N2UupR59Zho/mqdefault.jpg,320,180,https://i.ytimg.com/vi/N2UupR59Zho/hqdefault.jpg,480,360,https://i.ytimg.com/vi/N2UupR59Zho/sddefault.jpg,640.0,480.0,,,,deathmule,20,none,"LEGO Jurassic World How to Unlock Stegosaurus, Amber Brick Location","What's up everybody! :) In this video I'll show you how to unlock Stegosaurus in Lego Jurassic World!

LEGO Jurassic World Indominus Rex Free Roam Gameplay & Ability Showcase
http://youtu.be/SHXudf7tbh8
LEGO Jurassic World Indominus Rex Skeleton Free Roam Gameplay & Ability Showcase
http://youtu.be/Je_7_HY3gYk
LEGO Jurassic World Indominus Rex VS Spinosaurus
http://youtu.be/_hlkEtHnIIY
LEGO Jurassic World Brachiosaurus Skeleton Free Roam Gameplay & Ability Showcase
http://youtu.be/2rdBr9pO6fs

Lego Jurassic World Prologue All Minikit's & Amber brick 100% Guide Jurassic Park
https://youtu.be/_mvrRPdh5jU
Lego Jurassic World Welcome to Jurassic Park All Minikit's & Amber brick 100% Guide Jurassic Park
https://youtu.be/TVj0n4tRep4

Lego Jurassic World Defeat The Final Boss, THE END ""Jurassic Park""
https://youtu.be/3hILMo-OiSM
Lego Jurassic World Defeat The Final Boss, THE END ""Jurassic Park The Lost World""
https://youtu.be/Th6C6kgB2PQ
Lego Jurassic World Defeat The Final Boss, THE END ""Jurassic Park III""
http://youtu.be/Cy8PJIJTK6A
Lego Jurassic World Defeat The Final Boss, THE END ""Jurassic World""
http://youtu.be/Llek7-IOC3U
Lego Jurassic World Velociraptor Boss Fight, Clever Girl!
http://youtu.be/5mf127M24tA
Lego Jurassic World First T-Rex Encounter, Don't Move a Muscle Scene ""Jurassic Park""
http://youtu.be/GdVPDxCTki8
Lego Jurassic World Raptors in the Kitchen Scene ""Jurassic Park""
http://youtu.be/kICHFFQDQ7Y
Lego Jurassic World Tyrannosaurus Rex Pursuit Bonus Level
http://youtu.be/w4_J50HWZ9k
Lego Jurassic World Gallimimus Escape Bonus Level
http://youtu.be/AklRSURDd7k",PT1M15S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,49762,192,0,0,"['jurassic world', 'jurassic world fallen kingdom', 'jurassic park', 'jurassic world 2', 'indoraptor', 'indoraptor death', 'indoraptor vs blue', 'jurassic world fallen kingdom trailer', 'tyrannosaurus rex', 'velociraptor', 'indoraptor scene', 'indominus rex', 'jurassic world: fallen kingdom', 'indoraptor jurassic world fallen kingdom', 'dinosaur', 'jurassic world 3 news', 'jurassic world 2 trailer', 'science of jurassic park', 'dinosaur movies', 't-rex attack', 'raptors', 'jurassic park games', 'jurassic world 3 theories']",
youtube#video,WUd8El8qEV0A9_3XLrB8wKnRCLo,N6poMM30r1E,2011-05-03T02:46:53Z,UCRNvPrvQ5E7c7ZdNhvQIlAA,Fashiontv Oceania - ftv123.com | Andie McDowell Interview,"Join fashiontv host Amber Renae as she chats with L'Oreal ambassador Andie McDowell, during the 2011 L'Oreal Melbourne Fashion Festival.",https://i.ytimg.com/vi/N6poMM30r1E/default.jpg,120,90,https://i.ytimg.com/vi/N6poMM30r1E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/N6poMM30r1E/hqdefault.jpg,480,360,,,,,,,ftvoceania,22,none,Fashiontv Oceania - ftv123.com | Andie McDowell Interview,"Join fashiontv host Amber Renae as she chats with L'Oreal ambassador Andie McDowell, during the 2011 L'Oreal Melbourne Fashion Festival.",PT2M16S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,341,1,0,0,"['ftv', 'fashiontv oceania', 'fashiontv australia', 'fashion', 'fashiontv', 'Andie McDowell']",
