kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultLanguage
youtube#video,pWLHanQRpHcqW3ttClpueC-W0rc,-EcHwJTlQu8,2015-02-05T11:55:16Z,UChxhH5mSaRpGNchnSTApjew,"Just married! Johnny Depp, 51, and Amber Heard, 28","Johnny Depp and Amber Heard are married, People reports.

The site claims that the pair - who got engaged in December 2012 - tied the knot at their home in Los Angeles on Tuesday.

They are expected to stage a bigger ceremony on the actor's private island Little Hall's Pond Cay in the Bahamas this weekend. 

PageSix has reported that the guest list will be a modest 50 people at the Bahamas ceremony, and that Amber will wear a dress by Stella McCartney.

Another source reported by E! recently revealed that Johnny, 51, who has two children, Lily-Rose, 15, and Jack, 12, with ex-girlfriend Vanessa Paradis, couldn't wait to make Amber, 28, his wife.

The source said: 'He's completely in love and can't wait!'.",https://i.ytimg.com/vi/-EcHwJTlQu8/default.jpg,120,90,https://i.ytimg.com/vi/-EcHwJTlQu8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-EcHwJTlQu8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-EcHwJTlQu8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-EcHwJTlQu8/maxresdefault.jpg,1280.0,720.0,vyganews com,"['Just married', 'Johnny Depp', '51', 'Amber Heard', '28', 'People', 'site', 'claims', 'pair', 'engage', 'December tie knot', 'home', 'Los Angeles', 'expecte', 'stage', 'bigger ceremony', 'actor', 'private island', 'Little Hall', 'Pond Cay', 'Bahamas', 'weekend', 'PageSix', 'report', 'guest list', 'modest', 'Bahamas ceremony', 'Amber', 'dress', 'Stella McCartney', 'children', 'Lily-Rose', '15', 'Jack', '12', 'ex-girlfriend', 'Vanessa Paradis']",24,none,"Just married! Johnny Depp, 51, and Amber Heard, 28","Johnny Depp and Amber Heard are married, People reports.

The site claims that the pair - who got engaged in December 2012 - tied the knot at their home in Los Angeles on Tuesday.

They are expected to stage a bigger ceremony on the actor's private island Little Hall's Pond Cay in the Bahamas this weekend. 

PageSix has reported that the guest list will be a modest 50 people at the Bahamas ceremony, and that Amber will wear a dress by Stella McCartney.

Another source reported by E! recently revealed that Johnny, 51, who has two children, Lily-Rose, 15, and Jack, 12, with ex-girlfriend Vanessa Paradis, couldn't wait to make Amber, 28, his wife.

The source said: 'He's completely in love and can't wait!'.",zxx,PT2M9S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,254,0,0,0,
youtube#video,Y1T1G290zi56RT0BY9asGOe_cNM,-LLjAGYAWyI,2021-09-17T23:45:00Z,UCC4RIwjtWgIIJzXJRxHwuUQ,Amber Heard Thinks She Is The Dad | The HollyVibe,"Amber Heard Thinks She Is The Dad | The HollyVibe
Amber Heard Thinks She Is The Dad | The HollyVibe
Amber Heard Thinks She Is The Dad | The HollyVibe



We tell you interesting things about the Hollywood celebrities that you may have never heard before.

Please subscribe to our channel to stay up to date with interesting facts about Hollywood Celebs.

Cheers!",https://i.ytimg.com/vi/-LLjAGYAWyI/default.jpg,120,90,https://i.ytimg.com/vi/-LLjAGYAWyI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-LLjAGYAWyI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-LLjAGYAWyI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-LLjAGYAWyI/maxresdefault.jpg,1280.0,720.0,The HollyVibe,"['Amber Heard Thinks She Is The Dad | The HollyVibe', 'johnny depp amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp and amber heard']",24,none,Amber Heard Thinks She Is The Dad | The HollyVibe,"Amber Heard Thinks She Is The Dad | The HollyVibe
Amber Heard Thinks She Is The Dad | The HollyVibe
Amber Heard Thinks She Is The Dad | The HollyVibe



We tell you interesting things about the Hollywood celebrities that you may have never heard before.

Please subscribe to our channel to stay up to date with interesting facts about Hollywood Celebs.

Cheers!",en-US,PT8M4S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,5,0,0,0,en-US
youtube#video,laX_KYPGWbenNkNkcCdEDGJwx_8,1CLXpo8aBAc,2021-06-09T16:36:24Z,UCFYAV08AhF39WKagmgfgFRA,Johnny Depp and Amber Heard story is now very SAD/more support Guys,#JohnnyDepp #AmberHeard #SaveJohnnyDepp #subscribe,https://i.ytimg.com/vi/1CLXpo8aBAc/default.jpg,120,90,https://i.ytimg.com/vi/1CLXpo8aBAc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1CLXpo8aBAc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1CLXpo8aBAc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/1CLXpo8aBAc/maxresdefault.jpg,1280.0,720.0,Easy Classic media,['#videoshow'],22,none,Johnny Depp and Amber Heard story is now very SAD/more support Guys,#JohnnyDepp #AmberHeard #SaveJohnnyDepp #subscribe,,PT8M46S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,8,1,0,0,
youtube#video,58EO-jSvcYUY0Dz5bvZbyTNke2g,2Cna0pOwCvY,2021-11-15T10:31:31Z,UCEMCpeC8_LHW-vV-Bo6NqKw,జానీ డెప్ ని సినిమాల్లో నుంచి ఎందుకు తీసేసారు ? || Johnny Amber ల విడాకుల గొడవేంటి ?,"Instagram :  https://www.instagram.com/teluguknowledge7/

***  For Contact us : teluguknowledgeofficial@gmail.com  ****





Telugu Knowledge Channel , Telugu Knowledge , telugu facts,most interesting facts, best facts, interesting and amazing facts, facts you won't believe, unknown facts telugu, interesting facts, telugu interesting facts, facts in telugu, amazing facts in telugu, unknown facts, amazing, amazing facts that you didnt know,facts, interesting facts in telugu, unknown facts in telugu, telugu unknown facts, telugu real facts , top telugu facts",https://i.ytimg.com/vi/2Cna0pOwCvY/default.jpg,120,90,https://i.ytimg.com/vi/2Cna0pOwCvY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2Cna0pOwCvY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2Cna0pOwCvY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2Cna0pOwCvY/maxresdefault.jpg,1280.0,720.0,Telugu Knowledge,"['interesting facts in telugu', 'amazing facts in telugu', 'facts in telugu', 'top 10 interesting facts in telugu', 'telugu facts', 'interesting facts', 'unknown facts in telugu', 'telugu interesting facts', 'unknown facts telugu', 'top 10 facts in telugu', 'facts in telugu interesting', 'facts in telugu new', 'facts', 'amazing facts', 'telugu unknown facts', 'unknown facts', 'facts in telugu latest', 'johnny depp', 'johnny depp movies', 'pirates of the carribean', 'captain jack sparrow', 'jack sparrow']",27,none,జానీ డెప్ ని సినిమాల్లో నుంచి ఎందుకు తీసేసారు ? || Johnny Amber ల విడాకుల గొడవేంటి ?,"Instagram :  https://www.instagram.com/teluguknowledge7/

***  For Contact us : teluguknowledgeofficial@gmail.com  ****





Telugu Knowledge Channel , Telugu Knowledge , telugu facts,most interesting facts, best facts, interesting and amazing facts, facts you won't believe, unknown facts telugu, interesting facts, telugu interesting facts, facts in telugu, amazing facts in telugu, unknown facts, amazing, amazing facts that you didnt know,facts, interesting facts in telugu, unknown facts in telugu, telugu unknown facts, telugu real facts , top telugu facts",te,PT9M1S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,120665,9075,0,386,
youtube#video,NSFgyaPrMI0pEPX04Ebr84ZV2IE,3RbbvoosKrY,2018-08-17T11:59:50Z,UCpYF_3dMxbTukeCG2GsgPbA,"Married at First Sight: Amber Isn't Dave's Celeb Crush (Season 7, Episode 7) | Lifetime","Amber Isn't Dave's Celebrity Crush - After Dave tells Amber who his celebrity crush is, she's left feeling insecure as they look nothing alike. #MarriedAtFirstSight
Subscribe for more from Married at First Sight and other great Lifetime shows:
http://po.st/SubscribeToLifetime

Find out more about the show and watch full episodes on our site:
http://po.st/MAFS_Site

Check out exclusive Lifetime content:
Website - http://po.st/Lifetime_Site
Facebook - http://po.st/LifetimeFacebook
Twitter - http://po.st/LifetimeTwitter

Lifetime® is a premier female-focused entertainment destination dedicated to providing viewers with a diverse selection of critically acclaimed and award-winning original movies, scripted dramas, and unscripted programming. A favorite and trusted network for women, we are continually building on our heritage by attracting top Hollywood talent and producing shows that are modern, sexy, exciting, daring, and provocative. Visit us at myLifetime.com for more info.",https://i.ytimg.com/vi/3RbbvoosKrY/default.jpg,120,90,https://i.ytimg.com/vi/3RbbvoosKrY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3RbbvoosKrY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3RbbvoosKrY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3RbbvoosKrY/maxresdefault.jpg,1280.0,720.0,Lifetime,"['lifetime', 'lifetime shows', 'lifetime tv', 'lifetime channel', 'mylifetime', 'married at first sight', 'married at first sight season 5', 'married at first sight full episodes', 'married at first sight clips', 'marriage', 'matchmakers', 'marriage to stranger', 'arranged marriage', 'married at first sight season 7 episode 7', 'married at first sight s7 ep7', 'married at first 7X7', 'married at first sight new show', 'married at first sight dave new show', 'married at first sight dave', 'married at first season 7']",24,none,"Married at First Sight: Amber Isn't Dave's Celeb Crush (Season 7, Episode 7) | Lifetime","Amber Isn't Dave's Celebrity Crush - After Dave tells Amber who his celebrity crush is, she's left feeling insecure as they look nothing alike. #MarriedAtFirstSight
Subscribe for more from Married at First Sight and other great Lifetime shows:
http://po.st/SubscribeToLifetime

Find out more about the show and watch full episodes on our site:
http://po.st/MAFS_Site

Check out exclusive Lifetime content:
Website - http://po.st/Lifetime_Site
Facebook - http://po.st/LifetimeFacebook
Twitter - http://po.st/LifetimeTwitter

Lifetime® is a premier female-focused entertainment destination dedicated to providing viewers with a diverse selection of critically acclaimed and award-winning original movies, scripted dramas, and unscripted programming. A favorite and trusted network for women, we are continually building on our heritage by attracting top Hollywood talent and producing shows that are modern, sexy, exciting, daring, and provocative. Visit us at myLifetime.com for more info.",en,PT4M19S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,52507,174,0,114,
youtube#video,Ej1Ibvkk0LTMZKrLcG0FSdoSKQk,3xAkV2VWKPw,2015-02-05T05:29:22Z,UC0ELz8wa32z_VX-7F7dUCxA,"Johnny Depp, Amber Heard are married","Johnny Depp and Amber Heard are married, according to reports out Wednesday.

The civil ceremony went down at his West Hollywood home, sources told People, E! News and Us Weekly.


Much like Brad Pitt and Angelina Jolie -- who got married legally in California before having another ceremony overseas -- Depp and Heard will reportedly be walking down the aisle in style this coming weekend on an island he owns in the Bahamas.",https://i.ytimg.com/vi/3xAkV2VWKPw/default.jpg,120,90,https://i.ytimg.com/vi/3xAkV2VWKPw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3xAkV2VWKPw/hqdefault.jpg,480,360,,,,,,,vygahere,"['johnny depp', 'johnny depp and amber heard', 'amber heard', 'johnny depp and amber heard are married', 'depp and amber married', 'johnny depp married', 'amber heard married']",24,none,"Johnny Depp, Amber Heard are married","Johnny Depp and Amber Heard are married, according to reports out Wednesday.

The civil ceremony went down at his West Hollywood home, sources told People, E! News and Us Weekly.


Much like Brad Pitt and Angelina Jolie -- who got married legally in California before having another ceremony overseas -- Depp and Heard will reportedly be walking down the aisle in style this coming weekend on an island he owns in the Bahamas.",,PT2M4S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,16,0,0,0,
youtube#video,t02vkfrSnk0CEcvPOnkQFknaOs4,3_mbucRgAek,2015-04-13T01:09:52Z,UCLV1Jw4IZVGbOR-z9ZgKp-Q,JOHNNY DEPP AND HIS WIFE AMBER HEARD,"I started making this vídeo two months ago but I had a problem with my notebook... Anyway, here it is now!

Johnny and Amber got married in their house in Los Angeles first, in Feb 3rd, but a fewdays after that, on the weekend, they had a cerimony in his private island, in the Bahamas.

I chose this song because I knoe that both of them love country music and I really believe they found themselves in each other, somehow.",https://i.ytimg.com/vi/3_mbucRgAek/default.jpg,120,90,https://i.ytimg.com/vi/3_mbucRgAek/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3_mbucRgAek/hqdefault.jpg,480,360,,,,,,,neideavelar,"['Johnny Depp', 'Amber Heard', 'Marriage', 'Wedding', '2015', 'Celebrities', 'Johnny Depp and Amber Heard', 'Tribute']",24,none,JOHNNY DEPP AND HIS WIFE AMBER HEARD,"I started making this vídeo two months ago but I had a problem with my notebook... Anyway, here it is now!

Johnny and Amber got married in their house in Los Angeles first, in Feb 3rd, but a fewdays after that, on the weekend, they had a cerimony in his private island, in the Bahamas.

I chose this song because I knoe that both of them love country music and I really believe they found themselves in each other, somehow.",,PT4M6S,2d,sd,false,False,rectangular,processed,public,youtube,True,False,False,22855,118,0,18,
youtube#video,QxT9Hj0YEp69YrBPzrbTn2VpxD4,4AZgqzcVU8w,2021-11-20T18:43:20Z,UCvR7eikH2Y3wg5fjCxs2HwA,Johnny Depp & Amber Heard's High Profile Divorce Will Be Subject Of Discovery+ Docuseries.,"#TheCoconutDose #JohnnyDepp #AmberHeard's 
 

Thanks for watching! Please don't forget to subscribe!


★ Click to SUBSCRIBE for more awesome! 
https://www.youtube.com/channel/UCvR7eikH2Y3wg5fjCxs2HwA
★ Thank you for stopping by the channel! If you enjoyed, I try to do videos every day! Check us out at:
https://www.youtube.com/channel/UCvR7eikH2Y3wg5fjCxs2HwA


Thanks and see you next time.",https://i.ytimg.com/vi/4AZgqzcVU8w/default.jpg,120,90,https://i.ytimg.com/vi/4AZgqzcVU8w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4AZgqzcVU8w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4AZgqzcVU8w/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/4AZgqzcVU8w/maxresdefault.jpg,1280.0,720.0,The Coconut Dose,"['the coconut dose', 'The Coconut Dose', 'celebrity news', 'celebrity', 'latest news', 'celebrity (media genre)', 'entertainment news', 'entertainment', 'celebrity couples', 'johnny depp', 'amber heard', 'divorce', 'documentary', ""Johnny Depp & Amber Heard's"", 'johnny depp amber heard', 'amber heard johnny depp', 'johnny depp news', ""amber heard's"", ""amber heard's high profile divorce"", 'hollywood', 'thetalko', 'montana']",22,none,Johnny Depp & Amber Heard's High Profile Divorce Will Be Subject Of Discovery+ Docuseries.,"#TheCoconutDose #JohnnyDepp #AmberHeard's 
 

Thanks for watching! Please don't forget to subscribe!


★ Click to SUBSCRIBE for more awesome! 
https://www.youtube.com/channel/UCvR7eikH2Y3wg5fjCxs2HwA
★ Thank you for stopping by the channel! If you enjoyed, I try to do videos every day! Check us out at:
https://www.youtube.com/channel/UCvR7eikH2Y3wg5fjCxs2HwA


Thanks and see you next time.",,PT1M45S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,15,1,0,0,
youtube#video,ms9RwF2Q4DsXToDbKRbXmRPgZAg,4iXqla8mnvY,2016-04-18T15:18:19Z,UC5ifHCC4GOQEaYmbA3F4vZw,Charges dropped in dog smuggling case against Johnny Depp's wife,"Actress Amber Heard has avoided a conviction for illegally taking her dogs into Australia.
Ms Heard, married to actor Johnny Depp, had pleaded guilty in court to making a false statement on her immigration card about the couple's Yorkshire terriers.
But the Queensland judge gave her a one-month good behaviour bond with no conviction recorded.
Jon Donnison reports.
Read more",https://i.ytimg.com/vi/4iXqla8mnvY/default.jpg,120,90,https://i.ytimg.com/vi/4iXqla8mnvY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4iXqla8mnvY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4iXqla8mnvY/sddefault.jpg,640.0,480.0,,,,LaTesT NeWs,"['Charges dropped', 'smuggling', 'dog', 'johnny', 'wife', 'charges', 'bernie sanders', 'clinton', 'sanders', 'trump', 'obama', 'fuuny', 'hot', 'wifelove', 'cute', 'top stories', 'bbc news', 'cricket', 'biggest sixes', 'great', 'huge']",22,none,Charges dropped in dog smuggling case against Johnny Depp's wife,"Actress Amber Heard has avoided a conviction for illegally taking her dogs into Australia.
Ms Heard, married to actor Johnny Depp, had pleaded guilty in court to making a false statement on her immigration card about the couple's Yorkshire terriers.
But the Queensland judge gave her a one-month good behaviour bond with no conviction recorded.
Jon Donnison reports.
Read more",,PT48S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,26,1,0,0,
youtube#video,9NctJDmZ9Y6BVMi0CfnFYPK_Tqo,523CFabqYa4,2020-02-09T19:25:22Z,UCG_rnkbbZK2xUSvc9dTwr9Q,Why Jonny Depp & Amber Heard's Marriage Failed (Leaked Tapes),"Leave us a VOICE MESSAGE!!
Call or Text
(929) 464-7348
(929) 4-MISFIT

Subscribe to our Back Up Youtube Channel!!!
https://www.youtube.com/channel/UCCLusY5lc_1WBInzzSD5t2g/featured

Follow Crishaun the Don
https://www.facebook.com/Crishaunthedon
https://www.instagram.com/crishaunthedon/
https://twitter.com/crishaunthedon
https://www.youtube.com/channel/UCG7kaG2_vYdIBkaVmZwymQw

Follow J Blaze
https://www.instagram.com/jblaze_8/
https://twitter.com/Jblaze_8
https://soundcloud.com/jblazetheoneandonly

Follow Wunda
https://www.instagram.com/iamwunda/
https://twitter.com/iamWunda",https://i.ytimg.com/vi/523CFabqYa4/default.jpg,120,90,https://i.ytimg.com/vi/523CFabqYa4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/523CFabqYa4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/523CFabqYa4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/523CFabqYa4/maxresdefault.jpg,1280.0,720.0,Misfit Nation,"['jonny depp', 'amber heard', 'fight', 'divorce', 'abuse', 'relationship', 'tapes', 'leaked', 'hollywood', 'pirates of the carribean', 'willy wonka', 'aquaman', 'movies', 'marriage', 'beta', 'men', 'women']",24,none,Why Jonny Depp & Amber Heard's Marriage Failed (Leaked Tapes),"Leave us a VOICE MESSAGE!!
Call or Text
(929) 464-7348
(929) 4-MISFIT

Subscribe to our Back Up Youtube Channel!!!
https://www.youtube.com/channel/UCCLusY5lc_1WBInzzSD5t2g/featured

Follow Crishaun the Don
https://www.facebook.com/Crishaunthedon
https://www.instagram.com/crishaunthedon/
https://twitter.com/crishaunthedon
https://www.youtube.com/channel/UCG7kaG2_vYdIBkaVmZwymQw

Follow J Blaze
https://www.instagram.com/jblaze_8/
https://twitter.com/Jblaze_8
https://soundcloud.com/jblazetheoneandonly

Follow Wunda
https://www.instagram.com/iamwunda/
https://twitter.com/iamWunda",,PT40M53S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,373,8,0,48,
