kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,contentDetails.contentRating.ytRating,snippet.defaultLanguage,contentDetails.regionRestriction.blocked
youtube#video,bwJpB_uvvU7beFX5GrWG4x-4BVI,-C7TYG4XP58,2019-10-07T08:41:55Z,UCbY0BevtrAdyFwQpCtR39OA,Arthur / Mera - Aquarius,"Jason Momoa, Amber Heard
Music: Within Temptation - Aquarius",https://i.ytimg.com/vi/-C7TYG4XP58/default.jpg,120,90,https://i.ytimg.com/vi/-C7TYG4XP58/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-C7TYG4XP58/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-C7TYG4XP58/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-C7TYG4XP58/maxresdefault.jpg,1280.0,720.0,Blackwidova,"['Mera', 'Aquaman', 'Jason Momoa', 'Amber Heard', 'Fanvideo', 'Aquarius', 'Within Temptation']",1,none,Arthur / Mera - Aquarius,"Jason Momoa, Amber Heard
Music: Within Temptation - Aquarius",PT4M43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,True,252,6,0,0,,,,
youtube#video,1SkhUyk0zpmp4gPNTQqMie5bzPE,-mFkyWn8OqY,2018-12-14T16:01:29Z,UCBp0MdzbxA70fCHlpLCbT6g,"¡Nos visitó la protagonista de la película ""Aquaman""! | Un Nuevo Día | Telemundo","Video oficial de Telemundo Un Nuevo Día. Amber Heard, la protagonista de ""Aquaman"", visitó la casita para contarnos cómo fue la filmación de la nueva película y la experiencia de grabar bajo agua.

YouTube: http://www.youtube.com/unnuevodia
Official page: http://www.Telemundo.com/UnNuevoDia
Facebook https://www.Facebook.com/UnNuevoDia
Twitter https://twitter.com/#!/UnNuevoDia

SUBSCRIBETE: http://bit.ly/1ykCaDr

Un Nuevo Día:
Es un programa de entretenimiento que ofrece las últimas noticias y titulares de la farándula, lo que está pasando en la vida de los famosos dentro y fuera de la pantalla. Además de los secretos más íntimos de los artistas, sus camerinos y sus hogares.

SUBSCRIBETE: http://bit.ly/1ykCaDr

Telemundo
Es una división de Empresas y Contenido Hispano de NBCUniversal, liderando la industria en la producción y distribución de contenido en español de alta calidad a través de múltiples plataformas para los hispanos en los EEUU y a audiencias alrededor del mundo. Ofrece producciones originales, películas de cine, noticias y eventos deportivos de primera categoría y es el proveedor de contenido en español número dos mundialmente sindicando contenido a más de 100 países en más de 35 idiomas.

FOLLOW US TWITTER: http://bit.ly/1aKzTGA
LIKE US ON FACEBOOK: http://bit.ly/1Bpw7JV


¡Nos visitó la protagonista de la película ""Aquaman""! | Un Nuevo Día | Telemundo",https://i.ytimg.com/vi/-mFkyWn8OqY/default.jpg,120,90,https://i.ytimg.com/vi/-mFkyWn8OqY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-mFkyWn8OqY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-mFkyWn8OqY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-mFkyWn8OqY/maxresdefault.jpg,1280.0,720.0,hoy Día,"['Telemundo', 'msn', 'Un Nuevo Día', 'entertain', 'La Mera Mera: ¡nos visitó Am', 'la protagonista de la nueva pe', '¡Nos visitó la protagonista de', 'Amber Heard', 'Aquaman', 'La', 'la protagonista de la nueva película', 'jason momoa', 'aquaman trailer', 'justice league', 'dc comics', 'patrick wilson', 'aquaman movie', 'aquaman trailer 2018', 'aquaman 2018', 'james wan', 'nicole kidman', 'arthur curry', 'dolph lundgren', 'dc universe', 'zack snyder', 'willem dafoe', 'black manta', 'wb pictures']",24,none,"¡Nos visitó la protagonista de la película ""Aquaman""! | Un Nuevo Día | Telemundo","Video oficial de Telemundo Un Nuevo Día. Amber Heard, la protagonista de ""Aquaman"", visitó la casita para contarnos cómo fue la filmación de la nueva película y la experiencia de grabar bajo agua.

YouTube: http://www.youtube.com/unnuevodia
Official page: http://www.Telemundo.com/UnNuevoDia
Facebook https://www.Facebook.com/UnNuevoDia
Twitter https://twitter.com/#!/UnNuevoDia

SUBSCRIBETE: http://bit.ly/1ykCaDr

Un Nuevo Día:
Es un programa de entretenimiento que ofrece las últimas noticias y titulares de la farándula, lo que está pasando en la vida de los famosos dentro y fuera de la pantalla. Además de los secretos más íntimos de los artistas, sus camerinos y sus hogares.

SUBSCRIBETE: http://bit.ly/1ykCaDr

Telemundo
Es una división de Empresas y Contenido Hispano de NBCUniversal, liderando la industria en la producción y distribución de contenido en español de alta calidad a través de múltiples plataformas para los hispanos en los EEUU y a audiencias alrededor del mundo. Ofrece producciones originales, películas de cine, noticias y eventos deportivos de primera categoría y es el proveedor de contenido en español número dos mundialmente sindicando contenido a más de 100 países en más de 35 idiomas.

FOLLOW US TWITTER: http://bit.ly/1aKzTGA
LIKE US ON FACEBOOK: http://bit.ly/1Bpw7JV


¡Nos visitó la protagonista de la película ""Aquaman""! | Un Nuevo Día | Telemundo",PT4M51S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,12685,344,0,41,es,,,
youtube#video,djKZhuoOXcj6VS4TGal5x2E6RAw,0Z2ZL1YgcSI,2021-07-30T09:54:00Z,UCcophkNA2zm5_TauZyQK2vw,Mera Aquaman Fight scene amberheard mera_aquaman #shorts amberheard hollywood #movie #evaluation #yt,,https://i.ytimg.com/vi/0Z2ZL1YgcSI/default.jpg,120,90,https://i.ytimg.com/vi/0Z2ZL1YgcSI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0Z2ZL1YgcSI/hqdefault.jpg,480,360,,,,,,,Beast TV,"['aquaman', 'aquaman and mera', 'Hollywood', 'Hollywood movie', 'Hollywood news', 'Hollywood movies', 'short videos', 'new video', 'Mera Aquaman']",24,none,Mera Aquaman Fight scene amberheard mera_aquaman #shorts amberheard hollywood #movie #evaluation #yt,,PT26S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,38,5,0,0,,,,
youtube#video,KLClfbWduBGsBWgTFCNMt35UrMY,30gEbefLhSI,2020-02-02T19:57:05Z,UCH3uW-r6GyL7gn_DhVXQcTQ,ماجرای جنجالی جانی دپ وامبرهرد!,"#ParsiClips 
#جانی_دپ
#johnnydepp
#amber
#AmberHeard

همراهان و دوستان عزیز و گرامی ممنون از حمایت شما:
 ابتدا ویدیو رو لایک کنید و کانال رو سابسکرایب کنید و فراموش نکنید علامت زنگوله رو فشار بدین  تا از ویدیو های جدید ما جا نمونید.

سلام  خدمت دوستان و همراهان عزیز،
!ماجرای دعوای جانی دپ و امبر هرد

لطفا کلیپ درخواستی خودتون رو برای ما به صورت کامنت بنویسید تا ما کلیپ رو بر طبق  آخرین اطلاعات روز برای شما بسازیم!. 


Subscribe please us: https://goo.gl/cjsHDX

ParsiClips Social Media Links:

Telegram:     https://t.me/parsiclips
Instagram :  https://www.instagram.com/parsiclips1/
Facebook:    https://www.facebook.com/ParsiClips/


لطفا نظرات و پیشنهادات خود را به ادرس اصلی کمپانی ارسال نمایید: rangvarangtv@gmail.com

 لطفا چنل ما روحمایت کنید. ممنونیم     https://goo.gl/cjsHDX",https://i.ytimg.com/vi/30gEbefLhSI/default.jpg,120,90,https://i.ytimg.com/vi/30gEbefLhSI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/30gEbefLhSI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/30gEbefLhSI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/30gEbefLhSI/maxresdefault.jpg,1280.0,720.0,Whats Fact,"['entertainment', 'ایران', 'دانستنیها', 'علوم', 'جانی دپ', 'johnny depp', 'Amber Heard', 'ماجرای جانی دپ وامبر هرد', 'ماجرای جنجالی', 'جنجالی']",22,none,ماجرای جنجالی جانی دپ وامبرهرد!,"#ParsiClips 
#جانی_دپ
#johnnydepp
#amber
#AmberHeard

همراهان و دوستان عزیز و گرامی ممنون از حمایت شما:
 ابتدا ویدیو رو لایک کنید و کانال رو سابسکرایب کنید و فراموش نکنید علامت زنگوله رو فشار بدین  تا از ویدیو های جدید ما جا نمونید.

سلام  خدمت دوستان و همراهان عزیز،
!ماجرای دعوای جانی دپ و امبر هرد

لطفا کلیپ درخواستی خودتون رو برای ما به صورت کامنت بنویسید تا ما کلیپ رو بر طبق  آخرین اطلاعات روز برای شما بسازیم!. 


Subscribe please us: https://goo.gl/cjsHDX

ParsiClips Social Media Links:

Telegram:     https://t.me/parsiclips
Instagram :  https://www.instagram.com/parsiclips1/
Facebook:    https://www.facebook.com/ParsiClips/


لطفا نظرات و پیشنهادات خود را به ادرس اصلی کمپانی ارسال نمایید: rangvarangtv@gmail.com

 لطفا چنل ما روحمایت کنید. ممنونیم     https://goo.gl/cjsHDX",PT1M29S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2424,16,0,9,fa-IR,,,
youtube#video,Lkj9VmhDjBb_lAFFk1Fcwhfvj00,3PF1EGI7TlY,2018-12-21T19:43:32Z,UCMwZza835OrTuaNIDilpW0w,Amber Heard  Mera,Thanks for watching,https://i.ytimg.com/vi/3PF1EGI7TlY/default.jpg,120,90,https://i.ytimg.com/vi/3PF1EGI7TlY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3PF1EGI7TlY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3PF1EGI7TlY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3PF1EGI7TlY/maxresdefault.jpg,1280.0,720.0,Sexy Videos,"['Avengers', 'Spider-Man', 'Glenn Close', 'Marvel', '2019', 'Rey', 'Leia', 'India', 'Juventus']",22,none,Amber Heard  Mera,Thanks for watching,PT1M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1689,9,0,6,,,,
youtube#video,CLJkTVsUyj1_VK7Kg5kgfJWx8ik,5Lwl6wj5B8E,2018-12-28T22:08:08Z,UCSh53GAPLaKAn2kELs4rslw,3 Days To Kill [AMV],"PLEASE LIKE AND SUBSCRIBE MY YOUTUBE CHANNEL

AND FOLLOW MY INSTAGRAM ACCOUNT @amberheardamv",https://i.ytimg.com/vi/5Lwl6wj5B8E/default.jpg,120,90,https://i.ytimg.com/vi/5Lwl6wj5B8E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5Lwl6wj5B8E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5Lwl6wj5B8E/sddefault.jpg,640.0,480.0,,,,Amber Heard,,22,none,3 Days To Kill [AMV],"PLEASE LIKE AND SUBSCRIBE MY YOUTUBE CHANNEL

AND FOLLOW MY INSTAGRAM ACCOUNT @amberheardamv",PT11S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,165,3,0,0,,,,
youtube#video,Ukodfa_7lxI25GZbigmozaLbe0Y,5qj6z5xEh7Q,2020-11-11T18:11:53Z,UCtqxh3Winwacdoi1_pYJe7g,من كواليس فلم Aquaman 2018 من بطولة جايسون ماموا و آمبر هيرد ||,"From the scenes of the movie Aquaman 2018, starring Jason Momoa and Amber Heard ||




#Batman
#Suprrman
#Aquaman
#Justiceleague
#Jason_Momoa
#Amber_Heard
#Aquaman2018
#Aquaman_2018",https://i.ytimg.com/vi/5qj6z5xEh7Q/default.jpg,120,90,https://i.ytimg.com/vi/5qj6z5xEh7Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5qj6z5xEh7Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5qj6z5xEh7Q/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/5qj6z5xEh7Q/maxresdefault.jpg,1280.0,720.0,Movies follower,,22,none,من كواليس فلم Aquaman 2018 من بطولة جايسون ماموا و آمبر هيرد ||,"From the scenes of the movie Aquaman 2018, starring Jason Momoa and Amber Heard ||




#Batman
#Suprrman
#Aquaman
#Justiceleague
#Jason_Momoa
#Amber_Heard
#Aquaman2018
#Aquaman_2018",PT2M59S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,98,15,0,1,,,,
youtube#video,EMV1ku_z2EvJcHGmc9XRyTN-WvU,63epP11LBrU,2020-02-03T06:54:28Z,UCec3tlLX1-FW5v9YbO7-NnA,The REAL V.99: When Sexual Politic Goes Bad ON The Eugene S. Robinson Show Stomper!,"Amber Heard, Johnny Depp, Conor McNuggets and the evil that people do...ALL....right here!!!

Pay here IF you wish: www.patreon.com/thestomp
---------------------------------------------------------------
Give the show a “like” and share and catch the video right here on YouTube.

Watch the show, like and share on facebook at: https://www.facebook.com/stompville/

Listen in premium sound on The Show Stomper SoundCloud Channel: https://soundcloud.com/user-914736745

or on iTunes & Apple TV: https://itunes.apple.com/us/podcast/eugene-s-robinson-show-stomper/id1340723629?mt=2

or on his iHeartRadio: https://www.iheart.com/podcast/269-eugene-s-robinson-show-sto-30674882/

or on OverCast: https://overcast.fm/itunes1340723629/eugene-s-robinson-show-stomper

or on PlayerFM: https://player.fm/series/eugene-s-robinson-show-stomper

or on TuneIn: https://tunein.com/podcasts/Sports--Recreation-Podcasts/Eugene-S-Robinson-Show-Stomper-p1190934/

or on Stitcher: https://www.stitcher.com/podcast/the-eugene-s-robinson-show-stomper?refid=stpr

or on blubrry: https://www.blubrry.com/eugene_s_robinson_show_stomper/

____________________________________________________
Show Graphics via: June M. Williams - https://www.sbnation.com/users/June%20M.%20Williams?return_to=https://www.bloodyelbow.com/

#ConorMcGregor #SexualAssaultinSports #MMAPodcast #ShowStomper",https://i.ytimg.com/vi/63epP11LBrU/default.jpg,120,90,https://i.ytimg.com/vi/63epP11LBrU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/63epP11LBrU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/63epP11LBrU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/63epP11LBrU/maxresdefault.jpg,1280.0,720.0,TheEugeneS RobinsonShow,"['The Eugene S Robinson Show Stomper', 'Eugene S Robinson', 'The Show Stomper', 'The Stomper', 'Stomperville', 'Lost Battalion', 'Knuckle Up', 'Conor McGregor', 'Amber Heard', 'Johnny Depp', 'MMA', 'Mixed Martial Arts', 'UFC', 'Ultimate Fighting Championship', 'Combat Sports', 'Sports', 'Cage Fighting', 'Brazilian Jiu Jitsu', 'Muay Thai', 'Kickboxing', 'Boxing', 'Wrestling', 'Sexual Assault in Sports', 'Sexual Assault MMA', 'Conor McGregor Sexual Assault', 'Sexual Assault']",17,none,The REAL V.99: When Sexual Politic Goes Bad ON The Eugene S. Robinson Show Stomper!,"Amber Heard, Johnny Depp, Conor McNuggets and the evil that people do...ALL....right here!!!

Pay here IF you wish: www.patreon.com/thestomp
---------------------------------------------------------------
Give the show a “like” and share and catch the video right here on YouTube.

Watch the show, like and share on facebook at: https://www.facebook.com/stompville/

Listen in premium sound on The Show Stomper SoundCloud Channel: https://soundcloud.com/user-914736745

or on iTunes & Apple TV: https://itunes.apple.com/us/podcast/eugene-s-robinson-show-stomper/id1340723629?mt=2

or on his iHeartRadio: https://www.iheart.com/podcast/269-eugene-s-robinson-show-sto-30674882/

or on OverCast: https://overcast.fm/itunes1340723629/eugene-s-robinson-show-stomper

or on PlayerFM: https://player.fm/series/eugene-s-robinson-show-stomper

or on TuneIn: https://tunein.com/podcasts/Sports--Recreation-Podcasts/Eugene-S-Robinson-Show-Stomper-p1190934/

or on Stitcher: https://www.stitcher.com/podcast/the-eugene-s-robinson-show-stomper?refid=stpr

or on blubrry: https://www.blubrry.com/eugene_s_robinson_show_stomper/

____________________________________________________
Show Graphics via: June M. Williams - https://www.sbnation.com/users/June%20M.%20Williams?return_to=https://www.bloodyelbow.com/

#ConorMcGregor #SexualAssaultinSports #MMAPodcast #ShowStomper",PT1H33S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,535,53,0,7,en-US,,,
youtube#video,kFKZOlqF4diC1JAT5Frr23NnMDQ,6kSMDF5hwYI,2016-04-24T01:26:13Z,UCKA5o4rem1Kj-y6M-OASyGg,How Much Taller? - Amber Heard vs Mila Kunis!,"We compare Amber Heard and Mila Kunis in height, visually and with data, and reveal just how much the difference is between the two actresses!",https://i.ytimg.com/vi/6kSMDF5hwYI/default.jpg,120,90,https://i.ytimg.com/vi/6kSMDF5hwYI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6kSMDF5hwYI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6kSMDF5hwYI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/6kSMDF5hwYI/maxresdefault.jpg,1280.0,720.0,HMT Height Comparisons,"['Height', 'Celebrity', 'Comparison', 'Tall', 'Size', 'Small', 'Difference', 'Feet', 'Inches', 'Metric', 'cm', 'ft', 'body', 'length', 'facts', 'info', 'measurements', 'Amber Heard', 'Mila Kunis']",24,none,How Much Taller? - Amber Heard vs Mila Kunis!,"We compare Amber Heard and Mila Kunis in height, visually and with data, and reveal just how much the difference is between the two actresses!",PT42S,2d,sd,false,False,rectangular,processed,public,youtube,True,False,False,34,1,0,0,,,,
youtube#video,twnd0fqQM0-yyzaojBQQH1ml3_0,6mDNQjTcieY,2019-01-04T14:32:12Z,UCLrCQ3u_mZZY8W2LKJqYxaA,Amber heard shot.,,https://i.ytimg.com/vi/6mDNQjTcieY/default.jpg,120,90,https://i.ytimg.com/vi/6mDNQjTcieY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6mDNQjTcieY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6mDNQjTcieY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/6mDNQjTcieY/maxresdefault.jpg,1280.0,720.0,Nami 2.0,,22,none,Amber heard shot.,,PT2M34S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,17830,128,0,16,,ytAgeRestricted,,
