kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,contentDetails.contentRating.ytRating,contentDetails.regionRestriction.blocked
youtube#video,AiCKAJEf2sDJALP5OdRanQu3iA4,-s7yF8qrpbQ,2019-05-08T07:41:41Z,UC4gb8x7QSAfjV5A9HI7KM0g,Update: Police issue Amber Alert for 5-year-old allegedly abducted by 3 men,"Update: Police issue Amber Alert for 5-year-old allegedly abducted by 3 men




Police have delivered an Amber Alert after a 5-year-old girl was reportedly  by three men in Texas, bestowing to reports.
ABC News say the vigilant for Maleah Davis of Houston was issued on May 5. The girl was last seen wearing a blue zip-up jacket, blue jeans, running shoe, and a pink curtsy in her hair.
Maleah’s stepfather, 26-year-old Darion Vence, says that three men beaten him before taking the girl and leaving he and his 2-year-old son behind.
Reports claim that Maleah was last seen at around 9 p.m. on Saturday night, at the same time as the three unidentified males are thought to be driving a 2010 blue Chevrolet truck. The license number for the vehicle has not been revealed, but the accused were spotted last on the Southwest Freeway near State Highway 6 in Sugar Land, around 20 miles south of Houston.



Houston Police
Twitted..
Better quality, color photo taken by traffic camera of the stolen Nissan Altima with tags 330-92G9.
Stepfather Darion Venceutters that the three men worn  him up during a car theft and briefly held him and his son detainee. As per reports, he later told police that he and the toddler were neglected on the side of the road, but Maleah was taken.
Sgt. Mark Holbrook of the Houston Police Department set that Vence said he was in and out of mindfulness during the incident. At one point he woke up to find the suspects driving him and the two children around in a blue pickup 

Houston Police
Twitted.

1/2: Photos showed at the media briefing: first is target's stolen car, a silver 2011 Nissan Altima with TX paper tags 3092G9, seen on a traffic camera near Hwy 59 & State Hwy 6 in Sugar Land about 3 pm Saturday (May 4). Second is photo similarity of suspects' blue truck.
We’d love the public to help us so we can write out the blanks in this story. I understand there are a lot of blanks in that story, but we’re hoping the public can fill in the blanks,” Holbrook told reporters on Sunday late afternoon.
Vence told police that he and the kids were on their way to pick up his mate on Friday night at George Bush International Airport. He noticed something wrong with the car and drew over.
“He hears a cracking noise like he has a flat tire, pulls over to check on it,” Holbrook said.
“Agreeing to Darion, what occurs next is a blue pickup truck pulls up behind him, two Hispanic men get out. One of them makes a statement, saying that Maleah looks very nice, looks very sweet. The other male knockouts Darion in the head. Darion loses cognizance.”

Houston Police
Twitted.

Anyone with statistics on Maleah's locations is advised to contact HPD Homicide at 713-308-3600 or @CrimeStopHOU at 713-222-TIPS. Media partners: all updates on this case will be disseminated here
Anyone with any info is urged to communicate HPD Homicide at 713-308-3600 or @CrimeStopHOU at 713-222-TIPS. We’re praying for Maleah’s safe coming back!

Please share this story so we can get the word out there!


Subscribe Our YouTube Channel Newzmagazine.com For More",https://i.ytimg.com/vi/-s7yF8qrpbQ/default.jpg,120,90,https://i.ytimg.com/vi/-s7yF8qrpbQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-s7yF8qrpbQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-s7yF8qrpbQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-s7yF8qrpbQ/maxresdefault.jpg,1280.0,720.0,Newzmagazine.com,"['newzmagazine.com', 'real life stories', 'trending stories', 'lifestyle', 'news videos', 'heart touching stories', 'heart wrenching stories', 'viral story', 'heart warming story', 'story of kindness', 'helping story', 'heroic story', 'Update', 'Police', 'issue', 'Amber', '5-year-old', 'abducted', 'Amber Alert', '5-year-old girl', 'Maleah Davis', 'Maleah', 'Maleah’s stepfather', 'Darion Vence', 'truck', 'Houston Police', 'Stepfather Darion Venceutters', 'Maleah’s safe coming back', 'Houston Police Twitted']",22,none,en,Update: Police issue Amber Alert for 5-year-old allegedly abducted by 3 men,"Update: Police issue Amber Alert for 5-year-old allegedly abducted by 3 men




Police have delivered an Amber Alert after a 5-year-old girl was reportedly  by three men in Texas, bestowing to reports.
ABC News say the vigilant for Maleah Davis of Houston was issued on May 5. The girl was last seen wearing a blue zip-up jacket, blue jeans, running shoe, and a pink curtsy in her hair.
Maleah’s stepfather, 26-year-old Darion Vence, says that three men beaten him before taking the girl and leaving he and his 2-year-old son behind.
Reports claim that Maleah was last seen at around 9 p.m. on Saturday night, at the same time as the three unidentified males are thought to be driving a 2010 blue Chevrolet truck. The license number for the vehicle has not been revealed, but the accused were spotted last on the Southwest Freeway near State Highway 6 in Sugar Land, around 20 miles south of Houston.



Houston Police
Twitted..
Better quality, color photo taken by traffic camera of the stolen Nissan Altima with tags 330-92G9.
Stepfather Darion Venceutters that the three men worn  him up during a car theft and briefly held him and his son detainee. As per reports, he later told police that he and the toddler were neglected on the side of the road, but Maleah was taken.
Sgt. Mark Holbrook of the Houston Police Department set that Vence said he was in and out of mindfulness during the incident. At one point he woke up to find the suspects driving him and the two children around in a blue pickup 

Houston Police
Twitted.

1/2: Photos showed at the media briefing: first is target's stolen car, a silver 2011 Nissan Altima with TX paper tags 3092G9, seen on a traffic camera near Hwy 59 & State Hwy 6 in Sugar Land about 3 pm Saturday (May 4). Second is photo similarity of suspects' blue truck.
We’d love the public to help us so we can write out the blanks in this story. I understand there are a lot of blanks in that story, but we’re hoping the public can fill in the blanks,” Holbrook told reporters on Sunday late afternoon.
Vence told police that he and the kids were on their way to pick up his mate on Friday night at George Bush International Airport. He noticed something wrong with the car and drew over.
“He hears a cracking noise like he has a flat tire, pulls over to check on it,” Holbrook said.
“Agreeing to Darion, what occurs next is a blue pickup truck pulls up behind him, two Hispanic men get out. One of them makes a statement, saying that Maleah looks very nice, looks very sweet. The other male knockouts Darion in the head. Darion loses cognizance.”

Houston Police
Twitted.

Anyone with statistics on Maleah's locations is advised to contact HPD Homicide at 713-308-3600 or @CrimeStopHOU at 713-222-TIPS. Media partners: all updates on this case will be disseminated here
Anyone with any info is urged to communicate HPD Homicide at 713-308-3600 or @CrimeStopHOU at 713-222-TIPS. We’re praying for Maleah’s safe coming back!

Please share this story so we can get the word out there!


Subscribe Our YouTube Channel Newzmagazine.com For More",en,PT3M46S,2d,hd,true,False,rectangular,processed,public,youtube,True,True,False,1909,59,0,11,,
youtube#video,ZD58LBV0YwDMW8W5MIWsc8QDNCQ,0OZ_ZtIszcY,2020-05-02T19:57:46Z,UCArtJzkXzx8kmOxGIRRwCVQ,An amber alert or a child abduction emergency alert is a message distributed by a child abduction al,An amber alert or a child abduction emergency alert is a message distributed by a child abduction alert system to ask the public for help in finding abducted children. It originated in the United States in 1996.,https://i.ytimg.com/vi/0OZ_ZtIszcY/default.jpg,120,90,https://i.ytimg.com/vi/0OZ_ZtIszcY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0OZ_ZtIszcY/hqdefault.jpg,480,360,,,,,,,NikolasWasHere,,22,none,,An amber alert or a child abduction emergency alert is a message distributed by a child abduction al,An amber alert or a child abduction emergency alert is a message distributed by a child abduction alert system to ask the public for help in finding abducted children. It originated in the United States in 1996.,,PT8M51S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,86,5,0,7,,
youtube#video,c-jo-7hNtaASrVCYmE_DOZESR_Y,0tefaP7Gj2A,2013-10-20T23:49:56Z,UC-NW-rrURx2QEyRVL3Exw6w,▶ Amber Heard hot kissing scene lip seen video   YouTube,,https://i.ytimg.com/vi/0tefaP7Gj2A/default.jpg,120,90,https://i.ytimg.com/vi/0tefaP7Gj2A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0tefaP7Gj2A/hqdefault.jpg,480,360,,,,,,,salman khan,,22,none,,▶ Amber Heard hot kissing scene lip seen video   YouTube,,,PT2M28S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,30881,39,0,3,ytAgeRestricted,
youtube#video,sHAgISaFq0Px1agvsefmknTJ3TI,7k1ONElEsJU,2020-01-11T05:45:07Z,UCiW_IvpANnMUHfPVrgnkStQ,Amber Heard feet,The Joneses,https://i.ytimg.com/vi/7k1ONElEsJU/default.jpg,120,90,https://i.ytimg.com/vi/7k1ONElEsJU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7k1ONElEsJU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7k1ONElEsJU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/7k1ONElEsJU/maxresdefault.jpg,1280.0,720.0,Ramzes M,"['sweet', 'wikifeet', 'celebs', 'shoes', 'pedicure', 'footfoot', 'soles', 'Celebrity', 'barefoot', 'fetish', 'feet', 'Amber Heard', 'The Joneses', 'toes', 'painting']",24,none,,Amber Heard feet,The Joneses,,PT21S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1440,10,0,0,ytAgeRestricted,
youtube#video,y5HPOiKA_r7F6tL1sTAP6Z3wZzM,8OpaEQAX8jw,2021-05-22T03:17:24Z,UCImmd6AO8L9zUniu_oc9QJA,"AMBER Alert issued for abducted child from Wayne Co., Illinois","AMBER Alert issued for abducted child from Wayne Co., IllinoisWAYNE CO., Ill. (WTWO/WAWV) — The Wayne County Sheriff’s Office has confirmed a child abduction that occurred at 313 Washington St, Keenes, Illinois.

Alli J Matthews is a female white 9 year old, 4 feet tall, 90 pounds, with brown hair and blue eyes. She is wearing a blue nightgown and pink shoes. Alli was last seen by her father at approximately 6:45 p.m. Friday at their residence was taken from the residence by Teresa A Hill. Ms Hill is 59 yeard old, 5 feet 2 inches tall and weighs 190 pounds, and has blond hair and blue eyes. Teresa Hill is driving a teal 2012 Ford Focus with Indiana license 2 9 0 R V IAnyone with information should call 9 1 1. This concludes this AMBER Alert issued by the Illinois State Police",https://i.ytimg.com/vi/8OpaEQAX8jw/default.jpg,120,90,https://i.ytimg.com/vi/8OpaEQAX8jw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8OpaEQAX8jw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8OpaEQAX8jw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/8OpaEQAX8jw/maxresdefault.jpg,1280.0,720.0,اخترنا لك,"['Amber Alert', 'AMBER Alert Illinois', 'AMBER Alert issued for abducted child from Wayne Co.', 'Amber Alert today', 'Amber Alert near me', 'Fairfield Illinois', 'Keenes il', 'Amber Alert Illinois today', 'How far fairfield from me', 'Teresa hill', 'Child abduction', 'Child abduction Illinois']",24,none,en-US,"AMBER Alert issued for abducted child from Wayne Co., Illinois","AMBER Alert issued for abducted child from Wayne Co., IllinoisWAYNE CO., Ill. (WTWO/WAWV) — The Wayne County Sheriff’s Office has confirmed a child abduction that occurred at 313 Washington St, Keenes, Illinois.

Alli J Matthews is a female white 9 year old, 4 feet tall, 90 pounds, with brown hair and blue eyes. She is wearing a blue nightgown and pink shoes. Alli was last seen by her father at approximately 6:45 p.m. Friday at their residence was taken from the residence by Teresa A Hill. Ms Hill is 59 yeard old, 5 feet 2 inches tall and weighs 190 pounds, and has blond hair and blue eyes. Teresa Hill is driving a teal 2012 Ford Focus with Indiana license 2 9 0 R V IAnyone with information should call 9 1 1. This concludes this AMBER Alert issued by the Illinois State Police",en-US,PT1M3S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,38,0,0,2,,
youtube#video,2GyC3K6q8tZ1RoVOlQdr-nFKpa0,EL8vX-_YyeA,2019-09-02T16:13:50Z,UCKQECjul8nw1KW_JzfBTP1A,Amber Alert issued for 15-year-old girl abducted from Pearland,An Amber Alert was issued for a 15-year-old girl who police say was abducted in Pearland.,https://i.ytimg.com/vi/EL8vX-_YyeA/default.jpg,120,90,https://i.ytimg.com/vi/EL8vX-_YyeA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EL8vX-_YyeA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EL8vX-_YyeA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/EL8vX-_YyeA/maxresdefault.jpg,1280.0,720.0,KPRC 2 Click2Houston,,25,none,,Amber Alert issued for 15-year-old girl abducted from Pearland,An Amber Alert was issued for a 15-year-old girl who police say was abducted in Pearland.,en-US,PT1M57S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,924,27,0,2,,
youtube#video,Qpq_gbBH1ZqvXYorQ3P8JFA3F7Q,EzPFZo2dOTI,2014-08-22T14:28:32Z,UCV1i7NDiR82uf5P0NwVOD4g,Hot Kiss - Scene-  Amber Heard  Never back down - original video DVD,,https://i.ytimg.com/vi/EzPFZo2dOTI/default.jpg,120,90,https://i.ytimg.com/vi/EzPFZo2dOTI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EzPFZo2dOTI/hqdefault.jpg,480,360,,,,,,,francesco pappalettera,,22,none,,Hot Kiss - Scene-  Amber Heard  Never back down - original video DVD,,,PT2M22S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,222474,336,0,5,,"['AT', 'DE']"
youtube#video,OWKS59zcuQbY4JvhpUlkzMKRETs,jBKYpxJhIck,2021-11-13T17:01:25Z,UCuYbaPUa25o45y3QHFG2vCg,Weather Radio EAS #170 (Child Abduction Emergency),"Amber Alert issued for 17 year old Faith Threet last night. 

A missing 17-year-old from Robertson County was found Saturday morning. Faith Treet, 17, went missing Thursday and was last seen with 44-year-old Kevin Dennis Pitt. The Robertson County Sheriff’s Office said investigators are working with the District Attorney’s Office regarding upcoming charges against Pitt.

Just a day after an Endangered Child Alert was released, the Tennessee Bureau of Investigation has put out an AMBER Alert for a 17-year-old from Robertson County.


Officials say Faith Threet may be with 44-year-old Kevin Dennis Pitt in the area of Adairville, KY. Pitt is wanted in Robertson County for failure to appear on multiple charges.

Faith was last seen in the area of Cowan Road in Springfield, Tenn. around 3 p.m. Thursday.

Update: Faith has been found safe and Kevin Pitt is in custody",https://i.ytimg.com/vi/jBKYpxJhIck/default.jpg,120,90,https://i.ytimg.com/vi/jBKYpxJhIck/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jBKYpxJhIck/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jBKYpxJhIck/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/jBKYpxJhIck/maxresdefault.jpg,1280.0,720.0,Dylan Fretwell,"['Child Abduction Emergency', 'Amber Alert', 'EAS alert', 'Real EAS alert', 'Radios', 'Missing Children', 'Missing Persons', 'Emergency Alert Systems']",24,none,,Weather Radio EAS #170 (Child Abduction Emergency),"Amber Alert issued for 17 year old Faith Threet last night. 

A missing 17-year-old from Robertson County was found Saturday morning. Faith Treet, 17, went missing Thursday and was last seen with 44-year-old Kevin Dennis Pitt. The Robertson County Sheriff’s Office said investigators are working with the District Attorney’s Office regarding upcoming charges against Pitt.

Just a day after an Endangered Child Alert was released, the Tennessee Bureau of Investigation has put out an AMBER Alert for a 17-year-old from Robertson County.


Officials say Faith Threet may be with 44-year-old Kevin Dennis Pitt in the area of Adairville, KY. Pitt is wanted in Robertson County for failure to appear on multiple charges.

Faith was last seen in the area of Cowan Road in Springfield, Tenn. around 3 p.m. Thursday.

Update: Faith has been found safe and Kevin Pitt is in custody",,PT1M11S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,66,1,0,1,,
youtube#video,H_18y0Euq_lxE9U8YNGo1HUw3VY,jv5Fa4erpao,2020-01-18T22:52:05Z,UCBB00Ngi4iv7KTUfeLnCP4g,"1/18/19 Child Abduction Emergency (AMBER Alert) Austin, Texas NOAA Weather Radio","TXC013-019-021-029-031-053-055-091-123-127-137-149-163-171-177-
187-209-255-259-265-271-285-287-299-323-325-385-453-463-465-491-
493-507-182315-

BULLETIN - EAS ACTIVATION REQUESTED
CHILD ABDUCTION EMERGENCY
TEXAS DEPARTMENT OF PUBLIC SAFETY
RELAYED BY NATIONAL WEATHER SERVICE AUSTIN/SAN ANTONIO TX
406 PM CST SAT JAN 18 2020

THE FOLLOWING MESSAGE IS TRANSMITTED AT THE REQUEST OF THE TEXAS
DEPARTMENT OF PUBLIC SAFETY.

THE AUSTIN POLICE DEPARTMENT IS SEARCHING FOR AVERY CLAIRE REYNOLDS,
WHITE, FEMALE, 12 YEARS OLD, DATE OF BIRTH 07 07 2007, 5 FEET 02
INCHES, 85 POUNDS, BROWN HAIR BROWN EYES, AND RED FRAMED GLASSES,
GREY HOODIE WITH SMALL IN BLACK LETTERS, BLACK LEGGINGS, AQUA
NIKE SHOES.

POLICE ARE LOOKING FOR KASSIA SOFIA VAUGHAN, WHITE, FEMALE, 43 YEARS
OLD, DATE OF BIRTH 02 16 1976, 5 FEET 1 INCH, 110 POUNDS, BROWN HAIR,
BROWN EYES IN CONNECTION WITH HER ABDUCTION.

THE SUSPECT IS DRIVING A BLACK, 2005 MAZDA TRIBUTE S WITH A TEXAS
LICENSE PLATE NUMBER OF D T M 3 5 5 7 WITH FRONT END DAMAGE, TEXAS
TECH UNIVERSITY EMBLEM ON REAR LEFT BY LICENSE PLATE

THE SUSPECT WAS LAST HEARD FROM IN AUSTIN, TEXAS.

LAW ENFORCEMENT OFFICIALS BELIEVE THIS CHILD TO BE IN GRAVE OR
IMMEDIATE DANGER.

IF YOU HAVE ANY INFORMATION REGARDING THIS ABDUCTION, CALL THE AUSTIN
POLICE DEPARTMENT.

NEWS MEDIA POINT OF CONTACT IS AUSTIN POLICE DEPARTMENT AT 5 1 2
4 1 4 1 7 0 3.

$$",https://i.ytimg.com/vi/jv5Fa4erpao/default.jpg,120,90,https://i.ytimg.com/vi/jv5Fa4erpao/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jv5Fa4erpao/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jv5Fa4erpao/sddefault.jpg,640.0,480.0,,,,Piggy Porkchop,,25,none,en,"1/18/19 Child Abduction Emergency (AMBER Alert) Austin, Texas NOAA Weather Radio","TXC013-019-021-029-031-053-055-091-123-127-137-149-163-171-177-
187-209-255-259-265-271-285-287-299-323-325-385-453-463-465-491-
493-507-182315-

BULLETIN - EAS ACTIVATION REQUESTED
CHILD ABDUCTION EMERGENCY
TEXAS DEPARTMENT OF PUBLIC SAFETY
RELAYED BY NATIONAL WEATHER SERVICE AUSTIN/SAN ANTONIO TX
406 PM CST SAT JAN 18 2020

THE FOLLOWING MESSAGE IS TRANSMITTED AT THE REQUEST OF THE TEXAS
DEPARTMENT OF PUBLIC SAFETY.

THE AUSTIN POLICE DEPARTMENT IS SEARCHING FOR AVERY CLAIRE REYNOLDS,
WHITE, FEMALE, 12 YEARS OLD, DATE OF BIRTH 07 07 2007, 5 FEET 02
INCHES, 85 POUNDS, BROWN HAIR BROWN EYES, AND RED FRAMED GLASSES,
GREY HOODIE WITH SMALL IN BLACK LETTERS, BLACK LEGGINGS, AQUA
NIKE SHOES.

POLICE ARE LOOKING FOR KASSIA SOFIA VAUGHAN, WHITE, FEMALE, 43 YEARS
OLD, DATE OF BIRTH 02 16 1976, 5 FEET 1 INCH, 110 POUNDS, BROWN HAIR,
BROWN EYES IN CONNECTION WITH HER ABDUCTION.

THE SUSPECT IS DRIVING A BLACK, 2005 MAZDA TRIBUTE S WITH A TEXAS
LICENSE PLATE NUMBER OF D T M 3 5 5 7 WITH FRONT END DAMAGE, TEXAS
TECH UNIVERSITY EMBLEM ON REAR LEFT BY LICENSE PLATE

THE SUSPECT WAS LAST HEARD FROM IN AUSTIN, TEXAS.

LAW ENFORCEMENT OFFICIALS BELIEVE THIS CHILD TO BE IN GRAVE OR
IMMEDIATE DANGER.

IF YOU HAVE ANY INFORMATION REGARDING THIS ABDUCTION, CALL THE AUSTIN
POLICE DEPARTMENT.

NEWS MEDIA POINT OF CONTACT IS AUSTIN POLICE DEPARTMENT AT 5 1 2
4 1 4 1 7 0 3.

$$",,PT1M20S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,553,5,0,7,,
youtube#video,pIDLSoEieSZ9fSbk5Yyhd5y64vM,MkxJVnhSjIo,2019-05-02T00:00:02Z,UCOTKUx6m3GpFfsUn1-RfFrw,Iris is on the kidnapper's trail! | Private Iris Case 5: Amber's Abduction (Part 3),"Private Iris and Danton are getting closer to finding Amber's kidnapper as they discover his motivation for his crimes. But Iris's dad Warren doesn't think Iris and Danton should be on the case as it's getting too dangerous. He may be right.

Starring:
Teetin Villanueva as Private Iris (and all female voices)
https://instagram.com/teetinv
#teetinv #teetinvillanueva

Jamie Bautista as Danton Cord (and all male voices)
https://instagram.com/ntu150

Story by:
Jamie Bautista

Art by:
Arnold Arre
https://www.youtube.com/user/arnoldarrefilms
#arnoldarre

Editing and Sound Design by:
Jamie Bautista

Music and SFX from:
https://player.epidemicsound.com

----------
Follow Iris on social media (Danton says it's OK):

FACEBOOK: 
https://www.facebook.com/privateiris

INSTAGRAM:
http://instagram.com/privateirisonline/

#privateiris",https://i.ytimg.com/vi/MkxJVnhSjIo/default.jpg,120,90,https://i.ytimg.com/vi/MkxJVnhSjIo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MkxJVnhSjIo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/MkxJVnhSjIo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/MkxJVnhSjIo/maxresdefault.jpg,1280.0,720.0,Private Iris,"['private iris', 'education', 'educational', 'detective', 'kids', 'mystery', 'ghosts', 'science', 'cartoon', 'comics', 'introvert', 'kids cartoon', 'teetinv', 'teetin villanueva', 'arnold arre', 'detective conan', 'mythology class', 'nancy drew', 'hardy boys', 'sherlock holmes', 'disney', 'kim possible', 'ben10', 'ben 10']",27,none,en,Iris is on the kidnapper's trail! | Private Iris Case 5: Amber's Abduction (Part 3),"Private Iris and Danton are getting closer to finding Amber's kidnapper as they discover his motivation for his crimes. But Iris's dad Warren doesn't think Iris and Danton should be on the case as it's getting too dangerous. He may be right.

Starring:
Teetin Villanueva as Private Iris (and all female voices)
https://instagram.com/teetinv
#teetinv #teetinvillanueva

Jamie Bautista as Danton Cord (and all male voices)
https://instagram.com/ntu150

Story by:
Jamie Bautista

Art by:
Arnold Arre
https://www.youtube.com/user/arnoldarrefilms
#arnoldarre

Editing and Sound Design by:
Jamie Bautista

Music and SFX from:
https://player.epidemicsound.com

----------
Follow Iris on social media (Danton says it's OK):

FACEBOOK: 
https://www.facebook.com/privateiris

INSTAGRAM:
http://instagram.com/privateirisonline/

#privateiris",en-US,PT8M47S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,True,1560,13,0,0,,
