kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,snippet.defaultLanguage,contentDetails.contentRating.ytRating,contentDetails.regionRestriction.blocked
youtube#video,LjPe2S__3ppAf8IhSPPvuzDnuCs,-gTCFKYnM6I,2020-05-27T04:39:27Z,UClx_IR8_yVIKdFVUTdmaZTw,James Franco's Testimony Could Send Amber Heard To Prison.,"first 4 minutes is a PSA for my new subscribers 

🦄Please support my work-
💰www.patreon.com/darthnews 🙏
💻www.darthnews.com 
🐦Twitter: @darth_news
🎶TikTok: darth_news
📸Instagram: Main Acct @darth_deadpool &           second acct @darth_news

email: thedailydarth@gmail.com



#AmberHeard #JamesFranco #JusticeForJohnny #Aquaman2 #Mera #DCEU #WarnerBros #DomesticViolence #JohnnyDepp #Abuse #Metoo",https://i.ytimg.com/vi/-gTCFKYnM6I/default.jpg,120,90,https://i.ytimg.com/vi/-gTCFKYnM6I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-gTCFKYnM6I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-gTCFKYnM6I/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-gTCFKYnM6I/maxresdefault.jpg,1280.0,720.0,DarthN3ws,"['amber heard', 'Johnny Depp', 'movies', 'Hollywood', 'narcissism', 'narcissist', 'psychopath', 'sociopath', 'celebrities', 'Trump', 'meme', 'Darth news', 'media', 'fake news', 'conservative', 'comedian', 'jokes', 'offensive', 'dark humor', 'pewdiepie', 'idubbbz', 'gamers', 'social justice', 'social media', 'red pill', 'fox', 'fox News', 'cnn', 'liberals', 'snowflakes', 'james Franco', 'Netflix', 'streaming']",24,none,James Franco's Testimony Could Send Amber Heard To Prison.,"first 4 minutes is a PSA for my new subscribers 

🦄Please support my work-
💰www.patreon.com/darthnews 🙏
💻www.darthnews.com 
🐦Twitter: @darth_news
🎶TikTok: darth_news
📸Instagram: Main Acct @darth_deadpool &           second acct @darth_news

email: thedailydarth@gmail.com



#AmberHeard #JamesFranco #JusticeForJohnny #Aquaman2 #Mera #DCEU #WarnerBros #DomesticViolence #JohnnyDepp #Abuse #Metoo",PT22M55S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,17550,1103,0,479,,,,
youtube#video,nFJB5Fph7kCzkS2XgA68DnWXtb4,-N298kRxM_E,2021-08-12T01:49:07Z,UCG2QYlhnYYxksvv6ve11ijw,🚨 LIVE Let’s Discuss The Johnny Depp vs Amber Heard Case,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",https://i.ytimg.com/vi/-N298kRxM_E/default.jpg,120,90,https://i.ytimg.com/vi/-N298kRxM_E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-N298kRxM_E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-N298kRxM_E/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-N298kRxM_E/maxresdefault.jpg,1280.0,720.0,Rob's Rules,"['Johnny Depp Amber Heard', 'Johnny Depp', 'Depp', 'Amber Heard', 'Amber Heard Johnny Depp', 'Heard', 'Depp Heard']",24,none,🚨 LIVE Let’s Discuss The Johnny Depp vs Amber Heard Case,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",PT2H6M47S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1271,128,0,16,en,,,
youtube#video,vozfNNQ2Lxh5j6r0OES9cqzf47Q,098u2KG8Sr0,2017-08-16T00:30:00Z,UC_UtiZsR2Tozkk7IZRAQTnQ,Amber Heard Claims She Feared For Her Life After Johnny Depp 'Tried To Smother Her With Pillow,"Amber Heard claims she feared for her life after Johnny Depp 'tried to smother her with pillow

Heard said: “There was one severe ­incident in December 2015 when I truly feared for my life” 
 Amber Heard has claimed husband Johnny Depp tried to smother her with a pillow while drunk.

The actress said in legal papers: “I feared for my life.”

A pal of Amber has claimed Depp left his wife with facial injuries and a chunk of hair missing during a terrifying drunken attack.

Heard is said to have texted the pal for help after the film star allegedly tried to smother her with a pillow in a violent incident that left her “battered and bruised”.

The model and actress, 30, has released new photos showing injuries she claimed Depp inflicted on her during the alleged assault at their Los Angeles apartment in December last year.
As part of her legal action, in which she successfully applied for a restraining order, Heard said: “There was one severe ­incident in December 2015 when I truly feared for my life.”
Her friend backed her claim yesterday by saying: “I got to her apartment to find her with a cut and bruised lip, a swollen eye and a chunk of hair missing from the top of her head.

“This incident really stuck with me because she confided in me that day that she feared for her life after an intoxicated Johnny tried to suffocate her with a pillow.

“I have personally witnessed the aftermath of Johnny Depp’s violent and abusive behaviour towards her on many occasions.”

The friend’s comments in a US newspaper yesterday and the new photos in People magazine emerged just days after Heard claimed she was hit by iPhone thrown by Depp.
Last week she told a court she had not seen her husband of 15 months for about four weeks before he arrived at their home on May 21 “inebriated and high” – the day after the death of his mother, Betty Sue Palmer, 81.

After initially having a “peaceful conversation” about his mother’s death, she claimed Depp’s “demeanour changed dramatically” and he became “extremely angry”.

She said: “Johnny then grabbed the cell phone, wound up his arm like a baseball pitcher and threw the cell phone at me, striking my cheek and eye with great force.”
But despite providing pictures of her injuries, police are “adamant” they saw no marks on her when they attended the couple’s flat two weeks ago.

The officers spoke with their superiors on Tuesday afternoon and said they had no idea Depp was involved at all after the 911 call came in under the name Heard.

They said when they knocked at her door there had been a report of domestic dispute.

Heard greeted them through a crack but would not let them in.

They questioned her through the door and she said it was a simple verbal argument with her husband.

She never mentioned Hollywood star Depp, 52, by name. The officers told her they needed to make sure she was not declining help under duress, so they insisted on coming in and speaking with her.

Heard obliged, and the officers said they looked at her closely enough to determine there were no marks, swelling or bruising on her face or other exposed parts of her body.

She did not file a formal complaint at the time but her lawyers revealed this week that she had given a statement to detectives.",https://i.ytimg.com/vi/098u2KG8Sr0/default.jpg,120,90,https://i.ytimg.com/vi/098u2KG8Sr0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/098u2KG8Sr0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/098u2KG8Sr0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/098u2KG8Sr0/maxresdefault.jpg,1280.0,720.0,armelia rafita,"['Amber', 'Heard', 'Claims', 'She', 'Feared', 'For', 'Her', 'Life', 'After', 'Johnny', 'Depp', ""'Tried"", 'To', 'Smother', 'With', 'Pillow']",25,none,Amber Heard Claims She Feared For Her Life After Johnny Depp 'Tried To Smother Her With Pillow,"Amber Heard claims she feared for her life after Johnny Depp 'tried to smother her with pillow

Heard said: “There was one severe ­incident in December 2015 when I truly feared for my life” 
 Amber Heard has claimed husband Johnny Depp tried to smother her with a pillow while drunk.

The actress said in legal papers: “I feared for my life.”

A pal of Amber has claimed Depp left his wife with facial injuries and a chunk of hair missing during a terrifying drunken attack.

Heard is said to have texted the pal for help after the film star allegedly tried to smother her with a pillow in a violent incident that left her “battered and bruised”.

The model and actress, 30, has released new photos showing injuries she claimed Depp inflicted on her during the alleged assault at their Los Angeles apartment in December last year.
As part of her legal action, in which she successfully applied for a restraining order, Heard said: “There was one severe ­incident in December 2015 when I truly feared for my life.”
Her friend backed her claim yesterday by saying: “I got to her apartment to find her with a cut and bruised lip, a swollen eye and a chunk of hair missing from the top of her head.

“This incident really stuck with me because she confided in me that day that she feared for her life after an intoxicated Johnny tried to suffocate her with a pillow.

“I have personally witnessed the aftermath of Johnny Depp’s violent and abusive behaviour towards her on many occasions.”

The friend’s comments in a US newspaper yesterday and the new photos in People magazine emerged just days after Heard claimed she was hit by iPhone thrown by Depp.
Last week she told a court she had not seen her husband of 15 months for about four weeks before he arrived at their home on May 21 “inebriated and high” – the day after the death of his mother, Betty Sue Palmer, 81.

After initially having a “peaceful conversation” about his mother’s death, she claimed Depp’s “demeanour changed dramatically” and he became “extremely angry”.

She said: “Johnny then grabbed the cell phone, wound up his arm like a baseball pitcher and threw the cell phone at me, striking my cheek and eye with great force.”
But despite providing pictures of her injuries, police are “adamant” they saw no marks on her when they attended the couple’s flat two weeks ago.

The officers spoke with their superiors on Tuesday afternoon and said they had no idea Depp was involved at all after the 911 call came in under the name Heard.

They said when they knocked at her door there had been a report of domestic dispute.

Heard greeted them through a crack but would not let them in.

They questioned her through the door and she said it was a simple verbal argument with her husband.

She never mentioned Hollywood star Depp, 52, by name. The officers told her they needed to make sure she was not declining help under duress, so they insisted on coming in and speaking with her.

Heard obliged, and the officers said they looked at her closely enough to determine there were no marks, swelling or bruising on her face or other exposed parts of her body.

She did not file a formal complaint at the time but her lawyers revealed this week that she had given a statement to detectives.",PT51S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,46,0,0,0,en,,,
youtube#video,QQeKpr9o7YXwu2Odwwg1UEeCqcw,1C388lNuOoI,2008-02-06T16:44:40Z,UCFSILgKCKo35QYGz8Kob51g,ALL THE BOYS LOVE MANDY LANE - Official Clip - Starring Amber Heard,"A group of high-schoolers invite Mandy Lane, a good girl who became quite hot over the summer, to a weekend party on a secluded ranch. While the festivities rage on, the number of revelers begins to drop quite mysteriously. 

http://www.amazon.co.uk/All-Boys-Love-Mandy-Lane/dp/B001563HYO
https://www.facebook.com/studiocanaluk
https://www.twitter.com/studiocanaluk",https://i.ytimg.com/vi/1C388lNuOoI/default.jpg,120,90,https://i.ytimg.com/vi/1C388lNuOoI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1C388lNuOoI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1C388lNuOoI/sddefault.jpg,640.0,480.0,,,,StudiocanalUK,"['Mandy', 'Lane', 'Boys', 'Horror', 'Optimum', 'Clip', 'Trailer', 'Film', 'Movie', 'All The Boys Love Mandy Lane (Film)', 'Trailer (Website Category)', 'Miley Cyrus', 'killer', 'murder', 'sexy', 'girls', 'Hot', 'teenager', 'scary', 'terror', 'horror', 'Friday', 'Halloween', 'Friday The 13th (Phobia)', 'Jason']",1,none,ALL THE BOYS LOVE MANDY LANE - Official Clip - Starring Amber Heard,"A group of high-schoolers invite Mandy Lane, a good girl who became quite hot over the summer, to a weekend party on a secluded ranch. While the festivities rage on, the number of revelers begins to drop quite mysteriously. 

http://www.amazon.co.uk/All-Boys-Love-Mandy-Lane/dp/B001563HYO
https://www.facebook.com/studiocanaluk
https://www.twitter.com/studiocanaluk",PT36S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,12632,16,0,4,,,,
youtube#video,C4Wk6BIZKnMoDIIVZITt4wptRjY,51FoRpX9LsA,2021-09-10T04:44:09Z,UCorjgO1yGWPTya5eFQ_yd2g,Amber Heard fight scene in 🎬 Aquaman,,https://i.ytimg.com/vi/51FoRpX9LsA/default.jpg,120,90,https://i.ytimg.com/vi/51FoRpX9LsA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/51FoRpX9LsA/hqdefault.jpg,480,360,,,,,,,Movie clips,,22,none,Amber Heard fight scene in 🎬 Aquaman,,PT26S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,103,6,0,0,,,,
youtube#video,VsOwOGxRMiA4Yv3KB5jog9X8nP8,5Dy1Iux1fvk,2019-04-12T21:53:30Z,UCoxaitvIdGXga_1d4rP3U_g,Johnny Depp: Amber Heard's penthouse closet 'destroyed by actor' in alarming pics,Johnny Depp: Amber Heard's penthouse closet 'destroyed by actor' in alarming pics,https://i.ytimg.com/vi/5Dy1Iux1fvk/default.jpg,120,90,https://i.ytimg.com/vi/5Dy1Iux1fvk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5Dy1Iux1fvk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5Dy1Iux1fvk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/5Dy1Iux1fvk/maxresdefault.jpg,1280.0,720.0,Hector Rodriguez,"['Johnny', 'Depp', 'Amber', 'Heards', 'penthouse', 'closet', 'destroyed', 'by', 'actor', 'in', 'alarming', 'pics', 'Johnny Depp', 'Depp Amber', 'Amber Heards', 'Johnny Depp Amber Heards penthouse closet destroyed by actor in alarming pics']",22,none,Johnny Depp: Amber Heard's penthouse closet 'destroyed by actor' in alarming pics,Johnny Depp: Amber Heard's penthouse closet 'destroyed by actor' in alarming pics,PT3M21S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,17,0,0,0,,,,
youtube#video,dlxt0-xp_eGjjLqHKZqZthuiu-o,aDvdgMFY0as,2020-08-03T09:09:23Z,UCUD4-ngT1Gj-dkluNFO5Nzg,"The Abusive Wine Lover - Amber Heard, Johnny Depp Sliced Finger Horror",The life of a narcissistic female,https://i.ytimg.com/vi/aDvdgMFY0as/default.jpg,120,90,https://i.ytimg.com/vi/aDvdgMFY0as/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aDvdgMFY0as/hqdefault.jpg,480,360,https://i.ytimg.com/vi/aDvdgMFY0as/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/aDvdgMFY0as/maxresdefault.jpg,1280.0,720.0,Pro Arts,"['Amber heard', 'wine', 'court case', 'Johnny depp', 'parties', 'affairs', 'red wine', 'sliced finger']",24,none,"The Abusive Wine Lover - Amber Heard, Johnny Depp Sliced Finger Horror",The life of a narcissistic female,PT1M3S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,121,11,0,5,,,,
youtube#video,Vuy8KJ6Y3JC0fB5-5aba-Qura_4,BoRgG3pIqQE,2021-04-15T00:40:45Z,UCG2QYlhnYYxksvv6ve11ijw,🔴 Livestream Johnny Depp vs Amber Heard Case.,"With Guests Tammytalksabout, Keeley Talks, Ya  Boy Gary, Sandi The Sassy Queen, and Tiffany Daniels !",https://i.ytimg.com/vi/BoRgG3pIqQE/default.jpg,120,90,https://i.ytimg.com/vi/BoRgG3pIqQE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BoRgG3pIqQE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/BoRgG3pIqQE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/BoRgG3pIqQE/maxresdefault.jpg,1280.0,720.0,Rob's Rules,"['Johnny Depp', 'Johnny Depp Amber', 'Johnny Depp Amber Heard', 'Amber Heard', 'Depp Heard', 'Heard Depp', 'Johnny Depp and Amber Heard']",24,none,🔴 Livestream Johnny Depp vs Amber Heard Case.,"With Guests Tammytalksabout, Keeley Talks, Ya  Boy Gary, Sandi The Sassy Queen, and Tiffany Daniels !",PT2H5M23S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1548,134,0,35,en,,,
youtube#video,G82D0tYTDmI_Ym6XDfa1fIjKiJs,dOvNG5OZuv0,2020-05-25T03:32:43Z,UCcKdgqmtf0nNpAd1xBJRYhg,Amber Heard,"amigos tambien pueden suscribirse a este link .
https://www.youtube.com/channel/UCcKdgqmtf0nNpAd1xBJRYhg?sub_confirmation=1&fbclid=IwAR0NSu6u7DeI80xjk6AZjO86JPUFjYncaEaQ3KB2V5hTcnwMaHX565R5Uyg.",https://i.ytimg.com/vi/dOvNG5OZuv0/default.jpg,120,90,https://i.ytimg.com/vi/dOvNG5OZuv0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dOvNG5OZuv0/hqdefault.jpg,480,360,,,,,,,Perú Hora del Entretenimiento,,1,none,Amber Heard,"amigos tambien pueden suscribirse a este link .
https://www.youtube.com/channel/UCcKdgqmtf0nNpAd1xBJRYhg?sub_confirmation=1&fbclid=IwAR0NSu6u7DeI80xjk6AZjO86JPUFjYncaEaQ3KB2V5hTcnwMaHX565R5Uyg.",PT20M46S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,42,1,0,0,,,,
youtube#video,1rPEOIqOBHNtoKawS50HwUSlhbE,EVeM7gJkEVI,2018-10-19T22:01:45Z,UCdtXPiqI2cLorKaPrfpKc4g,Amber Heard Is a Femme Fatale Who Can Predict the Future in London Fields (Exclusive),"Billy Bob Thornton learns the secrets of Nicola Six (Amber Heard) after stealing her diaries in this exclusive clip from the noir crime thriller, which co-stars Johnny Depp and Theo James. 'London Fields,' from director Mathew Cullen, is in theaters Oct. 26.",https://i.ytimg.com/vi/EVeM7gJkEVI/default.jpg,120,90,https://i.ytimg.com/vi/EVeM7gJkEVI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EVeM7gJkEVI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EVeM7gJkEVI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/EVeM7gJkEVI/maxresdefault.jpg,1280.0,720.0,Entertainment Tonight,"['amber heard', 'movies', 'billy bob thornton', 'Entertainment Tonight', 'etonline', 'et online', 'celebrity', 'Hollywood', 'news', 'trending', 'et', 'et tonight', 'amber heard movie', 'london fields movie', 'london fields trailer', 'london fields amber heard', 'billy bob thornton movies', 'london fields billy bob thorton', 'movie trialers', 'amber heard movies', 'amber heard new movie', 'London Fields', 'et exclusive', 'femme']",24,none,Amber Heard Is a Femme Fatale Who Can Predict the Future in London Fields (Exclusive),"Billy Bob Thornton learns the secrets of Nicola Six (Amber Heard) after stealing her diaries in this exclusive clip from the noir crime thriller, which co-stars Johnny Depp and Theo James. 'London Fields,' from director Mathew Cullen, is in theaters Oct. 26.",PT2M17S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,6773,66,0,7,en-US,en,,
