kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,contentDetails.regionRestriction.blocked,snippet.defaultAudioLanguage,snippet.defaultLanguage,contentDetails.contentRating.ytRating
youtube#video,x2wsTooBbt4bJjFu7fcX8uiwFPk,-DE4BHLmQl4,2020-07-28T18:07:31Z,UCQA4kpgwIMMFHeSKe6_FtnQ,✅  Die Schlammschlacht vor Gericht zwischen Johnny Depp und Amber Heard ist beendet. Auf das Urteil,"💖 Please Visit: https://www.facebook.com/Scathc/
💖 Please Subscribe: https://www.youtube.com/channel/UCQA4kpgwIMMFHeSKe6_FtnQ?sub_confirmation=1
✍  Facebook  Pinterest  Twitter  E-Mail   Seit 7. Juli ging es vor Gericht in London hoch her. Das ehemalige Schauspieler-Ehepaar Johnny Depp (57, ""Fluch der Karibik"") und Amber Heard (34, ""Aquaman"") hat eine regelrechte Schlammschlacht veranstaltet - obwohl sie sich in dem Prozess in Großbritannien nicht gegenseitig verklagen. Depp klagt gegen den Verlag der Boulevardzeitung ""The Sun"". Konkret geht es um einen Artikel aus dem Jahr 2018. Darin wurde behauptet, dass der Schauspieler ein ""Ehefrauenschläger"" sei. Depp bestreitet das. Nach 16 Prozesstagen ist nun Schluss. Es heißt: Warten auf das Urteil - und das könnte einige Wochen dauern.  Ist Amber Heard eine ""zwanghafte Lügnerin""?   Am 16. und letzten Prozesstag versammelten sich etliche Fans vor dem High Court in London. Manche hatten Schilder dabei, wie bei einem Musikkonzert. Depp erschien im grauen Anzug mit schwarzem Hemd und schwarzer Krawatte, Heard im schwarzen Blusenkleid mit langen Ärmeln. Beide winkten den wartenden Fans zu.  ...
💖 #JohnnyDeppundAmberHeard, #Prozess, #AmberHeard, #JohnnyDepp, #London",https://i.ytimg.com/vi/-DE4BHLmQl4/default.jpg,120,90,https://i.ytimg.com/vi/-DE4BHLmQl4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-DE4BHLmQl4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-DE4BHLmQl4/sddefault.jpg,640.0,480.0,rudeboys2240,"['Johnny Depp und Amber Heard', 'Prozess', 'Amber Heard', 'Johnny Depp', 'London']",22,none,✅  Die Schlammschlacht vor Gericht zwischen Johnny Depp und Amber Heard ist beendet. Auf das Urteil,"💖 Please Visit: https://www.facebook.com/Scathc/
💖 Please Subscribe: https://www.youtube.com/channel/UCQA4kpgwIMMFHeSKe6_FtnQ?sub_confirmation=1
✍  Facebook  Pinterest  Twitter  E-Mail   Seit 7. Juli ging es vor Gericht in London hoch her. Das ehemalige Schauspieler-Ehepaar Johnny Depp (57, ""Fluch der Karibik"") und Amber Heard (34, ""Aquaman"") hat eine regelrechte Schlammschlacht veranstaltet - obwohl sie sich in dem Prozess in Großbritannien nicht gegenseitig verklagen. Depp klagt gegen den Verlag der Boulevardzeitung ""The Sun"". Konkret geht es um einen Artikel aus dem Jahr 2018. Darin wurde behauptet, dass der Schauspieler ein ""Ehefrauenschläger"" sei. Depp bestreitet das. Nach 16 Prozesstagen ist nun Schluss. Es heißt: Warten auf das Urteil - und das könnte einige Wochen dauern.  Ist Amber Heard eine ""zwanghafte Lügnerin""?   Am 16. und letzten Prozesstag versammelten sich etliche Fans vor dem High Court in London. Manche hatten Schilder dabei, wie bei einem Musikkonzert. Depp erschien im grauen Anzug mit schwarzem Hemd und schwarzer Krawatte, Heard im schwarzen Blusenkleid mit langen Ärmeln. Beide winkten den wartenden Fans zu.  ...
💖 #JohnnyDeppundAmberHeard, #Prozess, #AmberHeard, #JohnnyDepp, #London",PT5M28S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,13,0,0,0,,,,,,,
youtube#video,085lGeXZjmI9oiz6-xgTWNb5rbA,1dfbtwmPtWc,2013-05-10T02:49:32Z,UCoKO8Jxr48rvBxGvHHd5VNQ,Amber London - Servin' Fiendz 1994 (Official Video),"RKOG Amber London Drops a Grimey Visual to her Single ""Servin Fiendz"" (Prod. Dj Smokey) off her Upcoming Tape Tru 2 tha Phonk 

DL MIXTAPE HERE: http://www.livemixtapes.com/mixtapes/22739/amber-london-tru-2-tha-phonk.html",https://i.ytimg.com/vi/1dfbtwmPtWc/default.jpg,120,90,https://i.ytimg.com/vi/1dfbtwmPtWc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1dfbtwmPtWc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1dfbtwmPtWc/sddefault.jpg,640.0,480.0,Amber London,"['Amber London', 'Raider Klan', 'TeamSESH']",10,none,Amber London - Servin' Fiendz 1994 (Official Video),"RKOG Amber London Drops a Grimey Visual to her Single ""Servin Fiendz"" (Prod. Dj Smokey) off her Upcoming Tape Tru 2 tha Phonk 

DL MIXTAPE HERE: http://www.livemixtapes.com/mixtapes/22739/amber-london-tru-2-tha-phonk.html",PT2M35S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,309223,6950,0,501,https://i.ytimg.com/vi/1dfbtwmPtWc/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,P9fonHrCW4luflk4VuZjro9Ajog,1fsChzPMCRs,2015-01-19T23:24:24Z,UCcHANfuVXoVXdhsWLSICESw,Johnny Depp and Amber Heard at the premiere in London,Johnny Depp and Amber Heard at the premiere in London,https://i.ytimg.com/vi/1fsChzPMCRs/default.jpg,120,90,https://i.ytimg.com/vi/1fsChzPMCRs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1fsChzPMCRs/hqdefault.jpg,480,360,,,,London_vids77,"['Johnny Depp', 'Amber Heard', 'Mortdecai premiere', 'lodon', 'leicester square', 'couple', 'love']",22,none,Johnny Depp and Amber Heard at the premiere in London,Johnny Depp and Amber Heard at the premiere in London,PT1M12S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,131,1,0,0,,,,,,,
youtube#video,lds6reC-_SE_5ycZdAGiA_Rmzy8,1HWRL5Ii9Wc,2020-07-29T05:42:59Z,UC7AJjvfHD5UtBnySpITQ7KQ,Für Amber Heard und Johnny Depp hat der Prozess in London vorerst ein Ende. Die Schauspielerin ist e,"Für Amber Heard und Johnny Depp hat der Prozess in London vorerst ein Ende. Die Schauspielerin ist erleichtert, beschreibt sie die Zeit vor Gericht als ""unglaublich schmerzhaft"".   Hinter dem zerstrittenen Ex-Ehepaar Amber Heard (34) und Johnny Depp (57, ""Fluch der Karibik"") liegen 16 Prozesstage. Die gerichtlichen Anhörungen in London haben nun, am 28. Juli, ein Ende. Heard scheint erleichtert zu sein.  Bei Instagram meldete sich die US-amerikanische Schauspielerin zu Wort. Obwohl sie es nach eigener Aussage ""bevorzugt"" hätte, ""nicht vor Gericht zu erscheinen"", sei sie in dieser Angelegenheit nach Großbritannien gereist, ""um als Zeugin auszusagen und das Gericht zu unterstützen"". Der Prozess habe sie jedoch einige Kraft gekostet.  ""Es war unglaublich schmerzhaft, den Zerfall meiner Beziehung noch einmal zu erleben, meine Beweggründe und meine Wahrheit infrage gestellt zu bekommen und die traumatischsten Details meines Lebens mit Johnny vor Gericht öffentlich zu machen und diese in de ...",https://i.ytimg.com/vi/1HWRL5Ii9Wc/default.jpg,120,90,https://i.ytimg.com/vi/1HWRL5Ii9Wc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1HWRL5Ii9Wc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1HWRL5Ii9Wc/sddefault.jpg,640.0,480.0,Express Messenger,['Prozesstag'],22,none,Für Amber Heard und Johnny Depp hat der Prozess in London vorerst ein Ende. Die Schauspielerin ist e,"Für Amber Heard und Johnny Depp hat der Prozess in London vorerst ein Ende. Die Schauspielerin ist erleichtert, beschreibt sie die Zeit vor Gericht als ""unglaublich schmerzhaft"".   Hinter dem zerstrittenen Ex-Ehepaar Amber Heard (34) und Johnny Depp (57, ""Fluch der Karibik"") liegen 16 Prozesstage. Die gerichtlichen Anhörungen in London haben nun, am 28. Juli, ein Ende. Heard scheint erleichtert zu sein.  Bei Instagram meldete sich die US-amerikanische Schauspielerin zu Wort. Obwohl sie es nach eigener Aussage ""bevorzugt"" hätte, ""nicht vor Gericht zu erscheinen"", sei sie in dieser Angelegenheit nach Großbritannien gereist, ""um als Zeugin auszusagen und das Gericht zu unterstützen"". Der Prozess habe sie jedoch einige Kraft gekostet.  ""Es war unglaublich schmerzhaft, den Zerfall meiner Beziehung noch einmal zu erleben, meine Beweggründe und meine Wahrheit infrage gestellt zu bekommen und die traumatischsten Details meines Lebens mit Johnny vor Gericht öffentlich zu machen und diese in de ...",PT3M53S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,4,0,0,0,https://i.ytimg.com/vi/1HWRL5Ii9Wc/maxresdefault.jpg,1280.0,720.0,,,,
youtube#video,HRUCj6tuRaSQFjx_zhoOhC7FBgY,35IUtI8lUQU,2013-12-11T00:36:29Z,UCwoD_MRHuUKXOfwAZZBYOsw,Raider Klan - In This Thang ft. Yung Simmie & Amber London,"From the album, ""Tales From The Underground"".  Available Now!
iTunes: http://tinyurl.com/kc8nxw5
Amazon Music: http://tinyurl.com/qaj86a5
Google Play: http://tinyurl.com/pmq3ull

Official music video by Raider Klan performing In This Thang feat. Yung Simmie & Amber London. 2013 Raider Klan Records, Inc",https://i.ytimg.com/vi/35IUtI8lUQU/default.jpg,120,90,https://i.ytimg.com/vi/35IUtI8lUQU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/35IUtI8lUQU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/35IUtI8lUQU/sddefault.jpg,640.0,480.0,RaiderKlanVEVO,"['Raider', 'Klan', 'In', 'This', 'Thang', 'Records', 'Inc', 'Rap/Hip-Hop', 'rap', 'hiphop', 'hip hop', 'hip-hop', 'Yung', 'Simmie', 'Amber', 'London', 'yung simmie', 'young simmie', 'amber', 'london', 'young', 'simmie', 'yung', 'raider', 'klan', 'raider clan', 'raiderclan', 'raiderklan', 'raider klan', 'in this thang', '275', 'in']",10,none,Raider Klan - In This Thang ft. Yung Simmie & Amber London,"From the album, ""Tales From The Underground"".  Available Now!
iTunes: http://tinyurl.com/kc8nxw5
Amazon Music: http://tinyurl.com/qaj86a5
Google Play: http://tinyurl.com/pmq3ull

Official music video by Raider Klan performing In This Thang feat. Yung Simmie & Amber London. 2013 Raider Klan Records, Inc",PT3M32S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1008195,10980,0,721,,,,"['BQ', 'CW', 'DE', 'NL']",,,
youtube#video,vcisHDXgrzjMSUwhUGiLFwYtS2Q,3RmlW71vxEE,2021-07-22T05:24:50Z,UCsg_1BR_T7dZiDj4Uzk2XKg,Amber Heard Bicycle Riding in London | YouTube Shorts | #Shorts,"Amber Heard Bicycle Riding in London | YouTube Shorts | #Shorts

original video link: https://www.instagram.com/p/CRlb_HdBYuv/?utm_source=ig_web_copy_link",https://i.ytimg.com/vi/3RmlW71vxEE/default.jpg,120,90,https://i.ytimg.com/vi/3RmlW71vxEE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3RmlW71vxEE/hqdefault.jpg,480,360,,,,Biley Studios,"['Amber Heard', 'Bicycle', 'Bicycle Riding', 'Riding', 'Riding in London', 'Bicycle Riding in London', 'YouTube Shorts', 'Shorts']",24,none,Amber Heard Bicycle Riding in London | YouTube Shorts | #Shorts,"Amber Heard Bicycle Riding in London | YouTube Shorts | #Shorts

original video link: https://www.instagram.com/p/CRlb_HdBYuv/?utm_source=ig_web_copy_link",PT26S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,35,1,0,0,,,,,en,,
youtube#video,1tihscFAOzBUbVRD_w9XCWHJ8S0,7aatJfIK6N4,2019-02-03T12:44:36Z,UCol-3X0b20SA2XdeF7nA6JA,Amber Heard's London Fields Scores Worst Box Office Opening In A Decade,"With the worst box office opening in a decade, Amber Heards crime mystery  London Fields had audiences staying home. The film, based on a 1989 novel written by Martin Amis, premiered this past Friday after several delays due to a heated legal dispute within the production team. Production on  London Fields  began in London in 2013 after the project had been shuffled between several directors for a decade. With Billy Bob Thornton ( Fargo ), Amber Heard ( Justice League ), and Cara Delevingne ( Suicide Squad ) attached, the projectappeared to be finally taking shape. The story focuses on Heards character,a femme fatale named Nicola Six, who preconceives her own death - a murderat the hands ofone of her three lovers. Related: 15 Movies Coming Out This Year (And 15 Coming Out In 2019) Unfortunately,  London Fields  continued its downward trajectory at the box office. THR is reporting thatthecrime mystery had the second worst opening for a wide release since 1980, following closely behind the 2008 biographical drama,  Proud American . According to initial estimates, the film raked in a meager $160K from 613 theaters. Its weekend earnings wont be finalized until Monday; however, with its 0% rating on Rotten Tomatoes its unlikely London Fields will recover. This post-release disaster is not the first of the films setbacks, as botha legal battle and a restraining ordermarred London Fields  journey to the box office. Heard married  Johnny Depp -whos featured in a cameo in  London Fields  -atthestart of shooting, but eventually filed a temporary restraining order against him due to abusive behavior in May 2016. That previous September, London Fields was headed for the 2015  Toronto Film Festival  until director, Matthew Cullen, and a producer became embroiled in a legal dispute. This was followed by another legal battlewhena producer sued Heard andshe countersued on behalf of several issues including violations to her nudity agreement. Every film faces an often long and winding road to the box office; unfortunately, London Fields  has faced a few more challenges than the average release and has not escaped unscathed. Perhaps the writing of Martin Amis was notsuitedfor a film adaptation or perhaps those who adapted it failed to grasp themeaning behind the source materialsapparent convolution. Either way, this adaptation has made box office history, just not the kind of history one hopes to make.Suffice it to say, though, things shouldgo much,  much  better for Heards next film,  Aquaman . Source: THR Tags: london fields",https://i.ytimg.com/vi/7aatJfIK6N4/default.jpg,120,90,https://i.ytimg.com/vi/7aatJfIK6N4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7aatJfIK6N4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7aatJfIK6N4/sddefault.jpg,640.0,480.0,movie news,,22,none,Amber Heard's London Fields Scores Worst Box Office Opening In A Decade,"With the worst box office opening in a decade, Amber Heards crime mystery  London Fields had audiences staying home. The film, based on a 1989 novel written by Martin Amis, premiered this past Friday after several delays due to a heated legal dispute within the production team. Production on  London Fields  began in London in 2013 after the project had been shuffled between several directors for a decade. With Billy Bob Thornton ( Fargo ), Amber Heard ( Justice League ), and Cara Delevingne ( Suicide Squad ) attached, the projectappeared to be finally taking shape. The story focuses on Heards character,a femme fatale named Nicola Six, who preconceives her own death - a murderat the hands ofone of her three lovers. Related: 15 Movies Coming Out This Year (And 15 Coming Out In 2019) Unfortunately,  London Fields  continued its downward trajectory at the box office. THR is reporting thatthecrime mystery had the second worst opening for a wide release since 1980, following closely behind the 2008 biographical drama,  Proud American . According to initial estimates, the film raked in a meager $160K from 613 theaters. Its weekend earnings wont be finalized until Monday; however, with its 0% rating on Rotten Tomatoes its unlikely London Fields will recover. This post-release disaster is not the first of the films setbacks, as botha legal battle and a restraining ordermarred London Fields  journey to the box office. Heard married  Johnny Depp -whos featured in a cameo in  London Fields  -atthestart of shooting, but eventually filed a temporary restraining order against him due to abusive behavior in May 2016. That previous September, London Fields was headed for the 2015  Toronto Film Festival  until director, Matthew Cullen, and a producer became embroiled in a legal dispute. This was followed by another legal battlewhena producer sued Heard andshe countersued on behalf of several issues including violations to her nudity agreement. Every film faces an often long and winding road to the box office; unfortunately, London Fields  has faced a few more challenges than the average release and has not escaped unscathed. Perhaps the writing of Martin Amis was notsuitedfor a film adaptation or perhaps those who adapted it failed to grasp themeaning behind the source materialsapparent convolution. Either way, this adaptation has made box office history, just not the kind of history one hopes to make.Suffice it to say, though, things shouldgo much,  much  better for Heards next film,  Aquaman . Source: THR Tags: london fields",PT3M14S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,104,0,0,0,,,,,en-US,en-US,
youtube#video,cXkxiJuEZ0ycMvAmopdto8Ot_JU,928L09EKFZc,2021-10-09T15:05:04Z,UCMFODcjz_HkOpY6hLba-pYg,Amber Heard high heels London Fields,,https://i.ytimg.com/vi/928L09EKFZc/default.jpg,120,90,https://i.ytimg.com/vi/928L09EKFZc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/928L09EKFZc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/928L09EKFZc/sddefault.jpg,640.0,480.0,FBSC ALL,,22,none,Amber Heard high heels London Fields,,PT6S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,144,2,0,0,,,,,,,
youtube#video,O1YFqIHFUO1woPK2pzL5hLnpejM,AdpGmlQ47a4,2016-06-01T18:37:51Z,UCtWVQX2YJ7v4q2M5rivZFuA,Amber Heard is perfectly on trend in super sized culottes in London   Daily Mail Online,,https://i.ytimg.com/vi/AdpGmlQ47a4/default.jpg,120,90,https://i.ytimg.com/vi/AdpGmlQ47a4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AdpGmlQ47a4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/AdpGmlQ47a4/sddefault.jpg,640.0,480.0,funny video,,22,none,Amber Heard is perfectly on trend in super sized culottes in London   Daily Mail Online,,PT26S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,33,0,0,0,,,,,,,
youtube#video,XN5Gebd-SWYfTJVQ934VGn-Dx7M,AgndckYZ2eI,2015-02-21T05:59:39Z,UCKbXcJ6gFSQIiC0v3zItlKg,Amber Heard Debuts Wedding Band at London Fashion Event (PHOTO),"Amber Heard Debuts Wedding Band at London Fashion Event Videos
Heard is now sporting a thick gold band with her vintage diamond engagement ring, and it totally fits her eclectic, hipster style.

For her beach wedding, the 28-year-old, wore a traditional long-sleeve white gown and a floor-length veil, while Depp, 51, chose a white tuxedo jacket and black pants. And now we’re wondering if Heard’s gorgeous design was created by her pal Alice Temperley.

RELATED PHOTOS: Get all the latest on celebrity wedding style

“The weather was perfect and the beach setting was gorgeous,” a source told PEOPLE of the special day, which took place on Depp’s private island in the Bahamas, Little Hall’s Pond Cay. “The ceremony was beach casual and intimate, yet very romantic.”

What do you think of her wedding band? Do you like the mixed-metal look? Share your thoughts below.",https://i.ytimg.com/vi/AgndckYZ2eI/default.jpg,120,90,https://i.ytimg.com/vi/AgndckYZ2eI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AgndckYZ2eI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/AgndckYZ2eI/sddefault.jpg,640.0,480.0,SEARCH NEWS,"['London (City/Town/Village)', 'Wedding (Quotation Subject)', 'Amber Heard (Celebrity)', 'Fashion (Industry)', 'Band', 'Live', 'Photography', 'Event Planning (Industry)', 'Photograph (Media Genre)', 'Dave', 'Marching', 'Cover', 'Matthews', 'Concert', 'Live (Composer)', 'Live! (Musical Album)', 'amber heard twitter', 'amber heard biography', 'amber heard tumblr', 'amber heard wallpaper hd', 'amber heard desktop wallpaper', 'amber heard wallpaper widescreen', 'amber heard 1440x900']",22,none,Amber Heard Debuts Wedding Band at London Fashion Event (PHOTO),"Amber Heard Debuts Wedding Band at London Fashion Event Videos
Heard is now sporting a thick gold band with her vintage diamond engagement ring, and it totally fits her eclectic, hipster style.

For her beach wedding, the 28-year-old, wore a traditional long-sleeve white gown and a floor-length veil, while Depp, 51, chose a white tuxedo jacket and black pants. And now we’re wondering if Heard’s gorgeous design was created by her pal Alice Temperley.

RELATED PHOTOS: Get all the latest on celebrity wedding style

“The weather was perfect and the beach setting was gorgeous,” a source told PEOPLE of the special day, which took place on Depp’s private island in the Bahamas, Little Hall’s Pond Cay. “The ceremony was beach casual and intimate, yet very romantic.”

What do you think of her wedding band? Do you like the mixed-metal look? Share your thoughts below.",PT1M45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,56,0,0,,https://i.ytimg.com/vi/AgndckYZ2eI/maxresdefault.jpg,1280.0,720.0,,,,
