kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultAudioLanguage,contentDetails.contentRating.ytRating,snippet.defaultLanguage
youtube#video,q63dBLGm1QhhHViKJ9oYkHE9z3U,HFTkvKkn4n8,2019-05-03T18:03:39Z,UCXizYPUGL2U1KtOx0YW3EiA,🔴FIT FRESH AND FANTASTIC EPISODE 1 LIVE WITH AMBER GOT THE JUICE,"Fit Fresh and Fantastic
Live Interview show on health wellness fitness and freshness.
We have Yogis, Personal Trainers, Business Owners Doctors in the Fitness and Health Industries.
#AmberGotTheJuice #FitFreshAndFantastic
Subscribe and Hit the 🛎 for all Notifications and Live Shows
https://www.youtube.com/c/JalikTheLeader

Smash the Like Button and Share Your Thoughts

JalikTheLeader@gmail.com
Jalik TheLeader on all Social Media

Check out Ambers Story and Business:
https://ambergotthejuice.com/

Juicing helped to change my life….literally!  I am excited to share my journey of living a healthier life style with you.  I hope that by sharing my story, I can encourage you to become healthy with the ultimate goal of improving your quality of life. For years I struggled with defining Gods purpose for my life.  I knew that I enjoyed helping people, however I realized that I needed to narrow my focus, so I did a little soul searching to figure out the best way I could serve others.  My answer didn’t come quick, and needless to say I had no idea that I was about to embark on a journey that would shake me at my core. 

 More about that later….. 

 

I started juicing and creating smoothie recipes in 2013. Just for fun. I did this almost every day in my kitchen.  After about a year, I slowly got pulled away from my juicing ritual due to increasing demands from my job and a hectic work schedule.  I stopped juicing for almost a year.  I just could never find the time- 

 

In 2015, I starting having joint pains throughout my body, but I thought that it was due to me being tired, and that I just needed to stretch.  I also noticed that I was sleepy ALL THE TIME…even after getting 8 hours of sleep.  My pain increased and became so severe that it hurt for me to walk, sit, get up, flush the toilet, bathe, drive, open doors and get dressed.  Basically…every joint in my body hurt. 

 

After a year of going to several specialist including 3 different Rheumatologist, I finally got my diagnosis…rheumatoid arthritis. As you can imagine, to get this diagnosis at 26 years old, I was devastated.  I couldn’t understand how and why I developed this disease when there was no known history of it in my family.  

 

I was literally unhappy for months… but I didn’t stay there.  It was time to put ME first. I decided that I would fight. 

 

 I was determined to beat this disease, even though I was told that there was not a cure.  I started doing my research, and was amazed to learn about the link between diet and certain diseases. 

Then it suddenly came to me…..JUICING!!! So the BEAST reminded me of the BEAUTY of juicing. 

 

I am excited to report that my health has made a dramatic turnaround since I started back juicing and modifying my diet.   I am well on the way to putting my RA into remission—I no longer have joint pain. I am also proud to say that I found a passion…so let me help you discover your “healthier self” by trying out my delicious juices and smoothies. I am so thankful for all of your support and positive feedback.",https://i.ytimg.com/vi/HFTkvKkn4n8/default.jpg,120,90,https://i.ytimg.com/vi/HFTkvKkn4n8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HFTkvKkn4n8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/HFTkvKkn4n8/sddefault.jpg,640.0,480.0,Jalik TheLeader,"['JalikTheLeader', 'African', 'American', 'Open Minded', 'Gemini Dude', 'Students Of The Game', 'african', 'american', 'gemini dude', 'golds gym', 'health', 'hiit', 'jaliktheleader', 'lafitness', 'myths', 'open minded', 'planetfitness', 'snapfitness', 'spiritual', 'students of the game', 'vegan', 'weightlifting', 'wellness', 'why is that', 'wonder', 'yoga', 'juicing', 'juicer', 'black owned business', 'black business', 'health business', '#hangoutsonair', 'Hangouts On Air', '#hoa']",22,none,🔴FIT FRESH AND FANTASTIC EPISODE 1 LIVE WITH AMBER GOT THE JUICE,"Fit Fresh and Fantastic
Live Interview show on health wellness fitness and freshness.
We have Yogis, Personal Trainers, Business Owners Doctors in the Fitness and Health Industries.
#AmberGotTheJuice #FitFreshAndFantastic
Subscribe and Hit the 🛎 for all Notifications and Live Shows
https://www.youtube.com/c/JalikTheLeader

Smash the Like Button and Share Your Thoughts

JalikTheLeader@gmail.com
Jalik TheLeader on all Social Media

Check out Ambers Story and Business:
https://ambergotthejuice.com/

Juicing helped to change my life….literally!  I am excited to share my journey of living a healthier life style with you.  I hope that by sharing my story, I can encourage you to become healthy with the ultimate goal of improving your quality of life. For years I struggled with defining Gods purpose for my life.  I knew that I enjoyed helping people, however I realized that I needed to narrow my focus, so I did a little soul searching to figure out the best way I could serve others.  My answer didn’t come quick, and needless to say I had no idea that I was about to embark on a journey that would shake me at my core. 

 More about that later….. 

 

I started juicing and creating smoothie recipes in 2013. Just for fun. I did this almost every day in my kitchen.  After about a year, I slowly got pulled away from my juicing ritual due to increasing demands from my job and a hectic work schedule.  I stopped juicing for almost a year.  I just could never find the time- 

 

In 2015, I starting having joint pains throughout my body, but I thought that it was due to me being tired, and that I just needed to stretch.  I also noticed that I was sleepy ALL THE TIME…even after getting 8 hours of sleep.  My pain increased and became so severe that it hurt for me to walk, sit, get up, flush the toilet, bathe, drive, open doors and get dressed.  Basically…every joint in my body hurt. 

 

After a year of going to several specialist including 3 different Rheumatologist, I finally got my diagnosis…rheumatoid arthritis. As you can imagine, to get this diagnosis at 26 years old, I was devastated.  I couldn’t understand how and why I developed this disease when there was no known history of it in my family.  

 

I was literally unhappy for months… but I didn’t stay there.  It was time to put ME first. I decided that I would fight. 

 

 I was determined to beat this disease, even though I was told that there was not a cure.  I started doing my research, and was amazed to learn about the link between diet and certain diseases. 

Then it suddenly came to me…..JUICING!!! So the BEAST reminded me of the BEAUTY of juicing. 

 

I am excited to report that my health has made a dramatic turnaround since I started back juicing and modifying my diet.   I am well on the way to putting my RA into remission—I no longer have joint pain. I am also proud to say that I found a passion…so let me help you discover your “healthier self” by trying out my delicious juices and smoothies. I am so thankful for all of your support and positive feedback.",PT55M21S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,79,8,0,4,https://i.ytimg.com/vi/HFTkvKkn4n8/maxresdefault.jpg,1280.0,720.0,en,,
youtube#video,FftfC3oBaJekkyI-sUArPuncop0,HHUK38I3vW8,2016-05-05T21:27:52Z,UCdFlXPpXaptk8zfyfWX_iwg,Amber Heard sobre seus cachorros na Austrália (LEGENDADO PT/BR),"Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/


All rights go to ET",https://i.ytimg.com/vi/HHUK38I3vW8/default.jpg,120,90,https://i.ytimg.com/vi/HHUK38I3vW8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HHUK38I3vW8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/HHUK38I3vW8/sddefault.jpg,640.0,480.0,Amber Heard Brasil,"['amber heard', 'amber heard legendado', 'amber heard brasil', 'amber heard tradução', 'johnny depp', 'johnny depp brasil', 'johnny depp legendado', 'liga da justiça', 'liga da justiça legendado', 'justice league', 'amber heard justice league', 'aquaman', 'amber heard aquaman']",22,none,Amber Heard sobre seus cachorros na Austrália (LEGENDADO PT/BR),"Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/


All rights go to ET",PT1M19S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,551,8,0,0,,,,,,
youtube#video,Dh5TYWxbK4fbg09PLoepTfVDbgM,IWqMOXBH6Iw,2022-01-01T07:22:42Z,UCw8RdovCeoHcGCqpg9o3ywQ,Fate/Grand Order part 1267: [LIVE] Servant showcase w/ @Misaki Nobunaga Ch. Amber Glow,"Time for the annual look at my Servant collection! This time I'm doing it live, and I've brought along a special guest; VTuber and good friend Misaki Nobunaga!

Misaki's channel: https://www.youtube.com/c/MisakiNobunagaChAmberGlow

Full game playthrough: https://www.youtube.com/playlist?list=PLBC8w17FA1cv9oe63cGhYEhlaqyQxAl6v
Individual playlists by Singularity/event: https://www.youtube.com/user/pokedude9OO/playlists?view=50&sort=dd&shelf_id=6

Patreon: https://www.patreon.com/pokedude900
Ko-fi: https://ko-fi.com/pokedude900",https://i.ytimg.com/vi/IWqMOXBH6Iw/default.jpg,120,90,https://i.ytimg.com/vi/IWqMOXBH6Iw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IWqMOXBH6Iw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/IWqMOXBH6Iw/sddefault.jpg,640.0,480.0,pokedude900,"['pokedude900', 'English', 'HD', 'walkthrough', '1080p', '60FPS', 'no commentary', 'anime', 'Android', 'Space Ishtar', 'Saber Lily', 'Kingprotea', 'Kama', 'Astolfo']",20,none,Fate/Grand Order part 1267: [LIVE] Servant showcase w/ @Misaki Nobunaga Ch. Amber Glow,"Time for the annual look at my Servant collection! This time I'm doing it live, and I've brought along a special guest; VTuber and good friend Misaki Nobunaga!

Misaki's channel: https://www.youtube.com/c/MisakiNobunagaChAmberGlow

Full game playthrough: https://www.youtube.com/playlist?list=PLBC8w17FA1cv9oe63cGhYEhlaqyQxAl6v
Individual playlists by Singularity/event: https://www.youtube.com/user/pokedude9OO/playlists?view=50&sort=dd&shelf_id=6

Patreon: https://www.patreon.com/pokedude900
Ko-fi: https://ko-fi.com/pokedude900",PT2H10M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,319,22,0,5,https://i.ytimg.com/vi/IWqMOXBH6Iw/maxresdefault.jpg,1280.0,720.0,en,,
youtube#video,en3bb2gXMMDVn9RK7mICjmEkD7A,J6nfTaGl5L0,2015-11-16T12:43:02Z,UCh0pVkO1MNTb-ZfSLVx3c_g,Tierschmuggel: Amber Heard schwänzt Gerichtstermin,Schauspielerin Amber Heard steht aktuell mit der australischen Justiz auf Kriegsfuß. Wegen Hunde-Schmuggel muss sich die 29-Jährige vor Gericht verantworten. Im schlimmsten Fall drohen ihr sogar mehrere Jahre Haft.,https://i.ytimg.com/vi/J6nfTaGl5L0/default.jpg,120,90,https://i.ytimg.com/vi/J6nfTaGl5L0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/J6nfTaGl5L0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/J6nfTaGl5L0/sddefault.jpg,640.0,480.0,Zoomin.TV Deutschland,"['Amber Heard', 'Hunde', 'Johnny Depp', 'Schauspielerin', 'Schmuggel']",24,none,Tierschmuggel: Amber Heard schwänzt Gerichtstermin,Schauspielerin Amber Heard steht aktuell mit der australischen Justiz auf Kriegsfuß. Wegen Hunde-Schmuggel muss sich die 29-Jährige vor Gericht verantworten. Im schlimmsten Fall drohen ihr sogar mehrere Jahre Haft.,PT58S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,327,1,0,0,,,,,,
youtube#video,JRkEGMomZllDXh5yTn21yDQxYok,joEEIE8iExQ,2015-09-26T00:03:45Z,UCbp3fkS6cxI1aekmIPIDCGg,Amber Heard e Johnny Depp deixando o Copacabana Palace (Parte 1),"http://amberheardbrasil.com/

Créditos: @paulachaves_",https://i.ytimg.com/vi/joEEIE8iExQ/default.jpg,120,90,https://i.ytimg.com/vi/joEEIE8iExQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/joEEIE8iExQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/joEEIE8iExQ/sddefault.jpg,640.0,480.0,Amber Heard,"['amber heard', 'johnny depp', 'amber heard and johnny depp', 'amber heard brasil', 'amber heard brazil', 'johnny depp brasil', 'johnny depp brazil']",22,none,Amber Heard e Johnny Depp deixando o Copacabana Palace (Parte 1),"http://amberheardbrasil.com/

Créditos: @paulachaves_",PT38S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,585,4,0,2,,,,,,
youtube#video,HEqDTcUpbR0OV00qjYx58IZUiFg,KaY2XwaatwA,2015-11-16T20:13:06Z,UCKH2IOvU0H52Zw9o3Qx6snw,AMBER HEARD İSYAN ETTİ,"Güzel yıldızın Barbie isyanı! Johnny Depp’in aklını başından alan kadın Amber Heard sarışınlığı ve çekiciliği yüzünden Barbie bebek gibi algılanmaktan çok sıkıldığını söyledi. 29 yaşındaki Heard, Elle dergisine verdiği röportajda “Devamlı dış görüntümle savaşıyormuşum gibi hissediyorum” dedi. Nadir ve hayli değerli bir kitap koleksiyonuna sahip olan Heard “Kitap kokusuna aşığım” diyor. Amber Heard, 2011’de The Rum Diary filmindeki rol arkadaşı Johnny Depp’le (52) geçen Şubat ayında evlendi. Ünlü aktör Heard için 2 çocuğunun annesi Vanessa Paradis’le 14 yıllık ilişkisini bitirdi.",https://i.ytimg.com/vi/KaY2XwaatwA/default.jpg,120,90,https://i.ytimg.com/vi/KaY2XwaatwA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KaY2XwaatwA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/KaY2XwaatwA/sddefault.jpg,640.0,480.0,Uğur Hazlam,['Amber Heard'],1,none,AMBER HEARD İSYAN ETTİ,"Güzel yıldızın Barbie isyanı! Johnny Depp’in aklını başından alan kadın Amber Heard sarışınlığı ve çekiciliği yüzünden Barbie bebek gibi algılanmaktan çok sıkıldığını söyledi. 29 yaşındaki Heard, Elle dergisine verdiği röportajda “Devamlı dış görüntümle savaşıyormuşum gibi hissediyorum” dedi. Nadir ve hayli değerli bir kitap koleksiyonuna sahip olan Heard “Kitap kokusuna aşığım” diyor. Amber Heard, 2011’de The Rum Diary filmindeki rol arkadaşı Johnny Depp’le (52) geçen Şubat ayında evlendi. Ünlü aktör Heard için 2 çocuğunun annesi Vanessa Paradis’le 14 yıllık ilişkisini bitirdi.",PT3M31S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,30,0,0,0,https://i.ytimg.com/vi/KaY2XwaatwA/maxresdefault.jpg,1280.0,720.0,,ytAgeRestricted,
youtube#video,bbQAIbaI9u3kLXmp9s2XZnRmX7o,kiaeLWoIp9E,2015-09-25T22:45:18Z,UCbp3fkS6cxI1aekmIPIDCGg,Amber Heard assistindo o show da Hollywood Vampires no Rock In Rio (2015),http://amberheardbrasil.com/,https://i.ytimg.com/vi/kiaeLWoIp9E/default.jpg,120,90,https://i.ytimg.com/vi/kiaeLWoIp9E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kiaeLWoIp9E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/kiaeLWoIp9E/sddefault.jpg,640.0,480.0,Amber Heard,"['amber heard', 'johnny depp', 'amber heard johnny depp', 'amber heard and johnny depp', 'amber heard brasil', 'johnny depp brasil', 'johnny depp brazil', 'johnny depp rock in rio', 'hollywood vampires rock in rio', 'hollywood vampires', 'amber heard brazil']",22,none,Amber Heard assistindo o show da Hollywood Vampires no Rock In Rio (2015),http://amberheardbrasil.com/,PT27S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,1855,12,0,2,,,,,,
youtube#video,3VJ_MT1XjMOxMrw4dj0QgGbOQ8g,kIKD1LkEcho,2021-10-25T05:00:10Z,UCgqIL_GMd39m60rh-fEUjLg,Majalah FHM For Him Magazine No. 076 Desember 2009 Amber Heard,"Aplikasi Penghasil Uang dan Penambang BITCOIN GRATIS : https://bit.ly/Cloud-Crypto-Mining
Pakai Promocode ini Untuk Mendapat Saldo 3 USDT Gratis: BNS90207043

Aplikasi Penghasil Uang BITCOIN GRATIS  : https://bit.ly/Crypto-Mining-Link
Aplikasi Penghasil Uang BNC Bank Online Bagi-bagi Duit GRATIS : https://bit.ly/BNC-Duit-Gratis

Please Subscribe, Like and Share.

Visit Jophelyn Shop: https://bit.ly/3quDAIU
Mainan Anak: https://bit.ly/3x1jEjk
Buku: https://bit.ly/3vWDBXu
Majalah: https://bit.ly/3dgMapv
Komik: https://bit.ly/3heWdN8
Elektronik: https://bit.ly/3wZBWSh
Masker: https://bit.ly/3gXAQkv
Buku Humor: https://bit.ly/3qAJAQI
Komik Petruk Gareng: https://bit.ly/3jh6Sth
Komik Bahasa Jepang: https://bit.ly/3gZB1f7
Komik Bahasa Inggris: https://bit.ly/3w4Y904
Komik NUBE: https://bit.ly/3A4To9J
Majalah Film: https://bit.ly/35Uqtrc
Majalah Popular: https://bit.ly/2U5gU62
Majalah Maxim: https://bit.ly/3gVyT84
Majalah FHM: https://bit.ly/3h79YNM
Majalah Matra: https://bit.ly/3A1zY5L
Majalah Playboy: https://bit.ly/3dfuIS4
Majalah ME Male Emporium: https://bit.ly/3h9kALZ
Majalah Liberty: https://bit.ly/3x30yts
Majalah FIT: https://bit.ly/3xZoXQm
Majalah Cosmopolitan: https://bit.ly/3h00dSK
Majalah Si Kancil: https://bit.ly/3gW2sGl
Majalah Humor: https://bit.ly/2UFJdZc
Majalah Senang: https://bit.ly/35UrYpk
Majalah OKE Magazine: https://bit.ly/3gXBwq3",https://i.ytimg.com/vi/kIKD1LkEcho/default.jpg,120,90,https://i.ytimg.com/vi/kIKD1LkEcho/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kIKD1LkEcho/hqdefault.jpg,480,360,https://i.ytimg.com/vi/kIKD1LkEcho/sddefault.jpg,640.0,480.0,Flippin Pages,"['malfin shayna', 'majalah popular', 'taffana dewi', 'sarah azhari', 'fhm', 'indah kalalo', 'malvin shayna', 'kelly brook', 'pamela anderson', 'chandra louise', 'ayu azhari', 'paramitha rusady', 'meriam bellina', 'kiki amalia', 'rahma azhari', 'gladys suwandhi', 'andi soraya', 'brooke burke', 'komik petruk gareng', 'lela anggraini', 'anita hara', 'cut keke', 'tamara bleszynski', 'ayu yohana', 'donna harun', 'fujiko f fujio', 'shinta bachir', 'nike ardila', 'akira toriyama', 'maxim', 'male emporium', 'senang', 'doraemon', 'dragon ball']",24,none,Majalah FHM For Him Magazine No. 076 Desember 2009 Amber Heard,"Aplikasi Penghasil Uang dan Penambang BITCOIN GRATIS : https://bit.ly/Cloud-Crypto-Mining
Pakai Promocode ini Untuk Mendapat Saldo 3 USDT Gratis: BNS90207043

Aplikasi Penghasil Uang BITCOIN GRATIS  : https://bit.ly/Crypto-Mining-Link
Aplikasi Penghasil Uang BNC Bank Online Bagi-bagi Duit GRATIS : https://bit.ly/BNC-Duit-Gratis

Please Subscribe, Like and Share.

Visit Jophelyn Shop: https://bit.ly/3quDAIU
Mainan Anak: https://bit.ly/3x1jEjk
Buku: https://bit.ly/3vWDBXu
Majalah: https://bit.ly/3dgMapv
Komik: https://bit.ly/3heWdN8
Elektronik: https://bit.ly/3wZBWSh
Masker: https://bit.ly/3gXAQkv
Buku Humor: https://bit.ly/3qAJAQI
Komik Petruk Gareng: https://bit.ly/3jh6Sth
Komik Bahasa Jepang: https://bit.ly/3gZB1f7
Komik Bahasa Inggris: https://bit.ly/3w4Y904
Komik NUBE: https://bit.ly/3A4To9J
Majalah Film: https://bit.ly/35Uqtrc
Majalah Popular: https://bit.ly/2U5gU62
Majalah Maxim: https://bit.ly/3gVyT84
Majalah FHM: https://bit.ly/3h79YNM
Majalah Matra: https://bit.ly/3A1zY5L
Majalah Playboy: https://bit.ly/3dfuIS4
Majalah ME Male Emporium: https://bit.ly/3h9kALZ
Majalah Liberty: https://bit.ly/3x30yts
Majalah FIT: https://bit.ly/3xZoXQm
Majalah Cosmopolitan: https://bit.ly/3h00dSK
Majalah Si Kancil: https://bit.ly/3gW2sGl
Majalah Humor: https://bit.ly/2UFJdZc
Majalah Senang: https://bit.ly/35UrYpk
Majalah OKE Magazine: https://bit.ly/3gXBwq3",PT8M39S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,167,3,0,2,,,,en-US,,
youtube#video,jsLH6BcWpLyCVLeJ5z0qmbnXjN4,l58dvxZxCCo,2021-03-16T05:25:54Z,UCsC-fRzzT46fWXwxu-1NjQw,TUNDRA PRO | RIGID AMBER COVER FOR MY CALI RAISED DITCH LIGHTS,"Rigid amber cover for my Cali raised ditch lights. They fit very tight, drill down the round dimples and it clamp right on.  The best thing is you can take them off and switch between colors if needed. At the end of the video you see how it looks like.

sorry if I repeated myself a lot and the seat beeping at the end.

Link for the covers
https://www.amazon.com/dp/B01LT0CEIU?ref=ppx_pop_mob_ap_share",https://i.ytimg.com/vi/l58dvxZxCCo/default.jpg,120,90,https://i.ytimg.com/vi/l58dvxZxCCo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/l58dvxZxCCo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/l58dvxZxCCo/sddefault.jpg,640.0,480.0,Sin,"['2020 tundra pro', 'Tundra pro', 'toyota tundra pro', 'Toyota tundra', 'Cali raised led ditch lights', 'Cali raised off road', 'Ditch light', 'sider shooters', 'Flood lights', 'Rigid', 'Rigid amber cover', 'Amber ditch lights', 'Army Green tundra', 'Rigid Ditch light', 'Rigid flood lights']",2,none,TUNDRA PRO | RIGID AMBER COVER FOR MY CALI RAISED DITCH LIGHTS,"Rigid amber cover for my Cali raised ditch lights. They fit very tight, drill down the round dimples and it clamp right on.  The best thing is you can take them off and switch between colors if needed. At the end of the video you see how it looks like.

sorry if I repeated myself a lot and the seat beeping at the end.

Link for the covers
https://www.amazon.com/dp/B01LT0CEIU?ref=ppx_pop_mob_ap_share",PT5M55S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3046,53,0,18,https://i.ytimg.com/vi/l58dvxZxCCo/maxresdefault.jpg,1280.0,720.0,en-US,,
youtube#video,PPM770dHth3pdmwXG4piVsI_qH4,LThEsWdz3Dg,2021-01-26T09:44:13Z,UC83Ztr_p74LpwOSb178dYMg,Amber Gill flaunts fit figure as she completes Instagram workout,"Love Island's Amber Gill shows off her toned abs in a busty neon yellow crop top as she works out at home after one stone weight loss
Amber Gill flaunts her fit figure as she completes a tough workout on Instagram. The reality star, who appeared on the 2019 instalment of Love Island, is seen completely a series of exercises to tone the glutes,...",https://i.ytimg.com/vi/LThEsWdz3Dg/default.jpg,120,90,https://i.ytimg.com/vi/LThEsWdz3Dg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LThEsWdz3Dg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/LThEsWdz3Dg/sddefault.jpg,640.0,480.0,hott celebrities,"['Xxx', 'porn', 'naked', 'nude', 'hot', 'sex', 'sexy videos', 'videos', 'hot celibrities', 'Amber Gill flaunts fit figure as she completes Instagram workout', 'Amber', 'Gill', 'Amber Gill', 'flaunts', 'Amber Gill flaunts', 'fit', 'figure', 'completes', 'Instagram', 'Instagram workout', 'busty', 'Love Island']",22,none,Amber Gill flaunts fit figure as she completes Instagram workout,"Love Island's Amber Gill shows off her toned abs in a busty neon yellow crop top as she works out at home after one stone weight loss
Amber Gill flaunts her fit figure as she completes a tough workout on Instagram. The reality star, who appeared on the 2019 instalment of Love Island, is seen completely a series of exercises to tone the glutes,...",PT28S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,111,0,0,0,,,,ase,,
youtube#video,7Ur3SX6xly5HIZs4QS6Nw0quuvk,mL6Ry2Dlb7M,2017-12-25T22:31:55Z,UCMWH34-iB6pfkTGeIStAZkg,Amber Heard Update,"In the video posted by TMZ, you can see Heard trying to conceal the fact that she's recording who is alleged to be Depp as he appears to be a drunken fit. He can be heard yelling profanities in the beginning of the video, and Heard tries to calm him down by asking what's wrong. At the end of the video, he tops of a huge glass of wine before he notices Heard is recording him and swipes to grab her phone.Subscribe to our New Complex Channel:  to Complex for More:  out more of Complex here: is a community of creators and curators, armed with the Internet, committed to surfacing and sharing the voices and conversations that define our new America. Our videos exemplify convergence culture, exploring topics that include music, sneakers, style, sports and pop culture through original shows and Complex News segments. Featuring your favorite celebrities, authoritative commentary, and a unique voice, our videos make culture pop.",https://i.ytimg.com/vi/mL6Ry2Dlb7M/default.jpg,120,90,https://i.ytimg.com/vi/mL6Ry2Dlb7M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mL6Ry2Dlb7M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/mL6Ry2Dlb7M/sddefault.jpg,640.0,480.0,Weekly Trending,"['amber heard update', 'johnny depp tattoo', 'complex media', 'news', 'current affairs', 'tmz', 'tell someone safe', 'hollywood news', 'edgy', 'complex magazine', 'entertainment news', 'tmz news']",22,none,Amber Heard Update,"In the video posted by TMZ, you can see Heard trying to conceal the fact that she's recording who is alleged to be Depp as he appears to be a drunken fit. He can be heard yelling profanities in the beginning of the video, and Heard tries to calm him down by asking what's wrong. At the end of the video, he tops of a huge glass of wine before he notices Heard is recording him and swipes to grab her phone.Subscribe to our New Complex Channel:  to Complex for More:  out more of Complex here: is a community of creators and curators, armed with the Internet, committed to surfacing and sharing the voices and conversations that define our new America. Our videos exemplify convergence culture, exploring topics that include music, sneakers, style, sports and pop culture through original shows and Complex News segments. Featuring your favorite celebrities, authoritative commentary, and a unique voice, our videos make culture pop.",PT1M29S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1,0,0,0,,,,,,
youtube#video,VyDtKB4sGpg647nHF56YHwT19zE,NbmiIuXOMoI,2021-04-26T15:16:08Z,UCN0ie1TZA8DHLgWThFCEl9Q,Love Island’s Amber Gill shares week one of her 'six-week blast fitness' workout routine,"Amber went from a size 12 back to her pre-lockdown size-eight figure in six weeks, losing 17lb.

She launched her Six-Week Blast fitness and meal-plan programme in January with help from Jon and TV dietician and nutritionist Jo Travers.

Read more here: 
Love Island’s Amber Gill says she got her dream body in just six weeks – and now YOU can too
https://www.thesun.co.uk/fabulous/14760418/amber-gill-dream-body-workout/

► Subscribe to never miss an upload: http://bit.ly/2FufgBS

► READ at Fabulous: https://www.thesun.co.uk/fabulous/
► LIKE us on Facebook: https://www.facebook.com/Fabulous
► FOLLOW us on Twitter: https://twitter.com/Fabulousmag
► On INSTAGRAM: https://www.instagram.com/fabulousmag/",https://i.ytimg.com/vi/NbmiIuXOMoI/default.jpg,120,90,https://i.ytimg.com/vi/NbmiIuXOMoI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/NbmiIuXOMoI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/NbmiIuXOMoI/sddefault.jpg,640.0,480.0,Fabulous Magazine,"['fashion', 'celebrity', 'beauty', 'fabulous', 'magazine', 'hacks', 'lifestyle', 'love', 'relationships', 'Amber Gill', 'fitness', 'Amber Gill Love Island', 'workout', 'lockdown lbs', 'lockdown UK']",22,none,Love Island’s Amber Gill shares week one of her 'six-week blast fitness' workout routine,"Amber went from a size 12 back to her pre-lockdown size-eight figure in six weeks, losing 17lb.

She launched her Six-Week Blast fitness and meal-plan programme in January with help from Jon and TV dietician and nutritionist Jo Travers.

Read more here: 
Love Island’s Amber Gill says she got her dream body in just six weeks – and now YOU can too
https://www.thesun.co.uk/fabulous/14760418/amber-gill-dream-body-workout/

► Subscribe to never miss an upload: http://bit.ly/2FufgBS

► READ at Fabulous: https://www.thesun.co.uk/fabulous/
► LIKE us on Facebook: https://www.facebook.com/Fabulous
► FOLLOW us on Twitter: https://twitter.com/Fabulousmag
► On INSTAGRAM: https://www.instagram.com/fabulousmag/",PT20M8S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2340,40,0,1,https://i.ytimg.com/vi/NbmiIuXOMoI/maxresdefault.jpg,1280.0,720.0,en-GB,,en-GB
