kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage
youtube#video,ZPFQbrfr-EI9CkGCuzSR7e0Acn4,1JUlEVAgpHQ,2020-09-09T15:00:10Z,UC4ltvXoxGZobqqduv9iXOWg,Media still simping for Amber! Depp to be in MARVEL universe?! Corsair set for Captain Marvel 2?!,"Amber Heard is still getting a lot of Media friends to support her. Newspapers are dumping for her and still trying to prove Johnny Depp is guilty. 

Johnny Depp to be in Captain Marvel 2?! 

Hello and welcome to Come Geek Some! For all things Geek, like and subscribe to the channel! 

If you would like to support the channel and help us grow! 
Donations: https://streamlabs.com/comegeeksome

I'm an avid Adobe Premiere Pro user and have been for quite some time! I would recommend the software to anyone (IF they have the spare money a month)

PS4 player with PC gameplay now and again. Still NOT used to PC gaming!

Interact with us on Twitter! https://twitter.com/ComeGeekSome1
Twitch: https://www.twitch.tv/geeksomegaming

#JohnnyDepp  #AmberHeard",https://i.ytimg.com/vi/1JUlEVAgpHQ/default.jpg,120,90,https://i.ytimg.com/vi/1JUlEVAgpHQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1JUlEVAgpHQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1JUlEVAgpHQ/sddefault.jpg,640,480,https://i.ytimg.com/vi/1JUlEVAgpHQ/maxresdefault.jpg,1280.0,720.0,Come Geek Some,"['Come Geek Some', '2020', 'awesome', 'Amber Heard', 'Depp', 'Heard', 'Aquaman', 'Aquaman 2', 'io', 'elon musk', 'amber heard', 'amber', 'heard', 'johnny', 'depp', 'johnny depp', 'justiceforjohnnydepp', 'justiceforjohnny', 'amber heard johnny depp', 'amber heard aquaman', 'amber heard vs johnny depp', 'johnny depp defamation lawsuit', 'johnny depp lawsuit', 'johnny depp sues amber heard', 'aquaman 2', 'justice for johnny depp', 'johnny depp defamation', 'video', 'Captain Marvel', 'marvel studios', 'Kevin Feige', 'Brie Larson']",24,none,en-GB,Media still simping for Amber! Depp to be in MARVEL universe?! Corsair set for Captain Marvel 2?!,"Amber Heard is still getting a lot of Media friends to support her. Newspapers are dumping for her and still trying to prove Johnny Depp is guilty. 

Johnny Depp to be in Captain Marvel 2?! 

Hello and welcome to Come Geek Some! For all things Geek, like and subscribe to the channel! 

If you would like to support the channel and help us grow! 
Donations: https://streamlabs.com/comegeeksome

I'm an avid Adobe Premiere Pro user and have been for quite some time! I would recommend the software to anyone (IF they have the spare money a month)

PS4 player with PC gameplay now and again. Still NOT used to PC gaming!

Interact with us on Twitter! https://twitter.com/ComeGeekSome1
Twitch: https://www.twitch.tv/geeksomegaming

#JohnnyDepp  #AmberHeard",PT11M55S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2681,211,0,54,
youtube#video,7E1X8BkJGMIGaiOZzH5PAMxT_rM,2Gg9yna2_Ug,2020-11-21T08:31:02Z,UCCN0Tk70RAKwhlDLnXZazVQ,Johnny Depp || Is His Career Over?,"Johnny Depp is breaking his silence after the massive loss in his domestic violence defamation case involving Amber Heard and says he has been dropped from 'Fantastic Beasts' as a result of the shocking decision.


Let me know what you think of this video in the comments.
Like and subscribe to my channel for more videos.

#TeamJohnny #JOHNNYDEPP",https://i.ytimg.com/vi/2Gg9yna2_Ug/default.jpg,120,90,https://i.ytimg.com/vi/2Gg9yna2_Ug/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2Gg9yna2_Ug/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2Gg9yna2_Ug/sddefault.jpg,640,480,https://i.ytimg.com/vi/2Gg9yna2_Ug/maxresdefault.jpg,1280.0,720.0,Ralu's World,"['johnny depp', 'assault', 'abuse', 'amber heard', 'violent', 'fake', 'lies', 'feminist', 'physically abusive', 'career', 'career over', 'johnny depp career', 'celebrities', 'johnny depp and amber heard', 'pirates of Caribbean', 'beating', 'trending now', 'trending', 'teamjohnny', 'team johnny', 'team johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'justice for johnny depp']",22,none,,Johnny Depp || Is His Career Over?,"Johnny Depp is breaking his silence after the massive loss in his domestic violence defamation case involving Amber Heard and says he has been dropped from 'Fantastic Beasts' as a result of the shocking decision.


Let me know what you think of this video in the comments.
Like and subscribe to my channel for more videos.

#TeamJohnny #JOHNNYDEPP",PT17M17S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,133,4,0,0,
youtube#video,1P4klZ0BlZZCfl9ioZtE5BgSPLg,36DOqN5Lo9c,2020-11-09T23:53:07Z,UC9sUu_4cPFTMFgTQTKX1WiA,Jonny Depp Meets Fans In Person,Why is Warner Bros. like this? There should be justice instead of WB simping over amber,https://i.ytimg.com/vi/36DOqN5Lo9c/default.jpg,120,90,https://i.ytimg.com/vi/36DOqN5Lo9c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/36DOqN5Lo9c/hqdefault.jpg,480,360,https://i.ytimg.com/vi/36DOqN5Lo9c/sddefault.jpg,640,480,,,,PTT Entertainment,,24,none,,Jonny Depp Meets Fans In Person,Why is Warner Bros. like this? There should be justice instead of WB simping over amber,PT29S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,239,9,0,7,
youtube#video,Fe-U7FQuhPFLJtcj2jZqfnCc1TY,Blb3vfRrGGk,2021-06-06T21:38:23Z,UCMadZ48_jeieJdC72WO7x4w,"(Genshin Impact Comic Dub) ""Amber's little Secret""","Please support the artist - https://twitter.com/6ho_psb98/status/1396779716040806402

Panel Editing - Bitterfly

Social 😊

Discord - https://discord.gg/RUwpa3a

Personal Twitter - https://twitter.com/blitz_crystal

Twitch - https://www.twitch.tv/crystalblitzlive

#ComicDub #Genshin #Eula

Thanks for the voice actors 💖
~~~~~~~~~~~~~~~~~~~~~

Eula - Luucarii
https://twitter.com/luucariii

Amber - https://www.twitch.tv/littlemoonymoon

Male NPC - https://twitter.com/JeffWheelerVA

Female NPC - https://mobile.twitter.com/TungOxyNitro",https://i.ytimg.com/vi/Blb3vfRrGGk/default.jpg,120,90,https://i.ytimg.com/vi/Blb3vfRrGGk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Blb3vfRrGGk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Blb3vfRrGGk/sddefault.jpg,640,480,https://i.ytimg.com/vi/Blb3vfRrGGk/maxresdefault.jpg,1280.0,720.0,Crystal Blitz,"['Genshin', 'Genshin Impact Comic Dub', 'Comic', 'Comic Dub', 'Animated', 'Animatioon', 'Eula', 'Amber']",20,none,,"(Genshin Impact Comic Dub) ""Amber's little Secret""","Please support the artist - https://twitter.com/6ho_psb98/status/1396779716040806402

Panel Editing - Bitterfly

Social 😊

Discord - https://discord.gg/RUwpa3a

Personal Twitter - https://twitter.com/blitz_crystal

Twitch - https://www.twitch.tv/crystalblitzlive

#ComicDub #Genshin #Eula

Thanks for the voice actors 💖
~~~~~~~~~~~~~~~~~~~~~

Eula - Luucarii
https://twitter.com/luucariii

Amber - https://www.twitch.tv/littlemoonymoon

Male NPC - https://twitter.com/JeffWheelerVA

Female NPC - https://mobile.twitter.com/TungOxyNitro",PT59S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1222831,59442,0,1860,en-US
youtube#video,oPa3f4SbVLhofcbUduy3aYWQSjg,CukV_GDTK0I,2021-06-05T14:00:09Z,UC7UR74QDplHNne0uGAaSfBg,Amberlynn's messiest live stream in A WHILE,"Follow willodavis on Twitch to be a part of the live! 
TWITCH: https://twitch.tv/willodavis/

2nd Channel: https://www.youtube.com/willodavisgames

* Follow me on Instagram and Twitter! @WiLLoDavisRocks *

AMAZON AFFILIATE LINKS: (paid links)
Webcam I use: (Logitech c920) https://amzn.to/3nfYtG5
Nintendo Switch Carry Case: https://amzn.to/2Sw7MU5
My gaming computer monitor: https://amzn.to/2F6fmle
Vegan Omega 3: https://amzn.to/3cZpGb8
Animal Crossing New Horizons: https://amzn.to/3ljXClB
(as an amazon associate, I earn from qualifying purchases)

MERCH: https://teespring.com/stores/willodavis
~~~~~~~
amberlynn,reid,alr,amber,stream,family,brothers,brother,becky,drama,willo davis,live,youtube,twitch,willodavis,willow,willow davis,pancakes,waffles,react,reaction,reacting,haters,haydurs,member,membership,foodie beauty,chantal,gorl,twinkie,star,eric,rickie,ricky,rickey,rick,deanna,stream queens,vegan",https://i.ytimg.com/vi/CukV_GDTK0I/default.jpg,120,90,https://i.ytimg.com/vi/CukV_GDTK0I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CukV_GDTK0I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/CukV_GDTK0I/sddefault.jpg,640,480,https://i.ytimg.com/vi/CukV_GDTK0I/maxresdefault.jpg,1280.0,720.0,WiLLo Davis,"['amberlynn', 'reid', 'alr', 'amber', 'stream', 'family', 'brothers', 'brother', 'becky', 'drama', 'willo davis', 'live', 'youtube', 'twitch', 'willodavis', 'willow', 'willow davis', 'pancakes', 'waffles', 'react', 'reaction', 'reacting', 'haters', 'haydurs', 'member', 'membership', 'foodie beauty', 'chantal', 'gorl', 'twinkie', 'star', 'eric', 'rickie', 'ricky', 'rickey', 'rick', 'deanna', 'stream queens', 'vegan']",24,none,en,Amberlynn's messiest live stream in A WHILE,"Follow willodavis on Twitch to be a part of the live! 
TWITCH: https://twitch.tv/willodavis/

2nd Channel: https://www.youtube.com/willodavisgames

* Follow me on Instagram and Twitter! @WiLLoDavisRocks *

AMAZON AFFILIATE LINKS: (paid links)
Webcam I use: (Logitech c920) https://amzn.to/3nfYtG5
Nintendo Switch Carry Case: https://amzn.to/2Sw7MU5
My gaming computer monitor: https://amzn.to/2F6fmle
Vegan Omega 3: https://amzn.to/3cZpGb8
Animal Crossing New Horizons: https://amzn.to/3ljXClB
(as an amazon associate, I earn from qualifying purchases)

MERCH: https://teespring.com/stores/willodavis
~~~~~~~
amberlynn,reid,alr,amber,stream,family,brothers,brother,becky,drama,willo davis,live,youtube,twitch,willodavis,willow,willow davis,pancakes,waffles,react,reaction,reacting,haters,haydurs,member,membership,foodie beauty,chantal,gorl,twinkie,star,eric,rickie,ricky,rickey,rick,deanna,stream queens,vegan",PT1H51M56S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,25277,605,0,189,en
youtube#video,pB4CLMbACQs5zzGxAM7obS8rWoI,eIxNPQ7Nwos,2021-06-25T20:47:02Z,UC7UR74QDplHNne0uGAaSfBg,Amberlynn NOT FRIENDS with Dana??,"* Follow me on Instagram and Twitter! @WiLLoDavisRocks *

TWITCH: https://twitch.tv/willodavis/

AMAZON AFFILIATE LINKS: (paid links)
Webcam I use: (Logitech c920) https://amzn.to/3nfYtG5
Nintendo Switch Carry Case: https://amzn.to/2Sw7MU5
My gaming computer monitor: https://amzn.to/2F6fmle
Vegan Omega 3: https://amzn.to/3cZpGb8
Animal Crossing New Horizons: https://amzn.to/3ljXClB
(as an amazon associate, I earn from qualifying purchases)

MERCH: https://teespring.com/stores/willodavis
~~~~~~~
amberlynn reid,alr,amber,amber reid,becky,dana,destiny,live,stream,livestream,queens,queen,member,willo davis,willodavis,willow,willo,davis,mad,angry,comments,chat,messages,snap,back,rude,deanna,loneliest,boy,chatters,haydurs,responding,response,friends,not friends,broke,drama,tea,vegan",https://i.ytimg.com/vi/eIxNPQ7Nwos/default.jpg,120,90,https://i.ytimg.com/vi/eIxNPQ7Nwos/mqdefault.jpg,320,180,https://i.ytimg.com/vi/eIxNPQ7Nwos/hqdefault.jpg,480,360,https://i.ytimg.com/vi/eIxNPQ7Nwos/sddefault.jpg,640,480,https://i.ytimg.com/vi/eIxNPQ7Nwos/maxresdefault.jpg,1280.0,720.0,WiLLo Davis,"['amberlynn reid', 'alr', 'amber', 'amber reid', 'becky', 'dana', 'destiny', 'live', 'stream', 'livestream', 'queens', 'queen', 'member', 'willo davis', 'willodavis', 'willow', 'willo', 'davis', 'mad', 'angry', 'comments', 'chat', 'messages', 'snap', 'back', 'rude', 'deanna', 'loneliest', 'boy', 'chatters', 'haydurs', 'responding', 'response', 'friends', 'not friends', 'broke', 'drama', 'tea', 'vegan']",24,none,en,Amberlynn NOT FRIENDS with Dana??,"* Follow me on Instagram and Twitter! @WiLLoDavisRocks *

TWITCH: https://twitch.tv/willodavis/

AMAZON AFFILIATE LINKS: (paid links)
Webcam I use: (Logitech c920) https://amzn.to/3nfYtG5
Nintendo Switch Carry Case: https://amzn.to/2Sw7MU5
My gaming computer monitor: https://amzn.to/2F6fmle
Vegan Omega 3: https://amzn.to/3cZpGb8
Animal Crossing New Horizons: https://amzn.to/3ljXClB
(as an amazon associate, I earn from qualifying purchases)

MERCH: https://teespring.com/stores/willodavis
~~~~~~~
amberlynn reid,alr,amber,amber reid,becky,dana,destiny,live,stream,livestream,queens,queen,member,willo davis,willodavis,willow,willo,davis,mad,angry,comments,chat,messages,snap,back,rude,deanna,loneliest,boy,chatters,haydurs,responding,response,friends,not friends,broke,drama,tea,vegan",PT1H31M53S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,10677,306,0,76,en
youtube#video,_jtT2bUEPKm0zlUeRaueucxOSBg,GIQb9vYSYLg,2021-03-22T18:42:16Z,UCTkByCoP2yxj1mC8jmWMVHw,Amber x Aether (Keqing is Jealous) | Animation,"Subscribe & I make it worthwhile ^

#GenshinImpact
#AmberxAether
#amber

Credit for the assets:-
Model- Mihoyo
Motion- Meili Bright
Stage- amyamy111 
Anime reference:- Saijaku Mihai no Bahamut",https://i.ytimg.com/vi/GIQb9vYSYLg/default.jpg,120,90,https://i.ytimg.com/vi/GIQb9vYSYLg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GIQb9vYSYLg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GIQb9vYSYLg/sddefault.jpg,640,480,https://i.ytimg.com/vi/GIQb9vYSYLg/maxresdefault.jpg,1280.0,720.0,Genshin Simp,"[""amber best build & artifact's"", 'genshin impact anime', 'genshin impact Animation']",20,none,,Amber x Aether (Keqing is Jealous) | Animation,"Subscribe & I make it worthwhile ^

#GenshinImpact
#AmberxAether
#amber

Credit for the assets:-
Model- Mihoyo
Motion- Meili Bright
Stage- amyamy111 
Anime reference:- Saijaku Mihai no Bahamut",PT1M16S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,35007,1471,0,120,
youtube#video,mkU2MSPAuj9T0VUH_TDhXYeplj4,jK5Cdly_9ys,2020-11-21T01:59:56Z,UCAL3kT3Kyy2jp5v0do_CPJA,Amber Heard's Career & Johnny Depp's Next Project Tarot Reading to Spill the Tea! (Whisper ASMR),"I heard that Amber Heard and Johnny Depp are a hot topic... let's take a look at what's next in her career and what positivity is coming for Mr. Depp!
Full disclosure, I'm on #teamjohnny #justiceforjohnnydepp #cancelamberheard
in case of wasn't obvious lol
Hey in case you want to find all my socials, wishlists or merch here's my linktree:
linktr.ee/uncensoredintuition",https://i.ytimg.com/vi/jK5Cdly_9ys/default.jpg,120,90,https://i.ytimg.com/vi/jK5Cdly_9ys/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jK5Cdly_9ys/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jK5Cdly_9ys/sddefault.jpg,640,480,https://i.ytimg.com/vi/jK5Cdly_9ys/maxresdefault.jpg,1280.0,720.0,Uncensored Intuition,"['Amber Heard career', 'johnny depp career', 'johnny depp vs amber heard', 'amber heard canceled', 'justice for johnny Depp', 'cancel hollywood', 'aquaman 2', 'johnny depp 2020', 'is amber heard a narcissist', ""johnny Depp's next project"", ""what's next for johnny depp"", 'tarot', 'hollywood tarot', 'hollywood actor tarot', 'tarot reading', 'asmr', 'whisper', 'shuffling', 'uncensored intuition', 'celebrity legal battles', 'celebrity tarot reading', 'celebrity tea', 'celebrity drama', 'johnny depp appeal', 'amber heard narcissist']",24,none,en,Amber Heard's Career & Johnny Depp's Next Project Tarot Reading to Spill the Tea! (Whisper ASMR),"I heard that Amber Heard and Johnny Depp are a hot topic... let's take a look at what's next in her career and what positivity is coming for Mr. Depp!
Full disclosure, I'm on #teamjohnny #justiceforjohnnydepp #cancelamberheard
in case of wasn't obvious lol
Hey in case you want to find all my socials, wishlists or merch here's my linktree:
linktr.ee/uncensoredintuition",PT31M14S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1421,73,0,27,en
youtube#video,2L3ODbZwwf1uxm03L3RnlGRK-pE,KHOFGwHqyI4,2020-09-09T13:57:18Z,UCONY2iGTxZGV-2dBcOq8c7Q,Amber Heard Is Sabotaging Johnny Depp's Role In Fantastic Beasts 3,"Amber Heard Is Sabotaging Johnny Depp's Role In Fantastic Beasts 3 as their heated dual way legal suits continue to rage on. This is the most recent installment in the Amber Heard, Johnny Depp debacle, the latter got his first opportunity in a hot minute to get some work in the J. K. Rowling movie Fantastic Beasts 3. Now in what can be equated to sabotage Heard isn't letting one inch of leeway to Depp.

---------------------------------------
We TOLD you that we'd improve this Abysmal quality of content eventually, and if you'd like to see us improve the channel even further be sure to like, comment, subscribe and share the video.

Follow us on Twitter: https://mobile.twitter.com/AbizmalEnt
Join our Discord: https://discord.com/invite/UMxx374

Channel art done by:
https://www.instagram.com/imthe_artist
https://www.instagram.com/nathanmurray01",https://i.ytimg.com/vi/KHOFGwHqyI4/default.jpg,120,90,https://i.ytimg.com/vi/KHOFGwHqyI4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KHOFGwHqyI4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/KHOFGwHqyI4/sddefault.jpg,640,480,https://i.ytimg.com/vi/KHOFGwHqyI4/maxresdefault.jpg,1280.0,720.0,Abizmal,"['amber heard johnny depp fantastic beasts 3', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'fantastic beasts 3', 'johnny depp amber heard', 'amber heard interviews', 'johnny depp willy wonka', 'amber heard johnny depp fight video', 'abizmal']",20,none,,Amber Heard Is Sabotaging Johnny Depp's Role In Fantastic Beasts 3,"Amber Heard Is Sabotaging Johnny Depp's Role In Fantastic Beasts 3 as their heated dual way legal suits continue to rage on. This is the most recent installment in the Amber Heard, Johnny Depp debacle, the latter got his first opportunity in a hot minute to get some work in the J. K. Rowling movie Fantastic Beasts 3. Now in what can be equated to sabotage Heard isn't letting one inch of leeway to Depp.

---------------------------------------
We TOLD you that we'd improve this Abysmal quality of content eventually, and if you'd like to see us improve the channel even further be sure to like, comment, subscribe and share the video.

Follow us on Twitter: https://mobile.twitter.com/AbizmalEnt
Join our Discord: https://discord.com/invite/UMxx374

Channel art done by:
https://www.instagram.com/imthe_artist
https://www.instagram.com/nathanmurray01",PT4M23S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,897,30,0,14,en-US
youtube#video,Ehe7IswfdQdeLComQjnOn82KkVc,mK0QJykBa1E,2021-06-06T21:05:05Z,UCd06I777w8pYQbQovphkELA,AMBER EN 3 MINUTOS - Genshin Impact,"Baron Fercho

Twitch: https://www.twitch.tv/ferchogod
Instagram: https://www.instagram.com/Ferchogod/
​Twitter: https://twitter.com/FerGodsito

#genshin #genshinimpact #amber",https://i.ytimg.com/vi/mK0QJykBa1E/default.jpg,120,90,https://i.ytimg.com/vi/mK0QJykBa1E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mK0QJykBa1E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/mK0QJykBa1E/sddefault.jpg,640,480,https://i.ytimg.com/vi/mK0QJykBa1E/maxresdefault.jpg,1280.0,720.0,FerchoGod,"['genshin impact', 'amber guia', 'ferchogod', 'amber en 3 minutos']",24,none,,AMBER EN 3 MINUTOS - Genshin Impact,"Baron Fercho

Twitch: https://www.twitch.tv/ferchogod
Instagram: https://www.instagram.com/Ferchogod/
​Twitter: https://twitter.com/FerGodsito

#genshin #genshinimpact #amber",PT3M57S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,34456,4021,0,223,
