kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultAudioLanguage
youtube#video,_wmFZm5DDRqs3ZzX7G2LFzN_bFs,C_WvPcrsV9s,2020-09-06T22:43:04Z,UCEOtZuVe8emWLKRzJIkzVow,SJWs Attack Keanu On His Birthday / Amber Heard Back In Aquaman 2 Role & Much More!,"9/02/2020

00:00 Amber Heard
10:29 Keanu Reeves
23:17 Disney
35:57 Best Buy 
48:22 Hero",https://i.ytimg.com/vi/C_WvPcrsV9s/default.jpg,120,90,https://i.ytimg.com/vi/C_WvPcrsV9s/mqdefault.jpg,320,180,https://i.ytimg.com/vi/C_WvPcrsV9s/hqdefault.jpg,480,360,https://i.ytimg.com/vi/C_WvPcrsV9s/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/C_WvPcrsV9s/maxresdefault.jpg,1280.0,720.0,QuarterCast,24,none,SJWs Attack Keanu On His Birthday / Amber Heard Back In Aquaman 2 Role & Much More!,"9/02/2020

00:00 Amber Heard
10:29 Keanu Reeves
23:17 Disney
35:57 Best Buy 
48:22 Hero",PT59M49S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1524,132,0,20,,
youtube#video,9b3UgV8Yp50Ha6ZIkz9fpQwAFm4,Gs4Rehx0_w4,2015-07-05T12:00:12Z,UCLZG8cQCQ3NsqPJaF_n0TTg,Channing Tatum and tWitch chat and joke about Magic Mike XXL,"Channing Tatum and tWitch discuss their new movie Magic Mike XXL. The film also stars Amber Heard, Matt Bomer, Andie MacDowell, Adam Rodriguez, Kevin Nach, Joe Manganiello, Donald Glover and  Jada Pinkett Smith.",https://i.ytimg.com/vi/Gs4Rehx0_w4/default.jpg,120,90,https://i.ytimg.com/vi/Gs4Rehx0_w4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Gs4Rehx0_w4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Gs4Rehx0_w4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Gs4Rehx0_w4/maxresdefault.jpg,1280.0,720.0,Film and TV Now,24,none,Channing Tatum and tWitch chat and joke about Magic Mike XXL,"Channing Tatum and tWitch discuss their new movie Magic Mike XXL. The film also stars Amber Heard, Matt Bomer, Andie MacDowell, Adam Rodriguez, Kevin Nach, Joe Manganiello, Donald Glover and  Jada Pinkett Smith.",PT8M32S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1709,10,0,0,"['Amber Heard', 'Matt Bomer', 'Andie MacDowell', 'Adam Rodriguez', 'Kevin Nach', 'Joe Manganiello', 'Donald Glover', 'Jada Pinkett Smith', 'Channing Tatum interview', 'Channing Tatum Magic Mike XXL interview', 'Magic Mike XXL', 'Magic Mike XXL interviews', 'tWitch', 'tWitch interview', 'tWitch Magic Mike XXL interview']",
youtube#video,kDYJKSsu2BnEzP42YP-2ouDWKvo,GSGy5ocOKJw,2013-04-23T21:32:36Z,UCdp1TOfUNKchxzxlkc_Qi3Q,omegle prank with amber, ,https://i.ytimg.com/vi/GSGy5ocOKJw/default.jpg,120,90,https://i.ytimg.com/vi/GSGy5ocOKJw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GSGy5ocOKJw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GSGy5ocOKJw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/GSGy5ocOKJw/maxresdefault.jpg,1280.0,720.0,Martin Gray,24,none,omegle prank with amber, ,PT9M56S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,79,1,0,1,,
youtube#video,gYF_JUFcrhZtRZcvxBjFOt0TmdE,gTsG1G66rZM,2018-05-22T00:45:09Z,UC3fm3F9kyexFVL_OPoSXkgQ,"American Folk (2017) Official Music Video HD, Someone Singing With Me","Amber Rubarth and Joe Purdy present their latest music video for ""Someone Singing With Me"" from the feature film, American Folk.

AVAILABLE NOW ON DEMAND.

iTunes/AppleTV: https://itunes.apple.com/us/movie/american-folk/id1299363569
Amazon: https://www.amazon.com/gp/video/detail/B078KJQV6R/ref=atv_dl_rdr

Starring: Joe Purdy, Amber Rubarth

Connect with American Folk: 
WEBSITE: https://www.americanfolkmovie.com/ 
@AmericanFolkMovie @American_Folk 

Connect with Good Deed Entertainment:
WEBSITE: http://www.gooddeedentertainment.com/
FACEBOOK: https://www.facebook.com/gooddeedentertainment/
TWITTER: https://twitter.com/GoodDeedEnt/
INSTAGRAM: https://www.instagram.com/gooddeedentertainment/

#BringBackTheFolk
© Good Deed Entertainment, 2018",https://i.ytimg.com/vi/gTsG1G66rZM/default.jpg,120,90,https://i.ytimg.com/vi/gTsG1G66rZM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gTsG1G66rZM/hqdefault.jpg,480,360,,,,,,,Good Deed Entertainment,1,none,"American Folk (2017) Official Music Video HD, Someone Singing With Me","Amber Rubarth and Joe Purdy present their latest music video for ""Someone Singing With Me"" from the feature film, American Folk.

AVAILABLE NOW ON DEMAND.

iTunes/AppleTV: https://itunes.apple.com/us/movie/american-folk/id1299363569
Amazon: https://www.amazon.com/gp/video/detail/B078KJQV6R/ref=atv_dl_rdr

Starring: Joe Purdy, Amber Rubarth

Connect with American Folk: 
WEBSITE: https://www.americanfolkmovie.com/ 
@AmericanFolkMovie @American_Folk 

Connect with Good Deed Entertainment:
WEBSITE: http://www.gooddeedentertainment.com/
FACEBOOK: https://www.facebook.com/gooddeedentertainment/
TWITTER: https://twitter.com/GoodDeedEnt/
INSTAGRAM: https://www.instagram.com/gooddeedentertainment/

#BringBackTheFolk
© Good Deed Entertainment, 2018",PT4M6S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,10560,149,0,5,"['amber rubarth', 'joe purdy', 'american folk', 'folk music', 'movie', 'independent movie', 'music video']",
youtube#video,krgRnjrstie72kpw_zWrOKryBwE,Jt9GILHnSuI,2020-08-09T23:02:54Z,UC5vRqI_OZW-fA43SaOSTKDQ,Amber Heard POOS in Johnny Depps bed? WTF? Elon Musk gets sloppy 2nds ? - S&G Podcast,"From Ep18 of The S&G Podcast

Apple - https://podcasts.apple.com/nz/podcast...

Spotify - https://open.spotify.com/episode/2v18...

Youtube - https://www.youtube.com/watch?v=FMvuh...

Tictok - https://vm.tiktok.com/XcgNQD/

Facebook - 
https://www.facebook.com/shitsngigspo...

iHeart Radio - https://www.iheart.com/podcast/269-sh...

TuneIn Radio - http://tun.in/tjuxo6 

email - shitngigspodcast@gmail.com",https://i.ytimg.com/vi/Jt9GILHnSuI/default.jpg,120,90,https://i.ytimg.com/vi/Jt9GILHnSuI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Jt9GILHnSuI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Jt9GILHnSuI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Jt9GILHnSuI/maxresdefault.jpg,1280.0,720.0,Sh*ts & Gigs Podcast,23,none,Amber Heard POOS in Johnny Depps bed? WTF? Elon Musk gets sloppy 2nds ? - S&G Podcast,"From Ep18 of The S&G Podcast

Apple - https://podcasts.apple.com/nz/podcast...

Spotify - https://open.spotify.com/episode/2v18...

Youtube - https://www.youtube.com/watch?v=FMvuh...

Tictok - https://vm.tiktok.com/XcgNQD/

Facebook - 
https://www.facebook.com/shitsngigspo...

iHeart Radio - https://www.iheart.com/podcast/269-sh...

TuneIn Radio - http://tun.in/tjuxo6 

email - shitngigspodcast@gmail.com",PT27S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,232,0,0,0,"['amber heard', 'johnny depp', 'elon musk', 'poo the bed', 'S&G Podcast', 'podcast', 'funny']",
youtube#video,Fvn4zukE9spZD0yyEcQn1g9BhCQ,L13Wr6AGbWU,2020-07-22T09:30:46Z,UCGl9hxFXep_3KMe662E_pzQ,Paralegal Reacts To AMBER HEARD TESTIMONY 2 in JOHNNY DEPP V. NGN,"PARALEGAL REACTS TO JOHNNY DEPP V. AMBER HEARD

Background video from: https://www.youtube.com/watch?v=k7lVOMfFstU check them out for video ofJohnny Depp and Amber Heard arriving and exiting the UK High Court.

So today I reacted to Amber Heard’s testimony day 2, I obtained a copy of the transcript via Nick Wallis' website, https://www.nickwallis.com 

Also gonna link Lost Beyond Pluto, who is a lawyer who breaks down the legality of this case very professionally: https://www.youtube.com/c/lostbeyondpluto

Link to Incredibly Average, he has covered this case in depth from beginning to very recently.. including animated re-enactments etc. Highly recommend!: https://www.youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ

Thank you so much for the love on my last two videos I really appreciate it! It's really motivating me to keep it up. I hope this was helpful or enjoyable in some way. I plan to keep up with this case so stay tuned and make sure you are subscribed and turn your notification bell on!

Email: Debidooms@gmail.com
Instagram: debidoesmakeup
TikTok: debidooms

DISCLAIMER:: This video is all my OPINION based on public information on this case. Please do not take anything I say as fact and come to your own conclusions based on the evidence presented.

#johnnydeppvsamberheard #johnnydepp #amberheard #johnnydeppvsngn #elonmusk #tesla #johnnydeppamberhearddefamation #incrediblyaverage #lostbeyondpluto #paralegal #justiceforjohnnydepp #thatumbrellaguy #nerdettesnewstand #darthnews #justiceforjohnnydepp #metoo #yellowflash #yellowflash2 #adamwaldman #libel #defamation #uklaw #uktrial #amberheardvsjohnnydepp

Support my channel (and demonetized content) by buy buying me a coffee! *no pressure* : https://ko-fi.com/debidooms",https://i.ytimg.com/vi/L13Wr6AGbWU/default.jpg,120,90,https://i.ytimg.com/vi/L13Wr6AGbWU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/L13Wr6AGbWU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/L13Wr6AGbWU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/L13Wr6AGbWU/maxresdefault.jpg,1280.0,720.0,Debi Dooms,24,none,Paralegal Reacts To AMBER HEARD TESTIMONY 2 in JOHNNY DEPP V. NGN,"PARALEGAL REACTS TO JOHNNY DEPP V. AMBER HEARD

Background video from: https://www.youtube.com/watch?v=k7lVOMfFstU check them out for video ofJohnny Depp and Amber Heard arriving and exiting the UK High Court.

So today I reacted to Amber Heard’s testimony day 2, I obtained a copy of the transcript via Nick Wallis' website, https://www.nickwallis.com 

Also gonna link Lost Beyond Pluto, who is a lawyer who breaks down the legality of this case very professionally: https://www.youtube.com/c/lostbeyondpluto

Link to Incredibly Average, he has covered this case in depth from beginning to very recently.. including animated re-enactments etc. Highly recommend!: https://www.youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ

Thank you so much for the love on my last two videos I really appreciate it! It's really motivating me to keep it up. I hope this was helpful or enjoyable in some way. I plan to keep up with this case so stay tuned and make sure you are subscribed and turn your notification bell on!

Email: Debidooms@gmail.com
Instagram: debidoesmakeup
TikTok: debidooms

DISCLAIMER:: This video is all my OPINION based on public information on this case. Please do not take anything I say as fact and come to your own conclusions based on the evidence presented.

#johnnydeppvsamberheard #johnnydepp #amberheard #johnnydeppvsngn #elonmusk #tesla #johnnydeppamberhearddefamation #incrediblyaverage #lostbeyondpluto #paralegal #justiceforjohnnydepp #thatumbrellaguy #nerdettesnewstand #darthnews #justiceforjohnnydepp #metoo #yellowflash #yellowflash2 #adamwaldman #libel #defamation #uklaw #uktrial #amberheardvsjohnnydepp

Support my channel (and demonetized content) by buy buying me a coffee! *no pressure* : https://ko-fi.com/debidooms",PT23M50S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2069,114,0,50,"['johnny depp abuse', 'me too', 'johnny depp abused by ex wife', 'amber heard johnny depp fight video', 'amber heard interviews', 'johnny depp amber heard audio reaction', 'amber heard johnny depp fight video reaction', 'johnny depp amber heard defamation trial', 'johnny depp amber heard fight cut finger', 'johnny depp amber heard fight finger', 'johnny depp amber heard defamation', 'johnny depp abuse interview', 'amber heard booed', 'johnny depp amber heard interview', 'johnny depp amber heard audio', 'depp', 'lie']",
youtube#video,HdKM7NXhUgCgwcnrDJZDzxMu7RM,Nl6ekbnqvJw,2021-03-11T03:45:20Z,UCAhPZ5X7Pco27VJjqtET9uA,RANT - An Amber Heard Documentary (2006) Movie Review,"This is a Paid Requested video for Bruh It's St1pe. 

Paypal Video or Review Requests are always welcome & can be sent here: 

https://www.paypal.me/ramboraph4life

For those interested in supporting my patreon (where you can request reviews, commentaries, etc. based on the tiers) feel free to go to:


https://www.patreon.com/ramboraph4life 


All the Boys Love Mandy Lane is a 2006 American slasher film directed by Jonathan Levine and starring Amber Heard, Michael Welch, Whitney Able, and Anson Mount. The plot centers on a group of popular high schoolers who invite an attractive outsider, Mandy Lane, to spend the weekend at a secluded ranch house, where they are followed by a merciless killer.",https://i.ytimg.com/vi/Nl6ekbnqvJw/default.jpg,120,90,https://i.ytimg.com/vi/Nl6ekbnqvJw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Nl6ekbnqvJw/hqdefault.jpg,480,360,,,,,,,ramboraph4life,24,none,RANT - An Amber Heard Documentary (2006) Movie Review,"This is a Paid Requested video for Bruh It's St1pe. 

Paypal Video or Review Requests are always welcome & can be sent here: 

https://www.paypal.me/ramboraph4life

For those interested in supporting my patreon (where you can request reviews, commentaries, etc. based on the tiers) feel free to go to:


https://www.patreon.com/ramboraph4life 


All the Boys Love Mandy Lane is a 2006 American slasher film directed by Jonathan Levine and starring Amber Heard, Michael Welch, Whitney Able, and Anson Mount. The plot centers on a group of popular high schoolers who invite an attractive outsider, Mandy Lane, to spend the weekend at a secluded ranch house, where they are followed by a merciless killer.",PT18M49S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,1204,,0,18,"['movie', 'review', 'film', 'reviews', 'movies', 'films']",
youtube#video,EitmP-BzBXrTu57DkRlLDhHqHF4,oHBLRfRki4c,2020-11-27T21:30:00Z,UC8AGq7bm-x4teGcvQonvnPw,Rant! | Amber Heard is NOT Replacing Brie Larson or Joining the MCU & YES It is HER Fault!,"Hey guys, please stop believing that Johnny Depp has lost everything and amber heard is going to be getting a solo Mera film and is joining the MCU or fantastic four, this is being reported as fact and it simply is not true! Let me know what you think!

💕 Don't Forget to Like & Subscribe! 💕



Backup Channel:
https://www.youtube.com/channel/UCt4dtZ67qO3xWQSImQjRnJA



Become a member today!!
https://www.youtube.com/channel/UC8AGq7bm-x4teGcvQonvnPw/join

If you want to support my Channel, please check out my patreon And subscribe star below:

Patreon:
https://www.patreon.com/user?u=21542407

#JusticeForJohnnyDepp#AmberHeard #JohnnyDepp #Aquaman #Aquaman2 #Mera #MCU #Marvel #DCComics",https://i.ytimg.com/vi/oHBLRfRki4c/default.jpg,120,90,https://i.ytimg.com/vi/oHBLRfRki4c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/oHBLRfRki4c/hqdefault.jpg,480,360,https://i.ytimg.com/vi/oHBLRfRki4c/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/oHBLRfRki4c/maxresdefault.jpg,1280.0,720.0,Nerdette's NewsStand,24,none,Rant! | Amber Heard is NOT Replacing Brie Larson or Joining the MCU & YES It is HER Fault!,"Hey guys, please stop believing that Johnny Depp has lost everything and amber heard is going to be getting a solo Mera film and is joining the MCU or fantastic four, this is being reported as fact and it simply is not true! Let me know what you think!

💕 Don't Forget to Like & Subscribe! 💕



Backup Channel:
https://www.youtube.com/channel/UCt4dtZ67qO3xWQSImQjRnJA



Become a member today!!
https://www.youtube.com/channel/UC8AGq7bm-x4teGcvQonvnPw/join

If you want to support my Channel, please check out my patreon And subscribe star below:

Patreon:
https://www.patreon.com/user?u=21542407

#JusticeForJohnnyDepp#AmberHeard #JohnnyDepp #Aquaman #Aquaman2 #Mera #MCU #Marvel #DCComics",PT6M47S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,3792,453,0,202,"['nerdettes newsstand', 'tristen', 'nerdette', 'Johnny depp', 'amber heard', 'Johnny depp lawsuit', 'amber heard lawsuit', 'Johnny depp vs the sun', 'Johnny depp vs amber heard', 'Johnny depp abuse', 'amber heard abuse', 'Johnny depp defamation', 'Johnny depp libel', 'Johnny depp fairfax', 'Johnny depp court results', 'amber heard court results', 'Johnny depp fired', 'warner brothers', 'amber heard aquaman', 'Amber heard mera', 'mera', 'aquaman 2', 'amber heard rumors', 'Amber heard sue storm', 'brie larson', 'amber heard mcu']",en
youtube#video,tlGn0vzJjgrOW57intHqdXMDbas,rdXsiVZSG8c,2020-11-26T23:22:47Z,UCNRpbMhrfnrKLRLahNDIQeg,Rumor : Amber Heard : Being Considered For Role In Pirates Of The Caribbean : Movie,"Rumor : Amber Heard : Being Considered For Role In Pirates Of The Caribbean : Movie

Link to the story:

https://www.giantfreakinrobot.com/ent/amber-heard-pirates-johnny-depp.html

#amberheard
#margotrobbie
#justiceforjohnnydepp
#nojohnnynopirates
#piratesofthecaribbean",https://i.ytimg.com/vi/rdXsiVZSG8c/default.jpg,120,90,https://i.ytimg.com/vi/rdXsiVZSG8c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rdXsiVZSG8c/hqdefault.jpg,480,360,https://i.ytimg.com/vi/rdXsiVZSG8c/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/rdXsiVZSG8c/maxresdefault.jpg,1280.0,720.0,"Geeks, Graves and Good Stuff",24,none,Rumor : Amber Heard : Being Considered For Role In Pirates Of The Caribbean : Movie,"Rumor : Amber Heard : Being Considered For Role In Pirates Of The Caribbean : Movie

Link to the story:

https://www.giantfreakinrobot.com/ent/amber-heard-pirates-johnny-depp.html

#amberheard
#margotrobbie
#justiceforjohnnydepp
#nojohnnynopirates
#piratesofthecaribbean",PT7M33S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,63,5,0,0,,
youtube#video,qg9VlW4nIXd831yKmtWLOl09peU,RePSWNndszA,2018-02-08T02:50:19Z,UC15dOkjY7ckNsux6qPtL1fQ,"Funny Joke Fred and Mary got married, but can't afford a honeymoon.","funny jokes to tell friends.

Elon Musk is looking for a new girlfriend, after actress Amber Heard broke up with him in August. Musk told Rolling Stone he doesn't think he can be happy .

My Gear Action Shots - Camera - Laptop - Quick Edits - Microphone - Headphones.

Confused about what to text him? Just copy and paste any of these 9 texts - Follow me on Facebook here .",https://i.ytimg.com/vi/RePSWNndszA/default.jpg,120,90,https://i.ytimg.com/vi/RePSWNndszA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/RePSWNndszA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/RePSWNndszA/sddefault.jpg,640.0,480.0,,,,jessy trompettiste,23,none,"Funny Joke Fred and Mary got married, but can't afford a honeymoon.","funny jokes to tell friends.

Elon Musk is looking for a new girlfriend, after actress Amber Heard broke up with him in August. Musk told Rolling Stone he doesn't think he can be happy .

My Gear Action Shots - Camera - Laptop - Quick Edits - Microphone - Headphones.

Confused about what to text him? Just copy and paste any of these 9 texts - Follow me on Facebook here .",PT5M49S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,1,0,0,0,"['funny jokes tell friends', 'johnny jokes', 'Little Johnny jokes', 'Dirty jokes', 'Brother got married', 'Honeymoon', 'Wedding night']",
