kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height
youtube#video,oR2P16FPbPVxdQWbxN8lLQRzhio,9ij2ZtcqQ_g,2020-08-24T05:20:00Z,UCHEiK52siMIpmovgwYxjAaw,Amber Heard,Issa joke,https://i.ytimg.com/vi/9ij2ZtcqQ_g/default.jpg,120,90,https://i.ytimg.com/vi/9ij2ZtcqQ_g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9ij2ZtcqQ_g/hqdefault.jpg,480,360,https://i.ytimg.com/vi/9ij2ZtcqQ_g/sddefault.jpg,640,480,The VGC,"['The VGC', 'Gaming', 'Lets Play', 'Xbox', 'Playstation', 'Wii', 'Wii U', 'PS4', 'Xbox One', 'Gameplay', 'Walkthrough', 'No Commentary', 'PS5', 'HD', 'Sony', 'Microsoft', 'NIntendo', 'The Batman', 'Amber HEard', 'Johnny Depp', 'Abuse']",20,none,Amber Heard,Issa joke,en,PT8S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,182,12,0,5,,,
youtube#video,S8Mwe6NaehZtgE8XhZezJyV98rA,hZL-rb8M4V8,2021-08-18T18:07:12Z,UCGuA5viBG0OSFSj7e2GQSDg,Ag Allies: Landscape-Shifting Legal Developments (August 18),"The next session in NC Chamber’s Ag Allies webinar series shared insights with North Carolina’s agribusiness and food community on recent legal developments and their impact on the sector. Topics included Proposition 12 litigation, Pacific Legal Institute’s win, and an update on the NC Right to Farm law. Session concluded with Q&A.",https://i.ytimg.com/vi/hZL-rb8M4V8/default.jpg,120,90,https://i.ytimg.com/vi/hZL-rb8M4V8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hZL-rb8M4V8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/hZL-rb8M4V8/sddefault.jpg,640,480,NC Chamber,,29,none,Ag Allies: Landscape-Shifting Legal Developments (August 18),"The next session in NC Chamber’s Ag Allies webinar series shared insights with North Carolina’s agribusiness and food community on recent legal developments and their impact on the sector. Topics included Proposition 12 litigation, Pacific Legal Institute’s win, and an update on the NC Right to Farm law. Session concluded with Q&A.",en,PT1H4M11S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,114,1,0,1,,,
youtube#video,wqxj3Yuoa0KVHsUFMf5Nw5eQoHk,ivF_0_wGgO0,2016-04-15T14:44:31Z,UCsT0YIqwnpJCM-mx7-gSA4Q,The Art of Social Media | Amber Liu | TEDxUWCSEAEast,"How would you react if you discovered your identity was stolen? Teen artist Amber Liu  talks about the experience of finding her work copied and posted in social media and how that experience taught her resilience, courage, and humor in the face of adversity. 

Originating from the Philippines and a student of UWCSEA East, Amber is an 11th Grade amateur artist who nurtures her love for art online and features them on various social media platforms, where she has accumulated nearly thirty thousand followers. She sells her artwork online, has collaborated with companies such as Warner Brothers, and has interned in different fashion and media companies. Her work revolves mostly around graphic design and typography, however she loves experimenting with various art styles. In the past three years, she has grown accustomed to the conventions and workings of social media and is slowly but surely learning how to juggle her online presence and the IB life, with her drive to pursue a career as an artist motivating her to do so.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",https://i.ytimg.com/vi/ivF_0_wGgO0/default.jpg,120,90,https://i.ytimg.com/vi/ivF_0_wGgO0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ivF_0_wGgO0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ivF_0_wGgO0/sddefault.jpg,640,480,TEDx Talks,"['TEDxTalks', 'English', 'Singapore', 'Design', 'Art', 'Social Media']",29,none,The Art of Social Media | Amber Liu | TEDxUWCSEAEast,"How would you react if you discovered your identity was stolen? Teen artist Amber Liu  talks about the experience of finding her work copied and posted in social media and how that experience taught her resilience, courage, and humor in the face of adversity. 

Originating from the Philippines and a student of UWCSEA East, Amber is an 11th Grade amateur artist who nurtures her love for art online and features them on various social media platforms, where she has accumulated nearly thirty thousand followers. She sells her artwork online, has collaborated with companies such as Warner Brothers, and has interned in different fashion and media companies. Her work revolves mostly around graphic design and typography, however she loves experimenting with various art styles. In the past three years, she has grown accustomed to the conventions and workings of social media and is slowly but surely learning how to juggle her online presence and the IB life, with her drive to pursue a career as an artist motivating her to do so.

This talk was given at a TEDx event using the TED conference format but independently organized by a local community. Learn more at http://ted.com/tedx",,PT13M23S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,883,16,0,0,https://i.ytimg.com/vi/ivF_0_wGgO0/maxresdefault.jpg,1280.0,720.0
youtube#video,UPYg--yysAff_nUH2wAi3yGToig,kekMZJeKKlQ,2019-04-13T18:10:06Z,UCvob19DR2Z112wMRNPRvTQg,Warner Bros. fears Depp allegations could impact Harry Potter spin-off series,"VideoImage
Johnny Depp suing ex-wife Amber Heard for $70million 0:27
Actor Johnny Depp is taking legal action against his ex-wife Amber Heard accusing her of defamation. An article in the Washington Post, written by Heard, detailed the backlash she faced after speaking out about domestic violence. Mr Depp's lawsuit says he 'never abused Ms Heard' and says the claims are 'part of an elaborate hoax' to advance her career. He is seeking more than $70 million in damages. 
March 3rd 2019a month ago/display/newscorpaustralia.com/Web/NewsNetwork/Entertainment - syndicated/
Amber Heard and Johnny Depp in 2014. Picture: Getty ImagesSource:Getty Images 
Warner Bros. is reportedly “freaking out” over its hit Harry Potter movie franchise’s connection to Johnny Depp.",https://i.ytimg.com/vi/kekMZJeKKlQ/default.jpg,120,90,https://i.ytimg.com/vi/kekMZJeKKlQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kekMZJeKKlQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/kekMZJeKKlQ/sddefault.jpg,640,480,News two,"['spin-off series', 'abuse claims', 'temporary restraining order', 'Assault allegations', 'title role', 'casting couch scandal', 'High-level female execs', 'Warner Bros', 'divorce agreement', 'movie franchise', 'suing ex-wife', 'company holds', 'court documents', 'fraudulent temporary restraining', 'testimonial evidence', 'comfortable sticking', 'multiple requests', 'domestic violence', 'female employees', 'New York Post Company', 'The Washington Post Compan']",20,none,Warner Bros. fears Depp allegations could impact Harry Potter spin-off series,"VideoImage
Johnny Depp suing ex-wife Amber Heard for $70million 0:27
Actor Johnny Depp is taking legal action against his ex-wife Amber Heard accusing her of defamation. An article in the Washington Post, written by Heard, detailed the backlash she faced after speaking out about domestic violence. Mr Depp's lawsuit says he 'never abused Ms Heard' and says the claims are 'part of an elaborate hoax' to advance her career. He is seeking more than $70 million in damages. 
March 3rd 2019a month ago/display/newscorpaustralia.com/Web/NewsNetwork/Entertainment - syndicated/
Amber Heard and Johnny Depp in 2014. Picture: Getty ImagesSource:Getty Images 
Warner Bros. is reportedly “freaking out” over its hit Harry Potter movie franchise’s connection to Johnny Depp.",,PT59S,2d,hd,true,False,rectangular,processed,public,youtube,True,True,False,5,0,0,0,,,
youtube#video,OrpMDfxSEcf2jmAZu4bz2ht7kmM,kvfAgPzKAoM,2020-08-01T07:21:39Z,UCGl9hxFXep_3KMe662E_pzQ,Paralegal Reacts To (And REBUTTALS) NGN's Closing Arguments | JOHNNY DEPP V. AMBER HEARD,"PARALEGAL REACTS TO JOHNNY DEPP V. AMBER HEARD

So today I reacted to NGN / The Star's closing arguments in the Johnny Depp vs. NGN (aka the Star newspaper) libel case in the UK High Court.

Thank you to the free VHS stock video I found from: https://www.youtube.com/watch?v=qELSSAspRDI

Also gonna link Lost Beyond Pluto, who is a lawyer who breaks down the legality of this case very professionally: https://www.youtube.com/c/lostbeyondpluto

Link to Incredibly Average, he has covered this case in depth from beginning to very recently.. including animated re-enactments etc. Highly recommend!: https://www.youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ

Thank you so much for the love on my last videos I really appreciate it! It's really motivating me to keep it up. I hope this was helpful or enjoyable in some way. I plan to keep up with this case so stay tuned and make sure you are subscribed and turn your notification bell on!

Email: Debidooms@gmail.com
Instagram: debidoesmakeup
TikTok: debidooms

DISCLAIMER:: This video is all my OPINION based on my professional capacity as a Paralegal and on the public information on this case. Please do not take anything I say as fact and come to your own conclusions based on the evidence presented. Everything stated is alleged and my own opinion which is a direct result of my research on this case, however I do not have access to any information that is not public.

#johnnydeppvsamberheard #johnnydepp #amberheard #johnnydeppvsngn #elonmusk #tesla #johnnydeppamberhearddefamation #incrediblyaverage #lostbeyondpluto #paralegal #justiceforjohnnydepp #thatumbrellaguy #nerdettesnewstand #darthnews #justiceforjohnnydepp #metoo #yellowflash #yellowflash2 #adamwaldman #libel #defamation #uklaw #uktrial #amberheardvsjohnnydepp #iotilletwright #raquelpennington ##whitneyheard #whitneyhenriquez #uk #libel

Support my channel (and demonetized content) by buy buying me a coffee! *no pressure* : https://ko-fi.com/debidooms",https://i.ytimg.com/vi/kvfAgPzKAoM/default.jpg,120,90,https://i.ytimg.com/vi/kvfAgPzKAoM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kvfAgPzKAoM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/kvfAgPzKAoM/sddefault.jpg,640,480,Debi Dooms,"['johnny depp willy wonka', 'me too', 'amber heard johnny depp fight video', 'amber heard press conference', 'johnny depp abused by ex wife', 'amber heard interviews', 'johnny depp amber heard audio reaction', 'amber heard johnny depp fight video reaction', 'johnny depp amber heard fight cut finger', 'johnny depp amber heard fight finger', 'johnny depp amber heard defamation trial', 'johnny depp amber heard defamation', 'johnny depp abuse interview', 'amber heard booed', 'amber heard johnny depp', 'amber heard']",24,none,Paralegal Reacts To (And REBUTTALS) NGN's Closing Arguments | JOHNNY DEPP V. AMBER HEARD,"PARALEGAL REACTS TO JOHNNY DEPP V. AMBER HEARD

So today I reacted to NGN / The Star's closing arguments in the Johnny Depp vs. NGN (aka the Star newspaper) libel case in the UK High Court.

Thank you to the free VHS stock video I found from: https://www.youtube.com/watch?v=qELSSAspRDI

Also gonna link Lost Beyond Pluto, who is a lawyer who breaks down the legality of this case very professionally: https://www.youtube.com/c/lostbeyondpluto

Link to Incredibly Average, he has covered this case in depth from beginning to very recently.. including animated re-enactments etc. Highly recommend!: https://www.youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ

Thank you so much for the love on my last videos I really appreciate it! It's really motivating me to keep it up. I hope this was helpful or enjoyable in some way. I plan to keep up with this case so stay tuned and make sure you are subscribed and turn your notification bell on!

Email: Debidooms@gmail.com
Instagram: debidoesmakeup
TikTok: debidooms

DISCLAIMER:: This video is all my OPINION based on my professional capacity as a Paralegal and on the public information on this case. Please do not take anything I say as fact and come to your own conclusions based on the evidence presented. Everything stated is alleged and my own opinion which is a direct result of my research on this case, however I do not have access to any information that is not public.

#johnnydeppvsamberheard #johnnydepp #amberheard #johnnydeppvsngn #elonmusk #tesla #johnnydeppamberhearddefamation #incrediblyaverage #lostbeyondpluto #paralegal #justiceforjohnnydepp #thatumbrellaguy #nerdettesnewstand #darthnews #justiceforjohnnydepp #metoo #yellowflash #yellowflash2 #adamwaldman #libel #defamation #uklaw #uktrial #amberheardvsjohnnydepp #iotilletwright #raquelpennington ##whitneyheard #whitneyhenriquez #uk #libel

Support my channel (and demonetized content) by buy buying me a coffee! *no pressure* : https://ko-fi.com/debidooms",,PT45M31S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2688,155,0,69,https://i.ytimg.com/vi/kvfAgPzKAoM/maxresdefault.jpg,1280.0,720.0
youtube#video,uDC5qFVTRAlwa5QWVOMM1Giz1QE,pDGQfkOjryo,2020-08-23T18:14:33Z,UCEOtZuVe8emWLKRzJIkzVow,White People Told To Stop Using Black GIFs / Anime Voice Actor Meltdown & Much More!,"8/17/2020

00:00 Amber Heard
12:57 Abortion
25:24 GIFs 
36:01 Anime Actor",https://i.ytimg.com/vi/pDGQfkOjryo/default.jpg,120,90,https://i.ytimg.com/vi/pDGQfkOjryo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pDGQfkOjryo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/pDGQfkOjryo/sddefault.jpg,640,480,QuarterCast,,24,none,White People Told To Stop Using Black GIFs / Anime Voice Actor Meltdown & Much More!,"8/17/2020

00:00 Amber Heard
12:57 Abortion
25:24 GIFs 
36:01 Anime Actor",,PT46M15S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1367,117,0,24,https://i.ytimg.com/vi/pDGQfkOjryo/maxresdefault.jpg,1280.0,720.0
youtube#video,jvqhntPuvULfLrCxmQOEFXcmFCU,RS2mryymDUw,2019-03-13T11:35:06Z,UCvob19DR2Z112wMRNPRvTQg,Alice Cooper says Johnny Depp has never looked better and press coverage is ‘total bull’,"VideoImage
Johnny Depp suing ex-wife Amber Heard for $70million 0:27
Actor Johnny Depp is taking legal action against his ex-wife Amber Heard accusing her of defamation. An article in the Washington Post, written by Heard, detailed the backlash she faced after speaking out about domestic violence. Mr Depp's lawsuit says he 'never abused Ms Heard' and says the claims are 'part of an elaborate hoax' to advance her career. He is seeking more than $70 million in damages. 
March 3rd 201910 days ago/display/newscorpaustralia.com/Web/NewsNetwork/Entertainment - syndicated/
Alice Cooper said negative reports about the finances and wellbeing of Johnny Depp are false. Picture: Mark CallejaSource:News Corp Australia 
Johnny Depp’s friend and bandmate Alice Cooper has come to his defence amid a number of unfavourable headlines, saying negative press surrounding the actor is “just bull”.",https://i.ytimg.com/vi/RS2mryymDUw/default.jpg,120,90,https://i.ytimg.com/vi/RS2mryymDUw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/RS2mryymDUw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/RS2mryymDUw/sddefault.jpg,640,480,News two,"['domestic violence', 'legal team', 'domestic abuse', 'press coverage', 'domestic violence restraining', 'dollar defamation suit', 'domestic violence charities', 'defamation lawsuit', 'divorce settlement', 'suing ex-wife', 'drug addict', 'spectacular separation', 'multi-billion dollar', 'Amber wishes', 'business managers', 'spectacular divorce', 'continued vile harassment', 'lucrative ongoing role', 'legal action', 'ongoing abusive behaviour', 'unfavourable']",20,none,Alice Cooper says Johnny Depp has never looked better and press coverage is ‘total bull’,"VideoImage
Johnny Depp suing ex-wife Amber Heard for $70million 0:27
Actor Johnny Depp is taking legal action against his ex-wife Amber Heard accusing her of defamation. An article in the Washington Post, written by Heard, detailed the backlash she faced after speaking out about domestic violence. Mr Depp's lawsuit says he 'never abused Ms Heard' and says the claims are 'part of an elaborate hoax' to advance her career. He is seeking more than $70 million in damages. 
March 3rd 201910 days ago/display/newscorpaustralia.com/Web/NewsNetwork/Entertainment - syndicated/
Alice Cooper said negative reports about the finances and wellbeing of Johnny Depp are false. Picture: Mark CallejaSource:News Corp Australia 
Johnny Depp’s friend and bandmate Alice Cooper has come to his defence amid a number of unfavourable headlines, saying negative press surrounding the actor is “just bull”.",,PT59S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,31,0,0,0,,,
youtube#video,TH4TXIInH9K7IRIO2kvuV_ckGs0,wGBGEare5zI,2020-09-05T08:24:12Z,UCGl9hxFXep_3KMe662E_pzQ,Paralegal Reacts To Heard Counterclaim.. Does Amber’s Counterclaim Have Any Merit?,"PARALEGAL REACTS TO JOHNNY DEPP V. AMBER HEARD

LINK TO TRANSCRIPT: https://docs.google.com/document/d/1H5fBrzvnP3kPCA-rCpdqnt6BAhx_1SnX1eU-1KUqGkw/edit?usp=sharing

Today we are taking a deep dive into Amber Heard's Counterclaim in Part 2 of a two part series... is there any validity to her Counterclaim? What is she asking for? What is her evidence and legal basis? Let's talk about it.. as always, I want to hear your comments down below!

LINKS TO YOUTUBERS COVERING THIS CASE! TELL THEM I SENT YOU:

 @Lost Beyond Pluto   (Lawyer): https://www.youtube.com/channel/UCOp24og-YLLuvUP4yrJ2cJA
 @Incredibly Average   (Investigator): https://www.youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ
 @Spiritually Empowered Coaching   (Psychological Analysis): https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g
 @ThatUmbrellaGuy  : https://www.youtube.com/user/GranularHeaven
 @Nerdette's NewsStand   (Sweetheart): https://www.youtube.com/channel/UC8AGq7bm-x4teGcvQonvnPw
 @Entertainment Hacker  : https://www.youtube.com/channel/UCeooMl4PFAM9kLPHvavt2KQ
 @Darth News  (Hilarious): https://www.youtube.com/channel/UClx_IR8_yVIKdFVUTdmaZTw
 @YellowFlash 2  : https://www.youtube.com/channel/UCMrpRnyBJhgVBy3rm0K4P5w
 @Popcorned Planet  : https://www.youtube.com/user/secretsaucetv

Thank you so much for the love on my last videos I really appreciate it! It's really motivating me to keep it up. I hope this was helpful or enjoyable in some way. I plan to keep up with this case so stay tuned and make sure you are subscribed and turn your notification bell on!

Email: Debidooms@gmail.com
Instagram: debidoesmakeup
TikTok: debidooms

Music by Ryan Little - Greatest of Ease - https://thmatc.co/?l=4D478279

DISCLAIMER:: This video is all my OPINION based on my professional capacity as a Paralegal and on the public information on this case. Please do not take anything I say as fact and come to your own conclusions based on the evidence presented. Everything stated is alleged and my own opinion which is a direct result of my research on this case, however I do not have access to any information that is not public.

#johnnydeppvsamberheard #johnnydepp #amberheard #johnnydeppvsngn #elonmusk #tesla #johnnydeppamberhearddefamation #incrediblyaverage #lostbeyondpluto #paralegal #justiceforjohnnydepp #thatumbrellaguy #nerdettesnewstand #darthnews #justiceforjohnnydepp #metoo #yellowflash #yellowflash2 #adamwaldman #libel #defamation #uklaw #uktrial #amberheardvsjohnnydepp #iotilletwright #raquelpennington ##whitneyheard #whitneyhenriquez #uk #libel


Support my channel (and demonetized content) by buy buying me a coffee! *no pressure* : https://ko-fi.com/debidooms",https://i.ytimg.com/vi/wGBGEare5zI/default.jpg,120,90,https://i.ytimg.com/vi/wGBGEare5zI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wGBGEare5zI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/wGBGEare5zI/sddefault.jpg,640,480,Debi Dooms,"['amber heard interviews', 'amber heard johnny depp', 'hollywood news 2020', 'johnny depp amber heard audio reaction', 'amber heard johnny depp trial', 'hollywood news', 'amber heard aquaman 2 fired', 'pirates of the caribbean', 'amber heard aquaman 2', 'amber heard', 'johnny depp amber heard', 'johnny depp amber heard defamation trial', 'johnny depp amber heard audio', 'amber heard ~ lies', 'certified life coach', 'amber heard defamation', 'johnny depp vs amber heard', 'johnny depp amber heard libel trial']",27,none,Paralegal Reacts To Heard Counterclaim.. Does Amber’s Counterclaim Have Any Merit?,"PARALEGAL REACTS TO JOHNNY DEPP V. AMBER HEARD

LINK TO TRANSCRIPT: https://docs.google.com/document/d/1H5fBrzvnP3kPCA-rCpdqnt6BAhx_1SnX1eU-1KUqGkw/edit?usp=sharing

Today we are taking a deep dive into Amber Heard's Counterclaim in Part 2 of a two part series... is there any validity to her Counterclaim? What is she asking for? What is her evidence and legal basis? Let's talk about it.. as always, I want to hear your comments down below!

LINKS TO YOUTUBERS COVERING THIS CASE! TELL THEM I SENT YOU:

 @Lost Beyond Pluto   (Lawyer): https://www.youtube.com/channel/UCOp24og-YLLuvUP4yrJ2cJA
 @Incredibly Average   (Investigator): https://www.youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ
 @Spiritually Empowered Coaching   (Psychological Analysis): https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g
 @ThatUmbrellaGuy  : https://www.youtube.com/user/GranularHeaven
 @Nerdette's NewsStand   (Sweetheart): https://www.youtube.com/channel/UC8AGq7bm-x4teGcvQonvnPw
 @Entertainment Hacker  : https://www.youtube.com/channel/UCeooMl4PFAM9kLPHvavt2KQ
 @Darth News  (Hilarious): https://www.youtube.com/channel/UClx_IR8_yVIKdFVUTdmaZTw
 @YellowFlash 2  : https://www.youtube.com/channel/UCMrpRnyBJhgVBy3rm0K4P5w
 @Popcorned Planet  : https://www.youtube.com/user/secretsaucetv

Thank you so much for the love on my last videos I really appreciate it! It's really motivating me to keep it up. I hope this was helpful or enjoyable in some way. I plan to keep up with this case so stay tuned and make sure you are subscribed and turn your notification bell on!

Email: Debidooms@gmail.com
Instagram: debidoesmakeup
TikTok: debidooms

Music by Ryan Little - Greatest of Ease - https://thmatc.co/?l=4D478279

DISCLAIMER:: This video is all my OPINION based on my professional capacity as a Paralegal and on the public information on this case. Please do not take anything I say as fact and come to your own conclusions based on the evidence presented. Everything stated is alleged and my own opinion which is a direct result of my research on this case, however I do not have access to any information that is not public.

#johnnydeppvsamberheard #johnnydepp #amberheard #johnnydeppvsngn #elonmusk #tesla #johnnydeppamberhearddefamation #incrediblyaverage #lostbeyondpluto #paralegal #justiceforjohnnydepp #thatumbrellaguy #nerdettesnewstand #darthnews #justiceforjohnnydepp #metoo #yellowflash #yellowflash2 #adamwaldman #libel #defamation #uklaw #uktrial #amberheardvsjohnnydepp #iotilletwright #raquelpennington ##whitneyheard #whitneyhenriquez #uk #libel


Support my channel (and demonetized content) by buy buying me a coffee! *no pressure* : https://ko-fi.com/debidooms",,PT26M52S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1414,111,0,67,https://i.ytimg.com/vi/wGBGEare5zI/maxresdefault.jpg,1280.0,720.0
youtube#video,9EzE9VlNLz8LnmTs1Wy-iNM-2ps,Yd3xRe7qhzE,2016-01-25T15:59:56Z,UCUA_ouZmcFaIPQE-MtHXqZw,MASSIVE LUSH ONLINE BOXING DAY SALE HAUL 2015 | AMBER HOWE,"I'm Amber and I make videos about all things beauty, fashion and lifestyle related! . I chat about my latest beauty, makeup and fashion finds in my hauls and reviews. I take you along with me from time to time, showing you my daily life in my vlogs!
I Upload at least once a week ♡ , Remember if you enjoy my videos then please subscribe - hit that button if you have enjoyed watching :)

Make yourself comfy and enjoy watching! Feel free to leave me a comment, I love chatting with you and try my hardest to reply to everyone! :)

♡ You can also find me here - Don't be shy come say hi ♡ :

Instagram - https://www.instagram.com/amberhowexox/?hl=en
Twitter - https://twitter.com/AmberHowexox
Youtube – https://www.youtube.com/c/AmberHowexox
Facebook – https://www.facebook.com/AmberHowexox/
Blog - www.amberhowe.co.uk


For Business enquiries please email:
amberhowebeauty@gmail.com",https://i.ytimg.com/vi/Yd3xRe7qhzE/default.jpg,120,90,https://i.ytimg.com/vi/Yd3xRe7qhzE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Yd3xRe7qhzE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Yd3xRe7qhzE/sddefault.jpg,640,480,Amber Howe,"['sale shopping', 'sale haul', 'Boxing Day', 'Boxing Day 2015', 'Boxing Day sales', 'Boxing Day sale haul', 'Boxing Day shopping', 'Boxing Day sale shopping haul', 'lush', 'lush haul', 'lush sale', 'lush sale haul', 'lush Boxing Day sale', 'lush bath bomb', 'bath bomb', 'lush bubble bar', 'lush cosmetics', 'lush christmas gifts']",22,none,MASSIVE LUSH ONLINE BOXING DAY SALE HAUL 2015 | AMBER HOWE,"I'm Amber and I make videos about all things beauty, fashion and lifestyle related! . I chat about my latest beauty, makeup and fashion finds in my hauls and reviews. I take you along with me from time to time, showing you my daily life in my vlogs!
I Upload at least once a week ♡ , Remember if you enjoy my videos then please subscribe - hit that button if you have enjoyed watching :)

Make yourself comfy and enjoy watching! Feel free to leave me a comment, I love chatting with you and try my hardest to reply to everyone! :)

♡ You can also find me here - Don't be shy come say hi ♡ :

Instagram - https://www.instagram.com/amberhowexox/?hl=en
Twitter - https://twitter.com/AmberHowexox
Youtube – https://www.youtube.com/c/AmberHowexox
Facebook – https://www.facebook.com/AmberHowexox/
Blog - www.amberhowe.co.uk


For Business enquiries please email:
amberhowebeauty@gmail.com",,PT25M13S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,654,10,0,7,https://i.ytimg.com/vi/Yd3xRe7qhzE/maxresdefault.jpg,1280.0,720.0
youtube#video,jFxh0hfIcCE0ETaHN7DVYVZBHBs,ymw63N5uufk,2019-04-12T01:02:04Z,UCvob19DR2Z112wMRNPRvTQg,Amber Heard details abuse allegations against Johnny Depp in court documents,"VideoImage
Johnny Depp suing ex-wife Amber Heard for $70million 0:27
Actor Johnny Depp is taking legal action against his ex-wife Amber Heard accusing her of defamation. An article in the Washington Post, written by Heard, detailed the backlash she faced after speaking out about domestic violence. Mr Depp's lawsuit says he 'never abused Ms Heard' and says the claims are 'part of an elaborate hoax' to advance her career. He is seeking more than $70 million in damages. 
March 3rd 2019a month ago/display/newscorpaustralia.com/Web/NewsNetwork/Entertainment - syndicated/
Amber Heard and Johnny Depp in 2016. Picture: Jason Merritt/Getty Images for Art of ElysiumSource:Getty Images 
“Violent” Johnny Depp became “the Monster” on drugs and booze, then beat, strangled and tormented his then-wife Amber Heard, she alleges in a new, harrowing court filing.",https://i.ytimg.com/vi/ymw63N5uufk/default.jpg,120,90,https://i.ytimg.com/vi/ymw63N5uufk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ymw63N5uufk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ymw63N5uufk/sddefault.jpg,640,480,News two,"['Heard claims', 'court documents', 'Heard alleges', 'abuse allegations', 'domestic violence', 'Heard states', 'domestic abuse', 'alleged text', 'court filing', 'wine bottle', 'defamation lawsuit', 'broken glass', 'domestic violence restraining', 'domestic abuse allegations', 'strict confidentiality agreement', 'official opening ceremony', 'harrowing court filing', 'ping pong table', 'divorce deposition', 'divorce settlement', 'plastic phone', 'flight attendant']",20,none,Amber Heard details abuse allegations against Johnny Depp in court documents,"VideoImage
Johnny Depp suing ex-wife Amber Heard for $70million 0:27
Actor Johnny Depp is taking legal action against his ex-wife Amber Heard accusing her of defamation. An article in the Washington Post, written by Heard, detailed the backlash she faced after speaking out about domestic violence. Mr Depp's lawsuit says he 'never abused Ms Heard' and says the claims are 'part of an elaborate hoax' to advance her career. He is seeking more than $70 million in damages. 
March 3rd 2019a month ago/display/newscorpaustralia.com/Web/NewsNetwork/Entertainment - syndicated/
Amber Heard and Johnny Depp in 2016. Picture: Jason Merritt/Getty Images for Art of ElysiumSource:Getty Images 
“Violent” Johnny Depp became “the Monster” on drugs and booze, then beat, strangled and tormented his then-wife Amber Heard, she alleges in a new, harrowing court filing.",,PT59S,2d,hd,true,False,rectangular,processed,public,youtube,True,True,False,27,0,0,0,,,
