kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultAudioLanguage,snippet.defaultLanguage
youtube#video,Kyz1RuBpBC3YgMu0qUda-es7jlw,-0GJuiqCDAs,2018-07-04T22:31:29Z,UCcfS47VXepMM2RqazIKz4BQ,Amber Heard @ Paris 4 july 2018 Fashion Week show Valentino / juillet #PFW,Amber Heard @ Paris 4 july 2018 Fashion Week show Valentino / juillet #PFW,https://i.ytimg.com/vi/-0GJuiqCDAs/default.jpg,120,90,https://i.ytimg.com/vi/-0GJuiqCDAs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-0GJuiqCDAs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-0GJuiqCDAs/sddefault.jpg,640.0,480.0,Paris Videostars,"['Amber Heard', 'Paris', 'july', '2018', 'Fashion', 'Week', 'show', 'juillet', 'PFW', 'défilé', 'france', 'valentino']",22,none,Amber Heard @ Paris 4 july 2018 Fashion Week show Valentino / juillet #PFW,Amber Heard @ Paris 4 july 2018 Fashion Week show Valentino / juillet #PFW,PT23S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,330,2,0,2,,,,,
youtube#video,1nx6ovU3P63iyh3XELW1sUklllQ,-eXYCLd2ins,2011-08-21T00:58:40Z,UCXyhK9YGH0HMF66gQL4Kdug,GUESS Fall 2011 ft Amber Heard,GUESS & GUESS by Marciano Holiday Press Event and Campaign Unveiling with Amber Heard!,https://i.ytimg.com/vi/-eXYCLd2ins/default.jpg,120,90,https://i.ytimg.com/vi/-eXYCLd2ins/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-eXYCLd2ins/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-eXYCLd2ins/sddefault.jpg,640.0,480.0,Arnaud W Kabore,"['Amber heard', 'fall', 'guess', '2011', 'mondrian', 'soho', 'fashion', 'iconic', 'Guess', 'Girl', 'Marciano', 'Arnaud kabore', 'James Kinney', 'Kinney group creative', 'georgiana martinez']",22,none,GUESS Fall 2011 ft Amber Heard,GUESS & GUESS by Marciano Holiday Press Event and Campaign Unveiling with Amber Heard!,PT2M37S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3652,13,0,3,https://i.ytimg.com/vi/-eXYCLd2ins/maxresdefault.jpg,1280.0,720.0,,
youtube#video,YAURIteouy86SJltJATFMNnT2gQ,-gPrsAtpRRk,2018-08-05T23:29:42Z,UCv0rPq8wCOQ5_uQ6LSnJeoA,"GOLDEN AMBER Debut Fashion Showcase in Hollywood on July 29, 2018","The first mini fashion showcase of GOLDEN AMBER™ in Hollywood on July 29, 2018.
www.goldenamber.net
SHOP IG @goldenamberfashion
Designer & Music Producer @larimarkriative

Presented by Lan of Fashion @lanoffashion
Twin model sisters DeMaree and DeSaree @dem_dez   
Host & Model @rileyrosez
Makeup Artist @stephanieroseartistry

Golden Amber™ is a sustainable sportswear clothing brand based in LA. All products are made in USA and made to order. Golden Amber plants one tree for every product sold.",https://i.ytimg.com/vi/-gPrsAtpRRk/default.jpg,120,90,https://i.ytimg.com/vi/-gPrsAtpRRk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-gPrsAtpRRk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-gPrsAtpRRk/sddefault.jpg,640.0,480.0,Larimar Kriative,"['Fashion', 'Golden Amber', 'Golden Amber Fashion', 'Larimar Kriative', 'Larimar Kreative', 'Larimar Creative', 'Larimar', 'LA Fashion', 'Sustainble fashion', 'fashion show 2018', 'emerging designers', 'made in usa', 'joy', 'positive', 'hip fashion', 'fashion showcase', 'fashion runway', 'runway show', 'lanoffashion', 'collection', 'lookbook', 'good vibes', 'limited edition apparel', 'spiritual brand', 'spirituality', 'self-care', 'creativity', 'lan of fashion', 'dem dez', 'twin model sisters']",24,none,"GOLDEN AMBER Debut Fashion Showcase in Hollywood on July 29, 2018","The first mini fashion showcase of GOLDEN AMBER™ in Hollywood on July 29, 2018.
www.goldenamber.net
SHOP IG @goldenamberfashion
Designer & Music Producer @larimarkriative

Presented by Lan of Fashion @lanoffashion
Twin model sisters DeMaree and DeSaree @dem_dez   
Host & Model @rileyrosez
Makeup Artist @stephanieroseartistry

Golden Amber™ is a sustainable sportswear clothing brand based in LA. All products are made in USA and made to order. Golden Amber plants one tree for every product sold.",PT3M5S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,129,16,0,2,https://i.ytimg.com/vi/-gPrsAtpRRk/maxresdefault.jpg,1280.0,720.0,,
youtube#video,wiL9o0ArR9o6UrToB6HunL0b1U8,0xmptFjTMgQ,2021-02-18T22:15:00Z,UC6_IsM_5RXqOG2Lgjw6qHCw,WOMEN'S BULQ UNBOXING! | $1700 Worth Of Clothing + Accessories | Amber Dawn,"BULQ Unboxing - Women's Apparel! | Thank you for watching! All items are linked…just click ‘SHOW MORE’ below!

--------------------------------------
Subscribe to my channel! https://www.youtube.com/channel/UC6_I...

Instagram: @adivaonadime https://www.instagram.com/adivaonadime/

Poshmark Closet: @adivaonadime
---------------------------------------
To see the rest of BULQ unboxing, click on 'BULQ' playlist ;)

--------------------------------------
Use code 'D6C279' when signing up to become a shopper for Shipt!
Use code 'APISM51173' when signing up to become a shopper for Instacart!
Apply here to become a DoorDash driver: https://drd.sh/yLesTv/
--------------------------------------
PROMO CODES FROM BRANDS I LOVE:

Persona discount code: http://fbuy.me/v/shopdolce
care/of discount code: https://takecareof.com/invites/apvtqa

Earn cash on items you are already buying on IBOTTA
Use code 'escbvhi' when signing up for bonus cash $$

New to FabFitFun?
Get $10 off your first order!! http://xo.fff.me/mzZK-
(new subscribers only!)

Get $10 off your next ThredUp order! http://www.thredup.com/r/2YXTVS
Unfortunately, it doesn’t work on rescue boxes, but it will work on any other item! 

Sign up for Rakuten to get FREE cash back! https://www.rakuten.com/r/AMBERD2538?...

---------------------------------------

Connect with me!

Amber Dawn
PO Box 90761
Raleigh, NC 27675

Instagram @adivaonadime  https://www.instagram.com/adivaonadime/
Email adivaonadime1@gmail.com
---------------------------------------",https://i.ytimg.com/vi/0xmptFjTMgQ/default.jpg,120,90,https://i.ytimg.com/vi/0xmptFjTMgQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0xmptFjTMgQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0xmptFjTMgQ/sddefault.jpg,640.0,480.0,Amber Dawn,"['amberdawn', 'adivaonadime', 'bulqunboxed', 'bulqunboxing', 'unboxingvideo', 'ebay', 'poshmark', 'mercari', 'resellerswelcome']",22,none,WOMEN'S BULQ UNBOXING! | $1700 Worth Of Clothing + Accessories | Amber Dawn,"BULQ Unboxing - Women's Apparel! | Thank you for watching! All items are linked…just click ‘SHOW MORE’ below!

--------------------------------------
Subscribe to my channel! https://www.youtube.com/channel/UC6_I...

Instagram: @adivaonadime https://www.instagram.com/adivaonadime/

Poshmark Closet: @adivaonadime
---------------------------------------
To see the rest of BULQ unboxing, click on 'BULQ' playlist ;)

--------------------------------------
Use code 'D6C279' when signing up to become a shopper for Shipt!
Use code 'APISM51173' when signing up to become a shopper for Instacart!
Apply here to become a DoorDash driver: https://drd.sh/yLesTv/
--------------------------------------
PROMO CODES FROM BRANDS I LOVE:

Persona discount code: http://fbuy.me/v/shopdolce
care/of discount code: https://takecareof.com/invites/apvtqa

Earn cash on items you are already buying on IBOTTA
Use code 'escbvhi' when signing up for bonus cash $$

New to FabFitFun?
Get $10 off your first order!! http://xo.fff.me/mzZK-
(new subscribers only!)

Get $10 off your next ThredUp order! http://www.thredup.com/r/2YXTVS
Unfortunately, it doesn’t work on rescue boxes, but it will work on any other item! 

Sign up for Rakuten to get FREE cash back! https://www.rakuten.com/r/AMBERD2538?...

---------------------------------------

Connect with me!

Amber Dawn
PO Box 90761
Raleigh, NC 27675

Instagram @adivaonadime  https://www.instagram.com/adivaonadime/
Email adivaonadime1@gmail.com
---------------------------------------",PT10M39S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,410,27,0,8,https://i.ytimg.com/vi/0xmptFjTMgQ/maxresdefault.jpg,1280.0,720.0,,
youtube#video,lATffc7DWz15kjjCx0nQN89DgR4,13BVH8ldFxo,2019-10-14T12:51:13Z,UCNs2QSifyeirYA5QwCWoZkQ,Amber Heard Leather Pants 1 | LeatherCult,"Amber Heard Leather Pants 1
http://bit.ly/AmberHeardLeatherPants1

Subscribe to our channel 

Follow us on Facebook - 
https://www.facebook.com/leathercult

Follow us on Twitter -
https://twitter.com/leathercult 

Follow us on Pinterest -
https://in.pinterest.com/leathercult/",https://i.ytimg.com/vi/13BVH8ldFxo/default.jpg,120,90,https://i.ytimg.com/vi/13BVH8ldFxo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/13BVH8ldFxo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/13BVH8ldFxo/sddefault.jpg,640.0,480.0,LeatherCult,"['leather', 'leather pants', 'leather fashion', 'amber heard', 'amber heard fashion', 'women leather pants', 'woman leather fashion', 'leather clothing', 'woman closet', 'women closet', 'pure leather pants', 'woman wear', 'woman leather wear', 'leather jacket']",26,none,Amber Heard Leather Pants 1 | LeatherCult,"Amber Heard Leather Pants 1
http://bit.ly/AmberHeardLeatherPants1

Subscribe to our channel 

Follow us on Facebook - 
https://www.facebook.com/leathercult

Follow us on Twitter -
https://twitter.com/leathercult 

Follow us on Pinterest -
https://in.pinterest.com/leathercult/",PT26S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,541,1,0,0,https://i.ytimg.com/vi/13BVH8ldFxo/maxresdefault.jpg,1280.0,720.0,,
youtube#video,36SL4VrJIXo0PXWEJRaZt5GN6mk,1BE2qDrDqh8,2021-09-01T15:19:35Z,UCANd3ZWnmMwjBywAtTNI2TQ,AMBER HEARD STREET STYLE LOOKBOOK,"In this video we see Amber heard street style LOOKBOOK. Please like, subscribe and share this video.",https://i.ytimg.com/vi/1BE2qDrDqh8/default.jpg,120,90,https://i.ytimg.com/vi/1BE2qDrDqh8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1BE2qDrDqh8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1BE2qDrDqh8/sddefault.jpg,640.0,480.0,Celebs on Wheel,,22,none,AMBER HEARD STREET STYLE LOOKBOOK,"In this video we see Amber heard street style LOOKBOOK. Please like, subscribe and share this video.",PT6M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,73,3,0,0,https://i.ytimg.com/vi/1BE2qDrDqh8/maxresdefault.jpg,1280.0,720.0,,
youtube#video,tTywRj-cT65iEGukT5RPQavmoyo,1YyqLRH5zAQ,2020-01-15T00:21:51Z,UCAVgFwnRKj2Ny8M2emfYm9w,Amber Heard “@amberheard a #Giffoni2019”    #AmberHeard #IStandWithAmber #WeA,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/1YyqLRH5zAQ/default.jpg,120,90,https://i.ytimg.com/vi/1YyqLRH5zAQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1YyqLRH5zAQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1YyqLRH5zAQ/sddefault.jpg,640.0,480.0,Celebrity Scoop,,24,none,Amber Heard “@amberheard a #Giffoni2019”    #AmberHeard #IStandWithAmber #WeA,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT15S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,19,,0,0,,,,es,
youtube#video,Fq9Z7HRnvbw2HmFcq5VldTmxMW0,24EDHcqegUE,2019-08-13T20:32:16Z,UCAVgFwnRKj2Ny8M2emfYm9w,Amber Heard #AmberHeard making cookies,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/24EDHcqegUE/default.jpg,120,90,https://i.ytimg.com/vi/24EDHcqegUE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/24EDHcqegUE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/24EDHcqegUE/sddefault.jpg,640.0,480.0,Celebrity Scoop,,24,none,Amber Heard #AmberHeard making cookies,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT12S,2d,sd,false,True,rectangular,processed,public,youtube,True,False,False,42,,0,0,,,,,
youtube#video,Q8fKQHBuc7-cXKQ0LzkXex5htEI,3PKgALcymVo,2019-06-27T23:28:08Z,UCAVgFwnRKj2Ny8M2emfYm9w,Amber Heard,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/3PKgALcymVo/default.jpg,120,90,https://i.ytimg.com/vi/3PKgALcymVo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3PKgALcymVo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3PKgALcymVo/sddefault.jpg,640.0,480.0,Celebrity Scoop,,24,none,Amber Heard,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT14S,2d,sd,false,True,rectangular,processed,public,youtube,True,False,False,3,,0,0,,,,,
youtube#video,I2MMJ_SpckVYUwbtWWKu-oy4XxI,3zOFUBF0rd0,2016-04-28T20:03:59Z,UCKA5o4rem1Kj-y6M-OASyGg,How Much Taller? - Tom Brady vs Amber Heard!,"We compare Tom Brady and Amber Heard in height, visually and with data, and reveal just how much the difference is between the NFL quarterback and actress!",https://i.ytimg.com/vi/3zOFUBF0rd0/default.jpg,120,90,https://i.ytimg.com/vi/3zOFUBF0rd0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3zOFUBF0rd0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3zOFUBF0rd0/sddefault.jpg,640.0,480.0,HMT Height Comparisons,"['Height', 'Celebrity', 'Comparison', 'Tall', 'Size', 'Small', 'Difference', 'Feet', 'Inches', 'Metric', 'cm', 'ft', 'body', 'length', 'facts', 'info', 'measurements', 'Tom Brady', 'Amber Heard']",24,none,How Much Taller? - Tom Brady vs Amber Heard!,"We compare Tom Brady and Amber Heard in height, visually and with data, and reveal just how much the difference is between the NFL quarterback and actress!",PT42S,2d,sd,false,False,rectangular,processed,public,youtube,True,False,False,2,1,0,0,https://i.ytimg.com/vi/3zOFUBF0rd0/maxresdefault.jpg,1280.0,720.0,,
