kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,contentDetails.regionRestriction.blocked,snippet.defaultLanguage
youtube#video,YOXI_CR6tdbX1IpcOcAQ6aMy0PM,-G-4-k90SXg,2015-02-05T13:46:53Z,UC1sAQpHqHy4SV6ZSu98xGmg,Johnny Depp ties knot with fiancee Amber Heard - BT,"Johnny Depp ties knot with fiancee Amber Heard 

""The much-awaited nuptials of actors Johnny Depp and Amber Heard have reportedly already happened at their home here. A source confirmed the news of their marriage here on Tuesday.
A bigger wedding celebration is still to come this weekend on Depp's Little Hall's Pond Cay private island in the Bahamas.
""

Subscribe to Bombay Times Youtube channel here:  http://goo.gl/AdXcgU

Also Subscribe to Times Of India’s Youtube Channel here : http://goo.gl/WgIatu

Social Media Links: 
Facebook : https://www.facebook.com/bombaytimes
Twitter : https://twitter.com/TheBombayTimes
Google + : https://plus.google.com/u/0/102984408851160634037/posts

Bombay Times Official YouTube channel is managed by Culture Machine Media Pvt Ltd.",https://i.ytimg.com/vi/-G-4-k90SXg/default.jpg,120,90,https://i.ytimg.com/vi/-G-4-k90SXg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-G-4-k90SXg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-G-4-k90SXg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-G-4-k90SXg/maxresdefault.jpg,1280.0,720.0,ETimes,"['bollywood', 'bollywood entertainment', 'times of india', 'bombay times', 'bollywood songs', 'bollywood movies', 'scandals', 'bollywood gossips', 'affairs', 'hot babe', 'break up', 'hindi movies', 'kiss', 'bollywood news', 'bollywood trailers', 'bollywood movies 2014', 'Johnny Depp Marries Amber Heared', 'Johnny Depp movies', 'Johnny Depp at Oscar Awards 2014', 'Johnny Depp Interview', 'Johnny Depp Marriage', 'Johnny Depp In India', 'Johnny Depp Kiss Amber Heard']",25,none,Johnny Depp ties knot with fiancee Amber Heard - BT,"Johnny Depp ties knot with fiancee Amber Heard 

""The much-awaited nuptials of actors Johnny Depp and Amber Heard have reportedly already happened at their home here. A source confirmed the news of their marriage here on Tuesday.
A bigger wedding celebration is still to come this weekend on Depp's Little Hall's Pond Cay private island in the Bahamas.
""

Subscribe to Bombay Times Youtube channel here:  http://goo.gl/AdXcgU

Also Subscribe to Times Of India’s Youtube Channel here : http://goo.gl/WgIatu

Social Media Links: 
Facebook : https://www.facebook.com/bombaytimes
Twitter : https://twitter.com/TheBombayTimes
Google + : https://plus.google.com/u/0/102984408851160634037/posts

Bombay Times Official YouTube channel is managed by Culture Machine Media Pvt Ltd.",PT49S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,532,1,0,0,,,
youtube#video,QvoBJ3OV1CQtT_TB6-B2zjjz1SY,-ShfgPZ2K84,2018-12-28T04:45:51Z,UCDYLe8Wcu4dH6EjIdpkEF0g,QUEEN MERA LURKS IN THE OPEN SEA! *SPEED-ART*,"Hi everyone! Here is the second edit which I made before seeing Aquaman yesterday, (its amazing) of Amber Heard as Mera! Hope you guys like it too! 

Enjoy!

Make sure to Like and Subscribe if you enjoyed the video! and feel free to comment down below your thoughts on the video!
Join the Notification Squad by Clicking the Bell to be notified when I post!

SUBSCRIBE for More! ► https://www.youtube.com/channel/UCDYL...
PREVIOUS Video! ► https://www.youtube.com/watch?v=SOlfuOLYYsc

MAKE SURE TO FOLLOW ME ON SOCIAL MEDIA!
Instagram ► (MizuriOfficial)
Facebook ► (Mizuri)
Twitter ► (MizuriiOfficial)
DeviantArt ► (iMizuri)
Vero ► (MizuriOfficial)

Join me on my journey in exploring the World of Digital Art! and if you read this far, Thank you for watching the video! LIKE, COMMENT and SHARE to support me even more!

Music Credit: 
Track: Feint - Shockwave (feat. Heather Sommer) [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/68MDl02vrWU
Free Download / Stream: http://ncs.io/ShockwaveYO",https://i.ytimg.com/vi/-ShfgPZ2K84/default.jpg,120,90,https://i.ytimg.com/vi/-ShfgPZ2K84/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-ShfgPZ2K84/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-ShfgPZ2K84/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-ShfgPZ2K84/maxresdefault.jpg,1280.0,720.0,Mizuri,"['#Mizuri', '#marvelstudios', '#marvel', '#comicbook', '#dc', '#dccomics', '#ironman', '#daredevil', '#netflix', '#gaming', '#youtube', 'mera', 'mermaid', 'aquaman', 'ocean', 'sea', 'comicbook', 'dc', 'dccomics']",24,none,QUEEN MERA LURKS IN THE OPEN SEA! *SPEED-ART*,"Hi everyone! Here is the second edit which I made before seeing Aquaman yesterday, (its amazing) of Amber Heard as Mera! Hope you guys like it too! 

Enjoy!

Make sure to Like and Subscribe if you enjoyed the video! and feel free to comment down below your thoughts on the video!
Join the Notification Squad by Clicking the Bell to be notified when I post!

SUBSCRIBE for More! ► https://www.youtube.com/channel/UCDYL...
PREVIOUS Video! ► https://www.youtube.com/watch?v=SOlfuOLYYsc

MAKE SURE TO FOLLOW ME ON SOCIAL MEDIA!
Instagram ► (MizuriOfficial)
Facebook ► (Mizuri)
Twitter ► (MizuriiOfficial)
DeviantArt ► (iMizuri)
Vero ► (MizuriOfficial)

Join me on my journey in exploring the World of Digital Art! and if you read this far, Thank you for watching the video! LIKE, COMMENT and SHARE to support me even more!

Music Credit: 
Track: Feint - Shockwave (feat. Heather Sommer) [NCS Release]
Music provided by NoCopyrightSounds.
Watch: https://youtu.be/68MDl02vrWU
Free Download / Stream: http://ncs.io/ShockwaveYO",PT4M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,372,25,0,4,en,,
youtube#video,8EGAAtmKFMIc3i-ozGEhSGaqAps,02c6An66a_U,2015-02-19T08:20:57Z,UCV9aCSBmJi6WI_gqni0q-Dg,Johnny depp y amber heard,,https://i.ytimg.com/vi/02c6An66a_U/default.jpg,120,90,https://i.ytimg.com/vi/02c6An66a_U/mqdefault.jpg,320,180,https://i.ytimg.com/vi/02c6An66a_U/hqdefault.jpg,480,360,https://i.ytimg.com/vi/02c6An66a_U/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/02c6An66a_U/maxresdefault.jpg,1280.0,720.0,Isabel Cervantes,,22,none,Johnny depp y amber heard,,PT1M,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,21,1,0,0,,,
youtube#video,dGmEV5otjjyB4F8sFUD7BUTvgP4,0MohHFeiu98,2016-12-10T07:16:38Z,UCO5vtkTKXRT3F5VpSDGHc4A,Amber Heard & George Finn - Clarity,,https://i.ytimg.com/vi/0MohHFeiu98/default.jpg,120,90,https://i.ytimg.com/vi/0MohHFeiu98/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0MohHFeiu98/hqdefault.jpg,480,360,,,,,,,AriaApril,,24,none,Amber Heard & George Finn - Clarity,,PT2M20S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,555,8,0,0,,,
youtube#video,Vc8lLenJ5Briw_zayFHN2VnPobw,0OBtulbr06U,2016-05-28T06:32:30Z,UC-26wOoTgL9nyPtpTnscwnA,Johnny Depp performs with Hollywood Vampires in Portugal hours after Amber Heard accuses him,"Johnny Depp performs with Hollywood Vampires in Portugal hours after Amber Heard accuses him 

 Johnny Depp appeared to be in good spirits when he joined his band the Hollywood Vampires on stage on Friday night.

Hours earlier his estranged wife Amber Heard had accused him of domestic violence during a dramatic court hearing which took place five days after she filed for divorce.

Shrugging off the allegations, the actor took to the stage as the legendary group headlined the Rock in Rio Festival at Bela Vista Park in Lisbon, Portugal.

The seven-strong group wowed the crowds before Johnny posed for pictures with his famous bandmates, including Alice Cooper and Joe Perry.

follow us on 

facebook: https://facebook.com/The-Vortex-1048461231907025/

twitter: https://twitter.com/alikivo1

youtube channel link: https://www.youtube.com/channel/UC-26wOoTgL9nyPtpTnscwnA

and also visit for more news and showbiz and dnt forget to subcribe our channel please thank you :)

contact us: alilars64@gmail.com",https://i.ytimg.com/vi/0OBtulbr06U/default.jpg,120,90,https://i.ytimg.com/vi/0OBtulbr06U/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0OBtulbr06U/hqdefault.jpg,480,360,,,,,,,MTV,"['johny depp', 'perform', 'hollywood', 'news', 'tmz', 'celebrity', 'johnny depp', 'depp', 'johnny', 'tmz 2016', 'bbc news', '2016', 'film', 'music']",1,none,Johnny Depp performs with Hollywood Vampires in Portugal hours after Amber Heard accuses him,"Johnny Depp performs with Hollywood Vampires in Portugal hours after Amber Heard accuses him 

 Johnny Depp appeared to be in good spirits when he joined his band the Hollywood Vampires on stage on Friday night.

Hours earlier his estranged wife Amber Heard had accused him of domestic violence during a dramatic court hearing which took place five days after she filed for divorce.

Shrugging off the allegations, the actor took to the stage as the legendary group headlined the Rock in Rio Festival at Bela Vista Park in Lisbon, Portugal.

The seven-strong group wowed the crowds before Johnny posed for pictures with his famous bandmates, including Alice Cooper and Joe Perry.

follow us on 

facebook: https://facebook.com/The-Vortex-1048461231907025/

twitter: https://twitter.com/alikivo1

youtube channel link: https://www.youtube.com/channel/UC-26wOoTgL9nyPtpTnscwnA

and also visit for more news and showbiz and dnt forget to subcribe our channel please thank you :)

contact us: alilars64@gmail.com",PT1M8S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,151,0,0,0,,,
youtube#video,ZkoBthwt8j1ZAZP5cgI2JvnC7-U,4cjWLfvBaLw,2016-04-26T14:01:19Z,UCkkXZWURde-cvdr3TNGBTXQ,"""When I Live My Life Over Again"" Q&A at the 2015 Gold Coast International Film Festival","Q&A with director Robert Edwards

After one too many big city problems, Jude (Amber Heard) heads to the Hamptons home of her father (Christopher Walken), an over-the-hill crooner desperately charting his musical comeback. She soon recalls that spending time at home with her father presents its own particular set of challenges. Writer-director Robert Edwards (Land of the Blind) perfectly captures the inner turmoil of an aspiring artist through his characterization of Jude and Robert, demonstrating that ambition isn’t enough to get what you want. Amber Heard commands the screen as a charming singer-songwriter who temporarily retires her rose-colored glasses for rose-colored hair. —Ashley Havey, Tribeca Film Festival",https://i.ytimg.com/vi/4cjWLfvBaLw/default.jpg,120,90,https://i.ytimg.com/vi/4cjWLfvBaLw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4cjWLfvBaLw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4cjWLfvBaLw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/4cjWLfvBaLw/maxresdefault.jpg,1280.0,720.0,Gold Coast International Film Festival,"['film festival', 'long island', 'gold coast', 'film screening', 'festival', 'film', 'q&a', 'christopher walken', 'amber heard', 'director']",1,none,"""When I Live My Life Over Again"" Q&A at the 2015 Gold Coast International Film Festival","Q&A with director Robert Edwards

After one too many big city problems, Jude (Amber Heard) heads to the Hamptons home of her father (Christopher Walken), an over-the-hill crooner desperately charting his musical comeback. She soon recalls that spending time at home with her father presents its own particular set of challenges. Writer-director Robert Edwards (Land of the Blind) perfectly captures the inner turmoil of an aspiring artist through his characterization of Jude and Robert, demonstrating that ambition isn’t enough to get what you want. Amber Heard commands the screen as a charming singer-songwriter who temporarily retires her rose-colored glasses for rose-colored hair. —Ashley Havey, Tribeca Film Festival",PT25M42S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,59,0,0,0,,,
youtube#video,hAaVCYj3RytoJ92NlQ83YFjRnKM,4L5_-Gnqa9g,2019-03-29T12:10:32Z,UCAT61RkyOpks5P5NYfrfjtA,Amber Island Episode 2 Ft. The Green Gizmo,Old friendships last a long time.,https://i.ytimg.com/vi/4L5_-Gnqa9g/default.jpg,120,90,https://i.ytimg.com/vi/4L5_-Gnqa9g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4L5_-Gnqa9g/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4L5_-Gnqa9g/sddefault.jpg,640.0,480.0,,,,Xavier Knight,"['amber', 'amberlynn reid food', 'amber scholl', 'amber heard', 'amber rose', 'amber alert georgia', 'how amber alert was made', 'how amber is formed', 'how amber alert works', 'music video', 'music', 'minecraft', 'minecraft song', 'minecraft parody', 'minecraft music', 'minecraft skins', 'minecraft download', 'minecraft unblocked', 'how minecraft died', 'how minecraft was created', 'how minecraft changed my life', 'animation', 'house', 'challenge']",22,none,Amber Island Episode 2 Ft. The Green Gizmo,Old friendships last a long time.,PT15M48S,2d,sd,false,False,rectangular,processed,public,creativeCommon,True,False,False,29,4,0,4,en,,
youtube#video,gaPl3a0KQDMzEzcDKml2eg5Fmxg,6no1NtU2vxg,2015-02-09T19:27:54Z,UCsux2nBQBXZYP4_XtXv97rg,✔ Johnny Depp | Amber Heard |  A Thousand Years,"http://the-last-age.xobor.de/

Seraphia & Kyran ♥
Babyarlam ! o.o",https://i.ytimg.com/vi/6no1NtU2vxg/default.jpg,120,90,https://i.ytimg.com/vi/6no1NtU2vxg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6no1NtU2vxg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/6no1NtU2vxg/sddefault.jpg,640.0,480.0,,,,Elena Gilbert,"['Johnny Depp', 'Amber Heard', 'A Thousand Years', 'Baby', 'The Last Age', 'Das letzte Zeitalter', 'Forum', 'Xobor', 'Trailer', 'Paaring', 'New']",22,none,✔ Johnny Depp | Amber Heard |  A Thousand Years,"http://the-last-age.xobor.de/

Seraphia & Kyran ♥
Babyarlam ! o.o",PT3M50S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,780,10,0,0,,['DE'],
youtube#video,x9o7r91jslMF08vb1bLuLriAO6E,7HgZkTR-_DU,2021-03-18T19:17:06Z,UCnTaGvsHmMy792DWeT6HbGA,nelward x HiP CoLouR - Amber Island,"This is part of HiP CoLouR's excellent new EP, ""A Long, Long Time Ago...""

Spotify link: https://open.spotify.com/album/5ZqpBPaCGXOA3G0ELV4QOP?si=hwBwHiuUSKG37yEynPwwoA

HiP CoLouR's Youtube channel: https://www.youtube.com/channel/UC4sZm9km9S1lHKlwgxATOEg

HiP CoLouR's instagram: https://www.instagram.com/hip_colour/channel/

The ""song"" was written by me in 2018, vocals and guitar solo by me. HiP CoLouR played piano on it, arranged it, provided additional vocals and bass. Also mixed it.

LYRICS

through my windowpane
i can see your garden
and is pans a million miles on the horizon

through each passing frame
there’s a thousand paintings
and we’re dancing on the canvas we’re creating

through my windowpane
effervescent showers
soon the hummingbirds surround the budding flowers

after pouring rain
there’s a bluebird waiting
and each sight and sound is endless and amazing

I see bright red kites in the distance
a new song playing in my mind
the beat gets loud as I listen
Through windowpanes watching all my world come to lifeThere’s a bright red kite in the distance
a new song playing in my mind
the beat gets loud as I listen
Through windowpanes
Back to the place where I sang la la -a -a
Amber Island, amber islandtake me back to the times where I sang na na -a -a
Amber Island, amber island

Take me back to to the place where I sang la la -a -a
Amber Island, Amber island
take me back to the times where I sang na na -a -a
Amber Island, amber island",https://i.ytimg.com/vi/7HgZkTR-_DU/default.jpg,120,90,https://i.ytimg.com/vi/7HgZkTR-_DU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7HgZkTR-_DU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7HgZkTR-_DU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/7HgZkTR-_DU/maxresdefault.jpg,1280.0,720.0,nelward,,10,none,nelward x HiP CoLouR - Amber Island,"This is part of HiP CoLouR's excellent new EP, ""A Long, Long Time Ago...""

Spotify link: https://open.spotify.com/album/5ZqpBPaCGXOA3G0ELV4QOP?si=hwBwHiuUSKG37yEynPwwoA

HiP CoLouR's Youtube channel: https://www.youtube.com/channel/UC4sZm9km9S1lHKlwgxATOEg

HiP CoLouR's instagram: https://www.instagram.com/hip_colour/channel/

The ""song"" was written by me in 2018, vocals and guitar solo by me. HiP CoLouR played piano on it, arranged it, provided additional vocals and bass. Also mixed it.

LYRICS

through my windowpane
i can see your garden
and is pans a million miles on the horizon

through each passing frame
there’s a thousand paintings
and we’re dancing on the canvas we’re creating

through my windowpane
effervescent showers
soon the hummingbirds surround the budding flowers

after pouring rain
there’s a bluebird waiting
and each sight and sound is endless and amazing

I see bright red kites in the distance
a new song playing in my mind
the beat gets loud as I listen
Through windowpanes watching all my world come to lifeThere’s a bright red kite in the distance
a new song playing in my mind
the beat gets loud as I listen
Through windowpanes
Back to the place where I sang la la -a -a
Amber Island, amber islandtake me back to the times where I sang na na -a -a
Amber Island, amber island

Take me back to to the place where I sang la la -a -a
Amber Island, Amber island
take me back to the times where I sang na na -a -a
Amber Island, amber island",PT3M35S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,70508,2353,0,169,,,
youtube#video,iKTg1Kv3EyPLJuDNnJP-URT8qJ8,7oirfWHUMPg,2019-07-29T21:15:23Z,UCgM5P6QGHmrvu5fDPx79mug,Amber and Greg's Love Island Journey | Love Island 2019,"Greg was the knight in shining armour Amber was waiting for, and instantly put a smile back on her face with his Irish charm. It's been the summer of a lifetime so here are their best bits...
Subscribe for more! http://bit.ly/1U9dtB0

Download the Official Love Island App here:
iOS: http://bit.ly/2uC0Fvs
Android: http://bit.ly/2thKW50

Like, follow and subscribe to Love Island!

#LoveIsland

YouTube: https://www.youtube.com/loveisland
Website: http://www.itv.com/loveisland
Facebook: https://www.facebook.com/LoveIslandITV2
Twitter: https://twitter.com/LoveIsland
Instagram: https://www.instagram.com/loveisland

Welcome to the official Love Island YouTube channel. Get ready as some seriously hot singles take over the hottest villa in the Balearics for six weeks of sun, sea and smooching in their quest for the ultimate summer romance and £50,000 prize!

Watch more videos from Love Island on the official YouTube channel https://www.youtube.com/loveisland

http://www.itv.com",https://i.ytimg.com/vi/7oirfWHUMPg/default.jpg,120,90,https://i.ytimg.com/vi/7oirfWHUMPg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7oirfWHUMPg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7oirfWHUMPg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/7oirfWHUMPg/maxresdefault.jpg,1280.0,720.0,Love Island,"['love island australia', 'love island australia 2018', 'love island 2019', 'love island', 'islanders 2019', 'Love island couples', 'love island 2018', 'love island amber and greg', 'love island amber and greg highlights', 'love island amber', 'love island greg']",24,none,Amber and Greg's Love Island Journey | Love Island 2019,"Greg was the knight in shining armour Amber was waiting for, and instantly put a smile back on her face with his Irish charm. It's been the summer of a lifetime so here are their best bits...
Subscribe for more! http://bit.ly/1U9dtB0

Download the Official Love Island App here:
iOS: http://bit.ly/2uC0Fvs
Android: http://bit.ly/2thKW50

Like, follow and subscribe to Love Island!

#LoveIsland

YouTube: https://www.youtube.com/loveisland
Website: http://www.itv.com/loveisland
Facebook: https://www.facebook.com/LoveIslandITV2
Twitter: https://twitter.com/LoveIsland
Instagram: https://www.instagram.com/loveisland

Welcome to the official Love Island YouTube channel. Get ready as some seriously hot singles take over the hottest villa in the Balearics for six weeks of sun, sea and smooching in their quest for the ultimate summer romance and £50,000 prize!

Watch more videos from Love Island on the official YouTube channel https://www.youtube.com/loveisland

http://www.itv.com",PT1M21S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,535068,,0,,,"['BR', 'CA', 'TW', 'US']",
