kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height
youtube#video,EAbdN-M1uIG9Co5AtDKKdSWSRU4,8jbM21moZcU,2019-07-10T22:23:33Z,UCBu0KdNokE4MqdkacvH37_A,Amber Alert: Search underway for missing Dallas toddler,"A search continues for a toddler after a relative was taken into custody and questioned in connection to the case Wednesday afternoon, police said.

Cedric Jackson Jr., 18-months-old, had recently been placed in the custody of his aunt, who called police Wednesday morning to report the toddler was missing, said Maj. Max Geron during a news conference.",https://i.ytimg.com/vi/8jbM21moZcU/default.jpg,120,90,https://i.ytimg.com/vi/8jbM21moZcU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8jbM21moZcU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8jbM21moZcU/sddefault.jpg,640.0,480.0,WFAA,"['crime', 'local', 'dallas-county', 'news']",25,none,en,Amber Alert: Search underway for missing Dallas toddler,"A search continues for a toddler after a relative was taken into custody and questioned in connection to the case Wednesday afternoon, police said.

Cedric Jackson Jr., 18-months-old, had recently been placed in the custody of his aunt, who called police Wednesday morning to report the toddler was missing, said Maj. Max Geron during a news conference.",en,PT2M35S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,1499,20,0,8,,,
youtube#video,eAr6Vj7X53gDL07yTKz_zyqJyGw,9qVFssRJs8M,2019-08-23T09:36:34Z,UCstEtN0pgOmCf02EdXsGChw,Katrina insists that she did not tamper with the DNA Test | Nang Ngumiti Ang Langit,"Britney (Heart Ramos) overhears Katrina (Cristine Reyes) confronting Michael (RK Bagatsing) for doubting her claim that Amber (Krystal Mejes) is his daughter. (With English Subtitles)

Subscribe to the ABS-CBN Entertainment channel! - https://entertainment.abs-cbn.com/tv/shows/nangngumitianglangit/main
http://bit.ly/NangNgumitiAngLangit-iWant
http://bit.ly/NangNgumitiAngLangit-TFCTV

Visit our official website! 
http://entertainment.abs-cbn.com
http://www.push.com.ph

Facebook: http://www.facebook.com/ABSCBNnetwork
Twitter: https://twitter.com/ABSCBN 
Instagram: http://instagram.com/abscbn


Episode 107 Cast:
Sophia Reola (Mikmik) / RK Bagatsing (Michael) / Cristine Reyes (Katrina) / Pilar Pilapil (Divina) / Enzo Pineda (James) / Heart Ramos (Britney) / Krystal Mejes (Amber) / Matet de Leon (Ruth) / Keempee de Leon (Benjie) / Moi Bien (Barbie) / Ethyl Anne Osorio (Sarah) / Michelle Vito (Anna) / Teroy Guzman (Nante) / Miguel Vergara (Joseph) / Lotlot Bustamante (Marilyn) / Pat Liwanag (Chichi) / Ces Quesada (Ester) / Dante Rivero (David) / Nina Ricci Alagao (Atty. Sandejas) / uncredited (Isay) / Raffy Tejada (Jun) / Shaina Magdayao (Grace)

#NNALHuliKa
#NangNgumitiAngLangitEpisode107
#NangNgumitiAngLangit",https://i.ytimg.com/vi/9qVFssRJs8M/default.jpg,120,90,https://i.ytimg.com/vi/9qVFssRJs8M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9qVFssRJs8M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/9qVFssRJs8M/sddefault.jpg,640.0,480.0,ABS-CBN Entertainment,"['ABS-CBN', 'ABS-CBN Online', 'ABS-CBN Philippines', 'Philippines', 'Entertainment', 'Teleserye', 'Nang Ngumiti Ang Langit', 'August 23 2019', '20190823online', 'YT0psRisa', 'Ngumiti Ang Langit August 23 2019 Episode', 'Ngumiti Ang Langit August 23 2019', 'Nang Ngumiti Ang Langit August 23 episode', 'Nang Ngumiti Ang Langit Highlights', 'NNAL August 23', 'Nang Ngumiti Ang Langit Episode 107', 'NNAL episode 107', '#NangNgumitiAngLangit', '#NNALHuliKa', 'Heart Ramos', 'Cristine Reyes', 'RK Bagatsing', 'Britney', 'Katrina', 'Michael', 'DNA Test']",24,none,en,Katrina insists that she did not tamper with the DNA Test | Nang Ngumiti Ang Langit,"Britney (Heart Ramos) overhears Katrina (Cristine Reyes) confronting Michael (RK Bagatsing) for doubting her claim that Amber (Krystal Mejes) is his daughter. (With English Subtitles)

Subscribe to the ABS-CBN Entertainment channel! - https://entertainment.abs-cbn.com/tv/shows/nangngumitianglangit/main
http://bit.ly/NangNgumitiAngLangit-iWant
http://bit.ly/NangNgumitiAngLangit-TFCTV

Visit our official website! 
http://entertainment.abs-cbn.com
http://www.push.com.ph

Facebook: http://www.facebook.com/ABSCBNnetwork
Twitter: https://twitter.com/ABSCBN 
Instagram: http://instagram.com/abscbn


Episode 107 Cast:
Sophia Reola (Mikmik) / RK Bagatsing (Michael) / Cristine Reyes (Katrina) / Pilar Pilapil (Divina) / Enzo Pineda (James) / Heart Ramos (Britney) / Krystal Mejes (Amber) / Matet de Leon (Ruth) / Keempee de Leon (Benjie) / Moi Bien (Barbie) / Ethyl Anne Osorio (Sarah) / Michelle Vito (Anna) / Teroy Guzman (Nante) / Miguel Vergara (Joseph) / Lotlot Bustamante (Marilyn) / Pat Liwanag (Chichi) / Ces Quesada (Ester) / Dante Rivero (David) / Nina Ricci Alagao (Atty. Sandejas) / uncredited (Isay) / Raffy Tejada (Jun) / Shaina Magdayao (Grace)

#NNALHuliKa
#NangNgumitiAngLangitEpisode107
#NangNgumitiAngLangit",fil,PT3M20S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,888106,5307,0,205,,,
youtube#video,x86z7T8PKuCT-Xioe-Nj_qURxXA,aLseXXNsLZs,2021-10-22T03:21:34Z,UCKdALw0BErtqmGI2AUtbbhg,"Missing 3-year-old Major Harris found dead, Milwaukee police say","3-year-old Major Harris, who has been the subject of an active AMBER Alert for much of the past week, was found dead Thursday afternoon, Milwaukee police said in a news conference.",https://i.ytimg.com/vi/aLseXXNsLZs/default.jpg,120,90,https://i.ytimg.com/vi/aLseXXNsLZs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aLseXXNsLZs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/aLseXXNsLZs/sddefault.jpg,640.0,480.0,TMJ4 News,['Major Harris'],25,none,,"Missing 3-year-old Major Harris found dead, Milwaukee police say","3-year-old Major Harris, who has been the subject of an active AMBER Alert for much of the past week, was found dead Thursday afternoon, Milwaukee police said in a news conference.",en-US,PT3M35S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,4482,91,0,42,https://i.ytimg.com/vi/aLseXXNsLZs/maxresdefault.jpg,1280.0,720.0
youtube#video,3emProp7EbxnfF0LrQ20H8HokpY,AsUnKb8-Qo8,2021-07-22T10:28:20Z,UCF8HUTbUwPKh2Q-KpGOCVGw,"Spain not expecting to be on 'amber-plus' list due to low beta variant, says secretary for tourism","Fernando Valdés, the Spanish secretary of state for tourism, discusses the potential impact that placing the country on the U.K.'s amber-plus list would have on its overall travel figures and expectations.",https://i.ytimg.com/vi/AsUnKb8-Qo8/default.jpg,120,90,https://i.ytimg.com/vi/AsUnKb8-Qo8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AsUnKb8-Qo8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/AsUnKb8-Qo8/sddefault.jpg,640.0,480.0,CNBC International TV,['Street Signs Europe'],25,none,,"Spain not expecting to be on 'amber-plus' list due to low beta variant, says secretary for tourism","Fernando Valdés, the Spanish secretary of state for tourism, discusses the potential impact that placing the country on the U.K.'s amber-plus list would have on its overall travel figures and expectations.",en,PT3M13S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,818,1,0,2,,,
youtube#video,bMRTWWV7d9xhbYVTHEZlgJ1zbu8,bzKJHUzcPp4,2020-03-03T20:29:35Z,UCxcRZdeIMmXiXJc-zVnjvXg,My Brain Made Me Do It!,"Join Independent Certified OPTAVIA Coaches Jared and Amber Smithson as they discuss how to use Stop, Challenge, and Choose to create space between stimulus and a response. During this session, they also explain the functionality of our three brains: lizard brain, Labrador brain, and human brain. Guest speakers include Shonna Perry and Treasure Niederhauser.",https://i.ytimg.com/vi/bzKJHUzcPp4/default.jpg,120,90,https://i.ytimg.com/vi/bzKJHUzcPp4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bzKJHUzcPp4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/bzKJHUzcPp4/sddefault.jpg,640.0,480.0,OPTAVIA,,27,none,en,My Brain Made Me Do It!,"Join Independent Certified OPTAVIA Coaches Jared and Amber Smithson as they discuss how to use Stop, Challenge, and Choose to create space between stimulus and a response. During this session, they also explain the functionality of our three brains: lizard brain, Labrador brain, and human brain. Guest speakers include Shonna Perry and Treasure Niederhauser.",en,PT32M21S,2d,hd,true,False,rectangular,processed,public,youtube,True,True,False,6098,60,0,6,,,
youtube#video,EoSv_dsSU8MCKLm-onmOxCzzq-Y,cGE4SrDOVLQ,2021-08-20T23:13:53Z,UCAURI9aCzKBTRsXx6gXnddg,Amber Rose EMBARRASSES Herself... Again,"👇 SUBSCRIBE FOR MORE VIDEOS 👇
https://www.youtube.com/helloyassine?sub_confirmation=1

#amberrose #wizkhalifa
-------------------------------------------------------------------------------------------------------------
Subscribe:https://www.youtube.com/helloyassine?sub_confirmation=1

Twitch: https://www.twitch.tv/helloyassine
Twitter: https://twitter.com/TheMindOfHY
Instagram: https://www.instagram.com/helloyassine/",https://i.ytimg.com/vi/cGE4SrDOVLQ/default.jpg,120,90,https://i.ytimg.com/vi/cGE4SrDOVLQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cGE4SrDOVLQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/cGE4SrDOVLQ/sddefault.jpg,640.0,480.0,helloyassine,"['helloyassine', 'amber rose', 'amber rose boyfriend', 'amber rose interview', 'amber rose dating', 'amber rose kanye west', 'amber rose cheated on', 'amber rose wiz khalifa', 'amber rose (celebrity)', 'amber rose breakup', 'amber rose gill', 'amber rose revah', 'amber rose kodak', 'amber rose lil yachty', 'amber rose husband', 'amber rose net worth', 'amber rose slutwalk', 'amber rose wild n out', 'amber rose instagram', 'amber rose cheating', 'amber rose and alexander edwards break up']",27,none,,Amber Rose EMBARRASSES Herself... Again,"👇 SUBSCRIBE FOR MORE VIDEOS 👇
https://www.youtube.com/helloyassine?sub_confirmation=1

#amberrose #wizkhalifa
-------------------------------------------------------------------------------------------------------------
Subscribe:https://www.youtube.com/helloyassine?sub_confirmation=1

Twitch: https://www.twitch.tv/helloyassine
Twitter: https://twitter.com/TheMindOfHY
Instagram: https://www.instagram.com/helloyassine/",en,PT8M18S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,70220,3968,0,599,https://i.ytimg.com/vi/cGE4SrDOVLQ/maxresdefault.jpg,1280.0,720.0
youtube#video,W_3AEysii1m8EWrZV805UOAhbTk,fwp8ONgEgJQ,2020-07-08T20:21:26Z,UCypeFpwuQcq-G-UpEFkmJzg,Johnny Depp's Shocking Revelations in Libel Trial,"Johnny Depp is suing ""The Sun"" for allegations he abused his ex, Amber Heard. In court, Depp admitted to spending $30,000 a month on wine and drugs but said it never resulted in abuse towards his ex.

---

SUBSCRIBE TO DAILY BLAST LIVE: http://bit.ly/2tNb089

Welcome to Daily Blast LIVE: The only show that covers what you are talking about right now.

Catch us live Monday-Friday from 12:30pm-5:00pm EST and 7:30pm-8:00pm EST.


Like us on Facebook - http://bit.ly/DBLFacebook
Follow us on Instagram - http://bit.ly/DBLInstagram
Follow us on Twitter - http://bit.ly/DBLTwitter
Check your local TV listings - http://bit.ly/DBLWhatChannel
Download our App - http://bit.ly/DBLAppDownload
Vote Live during this show! - http://bit.ly/DBLLiveVote",https://i.ytimg.com/vi/fwp8ONgEgJQ/default.jpg,120,90,https://i.ytimg.com/vi/fwp8ONgEgJQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fwp8ONgEgJQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/fwp8ONgEgJQ/sddefault.jpg,640.0,480.0,Daily Blast LIVE,"['Daily Blast Live', 'Daily Blast', 'trending news', 'dbltake', '#dbltake', 'vlog', 'TeamDBL', '#TeamDBL', '#DBLNation', '#DailyBlastLive', 'Johnny Depp', 'Johnny Depp trial', 'libel trial', 'Johnny Depp allegations', 'Johnny Depp abuse allegations', 'Johnny Depp and Amber Heard', 'Amber Heard', 'Johnny Depp and Amber Heard relationship', 'Johnny Depp in court', 'Johnny Depp drugs', 'Johnny Depp wine and drugs', 'Johnny Depp admits to drug use', 'Johnny Depp court revelations', 'celebrity']",25,none,en,Johnny Depp's Shocking Revelations in Libel Trial,"Johnny Depp is suing ""The Sun"" for allegations he abused his ex, Amber Heard. In court, Depp admitted to spending $30,000 a month on wine and drugs but said it never resulted in abuse towards his ex.

---

SUBSCRIBE TO DAILY BLAST LIVE: http://bit.ly/2tNb089

Welcome to Daily Blast LIVE: The only show that covers what you are talking about right now.

Catch us live Monday-Friday from 12:30pm-5:00pm EST and 7:30pm-8:00pm EST.


Like us on Facebook - http://bit.ly/DBLFacebook
Follow us on Instagram - http://bit.ly/DBLInstagram
Follow us on Twitter - http://bit.ly/DBLTwitter
Check your local TV listings - http://bit.ly/DBLWhatChannel
Download our App - http://bit.ly/DBLAppDownload
Vote Live during this show! - http://bit.ly/DBLLiveVote",en,PT3M47S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,2899,,0,23,https://i.ytimg.com/vi/fwp8ONgEgJQ/maxresdefault.jpg,1280.0,720.0
youtube#video,X_qCWEB20YQvLSo5tU7oPoLpXAY,g9cq8ezCENQ,2020-12-09T20:31:21Z,UCzo4OXE8JxogJHWJ2SypiNg,Abbey Sharp Vs Amberlynn Reid Vs ME?! (This is SO Dumb),"Video shown: https://www.youtube.com/watch?v=MQ5P3GdlK6g&t=2s

Discord: https://discord.com/invite/otb

Twitch: https://www.twitch.tv/obesetobeast",https://i.ytimg.com/vi/g9cq8ezCENQ/default.jpg,120,90,https://i.ytimg.com/vi/g9cq8ezCENQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/g9cq8ezCENQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/g9cq8ezCENQ/sddefault.jpg,640.0,480.0,ObesetoBeast,"['john glaude', 'weight loss', 'fat loss', 'abbey sharp', 'amberlynn reid', 'chikara transformations']",24,none,,Abbey Sharp Vs Amberlynn Reid Vs ME?! (This is SO Dumb),"Video shown: https://www.youtube.com/watch?v=MQ5P3GdlK6g&t=2s

Discord: https://discord.com/invite/otb

Twitch: https://www.twitch.tv/obesetobeast",,PT1H19M36S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,127805,2791,0,603,https://i.ytimg.com/vi/g9cq8ezCENQ/maxresdefault.jpg,1280.0,720.0
youtube#video,SV3S3vWcuSN3-1-NVvBeN4NdA5I,jqqohGvOpWc,2019-10-31T20:03:43Z,UCqW9ZAW0ZNqfWo9PZ3OX4Fg,Exclusive Audio: Andrew Glennon's Full Statement to Amber Portwood,"We have received the full impact statement by a family source of Andrew Glennon The statement was recorded for the family member to hear what Andrew said in court to Amber.

All content on this channel are the opinions of Katie Joy. Please do not take her word as fact. Statements made about celebrities, reality tv, and influencers are for your entertainment.

Check out me on social media:

Twitter: https://twitter.com/WOACrystalBall
Instagram: https://www.instagram.com/withoutacrystalball/
Facebook: https://www.facebook.com/withoutacrystalball

Buy me a cup of Coffee:
https://ko-fi.com/withoutacrystalball",https://i.ytimg.com/vi/jqqohGvOpWc/default.jpg,120,90,https://i.ytimg.com/vi/jqqohGvOpWc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jqqohGvOpWc/hqdefault.jpg,480,360,,,,Without A Crystal Ball,"['entertainment', 'MTV', 'Teen Mom OG', 'Amber Portwood', 'Gary Shirley', 'Andrew Glennon']",24,none,,Exclusive Audio: Andrew Glennon's Full Statement to Amber Portwood,"We have received the full impact statement by a family source of Andrew Glennon The statement was recorded for the family member to hear what Andrew said in court to Amber.

All content on this channel are the opinions of Katie Joy. Please do not take her word as fact. Statements made about celebrities, reality tv, and influencers are for your entertainment.

Check out me on social media:

Twitter: https://twitter.com/WOACrystalBall
Instagram: https://www.instagram.com/withoutacrystalball/
Facebook: https://www.facebook.com/withoutacrystalball

Buy me a cup of Coffee:
https://ko-fi.com/withoutacrystalball",,PT16M31S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,47847,986,0,541,,,
youtube#video,XYLUExC_pGadqlkgxzz-u3fd6Dc,LGWpNgURfwQ,2020-07-27T17:49:02Z,UC4ltvXoxGZobqqduv9iXOWg,"""He cannot remember so he did it!"" Amber/Sun lawyers FINAL SUBMISSION! (Depp)","""He cannot remember so he did it!"" Amber/Sun lawyers FINAL SUBMISSION! (Depp)

Link: https://www.thewrap.com/johnny-depp-is-being-blackmailed-by-amber-heard-heres-how-i-know-guest-column/

https://news.sky.com/story/johnny-depp-libel-trial-a-wealth-of-evidence-supports-amber-heards-claims-lawyers-say-12037406

Hello and welcome to Come Geek Some! For all things Geek, like and subscribe to the channel! 

I'm an avid Adobe Premiere Pro user and have been for quite some time! I would recommend the software to anyone (IF they have the spare money a month)

PS4 player with PC gameplay now and again. Still NOT used to PC gaming!

Interact with us on Twitter! https://twitter.com/ComeGeekSome1
Twitch: https://www.twitch.tv/geeksomegaming

#JOhnnyDepp #AmberHeard",https://i.ytimg.com/vi/LGWpNgURfwQ/default.jpg,120,90,https://i.ytimg.com/vi/LGWpNgURfwQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/LGWpNgURfwQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/LGWpNgURfwQ/sddefault.jpg,640.0,480.0,Come Geek Some,"['Come Geek Some', '2020', 'awesome', 'Amber Heard', 'Depp', 'Heard', 'Aquaman', 'Aquaman 2', 'io', 'elon musk', 'amber heard', 'amber', 'heard', 'johnny', 'depp', 'johnny depp', 'justiceforjohnnydepp', 'justiceforjohnny', 'amber heard johnny depp', 'amber heard aquaman', 'amber heard vs johnny depp', 'johnny depp defamation lawsuit', 'johnny depp lawsuit', 'johnny depp sues amber heard', 'aquaman 2', 'justice for johnny depp', 'johnny depp news', 'johnny depp defamation', 'video', 'blow apart', 'apart', 'remember', 'he did it', 'final', 'submission']",24,none,en-GB,"""He cannot remember so he did it!"" Amber/Sun lawyers FINAL SUBMISSION! (Depp)","""He cannot remember so he did it!"" Amber/Sun lawyers FINAL SUBMISSION! (Depp)

Link: https://www.thewrap.com/johnny-depp-is-being-blackmailed-by-amber-heard-heres-how-i-know-guest-column/

https://news.sky.com/story/johnny-depp-libel-trial-a-wealth-of-evidence-supports-amber-heards-claims-lawyers-say-12037406

Hello and welcome to Come Geek Some! For all things Geek, like and subscribe to the channel! 

I'm an avid Adobe Premiere Pro user and have been for quite some time! I would recommend the software to anyone (IF they have the spare money a month)

PS4 player with PC gameplay now and again. Still NOT used to PC gaming!

Interact with us on Twitter! https://twitter.com/ComeGeekSome1
Twitch: https://www.twitch.tv/geeksomegaming

#JOhnnyDepp #AmberHeard",,PT11M21S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,12301,435,0,135,https://i.ytimg.com/vi/LGWpNgURfwQ/maxresdefault.jpg,1280.0,720.0
