kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags
youtube#video,RfgH7Xp7S9xdCld2u3Bh8SoAZkI,cIK7ak_-wF0,2021-08-29T18:30:18Z,UCC4RIwjtWgIIJzXJRxHwuUQ,Amber Heard REACTS TO #FireAmberHeard Movement... (Aquaman 2) | The HollyVibe,"Welcome toThe HollyVibe. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.

Please subscribe to our channel to stay up to date with interesting facts about Hollywood Celebs.

Cheers!",https://i.ytimg.com/vi/cIK7ak_-wF0/default.jpg,120,90,https://i.ytimg.com/vi/cIK7ak_-wF0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cIK7ak_-wF0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/cIK7ak_-wF0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/cIK7ak_-wF0/maxresdefault.jpg,1280.0,720.0,The HollyVibe,24,none,en-US,Amber Heard REACTS TO #FireAmberHeard Movement... (Aquaman 2) | The HollyVibe,"Welcome toThe HollyVibe. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.

Please subscribe to our channel to stay up to date with interesting facts about Hollywood Celebs.

Cheers!",en-US,PT8M9S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,42,1,0,0,
youtube#video,QCQljU9JfzXs1ukjzZ9nIeOrPXc,CnUUxPatvZw,2021-08-19T15:56:21Z,UCoEj4uRzynPXEEegNqMnJVw,"Fashion Critic Reacts to Emma Chamberlain's Outfits Of The Week (7 Days, 7 Looks Vogue)","You can get 60% off your first 4 bottle box from Bright Cellars by using this link: https://www.brightcellars.com/hautelemode/

Emma Chamberlain is one of the biggest stars in the Youtube atmosphere. Her quirky yet relatable vlogs have influenced millions and her rise to fame has showcased the very best of what Youtube has to offer. She is a fashion, lifestyle, and beauty vlogger who has also amassed a huge following on Youtube, Tik Tok, & Instagram, while also being a pioneer of the VSCO girl aesthetic. Emma's clothing choices in this video move from every day wear one might see on your favorite Instagram model to vibrant and whimsical ensembles filled with up-and-coming designers. Through this video, she proves that her clothing hauls that are watched with dedication are nothing to scoff at, but rather a refreshing expression of taste that might not always be understood or respected.

Every Outfit Emma Chamberlain Wears in a Week | 7 Days, 7 Looks | Vogue:
https://www.youtube.com/watch?v=Sxdk_q7AdTo

Join this channel to get access to perks:
https://www.youtube.com/channel/UCoEj4uRzynPXEEegNqMnJVw/join

Social Media:
Instagram: https://www.instagram.com/hautelemode/
Personal Style: https://www.instagram.com/hautelemess/
Twitter: https://twitter.com/HauteLeMess

For business inquiries please contact: hautelemode@ellifyagency.com

Music: https://soundcloud.com/ujbeats/ifbeat

Video Edited by:
Rachel Fritz: https://www.instagram.com/rachelfritz/",https://i.ytimg.com/vi/CnUUxPatvZw/default.jpg,120,90,https://i.ytimg.com/vi/CnUUxPatvZw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CnUUxPatvZw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/CnUUxPatvZw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/CnUUxPatvZw/maxresdefault.jpg,1280.0,720.0,HauteLeMode,27,none,en,"Fashion Critic Reacts to Emma Chamberlain's Outfits Of The Week (7 Days, 7 Looks Vogue)","You can get 60% off your first 4 bottle box from Bright Cellars by using this link: https://www.brightcellars.com/hautelemode/

Emma Chamberlain is one of the biggest stars in the Youtube atmosphere. Her quirky yet relatable vlogs have influenced millions and her rise to fame has showcased the very best of what Youtube has to offer. She is a fashion, lifestyle, and beauty vlogger who has also amassed a huge following on Youtube, Tik Tok, & Instagram, while also being a pioneer of the VSCO girl aesthetic. Emma's clothing choices in this video move from every day wear one might see on your favorite Instagram model to vibrant and whimsical ensembles filled with up-and-coming designers. Through this video, she proves that her clothing hauls that are watched with dedication are nothing to scoff at, but rather a refreshing expression of taste that might not always be understood or respected.

Every Outfit Emma Chamberlain Wears in a Week | 7 Days, 7 Looks | Vogue:
https://www.youtube.com/watch?v=Sxdk_q7AdTo

Join this channel to get access to perks:
https://www.youtube.com/channel/UCoEj4uRzynPXEEegNqMnJVw/join

Social Media:
Instagram: https://www.instagram.com/hautelemode/
Personal Style: https://www.instagram.com/hautelemess/
Twitter: https://twitter.com/HauteLeMess

For business inquiries please contact: hautelemode@ellifyagency.com

Music: https://soundcloud.com/ujbeats/ifbeat

Video Edited by:
Rachel Fritz: https://www.instagram.com/rachelfritz/",en,PT26M45S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,686481,22635,0,1045,"['kendall jenner', 'kylie jenner', 'kim kardashian', 'kuwtk', 'Vogue', 'beauty secrets', 'bottega veneta', 'YSL', 'Brad Mondo', 'hyram', 'React', 'Chanel', 'Louis Vuitton', 'bottega veneta shoes', 'luxury', 'history', 'fashion history', 'fashion documentary', 'model', 'models', 'try on', 'try on haul', 'haul', 'ootw', 'Style', 'runway', 'fashion show', 'luxury haul', 'prada', 'fendi', 'vintage', 'thrifting', 'thrift', 'vintage haul', 'chamberlain', 'emma chamberlain', 'emma', 'emma chamberlain vogue', '7 days 7 looks vogue', '7 days 7', '7 days 7 looks', 'emma chamberlain haul']"
youtube#video,vd_AVtefX4E5SYFuufEkT5i3tUE,dboT2eZ8HlY,2021-10-25T14:00:31Z,UC9uBEeDraeI-T19MBHyQZzQ,Film Student Reacts To Aquaman And The Lost Kingdom Teaser,"#Aquaman2 #JasonMomoa #AmberHeard #DCFandom
Let me know what you want me to react to next and stay tuned every Monday and Thursday for my next video! Thanks for watching and Don't Forget to Subscribe! 

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",https://i.ytimg.com/vi/dboT2eZ8HlY/default.jpg,120,90,https://i.ytimg.com/vi/dboT2eZ8HlY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dboT2eZ8HlY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/dboT2eZ8HlY/sddefault.jpg,640.0,480.0,,,,Film Fanatic Productions,1,none,,Film Student Reacts To Aquaman And The Lost Kingdom Teaser,"#Aquaman2 #JasonMomoa #AmberHeard #DCFandom
Let me know what you want me to react to next and stay tuned every Monday and Thursday for my next video! Thanks for watching and Don't Forget to Subscribe! 

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.",,PT11M39S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,23,5,0,3,
youtube#video,BT8oszKJJNeQTR606-2x0iPanPM,DcWtoPlqfI8,2020-12-10T21:27:20Z,UCRMj2jVw1CU1o4s7LiV3mGA,Amber's shower and torrid haul *live reacts*,"amber's torrid haul 12:11 shower with amber 42:33
NEW STARCH CHANNEL with VLOGMAS http://youtube.com/c/justinemertz
No Geese shirt! https://teespring.com/kickinggeese
TWITTER: http://www.twitter.com/jpmetz

simba fund: paypal.me/justinemertz
business inquiries: jpmetzyt@gmail.com

We got a PO box! 
justine mertz
601 route 206, suite 26-400
hillsborough, nj 08844",https://i.ytimg.com/vi/DcWtoPlqfI8/default.jpg,120,90,https://i.ytimg.com/vi/DcWtoPlqfI8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DcWtoPlqfI8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/DcWtoPlqfI8/sddefault.jpg,640.0,480.0,,,,KickingGeese,22,none,,Amber's shower and torrid haul *live reacts*,"amber's torrid haul 12:11 shower with amber 42:33
NEW STARCH CHANNEL with VLOGMAS http://youtube.com/c/justinemertz
No Geese shirt! https://teespring.com/kickinggeese
TWITTER: http://www.twitter.com/jpmetz

simba fund: paypal.me/justinemertz
business inquiries: jpmetzyt@gmail.com

We got a PO box! 
justine mertz
601 route 206, suite 26-400
hillsborough, nj 08844",en-US,PT1H14M16S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,7655,245,0,95,
youtube#video,ZxDqrjLSVR7D51HVPJC3oB_E7NE,E1dl0mqOws8,2021-09-15T04:29:30Z,UCiyF1L-5lAnkFpvzt-ArYBQ,Amberlynn Reid buys all Becky's clothes and reacts to ObesetoBeast,"Does Amber wants a tax return for everything she brought Becky. She also reacts about ObesetoBeast Video
Amberlynn Reid Live stream highlights 
Please Subscribe Like and Share!!!

0:00 Intro
O:07  Becky moving out
0:41 Is Becky acting Shady?
1:13 All about that Money Money Money 
1:38 Close your eyes and listen 
2:39 I want my money back Becky!
3:35 Negz
4:15 Becky Tea
4:58 ObesetoBeast
6:02 Video
8:13 Amber Reaction Channel
8:47 Victimlynn",https://i.ytimg.com/vi/E1dl0mqOws8/default.jpg,120,90,https://i.ytimg.com/vi/E1dl0mqOws8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/E1dl0mqOws8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/E1dl0mqOws8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/E1dl0mqOws8/maxresdefault.jpg,1280.0,720.0,Bottle,22,none,,Amberlynn Reid buys all Becky's clothes and reacts to ObesetoBeast,"Does Amber wants a tax return for everything she brought Becky. She also reacts about ObesetoBeast Video
Amberlynn Reid Live stream highlights 
Please Subscribe Like and Share!!!

0:00 Intro
O:07  Becky moving out
0:41 Is Becky acting Shady?
1:13 All about that Money Money Money 
1:38 Close your eyes and listen 
2:39 I want my money back Becky!
3:35 Negz
4:15 Becky Tea
4:58 ObesetoBeast
6:02 Video
8:13 Amber Reaction Channel
8:47 Victimlynn",en,PT11M53S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,38948,868,0,433,"['Amberlynn Reid', 'Amber', 'Amberlynn', 'Amberlynn Reid Becky', 'TLC My 600 pound life', 'Nikocado Avocado', 'foodie beauty', 'ssbbw', 'amberlynn reid haul', 'hungry fat chick', 'Amberlynn Reid and dana', 'Amberlynn Reid and Destiny', 'Amberlynn reid documentary', 'amberlynn reid earrings', 'amberlynn reid destiny', 'amberlynn reid cringe', 'amberlynn reid food', 'amberlynn reid mukbang', 'Bottle', 'Amberlynn Reid live stream', 'Amberlynn Reid Livestream', 'amberlynn reid broke up', 'Amber Reid']"
youtube#video,uQ0BNuWVeD46zNtyk_xS9VZeA1Y,EBcYKIKlSVE,2019-10-19T03:21:53Z,UCJqMW4eL4dIcGT8RFjVjJOA,"Ice Water Mukbang | Amberlynn Reid and Foodie Beauty Reacts, Ace Family Drama, and Shane/Jeffree",Support the stream: https://streamlabs.com/michaellawrence1,https://i.ytimg.com/vi/EBcYKIKlSVE/default.jpg,120,90,https://i.ytimg.com/vi/EBcYKIKlSVE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EBcYKIKlSVE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EBcYKIKlSVE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/EBcYKIKlSVE/maxresdefault.jpg,1280.0,720.0,MichaelBePetty,24,none,,"Ice Water Mukbang | Amberlynn Reid and Foodie Beauty Reacts, Ace Family Drama, and Shane/Jeffree",Support the stream: https://streamlabs.com/michaellawrence1,,PT1H48M1S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,83046,2090,0,447,"['MichaelBePetty', 'Shane Dawson', 'Jeffree Star', 'Austin McBroom', 'The Ace Family', 'Amberlynn Reid', 'Foodie Beauty']"
youtube#video,G2I9A3UW_Mmhy0-bvr-Z79_Bx5I,EZlZZBCsunc,2021-06-01T19:37:51Z,UCRMj2jVw1CU1o4s7LiV3mGA,"Lets watch Amber's latest stream, Water tutorial  *live reacts*","react begins 17:45, ice/water tutorial 49:10
STARCH VLOG http://youtube.com/c/justinemertz
No Geese shirt! https://teespring.com/kickinggeese
TWITTER: http://www.twitter.com/jpmetz

simba fund: paypal.me/justinemertz
business inquiries: jpmetzyt@gmail.com

We got a PO box! 
justine mertz
601 route 206, suite 26-400
hillsborough, nj 08844",https://i.ytimg.com/vi/EZlZZBCsunc/default.jpg,120,90,https://i.ytimg.com/vi/EZlZZBCsunc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EZlZZBCsunc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/EZlZZBCsunc/sddefault.jpg,640.0,480.0,,,,KickingGeese,22,none,,"Lets watch Amber's latest stream, Water tutorial  *live reacts*","react begins 17:45, ice/water tutorial 49:10
STARCH VLOG http://youtube.com/c/justinemertz
No Geese shirt! https://teespring.com/kickinggeese
TWITTER: http://www.twitter.com/jpmetz

simba fund: paypal.me/justinemertz
business inquiries: jpmetzyt@gmail.com

We got a PO box! 
justine mertz
601 route 206, suite 26-400
hillsborough, nj 08844",en-US,PT1H24M50S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,4733,192,0,61,
youtube#video,os8GOfG8tqebBaZBwWzW8Yrm8AQ,JdlVCV4stws,2021-09-01T21:45:05Z,UCMj8fudraKux5HvqsX3_tyw,Amber and Barnett's Relationship - Therapist Reacts to Love is Blind - After the Alter,"I'm going to analyze the relationship between Amber and Barnett from the Netflix series Love is Blind - After the Alter. In this video, I’ll be focusing on forgiveness, their situation with Jessica and how they react to her anniversary gift and how they navigate their conversations around having kids.

Although Heather Thom is a Registered Professional Counsellor, this content is not a replacement for proper mental health treatment. Heather is not diagnosing any of the characters portrayed on the show and is aware that reality shows are not accurate representations of real life situations of the characters. 

Please always seek the advice of your registered or licensed mental health provider regarding any questions or concerns you have about your mental health needs. These videos are for education purposes to identify areas of communication that can be improved and to generally discuss relevant theories within psychology. Copyright © Heather Thom

#loveisblind #loveisblindafterthealter #loveisblindreunion

HEAL YOUR HEART IN 30 DAYS GUIDED JOURNAL:
♡ https://heatherthom.com/product/heal-your-heart-in-30-days-guided-journal/

FREE RESOURCES:
♡ The Ultimate Breakup Guide: https://landing.mailerlite.com/webforms/landing/f2b9p7
♡ 3 Steps to Being Happily Single: https://landing.mailerlite.com/webforms/landing/y2r4b3
♡ Self-Care Plan: https://landing.mailerlite.com/webforms/landing/i2z9x4

BOOK PRIVATE SESSIONS ♡ ♡ ♡ 
https://heatherthom.janeapp.com/

JOIN ME ON SOCIAL:
♡ FACEBOOK: https://www.facebook.com/HeatherThomCounselling/
♡ INSTAGRAM: https://www.instagram.com/heatherthomcounselling

♡ WEBSITE: https://heatherthom.com/​

WATCH MORE:
♡ How to Breakup with Someone - The RIGHT Way | https://youtu.be/Jow1CAqCj6k
♡ Should You Get Back Together With Your Ex? - 4 Important Questions You Need To Ask Yourself FIRST | https://youtu.be/sp5dfIwy-E0
♡ Why Most Couples Breakup and How to Avoid It | https://youtu.be/AnY_w0LfDCI

THERAPIST REVIEWS: NEVER HAVE I EVER
♡ Season 1 - https://youtu.be/U5Jat0PtzMc
♡ Season 2 - https://youtu.be/pkWF4Lj5ELo

THERAPIST REVIEWS: GILMORE GIRLS:
♡ Therapist Reviews Gilmore Girls | Rory and Jess | The Beginning - https://youtu.be/Byml8U4yAVI​
♡ Therapist Reviews Gilmore Girls | Rory and Dean | The Beginning - https://youtu.be/knVZVIJWYIk​
♡ Therapist Reviews Gilmore Girls | Rory and Dean | First Dance - https://youtu.be/suOjO-rTMxQ​
♡ Therapist Reviews Gilmore Girls | Rory and Dean | Family Dinner - https://youtu.be/F_ypkByd1eY​

This content is for educational and informational purposes only, I do not own any clips or music associated with Netflix or the series ""Love is Blind"" or ""Love is Blind - After the Alter"".",https://i.ytimg.com/vi/JdlVCV4stws/default.jpg,120,90,https://i.ytimg.com/vi/JdlVCV4stws/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JdlVCV4stws/hqdefault.jpg,480,360,https://i.ytimg.com/vi/JdlVCV4stws/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/JdlVCV4stws/maxresdefault.jpg,1280.0,720.0,Heather Thom Counselling,27,none,,Amber and Barnett's Relationship - Therapist Reacts to Love is Blind - After the Alter,"I'm going to analyze the relationship between Amber and Barnett from the Netflix series Love is Blind - After the Alter. In this video, I’ll be focusing on forgiveness, their situation with Jessica and how they react to her anniversary gift and how they navigate their conversations around having kids.

Although Heather Thom is a Registered Professional Counsellor, this content is not a replacement for proper mental health treatment. Heather is not diagnosing any of the characters portrayed on the show and is aware that reality shows are not accurate representations of real life situations of the characters. 

Please always seek the advice of your registered or licensed mental health provider regarding any questions or concerns you have about your mental health needs. These videos are for education purposes to identify areas of communication that can be improved and to generally discuss relevant theories within psychology. Copyright © Heather Thom

#loveisblind #loveisblindafterthealter #loveisblindreunion

HEAL YOUR HEART IN 30 DAYS GUIDED JOURNAL:
♡ https://heatherthom.com/product/heal-your-heart-in-30-days-guided-journal/

FREE RESOURCES:
♡ The Ultimate Breakup Guide: https://landing.mailerlite.com/webforms/landing/f2b9p7
♡ 3 Steps to Being Happily Single: https://landing.mailerlite.com/webforms/landing/y2r4b3
♡ Self-Care Plan: https://landing.mailerlite.com/webforms/landing/i2z9x4

BOOK PRIVATE SESSIONS ♡ ♡ ♡ 
https://heatherthom.janeapp.com/

JOIN ME ON SOCIAL:
♡ FACEBOOK: https://www.facebook.com/HeatherThomCounselling/
♡ INSTAGRAM: https://www.instagram.com/heatherthomcounselling

♡ WEBSITE: https://heatherthom.com/​

WATCH MORE:
♡ How to Breakup with Someone - The RIGHT Way | https://youtu.be/Jow1CAqCj6k
♡ Should You Get Back Together With Your Ex? - 4 Important Questions You Need To Ask Yourself FIRST | https://youtu.be/sp5dfIwy-E0
♡ Why Most Couples Breakup and How to Avoid It | https://youtu.be/AnY_w0LfDCI

THERAPIST REVIEWS: NEVER HAVE I EVER
♡ Season 1 - https://youtu.be/U5Jat0PtzMc
♡ Season 2 - https://youtu.be/pkWF4Lj5ELo

THERAPIST REVIEWS: GILMORE GIRLS:
♡ Therapist Reviews Gilmore Girls | Rory and Jess | The Beginning - https://youtu.be/Byml8U4yAVI​
♡ Therapist Reviews Gilmore Girls | Rory and Dean | The Beginning - https://youtu.be/knVZVIJWYIk​
♡ Therapist Reviews Gilmore Girls | Rory and Dean | First Dance - https://youtu.be/suOjO-rTMxQ​
♡ Therapist Reviews Gilmore Girls | Rory and Dean | Family Dinner - https://youtu.be/F_ypkByd1eY​

This content is for educational and informational purposes only, I do not own any clips or music associated with Netflix or the series ""Love is Blind"" or ""Love is Blind - After the Alter"".",en-CA,PT14M48S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,2522,49,0,19,"['amber and barnett relationship therapist reacts love is blind after the alter', 'love is blind amber and barnett and jessica', 'amber and barnett talk about jessica', 'jessica trying to break up amber and barnett', 'love is blind after the alter reaction', 'love is blind after the altar', 'love is blind therapist reacts', 'love is blind', 'jessica and amber love is blind', 'love is blind after the altar amber and jessica', 'amber and barnett love is blind', 'love is blind review', 'heather thom', 'netflix']"
youtube#video,GVtIZ5yNY5AfC4Ivi735Z773DZg,JDNhwxgyjPY,2021-08-25T16:00:15Z,UCeTeZcafuCuL4O7vds0YqPw,Theatre Kid Reacts to Spiritbox (Courtney LaPlante) Epic Outfits!,"On this channel we Stan all amazing woman (not you Amber Heard). So today we highlight the amazing front women of Spiritbox, Courtney LaPlante! She is Beautiful, Talented and has a jaw that could cut glass. God knows it cuts through my heart 😍
I think it's fun to appreciate some of the cool outfits she has gotten to wear as well as wonder ""Why is she wearing a trash bag"" all in the same video.
I hope you guys enjoy this one and let me know who I should do next? Maybe a Man person?

I have so much fun on my Twitch and I would LOVE to see you guys there!
Twitch: https://www.twitch.tv/charissellick

Keeping up with me is super easy when you join my Discord! 
Join my New Discord: https://discord.gg/J3Tqhy3yg5

Reaction channels are tricky to monetize, so if you want to support me, you can join my Patreon or leaving me a tip in the link below!
https://streamlabs.com/charissellick1/tip

More Charis Content:
ALL THE LINKS: https://linktr.ee/charissellick​​
Patreon: https://www.patreon.com/Charissellick
Follow me on Instagram: https://www.instagram.com/charissellick/
Red and Yello Podcast: https://www.youtube.com/channel/UChWri8rGyYtngzXw_hgb66Q
Follow me on TikTok: https://vm.tiktok.com/ZMJ4d3MjV/​​​​​​​",https://i.ytimg.com/vi/JDNhwxgyjPY/default.jpg,120,90,https://i.ytimg.com/vi/JDNhwxgyjPY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JDNhwxgyjPY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/JDNhwxgyjPY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/JDNhwxgyjPY/maxresdefault.jpg,1280.0,720.0,Charis Sellick,10,none,,Theatre Kid Reacts to Spiritbox (Courtney LaPlante) Epic Outfits!,"On this channel we Stan all amazing woman (not you Amber Heard). So today we highlight the amazing front women of Spiritbox, Courtney LaPlante! She is Beautiful, Talented and has a jaw that could cut glass. God knows it cuts through my heart 😍
I think it's fun to appreciate some of the cool outfits she has gotten to wear as well as wonder ""Why is she wearing a trash bag"" all in the same video.
I hope you guys enjoy this one and let me know who I should do next? Maybe a Man person?

I have so much fun on my Twitch and I would LOVE to see you guys there!
Twitch: https://www.twitch.tv/charissellick

Keeping up with me is super easy when you join my Discord! 
Join my New Discord: https://discord.gg/J3Tqhy3yg5

Reaction channels are tricky to monetize, so if you want to support me, you can join my Patreon or leaving me a tip in the link below!
https://streamlabs.com/charissellick1/tip

More Charis Content:
ALL THE LINKS: https://linktr.ee/charissellick​​
Patreon: https://www.patreon.com/Charissellick
Follow me on Instagram: https://www.instagram.com/charissellick/
Red and Yello Podcast: https://www.youtube.com/channel/UChWri8rGyYtngzXw_hgb66Q
Follow me on TikTok: https://vm.tiktok.com/ZMJ4d3MjV/​​​​​​​",,PT16M23S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1916,67,0,24,"['Heavy metal fashion', 'Performance outfits', 'Spiritbox performance outfit reaction', 'metal head outfits', 'hair metal outfits', 'simps for tattoos', 'metal reaction', 'charissellick', 'theatre kid reacts', 'epic outfits', 'hottie with a body', 'girls in metal', 'Courtney LaPlante', 'Courtney LaPlante outfits', 'Spiritbox reaction', 'Spiritbox music videos', 'reacting to Courtney LaPlante', 'Women in metal', 'Hot front women', 'Twitch streamer', 'outfit reaction', 'Spirtbox courtney laplante', 'metal reactor']"
youtube#video,QiKSq0UpL9S55eewe0g8lJ23588,Ka7HC6TRris,2017-12-08T17:46:08Z,UChB3KTIFVuDF6TcslUNmnIA,Amber Heard reacts to JK Rowling casting Johnny Depp,"Amber Heard reacts to JK Rowling casting Johnny Depp .
Amber Heard has reacted to her ex-husband Johnny Depp being cast in JK Rowling's screenplay for the new Fantastic Beasts film.

The actress has previously accused Depp of being physically abusive, claims he denies.

Rowling has said she's ""genuinely happy"" to have the actor play Gellert Grindelwald, despite the controversial stories about him.",https://i.ytimg.com/vi/Ka7HC6TRris/default.jpg,120,90,https://i.ytimg.com/vi/Ka7HC6TRris/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ka7HC6TRris/hqdefault.jpg,480,360,,,,,,,Worldwide Popular News,24,none,,Amber Heard reacts to JK Rowling casting Johnny Depp,"Amber Heard reacts to JK Rowling casting Johnny Depp .
Amber Heard has reacted to her ex-husband Johnny Depp being cast in JK Rowling's screenplay for the new Fantastic Beasts film.

The actress has previously accused Depp of being physically abusive, claims he denies.

Rowling has said she's ""genuinely happy"" to have the actor play Gellert Grindelwald, despite the controversial stories about him.",en,PT3M13S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,28,0,0,0,"['entertainmentNews', 'Johnny Depp', 'J.K. Rowling', 'British Films', 'IMAX Films', 'J.K. Rowling Wizarding World', 'Harry Potter', 'Gellert Grindelwald', 'amber heard interview', 'amber heard johnny depp', 'amber heard mera', 'Amber Heard', 'johnny depp', 'depp', 'johnny depp movies', 'johnny depp age', 'johnny depp film', 'amber heard', 'amber heard movies', 'johnny depp amber heard', 'amber heard age', 'johnny depp wife', 'Amber Heard reacts to JK Rowling casting Johnny Depp', 'Worldwide Popular News']"
