kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,snippet.defaultLanguage
youtube#video,9Uo6GPvTxYjDKJb-1IRle2MruDA,83XJFqVA9uU,2020-10-12T20:00:01Z,UClveTrb_GETcx1wbpHmPHAQ,Amber Heard v Johnny Depp: Amber's father calls Depp 'Satan',"Welcome to Insider Media  channel. 
Subscribe to the channel at: https://www.youtube.com/channel/UClveTrb_GETcx1wbpHmPHAQ?sub_confirmation=1
.
Videos at Life for Life can use copyrighted content based on fair use fair use laws (https://www.youtube.com/about/copyright/#support-and-troubleshooting) and (https://en.Wikipedia.org/wiki/Fair_use)
.
Any violation of policy, community guidelines, copyright law or business cooperation please contact directly by mail: Mt.media.vn@gmail.com",https://i.ytimg.com/vi/83XJFqVA9uU/default.jpg,120,90,https://i.ytimg.com/vi/83XJFqVA9uU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/83XJFqVA9uU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/83XJFqVA9uU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/83XJFqVA9uU/maxresdefault.jpg,1280.0,720.0,Insider Media,"['Insider', 'Media', 'Insider Media', 'Amber Heard', 'Johnny Depp', ""Amber's father"", 'Satan']",24,none,Amber Heard v Johnny Depp: Amber's father calls Depp 'Satan',"Welcome to Insider Media  channel. 
Subscribe to the channel at: https://www.youtube.com/channel/UClveTrb_GETcx1wbpHmPHAQ?sub_confirmation=1
.
Videos at Life for Life can use copyrighted content based on fair use fair use laws (https://www.youtube.com/about/copyright/#support-and-troubleshooting) and (https://en.Wikipedia.org/wiki/Fair_use)
.
Any violation of policy, community guidelines, copyright law or business cooperation please contact directly by mail: Mt.media.vn@gmail.com",PT3M6S,2d,hd,false,False,rectangular,processed,public,creativeCommon,True,True,False,424,2,0,3,,
youtube#video,og0qUs83mTJoGvxvbxObFWP8qm8,aBoSFjsPhAI,2020-07-25T00:31:45Z,UCnLyanBMc-cjy-zem-39sHw,JOHNNY DEPP drops SURPRISE VIDEO leak exposes AMBER HEARD and her sister's lies and deception,"#JohnnyDepp #AmberHeard #Video

In this episode of Jolly's Rants, Jolly talks about the breaking news in the ongoing court case of Depp vs the Sun.  Reality TV footage was dropped by a source that wants to remain anonymous, exposing a fight between Amber Heard and her sister.

Check out #20 on Jolly's Top Scary Movie Countdown
https://youtu.be/a-DPTw6kaD8

Check out #19 on the list  https://youtu.be/MEVou-R4--I

Check out #18 on the list   https://youtu.be/uBoriCDufpQ

Check out #17 on the list  https://youtu.be/qa6EVoFayOw

Check out #16 on the list https://youtu.be/_w2leTmDgn8

Check out #15 on the List https://youtu.be/AOwrbmuLXAc

Check out #14 on the list https://youtu.be/urxPdr_B11M

Check out #13 on the list https://youtu.be/UessnqCI3mk

Check out #12 on the list https://youtu.be/VvkFORoi4pY

Check out #11 on the list  https://youtu.be/Aa6T0_ZW4tg

To help the channel grow, consider a donation, all contributions go to 
helping buy props and equipment for future videos! 
Link for donations:  https://www.paypal.me/snodub",https://i.ytimg.com/vi/aBoSFjsPhAI/default.jpg,120,90,https://i.ytimg.com/vi/aBoSFjsPhAI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aBoSFjsPhAI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/aBoSFjsPhAI/sddefault.jpg,640.0,480.0,,,,Sno Dub Music and Entertainment,"['Amber Heard', 'sister', 'Johnny Depp', 'secret video', 'reality TV', 'exposed', 'me too', 'fights', 'lies', 'domestic abuse', 'wife beater', 'abuse', 'court', 'attorney', 'case', 'london', 'law', 'jury', 'trial', 'testimony', 'statement', 'winona ryder', 'physical', 'cuts', 'bruises', 'broken bottles', 'wine', 'cocaine', 'drugs', 'austraila', 'dogs', 'pool', 'poolside', 'witness', 'witnesses', 'evidence', 'facts', 'liar', 'fake', 'deception', 'the sun', 'sue', 'suing', 'lawsuit']",24,none,JOHNNY DEPP drops SURPRISE VIDEO leak exposes AMBER HEARD and her sister's lies and deception,"#JohnnyDepp #AmberHeard #Video

In this episode of Jolly's Rants, Jolly talks about the breaking news in the ongoing court case of Depp vs the Sun.  Reality TV footage was dropped by a source that wants to remain anonymous, exposing a fight between Amber Heard and her sister.

Check out #20 on Jolly's Top Scary Movie Countdown
https://youtu.be/a-DPTw6kaD8

Check out #19 on the list  https://youtu.be/MEVou-R4--I

Check out #18 on the list   https://youtu.be/uBoriCDufpQ

Check out #17 on the list  https://youtu.be/qa6EVoFayOw

Check out #16 on the list https://youtu.be/_w2leTmDgn8

Check out #15 on the List https://youtu.be/AOwrbmuLXAc

Check out #14 on the list https://youtu.be/urxPdr_B11M

Check out #13 on the list https://youtu.be/UessnqCI3mk

Check out #12 on the list https://youtu.be/VvkFORoi4pY

Check out #11 on the list  https://youtu.be/Aa6T0_ZW4tg

To help the channel grow, consider a donation, all contributions go to 
helping buy props and equipment for future videos! 
Link for donations:  https://www.paypal.me/snodub",PT5M13S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,880,72,0,26,,
youtube#video,1qwG_Umie7Ktn9IXGqYMf8shXgU,aweB4DCK3GY,2021-06-18T04:17:46Z,UCG2QYlhnYYxksvv6ve11ijw,Johnny’s Friend Said Amber Heard LIKED To HIT Johnny Depp !!!,"Another One Of Johnny Depp’s Friends, explains how Amber Heard LIKED to HIT Johnny Depp !!

Hope you enjoyed this video. If you did please to a of the channel and join our community. 

Don’t forget to Like, Subscribe, Share and hit the Notification Bell.

Thank you for your support, it means more then you could imagine.

Please check out :

Rob's Rules Store : https://my-store-11481277.preview.teespring.com/listing/rob-s-rules-on-the-go#previewData=U2FsdGVkX199RoZW699ZJ3m8XTfYU19xx5uTV9OfRtLTQDKtnYudTBv7HIV6yyJv
NEW VIDEO FOOTAGE From LAPD Body Cam Proves Amber Heard Is nothing but a Liar. This is the second time the LAPD showed up to Johnny Depp’s LA Penthouse. 


Tammy Tips and Tricks : https://instagram.com/tammy.tipsandtrips?igshid=sk5olemcpdhp

Rob’s Rebellion Star Wars Channel : 

https://youtube.com/channel/UCneEOMqlDbQxHDPdMxaq1Pg

Rob’s Rules Discord :

https://discord.gg/B2R5aubJ

Twitter : @wars_everything

Email : estarwars1977@gmail.com

#JusticeForJohnnyDepp 
#JusticeForDepp

Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",https://i.ytimg.com/vi/aweB4DCK3GY/default.jpg,120,90,https://i.ytimg.com/vi/aweB4DCK3GY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aweB4DCK3GY/hqdefault.jpg,480,360,,,,,,,Rob's Rules,"['Johnny Depp Amber', 'Johnny Depp', 'Depp', 'Depp Heard', 'Amber Heard', 'Heard Depp', 'Amber Heard Johnny']",24,none,Johnny’s Friend Said Amber Heard LIKED To HIT Johnny Depp !!!,"Another One Of Johnny Depp’s Friends, explains how Amber Heard LIKED to HIT Johnny Depp !!

Hope you enjoyed this video. If you did please to a of the channel and join our community. 

Don’t forget to Like, Subscribe, Share and hit the Notification Bell.

Thank you for your support, it means more then you could imagine.

Please check out :

Rob's Rules Store : https://my-store-11481277.preview.teespring.com/listing/rob-s-rules-on-the-go#previewData=U2FsdGVkX199RoZW699ZJ3m8XTfYU19xx5uTV9OfRtLTQDKtnYudTBv7HIV6yyJv
NEW VIDEO FOOTAGE From LAPD Body Cam Proves Amber Heard Is nothing but a Liar. This is the second time the LAPD showed up to Johnny Depp’s LA Penthouse. 


Tammy Tips and Tricks : https://instagram.com/tammy.tipsandtrips?igshid=sk5olemcpdhp

Rob’s Rebellion Star Wars Channel : 

https://youtube.com/channel/UCneEOMqlDbQxHDPdMxaq1Pg

Rob’s Rules Discord :

https://discord.gg/B2R5aubJ

Twitter : @wars_everything

Email : estarwars1977@gmail.com

#JusticeForJohnnyDepp 
#JusticeForDepp

Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",PT9M2S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,991,258,0,93,en,
youtube#video,Bl-BCNxazv4jC7ftX23WuCSOhvs,eb9G-9C11vg,2020-10-12T05:48:08Z,UCUINm_sTF9Q_ESf8fO25OdQ,"LATEST news on Amber Heard. Stalking, craziness and MORE!","Today we will discuss Amber Heard and Johnny Depp in this live stream. Heard has been doing a lot of interesting/sketchy things lately, from stalking, to wearing a Halen shirt, and more. Tune in!",https://i.ytimg.com/vi/eb9G-9C11vg/default.jpg,120,90,https://i.ytimg.com/vi/eb9G-9C11vg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/eb9G-9C11vg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/eb9G-9C11vg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/eb9G-9C11vg/maxresdefault.jpg,1280.0,720.0,Doctor Soup,,24,none,"LATEST news on Amber Heard. Stalking, craziness and MORE!","Today we will discuss Amber Heard and Johnny Depp in this live stream. Heard has been doing a lot of interesting/sketchy things lately, from stalking, to wearing a Halen shirt, and more. Tune in!",PT1H20M28S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1877,147,0,37,,
youtube#video,yu36iRbEm16TK6OQ2F2XKPCG3FE,GCt1rlV1k2M,2020-10-19T03:48:15Z,UCGl9hxFXep_3KMe662E_pzQ,Paralegal Reacts To Heard Win.. And How This May Hurt Aquaman 2 Role for Amber!,"PARALEGAL REACTS TO JOHNNY DEPP V. AMBER HEARD

Today we are reacting to the latest Orders that came up in the case and while it may be a win in the short term for Amber, it could negatively impact her life in the long run!!!

Email: Debidooms@gmail.com
Instagram: debidooms
TikTok: debidooms

 @Lost Beyond Pluto   (Lawyer): https://www.youtube.com/channel/UCOp24og-YLLuvUP4yrJ2cJA
 @Incredibly Average   (Investigator): https://www.youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ
 @Spiritually Empowered Coaching   (Psychological Analysis): https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g
 @ThatUmbrellaGuy  : https://www.youtube.com/user/GranularHeaven
 @Nerdette's NewsStand   (Sweetheart): https://www.youtube.com/channel/UC8AGq7bm-x4teGcvQonvnPw
 @Entertainment Hacker  : https://www.youtube.com/channel/UCeooMl4PFAM9kLPHvavt2KQ
 @Darth News  (Hilarious): https://www.youtube.com/channel/UClx_IR8_yVIKdFVUTdmaZTw
 @YellowFlash 2  : https://www.youtube.com/channel/UCMrpRnyBJhgVBy3rm0K4P5w
 @Popcorned Planet  : https://www.youtube.com/user/secretsaucetv

DISCLAIMER:: This video is all my OPINION. Please do not take anything I say as fact and come to your own conclusions based on the evidence presented. Everything stated is alleged and my own opinion which is a direct result of my research on this case.

Key words: johnny depp vs. amberheard,  johnny depp, amber heard, johnny depp vs. ngn, the sun newspaper, murdoch, elon musk, tesla, james franco, johnny depp amber heard defamation, amber heard tmz, johnny depp amber heard defamation case, johnny depp amber heard trial, incredibly average, lost beyond pluto, paralegal, justice for johnny depp, depphead

#johnnydeppvsamberheard #johnnydepp",https://i.ytimg.com/vi/GCt1rlV1k2M/default.jpg,120,90,https://i.ytimg.com/vi/GCt1rlV1k2M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GCt1rlV1k2M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/GCt1rlV1k2M/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/GCt1rlV1k2M/maxresdefault.jpg,1280.0,720.0,Debi Dooms,"['amber heard johnny depp', 'johnny depp amber heard audio', 'johnny depp movies', 'johnny depp', 'amber heard', 'dc comics layoffs', 'pirates of the caribbean', 'aquaman 2', 'johnny depp amber heard audio reaction', 'amber heard interviews', 'johnny depp amber heard defamation', 'amber heard aquaman', 'johnny depp willy wonka', 'amber heard vs johnny depp', 'justice for johnny depp', 'johnny depp amber heard defamation trial', 'amber heard booed', 'johnny depp amber heard', 'johnny depp vs amber heard']",27,none,Paralegal Reacts To Heard Win.. And How This May Hurt Aquaman 2 Role for Amber!,"PARALEGAL REACTS TO JOHNNY DEPP V. AMBER HEARD

Today we are reacting to the latest Orders that came up in the case and while it may be a win in the short term for Amber, it could negatively impact her life in the long run!!!

Email: Debidooms@gmail.com
Instagram: debidooms
TikTok: debidooms

 @Lost Beyond Pluto   (Lawyer): https://www.youtube.com/channel/UCOp24og-YLLuvUP4yrJ2cJA
 @Incredibly Average   (Investigator): https://www.youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ
 @Spiritually Empowered Coaching   (Psychological Analysis): https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g
 @ThatUmbrellaGuy  : https://www.youtube.com/user/GranularHeaven
 @Nerdette's NewsStand   (Sweetheart): https://www.youtube.com/channel/UC8AGq7bm-x4teGcvQonvnPw
 @Entertainment Hacker  : https://www.youtube.com/channel/UCeooMl4PFAM9kLPHvavt2KQ
 @Darth News  (Hilarious): https://www.youtube.com/channel/UClx_IR8_yVIKdFVUTdmaZTw
 @YellowFlash 2  : https://www.youtube.com/channel/UCMrpRnyBJhgVBy3rm0K4P5w
 @Popcorned Planet  : https://www.youtube.com/user/secretsaucetv

DISCLAIMER:: This video is all my OPINION. Please do not take anything I say as fact and come to your own conclusions based on the evidence presented. Everything stated is alleged and my own opinion which is a direct result of my research on this case.

Key words: johnny depp vs. amberheard,  johnny depp, amber heard, johnny depp vs. ngn, the sun newspaper, murdoch, elon musk, tesla, james franco, johnny depp amber heard defamation, amber heard tmz, johnny depp amber heard defamation case, johnny depp amber heard trial, incredibly average, lost beyond pluto, paralegal, justice for johnny depp, depphead

#johnnydeppvsamberheard #johnnydepp",PT15M50S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,4591,178,0,130,,
youtube#video,yNp6plk8Xn_Npna7EgRtXUQwxV0,Go7M5eezh1A,2020-08-09T18:53:08Z,UCBswQ3MX4LvP1shJefUcHzw,Chilling audio of Johnny Depp telling Amber Heard to 'cut him' with knife,"Music in Video :

Beautiful Sea 
Deezer: https://www.deezer.com/album/115329842
Spotify: https://open.spotify.com/album/7A1o9o8AIs47HeRp1JFInn
Apple Music: https://itunes.apple.com/album/id1483786765?app=music
iTunes Store: https://itunes.apple.com/album/id1483786765

Tender Melody
Deezer: https://www.deezer.com/album/114556562
Spotify: https://open.spotify.com/album/5Q7svqa6e3MH5ChaqXwiEV


House and Happiness
Deezer: https://www.deezer.com/album/138648602
Spotify: https://open.spotify.com/album/4wCzuWqGspuCPJc6Zx1tOQ


Happy Home
Deezer: https://www.deezer.com/album/138662522
Spotify: https://open.spotify.com/album/6ZidJtEwOm2QwLckkfBQs6
Apple Music: https://itunes.apple.com/album/id1504992522?app=music
iTunes Store: https://itunes.apple.com/album/id1504992522




Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.",https://i.ytimg.com/vi/Go7M5eezh1A/default.jpg,120,90,https://i.ytimg.com/vi/Go7M5eezh1A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Go7M5eezh1A/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Go7M5eezh1A/sddefault.jpg,640.0,480.0,,,,Fox News Live Stream Today,"['More OnJohnny Depp', 'Amber Heard']",22,none,Chilling audio of Johnny Depp telling Amber Heard to 'cut him' with knife,"Music in Video :

Beautiful Sea 
Deezer: https://www.deezer.com/album/115329842
Spotify: https://open.spotify.com/album/7A1o9o8AIs47HeRp1JFInn
Apple Music: https://itunes.apple.com/album/id1483786765?app=music
iTunes Store: https://itunes.apple.com/album/id1483786765

Tender Melody
Deezer: https://www.deezer.com/album/114556562
Spotify: https://open.spotify.com/album/5Q7svqa6e3MH5ChaqXwiEV


House and Happiness
Deezer: https://www.deezer.com/album/138648602
Spotify: https://open.spotify.com/album/4wCzuWqGspuCPJc6Zx1tOQ


Happy Home
Deezer: https://www.deezer.com/album/138662522
Spotify: https://open.spotify.com/album/6ZidJtEwOm2QwLckkfBQs6
Apple Music: https://itunes.apple.com/album/id1504992522?app=music
iTunes Store: https://itunes.apple.com/album/id1504992522




Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.",PT3M2S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,133,0,0,0,,
youtube#video,u3ccfLhvQBMVTnMFNRmLrjHNvqU,hdf_G-Q7KNA,2020-10-11T06:55:45Z,UCzyUP8w1KCVqFNvX5EtwaMw,Amber HEARD's Baseless Allegations Against Johnny DEPP,"Johnny Depp and Amber Heard have been involved in a lot of controversial
moments giving the itchy history between the two. And while the two just can't stop
trying to prove that one of them is a victim it has come to surface that someone is
definitely making some baseless allegations now whether it's Johnny or Heard that's.
______________________________________________
For more videos subscribe : https://bit.ly/2zoPgqj
______________________________________________
About My Channel :
Welcome to the Viral Flash! In this channel we upload videos related to celebrity gossip, entertainment news, top 10 list videos, updates on royal family etc. As far as possible, we upload 4 videos each week. Thanks for watching!
__________________________________________________
For more videos subscribe : https://bit.ly/2zoPgqj",https://i.ytimg.com/vi/hdf_G-Q7KNA/default.jpg,120,90,https://i.ytimg.com/vi/hdf_G-Q7KNA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hdf_G-Q7KNA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/hdf_G-Q7KNA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/hdf_G-Q7KNA/maxresdefault.jpg,1280.0,720.0,Viral Flash,"['viralflash', 'Johnny Depp', 'Amber Heard', 'Johnny Depp and Amber Heard', 'Johnny Depp and Amber Heard audio', 'Amber Heard audio', 'Johnny Depp audio', 'Johnny Depp allegations', 'Johnny Depp defamation', 'Johnny Depp vs Amber Heard', 'Amber Heard and Johnny Depp', 'Johnny Depp trial', 'Johny Depp 2020', 'Johnny Depp and Amber Heard fight', 'justice for Johnny Depp', 'Johnny Depp lawsuit', 'Amber Heard trial', 'Amber Heard court', 'Celebrity', 'top10', 'entertainment news', 'royal family', 'List Videos']",24,none,Amber HEARD's Baseless Allegations Against Johnny DEPP,"Johnny Depp and Amber Heard have been involved in a lot of controversial
moments giving the itchy history between the two. And while the two just can't stop
trying to prove that one of them is a victim it has come to surface that someone is
definitely making some baseless allegations now whether it's Johnny or Heard that's.
______________________________________________
For more videos subscribe : https://bit.ly/2zoPgqj
______________________________________________
About My Channel :
Welcome to the Viral Flash! In this channel we upload videos related to celebrity gossip, entertainment news, top 10 list videos, updates on royal family etc. As far as possible, we upload 4 videos each week. Thanks for watching!
__________________________________________________
For more videos subscribe : https://bit.ly/2zoPgqj",PT5M2S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,501,36,0,10,en-US,
youtube#video,f49SYBmaHpLMd6rZp1kCVkbyHLM,HSBH1nmd6kc,2020-07-16T08:38:40Z,UCG2QYlhnYYxksvv6ve11ijw,Johnny Depp on the Witness Stand. Got punched & his tip of his finger cut off by Amber Heard !!,"As trial began, Johnny Depp was on the witness stand and talks about his marriage to Amber Heard.",https://i.ytimg.com/vi/HSBH1nmd6kc/default.jpg,120,90,https://i.ytimg.com/vi/HSBH1nmd6kc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HSBH1nmd6kc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/HSBH1nmd6kc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/HSBH1nmd6kc/maxresdefault.jpg,1280.0,720.0,Rob's Rules,"['amber heard', 'breaking news', 'johnny depp', 'johnny depp amber heard', 'johnny depp amber heard fight', 'johnny depp trial', 'justice for johnny depp', 'pirates of the caribbean', 'amber heard johnny depp', 'amber heard vs johnny depp', 'johnny depp defamation lawsuit', 'amber heard and johnny depp', 'amber heard abuses johnny depp', 'amber heard aquaman', 'johnny depp lawsuit', 'johnyy depp vs amber heard', 'johnny depp fight with wife', 'johnny depp finger cut off', 'johnny depp amber heard case']",24,none,Johnny Depp on the Witness Stand. Got punched & his tip of his finger cut off by Amber Heard !!,"As trial began, Johnny Depp was on the witness stand and talks about his marriage to Amber Heard.",PT5M37S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1299,,0,11,en,
youtube#video,ysHH465VFcm-njcoFgn0XJwOX2I,jMTgh-5LhAA,2021-12-29T00:56:23Z,UCeaH2USdnnylWnmHlq0-S_Q,"Amber Heard trolls Australian politician with new dog’s name, World News Today, Stand Up","Amber Heard trolls Australian politician with new dog’s name, World News Today, Stand Up
Stand Up Channel is focus to English News, World News Today or World Hot News, Superstar News, Health News and Weird News  in UK and around the world news by English language ""We are Stand Up"".

If you want get more Videos from stand up channel, Please follow up with me by subscribe my YouTube Channel or like me on Facebook Page.
Facebook Page : https://bit.ly/3aoJvHM
YouTube Channel : https://bit.ly/3kyZx6m
Our Website : https://bit.ly/2XSKEC3
Twitter : https://bit.ly/2YcVl2T

PLEASE HELP TO SUBSCRIBE, SHARE, COMMENT, LIKE If you like our videos, Thank You for Watch!

#StandUpChannel #AmberHeard #celebritypets
►►Our channel going to update news like : ►►

1. UK, UA, Australia News in the World
2. SuperModel or SuperStar News in UK, US, Australia, Canada and World
3. Wierd News in the World by English Language
4. Health News 

NOTE: Our graphic is originally designed by us, so please do not reuse without our permission.

Sources and references:
 
1. https://www.the-sun.com
2. https://www.thesun.co.uk/
3. https://www.mirror.co.uk
4. http://www.nypost.com
5. https://www.dailymail.co.uk",https://i.ytimg.com/vi/jMTgh-5LhAA/default.jpg,120,90,https://i.ytimg.com/vi/jMTgh-5LhAA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jMTgh-5LhAA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jMTgh-5LhAA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/jMTgh-5LhAA/maxresdefault.jpg,1280.0,720.0,Stand Up,"['news today', 'Stand Up', 'UK News', 'World News', 'US News', 'world news today', 'latest world news', 'nightly news', 'nbc news today', 'breaking news us', 'fox news', 'google news', 'cnn news', 'trump news', 'yahoo news', 'abc news', 'msn news', 'nbc news', 'bbc news', 'latest news', 'latest trump news', 'latest news today', 'cnn latest news', 'latest fox news', 'amber heard', 'australia', 'celebrity pets', 'johnny depp', 'Heard was fined for the 2015 biosecurity breach but avoided jail', 'I think it’s kind of crazy']",24,none,"Amber Heard trolls Australian politician with new dog’s name, World News Today, Stand Up","Amber Heard trolls Australian politician with new dog’s name, World News Today, Stand Up
Stand Up Channel is focus to English News, World News Today or World Hot News, Superstar News, Health News and Weird News  in UK and around the world news by English language ""We are Stand Up"".

If you want get more Videos from stand up channel, Please follow up with me by subscribe my YouTube Channel or like me on Facebook Page.
Facebook Page : https://bit.ly/3aoJvHM
YouTube Channel : https://bit.ly/3kyZx6m
Our Website : https://bit.ly/2XSKEC3
Twitter : https://bit.ly/2YcVl2T

PLEASE HELP TO SUBSCRIBE, SHARE, COMMENT, LIKE If you like our videos, Thank You for Watch!

#StandUpChannel #AmberHeard #celebritypets
►►Our channel going to update news like : ►►

1. UK, UA, Australia News in the World
2. SuperModel or SuperStar News in UK, US, Australia, Canada and World
3. Wierd News in the World by English Language
4. Health News 

NOTE: Our graphic is originally designed by us, so please do not reuse without our permission.

Sources and references:
 
1. https://www.the-sun.com
2. https://www.thesun.co.uk/
3. https://www.mirror.co.uk
4. http://www.nypost.com
5. https://www.dailymail.co.uk",PT2M48S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,105,0,0,0,en,
youtube#video,4N6m7hsqkX12b1JPBV5PMfkxfYM,JMyHmRNqU6Y,2021-12-10T17:27:08Z,UCsEaTDlh3kfgl17DnaRFW2g,Who Hasn't Amber Heard Dragged Into Her Lies?,"Thank you Linda!!!
We look at just a couple of the people that Amber Heard has dragged into her mess. Who else is will Amber bring in? Will she subpoena the bird from Australia?

❤️.   MY 2ND CHANNEL
The Sweet Spot of the Soul. https://www.youtube.com/channel/UCs0P-KpBWZ2VevEtCXCHMlQ

❤️.   THE PODCAST
DISSENT INTO THE WORMHOLE  https://linktr.ee/DissentIntoTheWormhole

Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


➤Twitter
 https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME 
  https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me 
support@empowerandthrive.ca

➤ Instagram 
www.instagram.com/spiritually_empowered/

#justiceforjohnnydepp",https://i.ytimg.com/vi/JMyHmRNqU6Y/default.jpg,120,90,https://i.ytimg.com/vi/JMyHmRNqU6Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JMyHmRNqU6Y/hqdefault.jpg,480,360,https://i.ytimg.com/vi/JMyHmRNqU6Y/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/JMyHmRNqU6Y/maxresdefault.jpg,1280.0,720.0,SEC,"['Amber Heard', 'amber heard johnny depp', 'johnny depp amber heard', 'VA Trail', 'hoax', 'amber heard elon musk', 'justice for johnny depp', 'Sec johnny depp', 'amber heard', 'amber heard court', ""Who Hasn't Amber Heard Dragged Into Her Lies?"", 'amber heared court', 'Johnny Depp Amber Heard', 'Amber heard johnny depp', 'Amber Heard Photos', 'Manipulation and Cover ups?']",24,none,Who Hasn't Amber Heard Dragged Into Her Lies?,"Thank you Linda!!!
We look at just a couple of the people that Amber Heard has dragged into her mess. Who else is will Amber bring in? Will she subpoena the bird from Australia?

❤️.   MY 2ND CHANNEL
The Sweet Spot of the Soul. https://www.youtube.com/channel/UCs0P-KpBWZ2VevEtCXCHMlQ

❤️.   THE PODCAST
DISSENT INTO THE WORMHOLE  https://linktr.ee/DissentIntoTheWormhole

Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


➤Twitter
 https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME 
  https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me 
support@empowerandthrive.ca

➤ Instagram 
www.instagram.com/spiritually_empowered/

#justiceforjohnnydepp",PT8M24S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,3159,357,0,71,en-CA,en-GB
