kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultLanguage,snippet.defaultAudioLanguage
youtube#video,jnMbjbmZ_eIqERSo4Q2xtxW4Ljg,beOLudHTb3E,2021-11-06T00:45:39Z,UC5uItZ5InfVuqRegsoir_dQ,The legal case between Johnny Depp and ex wife Amber Heard has taken another turn  Depp and his lega,,https://i.ytimg.com/vi/beOLudHTb3E/default.jpg,120,90,https://i.ytimg.com/vi/beOLudHTb3E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/beOLudHTb3E/hqdefault.jpg,480,360,ryanmost,"['Amber Heard', 'Celebs', 'Johnny Depp', 'Entertainment']",22,none,The legal case between Johnny Depp and ex wife Amber Heard has taken another turn  Depp and his lega,,PT1M56S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,7,0,0,0,,,,,,,,
youtube#video,tVmCLGPAqtxuBt5g9m9i3UrhNi4,DmbqsCxnzF8,2021-04-23T21:54:51Z,UCs5aTnqCZunCSZ7nxBBtXCQ,AMBER HEARD ORDERED TO PAY FOR JOHNNY DEPP'S LEGAL FEES,"Amber heard has been ordered to pay Johnny Depp Legal team after failing to prove her point after attempting to get it dismissed by the courts. leave me your thoughts in the comment section 💕

My social media accounts 👇

Instagram 📷
https://instagram.com/keeleytalks?igshid=jupp6g7y24ck

Twitter 🐦
https://twitter.com/KeeleyTalks?s=09

Facebook 📘
https://m.facebook.com/106164141467069

Discord 💬

https://discord.gg/fPfe7gnG

Email 📧
keeleytalksenquiry@gmail.com",https://i.ytimg.com/vi/DmbqsCxnzF8/default.jpg,120,90,https://i.ytimg.com/vi/DmbqsCxnzF8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DmbqsCxnzF8/hqdefault.jpg,480,360,Keeley Talks,,24,none,AMBER HEARD ORDERED TO PAY FOR JOHNNY DEPP'S LEGAL FEES,"Amber heard has been ordered to pay Johnny Depp Legal team after failing to prove her point after attempting to get it dismissed by the courts. leave me your thoughts in the comment section 💕

My social media accounts 👇

Instagram 📷
https://instagram.com/keeleytalks?igshid=jupp6g7y24ck

Twitter 🐦
https://twitter.com/KeeleyTalks?s=09

Facebook 📘
https://m.facebook.com/106164141467069

Discord 💬

https://discord.gg/fPfe7gnG

Email 📧
keeleytalksenquiry@gmail.com",PT11M18S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,245,56,0,34,https://i.ytimg.com/vi/DmbqsCxnzF8/sddefault.jpg,640.0,480.0,,,,,
youtube#video,RplJDQpS6e0txbIrJoq0F-V7mb8,HcAjdeIumGc,2020-06-02T06:00:41Z,UCB-eXlIc6kIdo-ZPQpmQb3w,Amber Heard’s Complications At PEAK In Johnny Depp Legal Row!,,https://i.ytimg.com/vi/HcAjdeIumGc/default.jpg,120,90,https://i.ytimg.com/vi/HcAjdeIumGc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HcAjdeIumGc/hqdefault.jpg,480,360,Reaction Toli,,24,none,Amber Heard’s Complications At PEAK In Johnny Depp Legal Row!,,PT1M24S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,212,,0,0,https://i.ytimg.com/vi/HcAjdeIumGc/sddefault.jpg,640.0,480.0,,,,,
youtube#video,poBaGJ6Sd3qK8e5gbiBuY88RHVo,hZhtU6tSfKA,2021-05-14T20:00:14Z,UC38EsBqKnsCZvD3FJ3sQIIQ,Amber Heard will potentially never be hired for a movie role again?,"Amber Heard will potentially never be hired for a movie role again?

Welcome to Celebrity Insights where we give you all the ongoing details of your fav celebrities!

The legal battle between this star couple has led to past issues being brought to light for Amber and new ones waiting on the horizon.

if you enjoy this video like it, subscribe, and see you next time!

#Blacklisted #What'sTheTea? #CelebrityInsights",https://i.ytimg.com/vi/hZhtU6tSfKA/default.jpg,120,90,https://i.ytimg.com/vi/hZhtU6tSfKA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hZhtU6tSfKA/hqdefault.jpg,480,360,Celebrity Insights,"['celebrity insights', 'spill', 'celebrity news', 'hollywood news', 'gossip', 'whats the tea?']",24,none,Amber Heard will potentially never be hired for a movie role again?,"Amber Heard will potentially never be hired for a movie role again?

Welcome to Celebrity Insights where we give you all the ongoing details of your fav celebrities!

The legal battle between this star couple has led to past issues being brought to light for Amber and new ones waiting on the horizon.

if you enjoy this video like it, subscribe, and see you next time!

#Blacklisted #What'sTheTea? #CelebrityInsights",PT4M8S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,17,0,0,0,https://i.ytimg.com/vi/hZhtU6tSfKA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/hZhtU6tSfKA/maxresdefault.jpg,1280.0,720.0,en,en
youtube#video,43dEoTieZXun3g-ml9ZkXC-Quho,k0xRj2D1kBk,2020-07-14T22:05:43Z,UC3l-bobp_xuBlL_lRRS5RmA,Johnny Depp LEGAL TEAM | MISSION IMPOSSIBLE,"#johnnydepp #AmberHeard

Queries: Unboxphd@outlook.com",https://i.ytimg.com/vi/k0xRj2D1kBk/default.jpg,120,90,https://i.ytimg.com/vi/k0xRj2D1kBk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/k0xRj2D1kBk/hqdefault.jpg,480,360,UnBoxPHD,"['Johnny Depp v amber Heard', 'mission impossible', 'johnny Depp court', 'amber Heard court']",22,none,Johnny Depp LEGAL TEAM | MISSION IMPOSSIBLE,"#johnnydepp #AmberHeard

Queries: Unboxphd@outlook.com",PT1M43S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,14326,399,0,46,https://i.ytimg.com/vi/k0xRj2D1kBk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/k0xRj2D1kBk/maxresdefault.jpg,1280.0,720.0,,
youtube#video,bXt0oOBH4ntB4uBmAcnGWX1EzGA,kgqy5GPEcbM,2021-11-18T04:42:17Z,UCLw6wkB9hUunjyGEMdj2Vqw,"Is Johnny Depp A Legally Ratified Rapist? Yes, Here's Why (Amber Heard Playlist!!)",,https://i.ytimg.com/vi/kgqy5GPEcbM/default.jpg,120,90,https://i.ytimg.com/vi/kgqy5GPEcbM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/kgqy5GPEcbM/hqdefault.jpg,480,360,Theresa L. Dowling,,1,none,"Is Johnny Depp A Legally Ratified Rapist? Yes, Here's Why (Amber Heard Playlist!!)",,PT2M57S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,64,,0,,,,,,,,,
youtube#video,gPxpl1tH6ML-4HlJvrni2LL2OA4,OD67s1E04ds,2019-04-22T09:00:09Z,UCAntA-ijsWLMvCRUwu-BxoQ,Amber Heard cumple 33 años en plena batalla legal con Johnny Depp,"La actriz Amber Heard cumple 33 años este lunes 22 de abril, y lo hace en un momento complicado de su vida personal. La intérprete se encuentra en medio de una gran batalla legal con su exmarido Johnny Depp, al que demandó hace unos años por maltrato.


Visto en: https://www.youtube.com/canalgente",https://i.ytimg.com/vi/OD67s1E04ds/default.jpg,120,90,https://i.ytimg.com/vi/OD67s1E04ds/mqdefault.jpg,320,180,https://i.ytimg.com/vi/OD67s1E04ds/hqdefault.jpg,480,360,CHANCE,"['amber heard', 'johnny depp', 'divorcio', 'demanda', 'maltrato', 'denuncia', 'cine', 'ruptura', 'actor', 'actriz', 'cumpleaños', '2019', '22/04/2019', '04/22/2019']",22,none,Amber Heard cumple 33 años en plena batalla legal con Johnny Depp,"La actriz Amber Heard cumple 33 años este lunes 22 de abril, y lo hace en un momento complicado de su vida personal. La intérprete se encuentra en medio de una gran batalla legal con su exmarido Johnny Depp, al que demandó hace unos años por maltrato.


Visto en: https://www.youtube.com/canalgente",PT1M23S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,1706,12,0,0,https://i.ytimg.com/vi/OD67s1E04ds/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/OD67s1E04ds/maxresdefault.jpg,1280.0,720.0,,
youtube#video,YGJBEXtFQAVt6Cjl3_OI7CvIta4,OolRnHYRK8I,2020-06-17T16:00:17Z,UCsEaTDlh3kfgl17DnaRFW2g,Why Did Amber Heards Legal Team Bail?,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


Can I follow you on Twitter?https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME   https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me support@empowerandthrive.ca

#justiceforjohnnydepp",https://i.ytimg.com/vi/OolRnHYRK8I/default.jpg,120,90,https://i.ytimg.com/vi/OolRnHYRK8I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/OolRnHYRK8I/hqdefault.jpg,480,360,SEC,"['Narcissist', 'certified Life Coach', 'abuse', 'mindset', 'law of attraction', 'allegations', 'amber heard', 'amber heard ~ lies', 'amber heard aquaman', 'amber heard johnny depp', 'aquaman', 'certified life coach', 'deception and threats', 'disney', 'domestic abuse', 'entertainment', 'evidence', 'hoax', 'hollywood', 'hollywood news', 'johnny depp', 'johnny depp amber heard', 'johnny depp amber heard audio reaction', 'lawsuit', 'lies', 'narcissist', 'news', 'pirates of the caribbean', 'the secret']",22,none,Why Did Amber Heards Legal Team Bail?,"Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


Can I follow you on Twitter?https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME   https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me support@empowerandthrive.ca

#justiceforjohnnydepp",PT7M48S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,1399,93,0,20,https://i.ytimg.com/vi/OolRnHYRK8I/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/OolRnHYRK8I/maxresdefault.jpg,1280.0,720.0,en-GB,en-CA
youtube#video,cn09ym5o7CHJUmxfObgD2TBwC6I,OWeRgjT1y90,2021-08-20T15:45:00Z,UCAmaiEYnoTgj-dmjp8DpepQ,AMBER DESTROYS AQUAMAN - WARNER Brothers PANIC Over Aquaman 2 | The Gossipy,"AMBER DESTROYS AQUAMAN - WARNER Brothers PANIC Over Aquaman 2 | The Gossipy

Did Amber Heard just get booted for Aquaman 2? This would be great news to Johnny Depp and Aquaman fans around the world. The #FireAmberHeard movement is going strong. It seems the Aquaman 2 director, James Wan, does not even want Amber Heard in the movie. 

It seems like everyone is turning against Amber Heard. Including the actors in the movie such as Jason Momoa, Nicole Kidman, William Dafoe, etc. The Johnny Depp Amber Heard legal battle is still at the forefront of celebrity news. 

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

Now she is chilling and taking photos on set of the new Aquaman 2 movie. Set to hit theaters in 2022. This is enraging a lot of Johnny Depp supporters.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp #Aquaman2
------------------------------------------------------------------------------------------------------------------------------

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/OWeRgjT1y90/default.jpg,120,90,https://i.ytimg.com/vi/OWeRgjT1y90/mqdefault.jpg,320,180,https://i.ytimg.com/vi/OWeRgjT1y90/hqdefault.jpg,480,360,The Gossipy,"['The Gossipy', 'AMBER DESTROYS AQUAMAN - WARNER Brothers PANIC Over Aquaman 2', 'celebrity craze', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'information overload', 'entertainment news', 'that umbrella guy', 'thatumbrellaguy', 'hollywood life', 'justice for johnny depp', 'amber heard aquaman', 'amber heard aquaman 2', 'amber heard fired', 'celeb news', 'hollywood news']",24,none,AMBER DESTROYS AQUAMAN - WARNER Brothers PANIC Over Aquaman 2 | The Gossipy,"AMBER DESTROYS AQUAMAN - WARNER Brothers PANIC Over Aquaman 2 | The Gossipy

Did Amber Heard just get booted for Aquaman 2? This would be great news to Johnny Depp and Aquaman fans around the world. The #FireAmberHeard movement is going strong. It seems the Aquaman 2 director, James Wan, does not even want Amber Heard in the movie. 

It seems like everyone is turning against Amber Heard. Including the actors in the movie such as Jason Momoa, Nicole Kidman, William Dafoe, etc. The Johnny Depp Amber Heard legal battle is still at the forefront of celebrity news. 

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

Now she is chilling and taking photos on set of the new Aquaman 2 movie. Set to hit theaters in 2022. This is enraging a lot of Johnny Depp supporters.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp #Aquaman2
------------------------------------------------------------------------------------------------------------------------------

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",PT8M9S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,462,20,0,4,https://i.ytimg.com/vi/OWeRgjT1y90/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/OWeRgjT1y90/maxresdefault.jpg,1280.0,720.0,en-US,en-US
youtube#video,GYkh10gUNAzmIEui-LknF5SOVRc,p3FLj5Nmi-8,2021-09-09T05:49:55Z,UCOEFSWsktdvCps-zDNSD1yA,Is Amber Heard Mentally Unstable? (Amber Heard playlist!!),"In the American Federal Courts this is one of the Federal Rules and something like this would probably be in the UK Courts.--https://www.law.cornell.edu/rules/frcp/rule_35
Most of our legal system in America is based on the legal system of England, that the USA is derived from-https://en.wikipedia.org/wiki/British_America

This has all happened before-https://www.youtube.com/watch?v=EwjQFjyzpVU",https://i.ytimg.com/vi/p3FLj5Nmi-8/default.jpg,120,90,https://i.ytimg.com/vi/p3FLj5Nmi-8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/p3FLj5Nmi-8/hqdefault.jpg,480,360,The Amber Heard Playlist!!Johnny Depp es racista,,22,none,Is Amber Heard Mentally Unstable? (Amber Heard playlist!!),"In the American Federal Courts this is one of the Federal Rules and something like this would probably be in the UK Courts.--https://www.law.cornell.edu/rules/frcp/rule_35
Most of our legal system in America is based on the legal system of England, that the USA is derived from-https://en.wikipedia.org/wiki/British_America

This has all happened before-https://www.youtube.com/watch?v=EwjQFjyzpVU",PT2M44S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,26,1,0,0,,,,,,,,
