kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.tags,snippet.defaultAudioLanguage,snippet.defaultLanguage,contentDetails.contentRating.ytRating,contentDetails.regionRestriction.blocked
youtube#video,WzCraqZ8v48PqoBN0kyY2PrCJkg,4mdNhpn2YHo,2020-03-13T10:45:04Z,UCF1k9s39byJPyHxi9zAWvZw,Dailymail's Amber Heard & Johnny Depp Audios [PART 2],"This video/audio is provided by Dailymail.co.uk, I do not own it.",https://i.ytimg.com/vi/4mdNhpn2YHo/default.jpg,120,90,https://i.ytimg.com/vi/4mdNhpn2YHo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4mdNhpn2YHo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4mdNhpn2YHo/sddefault.jpg,640.0,480.0,Bjornikof,25,none,Dailymail's Amber Heard & Johnny Depp Audios [PART 2],"This video/audio is provided by Dailymail.co.uk, I do not own it.",PT3M25S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,60,1,0,0,,,,,,,,
youtube#video,YT3WknrrGKEF3KCIwL5obkJ6yqk,7BjrI2ZBtZI,2014-12-26T18:21:48Z,UCJIjz3y7D4tlZqPYkV3mWpw,O G Amber London   Beep Me 911 Freestyle Prod Sky L,"trk 7
O G Amber London   Beep Me 911 Freestyle Prod Sky L",https://i.ytimg.com/vi/7BjrI2ZBtZI/default.jpg,120,90,https://i.ytimg.com/vi/7BjrI2ZBtZI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7BjrI2ZBtZI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7BjrI2ZBtZI/sddefault.jpg,640.0,480.0,Coka Sosa,22,none,O G Amber London   Beep Me 911 Freestyle Prod Sky L,"trk 7
O G Amber London   Beep Me 911 Freestyle Prod Sky L",PT3M9S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,344,8,0,0,https://i.ytimg.com/vi/7BjrI2ZBtZI/maxresdefault.jpg,1280.0,720.0,"['O G Amber London Beep Me 911 Freestyle Prod Sky L', 'Beep Me 911', 'Rap', 'London', 'Hiphop', 'Freestyle']",,,,
youtube#video,JeTfaCz_uOtI1WPWjQ1SYdaztjE,7zkuljeWF7I,2019-05-02T02:22:35Z,UCFlBXizBOf73L5wQqKDDuEw,Amber G case..update 911 call ...,"Attorney Daryl Washington, who is representing Jean's family, noted that Guyger did not tell the 911 operator she was afraid of Jean or that she thought he was an intruder
There was nothing in that video or the recording where she ever indicated she thought Botham was trying to harm her, &quot;She was very fast to shoot without asking very many questions
Guyger sounded frantic during the nearly six-minute call. She said both &quot;I'm gonna lose my job&quot; and &quot;I am going to need a supervisor.&quot; At one point, she seems to question how she ended up in Jean's apartment and says, &quot;I'm so tired.
On the call, Guyger can be heard apologizing and talking to Jean, a 26-year-old native of the Caribbean island of St.",https://i.ytimg.com/vi/7zkuljeWF7I/default.jpg,120,90,https://i.ytimg.com/vi/7zkuljeWF7I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7zkuljeWF7I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7zkuljeWF7I/sddefault.jpg,640.0,480.0,TheJourneyToJustice,24,none,Amber G case..update 911 call ...,"Attorney Daryl Washington, who is representing Jean's family, noted that Guyger did not tell the 911 operator she was afraid of Jean or that she thought he was an intruder
There was nothing in that video or the recording where she ever indicated she thought Botham was trying to harm her, &quot;She was very fast to shoot without asking very many questions
Guyger sounded frantic during the nearly six-minute call. She said both &quot;I'm gonna lose my job&quot; and &quot;I am going to need a supervisor.&quot; At one point, she seems to question how she ended up in Jean's apartment and says, &quot;I'm so tired.
On the call, Guyger can be heard apologizing and talking to Jean, a 26-year-old native of the Caribbean island of St.",PT7M10S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,142,9,0,4,https://i.ytimg.com/vi/7zkuljeWF7I/maxresdefault.jpg,1280.0,720.0,,,,,
youtube#video,eikKsWxlSwemKGnpsPm97wqH4ME,aWc4AIBwonE,2020-05-07T14:30:47Z,UCeooMl4PFAM9kLPHvavt2KQ,Amber Heard's Friend iO Tillet's Twitter RAMPAGE!,"Amber Heard's Friend iO Tillet's Twitter RAMPAGE!

MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!


Adega's Book: https://www.amazon.com/Evolution-Adega/dp/1645305953/ref=sr_1_1?crid=3GE2MYD9LNPMO&keywords=evolution+by+adega&qid=1584844229&sprefix=Evolution+by+%2Caps%2C247&sr=8-1

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods (Amber Turd GOODS!)",https://i.ytimg.com/vi/aWc4AIBwonE/default.jpg,120,90,https://i.ytimg.com/vi/aWc4AIBwonE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aWc4AIBwonE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/aWc4AIBwonE/sddefault.jpg,640.0,480.0,eHacker,24,none,Amber Heard's Friend iO Tillet's Twitter RAMPAGE!,"Amber Heard's Friend iO Tillet's Twitter RAMPAGE!

MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!


Adega's Book: https://www.amazon.com/Evolution-Adega/dp/1645305953/ref=sr_1_1?crid=3GE2MYD9LNPMO&keywords=evolution+by+adega&qid=1584844229&sprefix=Evolution+by+%2Caps%2C247&sr=8-1

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods (Amber Turd GOODS!)",PT15M26S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,16127,658,0,422,https://i.ytimg.com/vi/aWc4AIBwonE/maxresdefault.jpg,1280.0,720.0,"['amber heard', 'amber heard vs johnny depp', 'amber heard and johnny depp', 'iO tillet wright', 'iO tillet', 'amber heard aquaman 2', 'amber heard aquaman', 'amber heard abuse', 'amber heard johnny depp audio', '#justiceforjohnnydepp', 'justice for johnny depp', 'johnny depp', 'amber heard sjw', 'amber heard instagram', 'amber heard twitter', 'io tillett wright interview']",en-US,,,
youtube#video,GIShxAYPYIIAVDe_dmpS_gruPoY,Biw012tPKMc,2014-06-30T15:52:12Z,UCr4kaFJ16UqtDQRzadrVkzw,"311 ""Amber"" Guitar Center Sessions on DIRECTV","An exclusive clip of 311 performing ""Amber"" from Guitar Center Sessions presented by JBL with host Nic Harcourt. See an all-new episode on July 13th at 8pm on DIRECTV's AUDIENCE (channel 239). 

Order 311's New Album ""Stereolithic"":
Amazon: http://amzn.to/1iOby5S
iTunes: http://bit.ly/1oMxADh

To see more Guitar Center Sessions exclusive clips, other episodes and behind the scenes visit: http://www.GuitarCenter.com/Sessions",https://i.ytimg.com/vi/Biw012tPKMc/default.jpg,120,90,https://i.ytimg.com/vi/Biw012tPKMc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Biw012tPKMc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Biw012tPKMc/sddefault.jpg,640.0,480.0,Guitar Center,10,none,"311 ""Amber"" Guitar Center Sessions on DIRECTV","An exclusive clip of 311 performing ""Amber"" from Guitar Center Sessions presented by JBL with host Nic Harcourt. See an all-new episode on July 13th at 8pm on DIRECTV's AUDIENCE (channel 239). 

Order 311's New Album ""Stereolithic"":
Amazon: http://amzn.to/1iOby5S
iTunes: http://bit.ly/1oMxADh

To see more Guitar Center Sessions exclusive clips, other episodes and behind the scenes visit: http://www.GuitarCenter.com/Sessions",PT3M36S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2428044,19111,0,831,https://i.ytimg.com/vi/Biw012tPKMc/maxresdefault.jpg,1280.0,720.0,"['311 (Musical Group)', 'DirecTV Group (Award Winner)', 'Guitar Center (Business Operation)', '311', 'sessions', 'guitar center sessions', 'jbl', 'harman', 'exclusive', 'live', 'performance', 'interview', 'nic harcourt', 'new', 'episode', 'amber', 'down', 'five of everything', 'stereolithic', 'album']",,,,
youtube#video,PpjD1--zBRlGZZBVaqp1K_qG9es,Bw8J4Jlw58E,2021-04-18T01:34:14Z,UCfQKekanlkEakFuroh2ftWQ,Comparando a Voz de Quem Ligou 911 vs Voz de Raquel).,"O áudio da ligação para 911 em 21 de Maio de 2016 foi divulgado pelo Daily Mail. Amber Heard e seus amigos disseram que foi iO Tillett Wright que fez a ligação - o que é verdade, mas não foi nessa ligação que o Daily Mail divulgou. iO ligou para 911, mas o áudio não foi liberado. Em vez disso, liberaram o áudio de Raquel Pennington ligando para 911.",https://i.ytimg.com/vi/Bw8J4Jlw58E/default.jpg,120,90,https://i.ytimg.com/vi/Bw8J4Jlw58E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Bw8J4Jlw58E/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Bw8J4Jlw58E/sddefault.jpg,640.0,480.0,Justiça Para Johnny Depp.,22,none,Comparando a Voz de Quem Ligou 911 vs Voz de Raquel).,"O áudio da ligação para 911 em 21 de Maio de 2016 foi divulgado pelo Daily Mail. Amber Heard e seus amigos disseram que foi iO Tillett Wright que fez a ligação - o que é verdade, mas não foi nessa ligação que o Daily Mail divulgou. iO ligou para 911, mas o áudio não foi liberado. Em vez disso, liberaram o áudio de Raquel Pennington ligando para 911.",PT24S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,138,6,0,0,,,,,,,,
youtube#video,aLiysndnJIUrIZ5kRQZhuC_Vg68,C4i5tRtgl1o,2019-04-30T03:17:49Z,UCBu0KdNokE4MqdkacvH37_A,Civil rights attorney reacts to Amber Guyger's 911 call after shooting Botham Jean,Neither investigators nor prosecutors have played Amber Guyger's 911 call for Botham Jean’s family.,https://i.ytimg.com/vi/C4i5tRtgl1o/default.jpg,120,90,https://i.ytimg.com/vi/C4i5tRtgl1o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/C4i5tRtgl1o/hqdefault.jpg,480,360,https://i.ytimg.com/vi/C4i5tRtgl1o/sddefault.jpg,640.0,480.0,WFAA,25,none,Civil rights attorney reacts to Amber Guyger's 911 call after shooting Botham Jean,Neither investigators nor prosecutors have played Amber Guyger's 911 call for Botham Jean’s family.,PT2M27S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,52139,510,0,259,,,,"['botham-jean', 'crime', 'news', 'local', 'amber guyger', 'botham jean', 'dallas police', 'dallas police department', 'police shooting', 'dallas cop', 'dallas cop shooting', 'dallas 911 call', 'dallas 911', 'dpd', 'dpd shooting', ""amber guyger 911 call i'm sorry"", 'amber guyger case updates', 'dallas cop 911 call']",en,en,,
youtube#video,809A0UyEPrQbTUAHbqrszy6DSWg,cpCR_N2W5sY,2020-02-19T16:00:13Z,UCxeNJdOLFPqIHjuZRpEgfTQ,Amber Heard Takes Another Cheap Shot At Johnny Depp. #JusticeForJohnnyDepp,"The pattern of apparent abuse continues. 
Original story is here: https://pagesix.com/2020/02/14/johnny-depp-seeks-to-quash-amber-heard-subpoena-on-weinstein-company/

Please subscribe and consider becoming a Patreon supporter!  Patreon is the primary, and most stable, source of revenue for this channel. 
 https://www.patreon.com/lianak

If you're mad at Patreon or want to just make a one time donation, send via paypal: funetworktv@gmail.com

Live gameplay happens most Tuesdays at 6pm and most Thursdays at 1pm Eastern time.  Join me on Twitch!  https://www.twitch.tv/redlianak",https://i.ytimg.com/vi/cpCR_N2W5sY/default.jpg,120,90,https://i.ytimg.com/vi/cpCR_N2W5sY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cpCR_N2W5sY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/cpCR_N2W5sY/sddefault.jpg,640.0,480.0,Liana K,20,none,Amber Heard Takes Another Cheap Shot At Johnny Depp. #JusticeForJohnnyDepp,"The pattern of apparent abuse continues. 
Original story is here: https://pagesix.com/2020/02/14/johnny-depp-seeks-to-quash-amber-heard-subpoena-on-weinstein-company/

Please subscribe and consider becoming a Patreon supporter!  Patreon is the primary, and most stable, source of revenue for this channel. 
 https://www.patreon.com/lianak

If you're mad at Patreon or want to just make a one time donation, send via paypal: funetworktv@gmail.com

Live gameplay happens most Tuesdays at 6pm and most Thursdays at 1pm Eastern time.  Join me on Twitch!  https://www.twitch.tv/redlianak",PT30M8S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,16590,717,0,218,https://i.ytimg.com/vi/cpCR_N2W5sY/maxresdefault.jpg,1280.0,720.0,,,,,
youtube#video,EV9-rgt-Sce4KYKhdwJ-KcZSKfI,cwkqXZzOaqU,2020-09-23T23:40:02Z,UCBu0KdNokE4MqdkacvH37_A,Dallas construction worker called 911 after girl at center of AMBER Alert was crying in car,"A 3-year-old girl who was at the center of an AMBER Alert Wednesday was found safe after a construction worker spotted her abandoned in a vehicle.

The girl was inside the car when it was stolen overnight Wednesday from a 7-Eleven in Dallas.

Rejinaldo Huerta was working in a Dallas neighborhood when he and his brother noticed the girl was crying inside a vehicle and banging her hands on the window, he told WFAA. 

He then called 911 and looked for any parents around, he said. He got her out of the car, gave her water and tried to make her feel safe until officers arrived, he said.

Read more: https://bit.ly/3mOeYIV
Subscribe to WFAA: https://bit.ly/subscribetowfaa
For news anytime: https://www.wfaa.com/",https://i.ytimg.com/vi/cwkqXZzOaqU/default.jpg,120,90,https://i.ytimg.com/vi/cwkqXZzOaqU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cwkqXZzOaqU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/cwkqXZzOaqU/sddefault.jpg,640.0,480.0,WFAA,25,none,Dallas construction worker called 911 after girl at center of AMBER Alert was crying in car,"A 3-year-old girl who was at the center of an AMBER Alert Wednesday was found safe after a construction worker spotted her abandoned in a vehicle.

The girl was inside the car when it was stolen overnight Wednesday from a 7-Eleven in Dallas.

Rejinaldo Huerta was working in a Dallas neighborhood when he and his brother noticed the girl was crying inside a vehicle and banging her hands on the window, he told WFAA. 

He then called 911 and looked for any parents around, he said. He got her out of the car, gave her water and tried to make her feel safe until officers arrived, he said.

Read more: https://bit.ly/3mOeYIV
Subscribe to WFAA: https://bit.ly/subscribetowfaa
For news anytime: https://www.wfaa.com/",PT1M35S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,1463,30,0,2,https://i.ytimg.com/vi/cwkqXZzOaqU/maxresdefault.jpg,1280.0,720.0,"['amber alert', 'crime', 'local', 'dallas-county', 'news', 'dallas amber alert', 'wfaa', 'Wfaa dallas', 'local news', 'crime watch', 'crime alert', 'Construction worker', '3 year old girl amber alert dallas', 'oak cliff', '7-Eleven', 'Rejinaldo Huerta', 'dallas police', 'news today', 'dallas county news', 'cbs 11 news evening', 'amber alert story', 'stolen car', 'stolen car dallas', 'kidnapping', 'missing girl dallas', '911', '911 call', 'missing girl found', 'missing girl dallas found', 'amber alert canceled']",en,en,,
youtube#video,i2bOi-TW2z7F6zWrcdOGIiUsAWQ,DnjwqveWi7k,2011-06-06T17:01:53Z,UCH27adrKZVSDqq7C9lplD2Q,311 - Amber (with lyrics),"A classic song by alternative band, 311.

Members:

Nick Hexum
S.A. Martinez
P-Nut
Tim Mahoney
Chad Sexton

LYRICS:

Brainstorm, take me away from the norm 
I got to tell you something 
This phenomenon, I had to put it in a song 
And it goes like 

Chorus: 
Whoa, amber is the color of your energy 
Whoa, shades of gold displayed naturally 

You ought to know what brings me here 
You glide through my head blind to fear 
And I know why 

(Chorus 2x) 

You live too far away 
Your voice rings like a bell anyway 
Don't give up your independence 
Unless it feels so right 
Nothing good comes easily 
Sometimes you gotta fight 

(Chorus) 

Launched a thousand ships in my heart 
So easy, still it's fine from afar 
And you know that 
Whoa, brainstorm take me away from the norm 
Whoa, I got to tell you something",https://i.ytimg.com/vi/DnjwqveWi7k/default.jpg,120,90,https://i.ytimg.com/vi/DnjwqveWi7k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DnjwqveWi7k/hqdefault.jpg,480,360,,,,WeHateThePatriots,10,none,311 - Amber (with lyrics),"A classic song by alternative band, 311.

Members:

Nick Hexum
S.A. Martinez
P-Nut
Tim Mahoney
Chad Sexton

LYRICS:

Brainstorm, take me away from the norm 
I got to tell you something 
This phenomenon, I had to put it in a song 
And it goes like 

Chorus: 
Whoa, amber is the color of your energy 
Whoa, shades of gold displayed naturally 

You ought to know what brings me here 
You glide through my head blind to fear 
And I know why 

(Chorus 2x) 

You live too far away 
Your voice rings like a bell anyway 
Don't give up your independence 
Unless it feels so right 
Nothing good comes easily 
Sometimes you gotta fight 

(Chorus) 

Launched a thousand ships in my heart 
So easy, still it's fine from afar 
And you know that 
Whoa, brainstorm take me away from the norm 
Whoa, I got to tell you something",PT3M30S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,77855,631,0,24,,,,"['311', 'amber', 'song', 'omaha', 'nirvana', 'fusion', 'lyrics', 'full', 'funny', 'punk', 'alternative', 'p-nut', 'nick', 'hexum', 's.a.', 'martinez', 'tim', 'mahoney', 'chad', 'sexton', 'album']",,,,
