kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.contentRating.ytRating,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.tags,snippet.defaultAudioLanguage,contentDetails.regionRestriction.blocked,snippet.defaultLanguage
youtube#video,G89l57FfUtcXbVhcYQNaBCyCHQ8,CVxKYXT7bzQ,2010-09-22T02:08:11Z,UCZ_24VX2Rnr_no_RaDDq_Xg,Amber Heard in 'Alpha Dog' (2006) Part 1/3: Scull,Alma being a badass.,https://i.ytimg.com/vi/CVxKYXT7bzQ/default.jpg,120,90,https://i.ytimg.com/vi/CVxKYXT7bzQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CVxKYXT7bzQ/hqdefault.jpg,480,360,IglooDweller,24,none,Amber Heard in 'Alpha Dog' (2006) Part 1/3: Scull,Alma being a badass.,PT1M43S,2d,sd,false,False,,rectangular,processed,public,youtube,False,True,False,73880,122,0,9,,,,,,,"['amber heard', 'alma', 'alpha dog', 'movie', 'amanda seyfried', 'julie beckley', 'chris', 'christopher marquette', 'keith stratten', 'drink', 'scull', 'chug', 'down', 'anton yelchin', 'zack mazursky', 'bathroom']",,"['MF', 'UM']",
youtube#video,hNftTJ_a887VgR-dewVpTcqFSIg,d9GlS72Pm-A,2021-10-30T18:43:05Z,UChjDtGelMNkllI5S22oO_aA,Amber Heard Dog Smuggling Case Reopens in Australia,"Amber Heard Dog Smuggling Case Reopens in Australia..
https://www.youtube.com/channel/UChjDtGelMNkllI5S22oO_aA?sub_confirmation=1

Amber Heard Dog Smuggling Case Reopens, Australia",https://i.ytimg.com/vi/d9GlS72Pm-A/default.jpg,120,90,https://i.ytimg.com/vi/d9GlS72Pm-A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/d9GlS72Pm-A/hqdefault.jpg,480,360,Myra Lamb,22,none,Amber Heard Dog Smuggling Case Reopens in Australia,"Amber Heard Dog Smuggling Case Reopens in Australia..
https://www.youtube.com/channel/UChjDtGelMNkllI5S22oO_aA?sub_confirmation=1

Amber Heard Dog Smuggling Case Reopens, Australia",PT4M48S,2d,hd,false,False,,rectangular,processed,public,youtube,True,False,False,14,,0,0,https://i.ytimg.com/vi/d9GlS72Pm-A/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/d9GlS72Pm-A/maxresdefault.jpg,1280.0,720.0,"['Amber Heard', 'Dog Smuggling']",,,
youtube#video,HL5lYTtND1hBRuu8b0TAQSB0hAg,dgqMjzsmcew,2020-07-09T01:35:57Z,UCiRTTUyq0S1qibXUceyM7NA,Johnny Depp 'aggressively dangled Amber Heard's dog out car window and made howling noises',"Music in Video :

Beautiful Sea 
Deezer: https://www.deezer.com/album/115329842
Spotify: https://open.spotify.com/album/7A1o9o8AIs47HeRp1JFInn
Apple Music: https://itunes.apple.com/album/id1483786765?app=music
iTunes Store: https://itunes.apple.com/album/id1483786765

Tender Melody
Deezer: https://www.deezer.com/album/114556562
Spotify: https://open.spotify.com/album/5Q7svqa6e3MH5ChaqXwiEV


House and Happiness
Deezer: https://www.deezer.com/album/138648602
Spotify: https://open.spotify.com/album/4wCzuWqGspuCPJc6Zx1tOQ


Happy Home
Deezer: https://www.deezer.com/album/138662522
Spotify: https://open.spotify.com/album/6ZidJtEwOm2QwLckkfBQs6
Apple Music: https://itunes.apple.com/album/id1504992522?app=music
iTunes Store: https://itunes.apple.com/album/id1504992522




Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.",https://i.ytimg.com/vi/dgqMjzsmcew/default.jpg,120,90,https://i.ytimg.com/vi/dgqMjzsmcew/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dgqMjzsmcew/hqdefault.jpg,480,360,Metro News,22,none,Johnny Depp 'aggressively dangled Amber Heard's dog out car window and made howling noises',"Music in Video :

Beautiful Sea 
Deezer: https://www.deezer.com/album/115329842
Spotify: https://open.spotify.com/album/7A1o9o8AIs47HeRp1JFInn
Apple Music: https://itunes.apple.com/album/id1483786765?app=music
iTunes Store: https://itunes.apple.com/album/id1483786765

Tender Melody
Deezer: https://www.deezer.com/album/114556562
Spotify: https://open.spotify.com/album/5Q7svqa6e3MH5ChaqXwiEV


House and Happiness
Deezer: https://www.deezer.com/album/138648602
Spotify: https://open.spotify.com/album/4wCzuWqGspuCPJc6Zx1tOQ


Happy Home
Deezer: https://www.deezer.com/album/138662522
Spotify: https://open.spotify.com/album/6ZidJtEwOm2QwLckkfBQs6
Apple Music: https://itunes.apple.com/album/id1504992522?app=music
iTunes Store: https://itunes.apple.com/album/id1504992522




Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.",PT11M4S,2d,hd,false,False,,rectangular,processed,public,youtube,True,True,False,21,0,0,0,,,,,,,"['Johnny Depp', 'Courts', 'Domestic violence', 'breaking news', 'usa today', 'usa today news']",,,
youtube#video,rBsYXUgff4qtJf-8RWwUcMCEpWM,dw5h4r9C-0M,2016-04-18T14:17:25Z,UCi9bNDQsm1Ng93DoM3dmniw,"Johnny Depp, Amber Heard Apologize for Smuggling Dog","Exclusive visuals of Johnny Depp and wife Amber Heard apologizing for smuggling their pet dog inside Australia is going viral across the globe. However, the .

After illegally trying to smuggle her dogs into Australia, the case between the land down under and Amber Heard has resulted in an odd video. She and her .

Johnny Depp and Amber Heard ApJohnny Depp, Amber Heardologize for Smuggling Dog | The stars were said to have failed to report their two dogs properly .

Johnny Depp and Amber Heard apologised for bringing their dogs into Australia.Everyone entering the country must truthfully declare if they are carrying any .",https://i.ytimg.com/vi/dw5h4r9C-0M/default.jpg,120,90,https://i.ytimg.com/vi/dw5h4r9C-0M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dw5h4r9C-0M/hqdefault.jpg,480,360,Babo Riki,25,none,"Johnny Depp, Amber Heard Apologize for Smuggling Dog","Exclusive visuals of Johnny Depp and wife Amber Heard apologizing for smuggling their pet dog inside Australia is going viral across the globe. However, the .

After illegally trying to smuggle her dogs into Australia, the case between the land down under and Amber Heard has resulted in an odd video. She and her .

Johnny Depp and Amber Heard ApJohnny Depp, Amber Heardologize for Smuggling Dog | The stars were said to have failed to report their two dogs properly .

Johnny Depp and Amber Heard apologised for bringing their dogs into Australia.Everyone entering the country must truthfully declare if they are carrying any .",PT2M45S,2d,hd,false,False,,rectangular,processed,public,youtube,True,True,False,2,0,0,0,https://i.ytimg.com/vi/dw5h4r9C-0M/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/dw5h4r9C-0M/maxresdefault.jpg,1280.0,720.0,"['johnny depp', 'johnny depp apology', 'johny depp apology', 'johnny depp amber heard', 'johnny depp apology video', 'johnny', 'depp', 'amber', 'heard', 'apology', 'video', 'amber heard', 'amber heard apologizes']",,,
youtube#video,pHcdc7ol6TPEZ77-QSunSU01kVU,D_-em26qgLg,2016-04-18T10:49:45Z,UC9rZ07zYh7GZmIjt7yo36nA,Amber Heard avoids conviction for smuggling Johnny Depp's dogs into Australia,"For more Latest and Breaking News Headlines 
SUBSCRIBE to: https://www.youtube.com/channel/UC9rZ07zYh7GZmIjt7yo36nA",https://i.ytimg.com/vi/D_-em26qgLg/default.jpg,120,90,https://i.ytimg.com/vi/D_-em26qgLg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/D_-em26qgLg/hqdefault.jpg,480,360,World Breaking News,25,none,Amber Heard avoids conviction for smuggling Johnny Depp's dogs into Australia,"For more Latest and Breaking News Headlines 
SUBSCRIBE to: https://www.youtube.com/channel/UC9rZ07zYh7GZmIjt7yo36nA",PT1M44S,2d,sd,false,False,,rectangular,processed,public,youtube,True,True,False,27,0,0,0,https://i.ytimg.com/vi/D_-em26qgLg/sddefault.jpg,640.0,480.0,,,,"['Latest News', 'News', 'today news', 'headline', 'Daily News', 'World news', 'latest updates', '24*7 News']",,,
youtube#video,JXn15clUjShG-c0R8E-xC4pD_W0,e33v6hcOgoA,2015-12-16T16:22:16Z,UC-HFBce6Lj-nXpZ3bk1jH1Q,Depp's wife Amber Heard gets 'dog smuggling' court date,"Amber Heard
Depp's wife Amber Heard gets 'dog smuggling' court date",https://i.ytimg.com/vi/e33v6hcOgoA/default.jpg,120,90,https://i.ytimg.com/vi/e33v6hcOgoA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/e33v6hcOgoA/hqdefault.jpg,480,360,rojul cahyono,25,none,Depp's wife Amber Heard gets 'dog smuggling' court date,"Amber Heard
Depp's wife Amber Heard gets 'dog smuggling' court date",PT41S,2d,sd,false,False,,rectangular,processed,public,youtube,True,True,False,14,0,0,0,,,,,,,['Amber Heard'],,,
youtube#video,8iIlLz-Mglrm51l75NvF_WAWE64,fC_7cRWPOdA,2015-07-25T13:00:01Z,UCqhnX4jA0A5paNd1v-zEysw,GoPro: Amber the Downhill Dog,"Follow the adventures of James Roxburgh and his adorable dog, Amber, through the woods of Aldershot, England for an unforgettable ride. 

See more of Amber at https://www.youtube.com/user/norcorider2005

Shot 100% on the HERO4® camera from ‪http://GoPro.com.

Get stoked and subscribe: http://goo.gl/HgVXpQ

Music
Twin Shadow ""At My Heels""
Link to buy: https://goo.gl/iB5Jjw

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
Tumblr: http://gopro.tumblr.com/
Pinterest: http://www.pinterest.com/gopro   
Vine: https://goo.gl/m3nQz7",https://i.ytimg.com/vi/fC_7cRWPOdA/default.jpg,120,90,https://i.ytimg.com/vi/fC_7cRWPOdA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fC_7cRWPOdA/hqdefault.jpg,480,360,GoPro,17,none,GoPro: Amber the Downhill Dog,"Follow the adventures of James Roxburgh and his adorable dog, Amber, through the woods of Aldershot, England for an unforgettable ride. 

See more of Amber at https://www.youtube.com/user/norcorider2005

Shot 100% on the HERO4® camera from ‪http://GoPro.com.

Get stoked and subscribe: http://goo.gl/HgVXpQ

Music
Twin Shadow ""At My Heels""
Link to buy: https://goo.gl/iB5Jjw

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
Tumblr: http://gopro.tumblr.com/
Pinterest: http://www.pinterest.com/gopro   
Vine: https://goo.gl/m3nQz7",PT1M26S,2d,hd,false,True,,rectangular,processed,public,youtube,True,False,False,521006,11686,0,276,https://i.ytimg.com/vi/fC_7cRWPOdA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/fC_7cRWPOdA/maxresdefault.jpg,1280.0,720.0,"['GoPro', 'Hero2', 'Hero3', 'Hero3Plus', 'Hero4', 'Hero Camera', 'HD Camera', 'stoked', 'rad', 'video', 'GoPro Hero 4', '4K', 'Dog (Domesticated Animal)', 'Downhill Mountain Biking (Sport)', 'Downhill Dog', 'Animal (Film Character)']",en,,
youtube#video,mv-G-aLpgHGVjPz4x4EEeo7NSXo,fduLXI0M4T8,2015-07-16T03:35:08Z,UCZY9KEuhJpefR1BUqmr54jA,Depp’s wife Amber Heard in dog doo after sneaking dogs into Australia,"This morning we took our weekly trip across the Ditch.

Johnny Depp's wife has been summoned to appear in court across the Tasman, after illegally bringing the couple's pet dogs into the country.

Australian correspondent Jason Morrison joined Paul this morning.
""Amber Heard brought the dogs into Australia and they have decided to prosecute her, not Johnny Depp or the pilot, because she filled out the form and said she didn’t have any livestock or living animals on her.""

Watch the full interview with Jason Morrison.",https://i.ytimg.com/vi/fduLXI0M4T8/default.jpg,120,90,https://i.ytimg.com/vi/fduLXI0M4T8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fduLXI0M4T8/hqdefault.jpg,480,360,Paul Henry,22,none,Depp’s wife Amber Heard in dog doo after sneaking dogs into Australia,"This morning we took our weekly trip across the Ditch.

Johnny Depp's wife has been summoned to appear in court across the Tasman, after illegally bringing the couple's pet dogs into the country.

Australian correspondent Jason Morrison joined Paul this morning.
""Amber Heard brought the dogs into Australia and they have decided to prosecute her, not Johnny Depp or the pilot, because she filled out the form and said she didn’t have any livestock or living animals on her.""

Watch the full interview with Jason Morrison.",PT5M40S,2d,sd,false,False,,rectangular,processed,public,youtube,True,True,False,535,1,0,1,https://i.ytimg.com/vi/fduLXI0M4T8/sddefault.jpg,640.0,480.0,,,,"['Amber Heard (Celebrity)', 'Johnny Depp (Celebrity)', 'Australia', 'Paul Henry']",en-GB,,
youtube#video,zPFl0ijFdy8nRXVMw_dSv36TFE4,FlimXHS7Bn0,2016-04-28T08:08:16Z,UC98f_uIt498lvS_eJwQY37w,Hollywood Actors Johnny Depp Amber Heard in Trouble AGAIN!,"Johnny Depp, Amber Heard, Hollywood Actor Johnny Depp in Trouble AGAIN, Johnny Depp and Amber Heard dog, Apology for biosecurity breach Australia

Hollywood Actors Johnny Depp Amber Heard in Trouble AGAIN! Amber heard split and filed for divorce with actor husband Johnny depp after making Australian biosecurity apology. Having recently given a public statement on Australian Customs Laws, the couple have announced their split up today after Amber files for divorce, just 15 months after their marriage began. This is a breakdown of WHY the Australian Government has the stance it does on customs / bio-security. Johnny Depp and wife Amber Heard apologized last week for breaching Australian Federal Laws on importation of animals and failing to declare same. This is actually a very serious offence, and this video touches on WHY...Amber Heard has received a one-month good behavior bond without conviction for falsifying her arrival card. The actress and her husband both smiled when the penalty was delivered by magistrate Bernadette Callaghan. They hugged each other tightly as the court room was cleared. Ms Callaghan said she accepted Heard had made a genuine mistake. ""I accept she did not set out to deliberately deceive the Australian authorities, I also accept she is not a person who thinks she is above the law,"" Ms Callaghan said. The actress will have to pay a $1000 fine if she does not remain of good behaviour for the next month.

Sound Effects: freesfx.co.uk
http://www.freesfx.co.uk

Thanks to mailonline
----------------------------------------­----------------------------------------­---------------------------
The Footage in this video falls under fair use law 107 allowing for education, comment and criticism. is is a US felony to make a False DMCA claim. The footage in this video was used for criticism, commentary and education and is protected by fair use law.
----------------------------------------­----------------------------------------­---------------------------
""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.""

FOLLOW ME:
* SUBSCRIBE: https://www.youtube.com/SteveMack
* https://www.instagram.com/stevemackactor/
* https://twitter.com/actor_mack
* https://stevemackactor.tumblr.com/
* https://www.pinterest.com.au/mack7664/
* https://d.tube/#!/c/stevemack

                          YOUTUBE CERTIFIED EXPERT:
* Channel Growth * Content Ownership * Asset Monetization *

Contact;steve@stevenmack.com.au
Edited by Steven E Mack - All Rights Reserved.",https://i.ytimg.com/vi/FlimXHS7Bn0/default.jpg,120,90,https://i.ytimg.com/vi/FlimXHS7Bn0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FlimXHS7Bn0/hqdefault.jpg,480,360,Steve Mack,25,none,Hollywood Actors Johnny Depp Amber Heard in Trouble AGAIN!,"Johnny Depp, Amber Heard, Hollywood Actor Johnny Depp in Trouble AGAIN, Johnny Depp and Amber Heard dog, Apology for biosecurity breach Australia

Hollywood Actors Johnny Depp Amber Heard in Trouble AGAIN! Amber heard split and filed for divorce with actor husband Johnny depp after making Australian biosecurity apology. Having recently given a public statement on Australian Customs Laws, the couple have announced their split up today after Amber files for divorce, just 15 months after their marriage began. This is a breakdown of WHY the Australian Government has the stance it does on customs / bio-security. Johnny Depp and wife Amber Heard apologized last week for breaching Australian Federal Laws on importation of animals and failing to declare same. This is actually a very serious offence, and this video touches on WHY...Amber Heard has received a one-month good behavior bond without conviction for falsifying her arrival card. The actress and her husband both smiled when the penalty was delivered by magistrate Bernadette Callaghan. They hugged each other tightly as the court room was cleared. Ms Callaghan said she accepted Heard had made a genuine mistake. ""I accept she did not set out to deliberately deceive the Australian authorities, I also accept she is not a person who thinks she is above the law,"" Ms Callaghan said. The actress will have to pay a $1000 fine if she does not remain of good behaviour for the next month.

Sound Effects: freesfx.co.uk
http://www.freesfx.co.uk

Thanks to mailonline
----------------------------------------­----------------------------------------­---------------------------
The Footage in this video falls under fair use law 107 allowing for education, comment and criticism. is is a US felony to make a False DMCA claim. The footage in this video was used for criticism, commentary and education and is protected by fair use law.
----------------------------------------­----------------------------------------­---------------------------
""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.""

FOLLOW ME:
* SUBSCRIBE: https://www.youtube.com/SteveMack
* https://www.instagram.com/stevemackactor/
* https://twitter.com/actor_mack
* https://stevemackactor.tumblr.com/
* https://www.pinterest.com.au/mack7664/
* https://d.tube/#!/c/stevemack

                          YOUTUBE CERTIFIED EXPERT:
* Channel Growth * Content Ownership * Asset Monetization *

Contact;steve@stevenmack.com.au
Edited by Steven E Mack - All Rights Reserved.",PT9M42S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,173,2,0,0,https://i.ytimg.com/vi/FlimXHS7Bn0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/FlimXHS7Bn0/maxresdefault.jpg,1280.0,720.0,"['Johnny Depp in Trouble AGAIN!', 'Johnny Depp in Trouble again', 'hollywood actor johnny depp in trouble again!', 'johnny depp apology', 'johnny depp news', 'Johnny depp Amber heard apology', 'johnny depp', 'amber heard', 'australia', 'john depp', 'hollywood', 'entertainment news', 'johnny depp divorce', 'amber heard divorce', 'news', 'johnny depp interview', 'johnny depp funny moments', 'depp', 'johnny', 'funny', 'hollywood actor johnny depp', 'Actor', 'Johnny depp amber heard', 'pirates of the caribbean', 'court', 'supreme court', 'Uk']",en,,en
youtube#video,tcQIOKifOgcY6A_omS7RndN_rVA,gACxE8pss5o,2015-06-20T01:01:32Z,UCdtXPiqI2cLorKaPrfpKc4g,Amber Heard and Johnny Depp's Dogs Are Back on American Soil: 'They're Fine',Woof! Amber Heard and Johnny Depp's pups are barking freely now.,https://i.ytimg.com/vi/gACxE8pss5o/default.jpg,120,90,https://i.ytimg.com/vi/gACxE8pss5o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gACxE8pss5o/hqdefault.jpg,480,360,Entertainment Tonight,24,none,Amber Heard and Johnny Depp's Dogs Are Back on American Soil: 'They're Fine',Woof! Amber Heard and Johnny Depp's pups are barking freely now.,PT1M27S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,91539,343,0,81,https://i.ytimg.com/vi/gACxE8pss5o/sddefault.jpg,640.0,480.0,,,,"['Boo', 'etonline', 'pistol', 'johnny depp', 'news', 'australia', 'ET Online', 'amber heard']",,,
youtube#video,Y_kjn2dYGHpzH90gDcaYvi8g-ho,GLZBkBXkRvg,2016-04-18T12:50:18Z,UCgrNz-aDmcr2uuto8_DL2jg,Dog-smuggling charges dropped against Amber Heard,"American actress Amber Heard has pleaded guilty to providing false immigration documents, when she entered Australia last year with her pet dogs. Heard appeared in an apology video with her actor husband, Johnny Depp, which was played at an Australian courthouse on Monday, as part of her court appearance. Prosecutors have dropped charges against Heard of illegally ""smuggling"" her pet dogs into the country without proper permits.

Subscribe to us on Youtube: https://www.youtube.com/user/CCTVNEWSbeijing

Download for IOS: https://itunes.apple.com/us/app/cctvnews-app/id922456579?l=zh&ls=1&mt=8

Download for Android: https://play.google.com/store/apps/details?id=com.imib.cctv

Follow us on:
Facebook: https://www.facebook.com/cctvnewschina
Twitter: https://twitter.com/CCTVNEWS
Google+: https://plus.google.com/+CCTVNEWSbeijing
Tumblr: http://cctvnews.tumblr.com/
Weibo: http://weibo.com/cctvnewsbeijing",https://i.ytimg.com/vi/GLZBkBXkRvg/default.jpg,120,90,https://i.ytimg.com/vi/GLZBkBXkRvg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GLZBkBXkRvg/hqdefault.jpg,480,360,CGTN,1,none,Dog-smuggling charges dropped against Amber Heard,"American actress Amber Heard has pleaded guilty to providing false immigration documents, when she entered Australia last year with her pet dogs. Heard appeared in an apology video with her actor husband, Johnny Depp, which was played at an Australian courthouse on Monday, as part of her court appearance. Prosecutors have dropped charges against Heard of illegally ""smuggling"" her pet dogs into the country without proper permits.

Subscribe to us on Youtube: https://www.youtube.com/user/CCTVNEWSbeijing

Download for IOS: https://itunes.apple.com/us/app/cctvnews-app/id922456579?l=zh&ls=1&mt=8

Download for Android: https://play.google.com/store/apps/details?id=com.imib.cctv

Follow us on:
Facebook: https://www.facebook.com/cctvnewschina
Twitter: https://twitter.com/CCTVNEWS
Google+: https://plus.google.com/+CCTVNEWSbeijing
Tumblr: http://cctvnews.tumblr.com/
Weibo: http://weibo.com/cctvnewsbeijing",PT28S,2d,hd,false,True,,rectangular,processed,public,youtube,True,True,False,281,0,0,0,https://i.ytimg.com/vi/GLZBkBXkRvg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/GLZBkBXkRvg/maxresdefault.jpg,1280.0,720.0,"['CCTVNews', 'News', 'CCTV', 'Breaking', 'politics', 'Amber Heard', 'actress', 'immigration', 'Australia', 'pet', 'dog', 'Johnny Depp', 'courthouse', 'Depp', 'charge', 'smug', 'guilty']",en,,
youtube#video,H5dX-W40ztgspWJmRpa26P7z7f8,gnRCvQx36DM,2016-04-19T14:19:55Z,UCV4Wm8iwWAWRnbuJG10HRnQ,Amber Heard pleads guilty in Australian dog smuggling spat,"Actor Johnny Depp's wife Amber Heard pleaded guilty Monday to providing a false immigration document amid allegations she smuggled the couple's dogs into Australia.

Prosecutors dropped two more serious charges that Heard illegally imported the Yorkshire terriers, Pistol and Boo, into the country last year, when Depp was filming the fifth movie in the ""Pirates of the Caribbean"" series. A conviction on the illegal importation counts could have sent the actress to prison for up to 10 years. The false documents charge carries a maximum penalty of a year in jail and a fine of more than 10,000 Australian dollars ($7,650).",https://i.ytimg.com/vi/gnRCvQx36DM/default.jpg,120,90,https://i.ytimg.com/vi/gnRCvQx36DM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gnRCvQx36DM/hqdefault.jpg,480,360,Wanna Key,22,none,Amber Heard pleads guilty in Australian dog smuggling spat,"Actor Johnny Depp's wife Amber Heard pleaded guilty Monday to providing a false immigration document amid allegations she smuggled the couple's dogs into Australia.

Prosecutors dropped two more serious charges that Heard illegally imported the Yorkshire terriers, Pistol and Boo, into the country last year, when Depp was filming the fifth movie in the ""Pirates of the Caribbean"" series. A conviction on the illegal importation counts could have sent the actress to prison for up to 10 years. The false documents charge carries a maximum penalty of a year in jail and a fine of more than 10,000 Australian dollars ($7,650).",PT3M8S,2d,sd,false,False,,rectangular,processed,public,youtube,True,True,False,3,0,0,,https://i.ytimg.com/vi/gnRCvQx36DM/sddefault.jpg,640.0,480.0,,,,"['Johnny Depp', 'Amber Heard']",,,
youtube#video,NRhVg89tfYD_NLiDf8D6ExuXB34,HfqbNoNMY5g,2012-12-12T12:48:17Z,UClqJ1beyl7xtGvV-FghboKg,Amber Dog Calendar 2013,"Календарь ""Amber Dog"" 2013",https://i.ytimg.com/vi/HfqbNoNMY5g/default.jpg,120,90,https://i.ytimg.com/vi/HfqbNoNMY5g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HfqbNoNMY5g/hqdefault.jpg,480,360,Viktor Devjatov,10,none,Amber Dog Calendar 2013,"Календарь ""Amber Dog"" 2013",PT20M29S,2d,hd,false,False,,rectangular,processed,public,youtube,True,True,False,3770,6,0,0,https://i.ytimg.com/vi/HfqbNoNMY5g/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/HfqbNoNMY5g/maxresdefault.jpg,1280.0,720.0,"['Amber', 'Dog', 'Calendar', '2013', 'Календарь']",,,
