kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultAudioLanguage,snippet.defaultLanguage
youtube#video,RP_qbIiHIwdOgc6jv_lV4ZPpKKE,3Qyk1gX-2N0,2018-05-17T04:45:17Z,UCXKPtub1ff9UTOKIMxe_l_A,Amber Daines – Personal Brand Video,,https://i.ytimg.com/vi/3Qyk1gX-2N0/default.jpg,120,90,https://i.ytimg.com/vi/3Qyk1gX-2N0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3Qyk1gX-2N0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3Qyk1gX-2N0/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3Qyk1gX-2N0/maxresdefault.jpg,1280.0,720.0,The Politics of Everything,25,none,Amber Daines – Personal Brand Video,,PT2M18S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,739,5,0,0,,,
youtube#video,lZrzO4ymR6H5_J3-o-ZTi4LRivs,8_6vXvV84M8,2022-01-03T16:03:14Z,UCxKRru1p46dDHvv9Sk9A1zA,"Hotel Review - Hilton Mahogany Bay Resort, Curio Collection - Ambergris Caye San Pedro, Belize","This is a great resort by Hilton, residing at Ambergris Caye in Belize.  
Here is the link to the resort......
https://mahoganybayvillage.com/

Want to know more about Ambergris Caye, check out our other youtube video dedicated to this....
https://youtu.be/sYwjiRlRy94

If you have any questions feel free to reach out to us.

You can also find more pics on our instagram account:
https://www.instagram.com/scottsdaletravelchick/

Any questions? Interested in having us promote your products? Send us an email at scottsdaletravelchick@gmail.com

Thanks for watching 😌

#sanpedrobelize #Hiltonmahoganybayresort #ambergrishotels",https://i.ytimg.com/vi/8_6vXvV84M8/default.jpg,120,90,https://i.ytimg.com/vi/8_6vXvV84M8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8_6vXvV84M8/hqdefault.jpg,480,360,,,,,,,Scottsdale Travel Chick,19,none,"Hotel Review - Hilton Mahogany Bay Resort, Curio Collection - Ambergris Caye San Pedro, Belize","This is a great resort by Hilton, residing at Ambergris Caye in Belize.  
Here is the link to the resort......
https://mahoganybayvillage.com/

Want to know more about Ambergris Caye, check out our other youtube video dedicated to this....
https://youtu.be/sYwjiRlRy94

If you have any questions feel free to reach out to us.

You can also find more pics on our instagram account:
https://www.instagram.com/scottsdaletravelchick/

Any questions? Interested in having us promote your products? Send us an email at scottsdaletravelchick@gmail.com

Thanks for watching 😌

#sanpedrobelize #Hiltonmahoganybayresort #ambergrishotels",PT14M6S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,676,75,0,6,"['san pedro', 'ambergris caye', 'san pedro belize', 'mahogany bay village', 'curio collection by hilton', 'mahogany bay resort', 'mahogany bay resort & beach club curio collection by hilton', 'mahogany bay resort beach club', 'mahogany bay resort and beach club', 'mahogany bay', 'mahogany bay resort & beach club', 'ambergris caye belize snorkeling', 'ambergris caye belize', 'ambergris caye belize resorts', 'san pedro belize hotels', 'mahogany bay resort belize', 'san pedro belize travel', 'snorkel belize']",en-US,
youtube#video,5NiYxQttsVAqy5rf7KNqn7e6IiI,9V6KpaI2ibc,2019-03-15T03:49:13Z,UCCC9XfOKEtrOdb8pPRZHV8g,Amber Heard seen sharing a passionate kiss with director Andy Muschietti,"Thank you for watching my video.
Like and Register my youtube channel to update the hottest news!",https://i.ytimg.com/vi/9V6KpaI2ibc/default.jpg,120,90,https://i.ytimg.com/vi/9V6KpaI2ibc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9V6KpaI2ibc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/9V6KpaI2ibc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/9V6KpaI2ibc/maxresdefault.jpg,1280.0,720.0,World News,25,none,Amber Heard seen sharing a passionate kiss with director Andy Muschietti,"Thank you for watching my video.
Like and Register my youtube channel to update the hottest news!",PT4M12S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,475,5,0,2,"['News', 'fox news', 'cnn news', 'hot news', 'breaking news', 'news Us', 'news today', 'Trump', 'trump news']",zxx,
youtube#video,GKwGuAj2Ar7rBr96RWv85yg_yNw,ciiVEQP6uvg,2019-03-19T18:16:16Z,UCOdNmUydVKq89UQDMe2AuDw,"El director argentino Andy Muschietti, en pareja con la ex esposa de Johnny Depp, Amber Heard","El director argentino Andy Muschietti, en pareja con la ex esposa de Johnny Depp, Amber Heard",https://i.ytimg.com/vi/ciiVEQP6uvg/default.jpg,120,90,https://i.ytimg.com/vi/ciiVEQP6uvg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ciiVEQP6uvg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ciiVEQP6uvg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ciiVEQP6uvg/maxresdefault.jpg,1280.0,720.0,Mexico 24h,25,none,"El director argentino Andy Muschietti, en pareja con la ex esposa de Johnny Depp, Amber Heard","El director argentino Andy Muschietti, en pareja con la ex esposa de Johnny Depp, Amber Heard",PT3M31S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,490,2,0,7,"['sampaoli', 'jorge sampaoli', 'argentina', 'sampaoli argentina', 'argentina sampaoli', 'seleccion argentina', 'El', 'director', 'argentino', 'Andy', 'Muschietti', 'en', 'pareja', 'con', 'la', 'ex', 'esposa', 'de', 'Johnny', 'Depp']",,
youtube#video,khTWkrmlG9WPVo5tAUyBWajmVI8,Cvi3shZNbs4,2020-05-28T15:48:45Z,UCODKXYfQg7ni-cjFNzJuQTQ,Amber Heard | Transformation from 1 to 34 years old,"Please watch: ""Unboxing Bucket briyani from Anjappar | மட்டண் பிரியாணி & Full Grill | Food Unboxing | Food Review"" 
https://www.youtube.com/watch?v=nFha_QVwTNw --~--
Amber Heard | Transformation from 1 to 34 years old",https://i.ytimg.com/vi/Cvi3shZNbs4/default.jpg,120,90,https://i.ytimg.com/vi/Cvi3shZNbs4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Cvi3shZNbs4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Cvi3shZNbs4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Cvi3shZNbs4/maxresdefault.jpg,1280.0,720.0,Ashley Judith,24,none,Amber Heard | Transformation from 1 to 34 years old,"Please watch: ""Unboxing Bucket briyani from Anjappar | மட்டண் பிரியாணி & Full Grill | Food Unboxing | Food Review"" 
https://www.youtube.com/watch?v=nFha_QVwTNw --~--
Amber Heard | Transformation from 1 to 34 years old",PT1M21S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,199,2,0,1,"['official movie clips', 'movie', 'movies', 'movie clips', 'movie trailers', 'disney', 'warner brothers', 'sony', 'lionsgate', 'summit', 'universal movies', 'full movies', 'classic movie', 'horror movie', 'horror', 'comedy', 'free movie', 'new movies', 'funny movies', 'MGM', 'Weinstein', 'Paramount', 'marvel', 'MCU', 'DC', 'Amber heard', 'Divorce', 'Johnny Depp', 'Transformation', 'aquaman', '2020']",en,
youtube#video,pCqvkELUccAprZzt1TNt1nOARfo,dz1-y5C5vTw,2019-07-30T02:03:36Z,UC7kQhIHX4SSSIT9gSVq6QzQ,"Making a ""Jurassic Park"" Style Mosquito Amber Egg","My name is Stephen and I sell wood products as Dogwood Handcrafts (http://www.dogwoodhandcrafts.com)

Follow me on http://www.instagram.com/dogwoodhandcrafts for product releases and pics.

This is my process for making ""Jurassic Park"" style amber ""fossils"" with insects inside. I used a large crane fly, which is what was used in the ""Jurassic Park"" props.

Thanks for watching and let me know if you have any questions :)",https://i.ytimg.com/vi/dz1-y5C5vTw/default.jpg,120,90,https://i.ytimg.com/vi/dz1-y5C5vTw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/dz1-y5C5vTw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/dz1-y5C5vTw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/dz1-y5C5vTw/maxresdefault.jpg,1280.0,720.0,Stephen Joiner,26,none,"Making a ""Jurassic Park"" Style Mosquito Amber Egg","My name is Stephen and I sell wood products as Dogwood Handcrafts (http://www.dogwoodhandcrafts.com)

Follow me on http://www.instagram.com/dogwoodhandcrafts for product releases and pics.

This is my process for making ""Jurassic Park"" style amber ""fossils"" with insects inside. I used a large crane fly, which is what was used in the ""Jurassic Park"" props.

Thanks for watching and let me know if you have any questions :)",PT7M35S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,14689228,93636,0,3053,"['woodturning', 'woodworking', 'resin', 'wood', 'hybrid', 'dragon', 'egg', 'craft', 'galaxy', 'dogwood', 'art', 'casting', 'how-to', 'turning', 'turn', 'lathe', 'tool', 'pressure pot', 'alumilite', 'acrylic', 'polish', 'sanding', 'mosquito', 'amber', 'jurassic', 'park', 'jurassic park', 'fossil', 'insect', 'biology', 'geek', 'nerd', 'dork', 'bubut kayu', 'bubut', 'kayu', 'seni', 'komodo', 'island', 'tropical', 'indonesia', 'satisfying', 'oddly satisfying', 'satisfy']",,
youtube#video,YOVJEKCt4LSwup12JXYw1xrvTgk,FazDsoRo8xg,2020-05-30T07:56:09Z,UCus7ssjXMWusAvIni45cDUA,JOHNNY DEPP & AMBER HEARD,"going over the blatantly obvious lies from amber heard, and how she ruined Johnny Depp's life

incredibly average:
https://www.youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ

Twitter: https://twitter.com/authenticdumbas",https://i.ytimg.com/vi/FazDsoRo8xg/default.jpg,120,90,https://i.ytimg.com/vi/FazDsoRo8xg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FazDsoRo8xg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FazDsoRo8xg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/FazDsoRo8xg/maxresdefault.jpg,1280.0,720.0,hayden,24,none,JOHNNY DEPP & AMBER HEARD,"going over the blatantly obvious lies from amber heard, and how she ruined Johnny Depp's life

incredibly average:
https://www.youtube.com/channel/UCg0C-N_MPYYOXyF4T3jMxNQ

Twitter: https://twitter.com/authenticdumbas",PT45M49S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,348,17,0,1,"['inabber', 'Angelika oles', 'rant', 'story time', 'exposed', 'response', 'news', 'scandal', 'why I hate', 'I hate everything', 'the dark side of', 'idubbbz', 'content cop', 'we need to stop', 'Hayden glasse', 'crimsoned', 'conspiracy theory', 'everything wrong with', 'sub for sub', 'sub 4 sub', 'markie', 'jaackmaate', 'tea', 'tea spill', 'here for the tea', 'Johnny depp', 'amber heard', 'loreal']",,en-GB
youtube#video,dEREx5PNqCpxtWslpslIJl62scY,l5BD7RQLJ54,2021-09-14T15:45:03Z,UCAmaiEYnoTgj-dmjp8DpepQ,AMBER IS SHOCKED - Emilia Clarke and Jason Mamoa TROLLING Amber Heard | The Gossipy,"AMBER IS SHOCKED - Emilia Clarke and Jason Mamoa TROLLING Amber Heard | The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
----------------------------------------------------------------------------------------------
Welcome toThe Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/l5BD7RQLJ54/default.jpg,120,90,https://i.ytimg.com/vi/l5BD7RQLJ54/mqdefault.jpg,320,180,https://i.ytimg.com/vi/l5BD7RQLJ54/hqdefault.jpg,480,360,https://i.ytimg.com/vi/l5BD7RQLJ54/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/l5BD7RQLJ54/maxresdefault.jpg,1280.0,720.0,The Gossipy,24,none,AMBER IS SHOCKED - Emilia Clarke and Jason Mamoa TROLLING Amber Heard | The Gossipy,"AMBER IS SHOCKED - Emilia Clarke and Jason Mamoa TROLLING Amber Heard | The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
----------------------------------------------------------------------------------------------
Welcome toThe Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",PT8M5S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,613,24,0,5,"['The Gossipy', 'AMBER IS SHOCKED - Emilia Clarke and Jason Mamoa TROLLING Amber Heard', 'celebrity craze', 'celebrity', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'umbrella guy', 'thatumbrellaguy', 'hollywood life', 'justice for johnny depp', 'celeb news', 'hollywood news']",en-US,en-US
youtube#video,aFgyc_7sPow1AmCiENhPWTcc4zQ,nAttGGYZ22w,2020-04-02T13:45:02Z,UCMAwi5fm2yOSEeKd_Qv0Z2Q,Johnny Depp BOMBSHELL DESTROYS ALL Amber Heard's narratives!,"Tip Jar: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2AAZU385W88GE    Tip Jar

Patreon: https://www.patreon.com/thatumbrellaguy Patreon

Bitcoin address: 1NxxqwYKh16zQoFku64vofrJ1uGXXLWwVX #justiceforjohnny #johnnydepp #amberheard",https://i.ytimg.com/vi/nAttGGYZ22w/default.jpg,120,90,https://i.ytimg.com/vi/nAttGGYZ22w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/nAttGGYZ22w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/nAttGGYZ22w/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/nAttGGYZ22w/maxresdefault.jpg,1280.0,720.0,ThatUmbrellaGuy,24,none,Johnny Depp BOMBSHELL DESTROYS ALL Amber Heard's narratives!,"Tip Jar: https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=2AAZU385W88GE    Tip Jar

Patreon: https://www.patreon.com/thatumbrellaguy Patreon

Bitcoin address: 1NxxqwYKh16zQoFku64vofrJ1uGXXLWwVX #justiceforjohnny #johnnydepp #amberheard",PT37M18S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,280287,9979,0,1727,"['johnny depp amber heard audio', 'johnny depp amber heard', 'johnny depp finger cut off', 'johnny depp lawsuit against amber heard', 'johnny depp lawsuit amber', 'johnny depp', 'amber heard', 'johnny depp amber heard fight', 'pirates of the caribbean', 'amber heard johnny depp', 'thatumbrellaguy', 'that umbrella guy', 'amber heard audio', 'breaking news johnny depp', 'breaking news', 'johnny depp testimony', ""Johnny Depp BOMBSHELL DESTROYS ALL Amber Heard's narratives!"", 'Justiceforjohnny']",,
youtube#video,QLBSyWSXQzugaj-g6td1oU6X5TY,qYbcQY2W4to,2020-11-06T14:15:02Z,UC5peehg3pW5ZJ_YG8NuGAVg,"Virtual Mixer #32 - State Employees' Credit Union, Amber Fleming (Part 1 of 2)","The Greater Mount Airy Chamber of Commerce held a Virtual Mixer on November 5, 2020. Guest Speaker, Amber Fleming, Senior Financial Services Advisor at State Employees' Credit Union shared details on how a credit union differs from a regular bank, services that they can provide, eligibility requirements, and a general update on how the organization is currently operating during the COVID-19 pandemic. We also briefly heard from SECU Senior Vice President, Lilnette Phillips. 

Part 2: https://youtu.be/qYbcQY2W4to

State Employees' Credit Union: https://www.ncsecu.org/",https://i.ytimg.com/vi/qYbcQY2W4to/default.jpg,120,90,https://i.ytimg.com/vi/qYbcQY2W4to/mqdefault.jpg,320,180,https://i.ytimg.com/vi/qYbcQY2W4to/hqdefault.jpg,480,360,,,,,,,The Greater Mount Airy Chamber of Commerce,22,none,"Virtual Mixer #32 - State Employees' Credit Union, Amber Fleming (Part 1 of 2)","The Greater Mount Airy Chamber of Commerce held a Virtual Mixer on November 5, 2020. Guest Speaker, Amber Fleming, Senior Financial Services Advisor at State Employees' Credit Union shared details on how a credit union differs from a regular bank, services that they can provide, eligibility requirements, and a general update on how the organization is currently operating during the COVID-19 pandemic. We also briefly heard from SECU Senior Vice President, Lilnette Phillips. 

Part 2: https://youtu.be/qYbcQY2W4to

State Employees' Credit Union: https://www.ncsecu.org/",PT13M31S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,159,0,0,0,"['Chamber of Commerce', 'credit union', 'online event', 'zoom', 'virtual event', 'State Employees Credit Union', 'Mount Airy', 'North Carolina', 'financial services', 'bank', 'money', 'covid-19', 'business', 'surry county', 'Amber Fleming', 'Lilnette Phillips']",,
