kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,contentDetails.regionRestriction.blocked,snippet.defaultLanguage
youtube#video,QCI6MOHbieK-YLXZ-HEekrglXI4,-3suubmZV0k,2014-10-14T16:03:40Z,UC5xKAjwDubUUE3Xl9jjMZDA,Healing with Amber,"In this video, Christa the Crystal Expert explains the healing benefits of Amber.

To find out more about online crystal classes and in person crystal classes, you can sign up for my email list to be notified of the latest class offerings: 
http://learncrystalhealing.com
or
http://www.christalynn.ca

Follow me on Instagram:
https://www.instagram.com/learncrystalhealing",https://i.ytimg.com/vi/-3suubmZV0k/default.jpg,120,90,https://i.ytimg.com/vi/-3suubmZV0k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-3suubmZV0k/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-3suubmZV0k/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-3suubmZV0k/maxresdefault.jpg,1280.0,720.0,Crystal Healing,"['crystal healing', 'crystals', 'gemstones', 'crystal therapy', 'amber', 'Seasonal Affective Disorder (Disease Or Medical Condition)', 'holistic health', 'vitality', 'spiritual light', 'psychic protection', 'Amber healing properties', 'How to use amber', 'How to heal with amber', 'Crystals for energy', 'Crystals fir depression', 'Crystals for seasonal affective disorder']",27,none,Healing with Amber,"In this video, Christa the Crystal Expert explains the healing benefits of Amber.

To find out more about online crystal classes and in person crystal classes, you can sign up for my email list to be notified of the latest class offerings: 
http://learncrystalhealing.com
or
http://www.christalynn.ca

Follow me on Instagram:
https://www.instagram.com/learncrystalhealing",PT11M12S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,29677,628,0,32,,,
youtube#video,O7GK5_dDi-7TgiqggL81T6qkOP4,cQAik5jS230,2021-10-18T03:00:23Z,UC389-Wr2HEERFWsDRfj1kwA,Amber Heard - It was bring a Macaw To work today,Amber Heard - It was bring a Macaw To work today,https://i.ytimg.com/vi/cQAik5jS230/default.jpg,120,90,https://i.ytimg.com/vi/cQAik5jS230/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cQAik5jS230/hqdefault.jpg,480,360,https://i.ytimg.com/vi/cQAik5jS230/sddefault.jpg,640.0,480.0,,,,Hollywood RealLife,"['entertainment news', 'Hollywood News', 'breaking entertainment news', 'celebrity', 'gossip', 'movies', 'photos', 'Latest Celeb News', 'Amber Heard - It was bring a Macaw To work today']",24,none,Amber Heard - It was bring a Macaw To work today,Amber Heard - It was bring a Macaw To work today,PT1M55S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,12,0,0,0,,,
youtube#video,BVf3Y_nRJ3gqj9WYbMsYWxZkJHE,EDlIWKmY5ws,2021-11-09T03:21:42Z,UCKIGPu2lcZXVtaMsLpQ9_OQ,EPISODE 1116: Amber Heard even tried out for Jack Sparrow (Johnny Depp) with AI Deepfake,"Welcome to our channel. We'll try to bring multiple funny videos for your relaxation and enjoyment everyday

Using Playlist during work is the best way watching many videos without clicking

If you have a CELEBRITY you like to see, please comment below.

If you like to see YOURSELF, please comment below. Thanks for viewing


We will start soon to have a contest to see if you can figure out who it is to win prizes",https://i.ytimg.com/vi/EDlIWKmY5ws/default.jpg,120,90,https://i.ytimg.com/vi/EDlIWKmY5ws/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EDlIWKmY5ws/hqdefault.jpg,480,360,,,,,,,Laugh Gather,,22,none,EPISODE 1116: Amber Heard even tried out for Jack Sparrow (Johnny Depp) with AI Deepfake,"Welcome to our channel. We'll try to bring multiple funny videos for your relaxation and enjoyment everyday

Using Playlist during work is the best way watching many videos without clicking

If you have a CELEBRITY you like to see, please comment below.

If you like to see YOURSELF, please comment below. Thanks for viewing


We will start soon to have a contest to see if you can figure out who it is to win prizes",PT8S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,20,1,0,0,,,
youtube#video,TifJyuNMebzcxr6WiJeqOz6zQUo,eZ6iwf63g4s,2016-05-11T20:29:22Z,UCKA5o4rem1Kj-y6M-OASyGg,How Much Taller? - Amber Heard vs Amanda Seyfried!,"We compare Amber Heard and Amanda Seyfried in height, visually and with data, and reveal just how much the difference is between the two actresses!",https://i.ytimg.com/vi/eZ6iwf63g4s/default.jpg,120,90,https://i.ytimg.com/vi/eZ6iwf63g4s/mqdefault.jpg,320,180,https://i.ytimg.com/vi/eZ6iwf63g4s/hqdefault.jpg,480,360,https://i.ytimg.com/vi/eZ6iwf63g4s/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/eZ6iwf63g4s/maxresdefault.jpg,1280.0,720.0,HMT Height Comparisons,"['Height', 'Celebrity', 'Comparison', 'Tall', 'Size', 'Small', 'Difference', 'Feet', 'Inches', 'Metric', 'cm', 'ft', 'body', 'length', 'facts', 'info', 'measurements', 'Amber Heard', 'Amanda Seyfried']",24,none,How Much Taller? - Amber Heard vs Amanda Seyfried!,"We compare Amber Heard and Amanda Seyfried in height, visually and with data, and reveal just how much the difference is between the two actresses!",PT42S,2d,sd,false,False,rectangular,processed,public,youtube,True,False,False,187,1,0,0,,,
youtube#video,VL0_HEyvPywEAuQ9Kh_AvqL_z3M,FY1JtX-qSK0,2019-01-14T16:42:12Z,UCJC2eb-k7Huz5qHuvrIVfyQ,Amber Heard Drawing. Time lapse speed drawing. Work In Progress video.,"This is one of the videos made while drawing amber heard.
Follow me on Instagram :- https://www.instagram.com/sanket_gupt/",https://i.ytimg.com/vi/FY1JtX-qSK0/default.jpg,120,90,https://i.ytimg.com/vi/FY1JtX-qSK0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FY1JtX-qSK0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/FY1JtX-qSK0/sddefault.jpg,640.0,480.0,,,,Sanket Gupta,,22,none,Amber Heard Drawing. Time lapse speed drawing. Work In Progress video.,"This is one of the videos made while drawing amber heard.
Follow me on Instagram :- https://www.instagram.com/sanket_gupt/",PT22S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,116,9,0,1,,,
youtube#video,fnH7AIBay0LM10wnB_s1aq-bu_w,g8To8r6kQKs,2021-05-10T06:24:14Z,UCQgmohcAd8qMbYCXNDa8lWw,Amber Heard hd status,"#shorts#AmberHeard

Check our videos on our youTube channel

https://www.youtube.com/channel/UCQgmohcAd8qMbYCXNDa8lWw/featured

please Like 👍 share 🙏 Subscribe

Watch till end 🔥

I don’t  won the audio and picture. The credits go to the respective owners This video is purely made for entertain purpose and will not be used for profit or illegal sharing

Fair use:
“Copyright Disclaimer under section 107 of the copyright act 1976, allowance is made for ”fair use” for purposes such as criticism, comment, news, reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing”.
We do not own all the material we are posting on this channel if you are a copyright  owner and want your work to be removed from our channel please contact us via email (dream11henshon@gmail.com) or  leave us a personal message here and we will remove your material right away.

NOTE: we don’t benefit  from posting this materials here",https://i.ytimg.com/vi/g8To8r6kQKs/default.jpg,120,90,https://i.ytimg.com/vi/g8To8r6kQKs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/g8To8r6kQKs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/g8To8r6kQKs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/g8To8r6kQKs/maxresdefault.jpg,1280.0,720.0,Heats on creations,,24,none,Amber Heard hd status,"#shorts#AmberHeard

Check our videos on our youTube channel

https://www.youtube.com/channel/UCQgmohcAd8qMbYCXNDa8lWw/featured

please Like 👍 share 🙏 Subscribe

Watch till end 🔥

I don’t  won the audio and picture. The credits go to the respective owners This video is purely made for entertain purpose and will not be used for profit or illegal sharing

Fair use:
“Copyright Disclaimer under section 107 of the copyright act 1976, allowance is made for ”fair use” for purposes such as criticism, comment, news, reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing”.
We do not own all the material we are posting on this channel if you are a copyright  owner and want your work to be removed from our channel please contact us via email (dream11henshon@gmail.com) or  leave us a personal message here and we will remove your material right away.

NOTE: we don’t benefit  from posting this materials here",PT26S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,15,0,0,0,zxx,,
youtube#video,BUlBSc2_e6Knh8D9X8gQ1dE_ewM,HHdg1zN4EaA,2021-09-06T18:04:48Z,UC_f_bW_r7VaJjb05xmvePbg,Amber Heard saying its my dream  to work with UNHR but missing it|Amber Heard Actor in Panama,"Amber Heard said that  her dream  to work with UNHR but missing it when she was at Panama country 

#Amberheardbollywoodactor#amberheardinpanama#amberheardnewsupdate#amberheardreamtoworkwithunhr#Amberheardviralvideo",https://i.ytimg.com/vi/HHdg1zN4EaA/default.jpg,120,90,https://i.ytimg.com/vi/HHdg1zN4EaA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HHdg1zN4EaA/hqdefault.jpg,480,360,,,,,,,QUICK ACCESS,"['Amber Heard', 'amber Heard in Panama', 'Amber Heard visit to foreign country', 'Amber Heard bollywood actor news', 'Bollywood news of amber Heard']",22,none,Amber Heard saying its my dream  to work with UNHR but missing it|Amber Heard Actor in Panama,"Amber Heard said that  her dream  to work with UNHR but missing it when she was at Panama country 

#Amberheardbollywoodactor#amberheardinpanama#amberheardnewsupdate#amberheardreamtoworkwithunhr#Amberheardviralvideo",PT15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,8,2,0,0,,,
youtube#video,37lqQFvJBeIRvxu7eMSJNCQwWW0,hXaPGlkd5do,2021-10-01T04:00:15Z,UCMpn3xVjGSB8zztwLjENjvw,Amber Mark - What It Is (Visualiser),"My debut album Three Dimensions Deep will be out on January 28, 2022. Pre-order now: https://ambermark.lnk.to/ThreeDimensionsDeepID
Tickets to my 2022 world tour are on sale now: https://www.ambermarkmusic.com/

Three Dimensions deep is a musical journey of what questions you begin to ask yourself when you start looking to the universe for answers. I can only go as deep as the third dimension as that’s how we see the world but what about when you start looking to the universe within for answers.

Sign up to my mailing list to be the first to hear about new releases and upcoming live dates: https://AmberMark.lnk.to/SignUpID 
 
Follow 
Instagram: https://AmberMark.lnk.to/InstagramID 
Spotify: https://AmberMark.lnk.to/SpotifyID 
Twitter: https://AmberMark.lnk.to/TwitterID 
Tik Tok: https://AmberMark.lnk.to/TikTokID 
Facebook: https://AmberMark.lnk.to/FacebookID

Lyrics:
I gave it my all  
I tried  
But nothing could stop this fire  
So hard to leave it all behind  

And I know   
The good with the bad  
N we fall  
But what is the point of it all   

So there goes my heart  
I fell apart  
Trying to love  
Wanna be free 
So God tell me please  
Is it in the stars  
Oh    

Feel it in my bones  
Oh I gotta know  
Tell me what it is  
(What it is what it is what it is)  
It is 
(What it is what it is what it is)  
It is 

On my mind always   
At least 3 times a day   
Tell me what it is   
(What it is what it is what it is)  
It is  
(What it is what it is what it is)  
It is
 
Is it that sense of wonder  
(Wonder) 
It hit like lightening  
(Lightening) 
Feel that inner thunder  
(Thunder)  
It’s so inviting  
(Oooh)  

Feel it in my bones  
Oh I gotta know  
Tell me what it is  
(What it is what it is what it is)  
It is 
(What it is what it is what it is)  
It is     

Dive deep in the dark  
With no light  
And I’m looking for a sign  
Should I have left it all behind  
And I know  
Life really takes its toll  
But what is the point of it all  
Yeah     

So there goes my heart  
I fell apart  
Trying to love  
Wanna be free 
So God tell me please  
Is it in the stars  
Oh    

Feel it in my bones  
Oh I gotta know  
Tell me what it is 
(What it is what it is what it is)  
It is 
(What it is what it is what it is)  
It is 

On my mind always   
At least 3 times a day   
Tell me what it is   
(What it is what it is what it is)  
It is  
(What it is what it is what it is)  
It is  

Is it that sense of wonder 
(Wonder) 
It hit like lightening  
(Lightening) 
Feel that inner thunder  
(Thunder)  
It’s so inviting  
(Oooh)  

Feel it in my bones  
Oh I gotta know  
Tell me what it is  
(What it is what it is what it is)  
It is 
(What it is what it is what it is)  
It is 
 
Don’t know how  
A feeling so strange  
The way time never stays the same  
So is life with failure and age  
Wondering why do we throw so much shame  
You and I are one in the same  
Dust from a heart to a flame 
Is it love that through proves in our faith  
Or how we move spiralling

Feel it in my bones  
Oh I gotta know  
Tell me what it is  
(What it is what it is what it is)  
It is 
(What it is what it is what it is)  
It is",https://i.ytimg.com/vi/hXaPGlkd5do/default.jpg,120,90,https://i.ytimg.com/vi/hXaPGlkd5do/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hXaPGlkd5do/hqdefault.jpg,480,360,https://i.ytimg.com/vi/hXaPGlkd5do/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/hXaPGlkd5do/maxresdefault.jpg,1280.0,720.0,AmberMarkVEVO,"['2000', 'pop', 'emi', 'amber', 'amber mark', 'alternative', 'joy crookes', 'needle drop', 'singer', 'anthony fantano', 'music', 'competition', 'what it is', 'visualiser', 'blue', 'new', 'live', 'indie']",10,none,Amber Mark - What It Is (Visualiser),"My debut album Three Dimensions Deep will be out on January 28, 2022. Pre-order now: https://ambermark.lnk.to/ThreeDimensionsDeepID
Tickets to my 2022 world tour are on sale now: https://www.ambermarkmusic.com/

Three Dimensions deep is a musical journey of what questions you begin to ask yourself when you start looking to the universe for answers. I can only go as deep as the third dimension as that’s how we see the world but what about when you start looking to the universe within for answers.

Sign up to my mailing list to be the first to hear about new releases and upcoming live dates: https://AmberMark.lnk.to/SignUpID 
 
Follow 
Instagram: https://AmberMark.lnk.to/InstagramID 
Spotify: https://AmberMark.lnk.to/SpotifyID 
Twitter: https://AmberMark.lnk.to/TwitterID 
Tik Tok: https://AmberMark.lnk.to/TikTokID 
Facebook: https://AmberMark.lnk.to/FacebookID

Lyrics:
I gave it my all  
I tried  
But nothing could stop this fire  
So hard to leave it all behind  

And I know   
The good with the bad  
N we fall  
But what is the point of it all   

So there goes my heart  
I fell apart  
Trying to love  
Wanna be free 
So God tell me please  
Is it in the stars  
Oh    

Feel it in my bones  
Oh I gotta know  
Tell me what it is  
(What it is what it is what it is)  
It is 
(What it is what it is what it is)  
It is 

On my mind always   
At least 3 times a day   
Tell me what it is   
(What it is what it is what it is)  
It is  
(What it is what it is what it is)  
It is
 
Is it that sense of wonder  
(Wonder) 
It hit like lightening  
(Lightening) 
Feel that inner thunder  
(Thunder)  
It’s so inviting  
(Oooh)  

Feel it in my bones  
Oh I gotta know  
Tell me what it is  
(What it is what it is what it is)  
It is 
(What it is what it is what it is)  
It is     

Dive deep in the dark  
With no light  
And I’m looking for a sign  
Should I have left it all behind  
And I know  
Life really takes its toll  
But what is the point of it all  
Yeah     

So there goes my heart  
I fell apart  
Trying to love  
Wanna be free 
So God tell me please  
Is it in the stars  
Oh    

Feel it in my bones  
Oh I gotta know  
Tell me what it is 
(What it is what it is what it is)  
It is 
(What it is what it is what it is)  
It is 

On my mind always   
At least 3 times a day   
Tell me what it is   
(What it is what it is what it is)  
It is  
(What it is what it is what it is)  
It is  

Is it that sense of wonder 
(Wonder) 
It hit like lightening  
(Lightening) 
Feel that inner thunder  
(Thunder)  
It’s so inviting  
(Oooh)  

Feel it in my bones  
Oh I gotta know  
Tell me what it is  
(What it is what it is what it is)  
It is 
(What it is what it is what it is)  
It is 
 
Don’t know how  
A feeling so strange  
The way time never stays the same  
So is life with failure and age  
Wondering why do we throw so much shame  
You and I are one in the same  
Dust from a heart to a flame 
Is it love that through proves in our faith  
Or how we move spiralling

Feel it in my bones  
Oh I gotta know  
Tell me what it is  
(What it is what it is what it is)  
It is 
(What it is what it is what it is)  
It is",PT5M26S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,750697,26678,0,637,,"['IO', 'KP', 'SS']",
youtube#video,X5nGmqehA0kKzEQdifPFEIEQ0qU,jhRPRa8sT34,2015-07-10T18:16:30Z,UCARA8nR-3CpiBcfv1HMwQpA,Crossfire Series- Henry Cavill Amber Heard,"Amber Heard- Eva Tramell
Henry Cavill - Gideon Cross 
No Copyright Intended",https://i.ytimg.com/vi/jhRPRa8sT34/default.jpg,120,90,https://i.ytimg.com/vi/jhRPRa8sT34/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jhRPRa8sT34/hqdefault.jpg,480,360,https://i.ytimg.com/vi/jhRPRa8sT34/sddefault.jpg,640.0,480.0,,,,Crossfire Series,"['Crossfire', 'Sylvia day', 'gideon cross', 'eva tramell', 'crossfire series', 'bared to you', 'entwined with you', 'reflected in you', 'captivated by you', 'brett kline', 'cary taylor', 'Henry Cavill', 'Amber Heard']",24,none,Crossfire Series- Henry Cavill Amber Heard,"Amber Heard- Eva Tramell
Henry Cavill - Gideon Cross 
No Copyright Intended",PT16S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,29033,112,0,10,,,
youtube#video,9gri9pqnzZ463jbXMttPpfms1oY,joabVYXvVOU,2021-05-17T22:33:17Z,UC_EMDQwGXeqDX551AFzVNsA,Amber Heard mission work with UNHR Panama 2019. kind hearted person ❤️,,https://i.ytimg.com/vi/joabVYXvVOU/default.jpg,120,90,https://i.ytimg.com/vi/joabVYXvVOU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/joabVYXvVOU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/joabVYXvVOU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/joabVYXvVOU/maxresdefault.jpg,1280.0,720.0,மாயாவி,"['Amber Heard', 'UNHR', 'human rights']",22,none,Amber Heard mission work with UNHR Panama 2019. kind hearted person ❤️,,PT15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,6,0,0,0,,,
