kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.tags,snippet.defaultAudioLanguage,snippet.defaultLanguage
youtube#video,YwNLiRedB3bg3jk92YfrIi03avc,7sLCZgiU5GU,2021-08-29T00:36:00Z,UCIfHtpUiGkySj4t0JCQNyVw,We Have To know the truth of Johnny Depp an Amber heard Because Johnny Depp is Telling the truth￼￼,,https://i.ytimg.com/vi/7sLCZgiU5GU/default.jpg,120,90,https://i.ytimg.com/vi/7sLCZgiU5GU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7sLCZgiU5GU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/7sLCZgiU5GU/sddefault.jpg,640.0,480.0,Ryan Lenzer,24,none,We Have To know the truth of Johnny Depp an Amber heard Because Johnny Depp is Telling the truth￼￼,,PT15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,321,11,0,0,,,,,,
youtube#video,PiXW2UeEtH94qqB6LhEcvI3q-Kk,85rWcP5gdIY,2020-02-06T17:49:58Z,UChzOqgPtW_eKT86bAb51etg,Leaked Audio Reveals The Truth About Johnny Depp And Amber Heard,Leaked Audio Reveals The Truth About Johnny Depp And Amber Heard,https://i.ytimg.com/vi/85rWcP5gdIY/default.jpg,120,90,https://i.ytimg.com/vi/85rWcP5gdIY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/85rWcP5gdIY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/85rWcP5gdIY/sddefault.jpg,640.0,480.0,Shweta Sharma LIFESTYLE,22,none,Leaked Audio Reveals The Truth About Johnny Depp And Amber Heard,Leaked Audio Reveals The Truth About Johnny Depp And Amber Heard,PT4M44S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,154,5,0,0,,,,,,
youtube#video,KAx9wk3BhkMwSDDG1u01HDp7oC8,8Jc0_G-BJ2M,2020-07-28T18:02:13Z,UC_3aOqQD5N43ZVVEoUr2uWw,THE TRUTH ABOUT JOHNNY DEPP & AMBER HEARD PSYCHIC READING,"🌙Thanks for stopping by✨🌙
 
To book your own reading, consultation, or work on developing your spiritual power please visit my website or email me. ⚡️To purchase a celebrity reading please email me at support@venusconjure.com ⚡️

LINKS

🔮 https://linkfly.to/31113xXDhjG🔮


DM me on IG @lottyluxe @venusconjure

🌻 Donations are always appreciated paypal.me/lottyluxe 🌻

💙For testimonials, spiritual tips & giveaways please see my instagram💙@lottyluxe


For entertainment purposes only. This does not take the place of any medical diagnosis or legal advice. Any major decisions should be consulted by a professional. This does not take the place of that.

National Suicide Prevention Lifeline
1-800-273-8255

♥︎𝒸𝒽𝒶𝓇 🌙Thanks for stopping by✨🌙
 
To book your own reading, consultation, or work on developing your spiritual power please visit my website or email me. ⚡️To purchase a celebrity reading please email me at charlaccasx3@gmail.com ⚡️

🔮 lottyluxe.com/services 🔮


🌻 Donations are always appreciated paypal.me/lottyluxe 🌻

💙For testimonials, spiritual tips & giveaways please see my instagram💙@lottyluxe


For entertainment purposes only. This does not take the place of any medical diagnosis or legal advice. Any major decisions should be consulted by a professional. This does not take the place of that.

National Suicide Prevention Lifeline
1-800-273-8255

♥︎𝒸𝒽𝒶𝓇",https://i.ytimg.com/vi/8Jc0_G-BJ2M/default.jpg,120,90,https://i.ytimg.com/vi/8Jc0_G-BJ2M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8Jc0_G-BJ2M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8Jc0_G-BJ2M/sddefault.jpg,640.0,480.0,Lotty Luxe,22,none,THE TRUTH ABOUT JOHNNY DEPP & AMBER HEARD PSYCHIC READING,"🌙Thanks for stopping by✨🌙
 
To book your own reading, consultation, or work on developing your spiritual power please visit my website or email me. ⚡️To purchase a celebrity reading please email me at support@venusconjure.com ⚡️

LINKS

🔮 https://linkfly.to/31113xXDhjG🔮


DM me on IG @lottyluxe @venusconjure

🌻 Donations are always appreciated paypal.me/lottyluxe 🌻

💙For testimonials, spiritual tips & giveaways please see my instagram💙@lottyluxe


For entertainment purposes only. This does not take the place of any medical diagnosis or legal advice. Any major decisions should be consulted by a professional. This does not take the place of that.

National Suicide Prevention Lifeline
1-800-273-8255

♥︎𝒸𝒽𝒶𝓇 🌙Thanks for stopping by✨🌙
 
To book your own reading, consultation, or work on developing your spiritual power please visit my website or email me. ⚡️To purchase a celebrity reading please email me at charlaccasx3@gmail.com ⚡️

🔮 lottyluxe.com/services 🔮


🌻 Donations are always appreciated paypal.me/lottyluxe 🌻

💙For testimonials, spiritual tips & giveaways please see my instagram💙@lottyluxe


For entertainment purposes only. This does not take the place of any medical diagnosis or legal advice. Any major decisions should be consulted by a professional. This does not take the place of that.

National Suicide Prevention Lifeline
1-800-273-8255

♥︎𝒸𝒽𝒶𝓇",PT10M37S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1246,45,0,24,https://i.ytimg.com/vi/8Jc0_G-BJ2M/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,0bSJ-FFVqx7U8IbB6cLN-BRTtCo,a5L7MM4SWn8,2016-08-15T16:03:27Z,UCb3m41dZfB0gwQMXf4iNmjA,Was Amber Heard telling the truth about Johnny Depp?,"Amber recently spoke at her deposition and addressed her claims Johnny Depp physically abused her, and TMZ seems to have the evidence. #LocalHeroes",https://i.ytimg.com/vi/a5L7MM4SWn8/default.jpg,120,90,https://i.ytimg.com/vi/a5L7MM4SWn8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/a5L7MM4SWn8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/a5L7MM4SWn8/sddefault.jpg,640.0,480.0,Zoomin Local Heroes,24,none,Was Amber Heard telling the truth about Johnny Depp?,"Amber recently spoke at her deposition and addressed her claims Johnny Depp physically abused her, and TMZ seems to have the evidence. #LocalHeroes",PT1M2S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,10404,15,0,8,https://i.ytimg.com/vi/a5L7MM4SWn8/maxresdefault.jpg,1280.0,720.0,"['Abuse', 'Actor', 'Actress', 'Amber Heard', 'Angry', 'Assault', 'Cell Phone', 'Deposition', 'Divorce', 'Drama', 'Hollywood', 'In', 'Johnny Depp', 'Zoom', 'Zoomin']",,
youtube#video,D24rGxBb-Lxrl5zEllqGu0hDZME,Bv1We-HcElI,2021-05-17T23:54:59Z,UCEF_soYy7JWgNBMCN0LgVLA,Amber Heard Tarot Reading,"In this video, I ask the tarot card about Amber Heard. I also interpret Amber's star sign, read and give an interpretation of her aura.
Filmed: 16th May.

Edit: For the outcome, I meant to say soon or in the near future. I did not mean, within the next month. Ambers Sun sign is Taurus. I meant to say Libra is Amber's Moon sign, not rising sign.
It was not Amber Heard that won the libel case but News Group Newspapers Ltd.",https://i.ytimg.com/vi/Bv1We-HcElI/default.jpg,120,90,https://i.ytimg.com/vi/Bv1We-HcElI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Bv1We-HcElI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Bv1We-HcElI/sddefault.jpg,640.0,480.0,Tarot Superstars,22,none,Amber Heard Tarot Reading,"In this video, I ask the tarot card about Amber Heard. I also interpret Amber's star sign, read and give an interpretation of her aura.
Filmed: 16th May.

Edit: For the outcome, I meant to say soon or in the near future. I did not mean, within the next month. Ambers Sun sign is Taurus. I meant to say Libra is Amber's Moon sign, not rising sign.
It was not Amber Heard that won the libel case but News Group Newspapers Ltd.",PT17M46S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,183,4,0,1,https://i.ytimg.com/vi/Bv1We-HcElI/maxresdefault.jpg,1280.0,720.0,,,
youtube#video,7k8QJkIceRki_Dl6nCafojAMKMU,ddk8QLViQMA,2015-08-30T06:48:23Z,UCKG8mHsiIeq6id_b7pP8hWg,Amber hearing the truth,Please pray for Amber as tonight she heard the truth. Pray that she repents and places her trust in Jesus Christ alone for the forgiveness of her sins,https://i.ytimg.com/vi/ddk8QLViQMA/default.jpg,120,90,https://i.ytimg.com/vi/ddk8QLViQMA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ddk8QLViQMA/hqdefault.jpg,480,360,,,,Thomas Fusco,23,none,Amber hearing the truth,Please pray for Amber as tonight she heard the truth. Pray that she repents and places her trust in Jesus Christ alone for the forgiveness of her sins,PT10M4S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,13,0,0,0,,,,,,
youtube#video,OUsAMTyGFFBCdRLZ6jJRmiOcW1A,gdzsO0VqhEw,2019-08-02T15:11:41Z,UCjAcTE1WNG63VqbmiH2aWWA,"Amber Heard 'I'm Going Home' 'The Stepfather'Nelson McCormick,Penn Badgley,Dylan Walsh","""The Stepfather"" Nelson McCormick:(www.sonypictures.com) Amber Heard,Penn Badgley,Dylan Walsh,Sela Ward,Jon Tenney",https://i.ytimg.com/vi/gdzsO0VqhEw/default.jpg,120,90,https://i.ytimg.com/vi/gdzsO0VqhEw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gdzsO0VqhEw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/gdzsO0VqhEw/sddefault.jpg,640.0,480.0,eyedoughnut,1,none,"Amber Heard 'I'm Going Home' 'The Stepfather'Nelson McCormick,Penn Badgley,Dylan Walsh","""The Stepfather"" Nelson McCormick:(www.sonypictures.com) Amber Heard,Penn Badgley,Dylan Walsh,Sela Ward,Jon Tenney",PT4M11S,2d,sd,false,False,rectangular,processed,public,youtube,True,False,False,12765,73,0,1,,,,"['The Stepfather (film)', 'Amber Heard (actress)', 'Nelson McCormick (film director)', 'Penn Badgley (actor)', 'Dylan Walsh (actor)', 'eyedoughnut (youtube channel)', 'Sela Ward (actress)', 'Jon Tenney (actor)']",,
youtube#video,cPvcFWQbF6Zj_EdQt-XM3hu_37M,lAgPXWEZrMo,2021-03-19T00:19:41Z,UCasSuqted8a9ukQ80oab0Vw,EXPOSING the TRUTH about Johnny Depp and Amber Heard,"EXPOSING the TRUTH about Johnny Depp and Amber Heard

This is my opinion nothing more or less.
#justiceforjohnnydepp
#johnnydepp
#amberheard



Related:amber heard,johnny depp,johnny depp amber heard,amber heard johnny depp,johnny depp amber heard audio,johnny depp and amber heard,amber heard aquaman,amber heard and johnny depp,information overload,johnny depp news,amber heard apology,court,depp heard,amber heard fired,johnny depp amber heard court,amber heard fired from aquaman 2,amber heard facing 10 years,elon musk,johnny depp elon musk,johnny depp interview,justice for johnny depp,johnny depp fired,johnny depp lawsuit,johnny depp wins,johnny depp loses case,depp,60 minutes australia,defamation case,the sun,defamation johnny depp,me too,johnny depp movies,crazed culture,johnny depp,amber heard,amber heard and johnny depp,johnny depp and amber heard,amber heard johnny depp,johnny depp amber heard,elon musk,depp heard,viral vision,informoverload,information overload,johnny depp elon musk,johnny depp news,johnny depp interview,celebrity news,justice for johnny depp,johnny depp fired,johnny depp lawsuit,johnny depp amber heard court,johnny depp wins,johnny depp loses case,johnny depp amber heard audio,depp,johnny depp,johnny depp interview,johnny depp news,informoverload,depp,viral vision,celebrity news,inform overload,depp heard,johnny depp wins,johnny depp fired,celebrities,clevver news,johnny depp amber heard,amber heard johnny depp,johnny depp loses case,hollywood,johnny depp trial,johnny depp audio,hollywood life,pirates of the caribbean,johnny depp and amber heard,johnny depp amber heard audio,amber heard,johnny depp amber heard court,hollywood fix,the yellowflash,yellowflashguy,yellowflash,yellow flash,yellowflash 2,yellow flash 2,yellowflash2,hollywood,commentary,johnny depp,amber heard,johnny depp amber heard,amber heard johnny depp,amber heard aquaman,amber head aquaman 2,aquaman 2,pirates of the caribbean,amber heard audio,amber heard johnny depp audio,fantastic beasts 3,johnny depp fired,harry potter,hollywood,depp,gellert grindelwald,warner,jk rowling,dceu,wonder woman,wonder woman 1984,mera",https://i.ytimg.com/vi/lAgPXWEZrMo/default.jpg,120,90,https://i.ytimg.com/vi/lAgPXWEZrMo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/lAgPXWEZrMo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/lAgPXWEZrMo/sddefault.jpg,640.0,480.0,Ranted,24,none,EXPOSING the TRUTH about Johnny Depp and Amber Heard,"EXPOSING the TRUTH about Johnny Depp and Amber Heard

This is my opinion nothing more or less.
#justiceforjohnnydepp
#johnnydepp
#amberheard



Related:amber heard,johnny depp,johnny depp amber heard,amber heard johnny depp,johnny depp amber heard audio,johnny depp and amber heard,amber heard aquaman,amber heard and johnny depp,information overload,johnny depp news,amber heard apology,court,depp heard,amber heard fired,johnny depp amber heard court,amber heard fired from aquaman 2,amber heard facing 10 years,elon musk,johnny depp elon musk,johnny depp interview,justice for johnny depp,johnny depp fired,johnny depp lawsuit,johnny depp wins,johnny depp loses case,depp,60 minutes australia,defamation case,the sun,defamation johnny depp,me too,johnny depp movies,crazed culture,johnny depp,amber heard,amber heard and johnny depp,johnny depp and amber heard,amber heard johnny depp,johnny depp amber heard,elon musk,depp heard,viral vision,informoverload,information overload,johnny depp elon musk,johnny depp news,johnny depp interview,celebrity news,justice for johnny depp,johnny depp fired,johnny depp lawsuit,johnny depp amber heard court,johnny depp wins,johnny depp loses case,johnny depp amber heard audio,depp,johnny depp,johnny depp interview,johnny depp news,informoverload,depp,viral vision,celebrity news,inform overload,depp heard,johnny depp wins,johnny depp fired,celebrities,clevver news,johnny depp amber heard,amber heard johnny depp,johnny depp loses case,hollywood,johnny depp trial,johnny depp audio,hollywood life,pirates of the caribbean,johnny depp and amber heard,johnny depp amber heard audio,amber heard,johnny depp amber heard court,hollywood fix,the yellowflash,yellowflashguy,yellowflash,yellow flash,yellowflash 2,yellow flash 2,yellowflash2,hollywood,commentary,johnny depp,amber heard,johnny depp amber heard,amber heard johnny depp,amber heard aquaman,amber head aquaman 2,aquaman 2,pirates of the caribbean,amber heard audio,amber heard johnny depp audio,fantastic beasts 3,johnny depp fired,harry potter,hollywood,depp,gellert grindelwald,warner,jk rowling,dceu,wonder woman,wonder woman 1984,mera",PT10M3S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,39,3,0,1,https://i.ytimg.com/vi/lAgPXWEZrMo/maxresdefault.jpg,1280.0,720.0,"['amber heard', 'johnny depp', 'johnny depp amber heard', 'johnny depp amber heard audio', 'johnny depp and amber heard', 'amber heard and johnny depp', 'johnny depp news', 'amber heard apology', 'amber heard fired', 'johnny depp amber heard court', 'amber heard fired from aquaman 2', 'amber heard facing 10 years', 'elon musk', 'johnny depp elon musk', 'justice for johnny depp', 'johnny depp fired', 'johnny depp lawsuit', 'johnny depp wins', 'johnny depp loses case', 'depp', 'the sun', 'defamation johnny depp', 'me too']",en-CA,
youtube#video,kM8GCWOwHMaNCeELaUYI7vBaz-U,mOwc1c72v6s,2020-04-20T16:59:47Z,UCNQ-_6aVrAruv22hJidZtLg,Amber and Johnny : Truth Finally Revealed!,"In 2016, Amber filed for a split from Johnny only after 15 months of marriage. EpicRankTV looks at previously unknown facts about what Amber did to Johnny during their relationship.

Subscribe to EpicRankTV: https://bit.ly/3aIf3qQ

List Entries and Rank :

#6 The Law
#5 Activism
#4 Johnny Gets back
#3 The Other Side
2,1!??!?!

Watch the video at: https://youtu.be/mOwc1c72v6s

#epicranktv 

--------------------------------------------------
EpicRankTV's Social Media
Facebook: http://facebook.com/EpicRankTV
Twitter: http://twitter.com/EpicRankTV
Instagram: https://www.instagram.com/EpicRankTV
--------------------------------------------------
EpicRankTV is your top place for all things on ranking Pop Culture!  We release videos on Top 10 lists, Celebrities, Movies, Music, TV, Film, Fun Facts, TikTok Memes, News",https://i.ytimg.com/vi/mOwc1c72v6s/default.jpg,120,90,https://i.ytimg.com/vi/mOwc1c72v6s/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mOwc1c72v6s/hqdefault.jpg,480,360,https://i.ytimg.com/vi/mOwc1c72v6s/sddefault.jpg,640.0,480.0,EpicRankTV,24,none,Amber and Johnny : Truth Finally Revealed!,"In 2016, Amber filed for a split from Johnny only after 15 months of marriage. EpicRankTV looks at previously unknown facts about what Amber did to Johnny during their relationship.

Subscribe to EpicRankTV: https://bit.ly/3aIf3qQ

List Entries and Rank :

#6 The Law
#5 Activism
#4 Johnny Gets back
#3 The Other Side
2,1!??!?!

Watch the video at: https://youtu.be/mOwc1c72v6s

#epicranktv 

--------------------------------------------------
EpicRankTV's Social Media
Facebook: http://facebook.com/EpicRankTV
Twitter: http://twitter.com/EpicRankTV
Instagram: https://www.instagram.com/EpicRankTV
--------------------------------------------------
EpicRankTV is your top place for all things on ranking Pop Culture!  We release videos on Top 10 lists, Celebrities, Movies, Music, TV, Film, Fun Facts, TikTok Memes, News",PT4M33S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,526,50,0,2,https://i.ytimg.com/vi/mOwc1c72v6s/maxresdefault.jpg,1280.0,720.0,"['what amber heard did to johnny depp', 'amber heard', 'epicranktv', 'johnny depp', 'amber heard deposition', 'pirates of the caribbean', 'johnny depp amber heard fight', 'amber heard johnny depp', 'johnny depp amber heard audio', 'johnny depp amber heard', 'amber heard audio confession', 'shocking', 'breaking news johnny depp', 'amber heard exposed in new bombshell johnny depp video', 'johnny depp lawsuit', 'amber heard audio', 'amber heard johnny depp audio', 'justice for johnny depp', 'amber heard and johnny depp']",en-US,
youtube#video,6hGMvqCGaANOOMrhnKJn4d1KyOA,MWuFYo3ncAs,2019-04-18T20:33:37Z,UCg0C-N_MPYYOXyF4T3jMxNQ,Johnny Depp & Amber Heard Abuse Claims: A Little More TRUTH!,"Video 1: The lies not talked about
https://www.youtube.com/watch?v=mN1B-H7i0nE&t=660s

Video 2: The questions you should be asking
Part 1: https://www.youtube.com/watch?v=NfUvMF-kkXU&t=350s
Part 2: https://www.youtube.com/watch?v=0G22UXfpm9s&t=648s

#johnnydepp #amberheard #metoo

Hey everyone!  Welcome back!  Or if you're here for the first time, welcome, and feel free to look around.

I am aware of all the latest happenings going on.  Between Johnny suing Amber, and her recent 292 page filing for a motion to dismiss the lawsuit, there is a lot to cover.  However, I had this video planned for weeks.  I worked on it when I could carve out the time.

This is an addendum video to my first 3 videos.  If you haven't seen those, I will link them at the top of this description.  These were discoveries and points I researched and found after completing my others and I even incorporated some of the new filings to make some important discoveries.  If you have seen my first videos, I'd greatly appreciate it if you gave this one a look too.  Thanks everyone and take care!",https://i.ytimg.com/vi/MWuFYo3ncAs/default.jpg,120,90,https://i.ytimg.com/vi/MWuFYo3ncAs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MWuFYo3ncAs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/MWuFYo3ncAs/sddefault.jpg,640.0,480.0,Incredibly Average,24,none,Johnny Depp & Amber Heard Abuse Claims: A Little More TRUTH!,"Video 1: The lies not talked about
https://www.youtube.com/watch?v=mN1B-H7i0nE&t=660s

Video 2: The questions you should be asking
Part 1: https://www.youtube.com/watch?v=NfUvMF-kkXU&t=350s
Part 2: https://www.youtube.com/watch?v=0G22UXfpm9s&t=648s

#johnnydepp #amberheard #metoo

Hey everyone!  Welcome back!  Or if you're here for the first time, welcome, and feel free to look around.

I am aware of all the latest happenings going on.  Between Johnny suing Amber, and her recent 292 page filing for a motion to dismiss the lawsuit, there is a lot to cover.  However, I had this video planned for weeks.  I worked on it when I could carve out the time.

This is an addendum video to my first 3 videos.  If you haven't seen those, I will link them at the top of this description.  These were discoveries and points I researched and found after completing my others and I even incorporated some of the new filings to make some important discoveries.  If you have seen my first videos, I'd greatly appreciate it if you gave this one a look too.  Thanks everyone and take care!",PT18M59S,2d,hd,true,False,rectangular,processed,public,youtube,True,True,False,115018,5765,0,676,https://i.ytimg.com/vi/MWuFYo3ncAs/maxresdefault.jpg,1280.0,720.0,"['johnny depp', 'amber heard', 'abuse', 'lies', 'truth', 'law suit', 'evidence', 'allegations', 'metoo', 'timesup', 'fantastic beasts', 'aquaman']",en,en
