kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultAudioLanguage,contentDetails.contentRating.ytRating,snippet.defaultLanguage,contentDetails.regionRestriction.blocked
youtube#video,eeVdP4LPQ9EjqOcDByUjb1Cx12Y,2-qZ3dXAKIs,2017-06-09T06:28:22Z,UCEEbUcy-MjDIlvS6zo-r-Wg,Reaction To Amber Rose Bra Video,Check Out Exclusivestv.com for All Trending Videos,https://i.ytimg.com/vi/2-qZ3dXAKIs/default.jpg,120,90,https://i.ytimg.com/vi/2-qZ3dXAKIs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2-qZ3dXAKIs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2-qZ3dXAKIs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2-qZ3dXAKIs/maxresdefault.jpg,1280.0,720.0,ExclusivesTv.com,22,none,Reaction To Amber Rose Bra Video,Check Out Exclusivestv.com for All Trending Videos,PT1M,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,41,0,0,0,,,,,
youtube#video,IP4I5p5ztPtqQ4v18jwUNJlyCKw,3pa4pG0ZyZA,2017-10-02T12:00:01Z,UCQNqxS0Fu6CmzmVHSlnrShw,Interviewing Feminists at Amber Rose Slut Walk Los Angeles,"I flew down to Los Angeles and attended the Amber Rose Slut Walk for you guys and this is what I found.

YouTube has once again demonetized 2 of my videos both Part 1 and 2 of the Milo event interviews. I'm going to keep making videos and would appreciate your support on Patreon

MERCH: https://shop.nuancebro.com/

Amazon Link: https://www.amazon.com/shop/nuancebro

WeBull Link: https://act.webull.com/nt/PEWc6WPXVjxn/6wr/inviteUs/
Social Media Links:
https://www.facebook.com/TheNuanceBro/

https://twitter.com/NuanceBro

https://www.instagram.com/nuancebro

https://www.twitch.tv/nuancebro

https://dlive.tv/NuanceBro/

Support This Channel:
https://www.nuancebro.com/join

https://www.patreon.com/nuancebro

https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=XGVJX743KKCDJ&source=url

Bitcoin Address: 1kYz2ykXJXbv9etCxGjzinAFeG96vNmpS

Litecoin Address: LQVmSB8hbfFdnh492C9tNSByQ3R3pVwHid

Ethereum Address:
0x3408A0d829e43496D585A8961505064fb73cE8F8


Copyright 2017",https://i.ytimg.com/vi/3pa4pG0ZyZA/default.jpg,120,90,https://i.ytimg.com/vi/3pa4pG0ZyZA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3pa4pG0ZyZA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3pa4pG0ZyZA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3pa4pG0ZyZA/maxresdefault.jpg,1280.0,720.0,Nuance Bro,25,none,Interviewing Feminists at Amber Rose Slut Walk Los Angeles,"I flew down to Los Angeles and attended the Amber Rose Slut Walk for you guys and this is what I found.

YouTube has once again demonetized 2 of my videos both Part 1 and 2 of the Milo event interviews. I'm going to keep making videos and would appreciate your support on Patreon

MERCH: https://shop.nuancebro.com/

Amazon Link: https://www.amazon.com/shop/nuancebro

WeBull Link: https://act.webull.com/nt/PEWc6WPXVjxn/6wr/inviteUs/
Social Media Links:
https://www.facebook.com/TheNuanceBro/

https://twitter.com/NuanceBro

https://www.instagram.com/nuancebro

https://www.twitch.tv/nuancebro

https://dlive.tv/NuanceBro/

Support This Channel:
https://www.nuancebro.com/join

https://www.patreon.com/nuancebro

https://www.paypal.com/cgi-bin/webscr?cmd=_s-xclick&hosted_button_id=XGVJX743KKCDJ&source=url

Bitcoin Address: 1kYz2ykXJXbv9etCxGjzinAFeG96vNmpS

Litecoin Address: LQVmSB8hbfFdnh492C9tNSByQ3R3pVwHid

Ethereum Address:
0x3408A0d829e43496D585A8961505064fb73cE8F8


Copyright 2017",PT11M46S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,134940,3424,0,1362,"['slut walk', 'slut', 'protest', 'amber rose', 'feminist', 'feminists', 'interview', 'nuance', 'nuance bro', 'slutwalk', 'news', 'amber rose (celebrity)', 'celebrity', 'gender', 'rape', 'women', 'slut shaming', 'signs', 'culture', 'rape culture', 'equality', 'gender inequality', 'protesters', 'christians', 'fundamentalists', 'trans', 'media', 'feminism', 'blac chyna', 'radical', 'sex', 'amber rose slutwalk', 'amber rose slut walk', 'perez hilton', 'milo yiannapoulos', 'lauren southern', 'ben shapiro', 'los angeles', 'LA', 'downtown los angeles', 'interviewing', 'baked alaska']",en,,,
youtube#video,wBHA4moC8Ms85JXmeqCwIrY_xGo,3xhED-DLSco,2015-10-04T01:19:49Z,UCTnFdC5jhEClcYhTn9wo-VQ,Amber Rose Breaks Down Crying Over Wiz Khalifa & Kanye West At Slut Walk - 10.3.15,"Amber Rose breaks down and cries on stage at her 1st annual Slut Walk when speaking of her exes Kanye West & Wiz Khalifa! 10.3.15 - TheHollywoodFix

SUBSCRIBE to our YouTube channel!:
https://www.youtube.com/user/TheHollywoodFix

Follow us on SOCIAL:
TWITTER: https://twitter.com/hollywoodfix
FACEBOOK: https://www.facebook.com/thehollywoodfix
INSTGRAM: http://www.instagram.com/thehollywoodfix
TUMBLR: http://thehollywoodfix.tumblr.com/

(Copyright 2015)",https://i.ytimg.com/vi/3xhED-DLSco/default.jpg,120,90,https://i.ytimg.com/vi/3xhED-DLSco/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3xhED-DLSco/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3xhED-DLSco/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3xhED-DLSco/maxresdefault.jpg,1280.0,720.0,The Hollywood Fix,22,none,Amber Rose Breaks Down Crying Over Wiz Khalifa & Kanye West At Slut Walk - 10.3.15,"Amber Rose breaks down and cries on stage at her 1st annual Slut Walk when speaking of her exes Kanye West & Wiz Khalifa! 10.3.15 - TheHollywoodFix

SUBSCRIBE to our YouTube channel!:
https://www.youtube.com/user/TheHollywoodFix

Follow us on SOCIAL:
TWITTER: https://twitter.com/hollywoodfix
FACEBOOK: https://www.facebook.com/thehollywoodfix
INSTGRAM: http://www.instagram.com/thehollywoodfix
TUMBLR: http://thehollywoodfix.tumblr.com/

(Copyright 2015)",PT9M24S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,7254969,63079,0,7590,"['Amber Rose', 'Hip Hop Music (Musical Genre)', 'Wiz Khalifa (Musical Artist)', 'Kanye West (Music Video Performer)', 'Celebrity (Media Genre)', 'Paparazzi (Film Subject)', 'Paparazzi (Film)', 'TMZ (Website)', 'TMZ On TV (TV Program)', 'Kim Kardashian', 'TMZ On TV', 'Wendy Williams', 'Stupid Famous People', 'X17', 'Pop Candies', 'The Shade Room', 'Baller Alert', 'Worldstar Hip Hop', 'Vlad TV', 'Entertainment Tonight', 'Inside Edition', 'E! News', 'Media Takeout', 'Daily Mail', 'B.E.T.', 'Radar Online', 'The Breakfast Club']",,,,
youtube#video,5wPZ4rDKEnq5DVrijB7KnSuzQ7Q,4778PAVWIJs,2020-05-09T19:00:01Z,UCQhj0Baq5FAdKuwcWL_UXiQ,How many Men Slept with  Amber Rose? | Extravagant,"Watch full video to see how many guys slept with Amber Rose 
once in a interview Amber Rose says she has no idea how many men she has slept with? but we have a list of 17 guys you don't wanna miss",https://i.ytimg.com/vi/4778PAVWIJs/default.jpg,120,90,https://i.ytimg.com/vi/4778PAVWIJs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4778PAVWIJs/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4778PAVWIJs/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/4778PAVWIJs/maxresdefault.jpg,1280.0,720.0,EXTRAVAGANT,27,none,How many Men Slept with  Amber Rose? | Extravagant,"Watch full video to see how many guys slept with Amber Rose 
once in a interview Amber Rose says she has no idea how many men she has slept with? but we have a list of 17 guys you don't wanna miss",PT9M50S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,27,5,0,1,"['amber rose', 'amber rose interview', 'amber', 'men nicki minaj slept with', 'men slept with amber rose 2019', 'men slept with amber', 'amber rose boyfriend', 'men who have slept with amber rose', '20 men who have slept with amber rose', 'amber rose and wiz khalifa', 'amber rose net worth', 'walk of no shame with amber rose', 'amber rose son', 'amber rose twerking on chris brown', 'who nicki minaj has slept with', 'amber rose kanye west', 'wiz khalifa', 'extravagant']",en,,,
youtube#video,qWlh8dbLN3qArCDnptimpjhc3aY,4xUZl2dr1YA,2018-05-24T21:21:33Z,UCPMWZBPnA0JYxmHyhStbdcw,Thoughts On The Amber Rose/Jesse Lee Peterson Interview (NSFW),"What's up everybody, you're listening to Obsidian Radio - the Voice, of the Everyday Brotha. I'm your host Mumia Obsidian Ali, welcome to to the program and thank you for listening. Sit back and enjoy as me and the fellas attempt to answer one of the most pressing questions of the day: is Ms. Amber Rose, a Ho - or No? Please be advised that what you're about to hear is intended for mature audiences over 18 and is most certainly NOT safe for work(!). Listener discretion is advised. And thank you for your support!

Obsidian Radio is made possible by the generous support of listeners like you! If you like what you hear on this daily podcast talk show heard on YouTube and now, weekly live call-in radio show heard on the Blog Talk Radio internet radio network, then ""put five on it!"" - and become one of the 300 Patreons I need to keep this show, by an everyday brotha, for everyday brothas, on the air. Don't delay, subscribe today. Thank you!

Original Air Date: May 23, 2018

TAGS: Obsidian Radio: The Livestream Show!, Greatest Hits, Chopping It Up, Amber Rose, Hoes, Sluts, Blac Chyna, Jesse Lee Peterson, Amber Rose's Slut Walk, Female Sexuality, Dating & Mating

SUPPORT OBSIDIAN RADIO!
Obsidian Radio Patreon Page - ""Put Five On It!""
https://www.patreon.com/MumiaObsidianAli

Obsidian Radio PayPal Instructions
Email me at: theobsidianfiles@hotmail/gmail.com FIRST - PUT ""DONATIONS"" IN THE SUBJECT LINE. DO NOT SEND PAYPAL MONIES TO THESE EMAIL ADDRESSES! EMAIL ME FIRST! I HAVE SPECIFIC INSTRUCTIONS! THANK YOU!

On Twitter: @ObsidianFiles

Email: theobsidianfiles@hotmail/gmail.com

Facebook: www.facebook.com/obsidianradiolive

Blog Talk Radio:
www.blogtalkradio.com/obsidianradiolive",https://i.ytimg.com/vi/4xUZl2dr1YA/default.jpg,120,90,https://i.ytimg.com/vi/4xUZl2dr1YA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4xUZl2dr1YA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4xUZl2dr1YA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/4xUZl2dr1YA/maxresdefault.jpg,1280.0,720.0,The Obsidian Media Network 2,25,none,Thoughts On The Amber Rose/Jesse Lee Peterson Interview (NSFW),"What's up everybody, you're listening to Obsidian Radio - the Voice, of the Everyday Brotha. I'm your host Mumia Obsidian Ali, welcome to to the program and thank you for listening. Sit back and enjoy as me and the fellas attempt to answer one of the most pressing questions of the day: is Ms. Amber Rose, a Ho - or No? Please be advised that what you're about to hear is intended for mature audiences over 18 and is most certainly NOT safe for work(!). Listener discretion is advised. And thank you for your support!

Obsidian Radio is made possible by the generous support of listeners like you! If you like what you hear on this daily podcast talk show heard on YouTube and now, weekly live call-in radio show heard on the Blog Talk Radio internet radio network, then ""put five on it!"" - and become one of the 300 Patreons I need to keep this show, by an everyday brotha, for everyday brothas, on the air. Don't delay, subscribe today. Thank you!

Original Air Date: May 23, 2018

TAGS: Obsidian Radio: The Livestream Show!, Greatest Hits, Chopping It Up, Amber Rose, Hoes, Sluts, Blac Chyna, Jesse Lee Peterson, Amber Rose's Slut Walk, Female Sexuality, Dating & Mating

SUPPORT OBSIDIAN RADIO!
Obsidian Radio Patreon Page - ""Put Five On It!""
https://www.patreon.com/MumiaObsidianAli

Obsidian Radio PayPal Instructions
Email me at: theobsidianfiles@hotmail/gmail.com FIRST - PUT ""DONATIONS"" IN THE SUBJECT LINE. DO NOT SEND PAYPAL MONIES TO THESE EMAIL ADDRESSES! EMAIL ME FIRST! I HAVE SPECIFIC INSTRUCTIONS! THANK YOU!

On Twitter: @ObsidianFiles

Email: theobsidianfiles@hotmail/gmail.com

Facebook: www.facebook.com/obsidianradiolive

Blog Talk Radio:
www.blogtalkradio.com/obsidianradiolive",PT57M20S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,3179,142,0,24,"['Obsidian', 'Radio:', 'The', 'Livestream', 'Show!', 'Greatest', 'Hits', 'Chopping', 'It', 'Up', 'Amber', 'Rose', 'Hoes', 'Sluts', 'Blac', 'Chyna', 'Jesse', 'Lee', 'Peterson', ""Rose's"", 'Slut', 'Walk', 'Female', 'Sexuality', 'Dating', 'Mating']",,,,
youtube#video,keKntvYsPQlAdqd9SYNPAntk6fY,5-VBk-5ZI7I,2020-10-25T16:07:24Z,UCueWAuV35HS-pkoKt0rmhbA,Amber Rose Said 21 Savage Broke Up With Her After She Forced Him into Feminism...LOL,"Amber Rose and 21 Savage were a fan-favorite couple back when they were together. She had been a popular hip hop model and he was a fast-rising rapper from Atlanta. The pair shared the kind of vibe that seemed like it could last forever. But as we know, that’s not how things panned out. Here’s why it didn’t work out, according to Amber Rose herself.

Amber Rose and 21 Savage went public with their relationship in July 2017 after weeks of speculation. The announcement was met with pushback from fans who naturally questioned their relationship. But over time, lots of people grew to like them as a couple.

21 Savage started opening up more and letting his softer side show while Amber Rose inherited a certain swagger and street credibility. They let their love shine at events such as the 2017 MTV Video Music Awards and Amber Rose’s third SlutWalk in Los Angeles, where 21 Savage famously showed his support with a sign reading, “I’m a h*e too.”


“It’s pretty amazing waking up every morning feeling love like this,” Amber Rose captioned a now-deleted Instagram post of them (via People). “I’m so thankful that God brought this amazing person in my life who genuinely has my back and is ready to ‘pull up’ to defend my honor by any means.”


eir relationship continued for about a year before reports emerged in March 2018 that Amber Rose and 21 Savage had called it quits. At the time, Amber Rose implied in an interview on Big Boy’s Neighborhood that the “Bank Account” rapper had been the one to break things off, adding: “I really love him. I miss him. I think about him every day.”


Amber Rose has since ceased all communication with 21 Savage
After their split, Amber Rose began dating music executive Alexander “AE” Edwards. They began dating in late 2018 and have since welcomed their first child, son Slash Electric, who was born in October 2019.

When asked if she still speaks to her ex-boyfriend, Amber Rose replied, “I’m not friends with anyone. I don’t believe in that.” But she also implied there are no hard feelings towards 21 Savage, who said in an October interview on Big Facts that he’s also “happily in love” with someone else.




Amber Rose reveals exactly why she and 21 Savage broke up
Amber Rose said in an October appearance on Adam22’s No Jumper podcast that things started to go downhill after the SlutWalk in October 2017. According to her, he had received a lot of backlash for his appearance and ultimately became affected by it.

“Actually that’s what he wanted to do and I think that was ultimately the demise of our relationship. I think that he was being very supportive and he was like, ‘Man I should hold a sign that says, ‘I’m a h*e too!'” she explained.

“I was like, ‘That would be really great for feminism! SlutWalk, you know you’re a rapper and Black men are always looked at to be very hyper-masculine and I think this would be a great moment.’ He was like, ‘Yo, I’m down!’ I got the sign made and everything and he held it up and then after that, I think the internet just went in on him too much and it just wasn’t good after that.”

https://www.cheatsheet.com/entertainment/amber-rose-reveals-why-she-and-21-savage-broke-up.html/",https://i.ytimg.com/vi/5-VBk-5ZI7I/default.jpg,120,90,https://i.ytimg.com/vi/5-VBk-5ZI7I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5-VBk-5ZI7I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5-VBk-5ZI7I/sddefault.jpg,640.0,480.0,,,,Oshay Duke Jackson,24,none,Amber Rose Said 21 Savage Broke Up With Her After She Forced Him into Feminism...LOL,"Amber Rose and 21 Savage were a fan-favorite couple back when they were together. She had been a popular hip hop model and he was a fast-rising rapper from Atlanta. The pair shared the kind of vibe that seemed like it could last forever. But as we know, that’s not how things panned out. Here’s why it didn’t work out, according to Amber Rose herself.

Amber Rose and 21 Savage went public with their relationship in July 2017 after weeks of speculation. The announcement was met with pushback from fans who naturally questioned their relationship. But over time, lots of people grew to like them as a couple.

21 Savage started opening up more and letting his softer side show while Amber Rose inherited a certain swagger and street credibility. They let their love shine at events such as the 2017 MTV Video Music Awards and Amber Rose’s third SlutWalk in Los Angeles, where 21 Savage famously showed his support with a sign reading, “I’m a h*e too.”


“It’s pretty amazing waking up every morning feeling love like this,” Amber Rose captioned a now-deleted Instagram post of them (via People). “I’m so thankful that God brought this amazing person in my life who genuinely has my back and is ready to ‘pull up’ to defend my honor by any means.”


eir relationship continued for about a year before reports emerged in March 2018 that Amber Rose and 21 Savage had called it quits. At the time, Amber Rose implied in an interview on Big Boy’s Neighborhood that the “Bank Account” rapper had been the one to break things off, adding: “I really love him. I miss him. I think about him every day.”


Amber Rose has since ceased all communication with 21 Savage
After their split, Amber Rose began dating music executive Alexander “AE” Edwards. They began dating in late 2018 and have since welcomed their first child, son Slash Electric, who was born in October 2019.

When asked if she still speaks to her ex-boyfriend, Amber Rose replied, “I’m not friends with anyone. I don’t believe in that.” But she also implied there are no hard feelings towards 21 Savage, who said in an October interview on Big Facts that he’s also “happily in love” with someone else.




Amber Rose reveals exactly why she and 21 Savage broke up
Amber Rose said in an October appearance on Adam22’s No Jumper podcast that things started to go downhill after the SlutWalk in October 2017. According to her, he had received a lot of backlash for his appearance and ultimately became affected by it.

“Actually that’s what he wanted to do and I think that was ultimately the demise of our relationship. I think that he was being very supportive and he was like, ‘Man I should hold a sign that says, ‘I’m a h*e too!'” she explained.

“I was like, ‘That would be really great for feminism! SlutWalk, you know you’re a rapper and Black men are always looked at to be very hyper-masculine and I think this would be a great moment.’ He was like, ‘Yo, I’m down!’ I got the sign made and everything and he held it up and then after that, I think the internet just went in on him too much and it just wasn’t good after that.”

https://www.cheatsheet.com/entertainment/amber-rose-reveals-why-she-and-21-savage-broke-up.html/",PT8M13S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,47841,1582,0,280,,en,,,
youtube#video,1Hi1puNBJE476_q1XdIxv4m5m0g,55FYxJ6pa2M,2015-05-09T12:44:38Z,UCXJ-TBXcm1SrM1M3CbAPkdg,Amber Rose Seems to Regret Getting Drunk and Telling the World That Kanye West Doesn't Write His Own,"Is Amber Rose finally done with the Kanye West comments?
She appears to have seen the error of her ways this morning, posting on Instagram a shot of Steve Carell as gaffe-spewing Michael Scott on The Office. Rose, who was once engaged to the rapper, was caught on video at L.A.'s Supper Club earlier this week ranting that West didn't write his own music after, apparently, the DJ put on a Kanye tune.

►Circle us on Google + http://goo.gl/TXeBfX
►Subscribe Channel http://goo.gl/mqt0wI
►Don't forget to Like * Comment * Share this video.
----------------------------------------­--------------------------------
Stay tuned, Stay connected",https://i.ytimg.com/vi/55FYxJ6pa2M/default.jpg,120,90,https://i.ytimg.com/vi/55FYxJ6pa2M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/55FYxJ6pa2M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/55FYxJ6pa2M/sddefault.jpg,640.0,480.0,,,,Nirvana News,25,none,Amber Rose Seems to Regret Getting Drunk and Telling the World That Kanye West Doesn't Write His Own,"Is Amber Rose finally done with the Kanye West comments?
She appears to have seen the error of her ways this morning, posting on Instagram a shot of Steve Carell as gaffe-spewing Michael Scott on The Office. Rose, who was once engaged to the rapper, was caught on video at L.A.'s Supper Club earlier this week ranting that West didn't write his own music after, apparently, the DJ put on a Kanye tune.

►Circle us on Google + http://goo.gl/TXeBfX
►Subscribe Channel http://goo.gl/mqt0wI
►Don't forget to Like * Comment * Share this video.
----------------------------------------­--------------------------------
Stay tuned, Stay connected",PT48S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,210,0,0,0,"['Amber Rose', 'Regret', 'Drunk', 'Kanye West', 'Art And Entertainment', 'Hip Hop', 'Music']",,,,
youtube#video,EikESV4HdW-9FH4TQKvNY8E8uXA,5srHpCcmezA,2015-02-19T23:23:13Z,UC5RwNJQSINkzIazWaM-lM3Q,Rosenberg tests just how PHILLY Amber Rose is...,"Gotta get that Broad Street Bullies sweatshirt AND the A.I. Jersey!
#TheOriginalThrowback",https://i.ytimg.com/vi/5srHpCcmezA/default.jpg,120,90,https://i.ytimg.com/vi/5srHpCcmezA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5srHpCcmezA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5srHpCcmezA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/5srHpCcmezA/maxresdefault.jpg,1280.0,720.0,HOT 97,24,none,Rosenberg tests just how PHILLY Amber Rose is...,"Gotta get that Broad Street Bullies sweatshirt AND the A.I. Jersey!
#TheOriginalThrowback",PT1M12S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,55898,409,0,70,"['allen iverson', 'jersey', 'amber rose', 'philly', 'rosenberg', 'hot97', 'mitchell and ness', 'throwback', 'original', 'thursday', 'video']",,,,
youtube#video,NOFkuca9PbSsUCSgM5uQdcr5-S4,705UI6jF51I,2017-02-18T22:50:15Z,UC_eWyT1sRd64zYTxHiQbaNA,#AmberRose got a new ugly HOLLYWOOD Tattoo! Tattoos on women are so tacky and trashy looking!,"Amber Rose got a new ugly HOLLYWOOD Tattoo! Eww! Tattoos on women are so tacky and trashy looking! In my opinion

http://meetmagazine.blogspot.com/2017/02/sexy-slut-milf-amber-rose-got-new-ugly.html",https://i.ytimg.com/vi/705UI6jF51I/default.jpg,120,90,https://i.ytimg.com/vi/705UI6jF51I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/705UI6jF51I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/705UI6jF51I/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/705UI6jF51I/maxresdefault.jpg,1280.0,720.0,MEET Magazine,24,none,#AmberRose got a new ugly HOLLYWOOD Tattoo! Tattoos on women are so tacky and trashy looking!,"Amber Rose got a new ugly HOLLYWOOD Tattoo! Eww! Tattoos on women are so tacky and trashy looking! In my opinion

http://meetmagazine.blogspot.com/2017/02/sexy-slut-milf-amber-rose-got-new-ugly.html",PT5M,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1839,,0,49,,,,,
youtube#video,_IRVlazXW7Kq5ctM0JgVmFfoxjw,78UjVzpb-cQ,2018-10-06T08:00:39Z,UCdbHNR12sCE7tkSCfbE00Og,"'Aquaman' Official Extended Trailer 2018 | Jason Momoa, Amber Heard",New Hindi movies trailer,https://i.ytimg.com/vi/78UjVzpb-cQ/default.jpg,120,90,https://i.ytimg.com/vi/78UjVzpb-cQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/78UjVzpb-cQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/78UjVzpb-cQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/78UjVzpb-cQ/maxresdefault.jpg,1280.0,720.0,Bhojpuri industry,22,none,"'Aquaman' Official Extended Trailer 2018 | Jason Momoa, Amber Heard",New Hindi movies trailer,PT5M18S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,17,1,0,0,['Yk baar jroor dekhe bhoot hi acha hai'],,,,
