kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,contentDetails.regionRestriction.blocked
youtube#video,YQAXRYz7y-rTxU_2r6SZrAIS7Fc,3NEIT6GqtWw,2021-06-05T03:57:27Z,UCVxzTQDruKuxiHvK36BSYkQ,Late Night Talks: AH will face multiple felony charges if she loses trial? Really?,"Amber Heard will face multiple felony charges if she loses trial?
https://poptopic.com.au/news/amber-heard-will-face-multiple-felony-charges-if-she-loses-trial/

Judge Rules Star Wars: The Last Jedi and Rise of Skywalker Are Mediocre and Schlocky
https://movieweb.com/star-wars-judge-ruling-mediocre-schlocky/

9/11-Themed Bar Opens In Fort Worth, TX to Mixed Reviews

Read More: 9/11-Themed Bar Open In Fort Worth, TX to Mixed Reviews | https://knue.com/9-11-bar-opens-in-fort-worth/?utm_source=tsmclip&utm_medium=referral

The Sandman creator Neil Gaiman defends casting nonbinary and Black actors in Netflix adaptation
https://ew.com/tv/neil-gaiman-defends-the-sandman-casting-nonbinary-and-black-actors/

Donnie Yen Joins Keanu Reeves In Lionsgate’s ‘John Wick 4’
https://deadline.com/2021/06/donnie-yen-john-wick-4-keanu-reeves-lionsgate-rina-sawayama-1234769020/

The links to the crew but first here is my new twitch
https://www.twitch.tv/mrzodfz

now the crew
@SgtMadSquirrel
https://t.co/KbVEXNZxFC?amp=1
https://t.co/FzBUSeEXMq?amp=1

@PopCulturePb
https://t.co/DFC4UtYnX5?amp=1

@TheJustinProper
https://t.co/0SiuGN986N?amp=1

@GeekProphets
https://t.co/qjdK819nyL?amp=1

@CyberneticHusky
https://t.co/0Xb48kmPZC?amp=1",https://i.ytimg.com/vi/3NEIT6GqtWw/default.jpg,120,90,https://i.ytimg.com/vi/3NEIT6GqtWw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3NEIT6GqtWw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3NEIT6GqtWw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3NEIT6GqtWw/maxresdefault.jpg,1280.0,720.0,Mr. Zod's Fandom Zone,"['actors accused of crimes', 'amber heard aquaman 2', 'amber heard goes to jail', 'disney ruined star wars', 'donnie yen', 'john wick 4', 'johnny depp amber heard', 'johnny depp amber heard audio', 'keanu reeves', 'neil gaiman book reading', 'neil gaiman interview', 'neil gaiman masterclass', 'neil gaiman on writing', 'red letter media', 'rian johnson', 'star wars', 'star wars the last jedi still suck', 'the last jedi', 'the last jedi a year after killing star wars', 'the sandman', 'worst star wars movie']",24,none,en,Late Night Talks: AH will face multiple felony charges if she loses trial? Really?,"Amber Heard will face multiple felony charges if she loses trial?
https://poptopic.com.au/news/amber-heard-will-face-multiple-felony-charges-if-she-loses-trial/

Judge Rules Star Wars: The Last Jedi and Rise of Skywalker Are Mediocre and Schlocky
https://movieweb.com/star-wars-judge-ruling-mediocre-schlocky/

9/11-Themed Bar Opens In Fort Worth, TX to Mixed Reviews

Read More: 9/11-Themed Bar Open In Fort Worth, TX to Mixed Reviews | https://knue.com/9-11-bar-opens-in-fort-worth/?utm_source=tsmclip&utm_medium=referral

The Sandman creator Neil Gaiman defends casting nonbinary and Black actors in Netflix adaptation
https://ew.com/tv/neil-gaiman-defends-the-sandman-casting-nonbinary-and-black-actors/

Donnie Yen Joins Keanu Reeves In Lionsgate’s ‘John Wick 4’
https://deadline.com/2021/06/donnie-yen-john-wick-4-keanu-reeves-lionsgate-rina-sawayama-1234769020/

The links to the crew but first here is my new twitch
https://www.twitch.tv/mrzodfz

now the crew
@SgtMadSquirrel
https://t.co/KbVEXNZxFC?amp=1
https://t.co/FzBUSeEXMq?amp=1

@PopCulturePb
https://t.co/DFC4UtYnX5?amp=1

@TheJustinProper
https://t.co/0SiuGN986N?amp=1

@GeekProphets
https://t.co/qjdK819nyL?amp=1

@CyberneticHusky
https://t.co/0Xb48kmPZC?amp=1",en,PT2H28M43S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,414,65,0,12,
youtube#video,MWl9dXZGNY9VKfAhHMNNuCIWIrI,3PlpayugYLo,2019-09-30T20:01:35Z,UCBu0KdNokE4MqdkacvH37_A,The state finishes their closing arguments in the Amber Guyger murder trial,The state finishes their closing arguments in the Amber Guyger murder trial,https://i.ytimg.com/vi/3PlpayugYLo/default.jpg,120,90,https://i.ytimg.com/vi/3PlpayugYLo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3PlpayugYLo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3PlpayugYLo/sddefault.jpg,640.0,480.0,,,,WFAA,"['botham-jean', 'news', 'special-reports']",25,none,en,The state finishes their closing arguments in the Amber Guyger murder trial,The state finishes their closing arguments in the Amber Guyger murder trial,en,PT30M37S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,186042,1901,0,593,
youtube#video,C-NIsZpZOIWNN7nfsxIhnYjmlN0,4n3UWDAc7Wo,2018-04-11T03:21:53Z,UCXJryYh6xcW5iEeJGzK191A,Miami Beach Men Attacked After Gay Pride Event Thankful For Community's Support,CBS Miami's Amber Diaz reports on the four suspects wanted for assaulting two gay men on Miami Beach turning themselves in.,https://i.ytimg.com/vi/4n3UWDAc7Wo/default.jpg,120,90,https://i.ytimg.com/vi/4n3UWDAc7Wo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4n3UWDAc7Wo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4n3UWDAc7Wo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/4n3UWDAc7Wo/maxresdefault.jpg,1280.0,720.0,CBS Miami,"['CBS 4 News Evening', 'Miami Beach', 'LGBT', 'Assault', 'Beating', 'Gay Pride Festival', 'Ocean Drive']",25,none,,Miami Beach Men Attacked After Gay Pride Event Thankful For Community's Support,CBS Miami's Amber Diaz reports on the four suspects wanted for assaulting two gay men on Miami Beach turning themselves in.,en,PT2M54S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,8740,63,0,30,
youtube#video,g6Wxhv3hBifanbYV_dgoEKEKaD4,5fdEGjYsS7I,2019-09-30T19:12:44Z,UCBu0KdNokE4MqdkacvH37_A,The state presents its closing arguments in the Amber Guyger murder trial,"Prosecutors and defense attorneys gave impassioned closing arguments Monday morning and now, jurors must decide for themselves if former Dallas police officer Amber Guyger is guilty of murder, or simply made a tragic, innocent mistake when she killed Botham Jean.
During closing arguments, jurors showed no visible reaction but paid close attention as the attorneys laid out their cases for and against a murder conviction.

MORE: wfaa.com/bothamjean",https://i.ytimg.com/vi/5fdEGjYsS7I/default.jpg,120,90,https://i.ytimg.com/vi/5fdEGjYsS7I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5fdEGjYsS7I/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5fdEGjYsS7I/sddefault.jpg,640.0,480.0,,,,WFAA,"['botham jean', 'amber guyger', 'amber guyger trial', 'amber guyger trial update', 'when is amber guyger trial', 'amber guyger 911 call im sorry', 'amber guyger youtube', 'where is amber guyger now', 'is amber guyger in jail', 'botham jean update', 'murder trial', 'dallas police', 'botham jean shooting', 'amber guyger murder trial', 'amber guyger trial live stream', 'dallas police shooting']",25,none,en,The state presents its closing arguments in the Amber Guyger murder trial,"Prosecutors and defense attorneys gave impassioned closing arguments Monday morning and now, jurors must decide for themselves if former Dallas police officer Amber Guyger is guilty of murder, or simply made a tragic, innocent mistake when she killed Botham Jean.
During closing arguments, jurors showed no visible reaction but paid close attention as the attorneys laid out their cases for and against a murder conviction.

MORE: wfaa.com/bothamjean",en,PT25M13S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,121290,1535,0,643,
youtube#video,pj-SkgR9EHmepGUtVYuaHzI7YEA,6FdYFP9XyQE,2019-10-01T17:06:46Z,UC8p1vwvWtl6T73JiExfWs1g,Former Dallas cop Amber Guyger found guilty of murdering neighbor,"A jury has found former Dallas police officer Amber Guyger guilty of murder in the shooting death of her neighbor, Botham Jean. Guyger claimed she mistakenly entered his apartment, thinking it was her own, and thought he was a burglar. CBS News correspondent Omar Villafranca reports on the verdict, and attorney Ken Belkin joins CBSN with analysis.",https://i.ytimg.com/vi/6FdYFP9XyQE/default.jpg,120,90,https://i.ytimg.com/vi/6FdYFP9XyQE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/6FdYFP9XyQE/hqdefault.jpg,480,360,,,,,,,CBS News,"['cbsn', 'CBS News', 'dallas', 'texas', 'Amber Guyger', 'Botham Jean', 'murder', 'trial']",25,none,,Former Dallas cop Amber Guyger found guilty of murdering neighbor,"A jury has found former Dallas police officer Amber Guyger guilty of murder in the shooting death of her neighbor, Botham Jean. Guyger claimed she mistakenly entered his apartment, thinking it was her own, and thought he was a burglar. CBS News correspondent Omar Villafranca reports on the verdict, and attorney Ken Belkin joins CBSN with analysis.",,PT18M15S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,823547,7790,0,4783,"['AU', 'CA', 'JP']"
youtube#video,ryVGlvnmlQJw4tzt00ofD3vMoF8,7C8vZramNkI,2019-10-01T23:09:36Z,UCBu0KdNokE4MqdkacvH37_A,The Amber Guyger murder trial: Sentencing phase begins,"The jury has found Amber Guyger guilty of murder. The punishment phase of the trial is set to begin at 1 p.m.
 
BACKGROUND:

Former Dallas police officer Amber Guyger is on trial for murder after she fatally shot Botham Shem Jean on September 6, 2018.  

Guyger was off duty but still in uniform when she went into Jean's apartment at South Side Flats. She told investigators she believed she was walking into her own apartment and shot Jean believing he was an intruder. 

MORE: https://www.wfaa.com/bothamjean

NOTE: We have turned off the live feed of comments because we are unable to moderate at this time.",https://i.ytimg.com/vi/7C8vZramNkI/default.jpg,120,90,https://i.ytimg.com/vi/7C8vZramNkI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7C8vZramNkI/hqdefault.jpg,480,360,,,,,,,WFAA,"['botham jean', 'amber guyger', 'amber guyger trial', 'amber guyger trial update', 'when is amber guyger trial', 'amber guyger 911 call im sorry', 'amber guyger youtube', 'where is amber guyger now', 'is amber guyger in jail', 'botham jean update', 'murder trial', 'dallas police', 'botham jean shooting', 'amber guyger murder trial', 'amber guyger trial live stream', 'dallas police shooting']",25,none,,The Amber Guyger murder trial: Sentencing phase begins,"The jury has found Amber Guyger guilty of murder. The punishment phase of the trial is set to begin at 1 p.m.
 
BACKGROUND:

Former Dallas police officer Amber Guyger is on trial for murder after she fatally shot Botham Shem Jean on September 6, 2018.  

Guyger was off duty but still in uniform when she went into Jean's apartment at South Side Flats. She told investigators she believed she was walking into her own apartment and shot Jean believing he was an intruder. 

MORE: https://www.wfaa.com/bothamjean

NOTE: We have turned off the live feed of comments because we are unable to moderate at this time.",,PT6H47M7S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,1037505,11261,0,633,
youtube#video,DXaE1c_mIPIYLkUVwa_NidWwbRg,bpHgyeubx6Y,2017-02-27T06:51:20Z,UC41xJSNY2xCPC4-gOsRcDcg,Video: Taos Amber alert,"A teenage girl is back with her family after she was kidnapped at gunpoing
Subscribe to KOAT on YouTube now for more: http://bit.ly/1jocB9r

Get more Albuquerque news: http://koat.com
Like us: http://facebook.com/KOAT7
Follow us: http://twitter.com/KOATLiveUpdates
Google+: http://plus.google.com/+koat",https://i.ytimg.com/vi/bpHgyeubx6Y/default.jpg,120,90,https://i.ytimg.com/vi/bpHgyeubx6Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bpHgyeubx6Y/hqdefault.jpg,480,360,https://i.ytimg.com/vi/bpHgyeubx6Y/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/bpHgyeubx6Y/maxresdefault.jpg,1280.0,720.0,KOAT,,25,none,,Video: Taos Amber alert,"A teenage girl is back with her family after she was kidnapped at gunpoing
Subscribe to KOAT on YouTube now for more: http://bit.ly/1jocB9r

Get more Albuquerque news: http://koat.com
Like us: http://facebook.com/KOAT7
Follow us: http://twitter.com/KOATLiveUpdates
Google+: http://plus.google.com/+koat",,PT1M32S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,155,1,0,,
youtube#video,qVHconWuwrmRrtP-ft63CTOppuY,CyyAzDrEOgk,2021-10-25T11:00:07Z,UC10QThQSVbvlL-qFgDJiT8A,Cleared Hot Episode 204 - Marcus and Amber Capone,"When he was medically retired after 13 years. and multiple combat deployments as a U.S. Navy SEAL, Marcus Capone and his wife, Amber, thought that life would return to normal. Instead, their struggle had just begun. Marcus was experiencing an escalating myriad of challenges, including depression, isolation, cognitive impairment, excessive alcohol use, headaches, insomnia, and impulsivity. Marcus was diagnosed with post-traumatic stress disorder (PTSD), but, instinctively, Amber felt there was more to be discovered. After learning about the effects of blast waves, concussive, and subconcussive brain injuries, everything started to become clear. Marcus’ military career as an explosives expert, combined with his prior years of contact sports, had left him with the invisible wounds of traumatic brain injury (TBI), a condition that has significant overlap with PTSD, and is often not properly diagnosed.

When all hope seemed lost, Amber learned about ibogaine, a plant-based psychedelic used traditionally in West African ceremonial settings that has been studied as a potential treatment for opioid addiction and other mental health conditions. Marcus traveled to a reputable independent clinic outside of the U.S. to receive treatment with Ibogaine, as well as 5-MeO-DMT, another naturally occurring psychedelic compound. Immediately after the sessions, Marcus felt a massive weight had been lifted, his cognitive functioning returned, he had no desire for alcohol, and he stopped taking all prescription medications.

Since 2019, the non-profit Veterans Exploring Treatment Solutions (VETS) has provided grants for hundreds of U.S. Special Forces veterans to receive psychedelic-assisted therapy treatment outside the U.S., as well as preparation and integration coaching. VETS believes that psychedelic therapy can lay the foundation for further healing. This “foundational healing” enables continued progress across a range of therapeutic modalities, and is supported by a robust coaching program, providing a holistic treatment solution for veterans.

https://betterhelp.com/clearedhot
https://athleticgreens.com/clearedhot
https://paintyourlife.com
https://letsdisco.com",https://i.ytimg.com/vi/CyyAzDrEOgk/default.jpg,120,90,https://i.ytimg.com/vi/CyyAzDrEOgk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CyyAzDrEOgk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/CyyAzDrEOgk/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/CyyAzDrEOgk/maxresdefault.jpg,1280.0,720.0,Cleared Hot Podcast,"['andy stumpf podcast', 'andy stumpf', 'podcast', 'world record', 'jre', 'military', 'powerfuljre', 'andy stumpf wingsuit', 'navy seal', 'united states navy seals (organization)', 'cleared hot', 'cleared hot podcast', 'andy stumpf cleared hot', 'joe rogan', 'fitness', 'motivation', 'us army', 'marcus capone', 'amber capone', 'cleared hot marcus capone', 'cleared hot amber capone', 'andy stumpf marcus capone', 'andy stumpf amber capone']",24,none,,Cleared Hot Episode 204 - Marcus and Amber Capone,"When he was medically retired after 13 years. and multiple combat deployments as a U.S. Navy SEAL, Marcus Capone and his wife, Amber, thought that life would return to normal. Instead, their struggle had just begun. Marcus was experiencing an escalating myriad of challenges, including depression, isolation, cognitive impairment, excessive alcohol use, headaches, insomnia, and impulsivity. Marcus was diagnosed with post-traumatic stress disorder (PTSD), but, instinctively, Amber felt there was more to be discovered. After learning about the effects of blast waves, concussive, and subconcussive brain injuries, everything started to become clear. Marcus’ military career as an explosives expert, combined with his prior years of contact sports, had left him with the invisible wounds of traumatic brain injury (TBI), a condition that has significant overlap with PTSD, and is often not properly diagnosed.

When all hope seemed lost, Amber learned about ibogaine, a plant-based psychedelic used traditionally in West African ceremonial settings that has been studied as a potential treatment for opioid addiction and other mental health conditions. Marcus traveled to a reputable independent clinic outside of the U.S. to receive treatment with Ibogaine, as well as 5-MeO-DMT, another naturally occurring psychedelic compound. Immediately after the sessions, Marcus felt a massive weight had been lifted, his cognitive functioning returned, he had no desire for alcohol, and he stopped taking all prescription medications.

Since 2019, the non-profit Veterans Exploring Treatment Solutions (VETS) has provided grants for hundreds of U.S. Special Forces veterans to receive psychedelic-assisted therapy treatment outside the U.S., as well as preparation and integration coaching. VETS believes that psychedelic therapy can lay the foundation for further healing. This “foundational healing” enables continued progress across a range of therapeutic modalities, and is supported by a robust coaching program, providing a holistic treatment solution for veterans.

https://betterhelp.com/clearedhot
https://athleticgreens.com/clearedhot
https://paintyourlife.com
https://letsdisco.com",en-US,PT2H55M4S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,48050,1307,0,124,
youtube#video,ILrJNQR0os4x-GaDIqXOvhsOH9Y,DT10bo2oSmI,2015-05-12T12:27:08Z,UC673WfesrYoCgG9VsekGlEQ,"Amber Alert: Toddler found safe, half-brother arrested","MILFORD, Ohio (WKRC) -- A young child was found safe after an Amber Alert was issued for her in the Tri-State Monday, May 11. Local 12's Angenette Levy found the 22-month-old, Agnes Burgess, by chance in the neighborhood where the child lives with her family. Angenette knocked on the door of the home were Agnes older, half-brother lives, Donovan Coleman. A dog was barking very loudly and then a child could be heard screaming from inside the home. When nobody answered the door Angenette looked in the window and saw Agnes. She immediately called her mother. Agnes' mother went inside the house and found the child safe. It is suspected Coleman dropped the child off at the home after taking his mothers car from a pawn shop in Milford. ""We're just fortunate that she didn't fall or anything like that. All's well that ends well and we still care about Donovan, he still needs to find himself a place 'cause otherwise everything is going to keep escalating."" Police said the Coleman stole the car from his mother. The vehicle was found on Seymour Avenue in Carthage. People were found in the car and taken into custody by police. They told officials they had traded drugs for the vehicle. Donovan Coleman was found and is being questioned by Cincinnati police. He will face several charges including child endangering. Follow Angenette Levy on Twitter @angenette5, and LIKE her on Facebook.Follow us on Twitter @Local12 and LIKE us on Facebook for updates! ------------------------------------------------------------- MILFORD, Ohio (WKRC) -- An Amber Alert has been issued for a young man accused of taking off with his mother's car, with his young sister inside. Police are worried because the family says Donovan Coleman, 21, is a heroin user.Police say the 2003 Toyota Matrix was stolen this morning from the parking lot of Facet Music Jewelry and Pawn on Chamber Drive. Coleman's 22-month-old sister, Agnes Burgess, was in the vehicle. Police plan to charge Coleman with felony theft and child endangering.Agness has brown curly hair and blue eyes. She's wearing a multi-color pink tank top, pink shorts and no shoes or socks.The car is missing its front bumper. It has Ohio plates FBU 6986. Anyone who can help police find Donovan Coleman should call 825-2280 or 911. Anyone who can help police find Donovan Coleman should call 825-2280 or 911.",https://i.ytimg.com/vi/DT10bo2oSmI/default.jpg,120,90,https://i.ytimg.com/vi/DT10bo2oSmI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DT10bo2oSmI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/DT10bo2oSmI/sddefault.jpg,640.0,480.0,,,,LOCAL 12,,25,none,,"Amber Alert: Toddler found safe, half-brother arrested","MILFORD, Ohio (WKRC) -- A young child was found safe after an Amber Alert was issued for her in the Tri-State Monday, May 11. Local 12's Angenette Levy found the 22-month-old, Agnes Burgess, by chance in the neighborhood where the child lives with her family. Angenette knocked on the door of the home were Agnes older, half-brother lives, Donovan Coleman. A dog was barking very loudly and then a child could be heard screaming from inside the home. When nobody answered the door Angenette looked in the window and saw Agnes. She immediately called her mother. Agnes' mother went inside the house and found the child safe. It is suspected Coleman dropped the child off at the home after taking his mothers car from a pawn shop in Milford. ""We're just fortunate that she didn't fall or anything like that. All's well that ends well and we still care about Donovan, he still needs to find himself a place 'cause otherwise everything is going to keep escalating."" Police said the Coleman stole the car from his mother. The vehicle was found on Seymour Avenue in Carthage. People were found in the car and taken into custody by police. They told officials they had traded drugs for the vehicle. Donovan Coleman was found and is being questioned by Cincinnati police. He will face several charges including child endangering. Follow Angenette Levy on Twitter @angenette5, and LIKE her on Facebook.Follow us on Twitter @Local12 and LIKE us on Facebook for updates! ------------------------------------------------------------- MILFORD, Ohio (WKRC) -- An Amber Alert has been issued for a young man accused of taking off with his mother's car, with his young sister inside. Police are worried because the family says Donovan Coleman, 21, is a heroin user.Police say the 2003 Toyota Matrix was stolen this morning from the parking lot of Facet Music Jewelry and Pawn on Chamber Drive. Coleman's 22-month-old sister, Agnes Burgess, was in the vehicle. Police plan to charge Coleman with felony theft and child endangering.Agness has brown curly hair and blue eyes. She's wearing a multi-color pink tank top, pink shorts and no shoes or socks.The car is missing its front bumper. It has Ohio plates FBU 6986. Anyone who can help police find Donovan Coleman should call 825-2280 or 911. Anyone who can help police find Donovan Coleman should call 825-2280 or 911.",en-US,PT3M43S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,19030,27,0,7,
youtube#video,ELJv5o-gT-KGamp7Pr7kEmnThm0,e9I9GRlCxmE,2019-10-22T16:18:29Z,UCMYlXK0jyerVnc3dmz-vjCA,Driver sentenced to 50 years after fiery crash killed 3 people on Selmon Expressway,"Amber Perera pleaded guilty in September in the 2017 head-on crash that killed a family of three. https://bit.ly/2Jba5Yw

►Subscribe: https://on.wtsp.com/youtube

►Website: https://www.wtsp.com/

►Facebook: https://www.facebook.com/10NewsWTSP/

►Twitter: https://twitter.com/10NewsWTSP
10News WTSP is the local CBS affiliate for Tampa Bay, Florida. We deliver the best in breaking news, live video coverage, and original journalism covering topics that matters most to Floridians. Subscribe for more; videos are updated daily!",https://i.ytimg.com/vi/e9I9GRlCxmE/default.jpg,120,90,https://i.ytimg.com/vi/e9I9GRlCxmE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/e9I9GRlCxmE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/e9I9GRlCxmE/sddefault.jpg,640.0,480.0,,,,10 Tampa Bay,"['crime', 'news', 'local', 'as-seen-on-tv', 'seen-on-tv', 'traffic', 'home']",25,none,en,Driver sentenced to 50 years after fiery crash killed 3 people on Selmon Expressway,"Amber Perera pleaded guilty in September in the 2017 head-on crash that killed a family of three. https://bit.ly/2Jba5Yw

►Subscribe: https://on.wtsp.com/youtube

►Website: https://www.wtsp.com/

►Facebook: https://www.facebook.com/10NewsWTSP/

►Twitter: https://twitter.com/10NewsWTSP
10News WTSP is the local CBS affiliate for Tampa Bay, Florida. We deliver the best in breaking news, live video coverage, and original journalism covering topics that matters most to Floridians. Subscribe for more; videos are updated daily!",en,PT1M12S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,11334,65,0,42,
