kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.tags,snippet.defaultLanguage
youtube#video,6B1DwpKCCTK3eN3dfLf5tErLONA,-dojjQjshr8,2020-12-08T12:51:50Z,UCD1g6bvkci2-M48sgI-lTXQ,What Amber Heard Could Look Like As MCU's Sue Storm,"Subscribe I n  News English YouTube Channel To All The Big News Of The World.

New art imagines what Amber Heard could look like as the MCU's Sue Storm, a member of the Fantastic Four. There have been several iterations of the Marvel team on film over the years. The original two films came out in 2005 and 2007. They starred Ioan Gruffudd, Chris Evans, Michael Chiklis, and Jessica Alba, with Alba playing Sue Storm. 2015's notorious Josh Trank version has Kate Mara take over the role of Sue.

In 2019, the rights to many characters, including the Fantastic Four, reverted back to Marvel after Disney acquired 20th Century Fox in a historic merger. Since then, fans have wondered how the MCU will introduce the quartet into their already established universe. The Fantastic Four is an extremely popular group, so it's safe to say that at some point they will be introduced. As to when exactly that will happen is under wraps.

New fan art by ApexForm imagines a new Sue Storm being taken over by Amber Heard. The art shows off Sue Storm's powers of invisibility. Heard is wearing the Fantastic Four uniform inside what looks to be a laboratory. Heard is translucent, her body refracting the sunlight through the windows behind her.",https://i.ytimg.com/vi/-dojjQjshr8/default.jpg,120,90,https://i.ytimg.com/vi/-dojjQjshr8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-dojjQjshr8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-dojjQjshr8/sddefault.jpg,640.0,480.0,In News English,25,none,What Amber Heard Could Look Like As MCU's Sue Storm,"Subscribe I n  News English YouTube Channel To All The Big News Of The World.

New art imagines what Amber Heard could look like as the MCU's Sue Storm, a member of the Fantastic Four. There have been several iterations of the Marvel team on film over the years. The original two films came out in 2005 and 2007. They starred Ioan Gruffudd, Chris Evans, Michael Chiklis, and Jessica Alba, with Alba playing Sue Storm. 2015's notorious Josh Trank version has Kate Mara take over the role of Sue.

In 2019, the rights to many characters, including the Fantastic Four, reverted back to Marvel after Disney acquired 20th Century Fox in a historic merger. Since then, fans have wondered how the MCU will introduce the quartet into their already established universe. The Fantastic Four is an extremely popular group, so it's safe to say that at some point they will be introduced. As to when exactly that will happen is under wraps.

New fan art by ApexForm imagines a new Sue Storm being taken over by Amber Heard. The art shows off Sue Storm's powers of invisibility. Heard is wearing the Fantastic Four uniform inside what looks to be a laboratory. Heard is translucent, her body refracting the sunlight through the windows behind her.",en,PT1M18S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,31,0,0,1,,,,,
youtube#video,3fWbCbH24xovEyueWtk_XQktOS0,-kM82ctFMeo,2020-07-28T12:20:49Z,UCcCh0WTudrGHo7t6NVxrJtw,Amber heard voy por ti!!,,https://i.ytimg.com/vi/-kM82ctFMeo/default.jpg,120,90,https://i.ytimg.com/vi/-kM82ctFMeo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-kM82ctFMeo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-kM82ctFMeo/sddefault.jpg,640.0,480.0,Tiko Nation,22,none,Amber heard voy por ti!!,,en,PT7M28S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,297,38,0,6,,,,,
youtube#video,VRKv43wsE-6ang1fsN9URtBFd5c,0uyg1XHeJUI,2020-10-23T08:35:27Z,UClx_IR8_yVIKdFVUTdmaZTw,"Well, this ain't good | Amber Heard aka The Barnwitch is already back as Mera (for now)","Please consider supporting my work-
💻 https://darthnews.com/  (merch)
🙏 https://www.patreon.com/darthnews 
💸 CashApp: $DarthNews 
🐦 Twatter: @darth_news
🎶 DikDok: darth_news
📸 Insta: @darth_deadpool / second acct:  @Darth_News 

#SnyderCut #NoJusticeForJohnnyLeague #AmberHeard #ZackSnyder #Update #DarthNews #Insufferable #J4J #BarnWitch #JohnnyDepp #DitchTheWitch  #TheSun #JusticeForJohnny #Mera  #Defamation #Sociopath #DomesticViolence #Metoo #Abuse #Aquaman2 #Lawsuit #BoycottAquaman2",https://i.ytimg.com/vi/0uyg1XHeJUI/default.jpg,120,90,https://i.ytimg.com/vi/0uyg1XHeJUI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0uyg1XHeJUI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0uyg1XHeJUI/sddefault.jpg,640.0,480.0,DarthN3ws,24,none,"Well, this ain't good | Amber Heard aka The Barnwitch is already back as Mera (for now)","Please consider supporting my work-
💻 https://darthnews.com/  (merch)
🙏 https://www.patreon.com/darthnews 
💸 CashApp: $DarthNews 
🐦 Twatter: @darth_news
🎶 DikDok: darth_news
📸 Insta: @darth_deadpool / second acct:  @Darth_News 

#SnyderCut #NoJusticeForJohnnyLeague #AmberHeard #ZackSnyder #Update #DarthNews #Insufferable #J4J #BarnWitch #JohnnyDepp #DitchTheWitch  #TheSun #JusticeForJohnny #Mera  #Defamation #Sociopath #DomesticViolence #Metoo #Abuse #Aquaman2 #Lawsuit #BoycottAquaman2",,PT17M47S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,3609,464,0,169,https://i.ytimg.com/vi/0uyg1XHeJUI/maxresdefault.jpg,1280.0,720.0,"['Amber Heard', 'Johnny Depp', 'Disney', 'Darth News', 'comedy', 'comedian', 'triggered', 'feminist', '#metoo', 'meta', 'Mera', 'aquaman', 'aquaman 2', 'conservative', 'Trump', 'Republicans', 'election', 'debate', 'Joe biden', 'barnwitch', 'Hollywood', 'celebrity', 'tmz', 'Jack sparrow']",
youtube#video,Edhf6HlkNjp_s-MuLfvgWPoP8FI,2lMyQ0QjmO4,2020-07-08T13:20:37Z,UCPXw7YNF1wDZ1-0co4mUIqg,"Johnny Depp: ""Amber Heard hat in mein Bett gekackt""","Music in Video :

Beautiful Sea 
Deezer: https://www.deezer.com/album/115329842
Spotify: https://open.spotify.com/album/7A1o9o8AIs47HeRp1JFInn
Apple Music: https://itunes.apple.com/album/id1483786765?app=music
iTunes Store: https://itunes.apple.com/album/id1483786765

Tender Melody
Deezer: https://www.deezer.com/album/114556562
Spotify: https://open.spotify.com/album/5Q7svqa6e3MH5ChaqXwiEV


House and Happiness
Deezer: https://www.deezer.com/album/138648602
Spotify: https://open.spotify.com/album/4wCzuWqGspuCPJc6Zx1tOQ


Happy Home
Deezer: https://www.deezer.com/album/138662522
Spotify: https://open.spotify.com/album/6ZidJtEwOm2QwLckkfBQs6
Apple Music: https://itunes.apple.com/album/id1504992522?app=music
iTunes Store: https://itunes.apple.com/album/id1504992522




Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.",https://i.ytimg.com/vi/2lMyQ0QjmO4/default.jpg,120,90,https://i.ytimg.com/vi/2lMyQ0QjmO4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2lMyQ0QjmO4/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2lMyQ0QjmO4/sddefault.jpg,640.0,480.0,Latest News Today,22,none,"Johnny Depp: ""Amber Heard hat in mein Bett gekackt""","Music in Video :

Beautiful Sea 
Deezer: https://www.deezer.com/album/115329842
Spotify: https://open.spotify.com/album/7A1o9o8AIs47HeRp1JFInn
Apple Music: https://itunes.apple.com/album/id1483786765?app=music
iTunes Store: https://itunes.apple.com/album/id1483786765

Tender Melody
Deezer: https://www.deezer.com/album/114556562
Spotify: https://open.spotify.com/album/5Q7svqa6e3MH5ChaqXwiEV


House and Happiness
Deezer: https://www.deezer.com/album/138648602
Spotify: https://open.spotify.com/album/4wCzuWqGspuCPJc6Zx1tOQ


Happy Home
Deezer: https://www.deezer.com/album/138662522
Spotify: https://open.spotify.com/album/6ZidJtEwOm2QwLckkfBQs6
Apple Music: https://itunes.apple.com/album/id1504992522?app=music
iTunes Store: https://itunes.apple.com/album/id1504992522




Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.",,PT1M37S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1858,0,0,1,,,,"['Amber Heard', 'Johnny Depp']",
youtube#video,u7XTzuIzxnppFqvR75hc_0ilGN0,2NkXyWPp1v0,2020-04-08T12:20:05Z,UCaW45f_g13tWehvlagQMPZA,Amber Heard heading to the crowbar hotel!? Johnny Depp just slapped her with another L!,"Depp vs Heard takes another crazy turn! Could Heard's lies finally be catching up with her?!
#justiceforjohnny #johnnydepp #amberheard",https://i.ytimg.com/vi/2NkXyWPp1v0/default.jpg,120,90,https://i.ytimg.com/vi/2NkXyWPp1v0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2NkXyWPp1v0/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2NkXyWPp1v0/sddefault.jpg,640.0,480.0,her konuda,22,none,Amber Heard heading to the crowbar hotel!? Johnny Depp just slapped her with another L!,"Depp vs Heard takes another crazy turn! Could Heard's lies finally be catching up with her?!
#justiceforjohnny #johnnydepp #amberheard",,PT5M11S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,29,1,0,0,https://i.ytimg.com/vi/2NkXyWPp1v0/maxresdefault.jpg,1280.0,720.0,"['siyaset', 'vlog', 'komedi', 'challenger', 'YellowFlash', 'YellowFlash 2', 'Yellow Flash 2', 'New Warriors', 'Marvel New Warriors', 'Gotham High', 'DC Comics Gotham High', 'Batman Gotham High', 'Aquaman', 'Aquaman 2', 'Amber Heard Aquaman', 'Amber Heard Aquaman 2', 'Johnny Depp vs Amber Heard', 'Johnny Depp lawsuit', 'Amber Heard lawsuit', 'johnny depp amber heard audio', 'johnny depp amber heard fight', 'johnny depp amber heard interview', 'johnny depp amber heard apology', 'amber heard elon musk', 'amber heard johnny depp audio']",
youtube#video,ehTOmhUAI3TCWoi7p55gFx0dLU8,4tCMuz7KhXE,2021-03-13T01:30:44Z,UCy8YFzbkvYTQOQxjgE3UTBQ,Johnny Depp is Racist! His first wife Knows! (Amber Heard Playlist!!),https://www.hollywoodreporter.com/features/hes-radioactive-inside-johnny-depps-self-made-implosion,https://i.ytimg.com/vi/4tCMuz7KhXE/default.jpg,120,90,https://i.ytimg.com/vi/4tCMuz7KhXE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4tCMuz7KhXE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4tCMuz7KhXE/sddefault.jpg,640.0,480.0,The Amber Heard Playlist!!,22,none,Johnny Depp is Racist! His first wife Knows! (Amber Heard Playlist!!),https://www.hollywoodreporter.com/features/hes-radioactive-inside-johnny-depps-self-made-implosion,,PT45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,281,,0,,,,,['Johnny Depp Amber Heard'],
youtube#video,KrM1qTo3vw-Isdy_Toi404vA2BU,5Yk-t41-GRQ,2020-08-15T19:56:36Z,UC4ltvXoxGZobqqduv9iXOWg,JD got STIFFED! Amber Heard STAYING on Mera! Erza KEEPS the Flash!,"So it looks like Amber & Ezra BOTH keep their franchises!

Link: https://boundingintocomics.com/2020/08/15/new-rumor-provides-update-on-amber-heard-and-ezra-millers-status-at-warner-bros/

Hello and welcome to Come Geek Some! For all things Geek, like and subscribe to the channel! 

I'm an avid Adobe Premiere Pro user and have been for quite some time! I would recommend the software to anyone (IF they have the spare money a month)

PS4 player with PC gameplay now and again. Still NOT used to PC gaming!

Interact with us on Twitter! https://twitter.com/ComeGeekSome1
Twitch: https://www.twitch.tv/geeksomegaming

#JohnnyDepp #AmberHeard #EzraMiller",https://i.ytimg.com/vi/5Yk-t41-GRQ/default.jpg,120,90,https://i.ytimg.com/vi/5Yk-t41-GRQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/5Yk-t41-GRQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/5Yk-t41-GRQ/sddefault.jpg,640.0,480.0,Come Geek Some,24,none,JD got STIFFED! Amber Heard STAYING on Mera! Erza KEEPS the Flash!,"So it looks like Amber & Ezra BOTH keep their franchises!

Link: https://boundingintocomics.com/2020/08/15/new-rumor-provides-update-on-amber-heard-and-ezra-millers-status-at-warner-bros/

Hello and welcome to Come Geek Some! For all things Geek, like and subscribe to the channel! 

I'm an avid Adobe Premiere Pro user and have been for quite some time! I would recommend the software to anyone (IF they have the spare money a month)

PS4 player with PC gameplay now and again. Still NOT used to PC gaming!

Interact with us on Twitter! https://twitter.com/ComeGeekSome1
Twitch: https://www.twitch.tv/geeksomegaming

#JohnnyDepp #AmberHeard #EzraMiller",,PT8M34S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,5588,267,0,231,https://i.ytimg.com/vi/5Yk-t41-GRQ/maxresdefault.jpg,1280.0,720.0,"['Come Geek Some', '2020', 'awesome', 'Amber Heard', 'Depp', 'Heard', 'Aquaman', 'Aquaman 2', 'io', 'elon musk', 'amber heard', 'amber', 'heard', 'johnny', 'depp', 'johnny depp', 'justiceforjohnnydepp', 'justiceforjohnny', 'amber heard johnny depp', 'amber heard aquaman', 'amber heard vs johnny depp', 'johnny depp defamation lawsuit', 'johnny depp lawsuit', 'johnny depp sues amber heard', 'aquaman 2', 'justice for johnny depp', 'johnny depp news', 'johnny depp defamation', 'video', 'too', 'much', 'hollywood', 'celebrities', 'The Flash', 'Ezra', 'Miller']",en-GB
youtube#video,S82fte0QVMf1f781Yyc4QycdP0o,99jrooIU-Xo,2012-09-22T22:04:09Z,UC-BDN2kLqpuudxJlfgu5YMg,Amber Heard - Dj Naruu,Dj Naruu - http://www.facebook.com/pages/Dj-Naruu/133444050098332,https://i.ytimg.com/vi/99jrooIU-Xo/default.jpg,120,90,https://i.ytimg.com/vi/99jrooIU-Xo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/99jrooIU-Xo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/99jrooIU-Xo/sddefault.jpg,640.0,480.0,Positive Entertainment,10,none,Amber Heard - Dj Naruu,Dj Naruu - http://www.facebook.com/pages/Dj-Naruu/133444050098332,,PT2M48S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,454,11,0,0,https://i.ytimg.com/vi/99jrooIU-Xo/maxresdefault.jpg,1280.0,720.0,"['Dj', 'Naruu', 'Amber', 'Heard', 'positive', 'entertainment', 'music', 'hip', 'hop', 'News']",
youtube#video,_HWfP8jkKe49ZbOE-97qnDbmuN0,auhWQDo4QZk,2020-08-10T20:16:28Z,UCV26gvNP-6adJFhlN88-z9g,Johnny Deep ; Angelina Jolie l’avait prévenu contre Amber Heard !,"Johnny Deep ; Angelina Jolie l’avait prévenu contre Amber Heard ! 
 
Johnny Deep ; Angelina Jolie l’avait prévenu contre Amber Heard ! 
 
Johnny Deep ; Angelina Jolie l’avait prévenu contre Amber Heard !",https://i.ytimg.com/vi/auhWQDo4QZk/default.jpg,120,90,https://i.ytimg.com/vi/auhWQDo4QZk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/auhWQDo4QZk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/auhWQDo4QZk/sddefault.jpg,640.0,480.0,SML Team,26,none,Johnny Deep ; Angelina Jolie l’avait prévenu contre Amber Heard !,"Johnny Deep ; Angelina Jolie l’avait prévenu contre Amber Heard ! 
 
Johnny Deep ; Angelina Jolie l’avait prévenu contre Amber Heard ! 
 
Johnny Deep ; Angelina Jolie l’avait prévenu contre Amber Heard !",en-US,PT4M55S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,19,0,0,0,https://i.ytimg.com/vi/auhWQDo4QZk/maxresdefault.jpg,1280.0,720.0,"['Johnny', 'Deep', 'Angelina', 'Jolie', 'lavait', 'prévenu', 'contre', 'Amber', 'Heard', 'Johnny Deep', 'Johnny Deep Angelina Jolie']",
youtube#video,3blNcQdRhcBNDVAwYZ4OxkPnVAA,c79bI38P2oQ,2020-09-06T19:58:38Z,UCXrhM5_Z11LvlvICp7T7_Dw,"Amber Heard Love everybody, but never sell your sword","#HollywoodMonstersAmberHeard #AmberHeard


Amber Heard Love everybody, but never sell your sword
Amber Heard Love everybody, but never sell your sword
Amber Heard Love everybody, but never sell your sword
Amber Heard Love everybody, but never sell your sword
Amber Heard Love everybody, but never sell your sword
Amber Heard #Love everybody, but never sell your sword















































































""Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.",https://i.ytimg.com/vi/c79bI38P2oQ/default.jpg,120,90,https://i.ytimg.com/vi/c79bI38P2oQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/c79bI38P2oQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/c79bI38P2oQ/sddefault.jpg,640.0,480.0,Hollywood Monsters,22,none,"Amber Heard Love everybody, but never sell your sword","#HollywoodMonstersAmberHeard #AmberHeard


Amber Heard Love everybody, but never sell your sword
Amber Heard Love everybody, but never sell your sword
Amber Heard Love everybody, but never sell your sword
Amber Heard Love everybody, but never sell your sword
Amber Heard Love everybody, but never sell your sword
Amber Heard #Love everybody, but never sell your sword















































































""Copyright Disclaimer under Section 107 of the copyright act 1976, allowance is made for fair use for purposes such as criticism, comment, news reporting, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing.",en,PT11S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,117,2,0,1,,,,,
