kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.favoriteCount,snippet.defaultLanguage,snippet.defaultAudioLanguage,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.tags,statistics.likeCount,contentDetails.regionRestriction.blocked,contentDetails.contentRating.ytRating
youtube#video,amL2YlfvqRrH7RIdg-FgBFg61Sw,9Fa83RsQhXs,2020-08-24T23:29:36Z,UCmKNDiUc2_iBneNHz99AlXA,Atrapando feminazis - Caso Depp y Amber Heard  Amber miente bajo juramento -,"Durante el intenso juicio, Heard acusó a su ex marido de abuso verbal y físico a lo largo de su relación, así como mostrar un “comportamiento extremadamente controlador e intimidante”, mientras que Depp se defendió y dijo que fue ella quien fue violenta con él.

En el proceso, el actor destapó sus adicciones y habló de su matrimonio violento con Heard que quedó registrado en un material crudo con fotos, videos y audios de sus explosivas peleas. Guardaespaldas, conserjes, asistentes personales, ex novias, amigos y familiares de ambas partes han declarado durante tres semanas ante el Tribunal Superior de Londres.

La batalla legal culminaría la próxima semana al conocerse el dictamen final. No obstante, no será la última pelea judicial entre los actores: Depp se enfrentará el próximo año contra su ex mujer en un juicio que le inició por USD 50 millones.
En una búsqueda desesperada por limpiar su imagen, Johnny Depp demandó al diarioThe Sun porque en un artículo de 2018 lo llamó “golpeador de esposas”. En el juicio que se lleva a cabo en Londres, la testigo estrella del tabloide británico es su ex esposa Amber Heard, quien calificó a Depp de “monstruo” y lo acusó de haberla hecho vivir un infierno durante sus años juntos. El pleito judicial llega después del escandaloso divorcio de los actores en 2017, que incluyó denuncias de maltrato físico y verbal de ambas partes. La pareja, que se conoció en el set de su película “The Rum Diary” (2011), hizo pública su relación al año siguiente después de que la estrella de cine anunciara su separación de la cantante francesa Vanessa Paradis, tras 14 años de relación y dos hijos en común. Se casaron en febrero de 2015 y quince meses después se divorciaron.
Emitiendo desde la dimensión 4ta a las 3ra. Imposible de Traducir a la lengua humana. Este canal sintoniza frecuencias Reptilianas - Y saludos desde las dimensión del Homosarus - Mencionamos datos que nadie creerá pero por cuestiones Karmaticas es obligación que demos aviso de nuestros planes. Lo gracioso es que como una rana en agua que se calienta a fuego lento nunca notará como se cocina. Bien diviértanse donde están y ayuden a monetizar este canal para hacer algo de buena pasta.

No venimos a ayudarte venimos a consumirte.",https://i.ytimg.com/vi/9Fa83RsQhXs/default.jpg,120,90,https://i.ytimg.com/vi/9Fa83RsQhXs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9Fa83RsQhXs/hqdefault.jpg,480,360,Reptilpolitico,22,none,Atrapando feminazis - Caso Depp y Amber Heard  Amber miente bajo juramento -,"Durante el intenso juicio, Heard acusó a su ex marido de abuso verbal y físico a lo largo de su relación, así como mostrar un “comportamiento extremadamente controlador e intimidante”, mientras que Depp se defendió y dijo que fue ella quien fue violenta con él.

En el proceso, el actor destapó sus adicciones y habló de su matrimonio violento con Heard que quedó registrado en un material crudo con fotos, videos y audios de sus explosivas peleas. Guardaespaldas, conserjes, asistentes personales, ex novias, amigos y familiares de ambas partes han declarado durante tres semanas ante el Tribunal Superior de Londres.

La batalla legal culminaría la próxima semana al conocerse el dictamen final. No obstante, no será la última pelea judicial entre los actores: Depp se enfrentará el próximo año contra su ex mujer en un juicio que le inició por USD 50 millones.
En una búsqueda desesperada por limpiar su imagen, Johnny Depp demandó al diarioThe Sun porque en un artículo de 2018 lo llamó “golpeador de esposas”. En el juicio que se lleva a cabo en Londres, la testigo estrella del tabloide británico es su ex esposa Amber Heard, quien calificó a Depp de “monstruo” y lo acusó de haberla hecho vivir un infierno durante sus años juntos. El pleito judicial llega después del escandaloso divorcio de los actores en 2017, que incluyó denuncias de maltrato físico y verbal de ambas partes. La pareja, que se conoció en el set de su película “The Rum Diary” (2011), hizo pública su relación al año siguiente después de que la estrella de cine anunciara su separación de la cantante francesa Vanessa Paradis, tras 14 años de relación y dos hijos en común. Se casaron en febrero de 2015 y quince meses después se divorciaron.
Emitiendo desde la dimensión 4ta a las 3ra. Imposible de Traducir a la lengua humana. Este canal sintoniza frecuencias Reptilianas - Y saludos desde las dimensión del Homosarus - Mencionamos datos que nadie creerá pero por cuestiones Karmaticas es obligación que demos aviso de nuestros planes. Lo gracioso es que como una rana en agua que se calienta a fuego lento nunca notará como se cocina. Bien diviértanse donde están y ayuden a monetizar este canal para hacer algo de buena pasta.

No venimos a ayudarte venimos a consumirte.",PT13M14S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,26,0,,,0,https://i.ytimg.com/vi/9Fa83RsQhXs/sddefault.jpg,640.0,480.0,,,,"['Depp se defendió y dijo que fue ella quien fue violenta con él', 'Tribunal Superior de Londres', 'Atrapando feminazis - Caso Depp y Amber Heard Amber miente bajo juramento', 'Vanessa Paradis', 'Lo gracioso es que como una rana en agua que se calienta a fuego lento nunca notará como se cocina', 'Heard acusó a su ex marido de abuso verbal', 'jony deep', 'johny', 'depp', 'johny depp', 'amber', 'heard', 'comportamiento extremadamente controlador e intimidante']",1,,
youtube#video,3ofQ_3NgD3wRMcwrOzZLwXrr8Cs,9zx-KhJ1LoQ,2020-03-17T04:53:12Z,UCBTIp2pvN1OtfT5iKwuwGIw,Therapy for our BEAUTIFUL Amber Heard,She is a rapist and she is not a man of her word. These jerks are all EXACTLY the same.,https://i.ytimg.com/vi/9zx-KhJ1LoQ/default.jpg,120,90,https://i.ytimg.com/vi/9zx-KhJ1LoQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9zx-KhJ1LoQ/hqdefault.jpg,480,360,Human Warnings,24,none,Therapy for our BEAUTIFUL Amber Heard,She is a rapist and she is not a man of her word. These jerks are all EXACTLY the same.,PT9M55S,2d,sd,false,False,rectangular,processed,public,youtube,True,False,False,238,0,,en-US,9,https://i.ytimg.com/vi/9zx-KhJ1LoQ/sddefault.jpg,640.0,480.0,,,,"['amber heard', 'johnny depp', 'liar', 'rapist', 'rape', 'mera', 'aquaman', 'under the sea', 'money', 'abuse', 'abuser', 'pirates', 'opportunist']",18,,
youtube#video,r6kL6eRAPwmLM9R4Ral7zSCKM54,BgfFzSt0MfM,2021-09-19T17:23:58Z,UCHEG6fQZtKBf-pzCuzG01Hg,David Anderson Thinks Rape Is Rad!! (Amber Heard Playlist!!),https://www.youtube.com/watch?v=Q_49iWYE37c,https://i.ytimg.com/vi/BgfFzSt0MfM/default.jpg,120,90,https://i.ytimg.com/vi/BgfFzSt0MfM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BgfFzSt0MfM/hqdefault.jpg,480,360,Asshats Love Johnny Depp!! Johnny Depp Es Racista!!,1,none,David Anderson Thinks Rape Is Rad!! (Amber Heard Playlist!!),https://www.youtube.com/watch?v=Q_49iWYE37c,PT7M,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,6,0,,,,https://i.ytimg.com/vi/BgfFzSt0MfM/sddefault.jpg,640.0,480.0,,,,,,,
youtube#video,vjBuAjJkqf2d8O5id3VCUNvGHos,BzJ2ExoO28M,2021-03-26T21:35:19Z,UCaFhPje-_jfvLywSdL1MOCg,Is Johnny Depp A RAPIST????? (Amber Heard Playlist!!),,https://i.ytimg.com/vi/BzJ2ExoO28M/default.jpg,120,90,https://i.ytimg.com/vi/BzJ2ExoO28M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BzJ2ExoO28M/hqdefault.jpg,480,360,#JOHNNYDEPPBEATSWOMEN Johnny Depp es racista,22,none,Is Johnny Depp A RAPIST????? (Amber Heard Playlist!!),,PT9M14S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,36,0,en-US,en-US,,https://i.ytimg.com/vi/BzJ2ExoO28M/sddefault.jpg,640.0,480.0,,,,,0,,
youtube#video,Kkee1euroTS6gzgmSn9WIIpUZIU,c6MjdWuZKpY,2021-05-31T17:19:18Z,UCy8YFzbkvYTQOQxjgE3UTBQ,"Kaiiju_Yetti Thinks Rape Is Great, (Johnny Depp is a proven rapist!) (Amber Heard Playlist!!)",,https://i.ytimg.com/vi/c6MjdWuZKpY/default.jpg,120,90,https://i.ytimg.com/vi/c6MjdWuZKpY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/c6MjdWuZKpY/hqdefault.jpg,480,360,The Amber Heard Playlist!!,22,none,"Kaiiju_Yetti Thinks Rape Is Great, (Johnny Depp is a proven rapist!) (Amber Heard Playlist!!)",,PT5M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,65,0,,,,,,,,,,['#AmberFBI'],,,
youtube#video,IgZbbDy-wOlG5gN7m6NpYbBpnYs,c6ztK3p4Gqk,2021-08-19T18:44:07Z,UCLw6wkB9hUunjyGEMdj2Vqw,Angel Paúl Dragón Rodríguez MartínezIs A Rape Apologist!! (Amber Heard Playlist!!),https://www.handsoffinitiative.org/how-spot-rape-apologist/,https://i.ytimg.com/vi/c6ztK3p4Gqk/default.jpg,120,90,https://i.ytimg.com/vi/c6ztK3p4Gqk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/c6ztK3p4Gqk/hqdefault.jpg,480,360,Theresa L. Dowling,1,none,Angel Paúl Dragón Rodríguez MartínezIs A Rape Apologist!! (Amber Heard Playlist!!),https://www.handsoffinitiative.org/how-spot-rape-apologist/,PT2M1S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,9,0,,,,https://i.ytimg.com/vi/c6ztK3p4Gqk/sddefault.jpg,640.0,480.0,,,,,,,
youtube#video,7gfDCU90FaGvKYw5pvROC8F-gY4,CO13svnlB0A,2021-04-20T01:32:37Z,UCy8YFzbkvYTQOQxjgE3UTBQ,Johnny Depp is a CrackHead!! For The Rolls of pizza!! (Amber Heard Playlist!!),https://soundcloud.com/zebra404/johnny-depp-is-a-crackhead,https://i.ytimg.com/vi/CO13svnlB0A/default.jpg,120,90,https://i.ytimg.com/vi/CO13svnlB0A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CO13svnlB0A/hqdefault.jpg,480,360,The Amber Heard Playlist!!,22,none,Johnny Depp is a CrackHead!! For The Rolls of pizza!! (Amber Heard Playlist!!),https://soundcloud.com/zebra404/johnny-depp-is-a-crackhead,PT4M45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,72,0,,,,https://i.ytimg.com/vi/CO13svnlB0A/sddefault.jpg,640.0,480.0,,,,,,,
youtube#video,hH-8TyEba8gLjkuh_1Xmj_0JPGg,cppVbDOndlU,2021-04-29T19:53:38Z,UCLw6wkB9hUunjyGEMdj2Vqw,"Raven Simone, Who's Side Are You On?  (Amber Heard Playlist!!)","https://www.newsbreak.com/news/1603321224916/amber-heard-claims-johnny-depp-threatened-to-get-some-black-brothers-to-rape-her


https://www.hollywoodreporter.com/features/hes-radioactive-inside-johnny-depps-self-made-implosion",https://i.ytimg.com/vi/cppVbDOndlU/default.jpg,120,90,https://i.ytimg.com/vi/cppVbDOndlU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/cppVbDOndlU/hqdefault.jpg,480,360,Theresa L. Dowling,1,none,"Raven Simone, Who's Side Are You On?  (Amber Heard Playlist!!)","https://www.newsbreak.com/news/1603321224916/amber-heard-claims-johnny-depp-threatened-to-get-some-black-brothers-to-rape-her


https://www.hollywoodreporter.com/features/hes-radioactive-inside-johnny-depps-self-made-implosion",PT2M8S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,74,0,,,,https://i.ytimg.com/vi/cppVbDOndlU/sddefault.jpg,640.0,480.0,,,,,,,
youtube#video,HCu2Dpc5IRiQ11VLYj9tP25Qd3c,D5blMdjSnXo,2016-02-21T03:00:00Z,UCKBnlTTgEnhIXv_c4LvvyMQ,"Why Amber Rose Organized Her Own SlutWalk | It's Not You, It's Men | Oprah Winfrey Network","Actress/model Amber Rose explains why she organized her own SlutWalk in Los Angeles. For more on #ITSNOTYOUITSMEN, visit http://bit.ly/1OZ7dHq

Find OWN on TV at http://www.oprah.com/FindOWN

#OWNTV  #ITSNOTYOUITSMEN #TyreseGibson
SUBSCRIBE: http://bit.ly/1vqD1PN

Download the Watch OWN App: http://bit.ly/2hr1nX2

About It’s Not You, It’s Men:
It's Not You, It's Men, featuring international movie star, author and platinum recording artist Tyrese Gibson and hip-hop icon, author and reality star Joseph 'Rev Run' Simmons, brings viewers fresh insights on sex, love and relationships.

About OWN:
Oprah Winfrey Network is the first and only network named for, and inspired by, a single iconic leader. Oprah Winfrey's heart and creative instincts inform the brand -- and the magnetism of the channel.

Winfrey provides leadership in programming and attracts superstar talent to join her in primetime, building a global community of like-minded viewers and leading that community to connect on social media and beyond. OWN is a singular destination on cable. Depth with edge. Heart. Star power. Connection. And endless possibilities.

Discover OWN TV:
Find OWN on your TV!: http://bit.ly/1wJ0ugI
Our Fantastic Lineup: http://bit.ly/1qMi2jE

Connect with OWN Online:
Visit the OWN WEBSITE: http://bit.ly/1qMi2jE
Like OWN on FACEBOOK: http://on.fb.me/1AXYujp
Follow OWN on TWITTER: http://bit.ly/1sJin8Y
Follow OWN on INSTAGRAM: http://bit.ly/LnqzMz
Follow OWN on PINTEREST: http://bit.ly/2dvfPeN

Why Amber Rose Organized Her Own SlutWalk | It's Not You, It's Men | Oprah Winfrey Network
http://www.youtube.com/user/OWN",https://i.ytimg.com/vi/D5blMdjSnXo/default.jpg,120,90,https://i.ytimg.com/vi/D5blMdjSnXo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/D5blMdjSnXo/hqdefault.jpg,480,360,OWN,24,none,"Why Amber Rose Organized Her Own SlutWalk | It's Not You, It's Men | Oprah Winfrey Network","Actress/model Amber Rose explains why she organized her own SlutWalk in Los Angeles. For more on #ITSNOTYOUITSMEN, visit http://bit.ly/1OZ7dHq

Find OWN on TV at http://www.oprah.com/FindOWN

#OWNTV  #ITSNOTYOUITSMEN #TyreseGibson
SUBSCRIBE: http://bit.ly/1vqD1PN

Download the Watch OWN App: http://bit.ly/2hr1nX2

About It’s Not You, It’s Men:
It's Not You, It's Men, featuring international movie star, author and platinum recording artist Tyrese Gibson and hip-hop icon, author and reality star Joseph 'Rev Run' Simmons, brings viewers fresh insights on sex, love and relationships.

About OWN:
Oprah Winfrey Network is the first and only network named for, and inspired by, a single iconic leader. Oprah Winfrey's heart and creative instincts inform the brand -- and the magnetism of the channel.

Winfrey provides leadership in programming and attracts superstar talent to join her in primetime, building a global community of like-minded viewers and leading that community to connect on social media and beyond. OWN is a singular destination on cable. Depth with edge. Heart. Star power. Connection. And endless possibilities.

Discover OWN TV:
Find OWN on your TV!: http://bit.ly/1wJ0ugI
Our Fantastic Lineup: http://bit.ly/1qMi2jE

Connect with OWN Online:
Visit the OWN WEBSITE: http://bit.ly/1qMi2jE
Like OWN on FACEBOOK: http://on.fb.me/1AXYujp
Follow OWN on TWITTER: http://bit.ly/1sJin8Y
Follow OWN on INSTAGRAM: http://bit.ly/LnqzMz
Follow OWN on PINTEREST: http://bit.ly/2dvfPeN

Why Amber Rose Organized Her Own SlutWalk | It's Not You, It's Men | Oprah Winfrey Network
http://www.youtube.com/user/OWN",PT2M42S,2d,hd,true,True,rectangular,processed,public,youtube,True,False,False,95336,0,,en,155,https://i.ytimg.com/vi/D5blMdjSnXo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/D5blMdjSnXo/maxresdefault.jpg,1280.0,720.0,"['Oprah', 'Oprah Winfrey', 'Oprah Winfrey Network YouTube', 'why amber rose organized her own slutwalk', 'amber rose oprah', 'Amber Rose', ""It's Not You It's Men"", 'amber rose slutwalk', 'amber rose interview', 'slutwalk', 'Where Are They Now Oprah', 'Iyanla Fix My Life', 'full episodes', 'Oprah Winfrey Show', 'season 1', 'Tyrese', 'Rev Run', 'womans rights', 'womens rights', 'amber rose kanye', 'Valentin Chmerkovskiy\u202c\u202c amber rose', 'amber rose twerking', 'amber rose dancing with the stars', 'amber rose dwts']",786,,
youtube#video,4mwfS2eg6DK5DxsJ01YKe7qgKO8,DQJbNAiy56I,2020-03-28T23:21:46Z,UCVRQqUgDRBevsDGOeE1DL3A,"Joe Biden, Johnny Depp and predatory women","I answer questions about the Biden #MeToo accusation, Depp's lawsuit against Amber Heard and discuss female domestic violence and predatory behaviour. 

Link to the Reason article about Biden:
https://reason.com/2020/03/26/joe-biden-tara-reade-sexual-assault-me-too-believe-women/

Link to the Daily Mail article about the Heard accusations:
https://www.dailymail.co.uk/news/article-8161683/Amber-Heard-loses-bid-50-million-defamation-suit-ex-Johnny-Depp-thrown-he.html

Link to the awesome Quantum Vibe:
https://quantumvibe.com/",https://i.ytimg.com/vi/DQJbNAiy56I/default.jpg,120,90,https://i.ytimg.com/vi/DQJbNAiy56I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DQJbNAiy56I/hqdefault.jpg,480,360,Diana Davison,22,none,"Joe Biden, Johnny Depp and predatory women","I answer questions about the Biden #MeToo accusation, Depp's lawsuit against Amber Heard and discuss female domestic violence and predatory behaviour. 

Link to the Reason article about Biden:
https://reason.com/2020/03/26/joe-biden-tara-reade-sexual-assault-me-too-believe-women/

Link to the Daily Mail article about the Heard accusations:
https://www.dailymail.co.uk/news/article-8161683/Amber-Heard-loses-bid-50-million-defamation-suit-ex-Johnny-Depp-thrown-he.html

Link to the awesome Quantum Vibe:
https://quantumvibe.com/",PT6M44S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,12904,0,,,127,https://i.ytimg.com/vi/DQJbNAiy56I/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/DQJbNAiy56I/maxresdefault.jpg,1280.0,720.0,,1121,,
youtube#video,VCHMYiHBTDV1XTyrEIxo0SUisok,FbqmJygXCxQ,2020-10-25T04:44:40Z,UClx_IR8_yVIKdFVUTdmaZTw,Aquaman 2 Reportedly Has 3 Main Female Characters | Shifting The Focus Off Amber Heard's Mera,"00:00 - Intro Skit 
04:41 - Welcome To DarthNews/Pls Subscribe 
07:00 -  Reads Article by 'We Got This Covered'
09:26 - Article Discussion 
10:57 - RANT 
14:17 - Conclusion & Final Thoughts 
18:23 - Outro




A Friendly Reminder, 
This channel and my of all my content is Always NSFW.
My videos are for viewers at least 16+
*NOT for kids*

So if you're some 9 year old who faked his birthday when you set up your YT account, pls leave. I have a dirty sailor mouth. meaning I'm bad influence for the youth. stay in school and keep your nose clean.  

So Adults, Please Enjoy the Cringey video.
Cheers 🍻 


Please consider supporting my work-
💻 https://darthnews.com/  (merch)
🙏 https://www.patreon.com/darthnews 
💸 CashApp: $DarthNews 
🐦 Twatter: @darth_news
🎶 DikDok: darth_news
📸 Insta: @darth_deadpool / second acct:  @Darth_News 

#Aquaman2 #Dolphin #DarthRANTS #AmberHeard #Update #DarthNews #Insufferable #J4J #BarnWitch #JohnnyDepp #DitchTheWitch  #TheSun #JusticeForJohnny #Mera  #Defamation #Sociopath #DomesticViolence #Metoo #Abuse #Lawsuit #BoycottAquaman2 #JusticeForJohnny #Twitter #Triggered",https://i.ytimg.com/vi/FbqmJygXCxQ/default.jpg,120,90,https://i.ytimg.com/vi/FbqmJygXCxQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FbqmJygXCxQ/hqdefault.jpg,480,360,DarthN3ws,24,none,Aquaman 2 Reportedly Has 3 Main Female Characters | Shifting The Focus Off Amber Heard's Mera,"00:00 - Intro Skit 
04:41 - Welcome To DarthNews/Pls Subscribe 
07:00 -  Reads Article by 'We Got This Covered'
09:26 - Article Discussion 
10:57 - RANT 
14:17 - Conclusion & Final Thoughts 
18:23 - Outro




A Friendly Reminder, 
This channel and my of all my content is Always NSFW.
My videos are for viewers at least 16+
*NOT for kids*

So if you're some 9 year old who faked his birthday when you set up your YT account, pls leave. I have a dirty sailor mouth. meaning I'm bad influence for the youth. stay in school and keep your nose clean.  

So Adults, Please Enjoy the Cringey video.
Cheers 🍻 


Please consider supporting my work-
💻 https://darthnews.com/  (merch)
🙏 https://www.patreon.com/darthnews 
💸 CashApp: $DarthNews 
🐦 Twatter: @darth_news
🎶 DikDok: darth_news
📸 Insta: @darth_deadpool / second acct:  @Darth_News 

#Aquaman2 #Dolphin #DarthRANTS #AmberHeard #Update #DarthNews #Insufferable #J4J #BarnWitch #JohnnyDepp #DitchTheWitch  #TheSun #JusticeForJohnny #Mera  #Defamation #Sociopath #DomesticViolence #Metoo #Abuse #Lawsuit #BoycottAquaman2 #JusticeForJohnny #Twitter #Triggered",PT19M28S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,3003,0,,,160,https://i.ytimg.com/vi/FbqmJygXCxQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/FbqmJygXCxQ/maxresdefault.jpg,1280.0,720.0,"['Amber Heard', 'Mera', 'comedy', 'comedian', 'Netflix', 'stand up comedy', 'social media', 'social justice', 'offensive', 'Hollywood', 'divorce', 'tmz', 'Darth News']",475,,
youtube#video,5YMWaYGo9xibbjoxXT2F7M-c4EY,FlTIEz7jN1I,2017-07-25T20:00:00Z,UCE_--R1P5-kfBzHTca0dsnw,Amber Rose Opens Up About Kanye West Like Never Before,"On today's special #EverydayStruggle episode, Amber Rose talked to Joe Budden and DJ Akademiks about the Blac Chyna and Rob Kardashian drama and reveals that she didn't coach Chyna to finesse Rob. 

Subscribe to Complex on YouTube: https://goo.gl/43ac5w
Check out more of Complex here:
http://www.complex.com
https://twitter.com/Complex
https://www.facebook.com/complex
http://instagram.com/complex
https://plus.google.com/+complex/

COMPLEX is a community of creators and curators, armed with the Internet, committed to surfacing and sharing the voices and conversations that define our new America. Our videos exemplify convergence culture, exploring topics that include music, sneakers, style, sports and pop culture through original shows and Complex News segments. Featuring your favorite celebrities, authoritative commentary, and a unique voice, our videos make culture pop.",https://i.ytimg.com/vi/FlTIEz7jN1I/default.jpg,120,90,https://i.ytimg.com/vi/FlTIEz7jN1I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FlTIEz7jN1I/hqdefault.jpg,480,360,Complex,24,none,Amber Rose Opens Up About Kanye West Like Never Before,"On today's special #EverydayStruggle episode, Amber Rose talked to Joe Budden and DJ Akademiks about the Blac Chyna and Rob Kardashian drama and reveals that she didn't coach Chyna to finesse Rob. 

Subscribe to Complex on YouTube: https://goo.gl/43ac5w
Check out more of Complex here:
http://www.complex.com
https://twitter.com/Complex
https://www.facebook.com/complex
http://instagram.com/complex
https://plus.google.com/+complex/

COMPLEX is a community of creators and curators, armed with the Internet, committed to surfacing and sharing the voices and conversations that define our new America. Our videos exemplify convergence culture, exploring topics that include music, sneakers, style, sports and pop culture through original shows and Complex News segments. Featuring your favorite celebrities, authoritative commentary, and a unique voice, our videos make culture pop.",PT8M14S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,355451,0,,en,984,https://i.ytimg.com/vi/FlTIEz7jN1I/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/FlTIEz7jN1I/maxresdefault.jpg,1280.0,720.0,"['complex', 'complex originals', 'sneakers', 'magazine', 'news', 'entertainment', 'current affairs', 'men', 'man', 'young man', 'culture', 'cool', 'edgy', 'funny', 'complex tv', 'complex media', 'Amber Rose', 'Kanye West', 'EverydayStruggle', 'Joe Budden', 'DJ Akademiks', 'Blac Chyna and Rob', 'Rob Kardashian', 'Blac Chyna']",4421,,
youtube#video,pvr7CMrHEjZ_P6R8UMfGMld2218,GcQItwJpK1M,2021-04-26T22:16:23Z,UCOYvKExtd9jGI1fJvHa32tg,The Police Body cam Footage For Kyarakll4os7 (The Amber Heard Playlist!!),The Daily Mail is a Tabloid-https://www.youtube.com/watch?v=0dbF6fTYKXQ&list=PLgIgJBgEGi09C6I87cVb0EvWDStWmFTKO&index=22&t=72s,https://i.ytimg.com/vi/GcQItwJpK1M/default.jpg,120,90,https://i.ytimg.com/vi/GcQItwJpK1M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/GcQItwJpK1M/hqdefault.jpg,480,360,#JohnnyDeppIsARapist!! #JohnnyDeppesracista,23,none,The Police Body cam Footage For Kyarakll4os7 (The Amber Heard Playlist!!),The Daily Mail is a Tabloid-https://www.youtube.com/watch?v=0dbF6fTYKXQ&list=PLgIgJBgEGi09C6I87cVb0EvWDStWmFTKO&index=22&t=72s,PT3M11S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,15,0,,,,,,,,,,,2,,
youtube#video,L-JEUIekKHHf4_bnNjTaj0tF_rY,gIhJrbFUsc4,2021-04-29T20:25:19Z,UCHEG6fQZtKBf-pzCuzG01Hg,"Raven Simone, Who's Side Are You On?  Amber Heard Playlist!!","https://www.newsbreak.com/news/1603321224916/amber-heard-claims-johnny-depp-threatened-to-get-some-black-brothers-to-rape-her


https://www.hollywoodreporter.com/features/hes-radioactive-inside-johnny-depps-self-made-implosion",https://i.ytimg.com/vi/gIhJrbFUsc4/default.jpg,120,90,https://i.ytimg.com/vi/gIhJrbFUsc4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gIhJrbFUsc4/hqdefault.jpg,480,360,Asshats Love Johnny Depp!! Johnny Depp Es Racista!!,1,none,"Raven Simone, Who's Side Are You On?  Amber Heard Playlist!!","https://www.newsbreak.com/news/1603321224916/amber-heard-claims-johnny-depp-threatened-to-get-some-black-brothers-to-rape-her


https://www.hollywoodreporter.com/features/hes-radioactive-inside-johnny-depps-self-made-implosion",PT2M8S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,72,0,,,,https://i.ytimg.com/vi/gIhJrbFUsc4/sddefault.jpg,640.0,480.0,,,,,1,,
youtube#video,0XTf9_MRNFLN_kZehBbnzZGienU,gPfw0dwNBM4,2021-08-02T16:47:29Z,UCtD-2nsKZg6jyUviLNfGnAg,Why Isn't Johnny Depp In Jail For Raping Amber? Video Links In Description-(Amber Heard Playlist!!),https://www.youtube.com/watch?v=XY7QOlqirns,https://i.ytimg.com/vi/gPfw0dwNBM4/default.jpg,120,90,https://i.ytimg.com/vi/gPfw0dwNBM4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gPfw0dwNBM4/hqdefault.jpg,480,360,#JohnnyDeppIsRacist,22,none,Why Isn't Johnny Depp In Jail For Raping Amber? Video Links In Description-(Amber Heard Playlist!!),https://www.youtube.com/watch?v=XY7QOlqirns,PT6M14S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,37,0,,,,https://i.ytimg.com/vi/gPfw0dwNBM4/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/gPfw0dwNBM4/maxresdefault.jpg,1280.0,720.0,,,,
