kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.tags,snippet.defaultLanguage,contentDetails.regionRestriction.blocked
youtube#video,ftaxeYbmJHmts9nFNINa6k8rX3E,he65DQ3I4rQ,2017-11-15T18:28:29Z,UC8g0oCed9y47zHlAtiokviA,Amber Heard gets racy at GQ Men of the Year aw ards,"'I accept this award on behalf of my dogs': Bisexual actress Amber Heard punches the air victoriously at GQ awards after applauding Australia's yes vote on same sex-marriage... as she's named Woman of the Year.
She's the former wife of Johnny Depp, who was once prosecuted for illegally bringing her dogs to Australia.

And having touched down again in Australia on Wednesday, Amber Heard made a triumphant entrance at the GQ Men of the Year awards in Sydney - and joked about her and her ex-husband's infamous quarantine case.

Amber, who had earlier revealed her joy at the results of the Australian same-sex marriage postal vote, on Instagram, punched her fist in the air with joy as she arrived at the VIP event.",https://i.ytimg.com/vi/he65DQ3I4rQ/default.jpg,120,90,https://i.ytimg.com/vi/he65DQ3I4rQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/he65DQ3I4rQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/he65DQ3I4rQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/he65DQ3I4rQ/maxresdefault.jpg,1280.0,720.0,Celebrity News,24,none,Amber Heard gets racy at GQ Men of the Year aw ards,"'I accept this award on behalf of my dogs': Bisexual actress Amber Heard punches the air victoriously at GQ awards after applauding Australia's yes vote on same sex-marriage... as she's named Woman of the Year.
She's the former wife of Johnny Depp, who was once prosecuted for illegally bringing her dogs to Australia.

And having touched down again in Australia on Wednesday, Amber Heard made a triumphant entrance at the GQ Men of the Year awards in Sydney - and joked about her and her ex-husband's infamous quarantine case.

Amber, who had earlier revealed her joy at the results of the Australian same-sex marriage postal vote, on Instagram, punched her fist in the air with joy as she arrived at the VIP event.",,PT3M50S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,56,0,0,1,"['Amber Heard', 'gets racy at GQ Men of the Year aw.ards', 'Amber Heard gets racy at GQ Men of the Year aw.ards']",,
youtube#video,FPSBg2zA73FhbDfCQXnJk-44DoQ,jXcYhm4Fqmo,2019-06-14T15:33:30Z,UCGPbwzz6by1v5331b-Py7cw,"SÉDUCTION FATALE Bande Annonce VF 2019 Johnny Depp, Amber Heard",,https://i.ytimg.com/vi/jXcYhm4Fqmo/default.jpg,120,90,https://i.ytimg.com/vi/jXcYhm4Fqmo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/jXcYhm4Fqmo/hqdefault.jpg,480,360,,,,,,,Bande d'annonce,25,none,"SÉDUCTION FATALE Bande Annonce VF 2019 Johnny Depp, Amber Heard",,fr,PT2M20S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,181,4,0,0,"[""bande d'annonce"", 'film', 'nouveau', '2019']",,
youtube#video,7fsa71DshMtk-nLOnmoOSfTvpkI,JxiWqx9BTBM,2021-01-01T19:05:22Z,UCC3lnlFZid2nJsBH434Cwtg,Johnny Depp posts his New Year’s wish to all,"Johnny Depp posts his New Year’s wish to all

============= 
Thank for your watching!
#amber heard,johnny depp,1/1/21",https://i.ytimg.com/vi/JxiWqx9BTBM/default.jpg,120,90,https://i.ytimg.com/vi/JxiWqx9BTBM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/JxiWqx9BTBM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/JxiWqx9BTBM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/JxiWqx9BTBM/maxresdefault.jpg,1280.0,720.0,Hollywood News,23,none,Johnny Depp posts his New Year’s wish to all,"Johnny Depp posts his New Year’s wish to all

============= 
Thank for your watching!
#amber heard,johnny depp,1/1/21",,PT1M31S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,334,9,0,2,"['amber heard', 'johnny depp', '1/1/21']",,
youtube#video,F2DNDpg4iOSz4CmuqMWncsG_izM,KpA9AW6Dh1Q,2021-07-09T04:35:21Z,UCJk99lfdAbegdlgGAvZPNkw,Amber Heard New Beautiful😍 attitude🤩 WhatsApp Status Video🔥,,https://i.ytimg.com/vi/KpA9AW6Dh1Q/default.jpg,120,90,https://i.ytimg.com/vi/KpA9AW6Dh1Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KpA9AW6Dh1Q/hqdefault.jpg,480,360,,,,,,,cut status,22,none,Amber Heard New Beautiful😍 attitude🤩 WhatsApp Status Video🔥,,,PT37S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,80,3,0,0,,,
youtube#video,Bn3Z3fzX27y_IFeUAIC1rjdWQV8,mB2YBfzEpjg,2020-07-10T15:09:35Z,UCKcCf2EiHUbUlBg9ZzOdwaQ,EXCLUSIVE: Johnny Depp VS Amber Heard - Day 4,"Johnny Depp arrives at the Royal Courts of Justice for day 4 of his libel trial and waves to BANG's camera on the way in.  

Yesterday (9/7/20) in court it was alleged Depp headbutted ex-wife Amber Heard- which the 57- year-old Pirates of the Caribbean star insisted was accidental. 

Two of Depp's ex- partners, Vanessa Paradis, with who he shares children Lily-Rose and Jack, and Winona Ryder are expected to give their evidence shortly. The case continues.
 
#JohnnyDepp #AmberHeard #JohnnyVsAmber

Subscribe to the BANG Showbiz YouTube channel for more celeb news.

Let's be friends on social media:
Facebook: https://www.facebook.com/BANGshowbiz.celebrity/
Instagram: https://www.instagram.com/bangshowbiz_/
Twitter: https://twitter.com/BANGShowbiz

BANG Showbiz provides the latest celebrity news and gossip videos in any style or format you desire.

Please email videodesk@bangshowbiz.com or find out more about us on http://bangshowbiz.com/ or https://www.linkedin.com/company/bang-showbiz/ if you are interested in our services or would like to licence this video.",https://i.ytimg.com/vi/mB2YBfzEpjg/default.jpg,120,90,https://i.ytimg.com/vi/mB2YBfzEpjg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/mB2YBfzEpjg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/mB2YBfzEpjg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/mB2YBfzEpjg/maxresdefault.jpg,1280.0,720.0,Bang Showbiz,24,none,EXCLUSIVE: Johnny Depp VS Amber Heard - Day 4,"Johnny Depp arrives at the Royal Courts of Justice for day 4 of his libel trial and waves to BANG's camera on the way in.  

Yesterday (9/7/20) in court it was alleged Depp headbutted ex-wife Amber Heard- which the 57- year-old Pirates of the Caribbean star insisted was accidental. 

Two of Depp's ex- partners, Vanessa Paradis, with who he shares children Lily-Rose and Jack, and Winona Ryder are expected to give their evidence shortly. The case continues.
 
#JohnnyDepp #AmberHeard #JohnnyVsAmber

Subscribe to the BANG Showbiz YouTube channel for more celeb news.

Let's be friends on social media:
Facebook: https://www.facebook.com/BANGshowbiz.celebrity/
Instagram: https://www.instagram.com/bangshowbiz_/
Twitter: https://twitter.com/BANGShowbiz

BANG Showbiz provides the latest celebrity news and gossip videos in any style or format you desire.

Please email videodesk@bangshowbiz.com or find out more about us on http://bangshowbiz.com/ or https://www.linkedin.com/company/bang-showbiz/ if you are interested in our services or would like to licence this video.",en-GB,PT38S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,180,,0,0,"['bang', 'bangshowbiz', 'bang showbiz', 'celeb', 'celebrity', 'Showbiz', 'Showbiz News', 'Celeb', 'Celeb news', 'Celebrity News', 'Johnny Depp', 'Amber Heard', 'The Sun', 'Vanessa Paradis', 'Winona Ryder', 'Actor', 'Actress', 'Celeb Trial', 'Celebrity Trial', 'Showbiz Trial', 'Movie', 'Movie News', 'Pirates of the Caribbean', 'Aquaman', 'Fantastic Beasts']",,
youtube#video,hlN2snOA2oS8AQL72pn7zhS81ME,MdJQAjdYcUA,2015-06-26T05:35:18Z,UCtMPkqCchM8pC0GNHVqLE-w,Amber Heard Looks Pretty & Purple at 'Magic Mike XXL' Hollywood Premiere,"Amber Heard is pretty in purple while attending the premiere of her new film Magic Mike XXL held at the TCL Chinese Theatre IMAX on Thursday (June 25) in Hollywood.

The 29-year-old actress was joined by her co-stars Elizabeth Banks, Jada Pinkett Smith, and Andie MacDowell.


Aisha Tyler and Emmanuelle Chriqui were also spotted showing some support for the film, which hits theaters on July 1.

FYI: Amber is wearing a Monique Lhuillier dress with jewels by EFFY, Melissa Kaye, and EF Collection. Elizabeth is wearing Pedro García",https://i.ytimg.com/vi/MdJQAjdYcUA/default.jpg,120,90,https://i.ytimg.com/vi/MdJQAjdYcUA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/MdJQAjdYcUA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/MdJQAjdYcUA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/MdJQAjdYcUA/maxresdefault.jpg,1280.0,720.0,Celebrity News,22,none,Amber Heard Looks Pretty & Purple at 'Magic Mike XXL' Hollywood Premiere,"Amber Heard is pretty in purple while attending the premiere of her new film Magic Mike XXL held at the TCL Chinese Theatre IMAX on Thursday (June 25) in Hollywood.

The 29-year-old actress was joined by her co-stars Elizabeth Banks, Jada Pinkett Smith, and Andie MacDowell.


Aisha Tyler and Emmanuelle Chriqui were also spotted showing some support for the film, which hits theaters on July 1.

FYI: Amber is wearing a Monique Lhuillier dress with jewels by EFFY, Melissa Kaye, and EF Collection. Elizabeth is wearing Pedro García",,PT1M41S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,106,0,0,0,"['Amber Heard', 'pretty', 'purple', 'attending', 'premiere', 'Theatre', 'Andie MacDowell.', 'Aisha Tyler']",,
youtube#video,rN1grYKKt2l8ApHVAfQlt0WvSi8,NJvnGnvcn5A,2016-02-03T16:41:08Z,UCnIVNMtKddvDA9qNlV4tROg,JOHNNY AND AMBER DEPP - ONE YEAR OF MARRIAGE!,Happy First Aniversary to Johnny Depp and Amber Heard!,https://i.ytimg.com/vi/NJvnGnvcn5A/default.jpg,120,90,https://i.ytimg.com/vi/NJvnGnvcn5A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/NJvnGnvcn5A/hqdefault.jpg,480,360,,,,,,,Joanna Mello,22,none,JOHNNY AND AMBER DEPP - ONE YEAR OF MARRIAGE!,Happy First Aniversary to Johnny Depp and Amber Heard!,,PT8M7S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,58578,572,0,176,"['Johnny Depp', 'Amber Heard', 'Johnny and Amber Depp', 'First Wedding Aniversary', 'Marriage', 'Hollywood', 'Couples', 'Love', '2015', '2016', 'Bahamas', 'Caribbean', 'Celebration']",,
youtube#video,Bi4hOS3G54VDc6_dyv2JZIwDtZc,Nu-eSpZZ8wI,2020-06-11T16:30:03Z,UChs7lcuw4qOCxl3SJRPuidQ,Amber Heard reunited with Johnny Depp for his 57-year-old birthday,,https://i.ytimg.com/vi/Nu-eSpZZ8wI/default.jpg,120,90,https://i.ytimg.com/vi/Nu-eSpZZ8wI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Nu-eSpZZ8wI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Nu-eSpZZ8wI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Nu-eSpZZ8wI/maxresdefault.jpg,1280.0,720.0,DT Media,24,none,Amber Heard reunited with Johnny Depp for his 57-year-old birthday,,,PT3M9S,2d,hd,false,False,rectangular,processed,public,youtube,True,False,False,1322,15,0,10,"['DT Media', 'news', 'Amber Heard', 'reunited', 'Johnny Depp', '57-year-old birthday']",,
youtube#video,SLlIMzhMD9fe_HWVWzFFA_S6MEI,pi8NqgXWaxc,2016-06-04T20:18:01Z,UCwl27ct88KlWkcf9QY4iOZg,Amber Heard Photos,,https://i.ytimg.com/vi/pi8NqgXWaxc/default.jpg,120,90,https://i.ytimg.com/vi/pi8NqgXWaxc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pi8NqgXWaxc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/pi8NqgXWaxc/sddefault.jpg,640.0,480.0,,,,Celebrity Photos,22,none,Amber Heard Photos,,,PT4M17S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,28836,233,0,11,,,"['AE', 'AF', 'BH', 'EG', 'EH', 'IQ', 'IR', 'JO', 'KW', 'LB', 'LY', 'OM', 'PS', 'QA', 'SA', 'SD', 'SY', 'YE']"
youtube#video,c43z3RDbPRg7mwatsCcZZ4ZHuZ4,RXNcMgNtpCM,2021-10-31T15:45:00Z,UCAmaiEYnoTgj-dmjp8DpepQ,AMBER FACES 20 YEARS IN JAIL For Hiring A Fraud To Scam Johnny Depp In Court | The Gossipy,"AMBER FACES 20 YEARS IN JAIL For Hiring A Fraud To Scam Johnny Depp In Court | The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
----------------------------------------------------------------------------------------------

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/RXNcMgNtpCM/default.jpg,120,90,https://i.ytimg.com/vi/RXNcMgNtpCM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/RXNcMgNtpCM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/RXNcMgNtpCM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/RXNcMgNtpCM/maxresdefault.jpg,1280.0,720.0,The Gossipy,24,none,AMBER FACES 20 YEARS IN JAIL For Hiring A Fraud To Scam Johnny Depp In Court | The Gossipy,"AMBER FACES 20 YEARS IN JAIL For Hiring A Fraud To Scam Johnny Depp In Court | The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
----------------------------------------------------------------------------------------------

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",en-US,PT4M5S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,727,21,0,5,"['The Gossipy', 'celebrity craze', 'celebrity', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'umbrella guy', 'thatumbrellaguy', 'hollywood life', 'AMBER FACES 20 YEARS IN JAIL For Hiring A Fraud To Scam Johnny Depp In Court', 'celeb news', 'hollywood news']",en-US,
youtube#video,tDSonEavEtSwaqMfQltSOLltyEc,Uh_NYcZCdqQ,2020-04-14T15:28:13Z,UCeooMl4PFAM9kLPHvavt2KQ,Johnny Depp Has NEW Video Evidence On Amber Heard? Or not?,"Johnny Depp Has NEW Video Evidence On Amber Heard? Or not?

My Patreon! Starting at $1.00! https://www.patreon.com/user?u=11797644

MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

FULL CLIP here:https://www.youtube.com/watch?v=6noRYfeELaE

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!

Adega Outlaw Channel : https://www.youtube.com/channel/UC5U65v5_MmwUuM8tWHzYtqQ

rob defends DEPP https://www.youtube.com/watch?v=nzDibsN-L8k

https://cosmicbook.news/joe-rogan-gal-gadot-imagine ROGAN

Adega's Book: https://www.amazon.com/Evolution-Adega/dp/1645305953/ref=sr_1_1?crid=3GE2MYD9LNPMO&keywords=evolution+by+adega&qid=1584844229&sprefix=Evolution+by+%2Caps%2C247&sr=8-1

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods (Amber Turd GOODS!)",https://i.ytimg.com/vi/Uh_NYcZCdqQ/default.jpg,120,90,https://i.ytimg.com/vi/Uh_NYcZCdqQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Uh_NYcZCdqQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Uh_NYcZCdqQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Uh_NYcZCdqQ/maxresdefault.jpg,1280.0,720.0,eHacker,24,none,Johnny Depp Has NEW Video Evidence On Amber Heard? Or not?,"Johnny Depp Has NEW Video Evidence On Amber Heard? Or not?

My Patreon! Starting at $1.00! https://www.patreon.com/user?u=11797644

MY TWITTER: @EnterHacker
MAIL ME: campsmithmedia@gmail.com

FULL CLIP here:https://www.youtube.com/watch?v=6noRYfeELaE

https://christhead.bandcamp.com/releases Chirst Head Album Here!

Patreon Channels! CHECK THEM OUT!

Adega Outlaw Channel : https://www.youtube.com/channel/UC5U65v5_MmwUuM8tWHzYtqQ

rob defends DEPP https://www.youtube.com/watch?v=nzDibsN-L8k

https://cosmicbook.news/joe-rogan-gal-gadot-imagine ROGAN

Adega's Book: https://www.amazon.com/Evolution-Adega/dp/1645305953/ref=sr_1_1?crid=3GE2MYD9LNPMO&keywords=evolution+by+adega&qid=1584844229&sprefix=Evolution+by+%2Caps%2C247&sr=8-1

TitozWorld Channel : https://www.youtube.com/watch?v=2WALmC4JcoA

Teresa Martin : https://www.youtube.com/channel/UCOtslVrAWs_pdhaqqkJ1iyw

TEE SPRING! I have merch. Prices are standard TeeSpring for now.

https://teespring.com/stores/hacker-goods (Amber Turd GOODS!)",,PT6M3S,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,4455,148,0,80,"['amber heard audio', 'amber heard', 'amber heard vs johnny depp', 'amber heard sjw', 'amber herad aquaman 2', 'amber heard aquaman', 'johnny depp and amber heard', 'amber heard vs megan fox']",,
youtube#video,frvFpGxXeBDr3j6ViHT5ub1RVSs,vALZPd_2pig,2020-01-08T11:28:26Z,UCozyCxQBhIgfc09QHpTRJsg,Amber Heard goes make-up free and wears a foot brace under her white bohemian linen dress during New,"Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message. She has been sharing candid updates about her ankle injury to Instagram over the festive season.And Amber Heard didn't let her foot brace ruin her New Year's getaway to Maui, Hawaii, as she was seen enjoying a beach hike in Hana with friends last week.The Aquaman star, 33, who jetted back to Vancouver on Tuesday, looked radiant as she went make-up free for the idyllic outing.   Amber wore a white bohemian linen midi dress, which cinched in at the waist, with a lace camisole underneath.   Adding some glamorous touches, the star accessorised her look with a collection of chunky gold jewellery and a slip-on brown heeled mule on her uninjured foot.Amber left her blonde locks loose into a relaxed tousled hairdo which she later plaited into a loose ponytail.   Despite her ankle injury, the actress didn't let it ruin her getaway as she appeared in good spirits during the hike, sitting on rocks and walking along the beach with her pals.It is not known how Amber hurt herself but the star has been sharing several candid updates about her foot brace to Instagram.MailOnline has contacted Amber's representative for comment.  In one picture, posted on New Year's Day, the Justice League actress posed on a rock with her injured ankle in the air while wearing a pair of skinny jeans and a skimpy low-cut vest top. She captioned it: 'Kicking this year off feeling booty-licious.'   The star also shared a selfie of herself with friends and in front of a vending machine with the ankle brace on, she penned: 'Feel lucky to have been able to hobble down to the most exquisite black sand beach in Hawaii.'While Amber also posted two different photos of herself in a bikini, one reading on the beach with the other showing her pose next to a swimming pool.She captioned them respectively: 'Obviously swimming wasn’t on the agenda' and 'never let a boot get in the way of your dreams'.  It is not known how Amber hurt herself, but she went straight to the doctors after landing back in Canada on Tuesday. Amber posted a video of herself in a medical centre as she waved a plastic skeleton ankle in the air. She later bemoaned the end of her holiday to her Instagram Stories, she said: 'If you squint your eyes it's almost like Hawaii again, right?'    It comes as Amber's next TV miniseries The Stand, based on the Stephen King post-apocalyptic epic, is due out this yearShe will play Nadine Cross, opposite Alexander Skarsgard and Whoopi Goldberg, among others.Her romantic thriller Run Away With Me, also due out this year is in pre-production and Aquaman 2 has been announced for 2022.   Amber remains embroiled in a defamation lawsuit with her ex-husband, Johnny Depp, 56.He sued Amber earlier this year for $50 milli",https://i.ytimg.com/vi/vALZPd_2pig/default.jpg,120,90,https://i.ytimg.com/vi/vALZPd_2pig/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vALZPd_2pig/hqdefault.jpg,480,360,,,,,,,News USA,22,none,Amber Heard goes make-up free and wears a foot brace under her white bohemian linen dress during New,"Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message. She has been sharing candid updates about her ankle injury to Instagram over the festive season.And Amber Heard didn't let her foot brace ruin her New Year's getaway to Maui, Hawaii, as she was seen enjoying a beach hike in Hana with friends last week.The Aquaman star, 33, who jetted back to Vancouver on Tuesday, looked radiant as she went make-up free for the idyllic outing.   Amber wore a white bohemian linen midi dress, which cinched in at the waist, with a lace camisole underneath.   Adding some glamorous touches, the star accessorised her look with a collection of chunky gold jewellery and a slip-on brown heeled mule on her uninjured foot.Amber left her blonde locks loose into a relaxed tousled hairdo which she later plaited into a loose ponytail.   Despite her ankle injury, the actress didn't let it ruin her getaway as she appeared in good spirits during the hike, sitting on rocks and walking along the beach with her pals.It is not known how Amber hurt herself but the star has been sharing several candid updates about her foot brace to Instagram.MailOnline has contacted Amber's representative for comment.  In one picture, posted on New Year's Day, the Justice League actress posed on a rock with her injured ankle in the air while wearing a pair of skinny jeans and a skimpy low-cut vest top. She captioned it: 'Kicking this year off feeling booty-licious.'   The star also shared a selfie of herself with friends and in front of a vending machine with the ankle brace on, she penned: 'Feel lucky to have been able to hobble down to the most exquisite black sand beach in Hawaii.'While Amber also posted two different photos of herself in a bikini, one reading on the beach with the other showing her pose next to a swimming pool.She captioned them respectively: 'Obviously swimming wasn’t on the agenda' and 'never let a boot get in the way of your dreams'.  It is not known how Amber hurt herself, but she went straight to the doctors after landing back in Canada on Tuesday. Amber posted a video of herself in a medical centre as she waved a plastic skeleton ankle in the air. She later bemoaned the end of her holiday to her Instagram Stories, she said: 'If you squint your eyes it's almost like Hawaii again, right?'    It comes as Amber's next TV miniseries The Stand, based on the Stephen King post-apocalyptic epic, is due out this yearShe will play Nadine Cross, opposite Alexander Skarsgard and Whoopi Goldberg, among others.Her romantic thriller Run Away With Me, also due out this year is in pre-production and Aquaman 2 has been announced for 2022.   Amber remains embroiled in a defamation lawsuit with her ex-husband, Johnny Depp, 56.He sued Amber earlier this year for $50 milli",,PT3M52S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,228,0,0,0,"['dailymail', 'tvshowbiz trump today news', 'today in news', 'fox news today', 'fox news', 'breaking news today', 'breaking news', 'usa today', 'usa today news']",,
youtube#video,AeRGmCH92l2M9hFpVGKCD9PR4xw,VFG9PEdpM8M,2017-09-21T14:56:39Z,UCher35zjLpRxni8oDJmYYnw,"Aquaman Movie 2018 Extended official Trailer - Jason Momoa, Amber Heard",This is a new extended trailer movie of aquaman 2018,https://i.ytimg.com/vi/VFG9PEdpM8M/default.jpg,120,90,https://i.ytimg.com/vi/VFG9PEdpM8M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/VFG9PEdpM8M/hqdefault.jpg,480,360,,,,,,,New Movie Trailer,22,none,"Aquaman Movie 2018 Extended official Trailer - Jason Momoa, Amber Heard",This is a new extended trailer movie of aquaman 2018,,PT1M3S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,104,1,0,0,"['Aquaman', 'trailer', 'trailer 2018', 'aquaman 2018', 'aquaman movie', 'extended trailer', 'warner bross', 'jason', 'jason momoa', 'amber', 'amber heard', 'new trailer', 'justice', 'injustice', 'justice league', 'wonder woman', 'justice league trailer']",,
youtube#video,7UztYFp97IaKpxW-fRkRxLh5E38,xs0THjjLeb0,2009-12-12T23:05:50Z,UCyhiTNu8ow0BHoRtdphikxA,Amber Heard - Maxim Photoshoots 2008,,https://i.ytimg.com/vi/xs0THjjLeb0/default.jpg,120,90,https://i.ytimg.com/vi/xs0THjjLeb0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xs0THjjLeb0/hqdefault.jpg,480,360,,,,,,,pasisiek,22,none,Amber Heard - Maxim Photoshoots 2008,,,PT1M32S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,52556,62,0,2,"['2008', 'Photoshoots', 'Maxim']",,
