kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.favoriteCount,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.tags,statistics.likeCount,statistics.commentCount,snippet.defaultAudioLanguage,snippet.defaultLanguage,contentDetails.regionRestriction.blocked
youtube#video,5mNKt8cLpfz-uT5j6XgMg6Dy48c,sRuOuI0A8-w,2021-09-30T16:34:22Z,UCHEG6fQZtKBf-pzCuzG01Hg,"Johnny Depp a menacé de ""brûler et de noyer"" Amber Heard dans des messages choquants",https://translate.google.fr/translate?hl=fr&sl=en&u=https://metro.co.uk/2020/02/27/johnny-depp-threatened-burn-drown-amber-heard-shocking-messages-12313416/&prev=search&pto=aue,https://i.ytimg.com/vi/sRuOuI0A8-w/default.jpg,120,90,https://i.ytimg.com/vi/sRuOuI0A8-w/mqdefault.jpg,320,180,https://i.ytimg.com/vi/sRuOuI0A8-w/hqdefault.jpg,480,360,https://i.ytimg.com/vi/sRuOuI0A8-w/sddefault.jpg,640.0,480.0,Asshats Love Johnny Depp!! Johnny Depp Es Racista!!,1,none,"Johnny Depp a menacé de ""brûler et de noyer"" Amber Heard dans des messages choquants",https://translate.google.fr/translate?hl=fr&sl=en&u=https://metro.co.uk/2020/02/27/johnny-depp-threatened-burn-drown-amber-heard-shocking-messages-12313416/&prev=search&pto=aue,PT4M8S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2,0,https://i.ytimg.com/vi/sRuOuI0A8-w/maxresdefault.jpg,1280.0,720.0,,,,,,
youtube#video,INWcOfdZbXcKZP0TDqFEiv_pe9o,tCe63wFs3Qg,2021-12-22T11:22:12Z,UCUeWtcurfRZ838t1VlyQ9XA,⛓⛓⛓: Karmic’s Sold there Soul to the Devil🙏 doing this BlackMagic ( Karma) 🥶🙏🙏💔👀,"If you would like to donate to this platform you can cash app @Amber8Rose, if you would like to donate to this platform you can cash app @Deedeestyles ty for your Support 🌹🙏❤️",https://i.ytimg.com/vi/tCe63wFs3Qg/default.jpg,120,90,https://i.ytimg.com/vi/tCe63wFs3Qg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tCe63wFs3Qg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/tCe63wFs3Qg/sddefault.jpg,640.0,480.0,Amber Rose Highly Intutive,22,none,⛓⛓⛓: Karmic’s Sold there Soul to the Devil🙏 doing this BlackMagic ( Karma) 🥶🙏🙏💔👀,"If you would like to donate to this platform you can cash app @Amber8Rose, if you would like to donate to this platform you can cash app @Deedeestyles ty for your Support 🌹🙏❤️",PT1H55M7S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,773,0,https://i.ytimg.com/vi/tCe63wFs3Qg/maxresdefault.jpg,1280.0,720.0,,101,4,,,
youtube#video,4ICAf04ELz8p7_I7jRVVXvTGimM,TGQSx3cjxEw,2020-10-16T06:32:36Z,UCG2QYlhnYYxksvv6ve11ijw,Johnny Depp’s Text Messages to Paul Bettany That Amber Heard Should Burn and Drown !!,Johnny Depp was texting his friend Paul Bettany that Amber Heard should burn and drown !!,https://i.ytimg.com/vi/TGQSx3cjxEw/default.jpg,120,90,https://i.ytimg.com/vi/TGQSx3cjxEw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/TGQSx3cjxEw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/TGQSx3cjxEw/sddefault.jpg,640.0,480.0,Rob's Rules,24,none,Johnny Depp’s Text Messages to Paul Bettany That Amber Heard Should Burn and Drown !!,Johnny Depp was texting his friend Paul Bettany that Amber Heard should burn and drown !!,PT6M28S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,2510,0,https://i.ytimg.com/vi/TGQSx3cjxEw/maxresdefault.jpg,1280.0,720.0,"['amber heard', 'amber heard and johnny depp', 'amber heard johnny depp', 'amber heard johnny depp court', 'amber heard johnny depp fight', 'amber heard johnny depp trial', 'amber heard vs johnny depp', 'johnny depp', 'johnny depp amber heard', 'johnny depp amber heard court', 'johnny depp amber heard fight', 'johnny depp amber heard trial', 'johnny depp vs amber heard', 'justice for johnny depp', 'more onjohnny depp', 'pirates of the caribbean', 'the sun', 'johnny depp divorce', 'johnny depp trial']",127,97,en,,
youtube#video,0sJT0x9NOE2SLWd6AlSdOU4mncI,Tvspr4iRf7g,2014-01-21T21:28:55Z,UC5c5eZoGdBtTvVThDcmGCow,3 Days To Kill Official MovieTrailer - HD,"Director: McG
Starring: Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Scott Burn, Big John",https://i.ytimg.com/vi/Tvspr4iRf7g/default.jpg,120,90,https://i.ytimg.com/vi/Tvspr4iRf7g/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Tvspr4iRf7g/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Tvspr4iRf7g/sddefault.jpg,640.0,480.0,The Movie House,24,none,3 Days To Kill Official MovieTrailer - HD,"Director: McG
Starring: Kevin Costner, Amber Heard, Hailee Steinfeld, Connie Nielsen, Scott Burn, Big John",PT2M42S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,6,0,https://i.ytimg.com/vi/Tvspr4iRf7g/maxresdefault.jpg,1280.0,720.0,"['Kevin Costner', 'Amber Heard', 'Hailee Steinfeld', 'Connie Nielsen', 'Scott Burn', 'Big John', 'McG', '3 Days To Kill', 'Official Trailer']",0,0,,,"['AS', 'FM', 'GU', 'MH', 'MP', 'PR']"
youtube#video,w0fdCzJLIqMrhpiV4rfuhUpHSmQ,U2Z1GB5c9yk,2020-03-01T09:33:16Z,UClx_IR8_yVIKdFVUTdmaZTw,"Depp's Lawyer Fires Back After ""Disturbing"" Text Read In Court. It's Over Amber Hope It Was Worth It","I sure hope this video helps quench your thirst for some Amberade. Honestly, I'm essentially just makin this video off the cuff as a filler until some big news drops. Enjoy.. or don't.  I really don't give a  Shish kebab

#AmberHeard #JohnnyDepp #iDubbbzTV #JusticeForJohnny #DefenseTeam #DarthNews #Context #FakeFeminst #Hetoo #Mgtow",https://i.ytimg.com/vi/U2Z1GB5c9yk/default.jpg,120,90,https://i.ytimg.com/vi/U2Z1GB5c9yk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/U2Z1GB5c9yk/hqdefault.jpg,480,360,https://i.ytimg.com/vi/U2Z1GB5c9yk/sddefault.jpg,640.0,480.0,DarthN3ws,24,none,"Depp's Lawyer Fires Back After ""Disturbing"" Text Read In Court. It's Over Amber Hope It Was Worth It","I sure hope this video helps quench your thirst for some Amberade. Honestly, I'm essentially just makin this video off the cuff as a filler until some big news drops. Enjoy.. or don't.  I really don't give a  Shish kebab

#AmberHeard #JohnnyDepp #iDubbbzTV #JusticeForJohnny #DefenseTeam #DarthNews #Context #FakeFeminst #Hetoo #Mgtow",PT20M38S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,11935,0,https://i.ytimg.com/vi/U2Z1GB5c9yk/maxresdefault.jpg,1280.0,720.0,"['domestic violence', 'abuse', 'abused', 'abusive', 'amber heard', 'Johnny Depp', 'media', 'fake news', 'Instagram', 'Ryan Reynolds', 'trump', 'maga', 'Deadpool', 'marvel', 'Disney', 'Joe Rogan', 'cosplay', 'movies', 'actors', 'Hollywood', 'aquaman 2', 'leaked', 'manipulator', 'liar', 'oscar party', 'offensive', 'triggered', 'fandom menace', 'news', 'trending', 'fox news', 'cnn', 'snowflake', 'sjw', 'TMZ', 'Tim Pool', 'the quartering', 'gamer', 'gaming', 'conservative', 'INSTAGRAM', 'models', 'elitists', 'Ben Shapiro', 'Steven Crowder', 'iDubbbzTV', 'iDubbbz']",703,245,,,
youtube#video,mxLMxkgQVvvJprnyUlroHGTioKI,uXKeIYHv_2U,2021-09-30T15:57:18Z,UCOYvKExtd9jGI1fJvHa32tg,"Johnny Depp a menacé de ""brûler et de noyer"" Amber Heard dans des messages choquants",https://translate.google.fr/translate?hl=fr&sl=en&u=https://metro.co.uk/2020/02/27/johnny-depp-threatened-burn-drown-amber-heard-shocking-messages-12313416/&prev=search&pto=aue,https://i.ytimg.com/vi/uXKeIYHv_2U/default.jpg,120,90,https://i.ytimg.com/vi/uXKeIYHv_2U/mqdefault.jpg,320,180,https://i.ytimg.com/vi/uXKeIYHv_2U/hqdefault.jpg,480,360,https://i.ytimg.com/vi/uXKeIYHv_2U/sddefault.jpg,640.0,480.0,#JohnnyDeppIsARapist!! #JohnnyDeppesracista,22,none,"Johnny Depp a menacé de ""brûler et de noyer"" Amber Heard dans des messages choquants",https://translate.google.fr/translate?hl=fr&sl=en&u=https://metro.co.uk/2020/02/27/johnny-depp-threatened-burn-drown-amber-heard-shocking-messages-12313416/&prev=search&pto=aue,PT4M8S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,14,0,https://i.ytimg.com/vi/uXKeIYHv_2U/maxresdefault.jpg,1280.0,720.0,,,,,,
youtube#video,11phyKRw_9bH75pWKntX5IpyuC8,UZSvuSaHWck,2021-12-21T14:09:40Z,UC9wGRQa-JiXIbwjGDl5SSgw,"Day in My Life Vlog, Current Reads & My 2022 Planner│VLOGMAS 2021","ITEMS/THINGS MENTIONED 🔗

-------------------

MY LINKS ➡️
Join the Patreon: http://patreon.com/byamberburns
Blog: http://byamberburns.com
Instagram: http://instagram.com/byamberburns
Twitter: http://twitter.com/byamberburns
Goodreads: https://www.goodreads.com/byamberburns
My Podcast: http://tyfapodcast.com/

-------------------

FILMING EQUIPMENT 📷️
Main camera: https://bit.ly/3isBq8N
Lens: https://bit.ly/2XTpS55
Vlog camera: https://bit.ly/3p2qiC3
Ring light: https://bit.ly/38Y3n5u
Microphone https://bit.ly/2XX8nAE
External hard drive: https://bit.ly/3oZPEAD
I use Final Cut Pro to edit my videos 

-------------------

DISCOUNTS & CODES 💰️
Get 15% off Equilibria CBD Products https://bit.ly/2WlGySF
2 FREE months of Scribd https://bit.ly/2WkxvRZ

-------------------

🔺 FTC Disclaimer: Some links above are connected to affiliate programs, meaning I earn a small commission if you make a purchase at no cost to you. All sponsorships and partnerships will be clearly noted in videos!

-------------------
🎵 Music :: Epidemic Sound",https://i.ytimg.com/vi/UZSvuSaHWck/default.jpg,120,90,https://i.ytimg.com/vi/UZSvuSaHWck/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UZSvuSaHWck/hqdefault.jpg,480,360,,,,Amber Burns,22,none,"Day in My Life Vlog, Current Reads & My 2022 Planner│VLOGMAS 2021","ITEMS/THINGS MENTIONED 🔗

-------------------

MY LINKS ➡️
Join the Patreon: http://patreon.com/byamberburns
Blog: http://byamberburns.com
Instagram: http://instagram.com/byamberburns
Twitter: http://twitter.com/byamberburns
Goodreads: https://www.goodreads.com/byamberburns
My Podcast: http://tyfapodcast.com/

-------------------

FILMING EQUIPMENT 📷️
Main camera: https://bit.ly/3isBq8N
Lens: https://bit.ly/2XTpS55
Vlog camera: https://bit.ly/3p2qiC3
Ring light: https://bit.ly/38Y3n5u
Microphone https://bit.ly/2XX8nAE
External hard drive: https://bit.ly/3oZPEAD
I use Final Cut Pro to edit my videos 

-------------------

DISCOUNTS & CODES 💰️
Get 15% off Equilibria CBD Products https://bit.ly/2WlGySF
2 FREE months of Scribd https://bit.ly/2WkxvRZ

-------------------

🔺 FTC Disclaimer: Some links above are connected to affiliate programs, meaning I earn a small commission if you make a purchase at no cost to you. All sponsorships and partnerships will be clearly noted in videos!

-------------------
🎵 Music :: Epidemic Sound",PT23M11S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,451,0,,,,,46,7,,,
youtube#video,berlk8n00UeH2wAozh-9NN56XLs,wBvpbIp6ZNc,2020-05-12T00:23:24Z,UCPxQ9aJTC-dh1Y-lcMX7gXQ,Johnny Depp threatened to ‘burn and drown’ Amber Heard in shocking messages  - Latest News,"Music in Video :

Beautiful Sea 
Deezer: https://www.deezer.com/album/115329842
Spotify: https://open.spotify.com/album/7A1o9o8AIs47HeRp1JFInn
Apple Music: https://itunes.apple.com/album/id1483786765?app=music
iTunes Store: https://itunes.apple.com/album/id1483786765

Tender Melody
Deezer: https://www.deezer.com/album/114556562
Spotify: https://open.spotify.com/album/5Q7svqa6e3MH5ChaqXwiEV


House and Happiness
Deezer: https://www.deezer.com/album/138648602
Spotify: https://open.spotify.com/album/4wCzuWqGspuCPJc6Zx1tOQ


Happy Home
Deezer: https://www.deezer.com/album/138662522
Spotify: https://open.spotify.com/album/6ZidJtEwOm2QwLckkfBQs6
Apple Music: https://itunes.apple.com/album/id1504992522?app=music
iTunes Store: https://itunes.apple.com/album/id1504992522




Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.",https://i.ytimg.com/vi/wBvpbIp6ZNc/default.jpg,120,90,https://i.ytimg.com/vi/wBvpbIp6ZNc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wBvpbIp6ZNc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/wBvpbIp6ZNc/sddefault.jpg,640.0,480.0,LATEST NEWS 24/7,22,none,Johnny Depp threatened to ‘burn and drown’ Amber Heard in shocking messages  - Latest News,"Music in Video :

Beautiful Sea 
Deezer: https://www.deezer.com/album/115329842
Spotify: https://open.spotify.com/album/7A1o9o8AIs47HeRp1JFInn
Apple Music: https://itunes.apple.com/album/id1483786765?app=music
iTunes Store: https://itunes.apple.com/album/id1483786765

Tender Melody
Deezer: https://www.deezer.com/album/114556562
Spotify: https://open.spotify.com/album/5Q7svqa6e3MH5ChaqXwiEV


House and Happiness
Deezer: https://www.deezer.com/album/138648602
Spotify: https://open.spotify.com/album/4wCzuWqGspuCPJc6Zx1tOQ


Happy Home
Deezer: https://www.deezer.com/album/138662522
Spotify: https://open.spotify.com/album/6ZidJtEwOm2QwLckkfBQs6
Apple Music: https://itunes.apple.com/album/id1504992522?app=music
iTunes Store: https://itunes.apple.com/album/id1504992522




Thanks for watching my video. 
If you like my videos, please subscribe to the channel to receive the latest videos 
Videos can use content-based copyright law contains reasonable use Fair Use (https://www.youtube.com/yt/copyright/). 
For any copyright, please send me a message.",PT4M21S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,31,0,https://i.ytimg.com/vi/wBvpbIp6ZNc/maxresdefault.jpg,1280.0,720.0,"['MoreAmber Heard', 'Johnny Depp']",0,3,,,
youtube#video,9wrD712mtj_JhyhmwJxm5Ymgjxs,wfgbfLbp1JY,2021-11-19T20:41:17Z,UCy8YFzbkvYTQOQxjgE3UTBQ,What If Amber Heard KILLED Johnny Depp?  (Amber Heard Playlist!!),"Video I just made that explains perfect defense from todays news--https://youtu.be/qTZZCMpBKGg
https://www.mirror.co.uk/3am/celebrity-news/johnny-depp-told-amber-heard-22383696
https://www.legalmatch.com/law-library/article/defenses-to-a-homicide-charge.html",https://i.ytimg.com/vi/wfgbfLbp1JY/default.jpg,120,90,https://i.ytimg.com/vi/wfgbfLbp1JY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wfgbfLbp1JY/hqdefault.jpg,480,360,https://i.ytimg.com/vi/wfgbfLbp1JY/sddefault.jpg,640.0,480.0,The Amber Heard Playlist!!,22,none,What If Amber Heard KILLED Johnny Depp?  (Amber Heard Playlist!!),"Video I just made that explains perfect defense from todays news--https://youtu.be/qTZZCMpBKGg
https://www.mirror.co.uk/3am/celebrity-news/johnny-depp-told-amber-heard-22383696
https://www.legalmatch.com/law-library/article/defenses-to-a-homicide-charge.html",PT7M44S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,41,0,,,,,,,,,
youtube#video,vuxdh7f_8nF6Gu5QVZQSGw5t7js,X8MOiA15Rog,2018-04-07T16:17:56Z,UCmnOz2Ih-fAMU7a4Q57RZPA,"Syrup Movie Trailer kr, Amber Heard, Shiloh Fernandez, Kellan Lutz, Brittany Snow","Syrup 

Release Year :  2013
Director: Aram Rappaport
Starring : Amber Heard, Shiloh Fernandez, Kellan Lutz, Brittany Snow

► SUBSCRIBE for more New Movie Trailers : http://bit.ly/MovieTrailerSubscribe
► YouTube : http://bit.ly/MovieTrailerkr
► Official Site: http://www.movietrailer.kr",https://i.ytimg.com/vi/X8MOiA15Rog/default.jpg,120,90,https://i.ytimg.com/vi/X8MOiA15Rog/mqdefault.jpg,320,180,https://i.ytimg.com/vi/X8MOiA15Rog/hqdefault.jpg,480,360,,,,금광_찾을까 말까_,1,none,"Syrup Movie Trailer kr, Amber Heard, Shiloh Fernandez, Kellan Lutz, Brittany Snow","Syrup 

Release Year :  2013
Director: Aram Rappaport
Starring : Amber Heard, Shiloh Fernandez, Kellan Lutz, Brittany Snow

► SUBSCRIBE for more New Movie Trailers : http://bit.ly/MovieTrailerSubscribe
► YouTube : http://bit.ly/MovieTrailerkr
► Official Site: http://www.movietrailer.kr",PT1M42S,2d,sd,false,False,rectangular,processed,public,youtube,True,False,False,131,0,,,,"['Syrup', 'Aram Rappaport', 'Amber Heard', 'Shiloh Fernandez', 'Kellan Lutz', 'Brittany Snow']",1,0,en-US,,
youtube#video,W3kwgTO3fS7kZY6Lig70NKaDft8,xQ-dDsy_tEw,2021-12-29T18:09:24Z,UC8yy5H6pvZ6ueaOUQ3DVaog,J. Cole - She Knows (feat. Amber Coffman & Cults) (Lyrics),"J. Cole - She Knows (feat. Amber Coffman & Cults) (Lyrics)
Song: She Knows (feat. Amber Coffman & Cults) J. Cole
#J.Cole #SheKnows #ParadiseSneaks
J. Cole - She Knows (feat. Amber Coffman & Cults) Lyrics:
She knows, she knows
Oh I, oh I-I-I
Well alright
Oh I, oh I-I-I
Well alright
Damned if I do
Damned if I don't
You know I got a girl back home
You got a man what you want, what you want
What these bitches want from a nigga
On some DMX shit
I know them other niggas love tricking
On some BMX shit
But not me
Now I'm sure you done heard about me
A black star, Mos Def, Kweli
Good southern bad hoes try me, they try me
This is Martin Luther King in the club
Getting dubs, with a bad bitch
In his ear sayin' she down for whatever
In the back of his mind is Coretta
She knows, she knows
And I know she knows, and I know she knows
And deep down she knows, she knows
And I know she knows, and I know she knows
Well alright
Oh I, oh I-I-I
I can't be what you want from me
Well alright
Oh I, oh I-I-I
I can't be what you want from me
Well alright
Damned if I do
Damned if I don't
I'm passing up on bad hoes
Trying to be the man that she want, what she want
What she want from a nigga
To put a ring on it
Got a bitch on my dick right now
And she just want to sing on it
Got me up so high
Trying to get a piece of that apple pie
I be up so high
Trying to get a piece of that apple pie
Dancehall vibes with my pants on fire
'Cause I told her I was sleeping
'Cause I creep with this pretty young thing that I chose
That she could be doing the same thing I suppose
She knows, she knows
And I know she knows, and I know she knows
And deep down she knows, she knows
And I know she knows, and I know she knows
Well alright
Oh I, oh I-I-I
I can't be what you want from me
Well alright
Oh I, oh I-I-I
I can't be what you want from me
Well alright
My niggas say turn up, hoes say turn up
Only bad thing about a star is they burn up
Niggas say turn up, hoes say turn up
Only bad thing about a star is they burn up
Rest in peace to Aaliyah
Rest in peace to Left Eye
Michael Jackson, I'll see ya
Just as soon as I die
Got me up so high, trying to get a piece of that apple pie
I be up so high, trying to get a piece of that apple pie
Got me up so high, trying to get a piece of that apple pie
I be up so high, trying to get a piece of that apple pie
Well alright
Oh I, oh I-I-I
I can't be what you want from me
Well alright
Oh I, oh I-I-I
I can't be what you want from me
Well alright

Video tags:
J. Cole She Knows She Knows J. Cole J. Cole She Knows lyrics She Knows She Knows lyrics J. Cole She Knows lyrics J. Cole lyrics She Knows She Knows lyrics J. Cole She Knows J. Cole lyrics lyrics J. Cole She Knows lyrics She Knows J. Cole Paradise Sneaks Sneak Paradise",https://i.ytimg.com/vi/xQ-dDsy_tEw/default.jpg,120,90,https://i.ytimg.com/vi/xQ-dDsy_tEw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xQ-dDsy_tEw/hqdefault.jpg,480,360,,,,Paradise Sneaks ,10,none,J. Cole - She Knows (feat. Amber Coffman & Cults) (Lyrics),"J. Cole - She Knows (feat. Amber Coffman & Cults) (Lyrics)
Song: She Knows (feat. Amber Coffman & Cults) J. Cole
#J.Cole #SheKnows #ParadiseSneaks
J. Cole - She Knows (feat. Amber Coffman & Cults) Lyrics:
She knows, she knows
Oh I, oh I-I-I
Well alright
Oh I, oh I-I-I
Well alright
Damned if I do
Damned if I don't
You know I got a girl back home
You got a man what you want, what you want
What these bitches want from a nigga
On some DMX shit
I know them other niggas love tricking
On some BMX shit
But not me
Now I'm sure you done heard about me
A black star, Mos Def, Kweli
Good southern bad hoes try me, they try me
This is Martin Luther King in the club
Getting dubs, with a bad bitch
In his ear sayin' she down for whatever
In the back of his mind is Coretta
She knows, she knows
And I know she knows, and I know she knows
And deep down she knows, she knows
And I know she knows, and I know she knows
Well alright
Oh I, oh I-I-I
I can't be what you want from me
Well alright
Oh I, oh I-I-I
I can't be what you want from me
Well alright
Damned if I do
Damned if I don't
I'm passing up on bad hoes
Trying to be the man that she want, what she want
What she want from a nigga
To put a ring on it
Got a bitch on my dick right now
And she just want to sing on it
Got me up so high
Trying to get a piece of that apple pie
I be up so high
Trying to get a piece of that apple pie
Dancehall vibes with my pants on fire
'Cause I told her I was sleeping
'Cause I creep with this pretty young thing that I chose
That she could be doing the same thing I suppose
She knows, she knows
And I know she knows, and I know she knows
And deep down she knows, she knows
And I know she knows, and I know she knows
Well alright
Oh I, oh I-I-I
I can't be what you want from me
Well alright
Oh I, oh I-I-I
I can't be what you want from me
Well alright
My niggas say turn up, hoes say turn up
Only bad thing about a star is they burn up
Niggas say turn up, hoes say turn up
Only bad thing about a star is they burn up
Rest in peace to Aaliyah
Rest in peace to Left Eye
Michael Jackson, I'll see ya
Just as soon as I die
Got me up so high, trying to get a piece of that apple pie
I be up so high, trying to get a piece of that apple pie
Got me up so high, trying to get a piece of that apple pie
I be up so high, trying to get a piece of that apple pie
Well alright
Oh I, oh I-I-I
I can't be what you want from me
Well alright
Oh I, oh I-I-I
I can't be what you want from me
Well alright

Video tags:
J. Cole She Knows She Knows J. Cole J. Cole She Knows lyrics She Knows She Knows lyrics J. Cole She Knows lyrics J. Cole lyrics She Knows She Knows lyrics J. Cole She Knows J. Cole lyrics lyrics J. Cole She Knows lyrics She Knows J. Cole Paradise Sneaks Sneak Paradise",PT5M58S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,0,0,,,,"['Paradise Sneaks', 'Sneak Paradise']",0,1,en-US,,
youtube#video,6Ft_YDDX2xgmlNjGagH7_rY9Bg4,xSR_Sy5wnhw,2020-01-27T19:56:15Z,UCr-pmETP-Y_2OxNGTKZHGiw,BURN IT DOWN (this is an original),"I wrote this song JUST FOR YOU but also for anyone who's ever beat you to a breakup

soundcloud: amberlaundry
instagram: scamberlandry
twitter: 4mberland


LYRICS


What do you see
in the smoke rising from the old ash tree
warm, golden leak
spilling our guts into the next century


I’ll tell you what i heard
in the cinders of crackling branches
names intertwined 
a vessel encircled so amorously 


who else do you think wanted to burn it down
who else would it be
oh dear god i wish it was me


who will i be
bitterness clung to what used to be
the roots on the old ash tree
are all of what happened before you and me


but who else do you think wanted to burn it down
who else would it be
oh god i wish it was me


we saw it was breaking before it was burning
rolling our eyes back and faithful returning
home is where the matches are 
and you found them first 


who else do you think wanted to burn it down 
who else would it be
oh god i wish it was me




instagram: @scamberlandry
twitter: @amberl4nd
 
:)",https://i.ytimg.com/vi/xSR_Sy5wnhw/default.jpg,120,90,https://i.ytimg.com/vi/xSR_Sy5wnhw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/xSR_Sy5wnhw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/xSR_Sy5wnhw/sddefault.jpg,640.0,480.0,Amber Landry,10,none,BURN IT DOWN (this is an original),"I wrote this song JUST FOR YOU but also for anyone who's ever beat you to a breakup

soundcloud: amberlaundry
instagram: scamberlandry
twitter: 4mberland


LYRICS


What do you see
in the smoke rising from the old ash tree
warm, golden leak
spilling our guts into the next century


I’ll tell you what i heard
in the cinders of crackling branches
names intertwined 
a vessel encircled so amorously 


who else do you think wanted to burn it down
who else would it be
oh dear god i wish it was me


who will i be
bitterness clung to what used to be
the roots on the old ash tree
are all of what happened before you and me


but who else do you think wanted to burn it down
who else would it be
oh god i wish it was me


we saw it was breaking before it was burning
rolling our eyes back and faithful returning
home is where the matches are 
and you found them first 


who else do you think wanted to burn it down 
who else would it be
oh god i wish it was me




instagram: @scamberlandry
twitter: @amberl4nd
 
:)",PT4M42S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,444,0,https://i.ytimg.com/vi/xSR_Sy5wnhw/maxresdefault.jpg,1280.0,720.0,"['original song', 'song', 'girl singing', 'burn it down', 'this is an original', 'amber landry', 'amber laundry', 'canada singers', 'canadian artist', 'toronto artist', 'yyz arts', 'bedroom song', 'breakup song', 'songs for breakups', 'acoustic', 'guitar', 'vocals', 'music is life', 'music', 'amber landry music', 'amber laundry music', 'cute girl', 'phoebe bridgers', 'lucy dacus', 'boygenius']",30,5,en-CA,,
