kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.defaultLanguage,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height
youtube#video,HYLCwS4rDGnubhvqkrsMitRLvQs,94pEs8_cmAk,2021-11-07T13:45:00Z,UCAmaiEYnoTgj-dmjp8DpepQ,Amber Heard DESTROYED Channing Tatum's Career - Tatum BACKED Amber Over Johnny Depp | The Gossipy,"Amber Heard DESTROYED Channing Tatum's Career - Tatum BACKED Amber Over Johnny Depp | The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
----------------------------------------------------------------------------------------------

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/94pEs8_cmAk/default.jpg,120,90,https://i.ytimg.com/vi/94pEs8_cmAk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/94pEs8_cmAk/hqdefault.jpg,480,360,The Gossipy,"['The Gossipy', 'celebrity craze', 'celebrity', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'umbrella guy', 'thatumbrellaguy', 'hollywood life', ""Amber Heard DESTROYED Channing Tatum's Career - Tatum BACKED Amber Over Johnny Depp"", 'celeb news', 'hollywood news', 'aquaman']",24,none,en-US,Amber Heard DESTROYED Channing Tatum's Career - Tatum BACKED Amber Over Johnny Depp | The Gossipy,"Amber Heard DESTROYED Channing Tatum's Career - Tatum BACKED Amber Over Johnny Depp | The Gossipy

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
----------------------------------------------------------------------------------------------

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",en-US,PT8M6S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1224,17,0,2,,,,,,
youtube#video,NBGAfQ5uwuEkqu_7vN4_n1xPdhk,Bg6KQmuF9-0,2021-12-28T19:00:11Z,UCRht6brEw1f977jwQj1xQ4g,He did a Voice Over for a P0rno 🔞 - with Luke and Amber,"Full Happy Hour Live with Luke & Amber: https://youtu.be/yuHoXjR_Ju0

Get exclusive content, early access to videos and more by joining me on Patreon: https://patreon.com/paultaylor

Come see me live: https://paultaylorcomedy.com/tickets

https://www.facebook.com/ptcomedy
http://instagram.com/ptcomedy
https://twitter.com/ptcomedy",https://i.ytimg.com/vi/Bg6KQmuF9-0/default.jpg,120,90,https://i.ytimg.com/vi/Bg6KQmuF9-0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Bg6KQmuF9-0/hqdefault.jpg,480,360,Paul Taylor's Happy Hour Live,"['Paul Taylor Happy Hour', 'paul taylor', 'happy hour live', 'voice over', 'luke thompson', 'amber minogue', 'porno', 'porno voice over', 'voice over porn']",23,none,en-GB,He did a Voice Over for a P0rno 🔞 - with Luke and Amber,"Full Happy Hour Live with Luke & Amber: https://youtu.be/yuHoXjR_Ju0

Get exclusive content, early access to videos and more by joining me on Patreon: https://patreon.com/paultaylor

Come see me live: https://paultaylorcomedy.com/tickets

https://www.facebook.com/ptcomedy
http://instagram.com/ptcomedy
https://twitter.com/ptcomedy",en-GB,PT5M20S,2d,hd,true,True,rectangular,processed,public,youtube,True,True,False,1754,84,0,3,,,,,,
youtube#video,_zoVjUdwtWUOOQI6tBrct5rnq8I,DwsYVB4xuyw,2021-05-08T15:45:00Z,UCWxHNx_zFj4t9Dfn4Zx5ovg,Why did people start to dislike Amber?,"In this video we go over why people started to dislike / hate #Amber from #Invincible and see if there is anything we can do to remedy it.


🐦Twitter ►https://twitter.com/MellowFellow626
Art by Sul Twitter ►https://twitter.com/cosmosully
Outro Song►https://www.youtube.com/watch?v=v75FB-BhWpg&list=PLHrP90_V9JNATNg4w0kriJZEDbv9YZsO8&index=58

FAIR USE NOTICE
This video may contain copyrighted material; the use of which has not been specifically authorized by the copyright owner. We are making such material available for the purposes of criticism, comment, review and news reporting which constitute the 'fair use' of any such copyrighted material as provided for in section 107 of the US Copyright Law. Not withstanding the provisions of sections 106 and 106A, the fair use of a copyrighted work for purposes such as criticism, comment, review and news reporting is not an infringement of copyright.",https://i.ytimg.com/vi/DwsYVB4xuyw/default.jpg,120,90,https://i.ytimg.com/vi/DwsYVB4xuyw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/DwsYVB4xuyw/hqdefault.jpg,480,360,Mello Vibez,['invincible'],24,none,,Why did people start to dislike Amber?,"In this video we go over why people started to dislike / hate #Amber from #Invincible and see if there is anything we can do to remedy it.


🐦Twitter ►https://twitter.com/MellowFellow626
Art by Sul Twitter ►https://twitter.com/cosmosully
Outro Song►https://www.youtube.com/watch?v=v75FB-BhWpg&list=PLHrP90_V9JNATNg4w0kriJZEDbv9YZsO8&index=58

FAIR USE NOTICE
This video may contain copyrighted material; the use of which has not been specifically authorized by the copyright owner. We are making such material available for the purposes of criticism, comment, review and news reporting which constitute the 'fair use' of any such copyrighted material as provided for in section 107 of the US Copyright Law. Not withstanding the provisions of sections 106 and 106A, the fair use of a copyrighted work for purposes such as criticism, comment, review and news reporting is not an infringement of copyright.",,PT7M29S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,628081,36195,0,7194,https://i.ytimg.com/vi/DwsYVB4xuyw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/DwsYVB4xuyw/maxresdefault.jpg,1280.0,720.0
youtube#video,Of7wdrDR-lrE0Uo6QotzFexSV_Y,Ec4vIbomLb8,2021-02-06T20:31:51Z,UCYwWArsuRZoZ94V7F3pXKGQ,I'm so scared of Amber Heard!,Help me!! I'm fucking afraid of that creepy bimbo!!! #johnnydepp #AmberHeard #marilynmanson #doublestandard.,https://i.ytimg.com/vi/Ec4vIbomLb8/default.jpg,120,90,https://i.ytimg.com/vi/Ec4vIbomLb8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Ec4vIbomLb8/hqdefault.jpg,480,360,Williany Amill,,22,none,,I'm so scared of Amber Heard!,Help me!! I'm fucking afraid of that creepy bimbo!!! #johnnydepp #AmberHeard #marilynmanson #doublestandard.,,PT2M8S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,146,9,0,1,https://i.ytimg.com/vi/Ec4vIbomLb8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Ec4vIbomLb8/maxresdefault.jpg,1280.0,720.0
youtube#video,SuG1y8zbQ1emImgRQ0jM2UzlbTc,ewft19dOQuE,2020-07-10T12:10:15Z,UC3qdAuPk7Xd0TtX_1K-5i9Q,JOHNNY DEPP and Amber Heard back IN COURT; BILLIE EILISH almost went to THERAPY; Tinder dates online,"It’s teen spirit news! Few minutes of coolest news in the world of YouTube, games, technology, movies and music! Like, subscribe and let’s go!

In this video:
Johnny Depp and Amber Heard back in court 00:23
Billie Eilish nearly went to therapy over her Justin Bieber obsession 1:39
Tinder starts testing video dates 2:26

#TSNews #JohnnyDepp #BillieEilish",https://i.ytimg.com/vi/ewft19dOQuE/default.jpg,120,90,https://i.ytimg.com/vi/ewft19dOQuE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ewft19dOQuE/hqdefault.jpg,480,360,Teen Spirit News,"['amber heard', 'johnny depp amber heard', 'Johnny Depp', 'amber heard johnny depp', 'johnny depp defamation suit', 'amber heard abusive to johnny depp', 'Johnny Depp Court', 'Billie Eilish', 'justin bieber', 'as long as you love me', 'US news', 'hollywood news', 'celebrity news', 'entertainment', 'Tinder', 'online dating', 'billie eilish justin bieber', 'tinder date', 'hollywood', 'celebrity']",24,none,en,JOHNNY DEPP and Amber Heard back IN COURT; BILLIE EILISH almost went to THERAPY; Tinder dates online,"It’s teen spirit news! Few minutes of coolest news in the world of YouTube, games, technology, movies and music! Like, subscribe and let’s go!

In this video:
Johnny Depp and Amber Heard back in court 00:23
Billie Eilish nearly went to therapy over her Justin Bieber obsession 1:39
Tinder starts testing video dates 2:26

#TSNews #JohnnyDepp #BillieEilish",ru,PT3M17S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,628,7,0,0,https://i.ytimg.com/vi/ewft19dOQuE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ewft19dOQuE/maxresdefault.jpg,1280.0,720.0
youtube#video,aTufgevw3_yX-44R1mbrDD-J0aM,Fl3WXIx87r8,2015-11-13T21:50:35Z,UCCHPcAPFxs_g7UY5GFphJqg,Overhaulin’ | Foose finishes a ’68 Mustang,"Overhaulin’ got into Depp with Amber Heard’s ’68 Mustang. Watch as Amber’s Foose-improved vintage baby leaves her wondering if it’s legal.

Overhaulin’ airs on Thursday 9ET.

 
For more, visit http://www.discoveryvelocity.ca/",https://i.ytimg.com/vi/Fl3WXIx87r8/default.jpg,120,90,https://i.ytimg.com/vi/Fl3WXIx87r8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Fl3WXIx87r8/hqdefault.jpg,480,360,Discovery Canada,"['Chip', 'Foose', 'Luxury', 'Johnny Depp', 'David Heard', 'Amber Heard', '’68 Mustang', 'Arianny', 'Chris', 'Restoration', 'Classic Car', 'Vintage', '5.0 Mustang Coyote Motor']",28,none,,Overhaulin’ | Foose finishes a ’68 Mustang,"Overhaulin’ got into Depp with Amber Heard’s ’68 Mustang. Watch as Amber’s Foose-improved vintage baby leaves her wondering if it’s legal.

Overhaulin’ airs on Thursday 9ET.

 
For more, visit http://www.discoveryvelocity.ca/",,PT41S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,317512,866,0,77,https://i.ytimg.com/vi/Fl3WXIx87r8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Fl3WXIx87r8/maxresdefault.jpg,1280.0,720.0
youtube#video,1dv2M2UpYFnlgG1kbSBFlMG4IS0,gfhqW5suyDI,2015-04-18T00:20:03Z,UCbp3fkS6cxI1aekmIPIDCGg,"Amber Heard sings ""Montreal"" (When I Live My Life Over Again)","Follow us on Twitter: https://www.twitter.com/AmberHeardBRA, check our Tumblr: https://www.amberheardbrasil.tumblr.com and Facebook: https://www.facebook.com/AmberHeardBR

Original Song from the Motion Picture WHEN I LIVE MY LIFE OVER AGAIN

Peformed by: Amber Heard
Music by : Joe McGinty
Lyrics by: Robert Edwards",https://i.ytimg.com/vi/gfhqW5suyDI/default.jpg,120,90,https://i.ytimg.com/vi/gfhqW5suyDI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gfhqW5suyDI/hqdefault.jpg,480,360,Amber Heard,"['Amber Heard', 'When I Live My Life Over Again', 'Amber Heard singing', 'Amber Heard When I Live My Life Over Again', 'Amber Heard Montreal']",22,none,,"Amber Heard sings ""Montreal"" (When I Live My Life Over Again)","Follow us on Twitter: https://www.twitter.com/AmberHeardBRA, check our Tumblr: https://www.amberheardbrasil.tumblr.com and Facebook: https://www.facebook.com/AmberHeardBR

Original Song from the Motion Picture WHEN I LIVE MY LIFE OVER AGAIN

Peformed by: Amber Heard
Music by : Joe McGinty
Lyrics by: Robert Edwards",,PT3M43S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,41336,386,0,92,https://i.ytimg.com/vi/gfhqW5suyDI/sddefault.jpg,640.0,480.0,,,
youtube#video,ZtX2qEy0Lafolp74Mfgt53t7TN0,H-zgySw8r6Q,2021-03-25T18:14:31Z,UCxvE6krmQKUsfekdbgvzuZw,BRUTAL Loss For Johnny Depp! Amber Heard LAUGHS As Depp Career Is OVER! UK Court REJECTS Appeal!,"The Hollywood actor Johnny Depp has lost an attempt to overturn a damning high court ruling that concluded he ""hurt"" his ex-wife Amber Heard and left her in fear for her life.

NEW VIDEO ON SECOND CHANNEL: https://bit.ly/mannixplus
FOLLOW ME ON TWITTER @SirMannix",https://i.ytimg.com/vi/H-zgySw8r6Q/default.jpg,120,90,https://i.ytimg.com/vi/H-zgySw8r6Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/H-zgySw8r6Q/hqdefault.jpg,480,360,Mannix,,20,none,,BRUTAL Loss For Johnny Depp! Amber Heard LAUGHS As Depp Career Is OVER! UK Court REJECTS Appeal!,"The Hollywood actor Johnny Depp has lost an attempt to overturn a damning high court ruling that concluded he ""hurt"" his ex-wife Amber Heard and left her in fear for her life.

NEW VIDEO ON SECOND CHANNEL: https://bit.ly/mannixplus
FOLLOW ME ON TWITTER @SirMannix",,PT8M6S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,12270,1313,0,245,https://i.ytimg.com/vi/H-zgySw8r6Q/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/H-zgySw8r6Q/maxresdefault.jpg,1280.0,720.0
youtube#video,gGB_L-jwnpsFVKsnAAQXLP1PDmM,H2Qib4YgOHI,2016-08-15T16:26:07Z,UCgmm9EOCJ5a7QH8OWLlLXtA,Vertelt Amber Heard de waarheid over Johnny Depp?,Amber Heard heeft in de scheindingszaak tegen haar man Johnny Depp geclaimt mishandeld te zijn. Een opgedoken video lijkt het bewijs te zijn.,https://i.ytimg.com/vi/H2Qib4YgOHI/default.jpg,120,90,https://i.ytimg.com/vi/H2Qib4YgOHI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/H2Qib4YgOHI/hqdefault.jpg,480,360,Zoomin.TV Nederland,"['amber heard', 'Johnny Depp', 'mishandeling', 'scheiding', 'tmz', 'video']",1,none,,Vertelt Amber Heard de waarheid over Johnny Depp?,Amber Heard heeft in de scheindingszaak tegen haar man Johnny Depp geclaimt mishandeld te zijn. Een opgedoken video lijkt het bewijs te zijn.,,PT1M2S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,419,0,0,0,https://i.ytimg.com/vi/H2Qib4YgOHI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/H2Qib4YgOHI/maxresdefault.jpg,1280.0,720.0
youtube#video,XrsdPLUAnrs46LoRC6m5NqIdxSE,igj5XTM7-_c,2021-12-22T22:54:38Z,UCbRm0a7kxIjAbKzDswQ3xBA,Johnny Depp's former bandmate says Amber Heard 'f***ed his career over' and drove him to abuse drugs,"Thank you for watching video!
Subscribe to our channel for more latest videos!
CLICK HERE TO SUBSCRIBE: https://bit.ly/3BkCunh

Johnny Depp's former bandmate says Amber Heard 'f***ed his career over' and drove him to abuse drugs72 336897",https://i.ytimg.com/vi/igj5XTM7-_c/default.jpg,120,90,https://i.ytimg.com/vi/igj5XTM7-_c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/igj5XTM7-_c/hqdefault.jpg,480,360,Channel Star,"['dailymail', 'tvshowbiz', 'Johnny Depp', 'Amber Heard']",22,none,en-GB,Johnny Depp's former bandmate says Amber Heard 'f***ed his career over' and drove him to abuse drugs,"Thank you for watching video!
Subscribe to our channel for more latest videos!
CLICK HERE TO SUBSCRIBE: https://bit.ly/3BkCunh

Johnny Depp's former bandmate says Amber Heard 'f***ed his career over' and drove him to abuse drugs72 336897",en-GB,PT5M46S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,61,2,0,0,,,,,,
