kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultLanguage,snippet.tags,snippet.defaultAudioLanguage
youtube#video,iEok8SH0X37_cJy_cdgnrej2oDM,-rdvu8roNcE,2021-05-28T06:03:41Z,UC5Jt8CZQikS3GXj8_Aoat-g,Amber heard Full screen whatsapp status ll HD ll amber heard status,"Thanks for watching
I hope you enjoy This video.


instagram ➡️https://instagram.com/ritesh____creation?utm_medium=copy_link

☀️Read

I don't own the music and pictures. The credit go to the respective owners.


if  you are a copyright owner and would like to have you work removed from our channel please contact us by email ✉️ - ( ytcrook@gmail.com )


Copyright Disclaimer -

Copyright Disclaimer under section 107 of the copyright act 1976 allowance is made for fair use for purpose such as criticism, comment,news reporting, teaching, scholarship and research.fair use is a use permitted by copyright statute that might otherwise be infringing no - profit, educational or personal use tips the balance in favour of fair use.


#amberheard#shorts#Whatsappstatus",https://i.ytimg.com/vi/-rdvu8roNcE/default.jpg,120,90,https://i.ytimg.com/vi/-rdvu8roNcE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-rdvu8roNcE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-rdvu8roNcE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-rdvu8roNcE/maxresdefault.jpg,1280.0,720.0,Ritesh creation,24,none,Amber heard Full screen whatsapp status ll HD ll amber heard status,"Thanks for watching
I hope you enjoy This video.


instagram ➡️https://instagram.com/ritesh____creation?utm_medium=copy_link

☀️Read

I don't own the music and pictures. The credit go to the respective owners.


if  you are a copyright owner and would like to have you work removed from our channel please contact us by email ✉️ - ( ytcrook@gmail.com )


Copyright Disclaimer -

Copyright Disclaimer under section 107 of the copyright act 1976 allowance is made for fair use for purpose such as criticism, comment,news reporting, teaching, scholarship and research.fair use is a use permitted by copyright statute that might otherwise be infringing no - profit, educational or personal use tips the balance in favour of fair use.


#amberheard#shorts#Whatsappstatus",PT30S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,41962,3277,0,28,,,
youtube#video,MLFnP-wXIjgQipmy8rTEOAEZtfU,-ttpSVATWSo,2021-10-25T11:00:53Z,UCmJ-FGl8NKICuLpefcTbPXg,#pakistanibride #amberheard #cutewhatsappstatus,,https://i.ytimg.com/vi/-ttpSVATWSo/default.jpg,120,90,https://i.ytimg.com/vi/-ttpSVATWSo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-ttpSVATWSo/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-ttpSVATWSo/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-ttpSVATWSo/maxresdefault.jpg,1280.0,720.0,Shobiz Love Entertainment,24,none,#pakistanibride #amberheard #cutewhatsappstatus,,PT15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,104,3,0,0,en,,
youtube#video,DHXJEkknOPrIlwNvVSd2Qyx2JBM,-WlUEtz-SBg,2017-12-10T16:28:00Z,UCTuk7-hi3h7_jWl42f8iclQ,Perfect - Ed Sheeran (Cover By Amber Heard),"I've met an angel, in person....


Apologies for the hiccups it's hard to do duets on your own.


LINKS

insta - amberhearrd
twitter - BadReputatiom
snap - amb3rheard
spotify - ambxrheard

FAQ 

how old are you? 16 
what grade are you in? grade 11
what camera do you use? iphone 6, canon eos rebel T3 or canon powershot ELPH 350 HS
what editing software do you use? imovie and garageband

business & partnership contact - heardamber2001@gmail.com",https://i.ytimg.com/vi/-WlUEtz-SBg/default.jpg,120,90,https://i.ytimg.com/vi/-WlUEtz-SBg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-WlUEtz-SBg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-WlUEtz-SBg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-WlUEtz-SBg/maxresdefault.jpg,1280.0,720.0,Amber Heard,10,none,Perfect - Ed Sheeran (Cover By Amber Heard),"I've met an angel, in person....


Apologies for the hiccups it's hard to do duets on your own.


LINKS

insta - amberhearrd
twitter - BadReputatiom
snap - amb3rheard
spotify - ambxrheard

FAQ 

how old are you? 16 
what grade are you in? grade 11
what camera do you use? iphone 6, canon eos rebel T3 or canon powershot ELPH 350 HS
what editing software do you use? imovie and garageband

business & partnership contact - heardamber2001@gmail.com",PT3M20S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,208,18,0,13,,"['Ed Sheeran', 'perfect', 'dancing', 'singing', 'love', 'passion', 'song', 'guitar', 'acoustic', 'mic', 'Amber Heard']",
youtube#video,dMDLrm_5sH9LCWyTSxzefsw4tyU,0ClzES2GsZA,2019-05-30T11:00:01Z,UCR14Y9OPzPV8eH9YEiaXYLA,Amber Burgoyne - I Don't Need Your Love (Official Video),"Debut single 'I Don't Need Your Love' by Amber Burgoyne. 
Video by Lora Elizabeth Cornes.

Listen to 'I Don't Need Your Love' here: http://smarturl.it/listen2amberburgoyne

Instagram: https://www.instagram.com/amberburgoyne/
Facebook: https://www.facebook.com/amberburgoyne/",https://i.ytimg.com/vi/0ClzES2GsZA/default.jpg,120,90,https://i.ytimg.com/vi/0ClzES2GsZA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0ClzES2GsZA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0ClzES2GsZA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0ClzES2GsZA/maxresdefault.jpg,1280.0,720.0,Amber Burgoyne,10,none,Amber Burgoyne - I Don't Need Your Love (Official Video),"Debut single 'I Don't Need Your Love' by Amber Burgoyne. 
Video by Lora Elizabeth Cornes.

Listen to 'I Don't Need Your Love' here: http://smarturl.it/listen2amberburgoyne

Instagram: https://www.instagram.com/amberburgoyne/
Facebook: https://www.facebook.com/amberburgoyne/",PT3M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3252,89,0,7,,"['Jazz', 'Soul', 'Singing', 'Singer', 'Music', 'Sea', 'Spotify', 'Brighton', 'Love', 'Summer', 'Nostalgia', 'Essex', 'London']",
youtube#video,61i0QG0m9XPmPl5EgjwwWcRSbvs,0gmmAsGDPgw,2020-02-07T04:52:01Z,UCaJAc5WfDQJNCNe3Taj07Pw,JOHNNY DEPP VS AMBER HEARD - Audios Prueban que Amber Mentía #justiceforjohnnydepp,"#justiceforjohnnydepp #justiceforjohnny #johnnydepp #amberheard

Music:

► Music by Kevin MacLeod. Available under the Creative Commons Attribution 3.0 Unported license. Download link: https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100541

To the Ends Kevin MacLeod (incompetech.com)
Licensed under Creative Commons: By Attribution 3.0 License
http://creativecommons.org/licenses/by/3.0/

MacLeod's description:

Genre: Soundtrack
Length: 1:45
Instruments: Bassoon, Bass Clarinet, Oboe, Clarinet, Trombones, Violins, Basses,
Tempo: 76

Horns used in the background. Main melodies carried by clarinet and strings. Starts off bright, ends darker. 043
ISRC: US-UAN-11-00541
Bright, Dark, Mysterious, Suspenseful 2009

► Music by Kevin MacLeod. Available under the Creative Commons Attribution 3.0 Unported license. Download link: https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1200085

Lithium Kevin MacLeod (incompetech.com)
Licensed under Creative Commons: By Attribution 3.0 License
http://creativecommons.org/licenses/by/3.0/

MacLeod's description:

Time: 2:30 Genre: Soundtrack
Piano, Pipe Organ, Violins

Okay, it SAYS piano, pipe organ, and violins - but it doesn't sound like that. And it SAYS somber, but it isn't really. What this is - is a Really powerful piece.
ISRC: USUAN1200085 Somber 2012

► Music by Kevin MacLeod. Available under the Creative Commons Attribution 3.0 Unported license: https://creativecommons.org/licenses/by/3.0/ 
Download link: https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1300016

Decline Kevin MacLeod (incompetech.com)
Licensed under Creative Commons: By Attribution 3.0 License
http://creativecommons.org/licenses/by/3.0/

MacLeod's description:

Genre: Soundtrack
Time: 3:27
Instruments: Harp, Pennywhistle, Cello, Violin, Bass
56 BPM (Largo - Very Slow)

TBA

Relaxed, Somber

ISRC: USUAN1300016
© 2013 Kevin MacLeod

►Music by Kevin MacLeod. Available under the Creative Commons Attribution 3.0 Unported license: https://creativecommons.org/licenses/by/3.0/
Download link: https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1300004

String Impromptu Number 1 Kevin MacLeod (incompetech.com)
Licensed under Creative Commons: By Attribution 3.0 License
http://creativecommons.org/licenses/by/3.0/

MacLeod's description:

Genre: Classical
Time: 6:10
Instruments: Violins, Violas, Cellos, Basses
unknown tempo

Soaring and delicate piece for full string orchestra.

Calming, Intense, Relaxed

ISRC: USUAN1300004
© 2013 Kevin MacLeod

►FACEBOOK➥https://www.facebook.com/SoyAlanynoGarcia

►TWITTER➥ https://twitter.com/SoyAlanynoGarc1

► INSTAGRAM➥ https://www.instagram.com/soy_alan_y_no_garcia/

¡Qué tal amigos! Soy Alan y no García. Es un gusto poder compartir con ustedes mi vídeo: JOHNNY DEPP VS AMBER HEARD - Audios Prueban que Amber Mentía #justiceforjohnnydepp

★ DISCLAIMER ★ I do not own the anime, music, artwork or the lyrics. All rights reserved to their respective owners !!! This video is not meant to infringe any of the copyrights. This is for promote.

COPYRIGHT FAIR USE NOTICE, Title 17, US Code (Sections 107-118 of the copyright law): All media in this video is used for purpose of review & commentary under terms of fair use. All footage, music & images used belong to their respective companies.

★ Copyright Disclaimer ★
Title 17, US Code (Sections 107-118 of the copyright law, Act 1976):
All media in this video is used for purpose of review & commentary under terms of fair use. All footage, & images used belong to their respective companies.
Fair use is a use permitted by copyright statute that might otherwise be infringing",https://i.ytimg.com/vi/0gmmAsGDPgw/default.jpg,120,90,https://i.ytimg.com/vi/0gmmAsGDPgw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0gmmAsGDPgw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0gmmAsGDPgw/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0gmmAsGDPgw/maxresdefault.jpg,1280.0,720.0,Alan Puede Ser Youtuber a los 33 Años,24,none,JOHNNY DEPP VS AMBER HEARD - Audios Prueban que Amber Mentía #justiceforjohnnydepp,"#justiceforjohnnydepp #justiceforjohnny #johnnydepp #amberheard

Music:

► Music by Kevin MacLeod. Available under the Creative Commons Attribution 3.0 Unported license. Download link: https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100541

To the Ends Kevin MacLeod (incompetech.com)
Licensed under Creative Commons: By Attribution 3.0 License
http://creativecommons.org/licenses/by/3.0/

MacLeod's description:

Genre: Soundtrack
Length: 1:45
Instruments: Bassoon, Bass Clarinet, Oboe, Clarinet, Trombones, Violins, Basses,
Tempo: 76

Horns used in the background. Main melodies carried by clarinet and strings. Starts off bright, ends darker. 043
ISRC: US-UAN-11-00541
Bright, Dark, Mysterious, Suspenseful 2009

► Music by Kevin MacLeod. Available under the Creative Commons Attribution 3.0 Unported license. Download link: https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1200085

Lithium Kevin MacLeod (incompetech.com)
Licensed under Creative Commons: By Attribution 3.0 License
http://creativecommons.org/licenses/by/3.0/

MacLeod's description:

Time: 2:30 Genre: Soundtrack
Piano, Pipe Organ, Violins

Okay, it SAYS piano, pipe organ, and violins - but it doesn't sound like that. And it SAYS somber, but it isn't really. What this is - is a Really powerful piece.
ISRC: USUAN1200085 Somber 2012

► Music by Kevin MacLeod. Available under the Creative Commons Attribution 3.0 Unported license: https://creativecommons.org/licenses/by/3.0/ 
Download link: https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1300016

Decline Kevin MacLeod (incompetech.com)
Licensed under Creative Commons: By Attribution 3.0 License
http://creativecommons.org/licenses/by/3.0/

MacLeod's description:

Genre: Soundtrack
Time: 3:27
Instruments: Harp, Pennywhistle, Cello, Violin, Bass
56 BPM (Largo - Very Slow)

TBA

Relaxed, Somber

ISRC: USUAN1300016
© 2013 Kevin MacLeod

►Music by Kevin MacLeod. Available under the Creative Commons Attribution 3.0 Unported license: https://creativecommons.org/licenses/by/3.0/
Download link: https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1300004

String Impromptu Number 1 Kevin MacLeod (incompetech.com)
Licensed under Creative Commons: By Attribution 3.0 License
http://creativecommons.org/licenses/by/3.0/

MacLeod's description:

Genre: Classical
Time: 6:10
Instruments: Violins, Violas, Cellos, Basses
unknown tempo

Soaring and delicate piece for full string orchestra.

Calming, Intense, Relaxed

ISRC: USUAN1300004
© 2013 Kevin MacLeod

►FACEBOOK➥https://www.facebook.com/SoyAlanynoGarcia

►TWITTER➥ https://twitter.com/SoyAlanynoGarc1

► INSTAGRAM➥ https://www.instagram.com/soy_alan_y_no_garcia/

¡Qué tal amigos! Soy Alan y no García. Es un gusto poder compartir con ustedes mi vídeo: JOHNNY DEPP VS AMBER HEARD - Audios Prueban que Amber Mentía #justiceforjohnnydepp

★ DISCLAIMER ★ I do not own the anime, music, artwork or the lyrics. All rights reserved to their respective owners !!! This video is not meant to infringe any of the copyrights. This is for promote.

COPYRIGHT FAIR USE NOTICE, Title 17, US Code (Sections 107-118 of the copyright law): All media in this video is used for purpose of review & commentary under terms of fair use. All footage, music & images used belong to their respective companies.

★ Copyright Disclaimer ★
Title 17, US Code (Sections 107-118 of the copyright law, Act 1976):
All media in this video is used for purpose of review & commentary under terms of fair use. All footage, & images used belong to their respective companies.
Fair use is a use permitted by copyright statute that might otherwise be infringing",PT12M,2d,sd,false,True,rectangular,processed,public,youtube,True,True,False,151,21,0,65,,"['johnny depp amber heard', 'johnny depp', 'johnny depp 2020', 'johnny depp 2019', 'johnny', 'depp', 'amber heard', 'amber', 'heard', 'amber heard johnny depp', 'johnny depp divorce', 'amber heard divorce']",es-419
youtube#video,DSXhL_ehlP9hAOuM9IuZIss9T5s,0lIQ_o4P0gM,2021-12-07T20:00:08Z,UCYW77Jl3Ev0FNjVmVa45-bg,Amber Rodriguez Theme - Perfect Like Me (Official Theme Music Video),"All music recorded and written by John Kiernan.

Are you looking for a custom wrestling entrance theme or walk out music? 
Contact via email at johnkiernanmusic@gmail.com.

Amber Rodriguez Theme - Perfect Like Me (Official Music Video)
• Video Producer: Brian H. Waters - BWaters Productions 
• Executive Producer: Amber Rodriguez

🎧 Bandcamp: https://johnkiernanmusic.bandcamp.com/track/perfect-like-me-amber-rodriguez-theme

Social media:
• Facebook: www.facebook.com/johnkiernanmusic
• Instagram: www.instagram.com/johnkiernanmusic
• Twiter: www.twitter.com/jkiernanguitar
• Website: www.johnkiernanmusic.com

About John Kiernan:
John Kiernan is a wrestling entrance theme song composer from New Jersey. John is the in-house composer for the United Wrestling Network and has written original entrance themes for various talents from Ring of Honor, New Japan Pro Wrestling, Major League Wrestling, All Elite Wrestling, and many more. John has also performed domestically and internationally in Shanghai, China at MusikMesse with his original music and his previous work with Etherius. John has performed with and provided support for a myriad of artists including Slash from Guns N’ Roses, Myles
Kennedy and The Conspirators, Gus G (former guitarist for Ozzy Ozbourne), Andy James, Foxy Shazzam!, and many more.

To learn more about John Kiernan, visit www.johnkiernanmusic.com

Listen to more wrestling entrance themes and original music
• iTunes: https://itunes.apple.com/us/artist/john-kiernan/id588508738
• Spotify: https://open.spotify.com/artist/43L1SHutsXnO3GIdKrDrmU
• YouTube: https://www.youtube.com/user/belltowersynesthetic?annotation_id=annotation_3433887855&feature=iv&src_vid=y2g19MpTquw&sub_confirmation=1

--- 
John is endorsed with:
• Balaguer Guitars: www.balaguerguitars.com
• Ernie Ball: www.ernieball.com
• Jum Dunlop Guitar Products: www.jimdunlop.com
• Guitarmory Pickups: https://cerberus-music.com
• BluGuitar Amplification: https://bluguitar.com
• Xvive Audio: www.xviveaudio.com

#wrestling #wrestlingentrancetheme #metal",https://i.ytimg.com/vi/0lIQ_o4P0gM/default.jpg,120,90,https://i.ytimg.com/vi/0lIQ_o4P0gM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0lIQ_o4P0gM/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0lIQ_o4P0gM/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/0lIQ_o4P0gM/maxresdefault.jpg,1280.0,720.0,John Kiernan,22,none,Amber Rodriguez Theme - Perfect Like Me (Official Theme Music Video),"All music recorded and written by John Kiernan.

Are you looking for a custom wrestling entrance theme or walk out music? 
Contact via email at johnkiernanmusic@gmail.com.

Amber Rodriguez Theme - Perfect Like Me (Official Music Video)
• Video Producer: Brian H. Waters - BWaters Productions 
• Executive Producer: Amber Rodriguez

🎧 Bandcamp: https://johnkiernanmusic.bandcamp.com/track/perfect-like-me-amber-rodriguez-theme

Social media:
• Facebook: www.facebook.com/johnkiernanmusic
• Instagram: www.instagram.com/johnkiernanmusic
• Twiter: www.twitter.com/jkiernanguitar
• Website: www.johnkiernanmusic.com

About John Kiernan:
John Kiernan is a wrestling entrance theme song composer from New Jersey. John is the in-house composer for the United Wrestling Network and has written original entrance themes for various talents from Ring of Honor, New Japan Pro Wrestling, Major League Wrestling, All Elite Wrestling, and many more. John has also performed domestically and internationally in Shanghai, China at MusikMesse with his original music and his previous work with Etherius. John has performed with and provided support for a myriad of artists including Slash from Guns N’ Roses, Myles
Kennedy and The Conspirators, Gus G (former guitarist for Ozzy Ozbourne), Andy James, Foxy Shazzam!, and many more.

To learn more about John Kiernan, visit www.johnkiernanmusic.com

Listen to more wrestling entrance themes and original music
• iTunes: https://itunes.apple.com/us/artist/john-kiernan/id588508738
• Spotify: https://open.spotify.com/artist/43L1SHutsXnO3GIdKrDrmU
• YouTube: https://www.youtube.com/user/belltowersynesthetic?annotation_id=annotation_3433887855&feature=iv&src_vid=y2g19MpTquw&sub_confirmation=1

--- 
John is endorsed with:
• Balaguer Guitars: www.balaguerguitars.com
• Ernie Ball: www.ernieball.com
• Jum Dunlop Guitar Products: www.jimdunlop.com
• Guitarmory Pickups: https://cerberus-music.com
• BluGuitar Amplification: https://bluguitar.com
• Xvive Audio: www.xviveaudio.com

#wrestling #wrestlingentrancetheme #metal",PT2M58S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,203,8,0,3,,"['best wrestling themes', 'wwe themes', 'wwe entrance music', 'wwe entrance songs', 'wrestler entrance music', 'amber rodriguez', 'amber rodriguez wrestler', 'united wrestling network', 'amber rodriguez championship wrestling', 'amber rodriguez vs', 'amber rodriguez theme', 'amber rodriguez vs nyla', 'amber Rodriguez 2021', 'amber rodriguez cagematch', 'amber rodriguez aew', 'amber rodriguez aew dark', 'amber rodriguez thunder rosa', 'amber rodriguez aew theme', 'amber rodriguez aew elevation']",
youtube#video,Gx901TFz4fxEINx7YAPRAb-sViE,0OdlegWip2E,2021-05-12T13:04:55Z,UCQQA-vuVYh6YOj1HjRoJ7Zw,Amber heard 4k full screen whatsapp status❣️,,https://i.ytimg.com/vi/0OdlegWip2E/default.jpg,120,90,https://i.ytimg.com/vi/0OdlegWip2E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0OdlegWip2E/hqdefault.jpg,480,360,,,,,,,Jeevs Music,22,none,Amber heard 4k full screen whatsapp status❣️,,PT26S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,234,7,0,0,,['#InShot'],
youtube#video,ULvUJwdeQUqBsNrsj2cDTiO3Orc,1LiBdXosQeU,2021-07-01T19:59:52Z,UCGQEE9Hvk0gvuv1EkcsCocg,#amber heard whatsapp status#Mera whatsapp status #Aquaman#shorts,"#amber heard cute whatsapp status
#mera Whatsapp Status
#aquaman whatsapp status
#amber heard
#jason momoa attitude status",https://i.ytimg.com/vi/1LiBdXosQeU/default.jpg,120,90,https://i.ytimg.com/vi/1LiBdXosQeU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1LiBdXosQeU/hqdefault.jpg,480,360,,,,,,,MOVIECLIPS STATUS,27,none,#amber heard whatsapp status#Mera whatsapp status #Aquaman#shorts,"#amber heard cute whatsapp status
#mera Whatsapp Status
#aquaman whatsapp status
#amber heard
#jason momoa attitude status",PT59S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2155,158,0,2,,,
youtube#video,-Y2oLL2BOIkqLEa2eyw4so3IUlo,2FHAnANUwHQ,2020-01-26T06:23:20Z,UCTuk7-hi3h7_jWl42f8iclQ,Little Things - One Direction (Cover By Jizelle Balae and Amber Heard),"Here's our cover of ""Little Things"" by One Direction, hope you enjoy!!

LINKS
Insta - amberhearrd
Spotify - ambxrheard
Tik tok - amberhearrd 

FAQ
how old are you? 18
what camera do you use? iphone 8 plus, canon G7x marx 2 or canon powershot ELPH 350 HS
what editing software do you use? imovie and garageband",https://i.ytimg.com/vi/2FHAnANUwHQ/default.jpg,120,90,https://i.ytimg.com/vi/2FHAnANUwHQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2FHAnANUwHQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2FHAnANUwHQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2FHAnANUwHQ/maxresdefault.jpg,1280.0,720.0,Amber Heard,10,none,Little Things - One Direction (Cover By Jizelle Balae and Amber Heard),"Here's our cover of ""Little Things"" by One Direction, hope you enjoy!!

LINKS
Insta - amberhearrd
Spotify - ambxrheard
Tik tok - amberhearrd 

FAQ
how old are you? 18
what camera do you use? iphone 8 plus, canon G7x marx 2 or canon powershot ELPH 350 HS
what editing software do you use? imovie and garageband",PT2M43S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,124,7,0,1,,,
youtube#video,1qxSWMVTGp4NPQhumfxh_vmi8hU,4El8YIfoOWA,2019-01-13T16:00:00Z,UCnSR7_Oq-MdsZxfogsfk-Ug,Amber - Colour of Love (Official Music Video),"Subscribe for NEW JAMS DAILY - https://tommyboy.lnk.to/subscribe
Don’t forget to click the BELL to get notifications on NEW UPLOADS

Tommy Boy Music is a legendary Hip Hop & Electronic record label founded in New York City in 1981. The label is credited with launching the careers of notable legends Afrika Bambaataa, Coolio, Queen Latifah, House of Pain, De La Soul, and Naughty By Nature.
************************************
Tommy Boy:
https://tommyboy.lnk.to/website 
https://tommyboy.lnk.to/facebook
https://tommyboy.lnk.to/twitter
https://tommyboy.lnk.to/instagram
https://tommyboy.lnk.to/bandcamp
https://tommyboy.lnk.to/soundcloud

************************************

Lyrics:

Woh-you-woh
Woh-you-woh
Show me the colour of love
Somehow it seems like a sign from above
Get closer, love is all we need
The colour of love
I have been watching you all night
And I know you can feel it too
I'm trembling inside
I love you
Woh-you-woh
Back in time we met
Those days we had I'll never forget
Woh-you-woh
I can't live without you
A love so true
Show me the colour of love
Somehow it seems like a sign from above
Get closer, love is all we need
The colour of love
True love is what you've given me
I'll be there if you feel the same
You're the one I see
There's no shame
Woh-you-woh
Back in time we met
Those days we had I'll never forget
Woh-you-woh
I can't live without you
A love so true
Show me the colour of love
Somehow it seems like a sign from above
Get closer, love is all we need
The colour of love
Woh-you-woh
Back in time we met
Those days we had I'll never forget
Woh-you-woh
I can't live without you
A love so true
Show me the colour of love
Somehow it seems like a sign from above
Get closer, love is all we need
The colour of love
Show me the colour of love
Somehow it seems like a sign from above
Get closer, love is all we need
The colour of love
Show me the colour of love
Somehow it seems like a sign from above
Get closer, love is all we need
The colour of love

#TommyBoyRecords #Amber #Electronic",https://i.ytimg.com/vi/4El8YIfoOWA/default.jpg,120,90,https://i.ytimg.com/vi/4El8YIfoOWA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4El8YIfoOWA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4El8YIfoOWA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/4El8YIfoOWA/maxresdefault.jpg,1280.0,720.0,Tommy Boy,10,none,Amber - Colour of Love (Official Music Video),"Subscribe for NEW JAMS DAILY - https://tommyboy.lnk.to/subscribe
Don’t forget to click the BELL to get notifications on NEW UPLOADS

Tommy Boy Music is a legendary Hip Hop & Electronic record label founded in New York City in 1981. The label is credited with launching the careers of notable legends Afrika Bambaataa, Coolio, Queen Latifah, House of Pain, De La Soul, and Naughty By Nature.
************************************
Tommy Boy:
https://tommyboy.lnk.to/website 
https://tommyboy.lnk.to/facebook
https://tommyboy.lnk.to/twitter
https://tommyboy.lnk.to/instagram
https://tommyboy.lnk.to/bandcamp
https://tommyboy.lnk.to/soundcloud

************************************

Lyrics:

Woh-you-woh
Woh-you-woh
Show me the colour of love
Somehow it seems like a sign from above
Get closer, love is all we need
The colour of love
I have been watching you all night
And I know you can feel it too
I'm trembling inside
I love you
Woh-you-woh
Back in time we met
Those days we had I'll never forget
Woh-you-woh
I can't live without you
A love so true
Show me the colour of love
Somehow it seems like a sign from above
Get closer, love is all we need
The colour of love
True love is what you've given me
I'll be there if you feel the same
You're the one I see
There's no shame
Woh-you-woh
Back in time we met
Those days we had I'll never forget
Woh-you-woh
I can't live without you
A love so true
Show me the colour of love
Somehow it seems like a sign from above
Get closer, love is all we need
The colour of love
Woh-you-woh
Back in time we met
Those days we had I'll never forget
Woh-you-woh
I can't live without you
A love so true
Show me the colour of love
Somehow it seems like a sign from above
Get closer, love is all we need
The colour of love
Show me the colour of love
Somehow it seems like a sign from above
Get closer, love is all we need
The colour of love
Show me the colour of love
Somehow it seems like a sign from above
Get closer, love is all we need
The colour of love

#TommyBoyRecords #Amber #Electronic",PT3M27S,2d,sd,false,True,rectangular,processed,public,youtube,True,False,False,33432,405,0,29,,"['Amber', 'Colour of Love', 'Official Music Video', 'Electronic', 'Dance', 'House', 'Disco', 'Tommy Boy', 'TBMClassics', 'Ther Berman Brothers', 'Tommy Boy Music', 'Tommy Boy Records', 'Tommy Boy Entertainment', 'Golden Era', 'Old School', 'HQ', 'HD']",en
