kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultLanguage,snippet.defaultAudioLanguage
youtube#video,YjvVngIaqXyb7rC0SqbjVyhWPBU,-W9R4TdL_ns,2019-01-18T17:35:56Z,UCAaWgzen8whV4ke8OrABX7g,Mera (Amber Heard) Timelapse Digital Painting,"Mera Timelapse Digital Painting

Timelapse digital painting of Amber Heard's Mera from the 2018 film Aquaman.

Really enjoyed the movie although its not perfect, and enjoyed doing this one. Got really lazy towards the end going from a full body to a torso up, cause those scales were making me tear my hair out.

instagram:https://www.instagram.com/r.d.arts/

Music:
▩ ṪＨＥ ＮＥＴＳＣ∀ＰＥ ▩ by Muciojad https://soundcloud.com/muciojad
Creative Commons — Attribution-ShareAlike 3.0 Unported— CC BY-SA 3.0 
http://creativecommons.org/licenses/b...
Music promoted by Audio Library https://youtu.be/96Wn5xtEyIY",https://i.ytimg.com/vi/-W9R4TdL_ns/default.jpg,120,90,https://i.ytimg.com/vi/-W9R4TdL_ns/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-W9R4TdL_ns/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-W9R4TdL_ns/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-W9R4TdL_ns/maxresdefault.jpg,1280.0,720.0,RD Art,"['aquaman', 'speed drawing', 'drawing aquaman', 'painting', 'aquaman painting', 'mera', 'speed painting', 'aquaman movie', 'aquaman drawing', 'timelapse', 'how to draw aquaman', 'aquaman trailer', 'aquaman trailer 2018', 'speed art', 'timelapse painting', 'justice league', 'drawing', 'aquaman speed drawing', 'speed paint', 'aquaman review', 'drawing aquaman jason momoa', 'digital painting', 'time-lapse', 'aquaman and mera', 'speed drawing aquaman', 'amber heard', 'digital art', 'concept art', 'time lapse', 'digital painting timelapse']",24,none,Mera (Amber Heard) Timelapse Digital Painting,"Mera Timelapse Digital Painting

Timelapse digital painting of Amber Heard's Mera from the 2018 film Aquaman.

Really enjoyed the movie although its not perfect, and enjoyed doing this one. Got really lazy towards the end going from a full body to a torso up, cause those scales were making me tear my hair out.

instagram:https://www.instagram.com/r.d.arts/

Music:
▩ ṪＨＥ ＮＥＴＳＣ∀ＰＥ ▩ by Muciojad https://soundcloud.com/muciojad
Creative Commons — Attribution-ShareAlike 3.0 Unported— CC BY-SA 3.0 
http://creativecommons.org/licenses/b...
Music promoted by Audio Library https://youtu.be/96Wn5xtEyIY",PT4M57S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,87,4,0,0,,
youtube#video,zWRhdTcP-xIW_mlsp7rm6yg5jjk,2FgkIYwqE6Q,2020-04-02T05:40:35Z,UCaqyxXN4smDbtrsSX3vCXJg,아쿠아맨 메라(엠버허드) 그림그리기 Amber Heard AQUAMAN  Portrait Drawing,"색연필로아쿠아맨 메라 그리기
파버카스텔60색 사용
#Aquaman #Drawing #Mera",https://i.ytimg.com/vi/2FgkIYwqE6Q/default.jpg,120,90,https://i.ytimg.com/vi/2FgkIYwqE6Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2FgkIYwqE6Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2FgkIYwqE6Q/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2FgkIYwqE6Q/maxresdefault.jpg,1280.0,720.0,DrawingCat-stopmotion,"['아쿠아맨', '드로잉', '엠버허드', '메라', 'aquaman', 'mera', 'amberheard', 'drawing', 'colorpencil', 'dccomics', 'Portrait', '데일리', 'art', 'daily']",22,none,아쿠아맨 메라(엠버허드) 그림그리기 Amber Heard AQUAMAN  Portrait Drawing,"색연필로아쿠아맨 메라 그리기
파버카스텔60색 사용
#Aquaman #Drawing #Mera",PT10M23S,2d,hd,false,False,rectangular,processed,public,creativeCommon,True,True,False,188,26,0,45,ko,ko
youtube#video,6P-K0Tb5tCglrqqig_6O-rIuTuI,2j2_ID63ZlQ,2014-07-02T21:11:01Z,UCW_yveE_xGztws_hN64l_UQ,Amber Heard Speed Painting,,https://i.ytimg.com/vi/2j2_ID63ZlQ/default.jpg,120,90,https://i.ytimg.com/vi/2j2_ID63ZlQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2j2_ID63ZlQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2j2_ID63ZlQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2j2_ID63ZlQ/maxresdefault.jpg,1280.0,720.0,dannyleerojas rojas,"['amber', 'heard', 'speed', 'painting', 'visual', 'art', 'artist', 'dibujo', 'pintura', 'picture', 'depp']",1,none,Amber Heard Speed Painting,,PT4M16S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,37,0,0,0,,
youtube#video,yg17j0wJQHCl6tyJEKNp8O092iI,35I1tv3M0dE,2014-09-29T21:39:49Z,UCGS-cBOIG8KXg-Q_xkgaN0w,"Lady Gaga is Failure at Face Paint -- Fashion Offenders for Aug. 16, 2013","Lady Gaga, Amber Heard, and Katy Perry all get an F on Fashion Offenders hosted by Wonderwall's Kirby Kristen. 
SUBSCRIBE: http://goo.gl/usQSdP

Lady Gaga was attacked by a paintball gun. Amber Heard's outfit is unflattering. Katy Perry is stuck in the 90s.

About the series: Despite their entourages of specialists, celebs make fashion blunders just like the rest of us. Take a look as Wonderwall showcases the worst fashion fails of the week in just 60 seconds! Don't forget to tune in each week to find out if your favorite celebrity will score an F on ""Fashion Offenders,"" hosted by Kirby Kristen. 

And don't forget to get your daily dose of exclusive celebrity interviews, breaking news and gossip on Wonderwall! Visit us on the web at: www.wonderwall.com

Like us on Facebook: www.Facebook.com/Wonderwall
Follow us on Twitter: www.Twitter.com/Wonderwall",https://i.ytimg.com/vi/35I1tv3M0dE/default.jpg,120,90,https://i.ytimg.com/vi/35I1tv3M0dE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/35I1tv3M0dE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/35I1tv3M0dE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/35I1tv3M0dE/maxresdefault.jpg,1280.0,720.0,Wonderwall,"['Katy Perry (Celebrity)', 'Lady Gaga (Celebrity)', 'Amber Heard (Celebrity)', 'Wonderwall', 'Fashion Offenders', 'fashion crimes', 'fashion police', 'fashion missteps', 'style fail', 'celebrity style', 'designer disaster', 'fashion disaster', 'fashion mess', 'designer fail', 'style disaster', 'red carpet fail', 'style', 'Celebrity news', 'Wonderwall news', 'Wonderwall Video', 'Youtube Celebrity channel', 'celebs', 'Katy Perry fashion', 'Lady Gaga fashion', 'Amber Heard fashion']",22,none,"Lady Gaga is Failure at Face Paint -- Fashion Offenders for Aug. 16, 2013","Lady Gaga, Amber Heard, and Katy Perry all get an F on Fashion Offenders hosted by Wonderwall's Kirby Kristen. 
SUBSCRIBE: http://goo.gl/usQSdP

Lady Gaga was attacked by a paintball gun. Amber Heard's outfit is unflattering. Katy Perry is stuck in the 90s.

About the series: Despite their entourages of specialists, celebs make fashion blunders just like the rest of us. Take a look as Wonderwall showcases the worst fashion fails of the week in just 60 seconds! Don't forget to tune in each week to find out if your favorite celebrity will score an F on ""Fashion Offenders,"" hosted by Kirby Kristen. 

And don't forget to get your daily dose of exclusive celebrity interviews, breaking news and gossip on Wonderwall! Visit us on the web at: www.wonderwall.com

Like us on Facebook: www.Facebook.com/Wonderwall
Follow us on Twitter: www.Twitter.com/Wonderwall",PT1M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,21,0,0,0,,
youtube#video,XO7PpY8G8Oa9drvtLSjV95CjGkk,3M8JPJkR8_8,2021-02-01T13:13:47Z,UCGKyDHJSLcylWdVWy1-D8vA,Amber Heard Portrait | Vector Art | Photoshop | Nitin Epic,"Amber Heard Portrait | Vector Art | Photoshop | Nitin Epic

Please Like, Share, Comment, Subscribe and hit the bell icon.

Thank you...

#amberheard #nitinepic #photoshop #portrait #vectorart",https://i.ytimg.com/vi/3M8JPJkR8_8/default.jpg,120,90,https://i.ytimg.com/vi/3M8JPJkR8_8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3M8JPJkR8_8/hqdefault.jpg,480,360,https://i.ytimg.com/vi/3M8JPJkR8_8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/3M8JPJkR8_8/maxresdefault.jpg,1280.0,720.0,Nitin Epic,"['Amber Heard', 'Portrait', 'Vector Art', 'nitin Epic']",22,none,Amber Heard Portrait | Vector Art | Photoshop | Nitin Epic,"Amber Heard Portrait | Vector Art | Photoshop | Nitin Epic

Please Like, Share, Comment, Subscribe and hit the bell icon.

Thank you...

#amberheard #nitinepic #photoshop #portrait #vectorart",PT3M2S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,51,9,0,1,,en-GB
youtube#video,vy6SVgfNYT9VTguw3hIcLRBoSPc,4kVwEwKxpGw,2021-04-27T09:25:19Z,UCZ3xkcBQ5p2jxzFEZw2AwOQ,Digital Portrait Of Amber Heard In IbisPaint-X [iPad] | Ibis Painter Sara | Shorts,"Digital Portrait of 'Amber Heard' in IbisPaint-X on iPad SHORT'S! To Learn an Easy way to Draw the Sketch in 'Grid Method' with each Minute Details, a Perfect Color gradation & Realistic Shading. Prefer the Full Tutorial Video! 
https://youtu.be/9NpGU0dKk3A

Stay tuned to see more Inspiring Digital Mandala Art, 3D Realistic Digital Object Drawings, Cool Interior Design, Mesmerizing Portrait of Celebrities & More!

Instantly Follow on Instagram Account! 
https://instagram.com/ibis_painter_sara?igshid=nsp663kxq0bn

Follow your Intrest in my Pintrest! 
https://pin.it/3cbmjx1


#Shorts #ibispaintx #amberheard #DigitalPortrait #IbisPaintXPortrait #IbisPaintXDigitalPortrait #IbisPainterSara",https://i.ytimg.com/vi/4kVwEwKxpGw/default.jpg,120,90,https://i.ytimg.com/vi/4kVwEwKxpGw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4kVwEwKxpGw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/4kVwEwKxpGw/sddefault.jpg,640.0,480.0,,,,Ibis Painter Sara,"['digital portrait of amber heard in ibispaint-x [ipad]', 'ibis painter sara', 'shorts', 'shorts beta', 'shorts video', 'ibispaint-x', 'digital portrait time lapse', 'digital art', 'digital art timelapse', 'ibis paint x tutorials', 'ibis paint x digital art', 'digital portrait', 'digital portrait painting', 'digital portrait ibispaint x', 'portrait drawing ibispaintx']",26,none,Digital Portrait Of Amber Heard In IbisPaint-X [iPad] | Ibis Painter Sara | Shorts,"Digital Portrait of 'Amber Heard' in IbisPaint-X on iPad SHORT'S! To Learn an Easy way to Draw the Sketch in 'Grid Method' with each Minute Details, a Perfect Color gradation & Realistic Shading. Prefer the Full Tutorial Video! 
https://youtu.be/9NpGU0dKk3A

Stay tuned to see more Inspiring Digital Mandala Art, 3D Realistic Digital Object Drawings, Cool Interior Design, Mesmerizing Portrait of Celebrities & More!

Instantly Follow on Instagram Account! 
https://instagram.com/ibis_painter_sara?igshid=nsp663kxq0bn

Follow your Intrest in my Pintrest! 
https://pin.it/3cbmjx1


#Shorts #ibispaintx #amberheard #DigitalPortrait #IbisPaintXPortrait #IbisPaintXDigitalPortrait #IbisPainterSara",PT45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,123,28,0,0,,
youtube#video,bMmuXqFyDTBx3cU6EGLD1_2P8h4,8IlWEF4D8gA,2018-12-26T23:21:21Z,UCOyLKdqfl3BbGhND23eqHYg,SPEED DRAWING MERA(AMBER HEARD) | #AQUAMAN,"Deseja ter algum desenho ou ilustração feita por mim? Entre em contato: thiagofreitas2425@gmail.com

Instagram: https://www.instagram.com/thiagoilustrador/

Artstation: https://www.artstation.com/thiagofreitas

Portfólio: https://thiagoilustrador.wixsite.com/portfolio",https://i.ytimg.com/vi/8IlWEF4D8gA/default.jpg,120,90,https://i.ytimg.com/vi/8IlWEF4D8gA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8IlWEF4D8gA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8IlWEF4D8gA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/8IlWEF4D8gA/maxresdefault.jpg,1280.0,720.0,Thiago Soares,"['draw', 'draws', 'drawing', 'desenho', 'desenhos', 'comodesenhar', 'speedart', 'art', 'speed', 'ilustração', 'illustration', 'pintura', 'digital', 'paint', 'aquaman', 'mera', 'amber heard', 'jason mamoa', 'dc', 'comics', 'hq', 'peixe', 'mar']",27,none,SPEED DRAWING MERA(AMBER HEARD) | #AQUAMAN,"Deseja ter algum desenho ou ilustração feita por mim? Entre em contato: thiagofreitas2425@gmail.com

Instagram: https://www.instagram.com/thiagoilustrador/

Artstation: https://www.artstation.com/thiagofreitas

Portfólio: https://thiagoilustrador.wixsite.com/portfolio",PT3M22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,6,1,0,0,,
youtube#video,ifYYrW64BQsPbue1TUznUXKwZbw,8RYCgIw9bsQ,2021-08-25T00:37:26Z,UC9lDXeTqBVNN7zXFk-khbuQ,"Teaser Trailer de AQUAMAN 2 (2022) - Jason Momoa, Amber Heard (Fan Made)","GILMAR-GMR-DIVULGAÇÃO
https://www.youtube.com/channel/UC9lDXeTqBVNN7zXFk-khbuQ

https://seulink.online/IoH8
https://www.instagram.com/gmr_layu336482/
https://www.tumblr.com/blog/layu336482
https://br.pinterest.com/gmr_layu336482/gilmar-caladiums/
https://www.facebook.com/gilmar.alvesdasilva.12/
https://twitter.com/gilmar3364
https://blogdogilmarvendas.blogspot.com/?zx=7c9f309793fc3e70
bit.ly/3xhJ8IR

Aquaman foi cegado em um evento misterioso. Anos se passaram e logo ele recuperou a visão. No entanto, danos às suas terras foram feitos. Cabe a ele e a Mera descobrir o que aconteceu. Olá pessoal, gostaria de deixar claro que este trailer é feito por fãs. Isso significa que ele contém clipes de outros filmes, reunidos com efeitos especiais usando o editor de vídeo Wondershare Filmora e o editor de fotos Photopea (Photopea.com). ►O que é um trailer de filme feito por um fã? Resumindo, trailers feitos por fãs são criados para fãs de filmes radicais. É por isso que não é para todos porque, assim como o Pro-Wrestling, alguns odeiam outros amam. Se gosta de trailers feitos por fãs, significa que aprecia trazer novas ideias para os seus filmes favoritos. Mas meus trailers não são como qualquer outro, uma palavra para descrevê-lo, REALÍSTICO. ►MacamTV ' s Objetivo Se você é novo aqui, meu nome é Jr Macam, sou o homem por trás de seus trailers de sonho realistas. O objetivo do canal é simples (não enganar as pessoas haha), criar uma comunidade que é apaixonada por dar vida aos filmes dos sonhos. Se parece que você deseja se tornar parte do, ASSINE !!!! ►Support MacamTV A criação deste vídeo leva dias para produzir e publicar. Eu faço muitas pesquisas e leva muito tempo. Ajude a MacamTV a criar mais trailers dos sonhos apoiando no Patreon. Link aqui: Eu faço muitas pesquisas e leva muito tempo. Ajude a MacamTV a criar mais trailers dos sonhos apoiando no Patreon. Link aqui: Eu faço muitas pesquisas e leva muito tempo. Ajude a MacamTV a criar mais trailers dos sonhos apoiando no Patreon. Link aqui:https://www.patreon.com/macamtv",https://i.ytimg.com/vi/8RYCgIw9bsQ/default.jpg,120,90,https://i.ytimg.com/vi/8RYCgIw9bsQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8RYCgIw9bsQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/8RYCgIw9bsQ/sddefault.jpg,640.0,480.0,,,,GILMAR-GMR-DIVULGAÇÂO,['Teaser Trailer de AQUAMAN 2 (2022)'],1,none,"Teaser Trailer de AQUAMAN 2 (2022) - Jason Momoa, Amber Heard (Fan Made)","GILMAR-GMR-DIVULGAÇÃO
https://www.youtube.com/channel/UC9lDXeTqBVNN7zXFk-khbuQ

https://seulink.online/IoH8
https://www.instagram.com/gmr_layu336482/
https://www.tumblr.com/blog/layu336482
https://br.pinterest.com/gmr_layu336482/gilmar-caladiums/
https://www.facebook.com/gilmar.alvesdasilva.12/
https://twitter.com/gilmar3364
https://blogdogilmarvendas.blogspot.com/?zx=7c9f309793fc3e70
bit.ly/3xhJ8IR

Aquaman foi cegado em um evento misterioso. Anos se passaram e logo ele recuperou a visão. No entanto, danos às suas terras foram feitos. Cabe a ele e a Mera descobrir o que aconteceu. Olá pessoal, gostaria de deixar claro que este trailer é feito por fãs. Isso significa que ele contém clipes de outros filmes, reunidos com efeitos especiais usando o editor de vídeo Wondershare Filmora e o editor de fotos Photopea (Photopea.com). ►O que é um trailer de filme feito por um fã? Resumindo, trailers feitos por fãs são criados para fãs de filmes radicais. É por isso que não é para todos porque, assim como o Pro-Wrestling, alguns odeiam outros amam. Se gosta de trailers feitos por fãs, significa que aprecia trazer novas ideias para os seus filmes favoritos. Mas meus trailers não são como qualquer outro, uma palavra para descrevê-lo, REALÍSTICO. ►MacamTV ' s Objetivo Se você é novo aqui, meu nome é Jr Macam, sou o homem por trás de seus trailers de sonho realistas. O objetivo do canal é simples (não enganar as pessoas haha), criar uma comunidade que é apaixonada por dar vida aos filmes dos sonhos. Se parece que você deseja se tornar parte do, ASSINE !!!! ►Support MacamTV A criação deste vídeo leva dias para produzir e publicar. Eu faço muitas pesquisas e leva muito tempo. Ajude a MacamTV a criar mais trailers dos sonhos apoiando no Patreon. Link aqui: Eu faço muitas pesquisas e leva muito tempo. Ajude a MacamTV a criar mais trailers dos sonhos apoiando no Patreon. Link aqui: Eu faço muitas pesquisas e leva muito tempo. Ajude a MacamTV a criar mais trailers dos sonhos apoiando no Patreon. Link aqui:https://www.patreon.com/macamtv",PT4M18S,2d,sd,false,False,rectangular,processed,public,creativeCommon,True,True,False,11,1,0,0,pt-BR,pt-BR
youtube#video,WZGPBQ3idh9hzDivE9D_LaPhoEU,9NpGU0dKk3A,2021-04-27T08:18:54Z,UCZ3xkcBQ5p2jxzFEZw2AwOQ,Digital Portrait Painting In IbisPaint X - Amber Heard | Grid Method IbisPaint X | Ibis Painter Sara,"Digital Portrait of 'Amber Heard' on IbisPaint-X in iPad! In this Portrait you can see An Easy way to Draw the Sketch in 'Grid Method' & with each Minute Details, a Perfect Color gradation & Realistic Shading. 

To Complete the Portrait it took me 5 Days! 


Stay tuned to see more Inspiring Digital Mandala Art, 3D Realistic Digital Object Drawings, Cool Interior Design, Mesmerizing Portrait of Celebrities & More!

Instantly Follow on Instagram Account! 
https://instagram.com/ibis_painter_sara?igshid=nsp663kxq0bn

Follow your Intrest in my Pintrest! 
https://pin.it/3cbmjx1

Music: Views
Musician: @iksonmusic

#ibispaintx #amberheard #DigitalPortrait #IbisPaintXPortrait #IbisPaintXDigitalPortrait #IbisPainterSara",https://i.ytimg.com/vi/9NpGU0dKk3A/default.jpg,120,90,https://i.ytimg.com/vi/9NpGU0dKk3A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9NpGU0dKk3A/hqdefault.jpg,480,360,https://i.ytimg.com/vi/9NpGU0dKk3A/sddefault.jpg,640.0,480.0,,,,Ibis Painter Sara,"['digital portrait painting in ibispaint x - amber heard', 'grid method ibispaint x', 'ibis painter sara', 'digital portrait painting', 'digital portrait painting in mobile', 'digital portrait painting in picsart', 'ibis paint x', 'ibis paint x how to use', 'ibis paint x kaise use kare', 'digital sketching', 'digital sketching ipad', 'amber Heard', 'amber heard portrait', 'amber heard portrait drawing', 'drawing', 'sketching', 'portrait', 'portrait drawing', 'portrait painting', 'realistic portrait']",26,none,Digital Portrait Painting In IbisPaint X - Amber Heard | Grid Method IbisPaint X | Ibis Painter Sara,"Digital Portrait of 'Amber Heard' on IbisPaint-X in iPad! In this Portrait you can see An Easy way to Draw the Sketch in 'Grid Method' & with each Minute Details, a Perfect Color gradation & Realistic Shading. 

To Complete the Portrait it took me 5 Days! 


Stay tuned to see more Inspiring Digital Mandala Art, 3D Realistic Digital Object Drawings, Cool Interior Design, Mesmerizing Portrait of Celebrities & More!

Instantly Follow on Instagram Account! 
https://instagram.com/ibis_painter_sara?igshid=nsp663kxq0bn

Follow your Intrest in my Pintrest! 
https://pin.it/3cbmjx1

Music: Views
Musician: @iksonmusic

#ibispaintx #amberheard #DigitalPortrait #IbisPaintXPortrait #IbisPaintXDigitalPortrait #IbisPainterSara",PT43M17S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,171,24,0,2,,
youtube#video,m4t9ZFRChhqHdMnFzvNH1YYkcPk,bJ1nXD5X3QA,2021-10-24T17:52:49Z,UCgmMcKdJ1kIFLUbuG2GZaAQ,Hyperrealism Drawing timelapse: AMBER HEARD,"The video is made from 88 photos!
Materials:
Drawing Paper: Bogus Drawing Paper;
Paints: Arteza Acrylic Paint Pouring Bundle;
Paintbrushes: Angled Paintbrushes Professional.

#drawing #amberheard #painting",https://i.ytimg.com/vi/bJ1nXD5X3QA/default.jpg,120,90,https://i.ytimg.com/vi/bJ1nXD5X3QA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/bJ1nXD5X3QA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/bJ1nXD5X3QA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/bJ1nXD5X3QA/maxresdefault.jpg,1280.0,720.0,versetty777,"['drawing', 'drawing timelapse', 'speed drawing Amber Heard', 'how to draw Amber Heard', 'timelapse', 'creature drawing', 'illustration', 'expression', 'sketch', 'art', 'painting', 'how to', 'tutorial', 'Sketch (drawing)', 'Draw', 'Hyperrealism', 'paint', 'how to draw', 'how to paint', 'speed drawing', 'versetty777', 'oil painting', 'painting timelapse', 'pencil', 'pencil sketch', 'sketching', 'speed art', 'speed painting', 'colored pencil', 'Amber Heard', 'amber heard']",26,none,Hyperrealism Drawing timelapse: AMBER HEARD,"The video is made from 88 photos!
Materials:
Drawing Paper: Bogus Drawing Paper;
Paints: Arteza Acrylic Paint Pouring Bundle;
Paintbrushes: Angled Paintbrushes Professional.

#drawing #amberheard #painting",PT32S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,3,0,0,0,,
