kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,snippet.defaultAudioLanguage,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultLanguage,contentDetails.contentRating.ytRating
youtube#video,okjYlteFN32aSMfcyzJt3-r9DT8,-zuCP6Ev3mU,2020-12-18T09:00:02Z,UCXM_e6csB_0LWNLhRqrhAxg,THE STAND: Amber Heard Says New Series About Fictional Pandemic Raises Big Questions,"The upcoming pandemic epic ""The Stand"" is about a fictional virus far deadlier than COVID-19 and how the few people left on Earth have to pull together to survive.

Amber Heard, who's among the all-star cast of the CBS All Access show, says the story raises all sorts of questions.

""I believe an audience will think, 'What would I do? What would I be willing to give up? What would I be willing to try?'"" says Heard, who plays a woman lured to the dark side of those who survive the fictional pandemic.

#AmberHeard #TheStand #CBS",https://i.ytimg.com/vi/-zuCP6Ev3mU/default.jpg,120,90,https://i.ytimg.com/vi/-zuCP6Ev3mU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-zuCP6Ev3mU/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-zuCP6Ev3mU/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-zuCP6Ev3mU/maxresdefault.jpg,1280.0,720.0,On Demand Entertainment,"['celebrity', 'amber heard', 'johnny depp amber heard', 'the stand amber heard', 'the stand trailer 2020', 'the stand cbs', 'amber heard new series', 'amber heard interviews', 'amber heard interview 2020', 'the stand stephen', 'the stand stephen king trailer', 'the stand stephen king review', 'the stand stephen king movie', 'the stand stephen king trailer 2020']",24,none,THE STAND: Amber Heard Says New Series About Fictional Pandemic Raises Big Questions,"The upcoming pandemic epic ""The Stand"" is about a fictional virus far deadlier than COVID-19 and how the few people left on Earth have to pull together to survive.

Amber Heard, who's among the all-star cast of the CBS All Access show, says the story raises all sorts of questions.

""I believe an audience will think, 'What would I do? What would I be willing to give up? What would I be willing to try?'"" says Heard, who plays a woman lured to the dark side of those who survive the fictional pandemic.

#AmberHeard #TheStand #CBS",en,PT1M54S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,10109,24,0,265,,
youtube#video,hv5cDy184W5sMgpXU0bap0LZauM,541frGhrYsE,2021-07-09T15:16:58Z,UCTDAud6GsWOLooiNphQ7Zow,AH = Spectacular Fail for WB & Aquaman 2,"Takenfrom a Inside the Magic article https://insidethemagic.net/2021/07/warner-bros-boycott-amber-heard-johnny-depp-rwb1/
we discuss the fact that people are going to boycott WB and Aquaman 2 for keeping AH and firing Johnny 

you can help me with the expenses of attending the VA trial and running this channel by donating to my PayPal at https://paypal.me/TammyTalksAbout?locale.x=en_US

video editing software by Video Maker music by Intro Maker title:Running Down the Highway",https://i.ytimg.com/vi/541frGhrYsE/default.jpg,120,90,https://i.ytimg.com/vi/541frGhrYsE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/541frGhrYsE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/541frGhrYsE/sddefault.jpg,640.0,480.0,,,,TammyTalksAbout,"['#Video.Guru', '#JusticeForJohnnyDepp', '#BoycottWB', '#BoycottAquaman2', '#AmberIsALiar']",24,none,AH = Spectacular Fail for WB & Aquaman 2,"Takenfrom a Inside the Magic article https://insidethemagic.net/2021/07/warner-bros-boycott-amber-heard-johnny-depp-rwb1/
we discuss the fact that people are going to boycott WB and Aquaman 2 for keeping AH and firing Johnny 

you can help me with the expenses of attending the VA trial and running this channel by donating to my PayPal at https://paypal.me/TammyTalksAbout?locale.x=en_US

video editing software by Video Maker music by Intro Maker title:Running Down the Highway",,PT11M5S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,419,103,0,28,,
youtube#video,tkz3P7ngPFTGdHEoXFXdIoqkhM8,BHtoEnMhU98,2021-06-28T16:15:01Z,UCAmaiEYnoTgj-dmjp8DpepQ,Amber Heard EXPOSED by Hollywood Insider with NEW BOMBSHELL letter! | The Gossipy,"Amber Heard EXPOSED by Hollywood Insider with NEW BOMBSHELL letter! | The Gossipy

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",https://i.ytimg.com/vi/BHtoEnMhU98/default.jpg,120,90,https://i.ytimg.com/vi/BHtoEnMhU98/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BHtoEnMhU98/hqdefault.jpg,480,360,,,,,,,The Gossipy,"['The Gossipy', 'Amber Heard EXPOSED by Hollywood Insider with NEW BOMBSHELL letter!', 'celeb news', 'reality drama', 'justice for johnny depp']",24,none,Amber Heard EXPOSED by Hollywood Insider with NEW BOMBSHELL letter! | The Gossipy,"Amber Heard EXPOSED by Hollywood Insider with NEW BOMBSHELL letter! | The Gossipy

Welcome to The Gossipy. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

We tell you interesting things about these Hollywood celebrities that you may have never heard before.
Subscribe - https://www.youtube.com/channel/UCAmaiEYnoTgj-dmjp8DpepQ?sub_confirmation=1
''THE CHANNEL GOAL IS TO GET ALL THE YOU TUBE PLAY BUTTONS"". So please do subscribe to our channel to be a part of The Gossipy community, It is really important to grow together as a family and "" we promise you, we will not let you down"".

Cheers!",en-US,PT8M9S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,494,22,0,2,en-US,
youtube#video,kFK5AVU0c20rBgCpJzS4LpSN3D4,da3-efD2n9Q,2021-06-22T01:15:19Z,UC1bx24ss7BEQe2SsGrVcd5A,Amber Heard Doxed 89 Witnesses list in Rage.,"#amberheard #johnnydepp #justiceforjohnnydepp
Amber Heard leaked 89 witnesses personal details in new document after judge called her liar because of not providing detail of donation money.",https://i.ytimg.com/vi/da3-efD2n9Q/default.jpg,120,90,https://i.ytimg.com/vi/da3-efD2n9Q/mqdefault.jpg,320,180,https://i.ytimg.com/vi/da3-efD2n9Q/hqdefault.jpg,480,360,https://i.ytimg.com/vi/da3-efD2n9Q/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/da3-efD2n9Q/maxresdefault.jpg,1280.0,720.0,Money Addict,"['amber heard', 'johnny depp', 'amber heard and johnny depp', 'johnny depp amber heard', 'justice for johnny depp', 'johnny depp wins', 'amber heard judge ruling', 'amber heard judge', 'johnny depp and amber heard', 'amber heard lawsuit', 'amber heard loses in court', 'amber heard loses', 'thatumbrellaguy', 'thatumbrellaguy johnny depp', 'viral vision', 'amber heard donation', 'amber heard elon musk', 'amber heard fired', 'johnny depp deposition', 'johnny depp sues amber heard', 'johnny depp suing amber heard']",24,none,Amber Heard Doxed 89 Witnesses list in Rage.,"#amberheard #johnnydepp #justiceforjohnnydepp
Amber Heard leaked 89 witnesses personal details in new document after judge called her liar because of not providing detail of donation money.",en-US,PT8M12S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,91,6,0,5,en-US,
youtube#video,nJz183SfFtMbNm2hNb7TQNLgetI,e1NDWVE2qBI,2021-06-16T18:00:17Z,UCAk03rcNVtLK1_LlgRTOh2w,JOHNNY DEPP's Security WITNESSED Amber Heard Striking HIM!,"Full statement of Travis McGivern JOHNNY DEPP's Security WITNESSED Amber Heard Striking HIM!

Join this channel to get access to perks:
https://www.youtube.com/channel/UCAk03rcNVtLK1_LlgRTOh2w/join

Cool Merch :) - https://stevie-js.creator-spring.com/

Aventino Watches - 15% Discount Code (stevie_j_raw15)
Aventino Website - https://aventinowatches.com/collections/all

TubeBuddy - https://www.tubebuddy.com/StevieJReviews 

Art Of Elysium Donation Page - https://www.pledge.to/the-art-of-elysium

Justice For Johnny Depp T-Shirts (Proceeds Go To Charity):
Design 1 - https://t.co/uYcnDh9eBj?amp=1
Design 2 - https://t.co/hDmQ0wicKE?amp=1
Design 3 - https://t.co/LqMeOIdMJE?amp=1
Design 4 - https://t.co/LKTEqqDxhg?amp=1

Thanks for watching!!

Hit that Subscribe Button for more News & Entertainment.

Website - https://steviejraw.com/ 

Patreon support- https://www.patreon.com/user?u=21166375

Have an awesome day!

Let’s connect:

Instagram – Stevie_j_Raw

Twitter - https://twitter.com/StevieJRaw

Facebook - https://www.facebook.com/steviej.raw.3

Email - contact@steviejraw.com

THANKS FOR WATCHING!!
#JusticeForJohnnyDepp #JohnnyDepp #DeppHeard",https://i.ytimg.com/vi/e1NDWVE2qBI/default.jpg,120,90,https://i.ytimg.com/vi/e1NDWVE2qBI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/e1NDWVE2qBI/hqdefault.jpg,480,360,https://i.ytimg.com/vi/e1NDWVE2qBI/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/e1NDWVE2qBI/maxresdefault.jpg,1280.0,720.0,Stevie J Raw,"['stevie j raw', ""JOHNNY DEPP's Security WITNESSED Amber Heard Striking HIM!"", ""JOHNNY DEPP's Security WITNESSED Amber Heard"", 'johnny depp winning', 'depp heard', 'amber heard johnny depp', 'johnny depp vs amber heard', 'johnny depp', ""DEPP's Security WITNESSED Amber Heard Striking HIM"", '#JusticeForJohnnyDepp', ""DEPP's Security WITNESSED Amber Heard"", 'johnny depp lawsuit', 'johnny depp wins', 'johnny depp amber heard', 'travis mcgivern johnny depp', 'depp news', 'stevie j raw johnny depp']",24,none,JOHNNY DEPP's Security WITNESSED Amber Heard Striking HIM!,"Full statement of Travis McGivern JOHNNY DEPP's Security WITNESSED Amber Heard Striking HIM!

Join this channel to get access to perks:
https://www.youtube.com/channel/UCAk03rcNVtLK1_LlgRTOh2w/join

Cool Merch :) - https://stevie-js.creator-spring.com/

Aventino Watches - 15% Discount Code (stevie_j_raw15)
Aventino Website - https://aventinowatches.com/collections/all

TubeBuddy - https://www.tubebuddy.com/StevieJReviews 

Art Of Elysium Donation Page - https://www.pledge.to/the-art-of-elysium

Justice For Johnny Depp T-Shirts (Proceeds Go To Charity):
Design 1 - https://t.co/uYcnDh9eBj?amp=1
Design 2 - https://t.co/hDmQ0wicKE?amp=1
Design 3 - https://t.co/LqMeOIdMJE?amp=1
Design 4 - https://t.co/LKTEqqDxhg?amp=1

Thanks for watching!!

Hit that Subscribe Button for more News & Entertainment.

Website - https://steviejraw.com/ 

Patreon support- https://www.patreon.com/user?u=21166375

Have an awesome day!

Let’s connect:

Instagram – Stevie_j_Raw

Twitter - https://twitter.com/StevieJRaw

Facebook - https://www.facebook.com/steviej.raw.3

Email - contact@steviejraw.com

THANKS FOR WATCHING!!
#JusticeForJohnnyDepp #JohnnyDepp #DeppHeard",en,PT4M51S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,4252,494,0,125,en,
youtube#video,0-eTlKYSObF9qaXP4Qd2fEK8ox8,KPbOWFhPJaw,2021-08-24T21:10:27Z,UC4n1nn9VEOk0Y99tCpWCXng,"Spilling Tea: Salon States Depp Can't Be Boycotted, I Read This Trash So You Don't Have To!",Link To Article: https://www.salon.com/2021/08/20/johnny-depp-boycott-amber-heard-metoo/,https://i.ytimg.com/vi/KPbOWFhPJaw/default.jpg,120,90,https://i.ytimg.com/vi/KPbOWFhPJaw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KPbOWFhPJaw/hqdefault.jpg,480,360,,,,,,,Tiffany Daniels Is Spilling 🍵,['#JusticeForJohnnyDepp'],24,none,"Spilling Tea: Salon States Depp Can't Be Boycotted, I Read This Trash So You Don't Have To!",Link To Article: https://www.salon.com/2021/08/20/johnny-depp-boycott-amber-heard-metoo/,,PT27M38S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,38,8,0,4,,ytAgeRestricted
youtube#video,UUz9VmOsnmcVKy9--9dHA3nuQFM,Q0qEVa4h9Qg,2021-06-16T15:15:01Z,UC-lZTlG05ETwyjDS1JQCv3w,"""BOYCOTT AMBER!"" Disney Considering Amber Heard For An MCU Role | Celebrity Craze","""BOYCOTT AMBER!"" Disney Considering Amber Heard For An MCU Role | Celebrity Craze

Disney is seriously considering Amber Heard for a role in the Marvel Cinematic Universe. Are they unaware there is a petition with thousands of signatures that want to remove her from Aquaman 2? Seems like a terrible decision to even throw Amber Heard's name in the pot. Especially with everything she has going on in court with Johnny Depp.

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

Now it turns out that Amber Heard may have not written the statement or OP ED in accusations against Johnny Depp. This could another case of defamation or fraud. Let's break it down in today's video.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp #AmberHeardJail​ #AmberHeardCourt​ #JusticeForJohnny 

------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",https://i.ytimg.com/vi/Q0qEVa4h9Qg/default.jpg,120,90,https://i.ytimg.com/vi/Q0qEVa4h9Qg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Q0qEVa4h9Qg/hqdefault.jpg,480,360,https://i.ytimg.com/vi/Q0qEVa4h9Qg/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Q0qEVa4h9Qg/maxresdefault.jpg,1280.0,720.0,Celebrity Craze,"['celebrity craze', 'celebrity', 'binge watch', 'bingewatch', 'news', 'celebrity breaking news', 'hollywood life', 'latest celebrity', 'celeb news', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp interview', 'amber heard johnny depp fight video', 'amber heard interview', 'amber heard channel', 'johnny depp news', 'johnny depp fired', 'johnny depp appeal', 'johnny depp amber heard', 'depp heard', 'amber heard fired', 'justice for johnny depp', 'viral vision', 'the umbrella guy', 'crazed culture']",24,none,"""BOYCOTT AMBER!"" Disney Considering Amber Heard For An MCU Role | Celebrity Craze","""BOYCOTT AMBER!"" Disney Considering Amber Heard For An MCU Role | Celebrity Craze

Disney is seriously considering Amber Heard for a role in the Marvel Cinematic Universe. Are they unaware there is a petition with thousands of signatures that want to remove her from Aquaman 2? Seems like a terrible decision to even throw Amber Heard's name in the pot. Especially with everything she has going on in court with Johnny Depp.

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

Now it turns out that Amber Heard may have not written the statement or OP ED in accusations against Johnny Depp. This could another case of defamation or fraud. Let's break it down in today's video.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp #AmberHeardJail​ #AmberHeardCourt​ #JusticeForJohnny 

------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",en-US,PT8M6S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,414,20,0,12,en-US,
youtube#video,KuoeO3DIawoxwmuwcHA-9xwwAQ4,scBecjYIh6A,2020-11-24T10:18:51Z,UC7O0kO2VrLNQR98UeQikJLw,RPA Podcast 012 - The Johnny Depp Vs Amber Heard Court Situation..,"In this episode we discuss the Johnny Depp and Amber Heard current situation with a suite against a London news paper and him closing his case in court and why we as men need to really pay attention to his case, and the situation we as men can be in with the law (when we have proof of our innocence) and your career when it comes to be accused of domestic violence. Reference video for this discussion; The the Better Bachelor Channel https://youtu.be/gvDnFejQpiE",https://i.ytimg.com/vi/scBecjYIh6A/default.jpg,120,90,https://i.ytimg.com/vi/scBecjYIh6A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/scBecjYIh6A/hqdefault.jpg,480,360,https://i.ytimg.com/vi/scBecjYIh6A/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/scBecjYIh6A/maxresdefault.jpg,1280.0,720.0,Red Pill Awareness Needed Conversation for Men,"['men’s awareness', 'men’s motivation', 'men’s healths']",22,none,RPA Podcast 012 - The Johnny Depp Vs Amber Heard Court Situation..,"In this episode we discuss the Johnny Depp and Amber Heard current situation with a suite against a London news paper and him closing his case in court and why we as men need to really pay attention to his case, and the situation we as men can be in with the law (when we have proof of our innocence) and your career when it comes to be accused of domestic violence. Reference video for this discussion; The the Better Bachelor Channel https://youtu.be/gvDnFejQpiE",,PT44M10S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,44,0,0,0,,
youtube#video,bg469jOp2Bs5eP9gSqcWwwfGbWg,ttt40CNVJ_M,2021-12-13T13:15:05Z,UC-lZTlG05ETwyjDS1JQCv3w,Amber Heard and Warner Bros GETS SUED - AFTER DROPPING JOHNNY DEPP for Amber | Celebrity Craze,"Amber Heard and Warner Bros GETS SUED - AFTER DROPPING JOHNNY DEPP for Amber | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",https://i.ytimg.com/vi/ttt40CNVJ_M/default.jpg,120,90,https://i.ytimg.com/vi/ttt40CNVJ_M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ttt40CNVJ_M/hqdefault.jpg,480,360,https://i.ytimg.com/vi/ttt40CNVJ_M/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/ttt40CNVJ_M/maxresdefault.jpg,1280.0,720.0,Celebrity Craze,"['celebrity craze', 'celebrity', 'amber heard interview', 'amber heard', 'johnny depp', 'amber heard johnny depp', 'johnny depp amber heard', 'viral vision', 'celebrity news', 'clevver news', 'this happened', 'informoverload', 'inform overload', 'information overload', 'entertainment news', 'crazed culture', 'that umbrella guy', 'umbrella guy', 'thatumbrellaguy', 'hollywood life', 'Amber Heard and Warner Bros GETS SUED - AFTER DROPPING JOHNNY DEPP for Amber', 'warner bros', 'johnny depp warner bros', 'aquaman']",24,none,Amber Heard and Warner Bros GETS SUED - AFTER DROPPING JOHNNY DEPP for Amber | Celebrity Craze,"Amber Heard and Warner Bros GETS SUED - AFTER DROPPING JOHNNY DEPP for Amber | Celebrity Craze

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#JohnnyDepp #AMBERHEARD
------------------------------------------------------------------------------------------------------------------------------
Subscribe: https://www.youtube.com/channel/UC-lZTlG05ETwyjDS1JQCv3w/featured?sub_confirmation=1

CHECK OUT OUR OTHER VIDEOS!

Johnny Depp - Amber Heard Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZeBBelsB9UPo7VTXRu_zcu

David Dobrik Drama Playlist: https://youtube.com/playlist?list=PLlEaTEO50CGZvMGJgSPbWh2dnA6a1d1aX

Justin Bieber Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZTJh_XpqH_BjfmbY4sRJJD

Kardashian Family Drama: https://youtube.com/playlist?list=PLlEaTEO50CGZOHixd1sAisB2wgS5JzLua

This Channel intends to provide the most breaking celeb news, drama and controversies all in one place. Also, information not only about Celebrities from Hollywood Film Industry but also Famous People around the World. We maintain different Playlists which you could come back and watch videos from your desired interest category. 

We also promise to keep our viewers entertained. Thanks for taking your time to checkout the Channel!

Subscribe to never miss a video.",en-US,PT8M4S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,1713,40,0,9,en-US,
youtube#video,7ZffZumOHG-Xhj-SK3q4pJcLQXs,uHNuQV387PE,2021-06-24T15:45:03Z,UCC4RIwjtWgIIJzXJRxHwuUQ,Johnny Depp DESTROYS Amber Heard in NY Supreme Court | RIPS HER DESPERATION | The HollyVibe,"Johnny Depp DESTROYS Amber Heard in NY Supreme Court | RIPS HER DESPERATION | The HollyVibe

Welcome toThe HollyVibe. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

The Johnny Depp Amber Heard Court Case rages on. This is a hot piece celebrity news. These two keep gathering new evidence against each other and it is looking worse for Amber Heard. The Johnny Depp lawsuit is progresses with new evidence against Amber Heard. Let's see what's happening this time. 

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp #AmberHeardJail​ 

We tell you interesting things about these Hollywood celebrities that you may have never heard before.

Please subscribe to our channel to stay up to date with interesting facts about Hollywood Celebs.

Cheers!",https://i.ytimg.com/vi/uHNuQV387PE/default.jpg,120,90,https://i.ytimg.com/vi/uHNuQV387PE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/uHNuQV387PE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/uHNuQV387PE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/uHNuQV387PE/maxresdefault.jpg,1280.0,720.0,The HollyVibe,"['celebrity', 'Johnny Depp DESTROYS Amber Heard in NY Supreme Court! RIPS HER DESPERATION! | Celebrity Craze', 'amber heard johnny depp', 'justice for johnny depp', 'that umbrella guy johnny depp', 'thatumbrellaguy johnny depp', 'umbrella guy johnny depp', 'amber heard', 'johnny depp', 'thatumbrellaguy', 'johnny depp court', 'johnny depp court update', 'johnny depp wins', 'clevver news', 'johnny depp amber heard court', 'amber heard court', 'johnny depp v amber heard', 'amber heard loses', 'The HollyVibe']",24,none,Johnny Depp DESTROYS Amber Heard in NY Supreme Court | RIPS HER DESPERATION | The HollyVibe,"Johnny Depp DESTROYS Amber Heard in NY Supreme Court | RIPS HER DESPERATION | The HollyVibe

Welcome toThe HollyVibe. We make interesting videos about Hollywood in English. We give you a closer look in the lives of celebrities like Kanye West, Ed Sheeran, The Rock, Jay Z, Selena Gomez, Kylie Jenner, Kim Kardashian, Rihanna and 100s more.

The Johnny Depp Amber Heard Court Case rages on. This is a hot piece celebrity news. These two keep gathering new evidence against each other and it is looking worse for Amber Heard. The Johnny Depp lawsuit is progresses with new evidence against Amber Heard. Let's see what's happening this time. 

With the initial court date being pushed back, Johnny Depp and Amber Heard have been given some more time in order to gather more evidence for their individual cases. For quite some time, the two were firing evidence at each other in order to win in court. 

Ever since the recent release of the footage of the LAPD officers from the penthouse night of Amber Heard and Johnny Depp, things have not been looking all too bright for Amber Heard. Her team has been working tirelessly in order to back up her side, however Johnny Depp seems to have made the attempt to strike back.

#AmberHeard #JohnnyDepp #JusticeForJohnnyDepp #AmberHeardJail​ 

We tell you interesting things about these Hollywood celebrities that you may have never heard before.

Please subscribe to our channel to stay up to date with interesting facts about Hollywood Celebs.

Cheers!",en-US,PT8M14S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,52,4,0,2,en-US,
