kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.defaultLanguage,snippet.defaultAudioLanguage
youtube#video,oTRt5bxRPoG9_CBGoV-fGmLdOO0,-_ZAdyI5hIo,2018-05-05T15:38:59Z,UCIsM8W5Cpu5iga_YLA5j-qQ,Nobody |• Amber Heard,"@stopsnakes_

Social media:

Insta- @soupernaturaal

Main Insta- @beautyandageek_

Twitter- @soupernaturaal

Main Twitter- @beautyandageek_ 

""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.""",https://i.ytimg.com/vi/-_ZAdyI5hIo/default.jpg,120,90,https://i.ytimg.com/vi/-_ZAdyI5hIo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-_ZAdyI5hIo/hqdefault.jpg,480,360,Shannon Doak,"['Amber', 'Heard', 'Edit', 'Amberheardedit', 'Aqua man', 'Deanna', 'Winchester']",24,none,Nobody |• Amber Heard,"@stopsnakes_

Social media:

Insta- @soupernaturaal

Main Insta- @beautyandageek_

Twitter- @soupernaturaal

Main Twitter- @beautyandageek_ 

""Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favor of fair use.""",PT9S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,6,0,0,0,,,,,,,,
youtube#video,hkJz6QgUtpzLBs3VRzqzQMQ0Fmw,2qin_-gORJY,2021-08-27T12:02:11Z,UCsEaTDlh3kfgl17DnaRFW2g,"""Amber Heard SHOULD Have Been FIRED""","Amber Heard SHOULD Have Been FIRED

❤️.   MY 2ND CHANNEL
The Sweet Spot of the Soul. https://www.youtube.com/channel/UCs0P-KpBWZ2VevEtCXCHMlQ

❤️.   THE PODCAST
DISSENT INTO THE WORMHOLE  https://linktr.ee/DissentIntoTheWormhole

Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


➤Twitter
 https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME 
  https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me 
support@empowerandthrive.ca

➤ Instagram 
www.instagram.com/spiritually_empowered/

#justiceforjohnnydepp",https://i.ytimg.com/vi/2qin_-gORJY/default.jpg,120,90,https://i.ytimg.com/vi/2qin_-gORJY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2qin_-gORJY/hqdefault.jpg,480,360,SEC,"['Heard SHOULD Have Been FIRED', 'Amber Heard SHOULD Have Been FIRED', 'Amber Heard SHOULD Have Been FIRED', 'amber heard finally fired', 'amber heard is fired', 'aquaman 2', 'aquaman 2 amber heard', 'aquaman 2 emilia clarke', 'amber heard aquaman', 'amber heard shut your mouth', 'sec johnny depp', 'that umbrella guy', 'Heared should have been fired']",24,none,"""Amber Heard SHOULD Have Been FIRED""","Amber Heard SHOULD Have Been FIRED

❤️.   MY 2ND CHANNEL
The Sweet Spot of the Soul. https://www.youtube.com/channel/UCs0P-KpBWZ2VevEtCXCHMlQ

❤️.   THE PODCAST
DISSENT INTO THE WORMHOLE  https://linktr.ee/DissentIntoTheWormhole

Join this channel to get access to perks:
https://www.youtube.com/channel/UCsEaTDlh3kfgl17DnaRFW2g/join

TIP JAR ~ Tips and donations are not expected but greatly appreciated. 
https://paypal.me/lesleepowers


➤Twitter
 https://twitter.com/spirituallyemp1

➤FOR ONE ON ONE COACHING WITH ME 
  https://bookwithspirituallyempoweredcoaching.as.me/ 

➤Email me 
support@empowerandthrive.ca

➤ Instagram 
www.instagram.com/spiritually_empowered/

#justiceforjohnnydepp",PT4M42S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,1085,268,0,49,https://i.ytimg.com/vi/2qin_-gORJY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2qin_-gORJY/maxresdefault.jpg,1280.0,720.0,en-GB,en-CA
youtube#video,hN-pZC_6Tk8hAnDaJHq-jb0zEFk,4o506uCFNXY,2019-01-11T20:24:17Z,UCAVgFwnRKj2Ny8M2emfYm9w,#Repost @jonchapmanhair with @get repost   ・・・   @amberheard “Nobody does it better!” 💕@kateydenno,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/4o506uCFNXY/default.jpg,120,90,https://i.ytimg.com/vi/4o506uCFNXY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4o506uCFNXY/hqdefault.jpg,480,360,Celebrity Scoop,,24,none,#Repost @jonchapmanhair with @get repost   ・・・   @amberheard “Nobody does it better!” 💕@kateydenno,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT19S,2d,sd,false,True,rectangular,processed,public,youtube,True,False,False,1,,0,0,https://i.ytimg.com/vi/4o506uCFNXY/sddefault.jpg,640.0,480.0,,,,,
youtube#video,cXrtn368FIdVd6ipz2a5HVAcjzc,8ZZQQJIIfIc,2020-04-12T00:38:18Z,UCKMDpsvx5Hd24mDXSHZxJUA,"Top Secret Of The Richest People (Trump, Johnny Depp, Amber Heard And The Others)","This unbelievable video will make you believe in yourself, have self-confidence ASAP. This is the super way to get rich and gain wealth also. You can watch and listen to it wherever and whenever you want. Even if you want to sleep with good vibes and frequency then this video is the one you are looking for!!!",https://i.ytimg.com/vi/8ZZQQJIIfIc/default.jpg,120,90,https://i.ytimg.com/vi/8ZZQQJIIfIc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8ZZQQJIIfIc/hqdefault.jpg,480,360,Mr. Nobody,,24,none,"Top Secret Of The Richest People (Trump, Johnny Depp, Amber Heard And The Others)","This unbelievable video will make you believe in yourself, have self-confidence ASAP. This is the super way to get rich and gain wealth also. You can watch and listen to it wherever and whenever you want. Even if you want to sleep with good vibes and frequency then this video is the one you are looking for!!!",PT11M11S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,7,0,0,0,https://i.ytimg.com/vi/8ZZQQJIIfIc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/8ZZQQJIIfIc/maxresdefault.jpg,1280.0,720.0,,
youtube#video,DLOu05nuWleScthPQIJwcHWqseg,Asyzqs9_oE8,2021-04-29T06:41:58Z,UCG2QYlhnYYxksvv6ve11ijw,Another Body Cam From The LAPD Proves Amber Heard Was Lying !!,"This is A Body Cam From The LAPD. This is the Lead Officers View Going into The Penthouse Of Johnny Depp. This is more Clear and you can clearly hear the conversation between The Officer, Josh Drew and Amber Heard. No Wine Stains, No Broken Glass, No Fearing for her life, No Broken Picture Frames and No Dent from the Bottle on the door are seen.

Hope you enjoyed this video. If you did please consider to become a member of the channel and join our community. 

Don’t forget to Like, Subscribe, Share and hit the Notification Bell.

Thank you for your support, it means more then you could imagine.

Please check out :

Rob's Rules Store : https://my-store-11481277.preview.teespring.com/listing/rob-s-rules-on-the-go#previewData=U2FsdGVkX199RoZW699ZJ3m8XTfYU19xx5uTV9OfRtLTQDKtnYudTBv7HIV6yyJv
NEW VIDEO FOOTAGE From LAPD Body Cam Proves Amber Heard Is nothing but a Liar. This is the second time the LAPD showed up to Johnny Depp’s LA Penthouse. 


Tammy Tips and Tricks : https://instagram.com/tammy.tipsandtrips?igshid=sk5olemcpdhp

Rob’s Rebellion Star Wars Channel : 

https://youtube.com/channel/UCneEOMqlDbQxHDPdMxaq1Pg

Rob’s Rules Discord :

https://discord.gg/B2R5aubJ

Twitter : @wars_everything

Email : estarwars1977@gmail.com

#JusticeForJohnnyDepp 
#JusticeForDepp

Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",https://i.ytimg.com/vi/Asyzqs9_oE8/default.jpg,120,90,https://i.ytimg.com/vi/Asyzqs9_oE8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Asyzqs9_oE8/hqdefault.jpg,480,360,Rob's Rules,"['Amber Heard', 'Johnny Depp', 'Johnny Depp Amber', 'Johnny Depp Amber Heard', 'LAPD body Cam Footage', 'amber heard and johnny depp', 'amber heard body cam footage', 'amber heard johnny depp', 'amber heard y johnny depp', 'depp heard', 'johnny depp and amber heard', 'johnny depp body cam footage', 'johnny depp lawsuit', 'johnny depp news', 'johnny depp vs amber heard', 'johnny depp wife', 'justice for johnny depp']",24,none,Another Body Cam From The LAPD Proves Amber Heard Was Lying !!,"This is A Body Cam From The LAPD. This is the Lead Officers View Going into The Penthouse Of Johnny Depp. This is more Clear and you can clearly hear the conversation between The Officer, Josh Drew and Amber Heard. No Wine Stains, No Broken Glass, No Fearing for her life, No Broken Picture Frames and No Dent from the Bottle on the door are seen.

Hope you enjoyed this video. If you did please consider to become a member of the channel and join our community. 

Don’t forget to Like, Subscribe, Share and hit the Notification Bell.

Thank you for your support, it means more then you could imagine.

Please check out :

Rob's Rules Store : https://my-store-11481277.preview.teespring.com/listing/rob-s-rules-on-the-go#previewData=U2FsdGVkX199RoZW699ZJ3m8XTfYU19xx5uTV9OfRtLTQDKtnYudTBv7HIV6yyJv
NEW VIDEO FOOTAGE From LAPD Body Cam Proves Amber Heard Is nothing but a Liar. This is the second time the LAPD showed up to Johnny Depp’s LA Penthouse. 


Tammy Tips and Tricks : https://instagram.com/tammy.tipsandtrips?igshid=sk5olemcpdhp

Rob’s Rebellion Star Wars Channel : 

https://youtube.com/channel/UCneEOMqlDbQxHDPdMxaq1Pg

Rob’s Rules Discord :

https://discord.gg/B2R5aubJ

Twitter : @wars_everything

Email : estarwars1977@gmail.com

#JusticeForJohnnyDepp 
#JusticeForDepp

Join this channel to get access to perks:
https://www.youtube.com/channel/UCG2QYlhnYYxksvv6ve11ijw/join",PT3M34S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,7658,403,0,111,https://i.ytimg.com/vi/Asyzqs9_oE8/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Asyzqs9_oE8/maxresdefault.jpg,1280.0,720.0,,en
youtube#video,yjpw7ituWe8EKF6qkNZUpFYYo5A,B2DKoI59thY,2016-06-29T23:25:56Z,UCdFlXPpXaptk8zfyfWX_iwg,Amber Heard no Good Morning America (LEGENDADO PT/BR),"Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/

Confira TODOS os vídeos legendados da Amber Heard: https://vimeo.com/amberheardbr",https://i.ytimg.com/vi/B2DKoI59thY/default.jpg,120,90,https://i.ytimg.com/vi/B2DKoI59thY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/B2DKoI59thY/hqdefault.jpg,480,360,Amber Heard Brasil,"['amber heard', 'amber heard legendado', 'amber heard tradução', 'amber heard brasil', 'magic mike xxl', 'amber heard magic mike xxl']",22,none,Amber Heard no Good Morning America (LEGENDADO PT/BR),"Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/

Confira TODOS os vídeos legendados da Amber Heard: https://vimeo.com/amberheardbr",PT1M22S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,681,9,0,0,https://i.ytimg.com/vi/B2DKoI59thY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/B2DKoI59thY/maxresdefault.jpg,1280.0,720.0,,
youtube#video,mx2YgJuArON13yQ1j8E-7s3NpLI,b9PLcsszI_I,2020-12-24T08:46:15Z,UCklPHNfKg_7WJzXvQCCixrA,amber heard sucks nobody should like her,hey guys if you are a fan of amber stop it gets some help,https://i.ytimg.com/vi/b9PLcsszI_I/default.jpg,120,90,https://i.ytimg.com/vi/b9PLcsszI_I/mqdefault.jpg,320,180,https://i.ytimg.com/vi/b9PLcsszI_I/hqdefault.jpg,480,360,Craig Ddungu,,22,none,amber heard sucks nobody should like her,hey guys if you are a fan of amber stop it gets some help,PT1M48S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,69,7,0,,https://i.ytimg.com/vi/b9PLcsszI_I/sddefault.jpg,640.0,480.0,,,,,
youtube#video,mEFy5YA262ZNR8e3c7CRZ4bWAGI,BYqWv8p-RLY,2021-02-27T16:12:58Z,UCa_yLwqkEcMbnGO0nnV2t6w,A Very Honest Body Language Review Of Amber Heard's & Johnny Depp's Hearings,"Hello my dearest Talkers, and welcome back to another video for today.
This time, I've taken my lifetime experience with people, and behavior, in order to try and understand what does one person show in a official court hearing. Therefore I've watched the hearing of Amber Heard & Johnny Depp.
If You have any advise, or more information I should know, please let me know, and I'll be happy connecting with you all!!

My IG is: somoditomer27.

Take care Talkers, and stay safe!!

#AmberHeardHearing #JohhnyDeppCourtCase",https://i.ytimg.com/vi/BYqWv8p-RLY/default.jpg,120,90,https://i.ytimg.com/vi/BYqWv8p-RLY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/BYqWv8p-RLY/hqdefault.jpg,480,360,Let's Talk About It Show,,24,none,A Very Honest Body Language Review Of Amber Heard's & Johnny Depp's Hearings,"Hello my dearest Talkers, and welcome back to another video for today.
This time, I've taken my lifetime experience with people, and behavior, in order to try and understand what does one person show in a official court hearing. Therefore I've watched the hearing of Amber Heard & Johnny Depp.
If You have any advise, or more information I should know, please let me know, and I'll be happy connecting with you all!!

My IG is: somoditomer27.

Take care Talkers, and stay safe!!

#AmberHeardHearing #JohhnyDeppCourtCase",PT47M15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,579,12,0,15,https://i.ytimg.com/vi/BYqWv8p-RLY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/BYqWv8p-RLY/maxresdefault.jpg,1280.0,720.0,,en-US
youtube#video,EHODj90ZwTmIMWaRjVHdwtYssXg,Dt8B5-QwP90,2021-07-23T05:11:37Z,UCjHAon4Mf6PPwaqLVufhopg,Is Amber Heard Escaping Extradition?!,"Aquaman 1 was primarily filmed in Australia's Gold Coast of Queensland, however, Aquaman 2 is being filmed in the UK. Australia is pursuing perjury charges against Amber, so does this mean that she cannot be brought up on charges and extradited to Australia to face charges of dog smuggling? Why or why not?",https://i.ytimg.com/vi/Dt8B5-QwP90/default.jpg,120,90,https://i.ytimg.com/vi/Dt8B5-QwP90/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Dt8B5-QwP90/hqdefault.jpg,480,360,Living The Metaphysically Charged Life,,24,none,Is Amber Heard Escaping Extradition?!,"Aquaman 1 was primarily filmed in Australia's Gold Coast of Queensland, however, Aquaman 2 is being filmed in the UK. Australia is pursuing perjury charges against Amber, so does this mean that she cannot be brought up on charges and extradited to Australia to face charges of dog smuggling? Why or why not?",PT9M47S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,11,2,0,0,https://i.ytimg.com/vi/Dt8B5-QwP90/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/Dt8B5-QwP90/maxresdefault.jpg,1280.0,720.0,,en
youtube#video,Nca720Ff3lHAXPPM8ksJILK0cQ8,FIEA_NWb-jY,2019-04-12T21:32:32Z,UCdFlXPpXaptk8zfyfWX_iwg,"LEG PT/BR: Depoimento de Amber em caso de agressão que sofreu de seu ex-marido, em 2016.","Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/

Confira TODOS os vídeos legendados da Amber Heard: https://vimeo.com/amberheardbr",https://i.ytimg.com/vi/FIEA_NWb-jY/default.jpg,120,90,https://i.ytimg.com/vi/FIEA_NWb-jY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/FIEA_NWb-jY/hqdefault.jpg,480,360,Amber Heard Brasil,"['amber', 'heard', 'amber heard', 'justice for amber heard', 'johnny depp', 'johnny depp abuser', 'johnny depp amber heard', 'johnny amber', 'johnny and amber', 'amber and johnny', 'amber johnny', 'amber heard depp', 'amber heard brasil', 'ahbr', 'amber heard is innocent', 'johnny depp inocent', 'amber heard innocent', 'amber heard video']",22,none,"LEG PT/BR: Depoimento de Amber em caso de agressão que sofreu de seu ex-marido, em 2016.","Vídeo legendado pela equipe do AHBR - http://amberheardbrasil.com/

Confira TODOS os vídeos legendados da Amber Heard: https://vimeo.com/amberheardbr",PT2M45S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,12483,189,0,290,https://i.ytimg.com/vi/FIEA_NWb-jY/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/FIEA_NWb-jY/maxresdefault.jpg,1280.0,720.0,,
