kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.thumbnails.standard.url,snippet.thumbnails.standard.width,snippet.thumbnails.standard.height,snippet.thumbnails.maxres.url,snippet.thumbnails.maxres.width,snippet.thumbnails.maxres.height,snippet.channelTitle,snippet.tags,snippet.categoryId,snippet.liveBroadcastContent,snippet.localized.title,snippet.localized.description,contentDetails.duration,contentDetails.dimension,contentDetails.definition,contentDetails.caption,contentDetails.licensedContent,contentDetails.projection,status.uploadStatus,status.privacyStatus,status.license,status.embeddable,status.publicStatsViewable,status.madeForKids,statistics.viewCount,statistics.likeCount,statistics.favoriteCount,statistics.commentCount,snippet.defaultAudioLanguage,snippet.defaultLanguage,contentDetails.contentRating.ytRating
youtube#video,th9A2nBD11phvFnFnKJRWJ-NZuQ,-fzfox-nHHQ,2020-09-24T19:41:31Z,UCnCSjS6y9H3hFGom_pTEr-g,"Amber Heard Then and Now (1987 - 2020) | Mera, Nicola Six, Baja Miller, ... *Rare Photos*","Amber Heard Then and Now

Amber Laura Heard (born April 22, 1986)[3][failed verification] is an American actress and model. Born and raised in Texas, she made her film debut in a minor supporting role in the sports drama Friday Night Lights (2004), followed by a series of other small roles in television and film. Her first leading role was in the horror film All the Boys Love Mandy Lane (2006), but it was not released in the United States until 2013 due to distribution problems. Her second major role came in the short-running The CW television series Hidden Palms (2007).

Heard's breakthrough came in 2008 with roles in the action film Never Back Down and in the stoner comedy Pineapple Express, which were both box office successes. The same year, she received the Breakthrough Award at Young Hollywood Awards. Heard continued her career with roles in films such as The Informers (2008), The Stepfather (2009), Zombieland (2009), and The Joneses (2009). In 2011, she played the female lead opposite Nicolas Cage in Drive Angry, and opposite Johnny Depp in The Rum Diary; neither were critically nor commercially successful. Subsequently, Heard appeared in 3 Days to Kill (2014), Magic Mike XXL (2015) and The Danish Girl (2015). She also starred in the indie film The Adderall Diaries (2015), the television musical drama One More Time (2015), and the Martin Amis adaptation London Fields (2018). The latter was due to be released in 2015, but became the subject of a series of lawsuit between its director, Heard, and the film's production company over disagreements in its editing and other issues. The film was finally released in 2018, and was both a critical and commercial flop.

In 2017, Heard acted as part of an ensemble cast in the indie film I Do...Until I Don't (2017) and made an appearance as Mera in the superhero film Justice League (2017). She reprised the latter role opposite Jason Momoa in Aquaman (2018), which became the most profitable DC Extended Universe film up to that point, and the fifth highest-grossing film of 2018.[4] The same year, Heard was also named a global spokesperson for the cosmetics giant L'Oréal Paris. In 2019, she appeared in supporting roles in the independent films Her Smell and Gully.

In addition to her acting career, Heard engages in activism for causes such as LGBTQ rights and domestic and sexual violence awareness. She is an American Civil Liberties Union (ACLU) ambassador and has been named a Human Rights Champion for the Stand Up for Human Rights campaign by the Office of the United Nations High Commissioner for Human Rights. From 2015 to 2017, Heard was married to her Rum Diary co-star Johnny Depp. Their divorce drew significant media attention as Heard alleged that Depp had been physically and verbally abusive towards her through most of their relationship. In 2019, he sued her for defamation after she discussed being a victim of domestic violence in the media, alleging that Heard had been the party in fact physically and verbally abusive towards him over the course of their relationship. Heard has denied these allegations.

🎵 Track Info:
Touch by Patrick Patrikios

#AmberHeard #2020 #ThenAndNow",https://i.ytimg.com/vi/-fzfox-nHHQ/default.jpg,120,90,https://i.ytimg.com/vi/-fzfox-nHHQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-fzfox-nHHQ/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-fzfox-nHHQ/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-fzfox-nHHQ/maxresdefault.jpg,1280.0,720.0,Otherside,"['amber heard\tthen and now', 'amber heard\tas a baby', 'amber heard\tas a child', 'amber heard\tteenager', 'amber heard\tchildhood photos', 'amber heard\tchildhood pictures', 'amber heard\trare photos', 'amber heard\trare pictures', 'amber heard\tunseen photos', 'amber heard\tunseen pictures', 'amber heard\ttransformation', 'amber heard\tevolution', 'amber heard\tfrom', 'amber heard\tyoung photos', 'amber heard\tyoung pictures']",22,none,"Amber Heard Then and Now (1987 - 2020) | Mera, Nicola Six, Baja Miller, ... *Rare Photos*","Amber Heard Then and Now

Amber Laura Heard (born April 22, 1986)[3][failed verification] is an American actress and model. Born and raised in Texas, she made her film debut in a minor supporting role in the sports drama Friday Night Lights (2004), followed by a series of other small roles in television and film. Her first leading role was in the horror film All the Boys Love Mandy Lane (2006), but it was not released in the United States until 2013 due to distribution problems. Her second major role came in the short-running The CW television series Hidden Palms (2007).

Heard's breakthrough came in 2008 with roles in the action film Never Back Down and in the stoner comedy Pineapple Express, which were both box office successes. The same year, she received the Breakthrough Award at Young Hollywood Awards. Heard continued her career with roles in films such as The Informers (2008), The Stepfather (2009), Zombieland (2009), and The Joneses (2009). In 2011, she played the female lead opposite Nicolas Cage in Drive Angry, and opposite Johnny Depp in The Rum Diary; neither were critically nor commercially successful. Subsequently, Heard appeared in 3 Days to Kill (2014), Magic Mike XXL (2015) and The Danish Girl (2015). She also starred in the indie film The Adderall Diaries (2015), the television musical drama One More Time (2015), and the Martin Amis adaptation London Fields (2018). The latter was due to be released in 2015, but became the subject of a series of lawsuit between its director, Heard, and the film's production company over disagreements in its editing and other issues. The film was finally released in 2018, and was both a critical and commercial flop.

In 2017, Heard acted as part of an ensemble cast in the indie film I Do...Until I Don't (2017) and made an appearance as Mera in the superhero film Justice League (2017). She reprised the latter role opposite Jason Momoa in Aquaman (2018), which became the most profitable DC Extended Universe film up to that point, and the fifth highest-grossing film of 2018.[4] The same year, Heard was also named a global spokesperson for the cosmetics giant L'Oréal Paris. In 2019, she appeared in supporting roles in the independent films Her Smell and Gully.

In addition to her acting career, Heard engages in activism for causes such as LGBTQ rights and domestic and sexual violence awareness. She is an American Civil Liberties Union (ACLU) ambassador and has been named a Human Rights Champion for the Stand Up for Human Rights campaign by the Office of the United Nations High Commissioner for Human Rights. From 2015 to 2017, Heard was married to her Rum Diary co-star Johnny Depp. Their divorce drew significant media attention as Heard alleged that Depp had been physically and verbally abusive towards her through most of their relationship. In 2019, he sued her for defamation after she discussed being a victim of domestic violence in the media, alleging that Heard had been the party in fact physically and verbally abusive towards him over the course of their relationship. Heard has denied these allegations.

🎵 Track Info:
Touch by Patrick Patrikios

#AmberHeard #2020 #ThenAndNow",PT6M35S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,496,8,0,1,,,
youtube#video,SnOgOD6U0VJA-MWDv3AFnReATdM,-IOkEZ0qceA,2019-07-26T11:20:57Z,UCxE21XGkNhQ3msKOGq6_8Jg,SPECIAL TALENT   Amber Heard,,https://i.ytimg.com/vi/-IOkEZ0qceA/default.jpg,120,90,https://i.ytimg.com/vi/-IOkEZ0qceA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/-IOkEZ0qceA/hqdefault.jpg,480,360,https://i.ytimg.com/vi/-IOkEZ0qceA/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/-IOkEZ0qceA/maxresdefault.jpg,1280.0,720.0,Giffoni,,1,none,SPECIAL TALENT   Amber Heard,,PT56S,2d,hd,false,True,rectangular,processed,public,youtube,True,True,False,6004,33,0,75,en,,
youtube#video,h-VOHpIbDb7eWhPHB8SHWUlkkys,08yuggPrzaI,2021-08-15T13:48:26Z,UC88WKRpFO1Qp5i6LIWqEaaw,Amber Heard / Actress alphabet S1 _ E1,Amber Heard,https://i.ytimg.com/vi/08yuggPrzaI/default.jpg,120,90,https://i.ytimg.com/vi/08yuggPrzaI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/08yuggPrzaI/hqdefault.jpg,480,360,,,,,,,Status world,"['Amber Heard', 'Amber Heard hot', 'Amber Heard mashup', 'Amber Heard sexy', 'Amber Heard problem', 'Amber Heard joney deep', 'Amber Heard Aquaman', 'Amber Heard Mera', 'Amber Heard tribute', 'Amber Heard beautiful']",24,none,Amber Heard / Actress alphabet S1 _ E1,Amber Heard,PT2M12S,2d,hd,false,False,rectangular,processed,public,youtube,False,True,False,6,0,0,0,,,
youtube#video,ExUBQfeKefLBMRt5cWKFazBnlLM,0GJfUabBIVE,2021-09-11T12:49:56Z,UCS94J8W4t6KDwy8rkEWIwyA,"Top 3 Hot Hollywood Actress / Natalie Portman , Amber Heard , Imogen Poots/ Hollywood  Hot Heroin",,https://i.ytimg.com/vi/0GJfUabBIVE/default.jpg,120,90,https://i.ytimg.com/vi/0GJfUabBIVE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0GJfUabBIVE/hqdefault.jpg,480,360,,,,,,,Ismart Gourav,,22,none,"Top 3 Hot Hollywood Actress / Natalie Portman , Amber Heard , Imogen Poots/ Hollywood  Hot Heroin",,PT12S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,752,18,0,1,,,
youtube#video,fBGYIeDfsMsplxnrWokG4JzyIq4,0V0ZiykepSw,2021-05-26T07:32:01Z,UC-kvJJs185BztvE_aNLeCqQ,DC hottest actress - Gal Gadot - Anne Hathaway - Margot Robbie - Amber Heard - comment ur favourite,,https://i.ytimg.com/vi/0V0ZiykepSw/default.jpg,120,90,https://i.ytimg.com/vi/0V0ZiykepSw/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0V0ZiykepSw/hqdefault.jpg,480,360,https://i.ytimg.com/vi/0V0ZiykepSw/sddefault.jpg,640.0,480.0,,,,Hollywood Cineworld,,22,none,DC hottest actress - Gal Gadot - Anne Hathaway - Margot Robbie - Amber Heard - comment ur favourite,,PT15S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,1059,55,0,3,,,
youtube#video,aLsnAMECQlAuU-glC91O3CYg8w8,1-XKSEWA0AE,2021-07-15T06:52:05Z,UCBW7L1Cvj3zMkGM-6knPAMQ,Actress Amber heard work out l #Celebrityworld l #Amberheard l,,https://i.ytimg.com/vi/1-XKSEWA0AE/default.jpg,120,90,https://i.ytimg.com/vi/1-XKSEWA0AE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1-XKSEWA0AE/hqdefault.jpg,480,360,,,,,,,celebrity world,,22,none,Actress Amber heard work out l #Celebrityworld l #Amberheard l,,PT30S,2d,sd,false,False,rectangular,processed,public,youtube,True,True,False,231,4,0,4,,,
youtube#video,kHA9wGwaTMAhnrVoWbASjxuk12U,1eRMiEzp09c,2020-01-15T00:21:23Z,UCAVgFwnRKj2Ny8M2emfYm9w,Amber Heard Stories 💕   #AmberHeard #actress #model #actvist #artist #Mera #Aquaman #dc #dc,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",https://i.ytimg.com/vi/1eRMiEzp09c/default.jpg,120,90,https://i.ytimg.com/vi/1eRMiEzp09c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1eRMiEzp09c/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1eRMiEzp09c/sddefault.jpg,640.0,480.0,,,,Celebrity Scoop,,24,none,Amber Heard Stories 💕   #AmberHeard #actress #model #actvist #artist #Mera #Aquaman #dc #dc,"Media Networks Broacasting Bringing the juiciest gossip straight to your screen, Celebrity Scoop keeps you up to date with all things showbiz, beauty and lifestyle. Each item provides a weekly fix of breaking news and plenty of exciting items about Hollywood's hottest men and women. Find out how to live like a star, how to dress like one and who’s hot or who's not in movie, music, fashion and TV land. There is also an in-depth celebrity profile in which we dig up all the details about a certain star. Whether it's about their lifestyle, love life, favorite designers or their chosen profession, Celebrity Scoop covers it all.",PT10S,2d,hd,false,True,rectangular,processed,public,youtube,True,False,False,62,,0,0,es,,
youtube#video,nW6RYWHWm7EpJoYWA5GrMosd1Ek,1rhS08-oSac,2021-10-26T19:00:00Z,UC56Klsv3wBlmUjEBB2JLJqA,amber heard cheek implants | amber heard allegations | amber heard actress | CONO USA #shorts,"amber heard cheek implants | amber heard allegations | amber heard actress | CONO USA #shorts

amber heard loreal,amber heard beautiful,amber heard cheek implants,amber heard bichectomy,amber heard nose,amber heard allegations,amber heard,amber heard cosmetic surgery,amber heard invisalign,amber heard actress,amber heard johnny depp,amber heard lip lift,johnny depp amber heard,amber heard plastic surgery,amber heard teeth whitening,amber heard teeth bleaching,abuser,cosmetic procedures,narcassist,invisalign orthodontist,plastic surgery,moments",https://i.ytimg.com/vi/1rhS08-oSac/default.jpg,120,90,https://i.ytimg.com/vi/1rhS08-oSac/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1rhS08-oSac/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1rhS08-oSac/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/1rhS08-oSac/maxresdefault.jpg,1280.0,720.0,CONO USA,"['amber heard loreal', 'amber heard beautiful', 'amber heard cheek implants', 'amber heard bichectomy', 'amber heard nose', 'amber heard allegations', 'amber heard', 'amber heard cosmetic surgery', 'amber heard invisalign', 'amber heard actress', 'amber heard johnny depp', 'amber heard lip lift', 'johnny depp amber heard', 'amber heard plastic surgery', 'amber heard teeth whitening', 'amber heard teeth bleaching', 'abuser', 'cosmetic procedures', 'narcassist', 'invisalign orthodontist', 'plastic surgery', 'moments']",10,none,amber heard cheek implants | amber heard allegations | amber heard actress | CONO USA #shorts,"amber heard cheek implants | amber heard allegations | amber heard actress | CONO USA #shorts

amber heard loreal,amber heard beautiful,amber heard cheek implants,amber heard bichectomy,amber heard nose,amber heard allegations,amber heard,amber heard cosmetic surgery,amber heard invisalign,amber heard actress,amber heard johnny depp,amber heard lip lift,johnny depp amber heard,amber heard plastic surgery,amber heard teeth whitening,amber heard teeth bleaching,abuser,cosmetic procedures,narcassist,invisalign orthodontist,plastic surgery,moments",PT20S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,75,1,0,0,,,
youtube#video,LZe0VIW-6tGp0mL8rAYXHAtBxt0,1_ZsG0IgfQc,2021-07-08T16:58:27Z,UC5t57gIyEL34zkAR-yK2Mow,Beautiful actress HD Hollywood clip amber Heard 💕💕😘 status,,https://i.ytimg.com/vi/1_ZsG0IgfQc/default.jpg,120,90,https://i.ytimg.com/vi/1_ZsG0IgfQc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/1_ZsG0IgfQc/hqdefault.jpg,480,360,https://i.ytimg.com/vi/1_ZsG0IgfQc/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/1_ZsG0IgfQc/maxresdefault.jpg,1280.0,720.0,HARDCANDY 2M,,24,none,Beautiful actress HD Hollywood clip amber Heard 💕💕😘 status,,PT33S,2d,hd,false,False,rectangular,processed,public,youtube,False,True,False,247,4,0,0,en-US,en-US,
youtube#video,SlAakuhhd9cmHEEWyJsZq0FDDnM,2e04lFh_AJE,2016-05-14T13:39:40Z,UCyomATkC5vjeH8AYcl7so8g,Amber Heard hot actress,Amber Heard - beautiful American actress,https://i.ytimg.com/vi/2e04lFh_AJE/default.jpg,120,90,https://i.ytimg.com/vi/2e04lFh_AJE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/2e04lFh_AJE/hqdefault.jpg,480,360,https://i.ytimg.com/vi/2e04lFh_AJE/sddefault.jpg,640.0,480.0,https://i.ytimg.com/vi/2e04lFh_AJE/maxresdefault.jpg,1280.0,720.0,Beauty Studio,"['sexy', 'babe', 'beautiful', 'girl', 'nude', 'female', 'gorgeous brunette', 'Big Tits', 'tits', 'blonde', 'model', 'sexy girl', 'sexy women', 'beautiful woman', 'beautiful girl', 'naked girl', 'cute', 'supermodel', 'naked', 'swimsuit', 'hot']",22,none,Amber Heard hot actress,Amber Heard - beautiful American actress,PT4M1S,2d,hd,false,False,rectangular,processed,public,youtube,True,True,False,2197,10,0,0,,,
