,parentId,authorDisplayName,replyComment,publishedAt,likeCount
0,Ugy8HwF7F_hBzuy6vsR4AaABAg,Skyprincess 1995,Of course there's always that 1 guy who chooses to stereotype and condemn every female because of 1 crazy person....,2020-06-21T09:52:44Z,0
1,UgzCZWu4vkGMqUIZWNF4AaABAg,sammi,her video can get demonetized or taken down. the words go against community guidelines.,2020-05-31T17:56:54Z,0
2,UgzheBdCGMJorxEBZex4AaABAg,Anam Azar,Barry Scott thanksss 🧁,2020-06-01T18:52:42Z,0
3,UgzheBdCGMJorxEBZex4AaABAg,Barry Scott,Video gets demonitized I think,2020-05-30T23:12:37Z,1
4,UgwBvKxH09kptSsWdVd4AaABAg,Barry Scott,"Have you not heard the tape where she admits to hitting him and then belittles him for running away?? She is Guilty as shit. 

Anyone who genuinely still thinks she is the victim is utterly deluded",2020-05-30T23:15:57Z,0
5,Ugz7i_bXFzfZDSqDNht4AaABAg,Dayna P.R.,"P.S. they also own big make up brands like Urban Decay, Lancôme, NARS and so on. This is why they don’t care when you say you won’t buy L’Oréal Paris!",2020-05-29T16:14:02Z,0
6,Ugxr7tzAt-9emMQG16Z4AaABAg,Jacqueline Mullan,No one will.. they should have sacked her shes no role model for anyone.,2020-08-24T12:04:19Z,0
7,UgybvMvqrHoqlh-aDah4AaABAg,Nora Girl,"Even the dude Incredibly Average who does all the work on youtube and has his videos used by every news outlet reporting the thing isn't a ""Johnny Depp fan"" and he said so himself. It's just shitty and reductive to say that, like ""oh it's just fandom business"". No it's not! It's *justice*",2020-06-10T13:47:29Z,1
8,UgybvMvqrHoqlh-aDah4AaABAg,Pommie 🐻 Bears,S F yeah...that was a bit shallow to assume it’s only JD fans. Anyone who is revolted by DV is incensed by the way AH has abused her ex wife AND ex husband.,2020-06-06T05:51:44Z,5
9,Ugyj-3XsCclOaywTGIZ4AaABAg,sir roondog,😎,2020-05-29T10:38:14Z,0
10,Ugyj-3XsCclOaywTGIZ4AaABAg,sir roondog,✌,2020-05-29T10:36:40Z,0
11,Ugw1L-yaYPHmzXuHqeZ4AaABAg,Firecat246,"Makeup changes people. Bet amber would look like shit without the Botox, plastic surgery and makeup",2020-12-27T10:39:40Z,1
12,Ugw1L-yaYPHmzXuHqeZ4AaABAg,Jacqueline Mullan,She's not even good looking or beautiful at all Amber is a beast.,2020-08-24T12:01:06Z,2
13,UgxrEX32yKZA6ZbitUt4AaABAg,stinabo,Yep!,2021-03-16T17:35:33Z,0
14,UgxrEX32yKZA6ZbitUt4AaABAg,Stella Lewis,Hear hear!,2020-11-08T14:52:52Z,1
15,UgyoUUPHGkI2g0Vl63x4AaABAg,S Morrow,Yeah the youtube algorithum will demonitize videos with certain words and phrases or will label them as mature content,2020-05-29T15:49:12Z,0
16,UgyuEl4Id-ecwL5wr-54AaABAg,langbo9999,And she is not house clean 💩🛏️,2020-07-11T12:03:42Z,2
17,Ugx_waYbfg9YZdYZYsV4AaABAg,Minniemoo,"They own so many brand it's crazy! Like Lancome, Armani, Urban decay, Maybelline, NYX, kerastase, Garnier, Essie, Diesel, Shue Uemura, Biotherm, YSL, Mizani, Clarsonic etc...
It's a whole empire",2020-05-31T23:19:18Z,1
18,Ugx_waYbfg9YZdYZYsV4AaABAg,Paul Topp,"No nor me , they can go to hell",2020-05-29T12:14:34Z,0
19,Ugx_waYbfg9YZdYZYsV4AaABAg,kiki246810,"Pascale N most of their lipsticks smells very chemical, but the main issue was that the lipstick (at least) contain traces of lead which is very poisonous to the skin and for ingestion. It causes your skin to age early and it builds up over time. It’s used in cosmetics to give shine or give effect of whitening. It’s not only found in L’Oreal cosmetics but in certain products of other brands too. The big issue is the amount, it’s double the amount previously tested. So it’s a no from me",2020-05-29T10:32:00Z,1
20,Ugx_waYbfg9YZdYZYsV4AaABAg,Pascale Nimuë,I never heard about lead issue 😮 in what? All their make up?,2020-05-29T10:25:14Z,0
21,Ugx_waYbfg9YZdYZYsV4AaABAg,Pascale Nimuë,"And the animal abuse, testing they do. Even continued before going to china.",2020-05-29T10:24:04Z,2
22,UgwGz3W37pA_ib6w17d4AaABAg,Elisa Rivas,@MAINE_ONE Also irrelevant,2021-03-16T01:59:00Z,0
23,UgwGz3W37pA_ib6w17d4AaABAg,Elisa Rivas,@MAINE_ONE No. Just no,2021-03-16T01:58:07Z,0
24,UgwGz3W37pA_ib6w17d4AaABAg,idreamjasmin,"Thank you. I was about to chime in to respond to the “angered Johnny Depp fans” when there are many people who are angered and against DV period, and supporting Depp because he is a victim of DV.",2020-07-27T13:48:14Z,3
25,UgwGz3W37pA_ib6w17d4AaABAg,corrsage V,Best answer right here!,2020-05-30T09:04:18Z,0
26,UgwGz3W37pA_ib6w17d4AaABAg,C,Ariel Olmeda You’re literally fuelling a homophobe what??,2020-05-29T16:04:28Z,5
27,Ugz3qJlI2GBdJ2geJyN4AaABAg,Jacqueline Mullan,Or blackmailing them....,2020-08-24T12:02:38Z,1
28,UgwunCJi8CxtkBW5wrl4AaABAg,Kanato-kun ex psyco,True! Boycott Loreal!,2020-11-04T10:03:53Z,0
29,UgwunCJi8CxtkBW5wrl4AaABAg,Antonietta Bombardelli,And your wallet as well.,2020-07-10T17:43:13Z,1
30,UgyjFtGiLHqJwqZub3V4AaABAg,Helen Henshaw,We can only hope.,2021-05-13T07:38:33Z,0
31,UgyjFtGiLHqJwqZub3V4AaABAg,Niloomay,haha she gon be broke after court day,2020-05-29T12:48:25Z,5
32,UgwQGq2wYDLkgfD437F4AaABAg,everybody say nooooo,Elf liners are cute...,2020-05-29T06:44:04Z,0
33,Ugze1iAkfFHG-Ip6TMx4AaABAg,Melissa Contreras,Agree !! 👏🏻👏🏻👏🏻,2021-03-19T19:30:11Z,0
34,Ugze1iAkfFHG-Ip6TMx4AaABAg,Tiff Q,facts,2020-06-21T05:56:00Z,0
35,Ugze1iAkfFHG-Ip6TMx4AaABAg,cinderssplinter1223,"True. Not big on JD at all. Had to take a pause after Mortdecai, geezus. 😅 But what happened to him was disgusting and unjust and heartbreaking.",2020-06-13T08:13:04Z,0
36,Ugze1iAkfFHG-Ip6TMx4AaABAg,Pamela Coleman,Thank you for pointing that out,2020-06-11T09:10:51Z,1
37,Ugze1iAkfFHG-Ip6TMx4AaABAg,Nora Girl,"Also on a broad spectrum, it is not about ""whether or not she lied about Johnny Depp"", it's about TAPES OF HER ADMITTING SHE HIT HIM! Or, tbh, the case were she was ACTUALLY ARRESTED FOR DOMESTIC VIOLENCE back in 2009. Whether or not it's about Johnny Depp, she *is* an abuser, that's a fact!",2020-06-10T13:53:00Z,2
38,Ugzk5jNH09YAgZhUo0B4AaABAg,alikan a,Right????? Omg that was cringe worthy!,2020-05-29T02:46:34Z,0
39,UgzuW8dPgbzikwrXJD54AaABAg,jhonny snd_cebu,Yeah sounds pretty accurate! 👍,2020-06-23T09:18:04Z,2
40,UgzuW8dPgbzikwrXJD54AaABAg,diazrigau Interian,brilliant aol,2020-06-09T22:08:58Z,2
41,UgzuW8dPgbzikwrXJD54AaABAg,Pascale Nimuë,👍,2020-05-29T10:31:29Z,2
42,UgwLB4J6264rDuTX70d4AaABAg,Tiff Q,facts facts facts,2020-06-21T05:56:41Z,0
43,UgwLB4J6264rDuTX70d4AaABAg,Bite Size Bri,@Fariha chowdhury not really cuz that means everyone already bought it annd more people would buy it just to be on trend with the challenge of destroying it,2020-06-19T22:58:52Z,0
44,UgwLB4J6264rDuTX70d4AaABAg,Think Twice,Another Depp robot. 🤣🤣,2020-05-31T20:54:34Z,0
45,UgwLB4J6264rDuTX70d4AaABAg,Mr. Bob Gray,More like inner demon,2020-05-29T13:45:19Z,6
46,UgwLB4J6264rDuTX70d4AaABAg,Melody Music,"Yeah. So funny they quote the ""inner beauty"" from HER",2020-05-29T09:08:16Z,6
47,UgwkblE-7mnnw7TRCFR4AaABAg,Antonietta Bombardelli,@Twilight Princess Same age as you. I still have a crush on him.,2020-07-10T17:46:02Z,0
48,UgwkblE-7mnnw7TRCFR4AaABAg,jamctrl,Ghostie12 Damion I didn’t.,2020-05-30T18:58:38Z,0
49,UgwkblE-7mnnw7TRCFR4AaABAg,Stream Better,No seriously I was like 5,2020-05-29T00:48:52Z,3
50,UgwkblE-7mnnw7TRCFR4AaABAg,Twilight Princess,Didnt we all🤷‍♂️😂  im 32 now and i absolutely understand why i did !,2020-05-29T00:47:21Z,2
51,UgwkblE-7mnnw7TRCFR4AaABAg,nvm im bia,I still have a huge crush on him,2020-05-29T00:43:12Z,7
52,Ugz_fhlhDamkkDKl0_p4AaABAg,Pascale Nimuë,"Don't forget not to buy from maybelline, nyx etc either...all l'oreal",2020-05-29T10:32:49Z,2
53,Ugz_fhlhDamkkDKl0_p4AaABAg,Summer de Snoo is prettier,"iKwondo 
Miguelle Sara Landry is the prettiest https://www.listal.com/miguelle-landry/pictures",2020-05-29T01:20:46Z,0
54,Ugw6bVObKBpvmBPahhl4AaABAg,Shrikari Peddamatham,True,2020-05-29T10:53:38Z,1
55,Ugw6bVObKBpvmBPahhl4AaABAg,Pascale Nimuë,"We have an example, epstein, weinstein......but amber, no girl you may just continue 🙃 why",2020-05-29T10:22:55Z,1
56,UgwXrTtiirgB_5zQbW54AaABAg,The Jellybean Jewlz,DV is Domestic Violence. Can’t say it on YouTube with out being demonetised.,2020-05-28T23:22:43Z,0
57,UgxCyltufgm6xeJIo7J4AaABAg,Kanato-kun ex psyco,@Fariha chowdhury please! I will join! Let's do this for justice,2020-11-04T10:06:15Z,0
58,UgxCyltufgm6xeJIo7J4AaABAg,Mayara T.,"Read in their website the companies they own, and boycott them too! Use any product that isn't related to Loreal :)))",2020-06-05T20:25:40Z,4
59,UgxCyltufgm6xeJIo7J4AaABAg,Kelsey Anderson,"@Pelotes, this is true. There is a trend of younger generations being more concerned with a companies foot print, social policies, engagement with the community, treatment of employees and ethically sourced products. I think there is about to be a big shift in the way companies have to behave to sell. I personally have started to be fewer things at a better quality so they might be more expensive but they last longer and I don't feel the need to constantly replace things, like let's use the example of cheap clothing. I find I'm spending less money buying better quality from companies or locally sourced products because either a little goes a long way or it doesn't fall apart after the first wash. Plus, I feel better about the active role I'm taking in my purchasing power.",2020-06-01T13:58:52Z,0
60,UgxCyltufgm6xeJIo7J4AaABAg,Springfairy92,It doesn't affect them much losing a few customers. xD,2020-05-29T16:50:23Z,0
61,UgxCyltufgm6xeJIo7J4AaABAg,Gerrit Koelsch,"@Pelotes Also like, L'Oreal is MASSIVE. Idk how bad it is in the US, but here in Germany, they own like half of the Drugstore Brands, and sadly the upper half aswell. It's not just L'Oreal, It's also Mybelline and NYX for example. Take a look at their Portfolio: https://www.loreal.com/brand feels like every other Brand in the Makeup Isle belongs to them",2020-05-29T09:03:55Z,6
62,UgxLl7Ql91SdcnnFzUx4AaABAg,Artoria Pendragon,@Skeptical Libertarian how can that be done humanly? Caging an animal for experiment alone is really messed up,2020-05-30T18:24:33Z,4
63,UgxxYgx19qTFEyUxF1V4AaABAg,Pascale Nimuë,Great idea. You should tweet that to them incl the nailpolish 👍👍👍,2020-05-29T10:31:05Z,0
64,UgxxYgx19qTFEyUxF1V4AaABAg,𝓥𝓜𝓲𝓷,@Jiorgi  😂😂😂👏👏👏👏👏,2020-05-29T03:02:22Z,2
65,UgxxYgx19qTFEyUxF1V4AaABAg,Sandra Reddleston,Ouff 🔥,2020-05-29T01:38:00Z,4
66,UgxxYgx19qTFEyUxF1V4AaABAg,dicks drugs and debutantes,"Yeah, perfect for faking bruises.",2020-05-29T00:06:55Z,10
67,UgxThr1x6Gq9gKOd3rN4AaABAg,immapunchu,"@Barry Scott yeah, you're right. Domestic violence against men is overlooked fr. But a lot of people still don't believe that men can be emotionally or even sexually abused. I once bring up this topic at school and especially the boys are the one that laugh at me. 🙂🙃. People that specialize in kids psychology needs to start attending kindergarten, teach mannerisms and debunks myths like boys cannot hit back balalla.",2020-07-14T16:08:46Z,0
68,UgxThr1x6Gq9gKOd3rN4AaABAg,aperitivos chinos,Totally agree,2020-07-11T21:12:41Z,0
69,UgxThr1x6Gq9gKOd3rN4AaABAg,Nora Girl,"Yep I paused the video after 2 secs and cringed. It's HIGHLY reductive to say ""Johnny Depp's fans are angry"" or ""Johnny Depp's fans are expressing this"". We are NOT protesting against Amber Heard being an advocate to L'Oréal because we are ""Johnny Depp's fans"".",2020-06-10T13:42:28Z,1
70,UgxThr1x6Gq9gKOd3rN4AaABAg,Jeremy Woods,"As if to imply his fanbase is the only ones taking this seriously, and without them, theres no reason to think this is inappropriate.",2020-06-01T22:42:33Z,0
71,UgxThr1x6Gq9gKOd3rN4AaABAg,Think Twice,"Don‘t talk shit, you go round and round with the same people, but nobody cares what you do. That‘s hysterically funny 😂😂",2020-05-31T20:54:05Z,0
72,Ugwu7vRWusAlOPD6Wtd4AaABAg,Julie Fisk,"I'm Stumped: completely agree!! The double standard is alive and well in Hollyweird! Men are victims, probably more so than we know! The actor Terry Crews and Brenden Fraiser have both spoken out about being sexually assaulted. It's what ruined Brenden Frasier's career. Women can be and are abusers!! #himtoo",2020-08-19T04:53:17Z,0
73,Ugwu7vRWusAlOPD6Wtd4AaABAg,Lule,@dubya724 she wasn't responding to double standards she was responding to that person saying that men always lose everything when accused by women. Those double standards in my opinion are less common when people with power are involved.,2020-05-30T23:40:18Z,2
74,Ugwu7vRWusAlOPD6Wtd4AaABAg,Barry Scott,@Amanda Charlebois we are talking about normal people aswell not just rich protected scumbags you twat,2020-05-30T23:06:21Z,0
75,Ugwu7vRWusAlOPD6Wtd4AaABAg,Artoria Pendragon,"Society in general, I did some research in one my classes including male victims of dv. Some many men don't report in it because they fear the cops will take them away as the perpetrator. Because women are physically weaker in average, we are seen as someone who is not capable of harm for too many people.",2020-05-30T18:19:10Z,3
76,Ugwu7vRWusAlOPD6Wtd4AaABAg,dubya724,"Amanda Charlebois here’s a list for you to consider before attempting to pretend there is no double standard when it comes to consequences for women’s bad behavior🙄
https://youtu.be/4AEYjth-XwQ",2020-05-29T13:30:55Z,0
77,UgycL9BNzdlRaCkCEr94AaABAg,lisa richards,"Anne Donnellan  My cousin wrote an article a few months ago, attacking L’Oreal for not dropping her.
I’m sure L’Oreal saw it.
She also called the company and told them Amber is horrific
.",2020-08-18T01:11:36Z,1
78,UgycL9BNzdlRaCkCEr94AaABAg,lisa richards,Anne Donnellan  true.,2020-08-17T22:09:15Z,0
79,UgycL9BNzdlRaCkCEr94AaABAg,Anne Donnellan,It seems L'Oréal no longer lists her as a spokesperson. The hysterical tapes alone clearly show her as I ladylike and not worth it,2020-08-17T16:19:45Z,2
80,UgycL9BNzdlRaCkCEr94AaABAg,Tim Chen,#boycottamberheard#justice4johnny #shittyLyingAmberHeard,2020-07-09T08:57:04Z,0
81,UgycL9BNzdlRaCkCEr94AaABAg,hi,Mayara T. Reason? What did they do?,2020-06-26T05:42:42Z,0
82,Ugy0urw2wCDvNMf16N94AaABAg,Mavreen Espinosa,Ik! Youtube has becoming more and more sensitive.,2020-06-16T09:40:43Z,0
83,Ugy0urw2wCDvNMf16N94AaABAg,Aleena Prasannan,I think it's a trigger warning for victims,2020-06-01T01:01:29Z,0
84,Ugy0urw2wCDvNMf16N94AaABAg,traci friday,Yeah when did that start???? It's just saying the name of what took place.....so now to FURTHER placate this crazy B we gotta tip toe around calling out what SHE DID TO HER HUSBAND????? IT'S CALLED DOMESTIC VIOLENCE AND IT NEEDS TO TALKED ABOUT WHETHER ITS FROM MAN TO WOMAN WOMAN TO WOMAN OR WHATEVER WAY IT'S HAPPENING!!!!! REALLY YOUTUBE????,2020-05-29T11:30:34Z,3
85,Ugy0urw2wCDvNMf16N94AaABAg,Pascale Nimuë,@MAINE_ONE 😠 to you tube. Grow up,2020-05-29T10:21:18Z,1
86,Ugy0urw2wCDvNMf16N94AaABAg,Pascale Nimuë,@Carrie Gray 😮,2020-05-29T10:20:19Z,0
87,UgxMEMLc2YuDQpQ_m9x4AaABAg,Amy Chlebus,"@Mani Nedoow Try power to anyone who hates abuse. I am a survivor of abuse , and I fight it whenever and wherever I can.",2020-05-29T00:17:24Z,10
88,UgyoQF8bfieirCVUXo94AaABAg,𝓥𝓜𝓲𝓷,@lovecatlola mc  it's 12 🤧 so sad for them.,2020-05-29T03:09:41Z,0
89,UgyoQF8bfieirCVUXo94AaABAg,Don't Sub To Me,It was Amber.,2020-05-29T00:10:42Z,7
90,UgylLTRWy9FDn9k6k7B4AaABAg,Shrikari Peddamatham,Lol,2020-05-29T10:52:17Z,1
91,UgxJMUpIWL4E9mO7WNF4AaABAg,Tracchofyre,"Well see it from their perspective. They paid a shit load of money to Amber, the ONLY way that even remotely makes sense is when they can use her pictures. They are between a rock and a hard place.",2020-07-17T06:40:29Z,0
92,UgxJMUpIWL4E9mO7WNF4AaABAg,seraphyne13,"It is crazy but that's the name of the game. It's like when a kid acts out, ""negative attention is better than no attention"".",2020-05-31T11:36:34Z,1
93,UgxJMUpIWL4E9mO7WNF4AaABAg,Maura Van Den Bogaard,Maura Merson hey name twinnn ☺️☺️ and true,2020-05-28T23:44:30Z,4
94,UgxDOUiYXRzC7aZsaol4AaABAg,Kim Whitehead,This all happened before Aquaman. She ruined the movie for me.,2020-05-29T19:25:01Z,3
95,UgxDOUiYXRzC7aZsaol4AaABAg,Tired_bish,@Cheese cake I agree lol. Shitty actress,2020-05-29T16:31:31Z,7
96,UgxDOUiYXRzC7aZsaol4AaABAg,Cheese cake,She was terrible in Aquaman. She's not even a good actress lmao,2020-05-29T08:01:50Z,23
97,UgxDOUiYXRzC7aZsaol4AaABAg,E S,"Is like, “how didn’t I see through her bullshit before she was exposed?”",2020-05-29T02:59:09Z,9
98,UgwyhsRUwRElQdmyVj54AaABAg,Goggle,"Margie’s Art this is the same company that sells skin bleaching products, should we be surprised?",2020-06-24T16:43:50Z,0
99,UgwyhsRUwRElQdmyVj54AaABAg,Suchada Milanata,"If there is one good thing come from this, now people are crystal clear in mind what to do about them.",2020-06-20T07:52:34Z,0
100,UgwyhsRUwRElQdmyVj54AaABAg,saga2828,Whaaat this is so upsetting and disguisting :( i really cannot understand why she still has supporters,2020-06-11T10:18:57Z,0
101,UgwyhsRUwRElQdmyVj54AaABAg,Pascale Nimuë,@CorazónMexica I know. Still gonna try. 😉❤️,2020-06-07T18:34:48Z,0
102,UgwyhsRUwRElQdmyVj54AaABAg,CorazónMexica,@Pascale Nimuë That's gonna be hard. L'Oreal buys everything they can.,2020-06-07T18:23:50Z,0
