kind,etag,id,snippet.title,snippet.description,snippet.publishedAt,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.localized.title,snippet.localized.description,contentDetails.relatedPlaylists.likes,contentDetails.relatedPlaylists.uploads,statistics.viewCount,statistics.subscriberCount,statistics.hiddenSubscriberCount,statistics.videoCount,status.privacyStatus,status.isLinked,status.longUploadsStatus,brandingSettings.channel.title,brandingSettings.image.bannerExternalUrl,topicDetails.topicIds,topicDetails.topicCategories,brandingSettings.channel.unsubscribedTrailer,brandingSettings.channel.description,snippet.country,brandingSettings.channel.keywords,brandingSettings.channel.moderateComments,brandingSettings.channel.country,snippet.customUrl,status.madeForKids,brandingSettings.channel.trackingAnalyticsAccountId,snippet.defaultLanguage,brandingSettings.channel.defaultLanguage
youtube#channel,-gESpM6GKb8cdcStCteQ3uU6PLc,UCbyLyDyNR7lSwRSU9HGQ4NQ,Aidan Delilkan-Russell,,2011-09-16T21:27:58Z,https://yt3.ggpht.com/ytc/AKedOLQfsCMDvqEoAGdA8JyYQyZQY3N8BF-HzsFmv5kNyQ=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQfsCMDvqEoAGdA8JyYQyZQY3N8BF-HzsFmv5kNyQ=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQfsCMDvqEoAGdA8JyYQyZQY3N8BF-HzsFmv5kNyQ=s800-c-k-c0x00ffffff-no-rj,800,800,Aidan Delilkan-Russell,,,UUbyLyDyNR7lSwRSU9HGQ4NQ,882,6,False,1,public,True,longUploadsUnspecified,Aidan Delilkan-Russell,,,,,,,,,,,,,,
youtube#channel,yg9h_gPITpDVDwVx5wRIuDitjzs,UCbZdbAjwR9x9WR73jTU-h4w,AtariLeaf,Welcome to Atarileafs Retro Gaming Corner where classic gaming lives on,2006-01-23T17:06:07Z,https://yt3.ggpht.com/ytc/AKedOLSwXCxv-w1yMa71aHINQGKOnoZ8__qkKLsq2yP0hA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLSwXCxv-w1yMa71aHINQGKOnoZ8__qkKLsq2yP0hA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLSwXCxv-w1yMa71aHINQGKOnoZ8__qkKLsq2yP0hA=s800-c-k-c0x00ffffff-no-rj,800,800,AtariLeaf,Welcome to Atarileafs Retro Gaming Corner where classic gaming lives on,,UUbZdbAjwR9x9WR73jTU-h4w,996844,3280,False,395,public,True,longUploadsUnspecified,AtariLeaf,https://lh3.googleusercontent.com/W82gEFxEJMVgfnD-gcnpSxhD9RECkyJA1-1XZ8ig2JKgjj3RDQ7oYWn7r5K_QHDVOg9K2xBnrA,"['/m/07c1v', '/m/019_rr', '/m/025zzc', '/m/02ntfj', '/m/0bzvm2']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",YeMdYau9JNE,Welcome to Atarileafs Retro Gaming Corner where classic gaming lives on,CA,Atari NES Nintendo sega master system tg-16 turbografx-16 genesis 8-bit gba gameboy tandy trs-80,,CA,,,,en,en
youtube#channel,tZFTEWVEJstYQAzg5WCRpdRfyvA,UCb_AwbiuiibcGFQVVLUEWbg,Age restriction Account,,2016-12-06T00:50:43Z,https://yt3.ggpht.com/ytc/AKedOLTMfxj0TIJjAah_syaMnGs6iThORYaxXPDVpQ=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTMfxj0TIJjAah_syaMnGs6iThORYaxXPDVpQ=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTMfxj0TIJjAah_syaMnGs6iThORYaxXPDVpQ=s800-c-k-c0x00ffffff-no-rj,800,800,Age restriction Account,,,UUb_AwbiuiibcGFQVVLUEWbg,0,0,False,0,public,True,longUploadsUnspecified,Age restriction Account,,,,,,,,,,,,,,
youtube#channel,uNMHDcyumUCagJMVO454K7JVf4k,UCC-bFWrfzzRw9j6KTVLgL6A,Nicole Gulino,,2015-06-18T12:58:38Z,https://yt3.ggpht.com/ytc/AKedOLQyBCmuZQvPYNZxZcKrCEirzOFi86XNaAFEZ6gU=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQyBCmuZQvPYNZxZcKrCEirzOFi86XNaAFEZ6gU=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQyBCmuZQvPYNZxZcKrCEirzOFi86XNaAFEZ6gU=s800-c-k-c0x00ffffff-no-rj,800,800,Nicole Gulino,,,UUC-bFWrfzzRw9j6KTVLgL6A,0,15,False,0,public,True,longUploadsUnspecified,Nicole Gulino,,,,,,,,,,,,,,
youtube#channel,T_Tkfi4sGEkuLLiKrtkdncrS24U,UCc070pSKqc896_O6_GuI_nA,JAZ DÜX,,2014-12-01T21:40:17Z,https://yt3.ggpht.com/ytc/AKedOLTCTLpxWnXVSsBuGCWaQ-PUA_-0hN60nOukaXDp2w=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTCTLpxWnXVSsBuGCWaQ-PUA_-0hN60nOukaXDp2w=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTCTLpxWnXVSsBuGCWaQ-PUA_-0hN60nOukaXDp2w=s800-c-k-c0x00ffffff-no-rj,800,800,JAZ DÜX,,,UUc070pSKqc896_O6_GuI_nA,0,1,False,0,public,True,longUploadsUnspecified,JAZ DÜX,https://lh3.googleusercontent.com/wHRJsE5ZyQLii8Bq6fLl9AI6Ms1_3HeJmkQ68WbE-6JMv2utWNZ7tMlwJaPWtrxuEi0TylHk,,,,,,,,,,,,,
youtube#channel,YthlV4Fr2HtUCseFX8fQdeTX1So,UCC2fvVCNDODmFx600QIwpHQ,Sana A,,2015-09-23T16:15:08Z,https://yt3.ggpht.com/ytc/AKedOLRyqPASMuOohMCdcmDeEXNqaYTr5XfEvKvjEA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLRyqPASMuOohMCdcmDeEXNqaYTr5XfEvKvjEA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLRyqPASMuOohMCdcmDeEXNqaYTr5XfEvKvjEA=s800-c-k-c0x00ffffff-no-rj,800,800,Sana A,,,UUC2fvVCNDODmFx600QIwpHQ,0,0,False,0,public,True,longUploadsUnspecified,Sana A,,,,,,,,,,,,,,
youtube#channel,AZzqJiJJJH87vu1byD3KKX_FhOM,UCC3YTNNP4aPJAga9T8SjzwQ,Milenna Moraes,,2012-10-07T19:57:29Z,https://yt3.ggpht.com/ytc/AKedOLR1Ml6o7XRz21Uv3M0jAaaLhTm5oNaIHrCeg_gFoxU=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLR1Ml6o7XRz21Uv3M0jAaaLhTm5oNaIHrCeg_gFoxU=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLR1Ml6o7XRz21Uv3M0jAaaLhTm5oNaIHrCeg_gFoxU=s800-c-k-c0x00ffffff-no-rj,800,800,Milenna Moraes,,,UUC3YTNNP4aPJAga9T8SjzwQ,9113,96,False,48,public,True,longUploadsUnspecified,Milenna Moraes,,"['/m/06by7', '/m/02jjt', '/m/064t9', '/m/04rlf']","['https://en.wikipedia.org/wiki/Rock_music', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",,,,,,,,,,,
youtube#channel,zK1BPLSwMhmYIoBNg3rHsTGKaxE,UCC42NvwNZto9Rwv_ifMkBRw,S Dong,,2013-05-11T05:05:53Z,https://yt3.ggpht.com/ytc/AKedOLRfnNn6W48qe2F3700QokP8QDJr30jp7UEw3p0YIg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLRfnNn6W48qe2F3700QokP8QDJr30jp7UEw3p0YIg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLRfnNn6W48qe2F3700QokP8QDJr30jp7UEw3p0YIg=s800-c-k-c0x00ffffff-no-rj,800,800,S Dong,,,UUC42NvwNZto9Rwv_ifMkBRw,0,0,False,0,public,True,longUploadsUnspecified,S Dong,,,,,,,,,,,,,,
youtube#channel,EvjFDdMnR2Z-BQdYm_9kXEbZ4yw,UCc5lB1gJehmU8mkyRxgA71A,becca,hi. i post whenever lol. :) ,2016-12-10T12:59:50Z,https://yt3.ggpht.com/ytc/AKedOLTmJf56aapx8OubT1OkQgy7nRUwE3xu3bIyi0vh1w=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTmJf56aapx8OubT1OkQgy7nRUwE3xu3bIyi0vh1w=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTmJf56aapx8OubT1OkQgy7nRUwE3xu3bIyi0vh1w=s800-c-k-c0x00ffffff-no-rj,800,800,becca,hi. i post whenever lol. :) ,,UUc5lB1gJehmU8mkyRxgA71A,0,49,False,0,public,True,longUploadsUnspecified,becca,https://yt3.ggpht.com/jwBli8EcRwHV89ZJmN_yXqx9HLqM35HYBMjC2bUM24KWrWJdLmWQujWd9Wfirt38VwK08xGsF4s,,,,hi. i post whenever lol. :) ,,,,,,,,,
youtube#channel,zRed19dbAEKFxQv7O6LT-iBHPgE,UCC6A94dlvWLC9pjWzUiOLQg,Caden Presley,,2017-05-09T16:39:17Z,https://yt3.ggpht.com/ytc/AKedOLRLiP9U00bE7CSZV5VrWdYMb9Sh9D_6rN6MRA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLRLiP9U00bE7CSZV5VrWdYMb9Sh9D_6rN6MRA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLRLiP9U00bE7CSZV5VrWdYMb9Sh9D_6rN6MRA=s800-c-k-c0x00ffffff-no-rj,800,800,Caden Presley,,,UUC6A94dlvWLC9pjWzUiOLQg,0,6,False,0,public,True,longUploadsUnspecified,Caden Presley,,,,,,,,,,,,,,
youtube#channel,liQxwbJcLGkNq9_3eT7Auc0WpYs,UCC6OZp1VZVZcBjQIskRYGuQ,Camila Martinez,,2016-09-06T00:47:46Z,https://yt3.ggpht.com/ytc/AKedOLQYA5QgNfN0n634ZZZd8BZ2GcL2hTUXc5FYJQFg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQYA5QgNfN0n634ZZZd8BZ2GcL2hTUXc5FYJQFg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQYA5QgNfN0n634ZZZd8BZ2GcL2hTUXc5FYJQFg=s800-c-k-c0x00ffffff-no-rj,800,800,Camila Martinez,,,UUC6OZp1VZVZcBjQIskRYGuQ,0,16,False,0,public,True,longUploadsUnspecified,Camila Martinez,,,,,,,,,,,,,,
youtube#channel,izkQ_4VOjU4ezwc6pIAwXazSiPI,UCC8_a_q41Tc8L94lze1CYdw,Amir Bin Surodarmanto,,2017-06-19T07:14:29Z,https://yt3.ggpht.com/ytc/AKedOLTTx7i3hy3ZyA7jO9sTzM2hNS5MKTrfFbuV=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTTx7i3hy3ZyA7jO9sTzM2hNS5MKTrfFbuV=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTTx7i3hy3ZyA7jO9sTzM2hNS5MKTrfFbuV=s800-c-k-c0x00ffffff-no-rj,800,800,Amir Bin Surodarmanto,,,UUC8_a_q41Tc8L94lze1CYdw,0,0,False,0,public,True,longUploadsUnspecified,Amir Bin Surodarmanto,,,,,,,,,,,,,,
youtube#channel,bFTqmxFPIeptWJ2u8ADVzIijWDU,UCCA-xspQqhbuTuAFjfJUceg,Sandrine Rousseau,,2014-01-05T11:03:11Z,https://yt3.ggpht.com/ytc/AKedOLSAu7J9-yAq7m1LAMXcGl0w6VzNPQtAzv_SpQ=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLSAu7J9-yAq7m1LAMXcGl0w6VzNPQtAzv_SpQ=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLSAu7J9-yAq7m1LAMXcGl0w6VzNPQtAzv_SpQ=s800-c-k-c0x00ffffff-no-rj,800,800,Sandrine Rousseau,,,UUCA-xspQqhbuTuAFjfJUceg,435,38,False,1,public,True,longUploadsUnspecified,Sandrine Rousseau,,,,,,,,,,,,,,
youtube#channel,ok19hRylyCzyAROysvYMKH3stfI,UCCBJ6LzAgYSXijiAGXFjVpQ,Legioxn,Peaches and plums motherfucker,2014-09-15T00:31:54Z,https://yt3.ggpht.com/ytc/AKedOLR2fd7HQUaIQtm04TSWNvp4zjxiFh4OnyC0MnHlOw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLR2fd7HQUaIQtm04TSWNvp4zjxiFh4OnyC0MnHlOw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLR2fd7HQUaIQtm04TSWNvp4zjxiFh4OnyC0MnHlOw=s800-c-k-c0x00ffffff-no-rj,800,800,Legioxn,Peaches and plums motherfucker,,UUCBJ6LzAgYSXijiAGXFjVpQ,30245,24,False,18,public,True,longUploadsUnspecified,Legioxn,https://lh3.googleusercontent.com/Afu4lkGelnzSXBkxRYNRiloM0gJxE1p9E8gy86Zo_H4MgGzvnADKP2DpqrUdMrNZcrJpcCINcTs,"['/m/025zzc', '/m/02ntfj', '/m/0403l3g', '/m/0bzvm2']","['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",,Peaches and plums motherfucker,US,,,US,,,,,
youtube#channel,ESXrsLbWFSno8bCUm_1nrtGb5ug,UCCCJn_BpsI3konFRjiQdh7w,goodwinv,dig bick,2016-10-23T17:58:41Z,https://yt3.ggpht.com/05JFBFoXVSyk2BibW1kSGSeW9Iz5Dd8wV9jJBJh_QidJ43_E3x9MMyH9F1IGp6Lv_R911x35=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/05JFBFoXVSyk2BibW1kSGSeW9Iz5Dd8wV9jJBJh_QidJ43_E3x9MMyH9F1IGp6Lv_R911x35=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/05JFBFoXVSyk2BibW1kSGSeW9Iz5Dd8wV9jJBJh_QidJ43_E3x9MMyH9F1IGp6Lv_R911x35=s800-c-k-c0x00ffffff-no-rj,800,800,goodwinv,dig bick,,UUCCJn_BpsI3konFRjiQdh7w,245,99,False,8,public,True,longUploadsUnspecified,goodwinv,https://yt3.ggpht.com/IBpQsaWGcJNX2TPvoINh3SUKHbjoKcGDCRQqn1U-9iMlNQge47OgmUWrxklTnYKQi6nt_RRE,"['/m/02ntfj', '/m/025zzc', '/m/0bzvm2']","['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",,dig bick,,,,,,,,,
youtube#channel,bUxgA77QS278dHKWGbrpj-Z1DmE,UCCdj9hq7WBlpoDZrVOpLIeg,A U,Videos of random moments of my blessed life!,2013-07-12T02:03:03Z,https://yt3.ggpht.com/ytc/AKedOLRp5cvCcjGWYRN4P4MuGztaMsfFm0-Eucoi_D-CXg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLRp5cvCcjGWYRN4P4MuGztaMsfFm0-Eucoi_D-CXg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLRp5cvCcjGWYRN4P4MuGztaMsfFm0-Eucoi_D-CXg=s800-c-k-c0x00ffffff-no-rj,800,800,A U,Videos of random moments of my blessed life!,,UUCdj9hq7WBlpoDZrVOpLIeg,63,18,False,1,public,True,longUploadsUnspecified,A U,,,,,Videos of random moments of my blessed life!,,,,,,,,,
youtube#channel,aECm9Y3hyBZ7iBuwTl-p2e8GLEc,UCce5EcHmUz9mX-SXFRLYczg,Roberto Tellez,"Nintendo Switch FC: SW-1677-2760-8698
Wii U NNID: SuperAmimeFreak
Nintendo 3DS FC: 0404-9982-5961
PSN ID: RobDeWeeb
XBOX LIVE GamerTag: RobGamer900",2013-12-28T00:44:23Z,https://yt3.ggpht.com/ytc/AKedOLQzK2aJJnVLhr2uSfUFSDJx2hvX5N50zJo_2gyJ_H8=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQzK2aJJnVLhr2uSfUFSDJx2hvX5N50zJo_2gyJ_H8=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQzK2aJJnVLhr2uSfUFSDJx2hvX5N50zJo_2gyJ_H8=s800-c-k-c0x00ffffff-no-rj,800,800,Roberto Tellez,"Nintendo Switch FC: SW-1677-2760-8698
Wii U NNID: SuperAmimeFreak
Nintendo 3DS FC: 0404-9982-5961
PSN ID: RobDeWeeb
XBOX LIVE GamerTag: RobGamer900",,UUce5EcHmUz9mX-SXFRLYczg,49477,208,False,106,public,True,longUploadsUnspecified,Roberto Tellez,https://lh3.googleusercontent.com/9ZULJrIFeskfbhDEpmMdf69qySa0u5t6RhXC_zQChWzOnuYayQnbqAZMn7CrkpGMGfBUKCfC9gM,"['/m/0403l3g', '/m/025zzc', '/m/02ntfj', '/m/0bzvm2']","['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",,"Nintendo Switch FC: SW-1677-2760-8698
Wii U NNID: SuperAmimeFreak
Nintendo 3DS FC: 0404-9982-5961
PSN ID: RobDeWeeb
XBOX LIVE GamerTag: RobGamer900",US,"Robgamer9000 Robert ""Roberto Tellez""",,US,rinotonashi,,,,
youtube#channel,zK_3M2VHJWZFVeEcZw9XjRZEqTg,UCCeANxJfvgtWxrvIhraf6HQ,Jenni,,2016-06-28T23:19:10Z,https://yt3.ggpht.com/ytc/AKedOLT69f6K3wQ-YH3GJ8nyBYE9GwbrPFwvr8zsnhkCKg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLT69f6K3wQ-YH3GJ8nyBYE9GwbrPFwvr8zsnhkCKg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLT69f6K3wQ-YH3GJ8nyBYE9GwbrPFwvr8zsnhkCKg=s800-c-k-c0x00ffffff-no-rj,800,800,Jenni,,,UUCeANxJfvgtWxrvIhraf6HQ,0,0,False,0,public,True,longUploadsUnspecified,Jenni,,,,,,,,,,,,,,
youtube#channel,8j3Zr3WmV2MF6_6oQ22RSDaHnnc,UCcELBcYM4ynWGqBhZNNtJWQ,Zihnefendet,,2013-04-23T20:56:15Z,https://yt3.ggpht.com/ytc/AKedOLQZK4WOF_oAVb2ROZsihX7v8wHyjZBd0I07Lji6=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQZK4WOF_oAVb2ROZsihX7v8wHyjZBd0I07Lji6=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQZK4WOF_oAVb2ROZsihX7v8wHyjZBd0I07Lji6=s800-c-k-c0x00ffffff-no-rj,800,800,Zihnefendet,,,UUcELBcYM4ynWGqBhZNNtJWQ,44157,57,False,3,public,True,longUploadsUnspecified,Zihnefendet,,['/m/02jjt'],['https://en.wikipedia.org/wiki/Entertainment'],,,,,,,,,,,
youtube#channel,G8MIDcdTTbJg9fTKjqLdVkesAhE,UCCeLVTHcAsAUPUFjMLk-xPA,Michael Cera,,2015-12-14T14:38:13Z,https://yt3.ggpht.com/ytc/AKedOLRAZSz7d6YH_NVBd0kcWvztPmgJyoyd10Ycpw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLRAZSz7d6YH_NVBd0kcWvztPmgJyoyd10Ycpw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLRAZSz7d6YH_NVBd0kcWvztPmgJyoyd10Ycpw=s800-c-k-c0x00ffffff-no-rj,800,800,Michael Cera,,,UUCeLVTHcAsAUPUFjMLk-xPA,0,0,False,0,public,True,longUploadsUnspecified,Michael Cera,,,,,,,,,,,,,,
youtube#channel,d71kKjo5MIWOCpZNcVDgtPx5-yk,UCcf5eh0KXbhW2g8LGttOKhw,Emily Leticia,,2014-03-03T00:29:22Z,https://yt3.ggpht.com/ytc/AKedOLRgo7XiEK9hCNknTCTxOBzv_SDgdKJT6QYDTph5SQ=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLRgo7XiEK9hCNknTCTxOBzv_SDgdKJT6QYDTph5SQ=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLRgo7XiEK9hCNknTCTxOBzv_SDgdKJT6QYDTph5SQ=s800-c-k-c0x00ffffff-no-rj,800,800,Emily Leticia,,,UUcf5eh0KXbhW2g8LGttOKhw,3057,261,False,8,public,True,longUploadsUnspecified,Emily Leticia,https://lh3.googleusercontent.com/mewywVG9PgkUhxL-YivBmmKJl32iNQwrwGeV3LjXcDkJuysRgvnhUFmXFNm3jLR4H5AK2huTww,"['/m/04rlf', '/m/064t9']","['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",,,BR,canto acapella cover music singing sing,,BR,,,,,
youtube#channel,ynf0i2lrEUM9-tE72XRwhShuOQ4,UCCf9DLLvmxKULuA6Nb16jmA,MightyCaine,,2013-10-09T16:30:51Z,https://yt3.ggpht.com/ytc/AKedOLSu0itXWMrpWqq2Mhi-fjI740NObTGXt5VcRg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLSu0itXWMrpWqq2Mhi-fjI740NObTGXt5VcRg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLSu0itXWMrpWqq2Mhi-fjI740NObTGXt5VcRg=s800-c-k-c0x00ffffff-no-rj,800,800,MightyCaine,,,UUCf9DLLvmxKULuA6Nb16jmA,0,0,False,0,public,True,longUploadsUnspecified,MightyCaine,,,,,,,,,,,,,,
youtube#channel,GVRKN78o7Fgk3bOxaAZYq9eadUY,UCcfFWj5E4gpZussMIS9I2NA,Shubham Khatdeo,,2009-11-07T10:22:34Z,https://yt3.ggpht.com/ytc/AKedOLS6NktiNYtGK1UsyduQ2YPXRNRPKs6oI9lc2iGxGQ=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLS6NktiNYtGK1UsyduQ2YPXRNRPKs6oI9lc2iGxGQ=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLS6NktiNYtGK1UsyduQ2YPXRNRPKs6oI9lc2iGxGQ=s800-c-k-c0x00ffffff-no-rj,800,800,Shubham Khatdeo,,,UUcfFWj5E4gpZussMIS9I2NA,272,5,False,3,public,True,longUploadsUnspecified,Shubham Khatdeo,,,,,,,,,,shubhamkhatdeo,False,,,
youtube#channel,mrDAUx_bOpPSQAGhtdtFXlRDdX8,UCCfpMyE8zDpOSUmpJZDck0w,madseraphim,,2008-08-02T04:33:42Z,https://yt3.ggpht.com/ytc/AKedOLQw5Y3OWiaPz3QxQjRbSm1sleQnbw9tteMhi5kD=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQw5Y3OWiaPz3QxQjRbSm1sleQnbw9tteMhi5kD=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQw5Y3OWiaPz3QxQjRbSm1sleQnbw9tteMhi5kD=s800-c-k-c0x00ffffff-no-rj,800,800,madseraphim,,,UUCfpMyE8zDpOSUmpJZDck0w,406,1,False,16,public,True,longUploadsUnspecified,madseraphim,,"['/m/019_rr', '/m/03glg']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Hobby']",,,,,,,,,,,
youtube#channel,DPWQwrw47VxPM2YX9wk11marlgI,UCCG5ur7azX0JCpYshrGoGtg,fourth1000,,2009-09-15T09:17:06Z,https://yt3.ggpht.com/ytc/AKedOLRiPa1yWkIrOP0PkTvNJZqY7UbZYvz0gW3ugRl_=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLRiPa1yWkIrOP0PkTvNJZqY7UbZYvz0gW3ugRl_=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLRiPa1yWkIrOP0PkTvNJZqY7UbZYvz0gW3ugRl_=s800-c-k-c0x00ffffff-no-rj,800,800,fourth1000,,,UUCG5ur7azX0JCpYshrGoGtg,68894,330,False,53,public,True,longUploadsUnspecified,fourth1000,,"['/m/019_rr', '/m/07c1v']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",,,,,,,,,,,
youtube#channel,MIpnvRU2rQQESvUmQF1nTPMD-aA,UCCgS3vTFigAcUJwIHhDjKPA,Glenn Tabar,"Wake up, Eat, Exercise, Sleep. Survive.",2013-01-22T23:50:06Z,https://yt3.ggpht.com/ytc/AKedOLTC1HyOEMG08hxpkj3Kpw0HR3LZ_2EIpJHARiLLdw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTC1HyOEMG08hxpkj3Kpw0HR3LZ_2EIpJHARiLLdw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTC1HyOEMG08hxpkj3Kpw0HR3LZ_2EIpJHARiLLdw=s800-c-k-c0x00ffffff-no-rj,800,800,Glenn Tabar,"Wake up, Eat, Exercise, Sleep. Survive.",,UUCgS3vTFigAcUJwIHhDjKPA,0,10,False,0,public,True,longUploadsUnspecified,Glenn Tabar,,,,,"Wake up, Eat, Exercise, Sleep. Survive.",,,,,,,,,
